EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,OffThreePtRebounds,OffThreePtReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,ShortMidRangePctAssisted,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,Corner3Assists,LostBallOutOfBoundsTurnovers,Travels,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,ShortMidRangePctBlocked,OffArc3ReboundPct,LongMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveMakes,HeaveAttempts,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,Fg3aBlocked,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked,FTOffRebounds,3SecondViolations,OffFTReboundPct,on,Clear Path Fouls,Corner3PctBlocked
1000,1610612752,Shandon Anderson,Shandon Anderson,1000,NYK,14971.0,250,2.0,448,461,110,159,52,909,14.0,23.0,3.0,3.0,3.0,4.0,1.0,6.0,2.0,6,6.0,15.0,1.0,3.0,1.0,2.0,2.0,8.0,1.0,17.0,35,8.0,23.0,5.0,63,455,4.0,5,1.0,3.0,11.0,3.0,4.0,1.0,3.0,4.0,13.0,18.0,16.0,21.0,3.0,6.0,8.0,2.0,4.0,10.0,2.0,12.0,2.0,5.0,3.0,2.0,26.0,10.0,13.0,14,1.0,28,10.0,38,1.0,6.0,3.0,3.0,11.0,1.0,7.0,2.0,4.0,13.0,1.0,3.0,8,21,3.0,1.0,11.0,3.0,6.0,1.0,2.0,1.0,1.0,2.0,2.0,13.0,110,5.0,0.5294117647058824,0.6428571428571429,0.875,0.34782608695652173,0.3333333333333333,0.3333333333333333,0.34782608695652173,0.4857142857142857,0.8,0.75,0.5,0.6875,0.6428571428571429,0.5080645161290323,0.6875,0.65,0.39655172413793105,0.11428571428571428,0.13043478260869565,0.16666666666666666,14.792899408284024,0.8461538461538461,0.07692307692307693,0.08187134502923976,0.06896551724137931,0.18840579710144928,0.1125,0.050505050505050504,0.11363636363636363,0.07017543859649122,0.022727272727272728,0.11864406779661017,0.09210526315789473,0.17647058823529413,0.2222222222222222,0.034482758620689655,1.0,0.39655172413793105,0.6086956521739131,0.7,0.6428571428571429,0.10344827586206896,0.16666666666666666,0.16666666666666666,0.10344827586206896,0.3333333333333333,0.4,0.25862068965517243,0.4,0.4,0.8333333333333334,0.13793103448275862,0.25,0.25,1.0,0.375,1.0,0.3333333333333333,0.375,0.3333333333333333,1.0,0.5714285714285714,0.75,0.2857142857142857,0.5,0.14285714285714285,0.7931034482758621,0.25,0.5442310344827587,0.55219375,0.60355,0.09836065573770492,0.15789473684210525,0.1746031746031746,0.20634920634920634,4.319999999999999,23.778260869565212,0.24553571428571427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
221,1610612752,Clar. Weatherspoon,Clar. Weatherspoon,221,NYK,2130.0,36,-16.0,66,66,27,30,11,132,3.0,8.0,1.0,2.0,1.0,3.0,1.0,2.0,,1,,,,,,,,,,4.0,11,,,1.0,9,82,1.0,2,,,3.0,2.0,4.0,,,,4.0,4.0,4.0,,,,,,,3.0,,3.0,,2.0,,1.0,6.0,6.0,,4,,4,7.0,11,1.0,,,,,,,,,,,,4,5,1.0,,3.0,1.0,2.0,,2.0,2.0,,2.0,2.0,4.0,27,,0.5,0.5,,,,,,0.36363636363636365,0.5,0.5,0.36363636363636365,0.5,0.5,0.375,0.5,0.5,,,,,15.0,,,0.23529411764705882,0.20689655172413793,,0.19047619047619047,0.18421052631578946,0.18181818181818182,0.2222222222222222,0.2222222222222222,0.125,0.16666666666666666,,,0.14285714285714285,1.0,0.7272727272727273,0.375,0.375,0.3333333333333333,0.18181818181818182,0.5,0.5,0.09090909090909091,,,,,,,,,,,1.0,0.5,,,,,0.75,0.3333333333333333,,,,0.7272727272727273,,0.49027272727272725,0.5488,0.5100750000000001,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.4444444444444444,3.3363636363636364,,0.4090909090909091,1.0,1.0,0.1111111111111111,0.3333333333333333,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
275,1610612752,Allan Houston,Allan Houston,275,NYK,51014.0,850,-110.0,1621,1625,381,418,191,3246,14.0,38.0,2.0,5.0,4.0,10.0,29.0,66.0,84.0,182,6.0,22.0,,1.0,1.0,5.0,29.0,61.0,9.0,127.0,286,35.0,83.0,91.0,450,1746,7.0,18,5.0,11.0,33.0,29.0,66.0,5.0,14.0,36.0,109.0,138.0,116.0,78.0,27.0,4.0,61.0,29.0,16.0,37.0,13.0,50.0,7.0,14.0,13.0,10.0,113.0,8.0,15.0,48,2.0,65,11.0,76,3.0,15.0,11.0,4.0,26.0,1.0,15.0,16.0,11.0,42.0,2.0,10.0,29,56,1.0,5.0,103.0,5.0,35.0,12.0,5.0,2.0,2.0,6.0,4.0,109.0,381,5.0,0.5433070866141733,0.552,0.7428571428571429,0.42168674698795183,0.45454545454545453,0.35714285714285715,0.42168674698795183,0.44405594405594406,0.3888888888888889,0.4393939393939394,0.48644986449864497,0.5,0.45625,0.5364077669902912,0.532258064516129,0.5510204081632653,0.22493224932249323,0.055944055944055944,0.18421052631578946,0.027472527472527472,24.54054054054054,0.6190476190476191,0.044444444444444446,0.08571428571428572,0.012232415902140673,0.07692307692307693,0.08344370860927153,0.013819095477386936,0.02197802197802198,0.012987012987012988,0.004149377593360996,0.07772020725388601,0.09216589861751152,0.08053691275167785,0.06521739130434782,0.015789473684210527,0.6666666666666666,0.10298102981029811,0.3684210526315789,0.45161290322580644,0.14285714285714285,0.17886178861788618,0.4393939393939394,0.46774193548387094,0.4932249322493225,0.46153846153846156,0.4745762711864407,0.05962059620596206,0.2727272727272727,0.2727272727272727,0.8333333333333334,0.16531165311653118,0.47540983606557374,0.47540983606557374,0.7241379310344828,0.1724137931034483,0.4,,0.034482758620689655,,,0.125,0.4,0.0625,0.2,0.1125,0.32791327913279134,0.47540983606557374,0.4503441734417344,0.4772625,0.42244937499999996,0.0925,0.11075949367088607,0.07333333333333333,0.24222222222222223,14.062237762237762,24.904819277108434,0.2350400987045034,4.0,3.0,0.02112676056338028,0.029411764705882353,0.08666666666666667,0.4827586206896552,5.0,10.0,4.0,6.0,3.0,3.0,1.0,10.0,2.0,1.0,1.0,1.0,0.06060606060606061,0.018518518518518517,0.6309523809523809,0.3448275862068966,0.5,0.8,0.4444444444444444,0.023809523809523808,,,,,,,,,,,,,True,,
349,1610612752,Mark Jackson,Mark Jackson,349,NYK,44238.0,737,-115.0,1415,1417,316,387,162,2832,26.0,40.0,5.0,9.0,8.0,9.0,13.0,40.0,10.0,27,6.0,9.0,2.0,2.0,3.0,4.0,16.0,35.0,10.0,49.0,107,22.0,44.0,27.0,191,1536,7.0,16,3.0,4.0,26.0,15.0,28.0,7.0,14.0,19.0,70.0,30.0,68.0,66.0,,4.0,32.0,15.0,6.0,148.0,30.0,178.0,26.0,49.0,37.0,62.0,386.0,10.0,23.0,49,5.0,77,11.0,88,3.0,30.0,17.0,13.0,29.0,8.0,22.0,17.0,7.0,46.0,2.0,13.0,16,58,2.0,5.0,34.0,2.0,8.0,10.0,,,,,,70.0,316,9.0,0.30612244897959184,0.3191489361702128,1.0,0.5,0.75,0.5,0.5,0.45794392523364486,0.4375,0.5357142857142857,0.543046357615894,0.575,0.6071428571428571,0.5718562874251497,0.5909090909090909,0.660377358490566,0.2913907284768212,0.056074766355140186,0.1,,13.18069306930693,0.6304347826086957,0.13157894736842105,0.09702970297029703,0.017921146953405017,0.14285714285714285,0.10810810810810811,0.016058394160583942,0.0196078431372549,0.024630541871921183,0.009900990099009901,0.1206896551724138,0.06951871657754011,0.1487603305785124,0.125,0.041666666666666664,,0.26490066225165565,0.65,0.7222222222222222,0.19230769230769232,0.26490066225165565,0.325,0.34210526315789475,0.17880794701986755,0.37037037037037035,0.37037037037037035,0.059602649006622516,0.6666666666666666,0.6666666666666666,1.0,0.23178807947019867,0.45714285714285713,0.45714285714285713,1.0,0.45,0.5555555555555556,0.2,0.1,1.0,1.0,0.21428571428571427,0.8888888888888888,0.09523809523809523,0.75,0.23809523809523808,0.5562913907284768,0.46875,0.4788342281879195,0.4897263157894737,0.45841125,0.050955414012738856,0.07079646017699115,0.13612565445026178,0.36649214659685864,7.126168224299066,26.431818181818183,0.223321554770318,3.0,1.0,0.007874015748031496,,0.10416666666666667,0.15384615384615385,1.0,2.0,4.0,4.0,2.0,1.0,,,,,,,0.05,0.010752688172043012,0.8,0.1,0.5,1.0,0.4,,1.0,2.0,,,,,,,,,,,True,,
948,1610612752,Marcus Camby,Marcus Camby,948,NYK,60542.0,1009,-102.0,1900,1910,448,513,222,3810,91.0,170.0,22.0,55.0,21.0,40.0,26.0,88.0,13.0,31,,,,,,,,1.0,,130.0,289,,1.0,62.0,322,2032,29.0,67,,1.0,68.0,30.0,59.0,,,18.0,78.0,180.0,80.0,,,44.0,1.0,,22.0,25.0,8.0,33.0,6.0,19.0,3.0,3.0,74.0,71.0,56.0,153,24.0,233,89.0,322,11.0,34.0,17.0,17.0,27.0,5.0,17.0,15.0,10.0,42.0,6.0,6.0,63,107,16.0,3.0,99.0,8.0,46.0,7.0,49.0,30.0,13.0,50.0,32.0,78.0,448,14.0,0.6923076923076923,0.8333333333333334,,,,,,0.44982698961937717,0.43283582089552236,0.5084745762711864,0.4482758620689655,0.4264705882352941,0.5084745762711864,0.48059701492537316,0.4533333333333333,0.5342465753424658,0.0034482758620689655,0.07612456747404844,0.11176470588235295,,17.413394919168592,0.6428571428571429,0.48,0.22633136094674555,0.09607577807848444,0.23829787234042554,0.22941822173435786,0.09694989106753812,0.1024390243902439,0.09737827715355805,0.0898876404494382,0.21304347826086956,0.24814814814814815,0.21910112359550563,0.2982456140350877,0.08029197080291971,0.64,0.5862068965517241,0.5352941176470588,0.6026490066225165,0.6483516483516484,0.30344827586206896,0.29545454545454547,0.3058823529411765,0.10689655172413794,0.41935483870967744,0.41935483870967744,,,,,0.0034482758620689655,,,,0.8088235294117647,0.4,0.045454545454545456,,,,0.6779661016949152,0.525,,,,0.5896551724137931,,0.5091253448275862,0.5397372881355933,0.5212644067796611,0.1402439024390244,0.14067278287461774,0.2111801242236025,0.2422360248447205,4.816262975778547,24.4,0.23578947368421052,10.0,18.0,0.1005586592178771,0.061224489795918366,0.21022727272727273,0.7692307692307693,,1.0,,2.0,2.0,2.0,,,,1.0,1.0,6.0,0.03409090909090909,0.11538461538461539,0.8461538461538461,0.014705882352941176,,,,,,,2.0,2.0,2.0,,,,,,,,True,,
369,1610612752,Charlie Ward,Charlie Ward,369,NYK,13963.0,233,21.0,419,427,115,99,48,846,4.0,7.0,,1.0,1.0,2.0,3.0,6.0,10.0,17,2.0,7.0,1.0,2.0,1.0,2.0,6.0,22.0,5.0,17.0,30,8.0,29.0,7.0,65,425,1.0,2,1.0,2.0,5.0,3.0,8.0,2.0,7.0,2.0,14.0,10.0,24.0,24.0,,,22.0,6.0,,43.0,8.0,51.0,6.0,13.0,11.0,19.0,110.0,1.0,8.0,15,,23,1.0,24,,10.0,4.0,6.0,4.0,3.0,3.0,5.0,1.0,9.0,,2.0,13,21,2.0,,7.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,14.0,115,3.0,0.29411764705882354,0.29411764705882354,1.0,0.27586206896551724,0.5,0.2857142857142857,0.27586206896551724,0.5666666666666667,0.5,0.375,0.4915254237288136,0.625,0.4,0.5241935483870968,0.625,0.4375,0.4915254237288136,,,,15.138592750533048,0.4444444444444444,,0.09615384615384616,0.006535947712418301,0.13333333333333333,0.10648148148148148,0.005050505050505051,,0.0196078431372549,,0.14285714285714285,0.07792207792207792,0.1276595744680851,0.15384615384615385,,0.6666666666666666,0.11864406779661017,0.5714285714285714,0.5714285714285714,0.5,0.1016949152542373,0.5,0.5,0.288135593220339,0.5882352941176471,0.5882352941176471,0.11864406779661017,0.2857142857142857,0.2857142857142857,1.0,0.3728813559322034,0.2727272727272727,0.2857142857142857,1.0,0.25,,,0.5,0.5,1.0,0.13333333333333333,0.5,0.13333333333333333,0.5,0.3333333333333333,0.6101694915254238,0.2727272727272727,0.47864152542372884,0.5016625,0.4543233333333333,0.04918032786885246,0.09375,0.07692307692307693,0.2153846153846154,12.79,24.706896551724135,0.2744630071599045,,,,,0.06666666666666667,,,,1.0,2.0,1.0,,,,,1.0,,,,,0.3,,,,0.2,,,,,,,1.0,1.0,0.034482758620689655,0.045454545454545456,,,,True,,
84,1610612752,Latrell Sprewell,Latrell Sprewell,84,NYK,56200.0,937,-111.0,1767,1772,416,471,204,3539,37.0,65.0,4.0,13.0,6.0,15.0,45.0,111.0,61.0,156,6.0,22.0,,1.0,1.0,4.0,30.0,84.0,17.0,143.0,332,36.0,106.0,81.0,475,1905,12.0,26,2.0,16.0,35.0,28.0,79.0,8.0,21.0,24.0,104.0,124.0,162.0,75.0,33.0,6.0,84.0,30.0,27.0,53.0,20.0,73.0,15.0,22.0,14.0,17.0,166.0,18.0,25.0,51,1.0,77,20.0,97,1.0,21.0,14.0,7.0,48.0,6.0,28.0,26.0,20.0,74.0,3.0,19.0,14,41,2.0,8.0,91.0,5.0,35.0,10.0,1.0,,,1.0,1.0,104.0,416,3.0,0.43356643356643354,0.44285714285714284,0.6944444444444444,0.33962264150943394,0.125,0.38095238095238093,0.33962264150943394,0.4307228915662651,0.46153846153846156,0.35443037974683544,0.4497716894977169,0.35714285714285715,0.4,0.49267782426778245,0.3888888888888889,0.46017699115044247,0.2420091324200913,0.08132530120481928,0.13846153846153847,0.02564102564102564,27.421758569299556,0.6486486486486487,0.022727272727272728,0.08133971291866028,0.02601156069364162,0.11682242990654206,0.09036860879904875,0.023282887077997673,0.06878306878306878,0.015873015873015872,0.00398406374501992,0.06635071090047394,0.13253012048192772,0.13043478260869565,0.07547169811320754,0.004405286343612335,1.0,0.14840182648401826,0.5692307692307692,0.6607142857142857,0.43243243243243246,0.2534246575342466,0.40540540540540543,0.4639175257731959,0.3561643835616438,0.391025641025641,0.40131578947368424,0.0502283105022831,0.2727272727272727,0.2727272727272727,0.8333333333333334,0.1917808219178082,0.35714285714285715,0.35714285714285715,0.6666666666666666,0.30952380952380953,0.3076923076923077,0.25,0.023809523809523808,,,0.15,0.4,0.04,0.25,0.17,0.3904109589041096,0.35714285714285715,0.45623958810068643,0.4991794871794872,0.4279459595959596,0.07478632478632478,0.09668508287292818,0.07368421052631578,0.21894736842105264,11.728614457831325,25.21132075471699,0.2354272778720996,5.0,2.0,0.011976047904191617,,0.023952095808383235,0.28888888888888886,2.0,15.0,7.0,5.0,6.0,3.0,,4.0,,,,1.0,0.12612612612612611,0.01639344262295082,0.5409836065573771,0.35714285714285715,0.13333333333333333,0.5,0.4117647058823529,,,,,,,,,,,,,,True,,
703,1610612752,Kurt Thomas,Kurt Thomas,703,NYK,38779.0,646,-77.0,1245,1237,264,267,146,2482,50.0,85.0,13.0,26.0,12.0,24.0,33.0,81.0,12.0,31,,,,,,,1.0,2.0,1.0,95.0,197,1.0,2.0,54.0,247,1332,20.0,41,,,45.0,17.0,40.0,1.0,1.0,19.0,56.0,136.0,54.0,3.0,,22.0,2.0,1.0,14.0,17.0,5.0,22.0,3.0,10.0,3.0,4.0,49.0,44.0,17.0,70,10.0,97,51.0,148,4.0,12.0,7.0,5.0,21.0,3.0,13.0,30.0,8.0,51.0,2.0,7.0,41,86,7.0,17.0,62.0,4.0,24.0,9.0,17.0,8.0,8.0,17.0,10.0,56.0,264,13.0,0.7157894736842105,0.8095238095238095,1.0,0.5,,1.0,0.5,0.48223350253807107,0.4878048780487805,0.425,0.4849246231155779,0.4878048780487805,0.45121951219512196,0.5416666666666666,0.5113636363636364,0.5490196078431373,0.010050251256281407,0.07106598984771574,0.10588235294117647,,19.647887323943664,0.4117647058823529,0.4166666666666667,0.1580135440180587,0.08906882591093117,0.125,0.15025906735751296,0.08264462809917356,0.14705882352941177,0.06179775280898876,0.07222222222222222,0.17901234567901234,0.1419753086419753,0.15384615384615385,0.03125,0.0449438202247191,0.5882352941176471,0.4271356783919598,0.5882352941176471,0.6578947368421053,0.66,0.40703517587939697,0.4074074074074074,0.4342105263157895,0.15577889447236182,0.3870967741935484,0.3870967741935484,,,,,0.010050251256281407,0.5,0.5,1.0,0.6341463414634146,0.5,0.23076923076923078,,,,0.5853658536585366,0.5,,,0.024390243902439025,0.4371859296482412,0.5,0.4706517587939699,0.5046916666666666,0.4966329268292683,0.1095890410958904,0.11059907834101383,0.18218623481781376,0.22672064777327935,6.256345177664975,26.0,0.21204819277108433,5.0,6.0,0.05405405405405406,0.07407407407407407,0.15126050420168066,0.7272727272727273,,,1.0,2.0,2.0,5.0,,,,,,1.0,0.06172839506172839,0.047619047619047616,0.9166666666666666,,,,1.0,,,,,,,,,,,1.0,1.0,0.045454545454545456,True,,
970,1610612752,Othella Harrington,Othella Harrington,970,NYK,15565.0,259,17.0,463,474,119,152,56,937,19.0,28.0,5.0,9.0,5.0,10.0,17.0,34.0,1.0,6,,,,,,,,,,37.0,68,,,21.0,95,473,6.0,11,,,12.0,9.0,18.0,,,7.0,25.0,50.0,24.0,,,4.0,,,5.0,3.0,1.0,4.0,,1.0,,2.0,9.0,8.0,6.0,22,1.0,29,13.0,42,2.0,4.0,3.0,1.0,6.0,,3.0,7.0,3.0,13.0,1.0,1.0,17,52,10.0,5.0,26.0,4.0,13.0,2.0,4.0,3.0,1.0,4.0,1.0,25.0,119,8.0,0.6756756756756757,0.7142857142857143,,,,,,0.5441176470588235,0.5454545454545454,0.5,0.5441176470588235,0.5454545454545454,0.5,0.6012658227848101,0.5454545454545454,0.5681818181818182,,0.07352941176470588,0.14285714285714285,,17.391304347826086,0.46153846153846156,0.06666666666666667,0.11891891891891893,0.047619047619047616,0.08955223880597014,0.1111111111111111,0.06046511627906977,0.0425531914893617,0.047619047619047616,0.05172413793103448,0.11538461538461539,0.12790697674418605,0.12244897959183673,,0.08,0.25,0.4117647058823529,0.6785714285714286,0.7916666666666666,0.6842105263157895,0.5,0.5,0.5151515151515151,0.08823529411764706,0.16666666666666666,0.16666666666666666,,,,,,,,,0.8181818181818182,0.5555555555555556,,,,,0.5555555555555556,0.5,,,,0.4117647058823529,,0.46193382352941176,0.5380428571428572,0.4827055555555556,0.16883116883116883,0.16883116883116883,0.12631578947368421,0.2631578947368421,5.488235294117647,,0.2570194384449244,,5.0,0.10638297872340426,0.11764705882352941,0.10638297872340426,0.6470588235294118,,,,1.0,,2.0,,,,,,,0.029411764705882353,0.1,1.0,,,,,,,,,,2.0,,,,,,,,True,,
969,1610612752,Travis Knight,Travis Knight,969,NYK,2861.0,48,,86,90,24,37,6,176,,1.0,,1.0,,,,,2.0,7,,,,,,,,,,2.0,8,,,,4,92,,1,,,,,1.0,,,,,4.0,,,,,,,,1.0,1.0,2.0,,,,1.0,5.0,2.0,3.0,2,,5,2.0,7,,1.0,1.0,,,,,2.0,,2.0,,1.0,8,14,1.0,1.0,,,,,1.0,1.0,,1.0,,,24,2.0,1.0,1.0,,,,,,0.25,,,0.25,,,0.25,,,,,,,10.869565217391305,,,0.08,0.06060606060606061,0.15,0.1111111111111111,0.05128205128205128,,0.09090909090909091,0.058823529411764705,0.4,,0.17647058823529413,,,,0.125,,,,,,,0.875,0.2857142857142857,0.2857142857142857,,,,,,,,,1.0,,,,,,,,,,,0.125,,0.4308375,0.6934,0.4154,,,,,16.375,,0.27906976744186046,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,True,,
