EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,OpponentPoints,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG2M,FG2A,FG3M,FG3A,Points,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceFG2A,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,SecondChanceTurnovers,FG2APctBlocked,AtRimPctBlocked,DefLongMidRangeReboundPct,AtRimFrequency,ShortMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,LostBallTurnovers,FTA,TwoPtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedAtRim,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGM,FtPoints,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,OffTwoPtRebounds,OffRebounds,SelfOReb,LostBallSteals,2pt And 1 Free Throw Trips,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LongMidRangePctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,SelfORebPct,SecondChanceAtRimAccuracy,SecondChancePointsPct,FTDefRebounds,Offensive Fouls,DefFTReboundPct,ShortMidRangeFGM,SecondChanceArc3FGA,SecondChanceFG3A,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3PctAssisted,SecondChanceArc3Frequency,DefensiveGoaltends,ShortMidRangePctAssisted,on,SecondChanceArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,Fg3aBlocked,Travels,Loose Ball Fouls,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,DefCorner3ReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyFtPoints,FTOffRebounds,LostBallOutOfBoundsTurnovers,BlockedLongMidRange,3SecondViolations,ShortMidRangePctBlocked,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyArc3FGM,HeaveAttempts,Clear Path Fouls,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyArc3Accuracy,Technical Free Throw Trips,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedCorner3,OffensiveGoaltends
1114,1610612753,Jaren Jackson,Jaren Jackson,1114,ORL,67.0,1,-2.0,3,3,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,1610612753,Jud Buechler,Jud Buechler,146,ORL,1859.0,31,-18.0,60,63,123,74,19.0,22.0,10.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.8333333333333334,1.25,0.8333333333333334,1.25,0.3333333333333333,5.47945205479452,1.0,0.10526315789473684,0.1111111111111111,0.10714285714285714,0.125,0.14285714285714285,0.125,1.0,0.6666666666666666,0.5,0.5,1.0,0.3333333333333333,1.0,1.0,1.0,0.5,1.0,0.3333333333333333,0.43640000000000007,0.45775,1.0,18.75,22.7,0.31666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,1610612753,Troy Hudson,Troy Hudson,1607,ORL,1594.0,27,-1.0,49,51,100,55,5.0,10.0,9.0,1.0,3.0,,,,,1.0,11.0,1.0,1.0,5.0,,,,,,,,7.0,10.0,5.0,,23.0,,3.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,,,1.0,,,,,,5.0,,,,1.0,,1.0,0.09090909090909091,,0.20833333333333334,,0.20833333333333334,,0.08333333333333333,24.59016393442623,0.6666666666666666,0.2,,0.125,,0.16666666666666666,,,0.25,0.3333333333333333,0.3333333333333333,,,,,,,,0.5833333333333334,0.47827083333333337,,,6.972727272727273,24.4,0.10204081632653061,6.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,0.18181818181818182,0.3333333333333333,0.4,0.5,0.16666666666666666,0.08333333333333333,1.0,1.0,0.5,1.0,0.44265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2212,1610612753,Steven Hunter,Steven Hunter,2212,ORL,697.0,12,-17.0,27,26,53,33,15.0,17.0,1.0,,,,,,,1.0,3.0,,,2.0,1.0,1.0,,,2.0,2.0,,,,,,,,,,,,,1.0,,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,15.0,1.0,1.0,,,,,0.3333333333333333,1.0,0.3333333333333333,1.0,0.25,0.5,,21.428571428571427,0.5,,,,,,,0.3333333333333333,,,,,,,,,,,1.0,0.5734,0.6225,1.0,,,0.5555555555555556,3.0,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2219,1610612753,Jeryl Sasser,Jeryl Sasser,2219,ORL,2052.0,34,-16.0,67,69,136,80,20.0,25.0,10.0,,5.0,,,,,3.0,14.0,,,10.0,1.0,5.0,,,2.0,2.0,,1.0,2.0,1.0,,5.0,1.0,3.0,4.0,7.0,3.0,1.0,,,2.0,,3.0,3.0,,,,,2.0,20.0,0.3333333333333333,1.0,,,,,0.21428571428571427,0.2,0.21428571428571427,0.2,0.3125,0.2,,22.5,,0.14285714285714285,0.1,0.12903225806451613,0.125,0.2857142857142857,0.1111111111111111,,0.35714285714285715,,,,,,,,,,0.5,0.4853642857142857,0.5707599999999999,0.2,7.714285714285715,,0.29850746268656714,7.0,3.0,2.0,,,3.0,4.0,,,,1.0,1.0,,1.0,,2.0,2.0,1.0,0.07142857142857142,,,0.5,0.14285714285714285,,,,1.0,,0.5868333333333333,3.0,1.0,3.0,,5.0,3.0,,,,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.6,0.3333333333333333,0.1875,0.1875,2.0,4.0,2.0,1.0,5.0,4.0,3.0,3.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.2,0.0967741935483871,0.08823529411764706,0.07142857142857142,0.16666666666666666,0.09090909090909091,0.1,0.6666666666666666,0.5,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,1610612753,Patrick Ewing,Patrick Ewing,121,ORL,494.0,8,2.0,15,14,29,16,,,4.0,1.0,3.0,,,,,4.0,7.0,,,9.0,,,,,,6.0,,,,,,,1.0,2.0,4.0,4.0,,,,,1.0,,,2.0,,,,,,,0.75,0.75,,,,,0.5714285714285714,,0.5714285714285714,,0.6428571428571429,,,40.0,,0.4,0.5,0.42857142857142855,,0.3333333333333333,0.5,,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,,,,,,,0.42857142857142855,0.4523857142857143,,,8.671428571428573,,,3.0,,1.0,,,1.0,2.0,,,,,,,,,,1.0,,,,1.0,0.42857142857142855,0.14285714285714285,,,,,,0.3716,3.0,,,,1.0,1.0,,,,1.0,1.0,0.6666666666666666,,,0.14285714285714285,0.14285714285714285,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,1610612753,Pat Garrity,Pat Garrity,1727,ORL,1466.0,24,3.0,43,46,89,51,5.0,8.0,9.0,2.0,2.0,1.0,1.0,,,4.0,4.0,2.0,4.0,14.0,,,,,,4.0,6.0,1.0,1.0,1.0,,2.0,,2.0,2.0,5.0,,,,,,,2.0,2.0,,,,,,5.0,0.5,0.6666666666666666,1.0,0.5,,0.5,1.0,,0.875,,0.875,,0.5,14.545454545454545,,0.14285714285714285,,0.09090909090909091,,,,,0.25,1.0,1.0,0.5,0.125,1.0,1.0,1.0,,,0.625,0.48799375,,,12.525,23.875,0.11627906976744186,1.0,,1.0,1.0,3.0,1.0,4.0,,3.0,1.0,,,,,,,,,,,0.4,0.125,0.125,0.375,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.4803,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,,2.0,2.0,2.0,3.0,1.0,,,1.0,0.5,0.5,,0.09090909090909091,0.12,0.1,,0.125,0.5,,0.14285714285714285,,,,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,1610612753,Monty Williams,Monty Williams,42,ORL,544.0,9,-15.0,22,22,44,27,16.0,19.0,1.0,,1.0,,,,,2.0,3.0,,,4.0,2.0,3.0,,,4.0,4.0,,2.0,2.0,1.0,,4.0,1.0,,1.0,1.0,,,,,,,,,,,,,4.0,16.0,1.0,1.0,,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,,13.043478260869565,,,0.5,0.125,,,0.5,,0.3333333333333333,,,,,,,,,,0.6666666666666666,0.5233333333333333,0.5233333333333333,1.0,5.3999999999999995,,0.7272727272727273,2.0,,,,,,,,,,,,,,1.0,,,,,,,0.6666666666666666,,,,,,,,2.0,2.0,2.0,,,,,,,1.0,1.0,1.0,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,1610612753,Don Reid,Don Reid,690,ORL,836.0,14,-3.0,24,27,51,31,4.0,6.0,5.0,,,,,,,4.0,7.0,,,10.0,1.0,1.0,,,2.0,6.0,,,,,,,2.0,2.0,4.0,7.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,4.0,0.75,1.0,,,,,0.5714285714285714,1.0,0.5714285714285714,1.0,0.625,1.0,,29.032258064516128,1.0,0.2857142857142857,0.3333333333333333,0.3076923076923077,0.5,0.3333333333333333,0.4,1.0,,,,,,,,,,,0.8571428571428571,0.5303428571428571,0.6575,0.2,1.8571428571428572,,0.16666666666666666,6.0,3.0,1.0,,,3.0,2.0,,,,1.0,,,,,,,,0.14285714285714285,0.16666666666666666,,0.8571428571428571,0.14285714285714285,,,,1.0,,0.5428666666666667,4.0,1.0,1.0,,2.0,1.0,,,,0.6666666666666666,0.8,0.75,1.0,1.0,0.125,0.125,1.0,2.0,1.0,,2.0,2.0,3.0,3.0,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.23076923076923078,0.21428571428571427,0.14285714285714285,,0.4,,0.3333333333333333,0.2,,,,,,,,,,,,,,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,1610612753,Andrew DeClercq,Andrew DeClercq,692,ORL,458.0,8,-15.0,18,18,36,25,15.0,15.0,1.0,,,,,,,1.0,1.0,,,2.0,1.0,1.0,,,2.0,2.0,,,,,,,,2.0,2.0,2.0,,,2.0,2.0,2.0,1.0,2.0,2.0,,,,,2.0,15.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,15.789473684210526,1.0,0.3333333333333333,,0.2857142857142857,0.25,,,,,,,,,,,,,,,0.3109,0.3109,1.0,11.0,,0.8333333333333334,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
