EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,HeaveAttempts,Loose Ball Fouls,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedShortMidRange,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,DefensiveGoaltends,Clear Path Fouls,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,BlockedCorner3,on,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct
1507,1610612757,Derek Anderson,Derek Anderson,1507,POR,33167.0,553,-5,1052,1051,296,262,145.0,2103,30.0,42.0,3.0,7.0,9.0,12.0,1.0,17.0,19.0,56.0,11.0,25.0,2.0,3.0,2.0,3.0,14.0,52.0,1.0,7.0,3.0,13.0,50.0,115.0,25.0,77.0,56.0,231.0,1101,5.0,12.0,3.0,10.0,3.0,22.0,15.0,27.0,5.0,16.0,24.0,69.0,60.0,40.0,69.0,6.0,6.0,52.0,14.0,8.0,41.0,12.0,53.0,8.0,4.0,22.0,5.0,14.0,118.0,5.0,13.0,1.0,10.0,28.0,2.0,40,19.0,59,2.0,19.0,10.0,9.0,8.0,4.0,5.0,19.0,5.0,3.0,2.0,27.0,2.0,2.0,11.0,40.0,8.0,61.0,9.0,18.0,8.0,2.0,1.0,1.0,2.0,1.0,69.0,296,10.0,0.6,0.6382978723404256,0.92,0.3246753246753247,0.3,0.3125,0.3246753246753247,0.43478260869565216,0.4166666666666667,0.5555555555555556,0.4557291666666667,0.4318181818181818,0.5232558139534884,0.5137614678899083,0.4583333333333333,0.6071428571428571,0.4010416666666667,0.06956521739130435,0.09523809523809523,0.23529411764705882,19.91869918699187,0.2962962962962963,0.07142857142857142,0.029411764705882353,0.07506702412868632,0.034666666666666665,0.10989010989010989,0.033783783783783786,0.08189655172413793,0.03441682600382409,0.03508771929824561,0.019230769230769232,0.044585987261146494,0.035398230088495575,0.02857142857142857,0.0989010989010989,0.04918032786885246,0.08125,0.10144927536231885,0.13636363636363635,0.018691588785046728,0.5,0.21875,0.7142857142857143,0.7894736842105263,0.6,0.08854166666666667,0.058823529411764705,0.07692307692307693,1.0,0.2916666666666667,0.3392857142857143,0.3392857142857143,0.5789473684210527,0.13020833333333334,0.44,0.44,0.9090909090909091,0.2708333333333333,0.2692307692307692,0.2692307692307692,0.9285714285714286,0.3181818181818182,0.42857142857142855,0.13636363636363635,0.6666666666666666,1.0,0.3181818181818182,0.14285714285714285,1.0,0.27906976744186046,0.75,0.06976744186046512,0.6666666666666666,0.3023255813953488,0.23076923076923078,0.6197916666666666,0.2692307692307692,0.5024628272251309,0.5013,0.5002416666666667,0.08571428571428572,0.13533834586466165,0.09523809523809523,0.2987012987012987,10.564347826086955,24.916883116883113,0.2813688212927757,,,,,,,,,,,,,,,,,,True,,,,
1594,1610612757,Rick Brunson,Rick Brunson,1594,POR,3373.0,56,-1,104,106,12,17,19.0,210,1.0,3.0,,1.0,,,1.0,2.0,1.0,5.0,1.0,1.0,,,,,,,,,,,3.0,10.0,1.0,1.0,2.0,11.0,113,1.0,2.0,,,,2.0,,1.0,,,2.0,2.0,2.0,4.0,3.0,,,,,2.0,8.0,1.0,9.0,1.0,,5.0,1.0,2.0,19.0,,1.0,,,6.0,,6,1.0,7,,4.0,,4.0,4.0,1.0,2.0,3.0,,2.0,,7.0,1.0,1.0,2.0,4.0,1.0,4.0,,,2.0,,,,,,2.0,12,,0.3333333333333333,0.3333333333333333,1.0,1.0,,,1.0,0.3,0.5,,0.4090909090909091,0.5,,0.4230769230769231,0.5,0.3333333333333333,0.09090909090909091,0.2,0.3333333333333333,0.5,15.384615384615383,0.5714285714285714,,,0.15384615384615385,0.022222222222222223,,,0.11538461538461539,0.02,0.058823529411764705,,,,,,0.14285714285714285,0.21052631578947367,,,,,0.2727272727272727,0.3333333333333333,0.5,,0.18181818181818182,0.5,1.0,,0.45454545454545453,0.2,0.2,1.0,0.09090909090909091,1.0,1.0,1.0,,,,,0.5,,,,,,,,,,,,,,0.36363636363636365,,0.47063181818181815,0.5301,0.3614,,,0.18181818181818182,0.18181818181818182,10.879999999999999,23.8,0.11538461538461539,,,,,,,,,,,,,,,,,,True,,,,
1719,1610612757,Bonzi Wells,Bonzi Wells,1719,POR,88902.0,1482,129,2820,2812,579,535,399.0,5632,148.0,248.0,29.0,56.0,29.0,47.0,25.0,85.0,97.0,229.0,22.0,41.0,1.0,5.0,2.0,6.0,15.0,53.0,1.0,2.0,1.0,16.0,270.0,562.0,37.0,94.0,140.0,791.0,2955,36.0,78.0,2.0,7.0,19.0,97.0,43.0,95.0,3.0,22.0,46.0,141.0,328.0,212.0,99.0,12.0,40.0,52.0,15.0,47.0,99.0,23.0,122.0,16.0,7.0,62.0,13.0,24.0,267.0,23.0,64.0,3.0,39.0,144.0,6.0,189,90.0,279,16.0,65.0,30.0,35.0,58.0,15.0,30.0,59.0,12.0,28.0,5.0,117.0,13.0,15.0,51.0,133.0,20.0,186.0,2.0,78.0,19.0,15.0,5.0,5.0,17.0,11.0,141.0,579,18.0,0.6074074074074074,0.656,0.8918918918918919,0.39361702127659576,0.2857142857142857,0.13636363636363635,0.3978494623655914,0.4804270462633452,0.46153846153846156,0.45263157894736844,0.4961890243902439,0.4588235294117647,0.405982905982906,0.532345013477089,0.5,0.4828767123287671,0.14329268292682926,0.08362989323843416,0.125,0.1411764705882353,25.928161786900088,0.49572649572649574,0.08333333333333333,0.04411764705882353,0.142433234421365,0.06043437204910293,0.14028776978417265,0.07419354838709677,0.14197051978277736,0.0635500365230095,0.0872093023255814,0.05136986301369863,0.04491725768321513,0.08085106382978724,0.05333333333333334,0.109375,0.14788732394366197,0.15711252653927812,0.14814814814814814,0.11290322580645161,0.05333333333333334,0.6470588235294118,0.3780487804878049,0.5967741935483871,0.6820276497695853,0.581081081081081,0.12957317073170732,0.29411764705882354,0.3424657534246575,0.44,0.3490853658536585,0.42358078602620086,0.4311111111111111,0.6907216494845361,0.0625,0.5365853658536586,0.5365853658536586,1.0,0.08079268292682927,0.2830188679245283,0.2830188679245283,0.7333333333333333,0.6588235294117647,0.5178571428571429,0.058823529411764705,0.2,1.0,0.023529411764705882,0.5,1.0,0.4017094017094017,0.6170212765957447,0.05128205128205128,0.3333333333333333,0.13675213675213677,0.0625,0.5213414634146342,0.28846153846153844,0.5011541984732825,0.5268567164179104,0.5052685344827585,0.1078838174273859,0.12400635930047695,0.12262958280657396,0.17825537294563842,9.431138790035586,24.455319148936166,0.2053191489361702,1.0,4.0,11.0,2.0,2.0,5.0,1.0,2.0,5.0,0.017467248908296942,0.1724137931034483,,,,,,,True,,,,
431,1610612757,Shawn Kemp,Shawn Kemp,431,POR,32702.0,545,-33,1044,1037,273,267,149.0,2081,37.0,87.0,17.0,37.0,7.0,20.0,4.0,17.0,37.0,82.0,,,,,,,,1.0,,,,1.0,78.0,186.0,,1.0,47.0,203.0,1098,21.0,49.0,,,9.0,51.0,18.0,43.0,,1.0,17.0,53.0,114.0,42.0,,,30.0,1.0,,24.0,21.0,3.0,24.0,3.0,,12.0,4.0,5.0,51.0,8.0,43.0,,15.0,69.0,5.0,89,51.0,140,8.0,15.0,10.0,5.0,13.0,4.0,7.0,21.0,1.0,6.0,6.0,34.0,,8.0,50.0,83.0,8.0,52.0,,19.0,8.0,12.0,8.0,,12.0,9.0,53.0,273,7.0,0.7307692307692307,0.9047619047619048,,,,,,0.41935483870967744,0.42857142857142855,0.4186046511627907,0.41711229946524064,0.42857142857142855,0.4090909090909091,0.47877358490566035,0.4811320754716981,0.49074074074074076,0.0053475935828877,0.12903225806451613,0.19540229885057472,0.35294117647058826,20.081632653061224,0.38235294117647056,0.14285714285714285,,0.19658119658119658,0.10669975186104218,0.14423076923076922,0.06349206349206349,0.18461538461538463,0.09640831758034027,0.14864864864864866,0.13793103448275862,0.05357142857142857,0.0594059405940594,0.08,0.19,0.22772277227722773,0.18,0.13095238095238096,0.2,0.09411764705882353,0.75,0.46524064171123,0.42528735632183906,0.5285714285714286,0.4864864864864865,0.09090909090909091,0.23529411764705882,0.36363636363636365,0.75,0.4385026737967914,0.45121951219512196,0.4567901234567901,0.972972972972973,,,,,0.0053475935828877,,,,0.7551020408163265,0.4594594594594595,,,,,,,0.45454545454545453,0.35,,,0.022727272727272728,,0.47058823529411764,,0.4708751336898396,0.5305720930232559,0.45896704545454553,0.09313725490196079,0.09359605911330049,0.2512315270935961,0.26108374384236455,9.266666666666667,24.9,0.2614942528735632,,9.0,2.0,,,4.0,,1.0,,0.012195121951219513,0.11764705882352941,2.0,,,,,,True,,,,
937,1610612757,Scottie Pippen,Scottie Pippen,937,POR,119944.0,1999,90,3783,3774,820,762,533.0,7557,90.0,158.0,20.0,28.0,10.0,22.0,31.0,85.0,71.0,179.0,15.0,45.0,3.0,8.0,6.0,13.0,39.0,132.0,2.0,15.0,12.0,40.0,192.0,422.0,54.0,177.0,113.0,659.0,3953,28.0,56.0,5.0,23.0,12.0,83.0,37.0,73.0,18.0,53.0,50.0,178.0,208.0,176.0,132.0,30.0,26.0,130.0,39.0,26.0,292.0,71.0,363.0,45.0,26.0,135.0,44.0,113.0,797.0,19.0,56.0,2.0,55.0,170.0,19.0,244,77.0,321,10.0,101.0,55.0,46.0,109.0,31.0,77.0,62.0,8.0,32.0,2.0,171.0,12.0,32.0,53.0,162.0,14.0,146.0,,53.0,26.0,32.0,11.0,14.0,35.0,18.0,178.0,820,25.0,0.5416666666666666,0.5810055865921788,0.8148148148148148,0.3050847457627119,0.21739130434782608,0.33962264150943394,0.30857142857142855,0.4549763033175355,0.5,0.5068493150684932,0.4557595993322204,0.44936708860759494,0.5079365079365079,0.49400299850074963,0.47701149425287354,0.5668789808917197,0.29549248747913187,0.061611374407582936,0.0759493670886076,0.11764705882352941,18.85559810768191,0.6374269005847953,0.18269230769230768,0.02040816326530612,0.12463343108504399,0.03929824561403509,0.14705882352941177,0.04288939051918736,0.12945914844649023,0.04014989293361884,0.035398230088495575,0.029556650246305417,0.04938271604938271,0.043731778425655975,0.04,0.10028653295128939,0.13054187192118227,0.13464696223316913,0.14930555555555555,0.13953488372093023,0.03134796238244514,0.5142857142857142,0.2637729549248748,0.569620253164557,0.6164383561643836,0.6777777777777778,0.1419031719532554,0.36470588235294116,0.41333333333333333,0.41935483870967744,0.2988313856427379,0.39664804469273746,0.4057142857142857,0.4225352112676056,0.07512520868113523,0.3333333333333333,0.3333333333333333,0.9333333333333333,0.22036727879799667,0.29545454545454547,0.29545454545454547,0.7692307692307693,0.35443037974683544,0.7142857142857143,0.10126582278481013,0.375,1.0,0.189873417721519,0.13333333333333333,0.5,0.1746031746031746,0.45454545454545453,0.10317460317460317,0.46153846153846156,0.31746031746031744,0.3,0.5592654424040067,0.3,0.49513347315436224,0.5113132352941177,0.47243739837398374,0.08268330733229329,0.11422413793103449,0.125948406676783,0.2701062215477997,9.918957345971565,24.983615819209046,0.2167591858313508,2.0,6.0,11.0,3.0,3.0,7.0,,,2.0,0.0223463687150838,0.25,,1.0,,,,,True,,,,
739,1610612757,Rasheed Wallace,Rasheed Wallace,739,POR,96017.0,1600,156,3047,3029,644,580,419.0,6076,94.0,145.0,20.0,32.0,22.0,31.0,80.0,196.0,78.0,182.0,7.0,27.0,3.0,4.0,1.0,3.0,55.0,143.0,4.0,8.0,16.0,39.0,252.0,523.0,62.0,170.0,89.0,779.0,3142,30.0,61.0,7.0,12.0,15.0,96.0,46.0,91.0,17.0,42.0,25.0,168.0,340.0,164.0,177.0,9.0,26.0,142.0,55.0,24.0,80.0,16.0,96.0,13.0,3.0,52.0,7.0,21.0,208.0,11.0,51.0,1.0,52.0,194.0,14.0,260,63.0,323,6.0,55.0,38.0,17.0,44.0,7.0,29.0,23.0,6.0,15.0,2.0,67.0,8.0,15.0,68.0,118.0,6.0,125.0,,62.0,10.0,51.0,27.0,1.0,53.0,32.0,168.0,644,9.0,0.6746031746031746,0.7112970711297071,0.9516129032258065,0.36470588235294116,0.5833333333333334,0.40476190476190477,0.3668639053254438,0.4818355640535373,0.4918032786885246,0.5054945054945055,0.49783549783549785,0.5547945205479452,0.5375939849624061,0.5221179624664879,0.5853658536585366,0.5637583892617449,0.2453102453102453,0.045889101338432124,0.08275862068965517,0.061224489795918366,22.875633089476647,0.6567164179104478,0.1891891891891892,0.01282051282051282,0.17620345140781107,0.045658012533572066,0.17218543046357615,0.03133903133903134,0.17533856022808267,0.04223433242506812,0.04,0.047337278106508875,0.04895104895104895,0.029411764705882353,0.0379746835443038,0.18518518518518517,0.17933130699088146,0.1693227091633466,0.1630901287553648,0.2028985507246377,0.01694915254237288,0.6037735849056604,0.20923520923520925,0.6482758620689655,0.706766917293233,0.6914893617021277,0.2828282828282828,0.40816326530612246,0.43478260869565216,0.55,0.26262626262626265,0.42857142857142855,0.42857142857142855,0.782051282051282,0.03896103896103896,0.25925925925925924,0.25925925925925924,1.0,0.20634920634920634,0.38461538461538464,0.38461538461538464,0.9454545454545454,0.4383561643835616,0.625,0.0547945205479452,0.75,1.0,0.1095890410958904,0.5,0.75,0.23308270676691728,0.7096774193548387,0.022556390977443608,0.3333333333333333,0.2932330827067669,0.41025641025641024,0.45454545454545453,0.3873239436619718,0.47177153179190756,0.4819222222222222,0.47497121212121207,0.08423913043478261,0.10954063604240283,0.12323491655969192,0.21566110397946084,9.74072657743786,25.165882352941182,0.21135543157203807,1.0,6.0,19.0,2.0,2.0,23.0,1.0,,,,0.3,1.0,,,,,,True,,,,
1739,1610612757,Ruben Patterson,Ruben Patterson,1739,POR,28384.0,473,-44,887,898,245,244,133.0,1785,72.0,113.0,16.0,27.0,23.0,28.0,5.0,24.0,6.0,19.0,,1.0,,,,1.0,1.0,4.0,,,,3.0,83.0,156.0,1.0,5.0,60.0,229.0,941,17.0,30.0,,,19.0,53.0,24.0,36.0,,4.0,16.0,64.0,96.0,70.0,3.0,,16.0,3.0,1.0,23.0,17.0,7.0,24.0,5.0,2.0,4.0,4.0,9.0,55.0,14.0,29.0,1.0,10.0,27.0,1.0,38,44.0,82,3.0,20.0,12.0,8.0,13.0,6.0,7.0,16.0,1.0,6.0,2.0,29.0,1.0,6.0,12.0,40.0,4.0,86.0,,44.0,6.0,15.0,9.0,3.0,17.0,14.0,64.0,245,5.0,0.5783132530120482,0.64,1.0,0.2,,,0.25,0.532051282051282,0.5666666666666667,0.6666666666666666,0.5248447204968945,0.5666666666666667,0.6,0.5812182741116751,0.6794871794871795,0.64,0.031055900621118012,0.14743589743589744,0.1504424778761062,0.25,21.544327931363203,0.4482758620689655,0.037037037037037035,0.029411764705882353,0.08852459016393442,0.08923076923076922,0.09259259259259259,0.11570247933884298,0.08958837772397095,0.09641255605381166,0.1111111111111111,0.06521739130434782,0.088,0.14285714285714285,,0.056818181818181816,0.10309278350515463,0.1,0.09876543209876543,0.07407407407407407,0.058823529411764705,0.8235294117647058,0.7018633540372671,0.6371681415929203,0.75,0.5694444444444444,0.14906832298136646,0.20833333333333334,0.2777777777777778,0.4,0.11801242236024845,0.3157894736842105,0.3157894736842105,0.8333333333333334,0.006211180124223602,,,,0.024844720496894408,0.25,0.25,1.0,0.9,0.5925925925925926,,,,,,,0.7,0.8214285714285714,0.025,,0.075,,0.7329192546583851,0.3333333333333333,0.5315806249999999,0.5531454545454545,0.5625115384615385,0.23036649214659685,0.23655913978494625,0.2314410480349345,0.2794759825327511,3.571794871794872,28.339999999999996,0.2762119503945885,1.0,5.0,14.0,2.0,2.0,3.0,,,1.0,,0.375,,,1.0,0.2,1.0,,True,,,,
201,1610612757,Chris Dudley,Chris Dudley,201,POR,6412.0,107,-7,182,189,44,47,32.0,371,4.0,7.0,1.0,4.0,3.0,4.0,1.0,3.0,,,,,,,,,,1.0,,,,1.0,5.0,10.0,,1.0,4.0,14.0,229,1.0,5.0,,,2.0,4.0,4.0,5.0,,1.0,2.0,10.0,8.0,2.0,,,2.0,1.0,,1.0,3.0,,3.0,,,,,3.0,6.0,2.0,6.0,,2.0,9.0,2.0,13,8.0,21,1.0,2.0,1.0,1.0,4.0,,2.0,2.0,,2.0,1.0,6.0,1.0,,5.0,10.0,1.0,5.0,,2.0,1.0,,,,,,10.0,44,,0.8,1.0,,,,,,0.5,0.2,0.8,0.45454545454545453,0.2,0.6666666666666666,0.5384615384615384,0.3333333333333333,0.7142857142857143,0.09090909090909091,0.1,0.14285714285714285,,8.333333333333334,0.6666666666666666,0.4,,0.15517241379310345,0.08695652173913043,0.11764705882352941,0.1111111111111111,0.14666666666666667,0.09195402298850575,0.1,0.10526315789473684,0.06666666666666667,0.06666666666666667,0.3333333333333333,0.1111111111111111,0.13043478260869565,0.19230769230769232,0.08333333333333333,0.2,0.25,,0.6363636363636364,0.5714285714285714,0.6666666666666666,0.75,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,0.09090909090909091,,,,0.8,0.25,,,,,,,0.6666666666666666,0.75,,,0.16666666666666666,,0.7272727272727273,,0.47865454545454544,0.5635999999999999,0.43575,0.16666666666666666,0.18181818181818182,0.2857142857142857,0.7142857142857143,2.13,34.3,0.24175824175824176,,1.0,1.0,,,,,,,,,1.0,,,,,,True,,,,
2257,1610612757,Ruben Boumtje-Boumtje,Ruben Boumtje-Boumtje,2257,POR,2289.0,38,-5,72,76,25,36,7.0,148,2.0,3.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,2.0,4.0,,,4.0,8.0,78,,1.0,,,,,,2.0,,,1.0,1.0,4.0,,,,,,,1.0,,1.0,1.0,,1.0,,,,3.0,,1.0,,,5.0,1.0,6,1.0,7,,,,,,,,,,,,,,,5.0,9.0,,7.0,,4.0,,,,,,,1.0,25,1.0,1.0,1.0,,,,,,0.5,,,0.5,,,0.5714285714285714,,0.16666666666666666,,0.25,,1.0,8.75,,0.125,,0.16129032258064516,0.037037037037037035,,,0.13513513513513514,0.02857142857142857,,0.09090909090909091,,,,0.08333333333333333,0.2,0.2222222222222222,,,,,0.75,0.6666666666666666,0.6666666666666666,1.0,0.25,,,,,,,,,,,,,,,,1.0,,,,,,,,0.5,,,,,,0.75,,0.5974250000000001,0.6422,0.50685,0.5714285714285714,0.5714285714285714,,0.125,1.675,,0.3472222222222222,,2.0,1.0,,,,,,,,,2.0,,,,,,True,,,,
905,1610612757,Dale Davis,Dale Davis,905,POR,84762.0,1413,60,2650,2648,447,378,375.0,5298,121.0,194.0,45.0,88.0,17.0,31.0,41.0,109.0,20.0,42.0,,,,,,,,,,,,,182.0,345.0,,,109.0,473.0,2766,57.0,111.0,,,29.0,143.0,26.0,50.0,,,30.0,82.0,236.0,128.0,,,64.0,,,26.0,40.0,14.0,54.0,10.0,4.0,19.0,7.0,14.0,122.0,23.0,140.0,2.0,40.0,180.0,30.0,250,165.0,415,27.0,34.0,26.0,8.0,14.0,1.0,5.0,26.0,7.0,9.0,2.0,40.0,9.0,4.0,60.0,119.0,9.0,145.0,,72.0,7.0,44.0,27.0,2.0,45.0,30.0,82.0,447,7.0,0.6483516483516484,0.7866666666666666,,,,,,0.527536231884058,0.5135135135135135,0.52,0.527536231884058,0.5135135135135135,0.52,0.5754257907542579,0.5458015267175572,0.5942028985507246,,0.07536231884057971,0.10824742268041238,0.03669724770642202,14.492287917737789,0.35,0.44776119402985076,0.03389830508474576,0.18108651911468812,0.1348747591522158,0.1556420233463035,0.07796610169491526,0.17585931254996004,0.12228057014253563,0.159375,0.1419141914191419,0.1108433734939759,0.06787330316742081,0.10810810810810811,0.17786561264822134,0.17375886524822695,0.18736383442265794,0.16,0.14035087719298245,0.2,0.6666666666666666,0.5623188405797102,0.6237113402061856,0.6994219653179191,0.6528925619834711,0.3159420289855073,0.3761467889908257,0.3904761904761905,0.5365853658536586,0.12173913043478261,0.47619047619047616,0.4878048780487805,0.85,,,,,,,,,0.7927927927927928,0.5113636363636364,,,,,,,0.62,0.5483870967741935,,,,,0.5623188405797102,,0.49949681159420284,0.5419203883495145,0.5136740000000001,0.1782178217821782,0.1782178217821782,0.3023255813953488,0.1733615221987315,5.151304347826087,,0.16867924528301886,,15.0,13.0,1.0,1.0,15.0,1.0,5.0,6.0,0.023809523809523808,0.2222222222222222,7.0,1.0,,,,,True,,,,
