EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,OffThreePtRebounds,LostBallOutOfBoundsTurnovers,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceAtRimAccuracy,HeaveAttempts,Defensive 3 Seconds Violations,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,FTOffRebounds,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,OffFTReboundPct,Corner3Assists,Clear Path Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,SecondChanceCorner3FGM,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,PenaltyCorner3FGM,PenaltyCorner3Accuracy,HeaveMakes,Arc3PctBlocked
147,1610612741,Jalen Rose,Jalen Rose,147,CHI,36487.0,608,-103,1144,1149,195,245.0,145.0,2293,22.0,35.0,2.0,5.0,8.0,35.0,72.0,55.0,121.0,4.0,11.0,1.0,3.0,12.0,26.0,1.0,2.0,1.0,4.0,112.0,228.0,16.0,37.0,49.0,321.0,1284,5.0,16.0,1.0,3.0,3.0,16.0,17.0,39.0,1.0,7.0,16.0,53.0,124.0,100.0,45.0,3.0,2.0,26.0,12.0,11.0,66.0,10.0,76.0,10.0,41.0,8.0,17.0,162.0,6.0,12.0,37.0,2.0,51.0,6.0,57.0,2.0,14.0,8.0,6.0,36.0,12.0,21.0,21.0,15.0,1.0,57.0,2.0,12.0,21.0,48.0,3.0,5.0,56.0,6.0,2.0,25.0,5.0,4.0,2.0,1.0,1.0,4.0,3.0,53.0,195,7.0,0.5535714285714286,0.5585585585585585,0.9375,0.43243243243243246,0.3333333333333333,0.14285714285714285,0.43243243243243246,0.49122807017543857,0.3125,0.4358974358974359,0.5132075471698113,0.34210526315789475,0.40217391304347827,0.5536332179930796,0.38095238095238093,0.49074074074074076,0.13962264150943396,0.04824561403508772,0.11428571428571428,0.08333333333333333,0.008264462809917356,26.35186595582635,0.631578947368421,0.05,0.07939914163090128,0.01293103448275862,0.1188118811881188,0.08641975308641975,0.01125703564727955,0.013422818791946308,0.016,0.010526315789473684,0.04430379746835443,0.09649122807017543,0.0979381443298969,0.11428571428571428,0.12903225806451613,0.016,0.75,0.1320754716981132,0.6285714285714286,0.7096774193548387,0.5454545454545454,0.27169811320754716,0.4861111111111111,0.5303030303030303,0.45714285714285713,0.45660377358490567,0.45454545454545453,0.4583333333333333,0.6181818181818182,0.04150943396226415,0.36363636363636365,0.36363636363636365,1.0,0.09811320754716982,0.46153846153846156,0.46153846153846156,0.9166666666666666,0.10526315789473684,0.05263157894736842,0.10526315789473684,0.5,1.0,0.17391304347826086,0.625,0.06521739130434782,0.08695652173913043,0.25,0.27169811320754716,0.46153846153846156,0.4476407547169811,0.43715,0.4485467391304348,0.0880281690140845,0.10121457489878542,0.04984423676012461,0.16510903426791276,12.606140350877194,24.9972972972973,0.17045454545454544,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1944,1610612741,Eddie Robinson,Eddie Robinson,1944,CHI,7235.0,121,-30,230,234,50,69.0,23.0,464,15.0,18.0,5.0,1.0,1.0,2.0,6.0,6.0,18.0,,,,,,1.0,,,,1.0,23.0,42.0,,1.0,5.0,51.0,248,5.0,7.0,,,,10.0,1.0,3.0,,1.0,5.0,7.0,28.0,18.0,,,8.0,1.0,,,9.0,,9.0,,5.0,2.0,2.0,18.0,5.0,3.0,10.0,1.0,14.0,6.0,20.0,3.0,7.0,7.0,,5.0,,2.0,1.0,3.0,,6.0,,2.0,5.0,6.0,,,6.0,,,1.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,7.0,50,,0.6086956521739131,0.7368421052631579,,,,,,0.5476190476190477,0.7142857142857143,0.3333333333333333,0.5348837209302325,0.7142857142857143,0.25,0.5543478260869565,0.7142857142857143,0.5,0.023255813953488372,,,,,19.92337164750958,0.8333333333333334,0.16666666666666666,0.11627906976744186,0.05263157894736842,0.12,0.11711711711711711,0.0594059405940594,0.07142857142857142,,0.06818181818181818,0.13333333333333333,0.07142857142857142,0.14285714285714285,0.16666666666666666,,0.15789473684210525,0.6666666666666666,0.4186046511627907,0.8333333333333334,0.8333333333333334,0.4666666666666667,0.13953488372093023,0.3333333333333333,0.3333333333333333,1.0,0.4186046511627907,0.3333333333333333,0.3333333333333333,0.8333333333333334,,,,,0.023255813953488372,,,,0.7142857142857143,,,,,0.25,1.0,,0.25,,0.4418604651162791,,0.5232952380952381,0.5690500000000001,0.5193,0.022727272727272728,0.023255813953488372,0.19607843137254902,0.13725490196078433,8.792857142857143,35.6,0.21739130434782608,4.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.8,,,,,,,,,,,,,,,,,,,,,,True,,,,
2033,1610612741,Marcus Fizer,Marcus Fizer,2033,CHI,26267.0,438,-45,824,820,215,248.0,90.0,1644,32.0,63.0,12.0,8.0,18.0,26.0,52.0,24.0,68.0,1.0,2.0,,,,5.0,,,,1.0,82.0,183.0,1.0,7.0,29.0,196.0,858,7.0,19.0,,,2.0,16.0,20.0,49.0,,1.0,6.0,46.0,100.0,64.0,3.0,,6.0,3.0,,13.0,20.0,4.0,24.0,4.0,10.0,3.0,7.0,52.0,17.0,15.0,46.0,9.0,70.0,21.0,91.0,5.0,12.0,8.0,4.0,14.0,4.0,6.0,11.0,8.0,1.0,25.0,2.0,8.0,18.0,40.0,3.0,6.0,49.0,7.0,,26.0,2.0,4.0,3.0,,1.0,4.0,3.0,46.0,215,7.0,0.6097560975609756,0.6329113924050633,1.0,0.14285714285714285,,,0.2,0.44808743169398907,0.3684210526315789,0.40816326530612246,0.4394736842105263,0.3684210526315789,0.4,0.46445497630331756,0.36363636363636365,0.4339622641509434,0.03684210526315789,0.07103825136612021,0.1111111111111111,0.11538461538461539,,25.321888412017167,0.56,0.32142857142857145,0.14743589743589744,0.05105105105105105,0.22058823529411764,0.16052631578947368,0.055408970976253295,0.05102040816326531,0.05194805194805195,0.05063291139240506,0.08888888888888889,0.189873417721519,0.16083916083916083,0.24444444444444444,0.17391304347826086,0.05555555555555555,0.75,0.33157894736842103,0.5079365079365079,0.5714285714285714,0.5,0.2736842105263158,0.5,0.5652173913043478,0.46153846153846156,0.35789473684210527,0.35294117647058826,0.35294117647058826,0.9166666666666666,0.010526315789473684,0.5,0.5,1.0,0.02631578947368421,,,,0.631578947368421,,,,,0.36,0.4444444444444444,,0.02,,0.3684210526315789,,0.45386329787234037,0.5306500000000001,0.44507551020408165,0.12440191387559808,0.12871287128712872,0.08163265306122448,0.23469387755102042,8.90054644808743,33.91428571428572,0.2609223300970874,4.0,4.0,,0.08695652173913043,0.07692307692307693,0.3333333333333333,2.0,1.0,0.14285714285714285,0.5,,,,,,,,,,,,,,,,,,True,,,,
2201,1610612741,Eddy Curry,Eddy Curry,2201,CHI,69049.0,1151,-256,2190,2193,511,567.0,258.0,4383,149.0,248.0,76.0,33.0,48.0,28.0,92.0,12.0,37.0,,,,,,,,,,,189.0,377.0,,,105.0,483.0,2391,56.0,84.0,,,13.0,125.0,40.0,77.0,,,30.0,110.0,260.0,118.0,,,90.0,,,60.0,22.0,3.0,25.0,3.0,9.0,4.0,9.0,53.0,98.0,19.0,120.0,22.0,161.0,111.0,272.0,17.0,16.0,10.0,6.0,34.0,2.0,13.0,35.0,21.0,2.0,69.0,12.0,12.0,85.0,173.0,20.0,23.0,160.0,16.0,,82.0,6.0,53.0,41.0,1.0,11.0,53.0,29.0,110.0,511,14.0,0.6878306878306878,0.9027777777777778,,,,,,0.5013262599469496,0.6666666666666666,0.5194805194805194,0.5013262599469496,0.6666666666666666,0.5194805194805194,0.5378619153674833,0.6648936170212766,0.5670103092783505,,0.15915119363395225,0.15725806451612903,0.20652173913043478,0.05405405405405406,20.83668543845535,0.4927536231884058,0.2857142857142857,0.14354066985645933,0.11277330264672036,0.10106382978723404,0.1357421875,0.1091091091091091,0.14661654135338345,0.10185185185185185,0.09560723514211886,0.12406015037593984,0.15942028985507245,0.1487603305785124,0.09302325581395349,0.11864406779661017,0.1328125,0.5471698113207547,0.6578249336870027,0.6008064516129032,0.7129186602870813,0.6510067114093959,0.2440318302387268,0.30434782608695654,0.3835616438356164,0.8214285714285714,0.09814323607427056,0.32432432432432434,0.34285714285714286,0.8333333333333334,,,,,,,,,0.9047619047619048,,,,,0.6233766233766234,0.6875,,,,0.6578249336870027,,0.5140909814323608,0.5625945205479451,0.5118090909090911,0.18510158013544017,0.18510158013544017,0.2587991718426501,0.2277432712215321,3.7750663129973474,,0.23333333333333334,53.0,11.0,4.0,0.08461538461538462,0.08571428571428572,0.6973684210526315,,1.0,0.08,0.11320754716981132,2.0,7.0,2.0,1.0,0.025,,,,,,,,,,,,,True,,,,
696,1610612741,Travis Best,Travis Best,696,CHI,22877.0,381,-78,720,723,124,165.0,89.0,1443,26.0,42.0,4.0,8.0,12.0,3.0,13.0,24.0,62.0,,,,,2.0,10.0,,1.0,,4.0,53.0,117.0,2.0,10.0,20.0,132.0,817,3.0,8.0,,1.0,2.0,8.0,16.0,26.0,,4.0,8.0,40.0,20.0,86.0,6.0,,2.0,9.0,2.0,4.0,53.0,12.0,65.0,6.0,23.0,11.0,19.0,142.0,4.0,9.0,27.0,1.0,37.0,5.0,42.0,1.0,15.0,6.0,9.0,12.0,1.0,9.0,7.0,3.0,,19.0,2.0,5.0,20.0,42.0,2.0,5.0,22.0,1.0,,8.0,2.0,,,,,,,40.0,124,5.0,0.18867924528301888,0.19230769230769232,1.0,0.2,,,0.2222222222222222,0.452991452991453,0.375,0.6153846153846154,0.4409448818897638,0.3333333333333333,0.5333333333333333,0.48175182481751827,0.4,0.6060606060606061,0.07874015748031496,0.03418803418803419,0.07142857142857142,0.07692307692307693,,19.02439024390244,0.631578947368421,0.038461538461538464,0.09473684210526316,0.013071895424836602,0.15789473684210525,0.10526315789473684,0.011976047904191617,0.010309278350515464,0.012195121951219513,0.015748031496062992,0.08333333333333333,0.12307692307692308,0.08928571428571429,0.11428571428571428,0.22727272727272727,0.015151515151515152,,0.33070866141732286,0.6190476190476191,0.6666666666666666,0.11538461538461539,0.10236220472440945,0.23076923076923078,0.25,,0.4881889763779528,0.3870967741935484,0.3870967741935484,0.2916666666666667,,,,,0.07874015748031496,0.2,0.2,1.0,0.4444444444444444,,0.1111111111111111,,,0.4,0.6666666666666666,,0.13333333333333333,,0.4094488188976378,0.2222222222222222,0.48146440000000007,0.4460222222222223,0.47502413793103443,0.06666666666666667,0.06451612903225806,0.06060606060606061,0.30303030303030304,11.17863247863248,26.729999999999997,0.17222222222222222,2.0,,1.0,,,0.5,1.0,,,,1.0,,,,0.05,6.0,1.0,1.0,0.09090909090909091,,,,,,,,,True,,,,
2037,1610612741,Jamal Crawford,Jamal Crawford,2037,CHI,11273.0,188,-43,364,366,75,87.0,42.0,730,1.0,3.0,,,1.0,7.0,13.0,15.0,32.0,1.0,3.0,2.0,1.0,7.0,17.0,1.0,1.0,4.0,7.0,23.0,48.0,8.0,20.0,5.0,75.0,418,2.0,2.0,1.0,3.0,,7.0,6.0,10.0,4.0,8.0,1.0,25.0,16.0,30.0,18.0,6.0,4.0,17.0,7.0,,21.0,4.0,25.0,4.0,12.0,1.0,8.0,54.0,2.0,2.0,9.0,,11.0,2.0,13.0,1.0,10.0,7.0,3.0,10.0,4.0,8.0,5.0,2.0,,15.0,2.0,3.0,6.0,9.0,,,6.0,,,2.0,1.0,1.0,1.0,,,2.0,1.0,25.0,75,,0.34782608695652173,0.38095238095238093,0.75,0.4,0.3333333333333333,0.5,0.4,0.4791666666666667,1.0,0.6,0.5147058823529411,0.7,0.6666666666666666,0.528169014084507,0.7,0.6578947368421053,0.29411764705882354,,,,,21.026894865525673,0.6666666666666666,,0.0661764705882353,0.01652892561983471,0.06666666666666667,0.06626506024096386,0.013333333333333334,,0.029411764705882353,0.01818181818181818,0.075,0.11428571428571428,0.03278688524590164,0.041666666666666664,0.16666666666666666,0.02702702702702703,0.5,0.04411764705882353,0.3333333333333333,0.3333333333333333,1.0,0.19117647058823528,0.5384615384615384,0.5384615384615384,0.5714285714285714,0.47058823529411764,0.46875,0.46875,0.2,0.04411764705882353,0.3333333333333333,0.3333333333333333,1.0,0.25,0.4117647058823529,0.4117647058823529,0.7142857142857143,,0.4,0.2,1.0,1.0,0.05555555555555555,,0.05555555555555555,0.3888888888888889,0.5714285714285714,0.3382352941176471,0.4117647058823529,0.44558088235294113,0.49744999999999995,0.4578083333333334,0.02857142857142857,0.04,0.09333333333333334,0.3333333333333333,15.070833333333333,25.73,0.20604395604395603,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,True,,,,
2199,1610612741,Tyson Chandler,Tyson Chandler,2199,CHI,35339.0,589,-116,1137,1150,241,209.0,141.0,2287,55.0,98.0,25.0,8.0,14.0,12.0,33.0,7.0,20.0,,,,,,,,,,,74.0,151.0,,,61.0,209.0,1238,13.0,28.0,,,13.0,39.0,11.0,26.0,,,25.0,47.0,118.0,30.0,,,20.0,,,11.0,19.0,3.0,22.0,1.0,12.0,3.0,4.0,47.0,46.0,16.0,89.0,11.0,116.0,51.0,167.0,7.0,11.0,6.0,5.0,24.0,6.0,14.0,25.0,10.0,,49.0,2.0,13.0,41.0,70.0,4.0,9.0,96.0,10.0,,43.0,10.0,38.0,24.0,3.0,11.0,38.0,21.0,47.0,241,3.0,0.7972972972972973,0.921875,,,,,,0.4900662251655629,0.4642857142857143,0.4230769230769231,0.4900662251655629,0.4642857142857143,0.4230769230769231,0.538659793814433,0.4875,0.5222222222222223,,0.0728476821192053,0.07142857142857142,0.12121212121212122,,18.735543562066304,0.4897959183673469,0.3333333333333333,0.19910514541387025,0.10722610722610723,0.14414414414414414,0.1881720430107527,0.10179640718562874,0.11971830985915492,0.05,0.1377245508982036,0.18238993710691823,0.21621621621621623,0.2033898305084746,0.10666666666666667,0.2222222222222222,0.1076923076923077,0.5526315789473685,0.6490066225165563,0.5612244897959183,0.6043956043956044,0.8,0.2185430463576159,0.36363636363636365,0.41379310344827586,0.75,0.13245033112582782,0.35,0.35,0.8571428571428571,,,,,,,,,0.8928571428571429,,,,,0.5384615384615384,0.5714285714285714,,,,0.6490066225165563,,0.5320397350993378,0.5540892857142857,0.49921153846153854,0.23369565217391305,0.23369565217391305,0.18660287081339713,0.22488038277511962,4.088079470198674,,0.2119613016710642,11.0,5.0,4.0,0.06944444444444445,0.06896551724137931,0.44,,4.0,0.07142857142857142,0.09090909090909091,,5.0,,5.0,,2.0,,,,,,,,,,,,True,,,,
2239,1610612741,Trenton Hassell,Trenton Hassell,2239,CHI,48934.0,816,-298,1540,1539,356,366.0,187.0,3079,29.0,53.0,13.0,7.0,12.0,9.0,24.0,32.0,84.0,1.0,7.0,1.0,2.0,14.0,43.0,,3.0,1.0,7.0,70.0,161.0,15.0,50.0,42.0,227.0,1774,16.0,26.0,1.0,4.0,6.0,41.0,18.0,33.0,1.0,9.0,13.0,52.0,72.0,68.0,39.0,6.0,14.0,43.0,14.0,6.0,67.0,10.0,77.0,7.0,32.0,18.0,17.0,164.0,20.0,17.0,61.0,1.0,79.0,22.0,101.0,1.0,23.0,18.0,5.0,32.0,8.0,22.0,14.0,10.0,,46.0,3.0,9.0,30.0,66.0,,4.0,49.0,4.0,,18.0,7.0,18.0,8.0,4.0,6.0,18.0,11.0,52.0,356,5.0,0.5142857142857142,0.5714285714285714,0.8666666666666667,0.3,0.25,0.1111111111111111,0.3,0.43478260869565216,0.6153846153846154,0.5454545454545454,0.43838862559241704,0.5833333333333334,0.4642857142857143,0.4871244635193133,0.6212121212121212,0.5306122448979592,0.23696682464454977,0.037267080745341616,0.07547169811320754,0.08333333333333333,,15.831435079726653,0.6956521739130435,0.017543859649122806,0.10517241379310345,0.03169572107765452,0.14285714285714285,0.11158798283261803,0.03064066852367688,0.06532663316582915,0.024390243902439025,0.011194029850746268,0.09042553191489362,0.08571428571428572,0.12698412698412698,0.14606741573033707,0.13333333333333333,0.00847457627118644,0.6111111111111112,0.25118483412322273,0.5471698113207547,0.5918367346938775,0.41379310344827586,0.11374407582938388,0.375,0.4090909090909091,0.4444444444444444,0.3981042654028436,0.38095238095238093,0.38095238095238093,0.625,0.03317535545023697,0.14285714285714285,0.16666666666666666,1.0,0.2037914691943128,0.32558139534883723,0.32558139534883723,0.8571428571428571,0.43333333333333335,0.03333333333333333,0.1,,,0.2857142857142857,0.5833333333333334,0.047619047619047616,0.16666666666666666,0.14285714285714285,0.4881516587677725,0.32558139534883723,0.48064146919431266,0.49398749999999997,0.4638071428571428,0.084070796460177,0.10285714285714286,0.18061674008810572,0.2290748898678414,11.142857142857142,25.263999999999996,0.23116883116883116,7.0,2.0,2.0,0.022988505747126436,0.014084507042253521,0.5384615384615384,,1.0,0.0625,0.14285714285714285,,,,,,3.0,,1.0,0.0196078431372549,,,1.0,1.0,0.02,0.14285714285714285,1.0,1.0,True,,,,
891,1610612741,Charles Oakley,Charles Oakley,891,CHI,6656.0,111,-68,210,204,35,69.0,25.0,414,,,,,,,2.0,6.0,22.0,,,,,,1.0,,,,1.0,6.0,24.0,,1.0,2.0,14.0,241,1.0,1.0,,,,2.0,1.0,3.0,,1.0,1.0,3.0,12.0,,,,,1.0,,1.0,12.0,1.0,13.0,1.0,6.0,5.0,1.0,27.0,3.0,2.0,19.0,3.0,24.0,4.0,28.0,1.0,4.0,3.0,1.0,3.0,3.0,3.0,4.0,,,7.0,,,10.0,17.0,1.0,1.0,4.0,,,1.0,1.0,,,,,,,3.0,35,4.0,1.0,1.0,,,,,,0.25,1.0,0.3333333333333333,0.24,1.0,0.25,0.25925925925925924,1.0,0.3,0.04,0.041666666666666664,,,0.045454545454545456,14.529914529914532,0.42857142857142855,0.3,0.2375,0.031578947368421054,0.16666666666666666,0.22826086956521738,0.0380952380952381,,0.15384615384615385,0.018867924528301886,0.1111111111111111,0.35,0.23809523809523808,0.125,0.25,0.058823529411764705,,,,,,0.08,,,,0.88,0.2727272727272727,0.2857142857142857,1.0,,,,,0.04,,,,,,,,,,,,0.25,,0.04,,0.394126,0.3981,0.3643125,0.038461538461538464,0.04,0.14285714285714285,0.21428571428571427,18.054166666666664,26.0,0.16666666666666666,,1.0,,0.1,0.1111111111111111,,,1.0,,,,,,,,,,,,,,,,,,,,True,,,,
2062,1610612741,A.J. Guyton,A.J. Guyton,2062,CHI,14235.0,237,-24,459,463,148,119.0,58.0,922,5.0,11.0,3.0,1.0,2.0,1.0,6.0,9.0,27.0,4.0,10.0,1.0,1.0,13.0,32.0,1.0,4.0,6.0,14.0,15.0,44.0,17.0,42.0,5.0,86.0,470,2.0,5.0,1.0,5.0,,7.0,2.0,8.0,6.0,15.0,3.0,25.0,16.0,14.0,39.0,12.0,2.0,31.0,13.0,1.0,37.0,3.0,40.0,3.0,17.0,4.0,16.0,83.0,8.0,4.0,15.0,1.0,20.0,8.0,28.0,2.0,5.0,1.0,4.0,13.0,1.0,10.0,5.0,3.0,,18.0,,2.0,2.0,9.0,,,6.0,,,2.0,1.0,4.0,1.0,2.0,1.0,4.0,1.0,25.0,148,2.0,0.5333333333333333,0.5714285714285714,0.7647058823529411,0.40476190476190477,0.2,0.4,0.4146341463414634,0.3409090909090909,0.4,0.25,0.47093023255813954,0.35,0.4782608695652174,0.48314606741573035,0.35,0.5,0.4883720930232558,0.022727272727272728,0.09090909090909091,,,20.0,0.7222222222222222,0.07692307692307693,0.08670520231213873,0.04371584699453552,0.09302325581395349,0.08796296296296297,0.03463203463203463,0.028985507246376812,0.09523809523809523,0.027777777777777776,0.07142857142857142,0.16666666666666666,0.05333333333333334,0.12903225806451613,,0.0392156862745098,0.25,0.12790697674418605,0.45454545454545453,0.5,0.8,0.06976744186046512,0.16666666666666666,0.16666666666666666,,0.313953488372093,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.11627906976744186,0.4,0.4,1.0,0.37209302325581395,0.40625,0.40625,0.6923076923076923,0.3,0.1,0.4,0.25,1.0,0.08695652173913043,0.5,0.043478260869565216,0.6086956521739131,0.42857142857142855,0.6162790697674418,0.41935483870967744,0.4866005882352941,0.5385500000000001,0.47639090909090903,0.022727272727272728,0.043478260869565216,0.08139534883720931,0.29069767441860467,13.245454545454548,25.450000000000003,0.3224400871459695,1.0,,3.0,,,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,True,,,,
