EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PtsPutbacks,Fg2aBlocked,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,SelfOReb,Offensive Fouls,BlockedLongMidRange,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,AtRimPctAssisted,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,ThreePtAssists,Arc3Assists,BadPassSteals,BadPassOutOfBoundsTurnovers,LongMidRangePctBlocked,Technical Free Throw Trips,Blocked3s,BlockedArc3,Arc3FGM,NonHeaveArc3FGM,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Fg3aBlocked,Corner3Assists,OffensiveGoaltends,FG3APctBlocked,Corner3PctBlocked,OffArc3ReboundPct,SecondChanceCorner3FGA,SecondChanceFG3A,SecondChanceCorner3Frequency,SecondChanceAtRimPctAssisted,DefensiveGoaltends,on,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,PtsUnassisted3s,HeaveAttempts,Travels,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Arc3PctBlocked,Clear Path Fouls,3pt And 1 Free Throw Trips,HeaveMakes
109,1610612747,Robert Horry,Robert Horry,109,LAL,3059.0,51,-19,97,95,41,45,12,192,1.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,7.0,1.0,4.0,3.0,14,104,1.0,2.0,3.0,6.0,4.0,4.0,3.0,2.0,7.0,7.0,5.0,1.0,1.0,14.0,3.0,4.0,6.0,10.0,3.0,13.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,6.0,41,2.0,0.5,0.5,1.0,0.25,0.5,0.25,0.5714285714285714,0.5,0.75,0.5384615384615384,0.75,0.36363636363636365,14.678899082568806,0.6666666666666666,0.1875,0.1,0.2857142857142857,0.21739130434782608,0.06976744186046512,0.16666666666666666,0.25,0.125,0.1875,0.3333333333333333,0.2,0.3333333333333333,0.18181818181818182,0.5,0.5,0.09090909090909091,1.0,1.0,0.36363636363636365,0.5,0.5,1.0,0.18181818181818182,0.5,0.5,1.0,0.18181818181818182,0.5,1.0,0.5,0.5454545454545454,0.4787045454545455,0.51735,0.09090909090909091,0.14285714285714285,0.42857142857142855,11.22857142857143,25.225,0.422680412371134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
1741,1610612747,Jelani McCoy,Jelani McCoy,1741,LAL,6249.0,104,-38,199,199,92,91,20,398,8.0,14.0,3.0,6.0,1.0,1.0,,,,,,,12.0,21.0,,,2.0,26,219,,,1.0,19.0,16.0,8.0,,,7.0,7.0,5.0,,2.0,14.0,6.0,5.0,9.0,17.0,8.0,25.0,,,6.0,2.0,2.0,,4.0,8.0,1.0,5.0,8.0,14.0,,8.0,,3.0,1.0,5.0,2.0,2.0,5.0,1.0,19.0,92,1.0,0.6666666666666666,0.7272727272727273,,,,,0.5714285714285714,0.5714285714285714,0.75,0.52,0.6333333333333333,,14.798206278026907,0.75,0.11688311688311688,0.09523809523809523,0.23809523809523808,0.14285714285714285,0.07608695652173914,0.03125,0.21428571428571427,0.1,0.09302325581395349,0.3333333333333333,,0.2,0.6666666666666666,0.5714285714285714,0.6666666666666666,0.2857142857142857,0.5,0.6,0.047619047619047616,1.0,1.0,1.0,,,,,,,,,0.6666666666666666,0.5016619047619046,0.51055,0.125,0.125,0.7307692307692307,3.157142857142857,,0.4623115577889447,1.0,2.0,5.0,8.0,2.0,4.0,1.0,5.0,9.0,12.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,0.5,0.75,0.5,0.4166666666666667,0.14285714285714285,0.14285714285714285,0.16666666666666666,0.375,0.125,0.034482758620689655,0.23529411764705882,0.07142857142857142,0.14285714285714285,0.3333333333333333,0.75,0.3333333333333333,0.5,0.5,0.6666666666666666,0.625,0.5146333333333334,0.19230769230769232,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
1904,1610612747,Devean George,Devean George,1904,LAL,4710.0,78,-22,151,149,73,65,17,300,3.0,3.0,,,3.0,7.0,1.0,1.0,,,4.0,2.0,6.0,10.0,1.0,5.0,2.0,17,162,,2.0,1.0,7.0,6.0,6.0,3.0,4.0,4.0,5.0,1.0,,3.0,11.0,,,6.0,6.0,,6.0,3.0,,4.0,3.0,1.0,,1.0,5.0,,2.0,5.0,5.0,,4.0,,1.0,1.0,3.0,1.0,,3.0,,7.0,73,,0.5,0.5,1.0,0.2,,0.2,0.6,0.5,0.5,0.5,0.5,0.3333333333333333,12.865497076023392,0.8,0.09836065573770492,,,0.07894736842105263,,,,,0.15789473684210525,,,,0.2,1.0,1.0,,,,0.4666666666666667,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.06666666666666667,1.0,1.0,1.0,0.26666666666666666,,,0.3333333333333333,0.5333333333333333,0.45096666666666674,0.40399999999999997,0.0625,0.09090909090909091,0.4117647058823529,12.149999999999999,26.28,0.48344370860927155,,,1.0,1.0,1.0,1.0,,2.0,3.0,4.0,,,,,,,,2.0,,,1.0,0.75,1.0,1.0,,,,,,,,,,,0.6666666666666666,,,,0.16666666666666666,1.0,0.3846,0.11764705882352941,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2130,1610612747,Mike Penberthy,Mike Penberthy,2130,LAL,592.0,10,-3,22,22,8,12,2,44,1.0,1.0,,,,1.0,,,,,,,1.0,2.0,,,2.0,4,24,,,,2.0,,2.0,,,1.0,1.0,1.0,,,2.0,,1.0,,1.0,,1.0,2.0,,,,,,,,,,,,,2.0,,1.0,,,,,,,2.0,8,,,,,,,,0.5,0.5,1.0,0.6666666666666666,1.0,,12.5,,,,0.3333333333333333,0.08333333333333333,,,,,,0.3333333333333333,,,0.5,1.0,1.0,,,,0.5,,,,,,,,,,,,0.5,0.47695,0.5486,0.3333333333333333,0.3333333333333333,0.5,9.2,,0.36363636363636365,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,1.0,,,0.5,,,,,,,,,,,,,,1.0,1.0,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
782,1610612747,Mitch Richmond,Mitch Richmond,782,LAL,2106.0,35,-1,71,67,42,42,5,138,,1.0,2.0,3.0,2.0,4.0,,1.0,,,2.0,1.0,4.0,8.0,,3.0,3.0,11,67,,1.0,2.0,6.0,,8.0,,2.0,4.0,4.0,2.0,1.0,1.0,8.0,,2.0,4.0,6.0,,6.0,2.0,,,,,,,,,,,1.0,,3.0,,1.0,,1.0,,,2.0,1.0,6.0,42,1.0,,,,,,,0.5,0.36363636363636365,0.5,0.4166666666666667,0.6,0.2727272727272727,15.584415584415584,,0.125,,0.2222222222222222,0.14634146341463414,,,,0.375,0.05263157894736842,0.2,0.25,0.5,0.09090909090909091,,,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.36363636363636365,0.5,0.5,,0.09090909090909091,,,,0.18181818181818182,,,0.25,0.36363636363636365,0.4266272727272727,0.3580875,0.08333333333333333,0.1111111111111111,0.5454545454545454,12.537500000000001,24.8,0.5915492957746479,,,,,,,,,2.0,3.0,,,,,,,,1.0,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
216,1610612747,Brian Shaw,Brian Shaw,216,LAL,1856.0,31,-13,59,60,27,31,7,119,2.0,5.0,,1.0,1.0,2.0,,,,,3.0,2.0,3.0,8.0,,3.0,3.0,9,63,,2.0,1.0,3.0,4.0,2.0,,3.0,2.0,2.0,1.0,1.0,,4.0,2.0,,1.0,2.0,2.0,4.0,1.0,,2.0,2.0,,,,2.0,,,2.0,4.0,,4.0,,2.0,,,,,,,3.0,27,2.0,0.6666666666666666,1.0,,,,,0.375,0.2727272727272727,0.16666666666666666,0.34615384615384615,0.21428571428571427,0.2727272727272727,22.388059701492537,1.0,0.047619047619047616,0.09090909090909091,,0.03333333333333333,0.06451612903225806,,,,0.07692307692307693,,,,0.45454545454545453,0.4,0.4,0.09090909090909091,,,0.18181818181818182,0.5,0.5,1.0,,,,,0.2727272727272727,,,0.3333333333333333,0.7272727272727273,0.4943363636363636,0.49915000000000004,0.15384615384615385,0.2,0.3333333333333333,5.875,25.933333333333334,0.4576271186440678,1.0,1.0,,3.0,1.0,1.0,2.0,4.0,1.0,4.0,2.0,,,,1.0,,,,,,1.0,0.25,1.0,1.0,,,,0.16666666666666666,,,,0.4,,,0.5,,1.0,1.0,0.5,,0.603,0.4444444444444444,,,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
965,1610612747,Derek Fisher,Derek Fisher,965,LAL,2612.0,44,-18,83,85,27,39,4,168,,,,,4.0,9.0,,2.0,,1.0,6.0,,4.0,9.0,1.0,8.0,1.0,12,86,,1.0,,2.0,6.0,2.0,3.0,6.0,2.0,2.0,2.0,,,4.0,,,2.0,2.0,,2.0,,,2.0,2.0,,,,2.0,,,3.0,3.0,,2.0,,1.0,,1.0,,1.0,1.0,,2.0,27,,0.75,0.75,1.0,0.125,,0.125,0.4444444444444444,0.3235294117647059,0.5,0.3333333333333333,0.5,0.47058823529411764,22.22222222222222,1.0,0.06451612903225806,,,0.05,,,,0.2222222222222222,,,,,,,,,,,0.5294117647058824,0.4444444444444444,0.4444444444444444,0.75,0.11764705882352941,,,,0.35294117647058826,0.5,,,0.47058823529411764,0.4526382352941176,0.47714999999999996,0.05555555555555555,0.1,0.16666666666666666,18.755555555555553,25.0375,0.3253012048192771,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.16666666666666666,0.16666666666666666,1.0,0.16666666666666666,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,3219.0,54,-29,97,98,41,34,13,195,6.0,8.0,1.0,2.0,11.0,21.0,,1.0,,,1.0,,18.0,31.0,,2.0,4.0,40,123,,,,20.0,12.0,24.0,,1.0,4.0,5.0,1.0,,3.0,11.0,1.0,2.0,1.0,3.0,2.0,5.0,,,2.0,1.0,4.0,,1.0,6.0,1.0,3.0,,4.0,1.0,5.0,,2.0,,,,,1.0,1.0,20.0,41,1.0,0.3333333333333333,0.35294117647058826,,,,,0.5806451612903226,0.5454545454545454,0.6666666666666666,0.5571428571428572,0.6666666666666666,0.06060606060606061,35.96491228070176,0.3333333333333333,0.030303030303030304,0.034482758620689655,0.2857142857142857,0.075,0.044444444444444446,,,,0.0625,0.3333333333333333,,1.0,0.24242424242424243,0.75,0.75,0.06060606060606061,0.5,1.0,0.6363636363636364,0.5238095238095238,0.5238095238095238,0.2727272727272727,0.030303030303030304,,,,0.030303030303030304,,,,0.30303030303030304,0.4433106060606061,0.4565133333333334,0.05714285714285714,0.06060606060606061,0.5,12.535483870967743,23.75,0.422680412371134,2.0,2.0,4.0,5.0,2.0,4.0,,4.0,10.0,15.0,2.0,1.0,1.0,,,,1.0,,,,0.5,0.6666666666666666,0.5,0.5,0.03225806451612903,,0.5,,,0.0625,,0.14285714285714285,,,0.5,,0.5,1.0,0.3333333333333333,0.8,0.5594666666666667,0.1,1.0,,,2.0,,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,0.5,1.0,0.09090909090909091,,,,,,True,,,,,,,,,,,,,,,,,,,,,
283,1610612747,Lindsey Hunter,Lindsey Hunter,283,LAL,1682.0,28,-5,53,52,28,22,9,105,1.0,2.0,,,3.0,4.0,1.0,2.0,,1.0,1.0,1.0,4.0,6.0,1.0,3.0,,11,57,,2.0,,6.0,2.0,6.0,3.0,1.0,2.0,2.0,1.0,,1.0,4.0,,1.0,4.0,5.0,,5.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,6.0,28,,0.25,0.25,1.0,0.3333333333333333,,0.3333333333333333,0.6666666666666666,0.6111111111111112,0.6,0.6111111111111112,0.6,0.3333333333333333,14.754098360655737,,0.2,,0.25,0.20833333333333334,,,,0.2,0.2727272727272727,,0.5,,0.2222222222222222,0.5,0.5,,,,0.4444444444444444,0.75,0.75,0.3333333333333333,0.2222222222222222,0.5,0.5,1.0,0.1111111111111111,0.2,,0.2,0.5555555555555556,0.5032777777777778,0.51608,,,0.5454545454545454,12.633333333333333,24.400000000000002,0.5283018867924528,,1.0,1.0,1.0,,1.0,,,3.0,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.5,,0.2,1.0,0.572975,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,0.5,,,True,,,,,,,,,,,,,,,,,,,,,
296,1610612747,Rick Fox,Rick Fox,296,LAL,1370.0,23,-15,41,44,12,20,2,85,1.0,1.0,,1.0,1.0,4.0,,1.0,,,1.0,,2.0,6.0,,2.0,,4,50,,,,,2.0,2.0,,1.0,1.0,2.0,,,1.0,5.0,,,2.0,3.0,,3.0,,,2.0,2.0,2.0,,,4.0,,,,3.0,,,,,,,,,,,,12,,0.5,0.5,,,,,0.3333333333333333,0.25,,0.25,,0.25,27.272727272727273,0.5,0.15384615384615385,,,0.10526315789473684,,,,0.2,0.3333333333333333,,,,0.125,1.0,1.0,0.125,,,0.5,0.25,0.25,,0.125,,,,0.125,,,,0.375,0.46923125,0.3537,,,,12.483333333333334,23.950000000000003,0.2926829268292683,1.0,1.0,,,1.0,1.0,,2.0,,1.0,,,,,1.0,,1.0,,,,1.0,,1.0,1.0,,,,1.0,,,,,,,1.0,,1.0,1.0,,,0.5911,0.5,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,True,,,,,,,,,,,,,,,,,,,,,
