EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG3A,SecondChanceFtPoints,PenaltyFG3A,PtsAssisted2s,PtsPutbacks,NonHeaveArc3FGA,ThreePtAssists,Corner3Assists,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,SelfOReb,Steals,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,FG3APct,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3Frequency,Avg3ptShotDistance,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,BadPassSteals,Travels,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Corner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted3s,LostBallOutOfBoundsTurnovers,Assisted3sPct,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,HeaveAttempts,Loose Ball Fouls,BlockedLongMidRange,Technical Free Throw Trips,Blocked3s,BlockedArc3,3SecondViolations,on,ThreePtShootingFoulsDrawn,DefensiveGoaltends,Defensive 3 Seconds Violations,OffCorner3ReboundPct,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Clear Path Fouls,LongMidRangePctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffensiveGoaltends,BlockedCorner3
124,1610612758,Vlade Divac,Vlade Divac,124,SAC,887.0,15,13,29,32,15.0,2,7.0,61,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,8.0,30,1.0,1.0,2.0,1.0,1.0,2.0,4.0,6.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,6.0,1.0,7.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,4.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,0.6666666666666666,0.3076923076923077,0.14285714285714285,0.5,0.35294117647058826,0.1111111111111111,0.5,0.6666666666666666,0.2,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.3333333333333333,0.4102333333333334,0.2784,0.5944,0.3333333333333333,0.3333333333333333,0.25,0.5,4.233333333333333,0.5172413793103449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1444,1610612758,Lawrence Funderburke,Lawrence Funderburke,1444,SAC,5716.0,95,-17,215,214,112.0,115,32.0,429,12.0,19.0,6.0,10.0,4.0,10.0,21.0,41.0,7.0,49.0,226,1.0,6.0,3.0,8.0,17.0,3.0,19.0,12.0,1.0,2.0,1.0,5.0,8.0,2.0,9.0,15.0,11.0,26.0,5.0,3.0,2.0,7.0,1.0,4.0,3.0,6.0,,10.0,2.0,3.0,3.0,19.0,112.0,0.5121951219512195,0.16666666666666666,0.47058823529411764,0.5,0.16666666666666666,0.4444444444444444,0.532608695652174,0.21428571428571427,0.4523809523809524,21.2,0.7142857142857143,0.12162162162162163,0.10526315789473684,0.10526315789473684,0.11827956989247312,0.10752688172043011,0.02702702702702703,0.1875,0.09090909090909091,0.14285714285714285,,0.4523809523809524,0.631578947368421,0.631578947368421,0.23809523809523808,0.4,0.4,0.5555555555555556,0.6,0.47619047619047616,0.5268880952380952,0.51145,0.5784333333333334,0.06976744186046512,0.07142857142857142,0.061224489795918366,0.3877551020408163,7.0926829268292675,0.5209302325581395,1.0,4.0,5.0,12.0,1.0,1.0,1.0,1.0,1.0,30.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,0.7142857142857143,0.75,0.023809523809523808,0.36363636363636365,0.1111111111111111,0.11764705882352941,0.25,0.10526315789473684,0.13333333333333333,0.14285714285714285,0.19047619047619047,0.3333333333333333,0.75,0.5,0.2857142857142857,0.4166666666666667,0.4166666666666667,0.8,0.023809523809523808,0.6666666666666666,0.25,0.05555555555555555,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2043,1610612758,Mateen Cleaves,Mateen Cleaves,2043,SAC,9277.0,155,-42,339,338,166.0,180,47.0,677,15.0,24.0,9.0,14.0,4.0,11.0,28.0,60.0,8.0,70.0,360,2.0,3.0,4.0,14.0,31.0,8.0,39.0,36.0,21.0,25.0,13.0,54.0,1.0,1.0,6.0,7.0,1.0,8.0,16.0,9.0,11.0,27.0,2.0,12.0,5.0,9.0,,9.0,3.0,4.0,2.0,39.0,166.0,0.4666666666666667,0.6666666666666666,0.45161290322580644,0.45588235294117646,0.6666666666666666,0.4305555555555556,0.49295774647887325,0.6666666666666666,0.5,24.936386768447836,0.5925925925925926,0.04878048780487805,0.007874015748031496,0.02631578947368421,0.043478260869565216,0.006493506493506494,,0.03333333333333333,0.06153846153846154,0.03333333333333333,,0.35294117647058826,0.625,0.6818181818181818,0.16176470588235295,0.36363636363636365,0.4,0.3888888888888889,0.6428571428571429,0.47058823529411764,0.4850860294117647,0.5962666666666667,0.49125416666666666,0.057971014492753624,0.06557377049180328,0.05714285714285714,0.5571428571428572,9.203333333333331,0.4896755162241888,2.0,3.0,9.0,25.0,7.0,4.0,8.0,,5.0,20.0,,7.0,4.0,2.0,,,,1.0,7.0,4.0,7.0,7.0,,,,,,4.0,0.35714285714285715,0.35714285714285715,0.11764705882352941,,,,,0.03571428571428571,,0.03571428571428571,0.02857142857142857,,0.4,0.25,0.36764705882352944,0.36,0.36,0.3333333333333333,0.10294117647058823,1.0,0.6666666666666666,0.1111111111111111,25.275000000000002,1.0,1.0,2.0,1.0,2.0,1.0,6.0,2.0,3.0,2.0,1.0,7.0,3.0,2.0,0.25,0.2,0.25,0.05,0.08333333333333333,0.09090909090909091,0.014705882352941176,0.2857142857142857,0.2857142857142857,1.0,0.027777777777777776,0.25,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2045,1610612758,Hedo Turkoglu,Hedo Turkoglu,2045,SAC,3830.0,64,-20,141,141,96.0,101,15.0,282,2.0,3.0,1.0,2.0,2.0,3.0,7.0,13.0,4.0,36.0,161,2.0,2.0,9.0,5.0,10.0,2.0,21.0,10.0,5.0,5.0,3.0,10.0,2.0,1.0,10.0,14.0,4.0,18.0,1.0,1.0,2.0,3.0,,2.0,4.0,7.0,,6.0,,2.0,1.0,21.0,96.0,0.5384615384615384,1.0,0.5,0.6666666666666666,0.875,0.6333333333333333,0.6666666666666666,0.75,0.65625,18.867924528301884,0.3333333333333333,0.20408163265306123,0.045454545454545456,0.1,0.1864406779661017,0.05084745762711865,,,0.2962962962962963,,0.3333333333333333,0.125,0.6666666666666666,0.6666666666666666,0.125,0.6666666666666666,0.6666666666666666,0.13333333333333333,0.5,0.5833333333333334,0.5005979166666666,0.5047375000000001,0.47524000000000005,0.07692307692307693,0.13333333333333333,0.25,0.5833333333333334,13.023076923076921,0.6808510638297872,1.0,1.0,3.0,7.0,8.0,2.0,11.0,2.0,5.0,4.0,4.0,8.0,,,1.0,1.0,3.0,,2.0,1.0,1.0,,,,,,,1.0,0.2857142857142857,0.4,0.4583333333333333,0.375,0.16666666666666666,0.06666666666666667,0.125,0.08333333333333333,0.08333333333333333,0.2,,,0.5,,0.2916666666666667,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.25,1.0,0.13333333333333333,24.53636363636364,3.0,3.0,4.0,1.0,6.0,3.0,3.0,4.0,,,,2.0,1.0,,0.5454545454545454,0.6,0.5454545454545454,,,,0.125,0.5,0.5,,0.2,0.5,0.5,2.0,2.0,1.0,2.0,1.0,2.0,15.0,1.0,0.8333333333333334,0.5,0.6666666666666666,0.6666666666666666,1.0,0.75,0.5,0.5,1.0,0.6666666666666666,,,,,,,,True,,,,,,,,,,,,,,,,,,
57,1610612758,Doug Christie,Doug Christie,57,SAC,698.0,12,11,23,26,9.0,4,4.0,49,,,,,,,,,,6.0,22,,,,,,,3.0,,1.0,1.0,,2.0,,,2.0,2.0,,2.0,,,,,,,1.0,1.0,,,,,,3.0,9.0,,,,1.5,,1.5,1.5,,1.5,7.4074074074074066,,0.2,,,0.18181818181818182,,,,0.16666666666666666,,,,,,,,,,,1.0,0.5595,,0.49965,,,,0.5,,0.391304347826087,,,,,1.0,1.0,2.0,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,0.5,,,,,,,,,0.5,,,1.0,23.75,1.0,,1.0,1.0,2.0,1.0,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,,,,0.5,1.0,1.0,,,1.0,1.0,1.0,,,,,,6.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2222,1610612758,Gerald Wallace,Gerald Wallace,2222,SAC,8532.0,142,-49,318,314,153.0,176,46.0,632,17.0,29.0,8.0,12.0,3.0,12.0,24.0,62.0,9.0,57.0,335,5.0,11.0,11.0,11.0,27.0,8.0,30.0,18.0,9.0,11.0,7.0,24.0,11.0,5.0,11.0,16.0,14.0,30.0,4.0,1.0,3.0,7.0,1.0,5.0,7.0,15.0,2.0,19.0,1.0,6.0,4.0,30.0,153.0,0.3870967741935484,0.45454545454545453,0.4074074074074074,0.36363636363636365,0.45454545454545453,0.36666666666666664,0.38,0.4583333333333333,0.40540540540540543,22.10242587601078,0.5714285714285714,0.09649122807017543,0.08870967741935484,0.13513513513513514,0.10596026490066225,0.09333333333333334,0.04918032786885246,0.11538461538461539,0.11475409836065574,0.13793103448275862,0.125,0.4393939393939394,0.5862068965517241,0.68,0.18181818181818182,0.25,0.3333333333333333,0.4,0.6666666666666666,0.5,0.4947615384615385,0.5647500000000001,0.5052310344827586,0.08450704225352113,0.08955223880597014,0.19298245614035087,0.5263157894736842,7.740322580645162,0.4811320754716981,4.0,7.0,4.0,21.0,4.0,3.0,4.0,1.0,3.0,30.0,10.0,3.0,2.0,,3.0,,,3.0,5.0,2.0,1.0,3.0,2.0,1.0,,2.0,2.0,5.0,0.625,0.7894736842105263,0.06060606060606061,,,0.11538461538461539,0.08108108108108109,0.19230769230769232,0.13043478260869565,0.037037037037037035,0.08823529411764706,1.0,0.5882352941176471,0.3333333333333333,0.3181818181818182,0.19047619047619047,0.19047619047619047,1.0,0.06060606060606061,0.6363636363636364,0.5714285714285714,0.1,29.825000000000003,,,,,,,,,7.0,2.0,1.0,1.0,3.0,,,,,0.11290322580645161,0.13793103448275862,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,
359,1610612758,Chucky Brown,Chucky Brown,359,SAC,3432.0,57,-17,123,122,43.0,43,19.0,245,,4.0,,2.0,5.0,6.0,6.0,19.0,1.0,13.0,126,1.0,5.0,2.0,2.0,10.0,1.0,5.0,10.0,3.0,3.0,1.0,6.0,6.0,4.0,11.0,17.0,7.0,24.0,3.0,2.0,1.0,4.0,,1.0,1.0,8.0,1.0,2.0,,1.0,,5.0,43.0,0.3157894736842105,0.2,0.2,0.3157894736842105,0.2,0.2,0.325,0.2,0.22727272727272727,16.666666666666668,0.75,0.22448979591836735,0.10909090909090909,0.23529411764705882,0.22727272727272727,0.09523809523809523,0.07142857142857142,0.08333333333333333,0.2916666666666667,0.23076923076923078,0.25,0.21052631578947367,,,0.3157894736842105,0.8333333333333334,1.0,0.2,,0.21052631578947367,0.42494736842105263,0.4948,0.43845999999999996,0.05,0.05,0.15384615384615385,0.38461538461538464,12.18421052631579,0.34959349593495936,,3.0,1.0,9.0,,,,,,2.0,2.0,,,,,1.0,2.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,3.0,0.16666666666666666,0.2,,0.2857142857142857,0.2,,0.17647058823529413,0.1,,0.23076923076923078,0.09090909090909091,1.0,,0.2,0.47368421052631576,0.1111111111111111,0.1111111111111111,,,0.6,,,,,,,,,,,,2.0,,,2.0,1.0,,,,,0.10526315789473684,0.25,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,True,,,,,,,,,,,,,,,,,,
1513,1610612758,Scot Pollard,Scot Pollard,1513,SAC,4930.0,82,-53,174,173,73.0,72,23.0,347,5.0,6.0,,,1.0,3.0,8.0,12.0,4.0,20.0,189,2.0,2.0,4.0,2.0,3.0,2.0,6.0,8.0,1.0,1.0,1.0,2.0,2.0,7.0,16.0,27.0,2.0,29.0,2.0,1.0,1.0,3.0,,,3.0,3.0,,4.0,,1.0,1.0,6.0,73.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.7142857142857143,1.0,0.75,8.45771144278607,0.6666666666666666,0.22857142857142856,0.02631578947368421,0.3181818181818182,0.25,0.022988505747126436,0.027777777777777776,0.3125,0.20588235294117646,0.2777777777777778,0.5,0.5,0.8333333333333334,1.0,0.25,0.3333333333333333,0.3333333333333333,,,0.5,0.45446666666666663,0.46485,0.3469,0.07692307692307693,0.07692307692307693,0.2,0.3,6.558333333333333,0.41954022988505746,1.0,1.0,2.0,3.0,,,,,,8.0,2.0,,,,,,4.0,,3.0,2.0,,1.0,5.0,2.0,2.0,5.0,3.0,,0.5,0.5714285714285714,,0.6666666666666666,,,0.03571428571428571,,,0.2,,0.6,0.4,,0.25,0.6666666666666666,0.6666666666666666,1.0,,0.5,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,0.08333333333333333,0.16666666666666666,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,True,,,,,,,,,,,,,,,,,,
1517,1610612758,Bobby Jackson,Bobby Jackson,1517,SAC,2087.0,35,-4,69,69,26.0,27,6.0,138,5.0,7.0,3.0,3.0,,,7.0,11.0,1.0,21.0,80,2.0,3.0,4.0,3.0,3.0,,6.0,10.0,4.0,4.0,2.0,8.0,2.0,1.0,2.0,3.0,3.0,6.0,,,1.0,1.0,,,,2.0,1.0,1.0,,,,6.0,26.0,0.6363636363636364,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6,0.6666666666666666,0.6666666666666666,0.6,21.333333333333332,,0.06666666666666667,0.08333333333333333,0.2,0.08571428571428572,0.07692307692307693,0.06666666666666667,,0.15384615384615385,0.2,,0.4666666666666667,0.7142857142857143,0.7142857142857143,,,,0.6,1.0,0.7333333333333333,0.5534966666666666,0.43100000000000005,0.59264,,,0.19047619047619047,0.2857142857142857,6.609090909090909,0.37681159420289856,2.0,3.0,2.0,4.0,1.0,1.0,4.0,,2.0,4.0,4.0,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,0.2857142857142857,0.4,0.26666666666666666,,0.5,,0.16666666666666666,,,,0.16666666666666666,,0.4,,0.26666666666666666,0.5,0.5,,0.06666666666666667,1.0,0.6666666666666666,0.2,23.200000000000003,3.0,1.0,,,2.0,,,,,,1.0,1.0,1.0,,0.5,,0.5,,,,0.2,,,,0.2,,,2.0,,,,,,6.0,,1.0,,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,1.0,,,,True,,,,,,,,,,,,,,,,,,
978,1610612758,Peja Stojakovic,Peja Stojakovic,978,SAC,498.0,8,10,16,18,6.0,3,,34,,,,,,,,,,,9,,,,,,,,,,3.0,,9.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,0.125,,,0.09090909090909091,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,0.375,,,,,,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
