EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimAssists,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3A,PenaltyFtPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,OffThreePtRebounds,FTDefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,PenaltyTurnovers,Clear Path Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,PenaltyArc3FGM,PenaltyFG3M,Corner3Assists,BlockedAtRim,PenaltyFg3Pct,ShortMidRangePctAssisted,PenaltyArc3Accuracy,SecondChanceFtPoints,Travels,Loose Ball Fouls,Blocked3s,BlockedCorner3,Defensive 3 Seconds Violations,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveAttempts,BlockedLongMidRange,SecondChanceAtRimPctAssisted,OffensiveGoaltends,3SecondViolations,DefensiveGoaltends,on,FTOffRebounds,3pt And 1 Free Throw Trips,Corner3PctBlocked,OffFTReboundPct,BlockedArc3
1051,1610612750,Dean Garrett,Dean Garrett,1051,MIN,1021.0,17,-20,38,35,24,17,4,73,1.0,1.0,1.0,1.0,2.0,40,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,5.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.818181818181818,0.5,0.21428571428571427,0.125,0.2857142857142857,0.23809523809523808,0.0625,0.5,0.5,0.2,0.5,1.0,1.0,1.0,1.0,1.0,0.3606,0.3606,1.0,16.8,0.631578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1497,1610612750,Chauncey Billups,Chauncey Billups,1497,MIN,322.0,5,-1,12,11,12,11,1,23,,,,,,9,,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1895,1610612750,William Avery,William Avery,1895,MIN,15616.0,260,-19,497,495,162,137,68,992,6.0,27.0,20.0,55.0,71.0,510,6.0,18.0,17.0,12.0,29.0,36.0,16.0,79.0,1.0,7.0,12.0,20.0,4.0,24.0,12.0,10.0,7.0,1.0,19.0,1.0,5.0,17.0,,,,,17.0,162,2.0,0.3,0.3333333333333333,0.36363636363636365,0.3333333333333333,0.32222222222222224,0.1935483870967742,0.3622448979591837,0.25,20.103092783505154,0.631578947368421,0.06629834254143646,0.005434782608695652,0.12727272727272726,0.08050847457627118,0.0163265306122449,,0.061224489795918366,0.08823529411764706,0.19047619047619047,,0.3,0.2222222222222222,0.25,0.6666666666666666,0.4904185393258427,0.45108548387096775,0.23943661971830985,10.638181818181819,0.32595573440643866,6.0,12.0,21.0,2.0,2.0,5.0,7.0,2.0,7.0,1.0,4.0,1.0,1.0,5.0,31.0,1.0,3.0,12.0,6.0,35.0,13.0,4.0,6.0,1.0,4.0,11.0,13.0,5.0,28.0,6.0,12.0,4.0,31.0,5.0,8.0,1.0,7.0,7.0,7.0,3.0,1.0,1.0,7.0,4.0,3.0,4.0,2.0,3.0,1.0,1.0,19.0,2.0,9.0,1.0,0.3333333333333333,0.17142857142857143,0.25,0.17142857142857143,0.6666666666666666,0.55,0.55,0.3888888888888889,0.02857142857142857,0.14545454545454545,0.19047619047619047,0.14285714285714285,0.1111111111111111,0.03225806451612903,0.03333333333333333,0.04918032786885246,0.021739130434782608,0.061224489795918366,0.03508771929824561,0.09333333333333334,0.019230769230769232,0.23333333333333334,0.5714285714285714,0.7058823529411765,0.16666666666666666,0.07777777777777778,0.2857142857142857,0.3333333333333333,0.044444444444444446,0.25,0.25,1.0,0.34444444444444444,0.16129032258064516,0.16666666666666666,0.2,0.2,1.0,0.1,0.3,0.3333333333333333,0.22580645161290322,0.7142857142857143,0.03225806451612903,0.3870967741935484,0.6222222222222222,0.16129032258064516,0.4083083333333333,0.09278350515463918,0.14516129032258066,0.15492957746478872,26.05714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
417,1610612750,Sam Mitchell,Sam Mitchell,417,MIN,4130.0,69,-30,144,137,56,63,13,281,8.0,15.0,12.0,23.0,31.0,148,3.0,6.0,13.0,22.0,3.0,5.0,2.0,12.0,1.0,4.0,3.0,9.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,10.0,1.0,,1.0,1.0,13.0,56,3.0,0.9166666666666666,0.9166666666666666,0.5217391304347826,0.5,0.43548387096774194,0.34615384615384615,0.45588235294117646,0.40625,22.5,0.5,0.06,0.0196078431372549,0.21052631578947367,0.10144927536231885,0.014492753623188406,0.09090909090909091,0.058823529411764705,0.3333333333333333,,1.0,0.4838709677419355,0.5333333333333333,0.5333333333333333,1.0,0.4168806451612903,0.43143846153846155,0.41935483870967744,15.256521739130436,0.3888888888888889,,1.0,2.0,,,1.0,1.0,3.0,6.0,,3.0,,3.0,1.0,5.0,,,4.0,1.0,8.0,4.0,2.0,2.0,,,4.0,7.0,4.0,2.0,3.0,,,5.0,1.0,,,2.0,1.0,1.0,,2.0,,1.0,1.0,,,,1.0,,,6.0,,,3.0,1.0,0.125,,0.125,1.0,1.0,1.0,0.25806451612903225,,,,,,,0.16666666666666666,,,,0.05263157894736842,0.07142857142857142,,0.06451612903225806,0.5,0.5,1.0,0.1935483870967742,0.5,0.5,0.0967741935483871,,,,0.16129032258064516,0.2,0.2,1.0,,,,,,0.07692307692307693,1.0,0.23076923076923078,0.3076923076923077,0.3225806451612903,0.2,0.4057,,,0.12903225806451613,25.1,1.0,1.0,1.0,1.0,0.14285714285714285,0.6666666666666666,0.25,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
718,1610612750,Gary Trent,Gary Trent,718,MIN,7300.0,122,-13,235,227,67,62,34,462,2.0,6.0,25.0,39.0,57.0,251,7.0,9.0,19.0,28.0,5.0,9.0,4.0,22.0,8.0,6.0,10.0,20.0,13.0,33.0,,,6.0,1.0,6.0,1.0,12.0,17.0,2.0,,3.0,1.0,19.0,67,1.0,0.56,0.6086956521739131,0.6410256410256411,0.7777777777777778,0.625,0.7777777777777778,0.6333333333333333,0.7307692307692307,18.545454545454547,,0.13157894736842105,0.09195402298850575,0.1875,0.14814814814814814,0.11818181818181818,0.14285714285714285,0.2222222222222222,0.21052631578947367,0.15384615384615385,0.3333333333333333,0.15,0.3333333333333333,0.3333333333333333,0.5,0.44961375000000003,0.41217777777777775,0.3333333333333333,6.51025641025641,0.2851063829787234,1.0,11.0,14.0,1.0,2.0,1.0,1.0,12.0,19.0,,,,,,1.0,,,,,1.0,7.0,3.0,5.0,,,7.0,,5.0,22.0,,,4.0,1.0,,3.0,,4.0,3.0,,5.0,4.0,1.0,1.0,1.0,,2.0,,,,,12.0,2.0,5.0,2.0,,,,,0.6,0.6,0.5833333333333334,0.025,,0.07692307692307693,,0.15789473684210525,,,0.23529411764705882,0.21739130434782608,0.0967741935483871,0.15789473684210525,0.12,0.09090909090909091,0.08333333333333333,0.35,0.7857142857142857,0.7857142857142857,0.8181818181818182,0.475,0.631578947368421,0.75,,,,,0.025,,,,0.4,0.5,,,,0.1111111111111111,1.0,,,0.375,,0.5213,0.11627906976744186,0.11904761904761904,0.12280701754385964,25.7,,,1.0,2.0,,0.3333333333333333,,1.0,3.0,2.0,1.0,1.0,1.0,0.07142857142857142,0.5,,,,,,,,,,,,,,,,True,,,,,
1732,1610612750,Felipe Lopez,Felipe Lopez,1732,MIN,1513.0,25,-10,57,54,30,27,6,111,2.0,3.0,2.0,7.0,7.0,49,1.0,4.0,5.0,4.0,1.0,1.0,,2.0,,,2.0,2.0,1.0,3.0,1.0,,2.0,,3.0,,2.0,6.0,,,,,5.0,30,1.0,1.0,1.0,0.2857142857142857,0.25,0.35,0.35714285714285715,0.3181818181818182,0.35714285714285715,21.538461538461537,0.3333333333333333,0.1111111111111111,,,0.06896551724137931,0.03333333333333333,,,,,,0.3,0.6666666666666666,0.6666666666666666,1.0,0.48622499999999996,0.5053071428571428,0.7142857142857143,8.414285714285715,0.5263157894736842,1.0,,3.0,,,,2.0,,1.0,,1.0,,1.0,1.0,2.0,,1.0,2.0,1.0,3.0,,1.0,1.0,,1.0,2.0,3.0,,,3.0,,,2.0,1.0,2.0,,,,,1.0,,,1.0,,1.0,,1.0,2.0,,2.0,2.0,,1.0,,1.0,0.3333333333333333,,0.3333333333333333,1.0,0.5,0.5,0.3,,0.2857142857142857,0.6666666666666666,,,,,0.1,,0.16666666666666666,,0.3333333333333333,,0.3,,,,0.1,,,0.1,,,,0.2,0.5,0.5,1.0,,,,0.5,,0.2857142857142857,,0.14285714285714285,0.2857142857142857,0.6,0.5,0.47197500000000003,0.09090909090909091,0.125,0.2857142857142857,24.53333333333333,1.0,1.0,,,0.3333333333333333,,0.5,,,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,
2230,1610612750,Maurice Evans,Maurice Evans,2230,MIN,303.0,5,-1,14,12,7,12,2,26,,,2.0,4.0,4.0,13,2.0,3.0,4.0,4.0,1.0,1.0,,2.0,,,,,,,,,1.0,,1.0,,,1.0,,,,,4.0,7,1.0,1.0,1.0,0.5,0.6666666666666666,0.5,0.6666666666666666,0.5,0.6666666666666666,31.25,,,,,,,,,,,,,,,,0.5090749999999999,0.4993,1.0,3.775,0.5,1.0,1.0,2.0,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.5,,,,,,,,,,,0.5,0.5,1.0,1.0,0.5,0.5,0.5,,,,,,,,,,,,,,0.3333333333333333,1.0,,,0.5,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
324,1610612750,Anthony Peeler,Anthony Peeler,324,MIN,11810.0,197,-10,373,371,102,86,54,744,12.0,35.0,18.0,50.0,75.0,387,4.0,8.0,9.0,22.0,25.0,30.0,6.0,65.0,3.0,6.0,15.0,21.0,7.0,28.0,4.0,4.0,3.0,1.0,7.0,,7.0,17.0,1.0,1.0,1.0,1.0,9.0,102,1.0,0.6111111111111112,0.6470588235294118,0.36,0.5,0.46621621621621623,0.4,0.487012987012987,0.45,19.134396355353076,0.5714285714285714,0.11194029850746269,0.02142857142857143,0.14634146341463414,0.12,0.03723404255319149,0.027777777777777776,0.05128205128205128,0.07692307692307693,0.26666666666666666,1.0,0.47297297297297297,0.34285714285714286,0.35294117647058826,0.8333333333333334,0.4608472972972973,0.4613499999999999,0.12,15.063999999999997,0.2734584450402145,12.0,2.0,5.0,1.0,1.0,1.0,3.0,4.0,10.0,1.0,5.0,1.0,1.0,10.0,19.0,1.0,2.0,1.0,11.0,24.0,6.0,3.0,6.0,2.0,3.0,14.0,2.0,1.0,14.0,27.0,6.0,2.0,19.0,10.0,1.0,,5.0,4.0,7.0,4.0,,2.0,5.0,4.0,1.0,,,2.0,,2.0,7.0,,3.0,,0.8181818181818182,0.4583333333333333,0.6666666666666666,0.4583333333333333,0.5,0.6666666666666666,0.7,0.32432432432432434,,0.02,,,0.02857142857142857,,,0.08333333333333333,0.02702702702702703,0.10526315789473684,0.1,0.16363636363636364,0.046511627906976744,0.06756756756756757,0.4,0.4,,0.13513513513513514,0.4,0.4,0.06756756756756757,0.2,0.2,1.0,0.25675675675675674,0.5263157894736842,0.5263157894736842,0.8,0.1111111111111111,1.0,0.1111111111111111,0.2222222222222222,0.5,0.3,0.3333333333333333,0.1,0.1,0.3918918918918919,0.5263157894736842,0.45483333333333326,0.03896103896103896,0.05660377358490566,0.18666666666666668,24.775000000000002,,,1.0,,,0.25,,2.0,,1.0,,,,0.014925373134328358,,1.0,1.0,1.0,1.0,,,,,,,,,,,,True,,,,,
2254,1610612750,Loren Woods,Loren Woods,2254,MIN,1972.0,33,-29,58,62,31,21,13,120,1.0,5.0,1.0,8.0,3.0,72,1.0,6.0,2.0,2.0,,,,,2.0,1.0,3.0,5.0,2.0,7.0,2.0,,,,2.0,1.0,1.0,2.0,,,,,2.0,31,,1.0,1.0,0.125,0.16666666666666666,0.125,0.16666666666666666,0.16666666666666666,0.16666666666666666,15.068493150684931,1.0,0.15,0.07692307692307693,0.2,0.16,0.05128205128205128,0.14285714285714285,0.2,,0.25,,0.625,0.2,0.2,1.0,0.442275,0.42766666666666664,0.6666666666666666,10.975,0.5344827586206896,,,3.0,,2.0,,2.0,,,,,,,,,,,,,,1.0,,3.0,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,1.0,,,2.0,1.0,,,2.0,,1.0,,,,,,,,,,,0.125,0.3333333333333333,,,,0.3333333333333333,,,,0.16666666666666666,0.1111111111111111,,0.375,,,,,,,,,,,,,,,0.6666666666666666,,,,,0.3333333333333333,,,,0.375,,0.45005,0.1111111111111111,0.1111111111111111,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,True,,,,,
1887,1610612750,Wally Szczerbiak,Wally Szczerbiak,1887,MIN,9367.0,156,-21,293,303,85,77,41,596,9.0,22.0,21.0,42.0,73.0,316,9.0,14.0,32.0,22.0,10.0,11.0,4.0,23.0,3.0,1.0,1.0,4.0,4.0,8.0,7.0,4.0,7.0,1.0,14.0,1.0,2.0,9.0,1.0,1.0,1.0,,32.0,85,1.0,0.5238095238095238,0.55,0.5,0.6428571428571429,0.5181818181818182,0.6666666666666666,0.5725806451612904,0.7045454545454546,21.73913043478261,0.5,0.009615384615384616,0.02631578947368421,0.03571428571428571,0.015151515151515152,0.026845637583892617,0.03571428571428571,,0.05,,,0.4,0.4090909090909091,0.47368421052631576,0.5555555555555556,0.46845272727272713,0.47711111111111104,0.4383561643835616,11.528571428571427,0.2901023890784983,1.0,6.0,9.0,2.0,3.0,4.0,4.0,6.0,11.0,1.0,3.0,1.0,1.0,4.0,10.0,1.0,1.0,3.0,5.0,13.0,16.0,4.0,6.0,1.0,2.0,14.0,4.0,8.0,20.0,15.0,,2.0,10.0,4.0,5.0,,1.0,1.0,5.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,7.0,,3.0,17.0,1.0,4.0,3.0,1.0,0.38461538461538464,0.5,0.38461538461538464,0.6666666666666666,0.6875,0.7222222222222222,0.23636363636363636,,0.11904761904761904,0.2222222222222222,,0.13636363636363635,,0.13333333333333333,0.02857142857142857,0.03571428571428571,0.03125,,0.022727272727272728,0.08695652173913043,0.16363636363636364,0.6666666666666666,0.8571428571428571,0.6666666666666666,0.2,0.5454545454545454,0.5454545454545454,0.05454545454545454,0.3333333333333333,0.3333333333333333,1.0,0.18181818181818182,0.4,0.4,1.0,0.375,0.6666666666666666,0.125,0.125,1.0,0.2222222222222222,1.0,0.05555555555555555,0.16666666666666666,0.4,0.4,0.53932,0.0847457627118644,0.08888888888888889,0.1917808219178082,24.984615384615385,1.0,2.0,,,0.5,0.3333333333333333,0.3333333333333333,3.0,,,,,1.0,0.017241379310344827,,,,,1.0,1.0,2.0,1.0,1.0,0.07142857142857142,,,,,,,True,,,,,
