EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PlusMinus,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2M,SecondChancePoints,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,OffShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,Corner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,PenaltyFg3Pct,Corner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Accuracy,SecondChanceAtRimFGM,SecondChanceFtPoints,PtsPutbacks,FTOffRebounds,Travels,2pt And 1 Free Throw Trips,BlockedAtRim,BlockedLongMidRange,3SecondViolations,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,OffFTReboundPct,AtRimPctAssisted,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,Clear Path Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,on,Corner3PctBlocked,BlockedCorner3,OffensiveGoaltends
1134,1610612763,Ike Austin,Ike Austin,1134,MEM,2274.0,38,74,73,12,9.0,7,147,1.0,1.0,7.0,13,7.0,14,14.0,69,3.0,1.0,2.0,2.0,12.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,2.0,2.0,6.0,5.0,13.0,4.0,17.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,12,0.8571428571428571,0.8571428571428571,0.5,0.5,0.5,0.5,0.5,0.5,20.0,1.0,0.8333333333333334,0.17647058823529413,0.08,0.3333333333333333,0.2857142857142857,0.2,0.125,0.2,0.0625,0.16666666666666666,1.0,0.125,0.25,0.16666666666666666,0.4,0.2857142857142857,0.07142857142857142,0.9285714285714286,0.5384615384615384,0.5384615384615384,0.8571428571428571,0.3333333333333333,0.07142857142857142,0.3902071428571428,0.44273333333333337,0.3762,0.14285714285714285,15.014285714285716,0.16216216216216217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1510,1610612763,Brevin Knight,Brevin Knight,1510,MEM,11888.0,198,389,393,108,119.0,51,782,12.0,,15.0,37,20.0,51,57.0,374,4.0,4.0,11.0,12.0,14.0,26.0,36.0,11.0,47.0,,13.0,105.0,,3.0,2.0,17.0,1.0,20.0,3.0,23.0,,17.0,10.0,15.0,13.0,2.0,19.0,6.0,12.0,27.0,,12.0,108,0.35,0.35,0.39215686274509803,0.36363636363636365,0.4056603773584906,0.3333333333333333,0.4596774193548387,0.4,17.841409691629956,0.7894736842105263,0.09090909090909091,0.1,0.019736842105263157,0.07407407407407407,,0.09644670050761421,0.01507537688442211,0.022727272727272728,,,,0.08163265306122448,0.047619047619047616,0.13924050632911392,0.047619047619047616,,0.22641509433962265,0.6981132075471698,0.40540540540540543,0.4166666666666667,0.4666666666666667,,0.2641509433962264,0.4300653846153845,0.4087,0.4093454545454545,0.21052631578947367,13.27450980392157,0.2776349614395887,-2.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,14.0,2.0,4.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,11.0,7.0,16.0,7.0,1.0,4.0,1.0,1.0,2.0,20.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.5,1.0,0.5,0.5,0.4,0.03773584905660377,0.058823529411764705,0.16666666666666666,0.02702702702702703,0.043478260869565216,0.16666666666666666,1.0,0.3333333333333333,0.4,0.03773584905660377,0.5,0.5,0.03773584905660377,0.5,0.5,1.0,0.16666666666666666,0.5,0.08333333333333333,1.0,0.11666666666666667,0.1206896551724138,0.07017543859649122,37.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1715,1610612763,Jason Williams,Jason Williams,1715,MEM,11175.0,186,367,358,104,105.0,48,725,5.0,,15.0,29,19.0,42,65.0,379,2.0,2.0,5.0,10.0,6.0,32.0,35.0,12.0,47.0,5.0,17.0,106.0,,1.0,2.0,10.0,,12.0,1.0,13.0,,10.0,6.0,9.0,6.0,3.0,12.0,3.0,2.0,8.0,,10.0,104,0.15789473684210525,0.15789473684210525,0.4523809523809524,0.4,0.4025974025974026,0.3333333333333333,0.41025641025641024,0.3333333333333333,21.32701421800948,0.75,,0.072992700729927,0.007751937984496124,0.08,,0.07407407407407407,0.005208333333333333,0.03125,,,,0.10526315789473684,0.029411764705882353,0.07692307692307693,0.09523809523809523,,0.06493506493506493,0.37662337662337664,0.5172413793103449,0.5172413793103449,0.2,,0.5194805194805194,0.45694090909090906,0.46152499999999996,0.43496666666666667,0.15384615384615385,14.933333333333334,0.28337874659400547,-27.0,2.0,,1.0,2.0,8.0,8.0,32.0,9.0,8.0,35.0,3.0,1.0,2.0,10.0,,18.0,,32.0,8.0,,7.0,7.0,11.0,4.0,1.0,3.0,,3.0,,3.0,1.0,1.0,,,,,,3.0,0.75,0.22857142857142856,0.22857142857142856,0.5,0.3333333333333333,0.3333333333333333,0.45454545454545453,,,,,,,0.4,0.4,0.1038961038961039,0.25,0.25,0.4155844155844156,0.25,0.25,0.75,0.06666666666666667,,0.6,0.25,0.01282051282051282,0.023255813953488372,0.03076923076923077,26.645714285714284,3.0,1.0,1.0,2.0,1.0,2.0,6.0,0.2,0.03896103896103896,0.3333333333333333,0.06666666666666667,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
2031,1610612763,Stromile Swift,Stromile Swift,2031,MEM,30877.0,515,968,983,369,268.0,147,1951,91.0,29.0,3.0,24,77.0,177,222.0,1006,35.0,15.0,48.0,61.0,82.0,72.0,12.0,5.0,17.0,,5.0,39.0,8.0,40.0,14.0,61.0,9.0,84.0,49.0,133.0,3.0,12.0,9.0,15.0,8.0,7.0,30.0,10.0,22.0,47.0,3.0,61.0,369,0.5324675324675324,0.6949152542372882,0.4350282485875706,0.3125,0.4301675977653631,0.30612244897959184,0.511520737327189,0.4552238805970149,21.647677475898334,0.5,0.2903225806451613,0.14454976303317535,0.1038961038961039,0.16470588235294117,0.0761904761904762,0.14792899408284024,0.09795918367346938,0.10784313725490197,0.08843537414965986,0.09411764705882353,,0.12598425196850394,0.15315315315315314,0.15217391304347827,0.2,0.037037037037037035,0.5083798882681564,0.1340782122905028,0.125,0.13043478260869565,1.0,0.8285714285714286,0.5195530726256983,0.48362486033519575,0.535948275862069,0.45589081632653056,0.2747747747747748,5.3107344632768365,0.381198347107438,-78.0,53.0,10.0,23.0,21.0,62.0,,2.0,1.0,,2.0,68.0,22.0,63.0,1.0,31.0,,,2.0,,18.0,5.0,2.0,5.0,3.0,2.0,15.0,2.0,4.0,7.0,87.0,,42.0,7.0,36.0,15.0,36.0,21.0,6.0,,,,0.6285714285714286,0.6285714285714286,0.7,0.0111731843575419,0.1016949152542373,0.10989010989010989,0.041666666666666664,0.11764705882352941,,0.5833333333333334,0.5824175824175825,0.654320987654321,0.3463687150837989,0.3387096774193548,0.38181818181818183,0.0111731843575419,,,,0.46938775510204084,0.43478260869565216,0.02040816326530612,,0.2,0.20192307692307693,0.28378378378378377,24.55,,,,,,,,,,,,,21.0,19.0,36.0,1.0,1.0,11.0,18.0,3.0,2.0,3.0,0.11290322580645161,0.029411764705882353,0.4716981132075472,0.6190476190476191,0.7241379310344828,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
2226,1610612763,Will Solomon,Will Solomon,2226,MEM,52979.0,883,1669,1681,627,488.0,247,3350,46.0,1.0,33.0,83,67.0,169,321.0,1743,15.0,22.0,58.0,126.0,52.0,82.0,81.0,11.0,92.0,2.0,35.0,195.0,1.0,11.0,11.0,45.0,,56.0,12.0,68.0,6.0,35.0,23.0,39.0,25.0,14.0,62.0,23.0,26.0,76.0,1.0,126.0,627,0.3880597014925373,0.3880597014925373,0.39644970414201186,0.3793103448275862,0.4108761329305136,0.3769230769230769,0.4375,0.4166666666666667,21.43219908583037,0.6290322580645161,,0.06550218340611354,0.01729559748427673,0.08270676691729323,0.004830917874396135,0.06829268292682927,0.014234875444839857,0.022988505747126436,0.02066115702479339,,0.021739130434782608,0.048034934497816595,0.0658682634730539,0.07903780068728522,0.09523809523809523,0.032432432432432434,0.13897280966767372,0.25075528700906347,0.39759036144578314,0.4125,0.42424242424242425,0.041666666666666664,0.6283987915407855,0.47850764525993894,0.45066136363636367,0.4653277777777779,0.3925233644859813,11.119526627218935,0.37567405632115036,-104.0,26.0,8.0,16.0,8.0,40.0,33.0,125.0,60.0,46.0,162.0,49.0,3.0,17.0,72.0,28.0,117.0,3.0,122.0,33.0,21.0,9.0,20.0,26.0,12.0,8.0,23.0,4.0,1.0,4.0,73.0,10.0,16.0,13.0,6.0,1.0,7.0,6.0,11.0,0.8478260869565217,0.2839506172839506,0.2893081761006289,0.2,0.3125,0.3076923076923077,0.48942598187311176,0.1242603550295858,0.1956521739130435,0.03614457831325301,0.00909090909090909,0.03571428571428571,0.8571428571428571,0.5652173913043478,0.7027027027027027,0.12084592145015106,0.2,0.25806451612903225,0.3776435045317221,0.264,0.2661290322580645,0.8181818181818182,0.12307692307692308,0.5,0.46153846153846156,0.27049180327868855,0.05475504322766571,0.08743169398907104,0.0529595015576324,25.561111111111103,37.0,12.0,6.0,15.0,9.0,18.0,21.0,0.25,0.11178247734138973,0.25,0.09230769230769231,0.25,1.0,2.0,,,,2.0,1.0,4.0,,,0.225,,0.4230769230769231,0.125,1.0,,13.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,0.3333333333333333,0.006172839506172839,0.008,0.35135135135135137,0.35135135135135137,0.9230769230769231,0.125,0.6666666666666666,1.0,0.16666666666666666,1.0,0.25,0.018292682926829267,,True,,,
1934,1610612763,Rodney Buford,Rodney Buford,1934,MEM,24281.0,405,771,770,301,244.0,115,1541,29.0,9.0,22.0,54,52.0,117,144.0,827,13.0,19.0,37.0,61.0,84.0,20.0,8.0,5.0,13.0,2.0,4.0,31.0,3.0,12.0,14.0,41.0,2.0,57.0,15.0,72.0,1.0,6.0,4.0,8.0,8.0,,13.0,4.0,10.0,29.0,1.0,61.0,301,0.8076923076923077,0.84,0.4444444444444444,0.5135135135135135,0.425,0.5108695652173914,0.4673202614379085,0.5754716981132075,18.24175824175824,0.6153846153846154,0.08,0.12654320987654322,0.03986710963455149,0.22580645161290322,0.03488372093023256,0.14248704663212436,0.03875968992248062,0.05,0.035398230088495575,0.027777777777777776,0.07142857142857142,0.08695652173913043,0.13253012048192772,0.15873015873015872,0.1875,0.013513513513513514,0.20714285714285716,0.38571428571428573,0.4074074074074074,0.41509433962264153,0.9090909090909091,0.6,0.37142857142857144,0.45311928571428567,0.5500363636363637,0.4778423913043479,0.4236111111111111,11.362393162393158,0.39040207522697795,-63.0,16.0,9.0,15.0,14.0,34.0,4.0,19.0,8.0,5.0,23.0,25.0,7.0,20.0,9.0,14.0,15.0,,19.0,4.0,8.0,3.0,,4.0,2.0,3.0,5.0,1.0,3.0,1.0,31.0,2.0,12.0,4.0,3.0,1.0,3.0,,4.0,1.0,0.21739130434782608,0.21739130434782608,0.5384615384615384,0.5666666666666667,0.625,0.16428571428571428,0.06837606837606838,0.1724137931034483,0.018518518518518517,0.037037037037037035,0.35714285714285715,,0.5517241379310345,0.6666666666666666,0.24285714285714285,0.4117647058823529,0.4375,0.1357142857142857,0.21052631578947367,0.21052631578947367,1.0,0.32608695652173914,0.6,0.17391304347826086,0.21052631578947367,0.08053691275167785,0.09523809523809523,0.1388888888888889,24.608695652173907,4.0,1.0,1.0,2.0,2.0,3.0,,0.3333333333333333,0.02857142857142857,0.06666666666666667,0.021739130434782608,0.25,5.0,3.0,4.0,,,3.0,2.0,,,,0.058823529411764705,,0.75,0.7142857142857143,0.5555555555555556,0.6,1.0,,1.0,1.0,1.0,1.0,,,,,,,0.5,,,0.25,0.25,1.0,0.06666666666666667,,,1.0,1.0,1.0,,1.0,True,,,
2200,1610612763,Pau Gasol,Pau Gasol,2200,MEM,31610.0,527,1007,1014,385,297.0,158,2021,88.0,27.0,4.0,18,78.0,169,226.0,1048,36.0,29.0,60.0,103.0,108.0,48.0,32.0,12.0,44.0,3.0,12.0,100.0,13.0,27.0,13.0,57.0,7.0,77.0,44.0,121.0,4.0,4.0,4.0,30.0,22.0,8.0,46.0,12.0,18.0,30.0,2.0,103.0,385,0.6923076923076923,0.8059701492537313,0.46153846153846156,0.48333333333333334,0.4588235294117647,0.48333333333333334,0.5305164319248826,0.5786516853932584,21.547420965058237,0.6521739130434783,0.2916666666666667,0.13970588235294118,0.0743801652892562,0.1625,0.0962962962962963,0.14344262295081966,0.08032128514056225,0.10204081632653061,0.06382978723404255,0.0784313725490196,0.15151515151515152,0.14093959731543623,0.125,0.14619883040935672,0.14516129032258066,0.05714285714285714,0.5176470588235295,0.10588235294117647,0.2222222222222222,0.23529411764705882,1.0,0.75,0.5235294117647059,0.4981741176470588,0.5603344827586209,0.4830866666666667,0.4557522123893805,4.86449704142012,0.38232373386295926,-36.0,58.0,21.0,28.0,16.0,63.0,,1.0,,,1.0,70.0,18.0,50.0,,45.0,,,1.0,,20.0,9.0,10.0,10.0,,3.0,16.0,4.0,6.0,3.0,96.0,,33.0,20.0,27.0,7.0,30.0,20.0,5.0,,,,0.5,0.5,0.5555555555555556,0.0058823529411764705,0.11834319526627218,0.125,0.05555555555555555,0.06451612903225806,0.2222222222222222,0.6666666666666666,0.6590909090909091,0.7532467532467533,0.37058823529411766,0.25396825396825395,0.2909090909090909,0.0058823529411764705,,,,0.4666666666666667,0.75,,,0.17098445595854922,0.171875,0.22123893805309736,25.0,,,,,,,,,,,,,12.0,14.0,22.0,4.0,3.0,10.0,18.0,2.0,2.0,,0.12698412698412698,0.09302325581395349,0.6896551724137931,0.625,0.4444444444444444,0.3333333333333333,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,True,,,
2203,1610612763,Shane Battier,Shane Battier,2203,MEM,32744.0,546,1016,1034,387,303.0,161,2050,46.0,20.0,17.0,50,58.0,127,222.0,1038,27.0,19.0,51.0,93.0,58.0,58.0,28.0,9.0,37.0,3.0,18.0,83.0,13.0,31.0,9.0,41.0,3.0,53.0,46.0,99.0,4.0,21.0,13.0,20.0,15.0,5.0,29.0,15.0,22.0,40.0,2.0,93.0,387,0.5,0.6304347826086957,0.4566929133858268,0.37254901960784315,0.4782608695652174,0.44155844155844154,0.5163551401869159,0.5,19.91803278688525,0.6896551724137931,0.09375,0.0985576923076923,0.0792838874680307,0.10714285714285714,0.09701492537313433,0.1,0.0838095238095238,0.07758620689655173,0.051094890510948905,0.08737864077669903,0.12903225806451613,0.09395973154362416,0.1262135922330097,0.08536585365853659,0.1232876712328767,0.043478260869565216,0.25,0.2717391304347826,0.34,0.3469387755102041,0.7058823529411765,0.5263157894736842,0.5597826086956522,0.4744412087912088,0.5276772727272727,0.4637153333333334,0.4189189189189189,9.251181102362203,0.3809055118110236,6.0,28.0,10.0,18.0,13.0,31.0,16.0,40.0,17.0,20.0,57.0,46.0,16.0,43.0,26.0,25.0,51.0,1.0,39.0,16.0,11.0,6.0,3.0,7.0,8.0,,9.0,1.0,6.0,5.0,67.0,2.0,25.0,10.0,16.0,2.0,16.0,6.0,3.0,0.85,0.3508771929824561,0.35714285714285715,0.5925925925925926,0.5,0.5375,0.30978260869565216,0.08661417322834646,0.17391304347826086,0.02,0.10869565217391304,,0.375,0.6086956521739131,0.7368421052631579,0.16847826086956522,0.41935483870967744,0.4482758620689655,0.21739130434782608,0.4,0.4,0.8125,0.23376623376623376,0.5555555555555556,0.22077922077922077,0.41025641025641024,0.12254901960784313,0.17006802721088435,0.19369369369369369,25.443859649122803,17.0,9.0,7.0,8.0,11.0,10.0,9.0,0.38461538461538464,0.09239130434782608,0.18421052631578946,0.11688311688311688,0.47058823529411764,12.0,5.0,24.0,2.0,,5.0,13.0,1.0,1.0,,0.06451612903225806,0.05128205128205128,0.25,0.7692307692307693,0.6,0.08333333333333333,4.0,,4.0,2.0,2.0,2.0,,,,,,,0.18181818181818182,,,0.23529411764705882,0.23529411764705882,1.0,0.10526315789473684,,,0.2857142857142857,1.0,0.2222222222222222,,,True,,,
3,1610612763,Grant Long,Grant Long,3,MEM,11416.0,190,354,367,163,126.0,42,721,4.0,1.0,10.0,27,15.0,36,40.0,384,3.0,5.0,18.0,13.0,24.0,6.0,14.0,3.0,17.0,,6.0,37.0,4.0,2.0,4.0,19.0,1.0,24.0,6.0,30.0,1.0,5.0,3.0,5.0,5.0,,10.0,2.0,5.0,17.0,1.0,13.0,163,0.8,0.8,0.4166666666666667,0.2777777777777778,0.38461538461538464,0.23809523809523808,0.4166666666666667,0.2708333333333333,14.285714285714286,0.5,0.09090909090909091,0.1310344827586207,0.016129032258064516,0.13793103448275862,0.0851063829787234,0.13218390804597702,0.03508771929824561,0.045454545454545456,0.017857142857142856,0.05714285714285714,0.16666666666666666,0.12244897959183673,0.12,0.14084507042253522,0.13636363636363635,0.043478260869565216,0.10256410256410256,0.6923076923076923,0.37037037037037035,0.37037037037037035,0.7,0.25,0.1794871794871795,0.41828461538461537,0.42783333333333334,0.4309809523809524,0.325,15.755555555555553,0.4604519774011299,-38.0,4.0,2.0,2.0,1.0,5.0,,1.0,1.0,,3.0,10.0,2.0,5.0,3.0,3.0,,,1.0,,,3.0,3.0,5.0,2.0,1.0,5.0,,1.0,3.0,19.0,1.0,8.0,1.0,,,,,3.0,,,,0.6666666666666666,0.5,0.5,0.07692307692307693,,,,,0.14285714285714285,,1.0,1.0,0.1282051282051282,0.2,0.2,0.02564102564102564,,,,0.09523809523809523,1.0,0.047619047619047616,,0.1702127659574468,0.18181818181818182,0.125,24.166666666666668,2.0,2.0,1.0,,1.0,,,,0.05128205128205128,0.25,0.09523809523809523,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
763,1610612763,Tony Massenburg,Tony Massenburg,763,MEM,15858.0,264,483,481,160,141.0,61,964,40.0,15.0,3.0,11,32.0,78,86.0,565,22.0,4.0,17.0,15.0,36.0,28.0,6.0,2.0,8.0,,3.0,18.0,6.0,20.0,6.0,30.0,2.0,38.0,26.0,64.0,3.0,5.0,2.0,7.0,2.0,5.0,10.0,2.0,20.0,30.0,1.0,15.0,160,0.5625,0.75,0.41025641025641024,0.23529411764705882,0.41025641025641024,0.23529411764705882,0.4777777777777778,0.35714285714285715,17.921146953405017,0.7,0.2,0.1694915254237288,0.10309278350515463,0.16216216216216217,0.1111111111111111,0.16822429906542055,0.10483870967741936,0.13725490196078433,0.10526315789473684,0.11904761904761904,0.08333333333333333,0.125,0.14634146341463414,0.2222222222222222,0.1724137931034483,0.07894736842105263,0.5128205128205128,0.14102564102564102,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.6818181818181818,0.5128205128205128,0.4790410256410257,0.5671,0.48790588235294113,0.1744186046511628,5.30128205128205,0.33126293995859213,-111.0,21.0,3.0,10.0,8.0,27.0,,,,,,22.0,10.0,31.0,,7.0,,,,,8.0,2.0,,3.0,3.0,1.0,3.0,1.0,1.0,,27.0,,11.0,4.0,8.0,2.0,8.0,6.0,1.0,,,,0.45454545454545453,0.45454545454545453,0.5535714285714286,,0.10256410256410256,0.175,,0.07462686567164178,0.125,0.75,0.525,0.6363636363636364,0.34615384615384615,0.2962962962962963,0.3076923076923077,,,,,0.5882352941176471,0.3,,,0.12790697674418605,0.12790697674418605,0.36046511627906974,,,,,,,,,,,,,,9.0,11.0,16.0,,1.0,3.0,6.0,,,2.0,0.037037037037037035,,0.6190476190476191,0.375,0.6,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
