EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,PenaltyCorner3FGM,PtsUnassisted3s,Fg2aBlocked,Corner3Assists,FTOffRebounds,SelfOReb,LostBallTurnovers,Travels,SecondChanceTurnovers,BlockedLongMidRange,DefensiveGoaltends,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffFTReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3SecondViolations,Defensive 3 Seconds Violations,LongMidRangePctBlocked,Blocked3s,BlockedArc3,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,on,Clear Path Fouls,Corner3PctBlocked,HeaveMakes,OffensiveGoaltends
109,1610612747,Robert Horry,Robert Horry,109,LAL,9972.0,166,-38,314,317,101,106,43,631,5.0,7.0,2.0,3.0,1.0,2.0,4.0,6.0,14.0,3.0,7.0,1.0,1.0,1.0,8.0,17.0,1.0,4.0,2.0,5.0,11.0,25.0,11.0,24.0,4.0,59.0,344,3.0,5.0,2.0,5.0,1.0,13.0,2.0,6.0,2.0,6.0,1.0,11.0,12.0,10.0,33.0,2.0,1.0,16.0,8.0,9,1.0,10,1.0,3.0,4.0,2.0,21,2.0,7.0,6.0,16.0,4.0,26.0,9.0,35.0,5.0,4.0,1.0,1.0,1.0,1.0,5.0,2.0,6.0,2.0,5.0,14.0,3.0,2.0,5.0,1.0,2.0,1.0,6.0,2.0,4.0,6.0,2.0,11.0,101,1.0,0.5454545454545454,0.6,1.0,0.4583333333333333,0.4,0.3333333333333333,0.4782608695652174,0.44,0.6,0.3333333333333333,0.5612244897959183,0.6,0.4166666666666667,0.5784313725490197,0.5909090909090909,0.4230769230769231,0.4897959183673469,15.489130434782608,0.16666666666666666,0.36363636363636365,0.13559322033898305,0.056,0.20689655172413793,0.045454545454545456,0.14965986394557823,0.05325443786982249,0.06666666666666667,0.029411764705882353,0.06557377049180328,0.03225806451612903,0.07692307692307693,0.06896551724137931,0.19607843137254902,0.10526315789473684,0.2,0.2222222222222222,0.3333333333333333,0.14285714285714285,0.7142857142857143,0.7142857142857143,0.6,0.08163265306122448,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.5,0.14285714285714285,0.42857142857142855,0.42857142857142855,1.0,0.3469387755102041,0.47058823529411764,0.47058823529411764,1.0,0.3,0.6666666666666666,0.1,1.0,1.0,0.4,0.25,1.0,0.16666666666666666,0.5,0.08333333333333333,0.4166666666666667,0.4,0.6326530612244898,0.5,0.4947927083333332,0.5198812500000001,0.48087727272727265,0.04,0.07692307692307693,0.22033898305084745,0.1864406779661017,11.403999999999998,25.766666666666666,0.321656050955414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1904,1610612747,Devean George,Devean George,1904,LAL,24434.0,407,46,780,791,268,268,118,1571,15.0,30.0,3.0,10.0,3.0,8.0,16.0,14.0,39.0,3.0,16.0,,1.0,7.0,8.0,26.0,,1.0,3.0,11.0,32.0,85.0,11.0,42.0,16.0,113.0,749,5.0,18.0,,2.0,3.0,13.0,7.0,24.0,4.0,18.0,4.0,30.0,40.0,24.0,27.0,4.0,2.0,24.0,8.0,26,6.0,32,5.0,9.0,4.0,13.0,70,4.0,17.0,13.0,27.0,9.0,49.0,25.0,74.0,19.0,10.0,9.0,11.0,,8.0,4.0,,15.0,8.0,26.0,49.0,4.0,1.0,25.0,3.0,12.0,2.0,8.0,6.0,,8.0,4.0,30.0,268,4.0,0.625,0.6666666666666666,0.8181818181818182,0.2619047619047619,,0.2222222222222222,0.275,0.3764705882352941,0.2777777777777778,0.2916666666666667,0.38188976377952755,0.25,0.30952380952380953,0.40942028985507245,0.29545454545454547,0.3333333333333333,0.33070866141732286,16.612377850162865,0.7333333333333333,0.2727272727272727,0.09,0.05345911949685535,0.1511627906976744,0.039603960396039604,0.10362694300518134,0.050119331742243436,0.04938271604938271,0.05102040816326531,0.05755395683453238,0.039473684210526314,0.04,0.08333333333333333,0.07207207207207207,0.10852713178294573,0.13432835820895522,0.21052631578947367,0.5,0.23622047244094488,0.5,0.5357142857142857,0.6,0.12598425196850394,0.30708661417322836,0.358974358974359,0.358974358974359,0.7142857142857143,0.12598425196850394,0.1875,0.1875,1.0,0.2047244094488189,0.3076923076923077,0.3076923076923077,0.75,0.5,0.3,0.05,,,0.05,,,0.19047619047619047,0.375,0.16666666666666666,0.2619047619047619,0.2727272727272727,0.5669291338582677,0.3333333333333333,0.487056,0.4971533333333333,0.4892550000000001,0.08823529411764706,0.1276595744680851,0.11504424778761062,0.26548672566371684,9.620000000000001,26.797619047619055,0.3435897435897436,3.0,1.0,6.0,3.0,1.0,4.0,4.0,3.0,1.0,1.0,2.0,1.0,0.03529411764705882,0.06666666666666667,0.0625,0.2,0.05128205128205128,0.1875,0.2,0.3333333333333333,0.3333333333333333,0.14285714285714285,,,,,,,,,,,,,True,,,,
2058,1610612747,Mark Madsen,Mark Madsen,2058,LAL,8844.0,147,62,294,297,133,129,52,591,12.0,23.0,1.0,4.0,4.0,9.0,17.0,,5.0,,,,,,,1.0,,,,1.0,19.0,45.0,,1.0,5.0,43.0,244,2.0,9.0,,,,4.0,9.0,16.0,,1.0,4.0,22.0,20.0,18.0,,4.0,,1.0,,9,3.0,12,2.0,5.0,1.0,3.0,27,,14.0,8.0,16.0,,24.0,14.0,38.0,5.0,2.0,3.0,3.0,2.0,2.0,4.0,,7.0,3.0,10.0,21.0,4.0,1.0,10.0,1.0,3.0,3.0,5.0,3.0,2.0,5.0,4.0,22.0,133,4.0,0.5263157894736842,0.5882352941176471,,,,,,0.4222222222222222,0.2222222222222222,0.5625,0.41304347826086957,0.2222222222222222,0.5294117647058824,0.4215686274509804,0.2222222222222222,0.5238095238095238,0.021739130434782608,16.292134831460675,0.42857142857142855,,0.16326530612244897,0.10687022900763359,0.21621621621621623,,0.17777777777777778,0.08588957055214724,0.125,0.07894736842105263,0.11475409836065574,,,0.2692307692307692,0.1111111111111111,0.1388888888888889,0.25925925925925924,0.1,0.8,0.5,0.5217391304347826,0.6,0.75,0.3695652173913043,0.10869565217391304,,,,,,,,0.021739130434782608,,,,0.4444444444444444,0.25,,,,,,,0.5294117647058824,0.4444444444444444,,0.058823529411764705,,0.5217391304347826,,0.4688195652173913,0.4761,0.48197058823529404,0.0625,0.06382978723404255,0.09302325581395349,0.5116279069767442,5.115555555555556,24.6,0.4523809523809524,7.0,,,4.0,1.0,,2.0,1.0,,2.0,,,0.08888888888888889,0.13043478260869565,0.058823529411764705,,0.09090909090909091,0.4117647058823529,0.4375,0.14285714285714285,,,1.0,1.0,1.0,,,,,,,,,,True,,,,
2098,1610612747,Slava Medvedenko,Slava Medvedenko,2098,LAL,43528.0,725,80,1401,1406,478,500,197,2807,69.0,121.0,30.0,54.0,27.0,44.0,89.0,35.0,90.0,,,,,,,4.0,,1.0,,4.0,145.0,300.0,,4.0,41.0,331.0,1402,37.0,68.0,,1.0,9.0,83.0,46.0,94.0,,4.0,19.0,111.0,178.0,112.0,,62.0,1.0,3.0,,33,10.0,43,9.0,10.0,3.0,20.0,96,15.0,65.0,10.0,56.0,7.0,73.0,85.0,158.0,29.0,17.0,12.0,25.0,3.0,15.0,17.0,3.0,42.0,13.0,54.0,119.0,15.0,4.0,62.0,10.0,28.0,8.0,11.0,4.0,5.0,11.0,6.0,111.0,478,19.0,0.6137931034482759,0.7807017543859649,,,,,,0.48333333333333334,0.5441176470588235,0.48936170212765956,0.4769736842105263,0.5362318840579711,0.46938775510204084,0.5015151515151515,0.5608108108108109,0.5045454545454545,0.013157894736842105,22.864167178856793,0.5952380952380952,0.16279069767441862,0.10071942446043165,0.11818181818181818,0.07246376811594203,0.10204081632653061,0.09510086455331412,0.11477761836441894,0.21052631578947367,0.10625,0.07782101167315175,0.09322033898305085,0.13793103448275862,0.0859375,0.10891089108910891,0.10176991150442478,0.07272727272727272,0.07142857142857142,0.5454545454545454,0.3980263157894737,0.5702479338842975,0.6388888888888888,0.463768115942029,0.29276315789473684,0.29605263157894735,0.3888888888888889,0.39325842696629215,0.8285714285714286,,,,,0.013157894736842105,,,,0.782608695652174,0.5555555555555556,,,,0.014492753623188406,,,0.4489795918367347,0.6136363636363636,,0.04081632653061224,,0.41118421052631576,,0.4698260726072608,0.5200031746031746,0.47747422680412377,0.08695652173913043,0.0880503144654088,0.25075528700906347,0.33534743202416917,7.787333333333331,31.9,0.34118486795146324,41.0,,,23.0,1.0,5.0,12.0,10.0,3.0,5.0,2.0,2.0,0.07666666666666666,0.10743801652892562,0.10112359550561797,0.10416666666666667,0.09022556390977443,0.4606741573033708,0.5125,0.6829268292682927,0.03333333333333333,,,,,2.0,6.0,0.011111111111111112,,,,,,,True,,,,
283,1610612747,Lindsey Hunter,Lindsey Hunter,283,LAL,14420.0,240,46,472,467,152,132,64,939,5.0,7.0,,1.0,1.0,1.0,9.0,11.0,32.0,3.0,6.0,1.0,1.0,,10.0,20.0,1.0,3.0,3.0,5.0,18.0,48.0,13.0,26.0,3.0,78.0,459,1.0,3.0,2.0,4.0,,8.0,6.0,14.0,3.0,5.0,3.0,24.0,20.0,16.0,30.0,,,20.0,10.0,19,3.0,22,2.0,8.0,3.0,8.0,47,,2.0,5.0,11.0,,16.0,2.0,18.0,10.0,4.0,6.0,3.0,2.0,1.0,2.0,,5.0,1.0,4.0,11.0,,,4.0,,2.0,,,,,1.0,1.0,24.0,152,3.0,0.5555555555555556,0.5555555555555556,0.7692307692307693,0.5,0.5,0.6,0.5,0.375,0.3333333333333333,0.42857142857142855,0.5067567567567568,0.5714285714285714,0.5526315789473685,0.5131578947368421,0.5714285714285714,0.5714285714285714,0.35135135135135137,14.917127071823206,0.6,,0.06111111111111111,0.011764705882352941,0.10869565217391304,,0.07079646017699115,0.009216589861751152,0.05555555555555555,,,,,0.022727272727272728,0.08823529411764706,0.058823529411764705,0.02702702702702703,0.4444444444444444,1.0,0.0945945945945946,0.7142857142857143,0.8333333333333334,0.6,0.12162162162162163,0.43243243243243246,0.34375,0.34375,0.6363636363636364,0.08108108108108109,0.5,0.5,0.3333333333333333,0.2702702702702703,0.5,0.5,0.9,0.14285714285714285,,0.14285714285714285,1.0,1.0,0.42857142857142855,0.3333333333333333,1.0,0.05263157894736842,1.0,,0.2631578947368421,0.6,0.44594594594594594,0.5,0.4728094594594596,0.4970928571428571,0.45331842105263154,0.02631578947368421,0.04,0.10256410256410256,0.3076923076923077,14.693750000000001,25.346153846153847,0.3220338983050847,2.0,,9.0,1.0,1.0,,,2.0,,,,1.0,0.020833333333333332,0.14285714285714285,,,,0.2222222222222222,0.2222222222222222,,,,,,,,,,1.0,1.0,,,,,True,,,,
216,1610612747,Brian Shaw,Brian Shaw,216,LAL,11964.0,199,57,404,407,167,180,52,811,5.0,9.0,2.0,4.0,,2.0,8.0,5.0,11.0,1.0,4.0,1.0,2.0,1.0,8.0,25.0,,1.0,4.0,9.0,13.0,28.0,9.0,29.0,2.0,55.0,369,3.0,7.0,1.0,3.0,,9.0,5.0,11.0,4.0,10.0,,22.0,14.0,12.0,27.0,2.0,1.0,24.0,8.0,26,7.0,33,6.0,11.0,5.0,10.0,73,,3.0,9.0,26.0,3.0,38.0,3.0,41.0,7.0,3.0,4.0,12.0,,10.0,4.0,1.0,16.0,7.0,7.0,16.0,,3.0,4.0,,2.0,,,,,,,22.0,167,2.0,0.5384615384615384,0.5833333333333334,1.0,0.3103448275862069,0.3333333333333333,0.4,0.32142857142857145,0.4642857142857143,0.42857142857142855,0.45454545454545453,0.4649122807017544,0.45,0.5238095238095238,0.4661016949152542,0.45,0.5238095238095238,0.5087719298245614,16.233766233766232,0.75,0.16666666666666666,0.17105263157894737,0.02127659574468085,0.20930232558139536,,0.1794871794871795,0.015706806282722512,0.024390243902439025,0.030303030303030304,0.014925373134328358,,,0.08333333333333333,0.1509433962264151,0.23809523809523808,0.23529411764705882,0.1111111111111111,,0.15789473684210525,0.5555555555555556,0.5555555555555556,0.2,0.14035087719298245,0.19298245614035087,0.45454545454545453,0.45454545454545453,1.0,0.07017543859649122,0.25,0.25,1.0,0.43859649122807015,0.32,0.32,1.0,0.4,0.5,0.2,0.5,1.0,0.1,,,0.09523809523809523,,0.047619047619047616,0.42857142857142855,0.4444444444444444,0.6666666666666666,0.3333333333333333,0.48741272727272716,0.500015,0.4386374999999999,0.03389830508474576,0.06666666666666667,0.16363636363636364,0.4,9.75357142857143,26.462068965517243,0.41336633663366334,3.0,,,4.0,1.0,,,2.0,,1.0,,,0.14285714285714285,,0.5,,,0.375,0.75,0.3333333333333333,0.5,,,,,,,,,,,,,,True,,,,
782,1610612747,Mitch Richmond,Mitch Richmond,782,LAL,12165.0,203,14,400,396,114,143,52,796,8.0,10.0,1.0,1.0,4.0,4.0,11.0,11.0,35.0,,2.0,,,,4.0,14.0,,,1.0,3.0,22.0,56.0,4.0,16.0,12.0,68.0,380,3.0,9.0,,,3.0,9.0,8.0,16.0,1.0,3.0,4.0,23.0,22.0,22.0,9.0,4.0,,14.0,4.0,14,4.0,18,3.0,4.0,4.0,6.0,40,3.0,4.0,8.0,14.0,,22.0,7.0,29.0,7.0,4.0,3.0,7.0,1.0,4.0,5.0,1.0,12.0,4.0,8.0,22.0,1.0,2.0,13.0,,2.0,3.0,2.0,,1.0,2.0,2.0,23.0,114,1.0,0.5,0.55,0.75,0.25,,0.3333333333333333,0.25,0.39285714285714285,0.3333333333333333,0.5,0.3888888888888889,0.3333333333333333,0.5,0.42948717948717946,0.45,0.5476190476190477,0.2222222222222222,19.43231441048035,0.5833333333333334,,0.08045977011494253,0.024844720496894408,0.1951219512195122,0.075,0.10232558139534884,0.03482587064676617,0.05405405405405406,,0.02666666666666667,0.0967741935483871,,0.05128205128205128,0.06896551724137931,0.1038961038961039,0.15625,0.3333333333333333,1.0,0.1388888888888889,0.8,0.8,0.625,0.1527777777777778,0.4861111111111111,0.3142857142857143,0.3235294117647059,0.5454545454545454,0.027777777777777776,,,,0.19444444444444445,0.2857142857142857,0.3076923076923077,0.75,0.1111111111111111,1.0,,,,,,,0.21052631578947367,1.0,,0.15789473684210525,0.3333333333333333,0.3611111111111111,0.2857142857142857,0.45559583333333337,0.4102,0.4589578947368421,0.04,0.034482758620689655,0.1323529411764706,0.3382352941176471,13.505357142857141,25.150000000000002,0.285,3.0,,3.0,3.0,1.0,,1.0,3.0,,,1.0,,0.05357142857142857,,0.18181818181818182,,0.024390243902439025,0.2727272727272727,0.3333333333333333,,,,1.0,0.0625,0.07142857142857142,,,0.02857142857142857,,,1.0,1.0,0.058823529411764705,,True,,,,
965,1610612747,Derek Fisher,Derek Fisher,965,LAL,22829.0,380,33,722,724,239,256,108,1446,3.0,8.0,,1.0,2.0,3.0,7.0,24.0,59.0,9.0,12.0,1.0,1.0,6.0,12.0,40.0,2.0,2.0,,8.0,30.0,74.0,21.0,52.0,23.0,146.0,727,,5.0,3.0,3.0,2.0,11.0,9.0,22.0,4.0,14.0,11.0,41.0,32.0,28.0,54.0,,1.0,39.0,12.0,26,6.0,32,5.0,10.0,8.0,8.0,70,1.0,1.0,5.0,24.0,1.0,30.0,2.0,32.0,18.0,13.0,5.0,7.0,2.0,3.0,2.0,,9.0,2.0,6.0,26.0,,,25.0,,9.0,1.0,,,,,,41.0,239,4.0,0.5333333333333333,0.5333333333333333,0.8571428571428571,0.40384615384615385,1.0,0.2857142857142857,0.4117647058823529,0.40540540540540543,,0.4090909090909091,0.4880952380952381,0.5625,0.4166666666666667,0.5291970802919708,0.6111111111111112,0.4878048780487805,0.4126984126984127,17.237308146399055,0.7777777777777778,0.047619047619047616,0.08247422680412371,0.003246753246753247,0.06756756756756757,0.012987012987012988,0.07945205479452055,0.005194805194805195,,0.011235955056179775,,0.015151515151515152,,0.08955223880597014,0.06542056074766354,0.09401709401709402,0.05084745762711865,0.13333333333333333,,0.06349206349206349,0.375,0.42857142857142855,,0.05555555555555555,0.46825396825396826,0.4067796610169492,0.41379310344827586,0.625,0.09523809523809523,0.75,0.75,0.8888888888888888,0.31746031746031744,0.3,0.3,0.8333333333333334,0.125,,0.125,1.0,1.0,0.25,1.0,0.5,0.08333333333333333,0.6666666666666666,0.16666666666666666,0.2222222222222222,,0.47619047619047616,0.3076923076923077,0.47189279999999995,0.49521999999999994,0.44979714285714284,0.08088235294117647,0.10843373493975904,0.07534246575342465,0.2808219178082192,15.994594594594593,25.599999999999998,0.33102493074792244,3.0,4.0,9.0,3.0,1.0,,,4.0,,1.0,,,0.04054054054054054,0.125,0.14285714285714285,,,0.42857142857142855,0.5,0.3333333333333333,,0.6666666666666666,,,,,,0.01694915254237288,,,1.0,2.0,0.03773584905660377,1.0,True,,,,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,27347.0,456,53,865,870,294,316,123,1735,25.0,45.0,2.0,6.0,11.0,18.0,65.0,49.0,109.0,1.0,2.0,,,1.0,7.0,24.0,1.0,3.0,3.0,10.0,109.0,219.0,8.0,26.0,80.0,322.0,905,12.0,19.0,1.0,3.0,5.0,32.0,39.0,75.0,4.0,11.0,50.0,140.0,72.0,146.0,12.0,4.0,1.0,23.0,7.0,46,20.0,66,11.0,16.0,14.0,16.0,152,2.0,13.0,6.0,44.0,,50.0,15.0,65.0,26.0,17.0,9.0,15.0,4.0,5.0,19.0,2.0,34.0,11.0,4.0,26.0,3.0,7.0,97.0,7.0,37.0,11.0,6.0,1.0,4.0,6.0,4.0,140.0,294,7.0,0.3302752293577982,0.3364485981308411,0.5,0.3076923076923077,0.3333333333333333,0.36363636363636365,0.32,0.4977168949771689,0.631578947368421,0.52,0.49387755102040815,0.6136363636363636,0.5232558139534884,0.5559440559440559,0.64,0.6106194690265486,0.10612244897959183,31.714568880079288,0.4411764705882353,,0.13253012048192772,0.03812316715542522,0.0759493670886076,0.024691358024691357,0.12165450121654502,0.035545023696682464,0.07692307692307693,0.019801980198019802,0.030864197530864196,0.030303030303030304,,0.05128205128205128,0.152,0.16279069767441862,0.09375,,0.6666666666666666,0.1836734693877551,0.5555555555555556,0.5952380952380952,0.24,0.2653061224489796,0.4448979591836735,0.44954128440366975,0.46226415094339623,0.40816326530612246,0.00816326530612245,0.5,0.5,1.0,0.09795918367346938,0.2916666666666667,0.30434782608695654,0.42857142857142855,0.2727272727272727,0.3333333333333333,,,,0.13636363636363635,0.3333333333333333,1.0,0.20930232558139536,0.6111111111111112,0.011627906976744186,0.11627906976744186,0.3,0.2897959183673469,0.30434782608695654,0.441917695473251,0.4455131578947368,0.4438452380952381,0.13454545454545455,0.14859437751004015,0.09937888198757763,0.43478260869565216,11.805022831050225,27.111538461538466,0.3398843930635838,35.0,1.0,12.0,8.0,9.0,,4.0,10.0,3.0,4.0,1.0,,0.0365296803652968,0.06666666666666667,0.03076923076923077,,0.03508771929824561,0.5384615384615384,0.5555555555555556,0.2857142857142857,,1.0,1.0,0.038461538461538464,0.041666666666666664,,1.0,0.027522935779816515,,,7.0,,,,True,,,,
2343,1610612747,Joe Crispin,Joe Crispin,2343,LAL,711.0,12,-5,24,24,22,12,2,48,1.0,2.0,,,1.0,2.0,1.0,2.0,3.0,,,,,,,2.0,,,,2.0,3.0,6.0,,2.0,4.0,10.0,27,2.0,2.0,,,,4.0,3.0,6.0,,2.0,2.0,8.0,6.0,,,,,2.0,,1,,1,,,,1.0,2,,,,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,,,,5.0,,1.0,1.0,,,,,,8.0,22,,1.0,1.0,,,,,,0.5,1.0,0.5,0.375,1.0,0.375,0.45,1.0,0.3888888888888889,0.25,42.30769230769231,1.0,,0.08333333333333333,,,,0.07692307692307693,,,,,,,,,0.09090909090909091,,,,0.25,0.5,0.5,1.0,0.125,0.375,0.6666666666666666,0.6666666666666666,1.0,,,,,0.25,,,,,,,,,,,,0.25,0.5,,0.25,,0.5,,0.44683124999999996,0.4355,0.44683124999999996,0.1111111111111111,0.14285714285714285,0.4,0.8,10.566666666666668,26.45,0.9166666666666666,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,True,,,,
