EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3Assists,Technical Free Throw Trips,LongMidRangePctBlocked,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,HeaveAttempts,BlockedCorner3,OffensiveGoaltends,on,Clear Path Fouls,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,HeaveMakes
1502,1610612744,Adonal Foyle,Adonal Foyle,1502,GSW,37641.0,627,-59.0,1201,1224,411,421,190,2425,39,68,16.0,34.0,5.0,15.0,30.0,65.0,3.0,9.0,72,142,20.0,164,1259,24.0,49.0,5.0,53.0,6,31,10.0,22,80.0,64.0,36.0,10.0,10,2.0,12,2.0,6.0,1.0,3.0,26,15.0,49.0,2.0,20.0,72.0,8.0,100.0,66.0,166.0,14.0,19.0,15.0,4.0,17,4.0,11.0,19.0,2.0,6.0,2.0,36,3.0,7.0,59.0,84,7.0,6.0,56.0,6.0,18.0,13.0,74.0,1.0,1.0,35.0,3.0,36.0,75.0,49.0,1.0,5.0,1.0,22,411,4.0,0.5555555555555556,0.7407407407407407,0.5070422535211268,0.4897959183673469,0.1935483870967742,0.5070422535211268,0.4897959183673469,0.1935483870967742,0.49101796407185627,0.49074074074074076,0.22916666666666666,0.07042253521126761,0.08823529411764706,0.06153846153846154,14.215686274509805,0.4722222222222222,0.2857142857142857,0.03278688524590164,0.1460446247464503,0.10251046025104603,0.15625,0.13274336283185842,0.14814814814814814,0.10829103214890017,0.11486486486486487,0.1125,0.08235294117647059,0.1590909090909091,0.04,0.16058394160583941,0.13068181818181818,0.15,0.15463917525773196,0.16129032258064516,0.23333333333333334,0.6533333333333333,0.4788732394366197,0.5735294117647058,0.6290322580645161,0.48717948717948717,0.45774647887323944,0.46153846153846156,0.4918032786885246,0.6,0.06338028169014084,0.3333333333333333,0.3333333333333333,1.0,0.6938775510204082,0.47058823529411764,0.0625,0.4838709677419355,0.3333333333333333,0.4788732394366197,0.4747352112676056,0.5357421052631579,0.46879677419354837,0.11688311688311688,0.11688311688311688,0.3231707317073171,0.13414634146341464,4.525352112676057,0.34221482098251454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1504,1610612744,Danny Fortson,Danny Fortson,1504,GSW,42078.0,701,-59.0,1384,1377,577,569,221,2761,43,92,22.0,47.0,17.0,37.0,19.0,70.0,32.0,90.0,94,252,95.0,283,1517,27.0,70.0,24.0,78.0,33,99,57.0,123,102.0,86.0,38.0,27.0,26,4.0,30,3.0,19.0,4.0,3.0,64,10.0,73.0,12.0,24.0,143.0,14.0,181.0,95.0,276.0,16.0,15.0,11.0,4.0,20,7.0,14.0,27.0,,6.0,7.0,47,10.0,18.0,23.0,75,19.0,6.0,121.0,9.0,43.0,20.0,3.0,,,1.0,,2.0,3.0,2.0,,4.0,7.0,123,577,14.0,0.5425531914893617,0.68,0.373015873015873,0.38571428571428573,0.3333333333333333,0.373015873015873,0.38571428571428573,0.3333333333333333,0.45751633986928103,0.4588235294117647,0.4583333333333333,0.10714285714285714,0.17391304347826086,0.14285714285714285,21.024419297200716,0.425531914893617,0.4375,0.16901408450704225,0.2803921568627451,0.12351945854483926,0.1875,0.0970873786407767,0.2617554858934169,0.11959654178674352,0.1534090909090909,0.14957264957264957,0.06077348066298342,0.11363636363636363,,0.2846715328467153,0.3220338983050847,0.23979591836734693,0.19148936170212766,0.17647058823529413,0.12307692307692308,0.6666666666666666,0.36507936507936506,0.4673913043478261,0.5657894736842105,0.32558139534883723,0.2777777777777778,0.2714285714285714,0.31666666666666665,0.5263157894736842,0.35714285714285715,0.35555555555555557,0.3595505617977528,0.84375,0.6714285714285714,0.46808510638297873,0.09090909090909091,0.37373737373737376,0.4594594594594595,0.36507936507936506,0.44239682539682545,0.49291969696969695,0.4341272727272728,0.15034965034965034,0.15034965034965034,0.2756183745583039,0.43462897526501765,8.72936507936508,0.41690751445086704,1.0,4.0,0.011111111111111112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
168,1610612744,Chris Mills,Chris Mills,168,GSW,46821.0,780,-61.0,1479,1476,410,391,237,2955,26,39,12.0,19.0,8.0,9.0,17.0,48.0,43.0,106.0,86,193,52.0,311,1560,14.0,33.0,9.0,43.0,15,40,17.0,74,128.0,44.0,16.0,9.0,28,10.0,38,4.0,16.0,4.0,8.0,86,3.0,23.0,,22.0,64.0,3.0,89.0,26.0,115.0,5.0,17.0,10.0,7.0,20,3.0,10.0,14.0,2.0,10.0,4.0,34,3.0,8.0,28.0,78,5.0,3.0,67.0,4.0,21.0,6.0,6.0,,,1.0,,5.0,6.0,4.0,,,,74,410,13.0,0.7441860465116279,0.8205128205128205,0.44559585492227977,0.42424242424242425,0.375,0.4726277372262774,0.4358974358974359,0.4672131147540984,0.5016835016835017,0.47674418604651164,0.5140845070422535,0.046632124352331605,0.07692307692307693,0.08333333333333333,18.70056497175141,0.5882352941176471,0.06976744186046512,,0.12237093690248566,0.039792387543252594,0.15827338129496402,0.02,0.1299093655589124,0.03571428571428571,0.0440251572327044,0.05970149253731343,0.01834862385321101,0.017699115044247787,0.02702702702702703,0.08633093525179857,0.10869565217391304,0.16,0.16363636363636364,0.13793103448275862,0.034013605442176874,0.6666666666666666,0.14233576642335766,0.6666666666666666,0.7222222222222222,0.5384615384615384,0.17518248175182483,0.3541666666666667,0.38636363636363635,0.6470588235294118,0.38686131386861317,0.4056603773584906,0.41346153846153844,0.9069767441860465,0.48717948717948717,0.631578947368421,0.25,0.14754098360655737,0.8888888888888888,0.43795620437956206,0.4564935897435897,0.5096058823529411,0.4535908333333333,0.07560137457044673,0.1,0.1382636655948553,0.2379421221864952,11.817616580310878,0.2772143340094659,6.0,16.0,0.018867924528301886,10.0,32.0,1.0,1.0,4.0,7.0,19.0,49.0,1.0,5.0,5.0,14.0,29.0,81.0,2.0,6.0,9.0,21.0,81.0,6.0,49.0,19.0,1.0,1.0,0.9310344827586207,0.35802469135802467,0.3333333333333333,0.42857142857142855,0.35802469135802467,0.2956204379562044,0.11678832116788321,0.3125,0.3125,0.9,0.17883211678832117,0.3877551020408163,0.3877551020408163,0.9473684210526315,0.02564102564102564,1.0,1.0,0.1282051282051282,0.2,1.0,0.11475409836065574,0.5714285714285714,0.22950819672131148,0.35714285714285715,0.3877551020408163,0.012345679012345678,24.713580246913583,,,,True,,,,,,
1716,1610612744,Larry Hughes,Larry Hughes,1716,GSW,43075.0,718,-129.0,1440,1440,522,428,244,2880,61,94,9.0,20.0,21.0,32.0,20.0,68.0,32.0,83.0,113,245,73.0,311,1633,14.0,35.0,7.0,38.0,42,76,38.0,125,84.0,142.0,14.0,24.0,74,11.0,85,6.0,38.0,22.0,14.0,181,1.0,26.0,3.0,14.0,40.0,2.0,56.0,30.0,86.0,4.0,40.0,23.0,17.0,33,6.0,19.0,22.0,5.0,14.0,3.0,55,4.0,16.0,16.0,48,2.0,6.0,98.0,7.0,42.0,9.0,7.0,1.0,1.0,1.0,6.0,,8.0,4.0,,,,125,522,10.0,0.37168141592920356,0.39622641509433965,0.46122448979591835,0.4,0.5526315789473685,0.43272727272727274,0.3522727272727273,0.4943181818181818,0.4827586206896552,0.40425531914893614,0.5491071428571429,0.09795918367346938,0.1276595744680851,0.17647058823529413,21.420389461626574,0.6,0.05128205128205128,0.0379746835443038,0.07575757575757576,0.04220779220779221,0.11023622047244094,0.009345794392523364,0.08244274809160305,0.03734439834024896,0.05952380952380952,0.04219409282700422,0.02843601895734597,,0.047619047619047616,0.07792207792207792,0.09876543209876543,0.05660377358490566,0.11578947368421053,0.09375,0.030534351145038167,0.5,0.3418181818181818,0.648936170212766,0.7439024390243902,0.3114754098360656,0.24727272727272728,0.29411764705882354,0.35714285714285715,0.35,0.3018181818181818,0.3855421686746988,0.3855421686746988,0.5,0.45454545454545453,0.45,0.1111111111111111,0.36363636363636365,0.65625,0.4509090909090909,0.484115625,0.4776837499999999,0.4788400000000001,0.13548387096774195,0.15,0.12218649517684887,0.40192926045016075,8.640408163265306,0.3625,5.0,3.0,,2.0,5.0,1.0,2.0,1.0,1.0,2.0,25.0,,7.0,,11.0,4.0,30.0,1.0,9.0,1.0,12.0,12.0,,22.0,2.0,,,1.0,0.13333333333333333,0.1111111111111111,0.08333333333333333,0.14814814814814814,0.10909090909090909,0.01818181818181818,0.4,0.4,1.0,0.09090909090909091,0.08,0.08,1.0,0.045454545454545456,0.5,1.0,0.1590909090909091,,,0.011363636363636364,1.0,0.125,,0.09090909090909091,,26.95333333333333,3.0,,,True,,,,,,
682,1610612744,Bob Sura,Bob Sura,682,GSW,107021.0,1784,-165.0,3491,3495,1245,1237,527,6986,173,292,27.0,46.0,53.0,104.0,20.0,99.0,15.0,66.0,208,457,236.0,778,3762,29.0,65.0,17.0,90.0,65,165,113.0,282,144.0,272.0,40.0,42.0,230,45.0,275,35.0,108.0,42.0,80.0,595,15.0,71.0,3.0,43.0,123.0,1.0,167.0,89.0,256.0,12.0,88.0,53.0,35.0,69,19.0,44.0,64.0,21.0,25.0,2.0,133,8.0,36.0,59.0,160,6.0,13.0,328.0,17.0,128.0,43.0,17.0,,,5.0,3.0,9.0,17.0,8.0,,,,282,1245,25.0,0.34615384615384615,0.3829787234042553,0.4551422319474836,0.4461538461538462,0.3939393939393939,0.45932203389830506,0.49324324324324326,0.41625615763546797,0.5221476510067115,0.5357142857142857,0.5,0.09190371991247265,0.07534246575342465,0.1717171717171717,21.11218103033221,0.518796992481203,0.009900990099009901,0.01675977653631285,0.09490740740740741,0.05089605734767025,0.1235632183908046,0.05084745762711865,0.10097323600973236,0.05088757396449704,0.05343511450381679,0.04930966469428008,0.050505050505050504,0.04680851063829787,0.06666666666666667,0.07624633431085044,0.0706401766004415,0.1294820717131474,0.11406844106463879,0.15294117647058825,0.041666666666666664,0.47058823529411764,0.49491525423728816,0.5924657534246576,0.6407407407407407,0.37572254335260113,0.16779661016949152,0.20202020202020202,0.24390243902439024,0.05,0.11186440677966102,0.22727272727272727,0.23809523809523808,0.4,0.6216216216216216,0.5869565217391305,0.2222222222222222,0.5123152709359606,0.5096153846153846,0.7203389830508474,0.5239659863945578,0.49730000000000013,0.5041910891089112,0.18376068376068377,0.22535211267605634,0.11568123393316196,0.36246786632390743,4.442450765864333,0.3566313377255801,10.0,,0.045454545454545456,15.0,26.0,2.0,2.0,6.0,9.0,27.0,107.0,3.0,7.0,7.0,29.0,42.0,133.0,5.0,9.0,13.0,38.0,93.0,33.0,105.0,27.0,,1.0,0.7380952380952381,0.3157894736842105,0.5555555555555556,0.34210526315789475,0.32061068702290074,0.22542372881355932,0.04406779661016949,0.5769230769230769,0.5769230769230769,0.9333333333333333,0.18135593220338983,0.2523364485981308,0.2523364485981308,0.6296296296296297,0.02702702702702703,1.0,1.0,0.0945945945945946,0.42857142857142855,1.0,0.04433497536945813,0.6666666666666666,0.14285714285714285,0.2413793103448276,0.2571428571428571,0.007462686567164179,25.626315789473693,2.0,,,True,,,,,,
2202,1610612744,Jason Richardson,Jason Richardson,2202,GSW,41711.0,695,3.0,1390,1396,593,640,202,2786,54,77,10.0,19.0,19.0,33.0,19.0,53.0,27.0,69.0,100,199,49.0,312,1512,13.0,26.0,3.0,41.0,41,80,31.0,140,88.0,112.0,20.0,11.0,43,6.0,49,5.0,16.0,10.0,17.0,104,5.0,25.0,1.0,10.0,36.0,4.0,50.0,31.0,81.0,2.0,25.0,18.0,7.0,20,3.0,10.0,16.0,,10.0,1.0,36,3.0,16.0,19.0,58,2.0,10.0,73.0,5.0,28.0,11.0,7.0,,,4.0,,3.0,7.0,4.0,,,,140,593,21.0,0.44,0.4888888888888889,0.5025125628140703,0.5,0.5125,0.4834558823529412,0.5428571428571428,0.4823008849557522,0.5098039215686274,0.5394736842105263,0.5223880597014925,0.05527638190954774,0.03896103896103896,0.1320754716981132,20.930232558139537,0.5555555555555556,0.09302325581395349,0.013333333333333334,0.07017543859649122,0.04970178926441352,0.06329113924050633,0.035211267605633804,0.06855439642324888,0.046511627906976744,0.06802721088435375,0.049723756906077346,0.03428571428571429,0.041666666666666664,,0.07142857142857142,0.059782608695652176,0.07936507936507936,0.05,0.10526315789473684,0.014705882352941176,0.5714285714285714,0.28308823529411764,0.7012987012987013,0.7297297297297297,0.4444444444444444,0.1948529411764706,0.3584905660377358,0.41304347826086957,0.3157894736842105,0.2536764705882353,0.391304347826087,0.39705882352941174,0.5185185185185185,0.5428571428571428,0.5263157894736842,,0.2920353982300885,0.5757575757575758,0.5514705882352942,0.48007490706319683,0.5143016666666667,0.4754018181818182,0.09491525423728814,0.12612612612612611,0.13141025641025642,0.44871794871794873,8.527135678391957,0.4266187050359712,1.0,,0.014492753623188406,2.0,10.0,,2.0,1.0,5.0,19.0,63.0,4.0,7.0,8.0,28.0,21.0,73.0,4.0,9.0,9.0,33.0,51.0,12.0,60.0,19.0,,,0.8095238095238095,0.2876712328767123,0.4444444444444444,0.2727272727272727,0.3,0.26838235294117646,0.03676470588235294,0.2,0.2,1.0,0.23161764705882354,0.30158730158730157,0.30158730158730157,0.7894736842105263,0.05714285714285714,,,0.2,0.5714285714285714,1.0,0.04424778761061947,0.2,0.24778761061946902,0.2857142857142857,0.31666666666666665,,26.069863013698637,3.0,,,True,,,,,,
2240,1610612744,Gilbert Arenas,Gilbert Arenas,2240,GSW,20034.0,334,18.0,689,689,305,322,93,1378,15,28,5.0,6.0,5.0,13.0,2.0,7.0,14.0,26.0,31,61,39.0,134,718,6.0,8.0,6.0,21.0,16,29,19.0,63,26.0,36.0,10.0,8.0,26,12.0,38,5.0,14.0,6.0,6.0,88,,11.0,,6.0,14.0,,20.0,11.0,31.0,1.0,15.0,11.0,4.0,17,1.0,12.0,6.0,1.0,5.0,,23,3.0,10.0,12.0,43,1.0,2.0,46.0,3.0,15.0,5.0,6.0,1.0,1.0,1.0,1.0,4.0,7.0,2.0,,,,63,305,16.0,0.41935483870967744,0.5,0.5081967213114754,0.75,0.5517241379310345,0.521978021978022,0.75,0.5238095238095238,0.591743119266055,0.8076923076923077,0.5961538461538461,0.13114754098360656,0.14285714285714285,0.5714285714285714,16.216216216216214,0.7391304347826086,,,0.0546875,0.04263565891472868,0.06896551724137931,,0.05830903790087463,0.03374233128834356,0.03409090909090909,0.05319148936170213,0.039473684210526314,,,0.06557377049180328,0.043478260869565216,0.0625,0.07462686567164178,0.05,0.025,0.2857142857142857,0.3076923076923077,0.5357142857142857,0.625,0.3333333333333333,0.07692307692307693,0.2857142857142857,0.6666666666666666,0.5,0.2857142857142857,0.5384615384615384,0.5384615384615384,0.5,0.6,0.8333333333333334,,0.30952380952380953,0.38461538461538464,0.6373626373626373,0.5095038888888888,0.5191944444444444,0.4965829268292682,0.15384615384615385,0.2054794520547945,0.15671641791044777,0.4701492537313433,9.131147540983607,0.4426705370101596,7.0,6.0,,1.0,2.0,,,,1.0,10.0,28.0,1.0,2.0,4.0,12.0,11.0,30.0,1.0,2.0,4.0,13.0,30.0,3.0,27.0,10.0,,1.0,0.9090909090909091,0.36666666666666664,0.5,0.3076923076923077,0.3793103448275862,0.32967032967032966,0.02197802197802198,0.5,0.5,1.0,0.3076923076923077,0.35714285714285715,0.35714285714285715,0.9,,,,0.2,0.5,1.0,0.023809523809523808,,0.2857142857142857,0.3333333333333333,0.37037037037037035,0.03225806451612903,25.676666666666666,1.0,,,True,,,,,,
302,1610612744,Mookie Blaylock,Mookie Blaylock,302,GSW,22878.0,381,-58.0,710,716,195,224,94,1426,7,10,,,,,1.0,6.0,13.0,42.0,21,58,2.0,80,725,,2.0,,,3,10,1.0,16,12.0,30.0,,2.0,67,7.0,74,5.0,25.0,13.0,29.0,155,1.0,3.0,,8.0,19.0,,27.0,4.0,31.0,,16.0,10.0,6.0,11,6.0,7.0,9.0,3.0,4.0,,20,2.0,5.0,9.0,15,,,4.0,1.0,1.0,1.0,4.0,,,1.0,,3.0,4.0,1.0,,,,16,195,1.0,0.2857142857142857,0.2857142857142857,0.3620689655172414,,0.3,0.45348837209302323,,0.39473684210526316,0.45977011494252873,,0.4,0.034482758620689655,0.1,,12.90711700844391,0.55,,,0.07364341085271318,0.010752688172043012,0.12307692307692308,0.02040816326530612,0.08359133126934984,0.012195121951219513,0.03571428571428571,,,0.030303030303030304,,0.06451612903225806,0.023529411764705882,0.11711711711711711,0.12962962962962962,0.09090909090909091,,0.25,0.11627906976744186,0.7,0.7777777777777778,0.14285714285714285,0.06976744186046512,0.16666666666666666,0.16666666666666666,,0.4883720930232558,0.30952380952380953,0.3170731707317073,0.38461538461538464,,,,,,0.4418604651162791,0.4654005952380952,0.3739,0.4496421052631579,0.011627906976744186,0.017241379310344827,,0.2,14.305172413793104,0.2746478873239437,2.0,,0.023809523809523808,4.0,10.0,,,,2.0,8.0,18.0,,1.0,3.0,7.0,12.0,28.0,,1.0,3.0,9.0,30.0,6.0,17.0,8.0,,,0.8333333333333334,0.42857142857142855,,0.3333333333333333,0.4444444444444444,0.32558139534883723,0.11627906976744186,0.4,0.4,1.0,0.20930232558139536,0.4444444444444444,0.4444444444444444,0.75,,,,0.3333333333333333,,,0.10526315789473684,,0.3684210526315789,0.42857142857142855,0.47058823529411764,,26.467857142857145,1.0,,,True,,,,,,
1712,1610612744,Antawn Jamison,Antawn Jamison,1712,GSW,68502.0,1142,-130.0,2288,2285,1002,1009,342,4573,109,164,29.0,48.0,51.0,80.0,63.0,171.0,26.0,102.0,198,437,142.0,610,2524,38.0,74.0,24.0,109.0,84,182,105.0,294,274.0,122.0,56.0,39.0,43,12.0,55,8.0,22.0,6.0,15.0,122,8.0,69.0,3.0,32.0,96.0,9.0,137.0,80.0,217.0,13.0,31.0,18.0,13.0,39,2.0,18.0,24.0,4.0,21.0,7.0,63,5.0,25.0,35.0,79,5.0,7.0,187.0,14.0,60.0,36.0,19.0,1.0,1.0,8.0,2.0,9.0,20.0,9.0,,1.0,2.0,294,1002,18.0,0.6919191919191919,0.8058823529411765,0.45308924485125857,0.5135135135135135,0.46153846153846156,0.46062992125984253,0.5448717948717948,0.42954545454545456,0.5143581081081081,0.5797872340425532,0.5195035460992907,0.08924485125858124,0.07317073170731707,0.13450292397660818,23.982398239823983,0.6190476190476191,0.12857142857142856,0.024793388429752067,0.1128084606345476,0.07395498392282958,0.14035087719298245,0.044444444444444446,0.11862835959221502,0.06918238993710692,0.10507246376811594,0.061452513966480445,0.06020066889632107,0.0457516339869281,0.037037037037037035,0.08333333333333333,0.14381270903010032,0.10493827160493827,0.1437125748502994,0.13114754098360656,0.05371900826446281,0.45,0.3228346456692913,0.6646341463414634,0.7171052631578947,0.6605504587155964,0.33661417322834647,0.3684210526315789,0.42567567567567566,0.6507936507936508,0.20078740157480315,0.2549019607843137,0.2653061224489796,0.9230769230769231,0.6153846153846154,0.6041666666666666,0.06896551724137931,0.36363636363636365,0.6375,0.4625984251968504,0.475501185770751,0.5082463768115941,0.48625527522935763,0.11151079136690648,0.12422360248447205,0.17868852459016393,0.4819672131147541,7.346910755148741,0.4379370629370629,4.0,4.0,0.0392156862745098,7.0,15.0,1.0,1.0,5.0,10.0,17.0,56.0,2.0,3.0,2.0,28.0,24.0,71.0,3.0,4.0,7.0,38.0,72.0,,54.0,17.0,,2.0,1.0,0.3380281690140845,0.75,0.18421052631578946,0.34782608695652173,0.13976377952755906,0.02952755905511811,0.4666666666666667,0.4666666666666667,1.0,0.11023622047244094,0.30357142857142855,0.30357142857142855,1.0,0.01282051282051282,1.0,1.0,0.038461538461538464,0.6666666666666666,1.0,0.045454545454545456,0.5,0.12727272727272726,0.07142857142857142,0.3148148148148148,0.0273972602739726,25.922535211267604,2.0,,,True,,,,,,
2211,1610612744,Troy Murphy,Troy Murphy,2211,GSW,51752.0,863,-94.0,1650,1656,434,450,225,3306,38,64,12.0,25.0,8.0,15.0,15.0,47.0,57.0,147.0,110,258,77.0,297,1756,22.0,49.0,14.0,58.0,30,58,17.0,77,170.0,50.0,12.0,19.0,28,7.0,35,4.0,13.0,6.0,9.0,77,14.0,39.0,4.0,19.0,96.0,24.0,139.0,57.0,196.0,6.0,19.0,16.0,3.0,23,2.0,6.0,29.0,8.0,17.0,4.0,52,6.0,8.0,67.0,144,11.0,13.0,98.0,10.0,45.0,8.0,12.0,1.0,1.0,5.0,2.0,5.0,13.0,5.0,1.0,1.0,1.0,77,434,15.0,0.7727272727272727,0.8173076923076923,0.4263565891472868,0.4489795918367347,0.5172413793103449,0.421455938697318,0.4489795918367347,0.5,0.48519736842105265,0.5,0.5347222222222222,0.07364341085271318,0.1875,0.0851063829787234,18.512740509620386,0.4423076923076923,0.42105263157894735,0.05333333333333334,0.16080402010050251,0.06055900621118013,0.1111111111111111,0.10687022900763359,0.14973958333333334,0.06838709677419355,0.10365853658536585,0.056338028169014086,0.03745318352059925,0.10416666666666667,0.11428571428571428,0.16216216216216217,0.16346153846153846,0.15767634854771784,0.09302325581395349,0.16666666666666666,0.046511627906976744,0.38461538461538464,0.24521072796934865,0.59375,0.7307692307692307,0.5526315789473685,0.18007662835249041,0.3191489361702128,0.3488372093023256,0.6,0.5632183908045977,0.3877551020408163,0.3958333333333333,0.9649122807017544,0.5102040816326531,0.48,0.25,0.25,0.5333333333333333,0.2567049808429119,0.4367199999999999,0.4763934782608697,0.42987542372881354,0.15202702702702703,0.15358361774744028,0.19528619528619529,0.25925925925925924,11.943023255813955,0.263030303030303,3.0,2.0,0.02040816326530612,,,,,,,,3.0,,,,2.0,,3.0,,,,2.0,,,2.0,,,,,,,,,0.011494252873563218,,,,,0.011494252873563218,,,,,,,,,,,,0.03333333333333333,,,,39.43333333333333,1.0,,,True,,,,,,
