EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Corner3FGM,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,FtPoints,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,NonHeaveArc3FGA,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,LiveBallTurnoverPct,DefAtRimReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,PenaltyCorner3FGA,Arc3FGM,NonHeaveArc3FGM,ThreePtAssists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DefFTReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,NonHeaveArc3Accuracy,Fg2aBlocked,DefThreePtRebounds,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,AtRimPctBlocked,DefThreePtReboundPct,DefCorner3ReboundPct,PenaltyAtRimFGM,PenaltyAtRimFGA,Offensive Fouls,DefensiveGoaltends,DefShortMidRangeReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Arc3Assists,SecondChanceAtRimFGA,SecondChanceFG2A,OffTwoPtRebounds,OffRebounds,SelfOReb,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,SecondChanceCorner3FGA,SecondChanceFG3A,SecondChanceCorner3Frequency,on,SecondChanceAtRimFGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,OffThreePtRebounds,FTOffRebounds,Travels,SecondChanceTurnovers,2pt And 1 Free Throw Trips,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,PenaltyCorner3Accuracy,SecondChancePointsPct,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,Clear Path Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,OffensiveGoaltends,LongMidRangePctBlocked,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,Corner3PctBlocked
1032,1610612749,Darvin Ham,Darvin Ham,1032,MIL,943.0,16,-7,34,35,17.0,25,2.0,69,2.0,2.0,2.0,2.0,1.0,4.0,5.0,8.0,37,1.0,2.0,2.0,6.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,17.0,0.75,0.75,0.8,0.5,0.8,0.5,0.8,0.5,13.88888888888889,0.09090909090909091,0.08333333333333333,0.2,0.4,1.0,1.0,1.0,0.4,1.0,1.0,0.5,0.2,0.4,0.4203200000000001,0.2508,0.25,6.12,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,1610612749,Anthony Mason,Anthony Mason,193,MIL,91.0,2,1,4,4,4.0,4,,8,,,,,,,,,2,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,1610612749,Michael Redd,Michael Redd,2072,MIL,1274.0,21,-11,45,48,27.0,38,2.0,93,,,1.0,1.0,2.0,2.0,3.0,13.0,51,2.0,2.0,8.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,,,8.0,27.0,0.5,0.5,0.6666666666666666,1.0,0.7,0.6666666666666666,0.8125,0.8,23.404255319148938,0.1875,0.17647058823529413,0.14285714285714285,,,,,0.2,1.0,1.0,,0.4,0.4,0.43737999999999994,0.4007833333333333,0.6153846153846154,14.666666666666666,0.6,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,6.0,2.0,1.0,1.0,0.5,0.5,0.4,0.6666666666666666,0.2857142857142857,0.5,0.5,1.0,0.2,1.0,1.0,1.0,0.2,0.3333333333333333,0.2857142857142857,0.4,25.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1610612749,Greg Anthony,Greg Anthony,21,MIL,1347.0,22,-8,49,51,32.0,32,4.0,100,,1.0,,,2.0,1.0,3.0,6.0,51,,1.0,1.0,,2.0,3.0,4.0,1.0,9.0,1.0,2.0,2.0,1.0,1.0,1.0,32.0,,,0.3333333333333333,,0.5,,0.5,0.16666666666666666,15.094339622641508,0.05555555555555555,0.05263157894736842,0.1111111111111111,0.2,,,,,,,,0.4,0.6,0.44942000000000004,0.4295,0.16666666666666666,13.700000000000001,0.6530612244897959,1.0,,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,3.0,1.0,,,2.0,1.0,,2.0,2.0,2.0,,1.0,1.0,0.5,0.5,0.4,,,0.5,0.5,,0.2,,,,0.2,,,,24.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.25,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,1610612749,Greg Foster,Greg Foster,323,MIL,1501.0,25,-11,54,57,36.0,38,4.0,111,,1.0,1.0,2.0,2.0,2.0,5.0,7.0,58,1.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,8.0,8.0,2.0,4.0,5.0,36.0,0.5,0.5,0.4,1.0,0.2222222222222222,0.25,0.3181818181818182,0.4166666666666667,18.965517241379313,0.2,0.23809523809523808,0.2,0.1111111111111111,,,,0.2222222222222222,0.5,0.5,1.0,0.2222222222222222,0.5555555555555556,0.4552,0.4919375,0.7142857142857143,11.58,0.6666666666666666,1.0,,2.0,2.0,1.0,,4.0,3.0,3.0,3.0,,2.0,,,,,,,,4.0,,2.0,,,,0.4444444444444444,,0.2857142857142857,0.5,0.5,,0.2222222222222222,,,,0.2222222222222222,0.25,,,24.75,2.0,,,,,,,3.0,,,,,0.75,,,,0.5,,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2038,1610612749,Joel Przybilla,Joel Przybilla,2038,MIL,709.0,12,-5,24,26,18.0,10,2.0,50,1.0,1.0,,,,1.0,1.0,3.0,26,1.0,1.0,3.0,2.0,,1.0,1.0,,2.0,2.0,2.0,2.0,1.0,2.0,3.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,11.538461538461538,0.18181818181818182,0.18181818181818182,0.2,1.0,1.0,1.0,1.0,,,,,,1.0,0.5927,0.5927,1.0,,0.75,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,1610612749,Sam Cassell,Sam Cassell,208,MIL,101.0,2,3,3,4,,4,,7,1.0,1.0,,,,1.0,1.0,2.0,2,,,,2.0,,,1.0,,3.0,,,,,,,,1.0,1.0,1.0,,1.0,,1.0,,33.333333333333336,,,,1.0,1.0,1.0,1.0,,,,,,1.0,0.8603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,1610612749,Glenn Robinson,Glenn Robinson,299,MIL,191.0,3,-1,7,7,5.0,4,,14,,,,,,,,2.0,7,,,2.0,,,,,,,1.0,1.0,1.0,,,2.0,5.0,,,,,,,1.0,1.0,14.285714285714285,0.3333333333333333,0.3333333333333333,0.5,,,,,,,,,,,,,1.0,,0.7142857142857143,,,,,,,,2.0,,2.0,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,1610612749,Ervin Johnson,Ervin Johnson,911,MIL,113.0,2,-5,5,5,5.0,5,,10,,,,,,,,,8,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,1610612749,Mark Pope,Mark Pope,998,MIL,546.0,9,-2,21,21,15.0,12,4.0,42,,4.0,,1.0,2.0,1.0,7.0,2.0,20,1.0,6.0,2.0,2.0,,,,,,,,4.0,,1.0,2.0,15.0,1.0,1.0,0.14285714285714285,0.16666666666666666,0.125,0.16666666666666666,0.125,0.16666666666666666,36.0,,,,0.5,,,,0.125,,,,0.25,0.625,0.49849375,0.46385000000000004,1.0,7.1000000000000005,0.7142857142857143,1.0,,1.0,,,,1.0,,,,,,,,1.0,,,1.0,1.0,,,,,,,0.125,,,0.5,0.5,1.0,0.125,,,,,,,,22.9,,,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,0.14285714285714285,0.25,,,,3.0,,,,0.5,,,2.0,2.0,4.0,4.0,2.0,0.4444444444444444,0.36363636363636365,0.5,0.5,0.3333333333333333,1.0,0.6654,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
