EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,FtPoints,Points,OpponentPoints,PenaltyFtPoints,PenaltyPoints,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,OffRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,TsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,OffFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,PenaltyPointsPct,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,PenaltyFG2M,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,ShortMidRangeAssists,DefTwoPtRebounds,DefRebounds,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyAtRimFGM,SecondChanceFG2A,LongMidRangeAssists,DefThreePtRebounds,ShootingFouls,DefThreePtReboundPct,DefArc3ReboundPct,LongMidRangePctAssisted,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChancePoints,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,FTDefRebounds,Loose Ball Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,DefFTReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,NonHeaveArc3Accuracy,SecondChancePointsPct,Avg3ptShotDistance,PenaltyArc3FGA,PenaltyFG3A,BadPassTurnovers,BlockedShortMidRange,3SecondViolations,OffAtRimReboundPct,PenaltyArc3Frequency,ThreePtAssists,Corner3Assists,BadPassOutOfBoundsTurnovers,SecondChanceAtRimPctAssisted,OffThreePtRebounds,SelfOReb,OffThreePtReboundPct,OffArc3ReboundPct,SelfORebPct,HeaveAttempts,Arc3Assists,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,Blocked3s,BlockedArc3,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,Travels,on,PenaltyCorner3FGA,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG3M,ThreePtShootingFoulsDrawn,BlockedLongMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyFg3Pct,OffCorner3ReboundPct,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Clear Path Fouls,LongMidRangePctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffensiveGoaltends,BlockedCorner3
124,1610612758,Vlade Divac,Vlade Divac,124,SAC,294.0,5,-2.0,10,10,10.0,10.0,2.0,20,1.0,1.0,13,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,10.0,0.5,0.5,15.384615384615383,1.0,1.0,0.4,0.4,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,1610612758,Bobby Jackson,Bobby Jackson,1517,SAC,1999.0,33,10.0,69,68,33.0,27.0,2.0,137,3.0,13.0,58,,2.0,4.0,4.0,3.0,8.0,,,,3.0,,,4.0,,2.0,4.0,,2.0,33.0,0.375,0.125,28.169014084507044,,,,,,0.1538461538461538,0.4782608695652174,2.0,3.0,1.0,2.0,3.0,10.0,5.0,15.0,1.0,8.0,2.0,8.0,1.0,1.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.2,0.2,0.3333333333333333,0.125,0.3333333333333333,0.125,0.0666666666666666,0.3333333333333333,0.0909090909090909,0.081081081081081,0.2,0.2,0.6666666666666666,1.0,0.5,0.1333333333333333,0.6666666666666666,0.3,0.3,0.125,0.2,0.4285866666666666,0.3885625,0.125,0.125,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,1610612758,Mike Bibby,Mike Bibby,1710,SAC,692.0,12,,25,24,21.0,13.0,2.0,49,2.0,8.0,23,2.0,8.0,1.0,1.0,,2.0,,,,2.0,,,1.0,,1.0,3.0,,8.0,21.0,0.6666666666666666,0.8,25.0,,,,,,1.0,0.84,1.0,1.0,1.0,,2.0,4.0,3.0,5.0,3.0,4.0,4.0,2.0,,,1.0,2.0,,,,1.0,,3.0,1.0,1.0,,2.0,,0.6666666666666666,0.6666666666666666,0.6,0.75,0.6,0.75,,,0.0714285714285714,0.1333333333333333,0.125,0.2,1.0,1.0,,,0.8,0.5,0.5,0.25,0.2,0.47438,0.492425,0.3333333333333333,0.3333333333333333,16.139999999999997,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.3812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,1610612758,Hedo Turkoglu,Hedo Turkoglu,2045,SAC,2756.0,46,18.0,96,93,50.0,43.0,6.0,189,5.0,28.0,79,5.0,11.0,3.0,3.0,1.0,6.0,,1.0,1.0,8.0,,,2.0,,,6.0,1.0,11.0,50.0,0.7777777777777778,0.6111111111111112,19.41747572815534,,0.1,,,,0.3928571428571428,0.5208333333333334,4.0,4.0,1.0,3.0,1.0,4.0,7.0,11.0,3.0,6.0,6.0,8.0,,,5.0,7.0,5.0,3.0,2.0,2.0,2.0,4.0,,,,2.0,2.0,0.4285714285714285,0.5,0.6363636363636364,0.5,0.7666666666666667,0.5,,,0.1219512195121951,0.1176470588235294,0.1111111111111111,0.2666666666666666,1.0,1.0,0.5,0.2,0.2666666666666666,0.25,0.25,0.1666666666666666,0.5333333333333333,0.5028566666666666,0.4139666666666666,0.1176470588235294,0.1538461538461538,10.018181818181818,1.0,1.0,2.0,1.0,1.0,0.1,,,1.0,0.623,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,4.0,1.0,2.0,9.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.75,0.75,1.0,1.0,1.0,0.2666666666666666,0.2,0.0909090909090909,0.1666666666666666,0.5,1.0,0.6666666666666666,0.6666666666666666,0.5,0.0666666666666666,1.0,1.0,1.0,0.2,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.0714285714285714,24.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074,1610612758,Jabari Smith,Jabari Smith,2074,SAC,4266.0,71,8.0,154,150,80.0,96.0,17.0,304,6.0,18.0,140,4.0,8.0,6.0,6.0,1.0,12.0,1.0,1.0,2.0,14.0,1.0,,2.0,,,12.0,2.0,8.0,80.0,0.3333333333333333,0.3333333333333333,16.477272727272727,0.5,0.0714285714285714,0.0169491525423728,0.0153846153846153,,0.4444444444444444,0.5194805194805194,1.0,2.0,1.0,2.0,4.0,16.0,6.0,20.0,2.0,9.0,10.0,2.0,,1.0,9.0,12.0,2.0,1.0,1.0,1.0,,12.0,,,,4.0,1.0,0.8333333333333334,1.0,0.3,0.2222222222222222,0.2857142857142857,0.2,,,0.1551724137931034,0.1486486486486486,0.1481481481481481,0.0952380952380952,0.5,0.5,1.0,0.0952380952380952,0.7619047619047619,0.25,0.25,0.1,0.1428571428571428,0.409447619047619,0.4273099999999999,0.16,0.1666666666666666,15.64,1.0,2.0,4.0,2.0,8.0,0.125,0.1428571428571428,1.0,1.0,0.42535,,,1.0,,,,1.0,,1.0,2.0,4.0,,2.0,1.0,,1.0,,4.0,1.0,4.0,1.0,,,,1.0,1.0,1.0,0.0476190476190476,0.1,0.2,0.125,,0.25,0.5,0.5,,,,,,0.0476190476190476,,,,,,,0.2222222222222222,25.1,1.0,1.0,1.0,3.0,1.0,0.0666666666666666,0.1,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,1610612758,Peja Stojakovic,Peja Stojakovic,978,SAC,680.0,11,10.0,24,23,13.0,8.0,1.0,47,,4.0,23,,2.0,1.0,2.0,,5.0,,,,,1.0,,2.0,,1.0,,,2.0,13.0,1.0,1.0,15.384615384615383,0.5,,,,,0.5,0.5416666666666666,2.0,2.0,1.0,,,,2.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,1.0,,,,,,,,0.5,0.5,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,0.5,,,,,1.0,1.0,0.5918,0.5829,,,,1.0,1.0,1.0,,,,,,1.0,0.5829,1.0,1.0,,,,,,,,1.0,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,0.5,,,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444,1610612758,Lawrence Funderburke,Lawrence Funderburke,1444,SAC,2055.0,34,12.0,79,76,33.0,39.0,5.0,155,1.0,17.0,56,,8.0,,,,,3.0,1.0,5.0,16.0,1.0,1.0,2.0,,2.0,2.0,,8.0,33.0,0.6071428571428571,0.5,18.6046511627907,0.5,0.2,0.1111111111111111,0.1333333333333333,,0.4705882352941176,0.4177215189873418,2.0,6.0,4.0,1.0,6.0,7.0,8.0,14.0,4.0,8.0,12.0,4.0,,,5.0,11.0,,,,1.0,,3.0,,2.0,,2.0,1.0,0.75,0.75,0.5714285714285714,0.5,0.5714285714285714,0.5,,,0.15625,0.1794871794871795,0.1176470588235294,0.4285714285714285,0.3333333333333333,0.3333333333333333,1.0,0.0714285714285714,0.5,0.8571428571428571,0.8571428571428571,0.5,0.4285714285714285,0.5088214285714285,0.5321375,0.1428571428571428,0.1428571428571428,9.528571428571428,1.0,2.0,,2.0,2.0,0.2857142857142857,0.3333333333333333,0.6666666666666666,0.25,0.55835,,2.0,,,,,,,,,,,,,,4.0,,1.0,1.0,1.0,1.0,,,,,,,,0.6666666666666666,0.1666666666666666,0.2222222222222222,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,0.6,,,,1.0,,1.0,2.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2222,1610612758,Gerald Wallace,Gerald Wallace,2222,SAC,2707.0,45,4.0,100,97,46.0,76.0,14.0,197,2.0,18.0,89,1.0,9.0,2.0,3.0,1.0,7.0,4.0,,4.0,7.0,1.0,1.0,2.0,1.0,2.0,8.0,,9.0,46.0,0.391304347826087,0.45,21.186440677966104,0.5,,0.1,0.0869565217391304,,0.5,0.46,5.0,10.0,4.0,4.0,2.0,3.0,8.0,17.0,4.0,6.0,10.0,6.0,2.0,,2.0,3.0,3.0,1.0,2.0,1.0,,5.0,1.0,,,4.0,2.0,0.625,0.8333333333333334,0.4705882352941176,0.6666666666666666,0.4210526315789473,0.5,0.1176470588235294,0.1,0.0625,0.0652173913043478,0.1176470588235294,0.5263157894736842,0.5,0.5555555555555556,0.6,0.2105263157894736,0.1578947368421052,0.6666666666666666,0.6666666666666666,0.5,0.631578947368421,0.5072944444444444,0.5451285714285714,0.1739130434782608,0.1904761904761904,5.129411764705882,3.0,4.0,1.0,1.0,2.0,0.0714285714285714,0.0833333333333333,0.5,0.75,0.601925,2.0,4.0,1.0,,,,2.0,,2.0,2.0,4.0,,4.0,1.0,,,,,,,,,,,0.5,0.5,0.5,0.1052631578947368,,,,,,0.25,0.3333333333333333,1.0,,,,,0.1052631578947368,,,,1.0,0.5,,0.2222222222222222,34.35,2.0,2.0,,,,0.1428571428571428,0.25,1.0,,,,,1.0,,,0.125,1.0,1.0,0.25,0.2222222222222222,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,1610612758,Doug Christie,Doug Christie,57,SAC,435.0,7,-6.0,15,14,10.0,7.0,1.0,29,1.0,1.0,18,1.0,1.0,2.0,2.0,1.0,4.0,,,,1.0,,,,,,1.0,,1.0,10.0,,,6.25,,,,,,1.0,0.6666666666666666,,,,1.0,,,,1.0,,1.0,,,1.0,1.0,,1.0,,,,,,2.0,,,1.0,,,,,,,,,1.0,,,0.3333333333333333,,,,,,1.0,,,,,,0.3668,0.3668,,,11.9,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,1610612758,Brent Price,Brent Price,85,SAC,2087.0,35,-10.0,79,78,46.0,70.0,14.0,157,3.0,20.0,79,2.0,10.0,4.0,5.0,1.0,11.0,4.0,,4.0,5.0,1.0,,2.0,1.0,2.0,5.0,1.0,10.0,46.0,0.6666666666666666,0.5555555555555556,17.52577319587629,0.5,,0.1176470588235294,0.1025641025641025,0.2142857142857142,0.5,0.5822784810126582,2.0,3.0,2.0,1.0,2.0,3.0,4.0,7.0,4.0,6.0,2.0,6.0,,1.0,1.0,1.0,2.0,,2.0,1.0,,5.0,,1.0,,2.0,2.0,0.25,0.5,0.5714285714285714,0.6666666666666666,0.6538461538461539,0.5,,,0.0434782608695652,0.0294117647058823,,0.2307692307692307,0.6666666666666666,0.6666666666666666,,0.0769230769230769,0.2307692307692307,0.6666666666666666,0.6666666666666666,0.25,0.6923076923076923,0.4683807692307692,0.4362125,0.1428571428571428,0.25,8.571428571428571,2.0,3.0,2.0,,3.0,,,0.5,1.0,0.53779,1.0,2.0,,,,3.0,6.0,3.0,6.0,2.0,7.0,6.0,4.0,6.0,3.0,,,,,1.0,,0.6666666666666666,0.5,0.5,0.6666666666666666,0.7,0.7,0.4615384615384615,,,0.2,,,,,,,,,,0.4615384615384615,0.5,0.5,0.6666666666666666,0.4,0.5,0.5,0.35,25.21666666666667,2.0,2.0,1.0,,,0.0833333333333333,0.25,1.0,,,,,,,,,,1.0,,,1.0,2.0,1.0,2.0,3.0,1.0,1.0,0.5,0.4,0.5,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
