EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,PenaltyFtPoints,PtsPutbacks,Fg2aBlocked,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,FTOffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,SecondChanceFg2Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,Fg3aBlocked,Clear Path Fouls,PenaltyFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,HeaveAttempts,Technical Free Throw Trips,LongMidRangePctBlocked,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawnPct,BlockedCorner3,OffensiveGoaltends,on,Corner3PctBlocked,3pt And 1 Free Throw Trips
1114,1610612753,Jaren Jackson,Jaren Jackson,1114,ORL,6946.0,116,-62,233,238,57,91,23,471,1.0,1.0,6.0,14.0,3.0,7.0,3.0,3.0,10.0,2.0,2.0,1.0,7.0,15,6.0,17.0,2.0,34,288,2.0,2.0,6.0,1.0,2.0,4.0,2.0,12.0,2.0,18.0,10.0,3.0,3.0,4.0,7.0,4.0,2.0,1.0,18.0,1.0,4.0,8,2.0,14,1.0,15,5.0,4.0,1.0,5.0,5.0,2.0,1.0,7.0,5.0,12.0,2.0,4.0,1.0,1.0,1.0,2.0,57,2.0,0.8571428571428571,0.8571428571428571,1.0,0.35294117647058826,1.0,0.35294117647058826,0.4666666666666667,0.5,0.5,1.5,0.16666666666666666,0.5,1.5,0.14285714285714285,0.53125,15.891472868217054,0.7142857142857143,0.25,0.12121212121212122,0.013888888888888888,0.15384615384615385,0.13043478260869565,0.010526315789473684,0.037037037037037035,0.13333333333333333,0.1935483870967742,0.13333333333333333,0.18181818181818182,0.03125,1.0,1.0,1.0,0.4375,0.42857142857142855,0.42857142857142855,0.8333333333333334,0.21875,0.42857142857142855,0.42857142857142855,1.0,0.3125,0.3,0.3,1.0,1.0,1.0,1.0,0.5,0.16666666666666666,0.5625,0.3,0.49084218749999997,0.59145,0.4606833333333333,0.030303030303030304,0.0625,0.17647058823529413,0.058823529411764705,16.866666666666667,24.64117647058824,0.2446351931330472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
121,1610612753,Patrick Ewing,Patrick Ewing,121,ORL,33041.0,551,-42,1040,1043,236,273,128,2083,45.0,72.0,19.0,61.0,,,,,,,,,93.0,209,,,63.0,249,1079,,,46.0,17.0,42.0,,46.0,114.0,72.0,,,,15.0,5.0,20.0,3.0,7.0,7.0,45.0,26.0,18.0,97,18.0,133,34.0,167,10.0,6.0,4.0,23.0,9.0,18.0,1.0,41.0,37.0,80.0,6.0,90.0,43.0,6.0,8.0,46.0,236,8.0,0.6129032258064516,0.6951219512195121,,,,,0.4449760765550239,0.40476190476190477,0.4449760765550239,0.5405405405405406,0.40476190476190477,0.498,0.5609756097560976,0.4339622641509434,,24.331103678929765,0.5609756097560976,0.47368421052631576,0.2255813953488372,0.06878306878306878,0.1935483870967742,0.2198852772466539,0.0636182902584493,0.06547619047619048,0.2,0.25842696629213485,0.21428571428571427,0.13043478260869565,0.3444976076555024,0.625,0.6617647058823529,0.5555555555555556,0.291866028708134,0.3114754098360656,0.3114754098360656,0.9473684210526315,,,,,,,,,,,,,,0.3444976076555024,,0.45224354066985656,0.506275,0.46665238095238093,0.1762295081967213,0.1762295081967213,0.18473895582329317,0.18473895582329317,8.208133971291867,,0.22692307692307692,15.0,24.0,11.0,17.0,29.0,76.0,20.0,37.0,6.0,12.0,22.0,10.0,2.0,1.0,6.0,2.0,2.0,2.0,3.0,14.0,6.0,7.0,9.0,8.0,31.0,22.0,4.0,5.0,31.0,15.0,1.0,3.0,0.5405405405405406,0.04784688995215311,0.05555555555555555,0.07894736842105263,0.05,0.048,0.07692307692307693,0.0660377358490566,0.05102040816326531,0.037037037037037035,0.20454545454545456,0.018867924528301886,0.4838709677419355,0.36363636363636365,0.3815789473684211,0.4142857142857143,0.4827586206896552,0.6486486486486487,0.625,0.2,0.40476190476190477,0.6470588235294118,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
146,1610612753,Jud Buechler,Jud Buechler,146,ORL,29045.0,484,-85,943,941,239,316,134,1884,7.0,15.0,10.0,29.0,8.0,20.0,2.0,4.0,15.0,1.0,4.0,2.0,18.0,46,12.0,35.0,2.0,74,1010,3.0,8.0,23.0,2.0,7.0,4.0,12.0,26.0,10.0,33.0,15.0,4.0,13.0,7.0,20.0,5.0,4.0,6.0,47.0,16.0,16.0,45,2.0,63,22.0,85,14.0,10.0,4.0,5.0,4.0,6.0,,11.0,20.0,34.0,1.0,4.0,,2.0,,12.0,239,6.0,0.7222222222222222,0.8666666666666667,0.9166666666666666,0.34285714285714286,0.375,0.34285714285714286,0.391304347826087,0.2857142857142857,0.4444444444444444,0.575,0.45454545454545453,0.4457831325301205,0.575,0.46153846153846156,0.43209876543209874,8.584474885844749,0.45454545454545453,0.06666666666666667,0.13846153846153847,0.04610951008645533,0.1568627450980392,0.14285714285714285,0.048458149779735685,0.05,0.14583333333333334,0.14655172413793102,0.16417910447761194,0.14285714285714285,0.18518518518518517,0.4666666666666667,0.5,0.7142857142857143,0.35802469135802467,0.3448275862068966,0.3448275862068966,0.7,0.24691358024691357,0.4,0.4,0.875,0.18518518518518517,0.26666666666666666,0.2857142857142857,1.0,0.2,0.25,1.0,0.18181818181818182,0.18181818181818182,0.6172839506172839,0.26666666666666666,0.5079370370370371,0.5307235294117647,0.4434181818181818,,,0.3108108108108108,0.16216216216216217,12.523913043478261,23.382857142857144,0.25344644750795337,4.0,6.0,1.0,2.0,1.0,2.0,7.0,12.0,,2.0,6.0,1.0,2.0,3.0,6.0,,5.0,3.0,1.0,1.0,,2.0,1.0,,8.0,2.0,3.0,3.0,8.0,5.0,,,0.5833333333333334,0.021739130434782608,0.06666666666666667,,,0.056074766355140186,0.03669724770642202,0.05102040816326531,0.0625,0.037037037037037035,0.12389380530973451,0.10416666666666667,0.625,0.024691358024691357,0.5,0.5,1.0,0.3,0.6666666666666666,0.5,0.18181818181818182,0.5,2.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,0.5,0.02857142857142857,0.06666666666666667,0.2,0.5,1.0,0.5,0.5,,,,,,,,,,True,,
1607,1610612753,Troy Hudson,Troy Hudson,1607,ORL,111449.0,1857,-33,3655,3632,1124,1254,433,7287,129.0,241.0,117.0,272.0,8.0,20.0,7.0,58.0,167.0,6.0,11.0,55.0,288.0,628,66.0,187.0,176.0,950,3869,7.0,12.0,69.0,74.0,176.0,62.0,279.0,166.0,410.0,150.0,164.0,58.0,202.0,53.0,255.0,37.0,113.0,69.0,563.0,16.0,27.0,83,5.0,115,30.0,145,57.0,38.0,19.0,120.0,74.0,43.0,5.0,163.0,33.0,119.0,3.0,201.0,68.0,35.0,1.0,279.0,1124,32.0,0.2881944444444444,0.29225352112676056,0.7575757575757576,0.35294117647058826,0.5833333333333334,0.358695652173913,0.4585987261146497,0.42045454545454547,0.47484662576687114,0.48412698412698413,0.39915966386554624,0.5216426193118757,0.5151515151515151,0.4808362369337979,0.2294478527607362,25.59652928416486,0.7361963190184049,0.03597122302158273,0.062172284644194754,0.012578616352201259,0.07479224376731301,0.06485849056603774,0.017323775388291517,0.014814814814814815,0.08762886597938144,0.06111111111111111,0.07509881422924901,0.07407407407407407,0.29570552147239265,0.5352697095435685,0.5972222222222222,0.21705426356589147,0.3337423312883436,0.43014705882352944,0.43333333333333335,0.37606837606837606,0.024539877300613498,0.4,0.4,0.875,0.2049079754601227,0.3473053892215569,0.3493975903614458,0.7413793103448276,0.1746031746031746,0.5454545454545454,1.0,0.029411764705882353,0.23109243697478993,0.5251533742331288,0.35365853658536583,0.47423053152039557,0.4438107843137253,0.4486263948497853,0.07852193995381063,0.10014727540500737,0.07263157894736842,0.29368421052631577,9.932324840764334,25.332085561497344,0.30752393980848153,8.0,16.0,36.0,74.0,42.0,115.0,20.0,51.0,8.0,89.0,8.0,35.0,16.0,20.0,13.0,1.0,5.0,17.0,8.0,46.0,12.0,48.0,4.0,17.0,6.0,3.0,2.0,1.0,6.0,3.0,,2.0,0.39215686274509803,0.05573248407643312,0.1037344398340249,0.06956521739130435,0.008771929824561403,0.03233830845771144,0.011848341232227487,0.00967741935483871,0.03343465045592705,0.0273972602739726,0.03931203931203931,0.012345679012345678,0.5,0.1411042944785276,0.3652173913043478,0.3925233644859813,0.2619047619047619,0.25396825396825395,0.5,0.25,0.31092436974789917,0.4864864864864865,1.0,1.0,2.0,12.0,14.0,48.0,1.0,,0.22580645161290322,0.0053475935828877,0.005988023952095809,0.015873015873015872,1.0,1.0,0.2857142857142857,0.21818181818181817,3.0,12.0,0.007352941176470588,,,,,,,True,,
1727,1610612753,Pat Garrity,Pat Garrity,1727,ORL,66089.0,1101,53,2168,2144,692,735,240,4312,12.0,16.0,57.0,136.0,23.0,41.0,8.0,61.0,148.0,4.0,10.0,45.0,76.0,175,84.0,189.0,19.0,423,2296,5.0,12.0,36.0,20.0,47.0,53.0,126.0,104.0,48.0,249.0,147.0,61.0,29.0,16.0,45.0,15.0,16.0,8.0,106.0,29.0,21.0,98,11.0,130,38.0,168,30.0,19.0,11.0,15.0,9.0,12.0,1.0,27.0,53.0,105.0,9.0,25.0,4.0,8.0,3.0,126.0,692,14.0,0.6842105263157895,0.7323943661971831,0.9880952380952381,0.4444444444444444,0.4166666666666667,0.44680851063829785,0.4342857142857143,0.425531914893617,0.554945054945055,0.44594594594594594,0.56,0.5611702127659575,0.4605263157894737,0.5779816513761468,0.5192307692307693,16.502866502866503,0.5555555555555556,0.1506849315068493,0.12452350698856417,0.03945578231292517,0.10096153846153846,0.11959798994974874,0.037111334002006016,0.04281345565749235,0.1308016877637131,0.11146496815286625,0.1038961038961039,0.09259259259259259,0.04395604395604396,0.75,0.8,0.3333333333333333,0.37362637362637363,0.41911764705882354,0.4253731343283582,0.8070175438596491,0.11263736263736264,0.5609756097560976,0.5609756097560976,1.0,0.4065934065934066,0.41216216216216217,0.41216216216216217,0.9836065573770492,0.2702702702702703,0.4,1.0,0.08,0.45,0.5631868131868132,0.41496598639455784,0.4838920110192841,0.4837616666666667,0.4743664999999999,0.010869565217391304,0.0223463687150838,0.0851063829787234,0.2978723404255319,15.805714285714282,24.937566137566147,0.3191881918819188,3.0,6.0,4.0,6.0,7.0,23.0,9.0,25.0,3.0,14.0,10.0,6.0,1.0,5.0,8.0,1.0,4.0,2.0,2.0,6.0,5.0,8.0,6.0,,16.0,10.0,1.0,5.0,16.0,7.0,,,0.36,0.03428571428571429,0.0625,0.13043478260869565,0.02127659574468085,0.030534351145038167,0.012048192771084338,0.07547169811320754,0.0319634703196347,0.023255813953488372,0.13559322033898305,0.02072538860103627,0.4375,0.06318681318681318,0.30434782608695654,0.35,0.2857142857142857,0.16216216216216217,0.5,,0.06,0.6666666666666666,1.0,2.0,3.0,21.0,24.0,3.0,,,0.4528301886792453,,,0.05405405405405406,0.5,1.0,0.375,0.4666666666666667,1.0,1.0,0.014705882352941176,,,,,,,True,,
690,1610612753,Don Reid,Don Reid,690,ORL,28586.0,476,-22,958,951,232,278,121,1909,43.0,75.0,4.0,4.0,,,,,,,,,69.0,130,,,29.0,167,965,,,35.0,12.0,25.0,,30.0,90.0,48.0,,,,16.0,5.0,21.0,5.0,12.0,4.0,47.0,33.0,12.0,49,12.0,73,38.0,111,12.0,10.0,2.0,19.0,12.0,20.0,1.0,39.0,62.0,121.0,6.0,45.0,25.0,2.0,1.0,30.0,232,8.0,0.6521739130434783,0.7258064516129032,,,,,0.5307692307692308,0.48,0.5307692307692308,0.5185185185185185,0.48,0.5641891891891891,0.5833333333333334,0.5172413793103449,,17.108874656907595,0.48717948717948717,0.3076923076923077,0.14939024390243902,0.09792284866468842,0.11214953271028037,0.14022988505747128,0.08796296296296297,0.09821428571428571,0.14736842105263157,0.1076923076923077,0.10810810810810811,0.12121212121212122,0.5769230769230769,0.5733333333333334,0.6615384615384615,0.7209302325581395,0.03076923076923077,1.0,1.0,1.0,,,,,,,,,,,,,,0.5769230769230769,,0.48729692307692307,0.523136,0.461352,0.17123287671232876,0.17123287671232876,0.20958083832335328,0.17964071856287425,3.3830769230769233,,0.24217118997912318,11.0,22.0,8.0,14.0,22.0,51.0,14.0,27.0,7.0,6.0,14.0,12.0,,,5.0,,4.0,5.0,,7.0,2.0,6.0,13.0,9.0,25.0,19.0,2.0,4.0,25.0,16.0,3.0,1.0,0.5185185185185185,0.09230769230769231,0.13333333333333333,0.0392156862745098,,0.05263157894736842,0.11023622047244094,0.08163265306122448,0.037037037037037035,0.14285714285714285,0.20388349514563106,0.08333333333333333,0.64,0.3923076923076923,0.43137254901960786,0.4489795918367347,0.45454545454545453,0.8148148148148148,0.5,0.36363636363636365,0.56,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1503,1610612753,Tracy McGrady,Tracy McGrady,1503,ORL,61147.0,1019,89,2017,1991,656,674,230,4008,113.0,181.0,63.0,165.0,2.0,3.0,,37.0,87.0,3.0,7.0,33.0,203.0,423,39.0,90.0,161.0,684,2107,3.0,7.0,60.0,63.0,135.0,33.0,233.0,134.0,272.0,81.0,82.0,37.0,90.0,43.0,133.0,29.0,49.0,32.0,309.0,37.0,31.0,120,19.0,170,45.0,215,40.0,20.0,20.0,47.0,24.0,17.0,1.0,64.0,20.0,50.0,4.0,218.0,99.0,18.0,2.0,233.0,656,11.0,0.33004926108374383,0.3507853403141361,0.6923076923076923,0.43333333333333335,0.42857142857142855,0.4588235294117647,0.4799054373522459,0.4666666666666667,0.5097465886939572,0.45918367346938777,0.49107142857142855,0.5606557377049181,0.5084745762711864,0.5521327014218009,0.17543859649122806,29.67855570233377,0.734375,0.25333333333333335,0.15768725361366623,0.05417276720351391,0.17318435754189945,0.16063829787234044,0.04939626783754116,0.0273972602739726,0.16267942583732056,0.2222222222222222,0.1953125,0.11764705882352941,0.35282651072124754,0.6243093922651933,0.6807228915662651,0.40707964601769914,0.3216374269005848,0.38181818181818183,0.3888888888888889,0.2698412698412698,0.005847953216374269,0.6666666666666666,0.6666666666666666,1.0,0.1695906432748538,0.42528735632183906,0.42528735632183906,0.6756756756756757,0.14285714285714285,0.42857142857142855,0.6666666666666666,,0.19642857142857142,0.5282651072124757,0.45121951219512196,0.48287716535433084,0.5139857142857144,0.47137164634146356,0.17060810810810811,0.198,0.08771929824561403,0.3406432748538012,8.89598108747045,26.802222222222227,0.3252354982647496,15.0,28.0,40.0,64.0,27.0,77.0,18.0,42.0,15.0,68.0,24.0,25.0,14.0,9.0,8.0,,23.0,10.0,2.0,23.0,4.0,22.0,3.0,22.0,23.0,12.0,1.0,10.0,25.0,15.0,2.0,,0.42857142857142855,0.0591016548463357,0.08287292817679558,0.09090909090909091,,0.03508771929824561,0.08860759493670886,0.05194805194805195,0.03076923076923077,0.06060606060606061,0.06751054852320675,0.0970464135021097,0.6,0.15009746588693956,0.35064935064935066,0.38571428571428573,0.14814814814814814,0.5714285714285714,0.5357142857142857,0.2,0.38095238095238093,0.625,,,,13.0,13.0,36.0,,,0.3939393939393939,,,,,,,0.3939393939393939,5.0,,0.01818181818181818,2.0,2.0,2.0,0.021739130434782608,,,True,,
42,1610612753,Monty Williams,Monty Williams,42,ORL,50922.0,849,-101,1654,1672,469,531,205,3326,113.0,182.0,4.0,15.0,,1.0,1.0,,2.0,,,1.0,128.0,234,,3.0,66.0,322,1754,,,54.0,27.0,55.0,2.0,82.0,120.0,136.0,,2.0,,41.0,18.0,59.0,13.0,21.0,14.0,136.0,46.0,25.0,75,16.0,116,53.0,169,33.0,20.0,13.0,29.0,15.0,28.0,4.0,57.0,46.0,94.0,5.0,94.0,40.0,11.0,1.0,82.0,469,10.0,0.46875,0.5405405405405406,,,,,0.5470085470085471,0.4909090909090909,0.540084388185654,0.5853658536585366,0.47368421052631576,0.579136690647482,0.574468085106383,0.5394736842105263,0.012658227848101266,17.668776371308017,0.5087719298245614,0.2318840579710145,0.125,0.07590759075907591,0.14705882352941177,0.12987012987012986,0.06919060052219321,0.06607929515418502,0.11864406779661017,0.15510204081632653,0.16071428571428573,0.1206896551724138,0.7679324894514767,0.6208791208791209,0.7151898734177216,0.48672566371681414,0.06329113924050633,0.26666666666666666,0.26666666666666666,1.0,0.004219409282700422,,,,0.008438818565400843,,,,,,,0.017543859649122806,0.017543859649122806,0.7805907172995781,,0.5337675105485231,0.5488638888888889,0.5224956140350877,0.149812734082397,0.15151515151515152,0.16770186335403728,0.2546583850931677,2.4649572649572646,27.599999999999998,0.28355501813784767,24.0,41.0,24.0,41.0,11.0,37.0,24.0,41.0,6.0,28.0,34.0,30.0,5.0,6.0,7.0,,8.0,3.0,6.0,14.0,7.0,10.0,12.0,10.0,10.0,5.0,1.0,4.0,10.0,4.0,,1.0,0.5853658536585366,0.1282051282051282,0.13186813186813187,0.16216216216216217,,0.04375,0.09433962264150944,0.0658682634730539,0.03731343283582089,0.07692307692307693,0.0898876404494382,0.10256410256410256,0.4,0.15611814345991562,0.2972972972972973,0.3548387096774194,0.09090909090909091,1.0,0.5853658536585366,0.20833333333333334,0.7192982456140351,0.5853658536585366,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
2034,1610612753,Mike Miller,Mike Miller,2034,ORL,41080.0,685,31,1374,1356,504,530,145,2730,43.0,67.0,21.0,51.0,6.0,14.0,6.0,21.0,66.0,2.0,4.0,18.0,70.0,140,27.0,80.0,51.0,272,1461,2.0,4.0,21.0,24.0,41.0,24.0,88.0,80.0,60.0,69.0,66.0,21.0,46.0,16.0,62.0,12.0,17.0,24.0,140.0,7.0,20.0,44,5.0,69,11.0,80,17.0,13.0,4.0,17.0,10.0,17.0,2.0,34.0,17.0,43.0,1.0,64.0,30.0,5.0,1.0,88.0,504,9.0,0.5714285714285714,0.5882352941176471,0.8518518518518519,0.3375,0.5,0.3375,0.5,0.5853658536585366,0.5022727272727273,0.5263157894736842,0.5307692307692308,0.5483870967741935,0.525,0.5714285714285714,0.36363636363636365,18.383311603650586,0.5,0.09090909090909091,0.08924949290060852,0.016129032258064516,0.13157894736842105,0.09922480620155039,0.018739352640545145,0.014634146341463415,0.1,0.08791208791208792,0.13513513513513514,0.12195121951219512,0.30454545454545456,0.6417910447761194,0.7288135593220338,0.5348837209302325,0.2318181818181818,0.4117647058823529,0.4117647058823529,0.7142857142857143,0.06363636363636363,0.42857142857142855,0.42857142857142855,1.0,0.3,0.3181818181818182,0.3181818181818182,0.8095238095238095,0.21052631578947367,0.5,1.0,0.09230769230769231,0.27692307692307694,0.6681818181818182,0.3181818181818182,0.5092059090909092,0.52635,0.49507,0.12345679012345678,0.18404907975460122,0.07720588235294118,0.3235294117647059,8.092142857142857,25.20125,0.36681222707423583,4.0,10.0,13.0,20.0,6.0,22.0,7.0,15.0,1.0,19.0,4.0,9.0,4.0,5.0,4.0,,7.0,2.0,5.0,7.0,,10.0,7.0,7.0,7.0,4.0,1.0,2.0,7.0,5.0,,,0.4666666666666667,0.06428571428571428,0.11940298507462686,0.045454545454545456,,0.026143790849673203,0.015267175572519083,0.02040816326530612,0.015625,0.08,0.07947019867549669,0.0625,0.7142857142857143,0.1,0.2727272727272727,0.2857142857142857,0.3333333333333333,0.5263157894736842,0.4,0.5,0.3076923076923077,0.65,,,3.0,4.0,7.0,12.0,,,0.2916666666666667,,,,,,0.5,0.2222222222222222,,1.0,,,,,,,,True,,
692,1610612753,Andrew DeClercq,Andrew DeClercq,692,ORL,21677.0,361,-4,684,682,179,201,93,1366,33.0,60.0,4.0,9.0,,,,,,,,,45.0,91,,,8.0,98,714,,,31.0,12.0,25.0,,28.0,56.0,34.0,,,,11.0,3.0,14.0,2.0,6.0,4.0,31.0,33.0,11.0,32,9.0,52,39.0,91,15.0,14.0,1.0,8.0,5.0,15.0,3.0,23.0,47.0,77.0,1.0,19.0,10.0,1.0,1.0,28.0,179,4.0,0.6222222222222222,0.8235294117647058,,,,,0.4945054945054945,0.48,0.4945054945054945,0.5769230769230769,0.48,0.494949494949495,0.5535714285714286,0.4827586206896552,,15.345911949685535,0.34782608695652173,0.34615384615384615,0.1415929203539823,0.12840466926070038,0.14285714285714285,0.1419141914191419,0.11926605504587157,0.11,0.18032786885245902,0.1,0.14,0.14814814814814814,0.6593406593406593,0.55,0.6346153846153846,0.6060606060606061,0.0989010989010989,0.4444444444444444,0.4444444444444444,0.75,,,,,,,,,,,,,,0.6593406593406593,,0.49192967032967033,0.511204761904762,0.500452,0.10204081632653061,0.10204081632653061,0.3163265306122449,0.2857142857142857,3.827472527472529,,0.26169590643274854,11.0,21.0,7.0,15.0,8.0,22.0,15.0,26.0,1.0,4.0,22.0,9.0,1.0,1.0,6.0,,7.0,1.0,1.0,3.0,8.0,6.0,6.0,3.0,11.0,8.0,1.0,2.0,12.0,3.0,2.0,2.0,0.5769230769230769,0.0989010989010989,0.13333333333333333,0.045454545454545456,,0.08571428571428572,0.1326530612244898,0.15254237288135594,0.07272727272727272,0.13333333333333333,0.16923076923076924,0.1891891891891892,0.25,0.24175824175824176,0.36363636363636365,0.38095238095238093,0.625,0.8076923076923077,0.5238095238095238,0.18181818181818182,0.6,0.4666666666666667,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,1.0,True,,
