EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyArc3FGM,LongMidRangePctBlocked,PenaltyArc3Accuracy,SecondChanceArc3FGM,PtsUnassisted3s,Fg3aBlocked,Clear Path Fouls,Technical Free Throw Trips,Blocked3s,BlockedArc3,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,BlockedShortMidRange,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,Corner3PctBlocked,on,HeaveMakes,3pt And 1 Free Throw Trips,BlockedCorner3
1000,1610612752,Shandon Anderson,Shandon Anderson,1000,NYK,51395.0,857,24,1552,1551,390,441,190,3103,36.0,66.0,9.0,16.0,4.0,8.0,8.0,26.0,8.0,24.0,17.0,51.0,2.0,3.0,5.0,15.0,5.0,19.0,3.0,5.0,52.0,116.0,22.0,70.0,29.0,199.0,1505,14.0,24.0,2.0,6.0,2.0,36.0,6.0,20.0,5.0,20.0,14.0,41.0,68.0,36.0,66.0,8.0,19.0,5.0,14.0,40.0,10.0,50.0,9.0,1.0,17.0,12.0,11.0,110.0,3.0,19.0,2.0,29.0,68.0,3.0,100.0,24.0,124.0,4.0,27.0,12.0,15.0,40.0,7.0,32.0,17.0,3.0,8.0,4.0,57.0,3.0,15.0,38.0,62.0,3.0,2.0,45.0,4.0,21.0,1.0,2.0,8.0,7.0,1.0,8.0,5.0,41.0,390,3.0,0.6538461538461539,0.7083333333333334,1.0,0.3142857142857143,0.3333333333333333,0.25,0.3142857142857143,0.4482758620689655,0.5833333333333334,0.3,0.45698924731182794,0.5666666666666667,0.3375,0.4830097087378641,0.5625,0.41836734693877553,0.3763440860215054,0.1206896551724138,0.18181818181818182,0.07692307692307693,14.858757062146893,0.7017543859649122,0.05263157894736842,0.044444444444444446,0.10776545166402536,0.03571428571428571,0.16111111111111112,0.018518518518518517,0.11960542540073983,0.03170028818443804,0.03816793893129771,0.04411764705882353,0.025380710659898477,0.009708737864077669,0.03389830508474576,0.06535947712418301,0.11219512195121951,0.1282051282051282,0.15555555555555556,0.17777777777777778,0.041666666666666664,0.625,0.3548387096774194,0.5454545454545454,0.6666666666666666,0.6666666666666666,0.13978494623655913,0.3076923076923077,0.3333333333333333,0.375,0.12903225806451613,0.3333333333333333,0.3333333333333333,0.875,0.27419354838709675,0.3333333333333333,0.3333333333333333,1.0,0.10215053763440861,0.2631578947368421,0.2631578947368421,1.0,0.5333333333333333,0.5625,0.4444444444444444,0.1,0.6666666666666666,1.0,0.1,0.2,0.5,0.375,0.3333333333333333,0.125,0.7311827956989247,0.2631578947368421,0.5245129032258065,0.5162607142857142,0.4835675000000001,0.10784313725490197,0.15789473684210525,0.014084507042253521,0.18090452261306533,0.20603015075376885,5.603448275862067,23.884285714285706,0.25128865979381443,,,,,,,,,,,,,,,,,,,,,,True,,,
2068,1610612752,Lavor Postell,Lavor Postell,2068,NYK,4153.0,69,21,129,128,54,43,17,257,2.0,4.0,,1.0,1.0,2.0,3.0,6.0,2.0,10.0,1.0,5.0,,1.0,1.0,3.0,1.0,7.0,,3.0,7.0,20.0,2.0,12.0,11.0,31.0,111,1.0,3.0,,1.0,,2.0,3.0,7.0,2.0,6.0,6.0,18.0,2.0,12.0,6.0,,7.0,1.0,2.0,2.0,,2.0,,,,1.0,1.0,4.0,,,,,6.0,,6.0,,6.0,,3.0,2.0,1.0,2.0,,1.0,2.0,,1.0,,4.0,,1.0,3.0,3.0,,,15.0,1.0,6.0,,2.0,,,,,,18.0,54,,0.14285714285714285,0.14285714285714285,1.0,0.16666666666666666,,0.3333333333333333,0.16666666666666666,0.35,0.3333333333333333,0.42857142857142855,0.3125,0.25,0.46153846153846156,0.3974358974358974,0.25,0.5294117647058824,0.375,0.1,,,29.25170068027211,0.5,,,0.10909090909090909,,,,0.08955223880597014,,,,,,,,0.1111111111111111,0.14814814814814814,,,,,0.125,0.5,0.5,,0.1875,0.5,0.5,0.3333333333333333,0.3125,0.2,0.25,,0.15625,0.2,0.2,1.0,0.21875,0.14285714285714285,0.14285714285714285,1.0,0.25,,,0.25,,,,0.15384615384615385,0.5,0.23076923076923078,0.3333333333333333,0.23076923076923078,0.5,0.14285714285714285,0.46257187499999997,0.4450375,0.4668076923076923,0.16216216216216217,0.24,,0.06451612903225806,0.5806451612903226,12.499999999999998,24.366666666666664,0.4186046511627907,1.0,0.2,0.3333333333333333,,,,,,,,,,,,,,,,,,,True,,,
275,1610612752,Allan Houston,Allan Houston,275,NYK,61089.0,1018,-1,1870,1879,580,682,236,3749,18.0,43.0,3.0,7.0,3.0,10.0,39.0,88.0,112.0,230.0,11.0,23.0,1.0,2.0,5.0,10.0,40.0,101.0,12.0,30.0,169.0,361.0,51.0,124.0,104.0,595.0,1980,16.0,34.0,7.0,14.0,10.0,63.0,52.0,107.0,17.0,40.0,52.0,207.0,162.0,176.0,105.0,10.0,101.0,40.0,16.0,49.0,15.0,64.0,9.0,6.0,15.0,14.0,20.0,143.0,4.0,7.0,1.0,10.0,63.0,2.0,75.0,12.0,87.0,4.0,14.0,12.0,2.0,35.0,8.0,26.0,28.0,3.0,9.0,6.0,63.0,5.0,16.0,20.0,57.0,2.0,8.0,120.0,12.0,39.0,1.0,19.0,,,,2.0,1.0,207.0,580,13.0,0.47928994082840237,0.49390243902439024,0.6862745098039216,0.4112903225806452,0.5,0.425,0.4112903225806452,0.46814404432132967,0.47058823529411764,0.48598130841121495,0.5061855670103093,0.5520833333333334,0.5272108843537415,0.5488721804511278,0.5754716981132075,0.5857142857142857,0.2556701030927835,0.0443213296398892,0.13953488372093023,0.10227272727272728,27.623026926648098,0.5555555555555556,0.028169014084507043,0.02702702702702703,0.08873239436619719,0.010248901903367497,0.05102040816326531,0.021164021164021163,0.08057395143487858,0.01261467889908257,0.012048192771084338,0.008547008547008548,0.01060070671378092,0.028985507246376812,,0.05813953488372093,0.0794979079497908,0.11371237458193979,0.06338028169014084,0.018518518518518517,0.01646090534979424,0.5,0.088659793814433,0.4186046511627907,0.4864864864864865,0.4444444444444444,0.18144329896907216,0.4431818181818182,0.4936708860759494,0.20512820512820512,0.4742268041237113,0.48695652173913045,0.4890829694323144,0.5803571428571429,0.04742268041237113,0.4782608695652174,0.4782608695652174,0.9090909090909091,0.20824742268041238,0.39603960396039606,0.4,0.625,0.14583333333333334,0.42857142857142855,0.3333333333333333,0.041666666666666664,0.5,1.0,0.25,0.06802721088435375,0.3,0.06802721088435375,0.5,0.20408163265306123,0.3443298969072165,0.39603960396039606,0.447318388429752,0.44859078947368414,0.43515,0.07797270955165692,0.10051546391752578,0.008,0.10588235294117647,0.34789915966386553,14.134903047091415,25.029032258064515,0.31016042780748665,12.0,0.004347826086956522,0.4,6.0,48.0,1.0,1.0,13.0,2.0,2.0,0.008064516129032258,0.009900990099009901,0.5,1.0,,,,,,,,True,,,
349,1610612752,Mark Jackson,Mark Jackson,349,NYK,33445.0,557,33,1028,1027,405,475,144,2055,19.0,33.0,5.0,6.0,9.0,15.0,11.0,33.0,15.0,28.0,8.0,18.0,,1.0,3.0,8.0,11.0,27.0,3.0,11.0,45.0,94.0,19.0,45.0,24.0,171.0,1088,8.0,12.0,1.0,4.0,,19.0,21.0,41.0,7.0,19.0,20.0,83.0,32.0,58.0,57.0,6.0,26.0,11.0,6.0,114.0,34.0,148.0,23.0,11.0,43.0,15.0,56.0,330.0,2.0,10.0,,16.0,53.0,8.0,77.0,12.0,89.0,3.0,13.0,7.0,6.0,27.0,6.0,20.0,13.0,1.0,7.0,,40.0,2.0,13.0,8.0,39.0,2.0,5.0,29.0,,5.0,1.0,8.0,1.0,,,1.0,1.0,83.0,405,9.0,0.35555555555555557,0.38095238095238093,1.0,0.4222222222222222,0.25,0.3684210526315789,0.4318181818181818,0.4787234042553192,0.6666666666666666,0.5121951219512195,0.5287769784172662,0.59375,0.525,0.5588235294117647,0.59375,0.5763888888888888,0.3237410071942446,0.06382978723404255,0.09090909090909091,0.09090909090909091,16.04322527015794,0.675,0.20512820512820512,,0.13838120104438642,0.025380710659898477,0.1391304347826087,0.020202020202020204,0.13855421686746988,0.02434077079107505,0.045871559633027525,0.030303030303030304,0.006535947712418301,0.015873015873015872,0.027777777777777776,0.09009009009009009,0.104,0.20408163265306123,0.11904761904761904,0.1935483870967742,0.046153846153846156,1.0,0.23741007194244604,0.5757575757575758,0.6333333333333333,0.15789473684210525,0.23741007194244604,0.3333333333333333,0.36666666666666664,0.09090909090909091,0.2014388489208633,0.5357142857142857,0.5357142857142857,0.8,0.12949640287769784,0.4444444444444444,0.4444444444444444,1.0,0.19424460431654678,0.4074074074074074,0.4074074074074074,1.0,0.375,0.8333333333333334,,0.0625,,,0.1875,0.25,0.6,0.13333333333333333,0.375,0.18333333333333332,0.5611510791366906,0.4230769230769231,0.4702815217391304,0.46650357142857146,0.4555041666666667,0.041379310344827586,0.050505050505050504,0.021739130434782608,0.1111111111111111,0.4853801169590643,8.124468085106383,25.082222222222224,0.3939688715953307,4.0,,0.36363636363636365,1.0,,,1.0,,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,True,,,
970,1610612752,Othella Harrington,Othella Harrington,970,NYK,93829.0,1564,66,2848,2852,845,959,376,5700,114.0,183.0,36.0,55.0,25.0,48.0,96.0,202.0,27.0,63.0,,1.0,,,,1.0,,1.0,,1.0,237.0,448.0,,2.0,122.0,596.0,2886,46.0,80.0,,,34.0,126.0,58.0,121.0,,2.0,59.0,175.0,310.0,164.0,,60.0,1.0,,26.0,22.0,15.0,37.0,11.0,4.0,6.0,9.0,7.0,89.0,30.0,95.0,,41.0,163.0,20.0,224.0,125.0,349.0,11.0,30.0,21.0,9.0,37.0,4.0,24.0,58.0,4.0,13.0,7.0,95.0,17.0,25.0,95.0,250.0,28.0,33.0,172.0,22.0,63.0,,34.0,36.0,19.0,1.0,36.0,21.0,175.0,845,27.0,0.6540084388185654,0.748792270531401,,,,,,0.5290178571428571,0.575,0.4793388429752066,0.5266666666666666,0.575,0.4715447154471545,0.5676190476190476,0.6176470588235294,0.5303030303030303,0.0044444444444444444,0.05803571428571429,0.09289617486338798,0.039603960396039604,18.862184362640708,0.3894736842105263,0.19230769230769232,,0.1459265890778872,0.09134615384615384,0.13355048859934854,0.09836065573770492,0.14325842696629212,0.09293680297397769,0.08235294117647059,0.09043927648578812,0.09798994974874371,0.09569377990430622,0.10416666666666667,0.18518518518518517,0.14893617021276595,0.12101910828025478,0.15151515151515152,0.07894736842105263,0.05945945945945946,0.5833333333333334,0.4066666666666667,0.6229508196721312,0.6867469879518072,0.6228070175438597,0.4488888888888889,0.4752475247524752,0.4948453608247423,0.6666666666666666,0.14,0.42857142857142855,0.43548387096774194,0.7407407407407407,0.0022222222222222222,,,,0.0022222222222222222,,,,0.6875,0.6545454545454545,0.08333333333333333,,,,,0.3902439024390244,0.5208333333333334,0.008130081300813009,,0.008130081300813009,0.4111111111111111,,0.45730588888888873,0.5034876923076922,0.45827439024390243,0.12830957230142567,0.12883435582822086,,0.21140939597315436,0.2936241610738255,6.201339285714285,24.200000000000003,0.2966994382022472,,0.015873015873015872,,,,,,,,,,,,,,16.0,2.0,1.0,6.0,11.0,,True,,,
280,1610612752,Felton Spencer,Felton Spencer,280,NYK,2792.0,47,-5,91,87,13,34,12,178,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,1.0,3.0,,,3.0,5.0,92,,,,,1.0,1.0,,1.0,,,1.0,1.0,2.0,,,,,,,,1.0,1.0,1.0,,,,,3.0,,1.0,,1.0,4.0,,5.0,1.0,6.0,,1.0,1.0,,,,,2.0,,,,2.0,,1.0,5.0,8.0,1.0,1.0,4.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,13,1.0,1.0,1.0,,,,,,0.3333333333333333,,,0.3333333333333333,,,0.5,0.5,0.25,,,,,6.796116504854369,,,,0.12121212121212122,0.03225806451612903,0.125,,0.12195121951219512,0.025,0.2,,,,,0.18181818181818182,,0.125,,0.25,,1.0,0.6666666666666666,0.5,0.5,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,0.5529666666666667,,0.3313,0.25,0.25,,0.2,0.2,1.6666666666666667,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,1.0,,True,,,
369,1610612752,Charlie Ward,Charlie Ward,369,NYK,39985.0,666,41,1212,1209,236,277,152,2421,13.0,20.0,2.0,3.0,2.0,3.0,5.0,17.0,18.0,43.0,6.0,25.0,,2.0,,1.0,32.0,81.0,5.0,12.0,36.0,80.0,38.0,106.0,26.0,212.0,1177,4.0,8.0,4.0,7.0,1.0,21.0,5.0,15.0,5.0,13.0,10.0,35.0,16.0,56.0,90.0,,78.0,32.0,1.0,117.0,21.0,138.0,13.0,8.0,42.0,26.0,49.0,297.0,1.0,2.0,2.0,16.0,51.0,3.0,70.0,5.0,75.0,,42.0,21.0,21.0,36.0,5.0,20.0,12.0,5.0,16.0,,48.0,1.0,6.0,27.0,50.0,4.0,1.0,31.0,1.0,12.0,,3.0,5.0,1.0,3.0,6.0,2.0,35.0,236,5.0,0.2222222222222222,0.2222222222222222,0.7894736842105263,0.3584905660377358,0.5714285714285714,0.38461538461538464,0.36893203883495146,0.45,0.5,0.3333333333333333,0.5,0.6666666666666666,0.44642857142857145,0.525,0.65625,0.5147058823529411,0.5698924731182796,0.0125,,0.058823529411764705,17.828900071890725,0.75,0.06666666666666667,0.07142857142857142,0.10323886639676114,0.004555808656036446,0.12903225806451613,0.006535947712418301,0.10841423948220065,0.005067567567567568,0.009174311926605505,0.006172839506172839,,0.009259259259259259,,0.07207207207207207,0.10559006211180125,0.11711711711711711,0.10752688172043011,0.1935483870967742,,0.3333333333333333,0.10752688172043011,0.65,0.65,0.15384615384615385,0.0913978494623656,0.29411764705882354,0.3125,0.2,0.23118279569892472,0.4186046511627907,0.4186046511627907,0.2777777777777778,0.13440860215053763,0.24,0.24,1.0,0.43548387096774194,0.3950617283950617,0.3950617283950617,0.75,0.2,0.6666666666666666,,0.13333333333333333,,,0.3333333333333333,0.10714285714285714,0.6666666666666666,0.03571428571428571,,0.42857142857142855,0.6774193548387096,0.41025641025641024,0.4927491803278688,0.47531538461538464,0.4284020000000001,0.06091370558375635,0.13186813186813187,,0.09905660377358491,0.1650943396226415,12.2075,25.522641509433964,0.19471947194719472,5.0,,0.4166666666666667,4.0,24.0,,,2.0,1.0,1.0,,,0.8,1.0,3.0,1.0,,,,,,True,,,
458,1610612752,Howard Eisley,Howard Eisley,458,NYK,23256.0,388,6,691,699,239,223,97,1390,11.0,18.0,1.0,1.0,4.0,4.0,9.0,25.0,8.0,30.0,2.0,4.0,,,2.0,3.0,6.0,28.0,4.0,15.0,28.0,73.0,8.0,32.0,19.0,99.0,685,2.0,5.0,2.0,4.0,,10.0,10.0,19.0,7.0,18.0,11.0,52.0,8.0,48.0,15.0,,27.0,6.0,7.0,51.0,10.0,61.0,8.0,2.0,16.0,17.0,18.0,132.0,1.0,5.0,1.0,7.0,17.0,,24.0,7.0,31.0,1.0,12.0,8.0,4.0,20.0,6.0,13.0,15.0,2.0,7.0,3.0,35.0,4.0,10.0,21.0,39.0,,2.0,24.0,,2.0,,8.0,3.0,,,3.0,2.0,52.0,239,3.0,0.14285714285714285,0.14285714285714285,0.625,0.25,0.5,0.3888888888888889,0.25806451612903225,0.3835616438356164,0.4,0.5263157894736842,0.38095238095238093,0.5555555555555556,0.5540540540540541,0.41304347826086957,0.5555555555555556,0.5795454545454546,0.3047619047619048,0.0958904109589041,0.05555555555555555,0.2,18.820577164366373,0.5714285714285714,,0.0625,0.061371841155234655,0.02032520325203252,0.09090909090909091,0.014925373134328358,0.06779661016949153,0.019169329073482427,,0.009615384615384616,0.041666666666666664,,0.0625,0.018867924528301886,0.08653846153846154,0.058333333333333334,0.07936507936507936,0.14285714285714285,0.01694915254237288,0.6666666666666666,0.17142857142857143,0.6111111111111112,0.6470588235294118,,0.23809523809523808,0.36,0.45,,0.2857142857142857,0.26666666666666666,0.27586206896551724,0.5,0.0380952380952381,0.5,0.5,,0.26666666666666666,0.21428571428571427,0.2222222222222222,0.8333333333333334,0.1111111111111111,1.0,,,,,0.4444444444444444,0.10810810810810811,1.0,0.08108108108108109,0.6666666666666666,0.40540540540540543,0.47619047619047616,0.2222222222222222,0.46042067307692314,0.46385,0.47173611111111113,0.018691588785046728,0.02666666666666667,,0.10101010101010101,0.5252525252525253,10.942465753424658,25.5625,0.3458755426917511,5.0,0.03333333333333333,0.3333333333333333,2.0,9.0,1.0,,4.0,,,0.03125,0.03571428571428571,0.5,1.0,1.0,3.0,,,,1.0,,True,,,
703,1610612752,Kurt Thomas,Kurt Thomas,703,NYK,39549.0,659,-11,1195,1188,323,346,156,2383,48.0,70.0,15.0,21.0,10.0,14.0,42.0,90.0,24.0,53.0,,,,,,,,,,,114.0,213.0,,,46.0,274.0,1236,20.0,33.0,,,11.0,51.0,29.0,52.0,,,20.0,78.0,168.0,60.0,,26.0,,,13.0,21.0,4.0,25.0,4.0,,10.0,3.0,8.0,54.0,18.0,43.0,,25.0,104.0,21.0,150.0,61.0,211.0,6.0,20.0,12.0,8.0,21.0,,15.0,9.0,2.0,6.0,1.0,30.0,3.0,10.0,35.0,73.0,10.0,4.0,57.0,6.0,25.0,,7.0,17.0,13.0,,17.0,10.0,78.0,323,14.0,0.7368421052631579,0.8316831683168316,,,,,,0.5352112676056338,0.6060606060606061,0.5576923076923077,0.5352112676056338,0.6060606060606061,0.5576923076923077,0.5732217573221757,0.6538461538461539,0.6190476190476191,,0.06103286384976526,0.1,0.05555555555555555,19.563636363636363,0.7,0.45652173913043476,,0.2208067940552017,0.09662921348314607,0.2,0.140625,0.21644295302013422,0.10645724258289703,0.14583333333333334,0.06593406593406594,0.10179640718562874,0.13636363636363635,0.15,0.2608695652173913,0.2235294117647059,0.1935483870967742,0.2,0.2,0.06976744186046512,0.5882352941176471,0.3286384976525822,0.6857142857142857,0.7619047619047619,0.6666666666666666,0.4225352112676056,0.4666666666666667,0.49411764705882355,0.7619047619047619,0.24882629107981222,0.4528301886792453,0.46153846153846156,0.8333333333333334,,,,,,,,,0.6363636363636364,0.7142857142857143,0.2,,,,,0.2692307692307692,0.7142857142857143,,,,0.3286384976525822,,0.4478896713615023,0.5136807692307692,0.42603653846153844,0.10775862068965517,0.10775862068965517,,0.18613138686131386,0.2846715328467153,7.844600938967137,,0.2702928870292887,,0.018867924528301886,,,,,,,,,,,,,,4.0,2.0,,2.0,,,True,,,
84,1610612752,Latrell Sprewell,Latrell Sprewell,84,NYK,69343.0,1156,70,2098,2101,655,760,294,4199,53.0,83.0,8.0,12.0,16.0,24.0,39.0,122.0,61.0,159.0,10.0,25.0,1.0,3.0,,2.0,37.0,89.0,13.0,24.0,153.0,364.0,47.0,114.0,92.0,539.0,2153,20.0,36.0,6.0,16.0,16.0,74.0,41.0,111.0,10.0,26.0,38.0,150.0,134.0,172.0,114.0,8.0,88.0,37.0,20.0,77.0,37.0,114.0,19.0,18.0,30.0,27.0,20.0,265.0,3.0,17.0,,18.0,67.0,8.0,93.0,20.0,113.0,7.0,34.0,26.0,8.0,48.0,16.0,29.0,34.0,4.0,19.0,4.0,82.0,9.0,24.0,26.0,68.0,3.0,9.0,109.0,15.0,45.0,,9.0,4.0,1.0,3.0,5.0,5.0,150.0,655,12.0,0.43790849673202614,0.44966442953020136,0.8085106382978723,0.41228070175438597,0.375,0.38461538461538464,0.415929203539823,0.42032967032967034,0.5555555555555556,0.36936936936936937,0.4675732217573222,0.5576923076923077,0.40875912408759124,0.5106382978723404,0.6166666666666667,0.4869281045751634,0.2384937238493724,0.054945054945054944,0.10843373493975904,0.06557377049180328,24.56931911402789,0.5853658536585366,0.10256410256410256,,0.08200734394124846,0.021464646464646464,0.07792207792207792,0.012987012987012988,0.08110687022900763,0.019550342130987292,0.041025641025641026,0.01929260450160772,0.01048951048951049,0.012903225806451613,0.013157894736842105,0.03349282296650718,0.07773851590106007,0.11692307692307692,0.06779661016949153,0.1111111111111111,0.028,1.0,0.17364016736401675,0.6385542168674698,0.7162162162162162,0.37735849056603776,0.25523012552301255,0.319672131147541,0.34210526315789475,0.23076923076923078,0.33263598326359833,0.3836477987421384,0.391025641025641,0.6229508196721312,0.05230125523012552,0.4,0.4166666666666667,0.8,0.18619246861924685,0.4157303370786517,0.42045454545454547,0.8108108108108109,0.23076923076923078,0.6666666666666666,,0.057692307692307696,0.3333333333333333,1.0,0.25,0.17518248175182483,0.6666666666666666,0.014598540145985401,,0.17518248175182483,0.4121338912133891,0.42045454545454547,0.46561586134453775,0.4850812500000001,0.44965296296296303,0.08858267716535433,0.11421319796954314,,0.137291280148423,0.2782931354359926,10.995054945054944,25.099122807017544,0.31220209723546233,10.0,0.018867924528301886,0.4166666666666667,5.0,27.0,2.0,1.0,15.0,1.0,1.0,0.017543859649122806,0.011235955056179775,0.38461538461538464,1.0,1.0,,,,,,0.04,True,,,
