EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,PtsUnassisted3s,HeaveAttempts,BadPassOutOfBoundsTurnovers,Travels,Technical Free Throw Trips,BlockedShortMidRange,AtRimPctBlocked,Corner3PctBlocked,OffArc3ReboundPct,DefCorner3ReboundPct,SecondChanceAtRimPctAssisted,2pt And 1 Free Throw Trips,LongMidRangePctBlocked,DefensiveGoaltends,3SecondViolations,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffensiveGoaltends,OffFTReboundPct,on
145,1610612761,Tracy Murray,Tracy Murray,145,TOR,16180.0,270,-19.0,499,498,116,131,71,997,10.0,18.0,3.0,6.0,2.0,3.0,4.0,17.0,11.0,27.0,10.0,22.0,2.0,3.0,3.0,6.0,12.0,39.0,2.0,3.0,4.0,9.0,25,62,22.0,61.0,11,127,531,4.0,10.0,4.0,6.0,20.0,6.0,12.0,7.0,15.0,5.0,38.0,30.0,20.0,66.0,8.0,39.0,12.0,3.0,1.0,9.0,2.0,11.0,1.0,1.0,3.0,3.0,3.0,24.0,1.0,8.0,4.0,16.0,1.0,21,9.0,30,3.0,6.0,4.0,2.0,9.0,7.0,2.0,1.0,2.0,11.0,3.0,3.0,7.0,21.0,1.0,1.0,14,5,2.0,4.0,2.0,2.0,2.0,2.0,6.0,5.0,1.0,38.0,116,3.0,0.6,0.7142857142857143,1.0,0.36065573770491804,0.6666666666666666,0.4666666666666667,0.36065573770491804,0.4032258064516129,0.4,0.5,0.4715447154471545,0.625,0.6111111111111112,0.48846153846153845,0.625,0.6333333333333333,0.4959349593495935,0.01639344262295082,0.04838709677419355,0.17647058823529413,0.02564102564102564,24.310344827586206,0.8181818181818182,0.0625,0.09523809523809523,0.04145077720207254,0.08163265306122448,0.016666666666666666,0.09216589861751152,0.03557312252964427,0.046511627906976744,0.06557377049180328,0.02247191011235955,0.07692307692307693,0.08888888888888889,0.13333333333333333,0.06349206349206349,0.10810810810810811,0.04285714285714286,0.8333333333333334,0.14634146341463414,0.5555555555555556,0.5555555555555556,0.7,0.13821138211382114,0.23529411764705882,0.2857142857142857,0.75,0.21951219512195122,0.4074074074074074,0.4074074074074074,0.45454545454545453,0.17886178861788618,0.45454545454545453,0.45454545454545453,1.0,0.3170731707317073,0.3076923076923077,0.3157894736842105,1.0,0.375,0.5,0.1875,0.6666666666666666,1.0,0.1875,0.6666666666666666,1.0,0.1111111111111111,0.6666666666666666,0.2222222222222222,0.5,0.3333333333333333,0.4444444444444444,0.6422764227642277,0.3076923076923077,0.4982508130081301,0.52415,0.47390370370370366,0.0390625,0.07462686567164178,0.15748031496062992,0.2992125984251969,9.983870967741934,24.69180327868852,0.23246492985971945,,,,,,,,,,,,,,,,,,,,,,,True
1541,1610612761,Alvin Williams,Alvin Williams,1541,TOR,45835.0,764,-65.0,1415,1413,416,573,189,2828,29.0,50.0,4.0,5.0,8.0,13.0,12.0,34.0,41.0,119.0,6.0,10.0,,1.0,1.0,1.0,16.0,48.0,2.0,4.0,5.0,22.0,82,203,22.0,58.0,33,263,1447,12.0,25.0,2.0,5.0,31.0,24.0,51.0,6.0,23.0,23.0,89.0,114.0,50.0,54.0,4.0,45.0,16.0,8.0,1.0,54.0,17.0,71.0,14.0,3.0,19.0,17.0,18.0,159.0,1.0,15.0,10.0,39.0,6.0,55,16.0,71,5.0,35.0,18.0,17.0,21.0,12.0,13.0,3.0,9.0,34.0,4.0,17.0,17.0,48.0,,4.0,42,8,12.0,7.0,,,4.0,,7.0,2.0,,89.0,416,10.0,0.6951219512195121,0.7125,0.8181818181818182,0.3793103448275862,0.4,0.2608695652173913,0.4,0.4039408866995074,0.48,0.47058823529411764,0.44061302681992337,0.5,0.44594594594594594,0.4626334519572954,0.5,0.4943181818181818,0.2222222222222222,0.017241379310344827,0.03940886699507389,0.058823529411764705,,19.394688079061147,0.6176470588235294,0.09836065573770492,0.07235621521335807,0.02707581227436823,0.07936507936507936,0.007751937984496124,0.07368421052631578,0.02342606149341142,0.0440251572327044,0.023809523809523808,0.01762114537444934,,0.0641025641025641,0.07878787878787878,0.07339449541284404,0.0851063829787234,0.03546099290780142,0.2857142857142857,0.19157088122605365,0.58,0.6590909090909091,0.6551724137931034,0.13026819923371646,0.35294117647058826,0.375,0.75,0.4559386973180077,0.3445378151260504,0.3445378151260504,0.7073170731707317,0.038314176245210725,0.6,0.6666666666666666,0.8333333333333334,0.1839080459770115,0.3333333333333333,0.3333333333333333,0.8125,0.16666666666666666,0.8,0.03333333333333333,,,0.13333333333333333,0.5,1.0,0.17567567567567569,0.6153846153846154,0.013513513513513514,1.0,0.2972972972972973,0.22727272727272727,0.41379310344827586,0.35555555555555557,0.4588781007751939,0.45646538461538455,0.4373077464788731,0.02973977695167286,0.037914691943127965,0.11787072243346007,0.33840304182509506,12.457142857142857,27.041379310344826,0.2939929328621908,1.0,12.0,3.0,5.0,1.0,3.0,3.0,0.12,0.1,0.009345794392523364,0.0625,0.5,,,,,,,,,,,True
1565,1610612761,Michael Stewart,Michael Stewart,1565,TOR,2653.0,44,-2.0,77,76,9,17,18,153,3.0,9.0,1.0,5.0,,2.0,1.0,4.0,,,,,,,,,,,,,,,4,13,,,1,9,67,1.0,6.0,,,2.0,,3.0,,,,,6.0,2.0,,2.0,,,,,1.0,,1.0,,,,1.0,,2.0,,7.0,,6.0,3.0,9,7.0,16,,3.0,1.0,2.0,,,2.0,,,2.0,1.0,,6.0,14.0,1.0,1.0,3,2,,,,,,,,,,,9,1.0,0.75,1.0,,,,,,0.3076923076923077,0.16666666666666666,,0.3076923076923077,0.16666666666666666,,0.32142857142857145,0.16666666666666666,,,,,,,16.666666666666668,,0.75,0.2222222222222222,0.16666666666666666,,,0.1935483870967742,0.14893617021276595,0.23529411764705882,0.1,0.13333333333333333,,0.2857142857142857,0.375,0.08333333333333333,,,,0.6923076923076923,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3076923076923077,0.25,0.25,1.0,,,,,,,,,,,,,0.8333333333333334,0.2,,,,,,,0.6666666666666666,,,,,,0.6923076923076923,,0.46404615384615383,0.4636,0.31883333333333336,0.14285714285714285,0.14285714285714285,0.2222222222222222,,2.730769230769231,,0.11688311688311688,,,,,,,,,,,,,1.0,,,,,,,,,,True
164,1610612761,Chris Childs,Chris Childs,164,TOR,94726.0,1579,-33.0,2886,2891,695,946,419,5777,30.0,65.0,3.0,6.0,5.0,14.0,10.0,26.0,24.0,85.0,,5.0,,1.0,,2.0,33.0,115.0,5.0,12.0,7.0,38.0,64,176,33.0,120.0,58,285,2900,4.0,13.0,5.0,13.0,28.0,12.0,36.0,7.0,40.0,36.0,81.0,62.0,66.0,90.0,,102.0,33.0,17.0,,296.0,55.0,351.0,39.0,16.0,121.0,47.0,128.0,757.0,4.0,14.0,26.0,105.0,5.0,136,18.0,154,5.0,56.0,23.0,33.0,66.0,55.0,57.0,5.0,11.0,123.0,6.0,25.0,67.0,177.0,5.0,9.0,71,15,18.0,5.0,,,3.0,2.0,5.0,2.0,,81.0,695,33.0,0.484375,0.484375,0.9090909090909091,0.275,0.38461538461538464,0.175,0.308411214953271,0.36363636363636365,0.3076923076923077,0.3333333333333333,0.38344594594594594,0.4423076923076923,0.29605263157894735,0.42746913580246915,0.48214285714285715,0.41237113402061853,0.40540540540540543,,0.09659090909090909,0.11538461538461539,,13.273809523809524,0.5365853658536586,0.045454545454545456,0.0963302752293578,0.012089810017271158,0.1,0.01444043321299639,0.09703703703703703,0.012543554006968641,0.020895522388059702,0.0058997050147492625,0.010330578512396695,0.037037037037037035,0.06752411575562701,0.0911854103343465,0.12,0.0975609756097561,0.030303030303030304,0.4,0.2195945945945946,0.46153846153846156,0.5769230769230769,0.3333333333333333,0.08783783783783784,0.38461538461538464,0.43478260869565216,0.2,0.28716216216216217,0.2823529411764706,0.2857142857142857,0.7916666666666666,0.016891891891891893,,,,0.3885135135135135,0.28695652173913044,0.28695652173913044,0.9090909090909091,0.23076923076923078,0.5,0.038461538461538464,,,0.46153846153846156,0.4166666666666667,1.0,0.18421052631578946,0.35714285714285715,0.02631578947368421,,0.5,0.18421052631578946,0.625,0.3235294117647059,0.47753533568904627,0.5030108695652172,0.45667307692307696,0.049019607843137254,0.08064516129032258,0.09824561403508772,0.28421052631578947,10.356250000000001,28.36833333333334,0.24081774081774082,5.0,9.0,13.0,37.0,3.0,10.0,,0.2,,0.008968609865470852,0.10909090909090909,0.3333333333333333,5.0,0.011764705882352941,,,,,,,,,True
1721,1610612761,Keon Clark,Keon Clark,1721,TOR,56866.0,948,-40.0,1720,1719,387,475,250,3439,102.0,166.0,26.0,44.0,13.0,31.0,32.0,103.0,37.0,79.0,,,,,,,,1.0,,,,,171,348,,1.0,71,413,1757,35.0,61.0,,,75.0,21.0,59.0,,,16.0,58.0,218.0,124.0,,30.0,1.0,,35.0,,27.0,12.0,39.0,11.0,1.0,15.0,3.0,9.0,90.0,15.0,65.0,33.0,129.0,25.0,187,80.0,267,10.0,26.0,17.0,9.0,29.0,12.0,31.0,4.0,17.0,60.0,4.0,19.0,61.0,105.0,6.0,12.0,109,52,8.0,45.0,1.0,1.0,30.0,4.0,46.0,28.0,1.0,58.0,387,7.0,0.6374269005847953,0.6987179487179487,,,,,,0.49137931034482757,0.5737704918032787,0.3559322033898305,0.4899713467048711,0.5737704918032787,0.3559322033898305,0.5175438596491229,0.5597014925373134,0.4084507042253521,0.0028653295128939827,,0.10057471264367816,0.06796116504854369,,22.80439121756487,0.48333333333333334,0.43859649122807015,0.1996904024767802,0.09502923976608187,0.19642857142857142,0.09615384615384616,0.19901719901719903,0.09523809523809523,0.095,0.10526315789473684,0.08727272727272728,0.17391304347826086,0.13903743315508021,0.24352331606217617,0.21052631578947367,0.19230769230769232,0.07142857142857142,0.6086956521739131,0.47564469914040114,0.6144578313253012,0.7285714285714285,0.6078431372549019,0.29512893982808025,0.3106796116504854,0.3333333333333333,0.5,0.22636103151862463,0.46835443037974683,0.4805194805194805,0.8378378378378378,,,,,0.0028653295128939827,,,,0.7213114754098361,0.5909090909090909,,,,,,,0.5254237288135594,0.41935483870967744,,,,,0.4785100286532951,,0.4655127507163323,0.5174963636363636,0.4433440677966102,0.1329923273657289,0.13333333333333333,0.18159806295399517,0.14043583535108958,6.594827586206894,24.8,0.225,5.0,,,6.0,3.0,,11.0,0.1566265060240964,,0.08270676691729323,0.21052631578947367,0.23076923076923078,10.0,0.02531645569620253,3.0,,,,,,,,True
165,1610612761,Hakeem Olajuwon,Hakeem Olajuwon,165,TOR,28940.0,482,9.0,878,876,150,271,123,1754,31.0,51.0,12.0,17.0,7.0,9.0,27.0,70.0,19.0,47.0,,,,,,,,2.0,,,,2.0,77,168,,2.0,20,174,855,16.0,27.0,,,37.0,13.0,25.0,,2.0,6.0,32.0,90.0,64.0,,16.0,2.0,,16.0,,15.0,3.0,18.0,2.0,1.0,6.0,2.0,7.0,39.0,6.0,28.0,10.0,65.0,12.0,87,34.0,121,4.0,23.0,11.0,12.0,22.0,14.0,13.0,4.0,8.0,35.0,4.0,5.0,29.0,56.0,6.0,3.0,38,18,3.0,35.0,,,21.0,2.0,35.0,19.0,2.0,32.0,150,9.0,0.5844155844155844,0.6521739130434783,,,,,,0.4583333333333333,0.5925925925925926,0.52,0.45294117647058824,0.5925925925925926,0.48148148148148145,0.46524064171123,0.6166666666666667,0.5,0.011764705882352941,,0.09523809523809523,0.05714285714285714,,21.828908554572273,0.6285714285714286,0.3076923076923077,0.18413597733711048,0.07650273224043716,0.15151515151515152,0.07407407407407407,0.17899761336515513,0.07606263982102908,0.06422018348623854,0.1308411214953271,0.04666666666666667,,0.12,0.2268041237113402,0.1987179487179487,0.15384615384615385,0.05405405405405406,0.5428571428571428,0.3,0.6078431372549019,0.7380952380952381,0.5806451612903226,0.4117647058823529,0.38571428571428573,0.4090909090909091,0.48148148148148145,0.27647058823529413,0.40425531914893614,0.4318181818181818,0.7368421052631579,,,,,0.011764705882352941,,,,0.6296296296296297,0.7058823529411765,,,,,,,0.3333333333333333,0.7777777777777778,,,0.07407407407407407,,0.31176470588235294,,0.42605,0.4820695652173913,0.4252259259259259,0.09782608695652174,0.0989010989010989,0.21264367816091953,0.1839080459770115,8.729761904761906,25.9,0.17084282460136674,5.0,,,1.0,3.0,,12.0,0.17647058823529413,,0.0967741935483871,0.14285714285714285,0.25,4.0,0.06382978723404255,1.0,2.0,,,,,,,True
1713,1610612761,Vince Carter,Vince Carter,1713,TOR,48612.0,810,57.0,1489,1482,381,476,223,2971,50.0,99.0,16.0,27.0,11.0,23.0,39.0,87.0,61.0,150.0,8.0,23.0,4.0,9.0,2.0,4.0,28.0,75.0,3.0,13.0,6.0,20.0,150,336,36.0,98.0,97,505,1456,27.0,49.0,7.0,22.0,81.0,30.0,70.0,8.0,24.0,47.0,131.0,138.0,162.0,96.0,28.0,74.0,28.0,15.0,,55.0,18.0,73.0,14.0,4.0,33.0,10.0,12.0,164.0,8.0,33.0,14.0,46.0,4.0,64,41.0,105,13.0,36.0,20.0,16.0,34.0,20.0,27.0,5.0,14.0,61.0,3.0,13.0,29.0,69.0,3.0,12.0,123,34,19.0,14.0,3.0,3.0,7.0,4.0,17.0,13.0,,131.0,381,9.0,0.46,0.5073529411764706,0.8888888888888888,0.3673469387755102,0.3181818181818182,0.3333333333333333,0.3711340206185567,0.44642857142857145,0.5510204081632653,0.42857142857142855,0.4700460829493088,0.528169014084507,0.44680851063829785,0.5082644628099173,0.5328947368421053,0.525,0.22580645161290322,,0.044642857142857144,0.04597701149425287,,31.267928858290304,0.5573770491803278,0.06896551724137931,0.08112874779541446,0.05660377358490566,0.09523809523809523,0.049079754601226995,0.08403361344537816,0.054959785522788206,0.07926829268292683,0.05357142857142857,0.043824701195219126,0.03333333333333333,0.09523809523809523,0.04938271604938271,0.09282700421940929,0.08403361344537816,0.057777777777777775,0.7647058823529411,0.22811059907834103,0.5050505050505051,0.5617977528089888,0.42,0.20046082949308755,0.4482758620689655,0.46987951807228917,0.4358974358974359,0.3456221198156682,0.4066666666666667,0.40939597315436244,0.5081967213114754,0.052995391705069124,0.34782608695652173,0.34782608695652173,1.0,0.1728110599078341,0.37333333333333335,0.37333333333333335,0.8571428571428571,0.38028169014084506,0.5925925925925926,0.1267605633802817,0.4444444444444444,1.0,0.18309859154929578,0.23076923076923078,1.0,0.24468085106382978,0.4782608695652174,0.0425531914893617,0.5,0.2127659574468085,0.3,0.4539170506912442,0.3783783783783784,0.46502291666666656,0.5042875,0.4455010752688173,0.07741935483870968,0.09289617486338798,0.1603960396039604,0.2594059405940594,10.741071428571425,25.128571428571433,0.2558764271323036,6.0,12.0,1.0,7.0,1.0,17.0,3.0,0.10101010101010101,,0.05263157894736842,0.14285714285714285,0.0625,4.0,0.006666666666666667,,,1.0,2.0,0.020202020202020204,,,,True
213,1610612761,Antonio Davis,Antonio Davis,213,TOR,63310.0,1055,-40.0,1915,1916,531,743,297,3831,59.0,104.0,16.0,26.0,15.0,25.0,39.0,101.0,38.0,111.0,,,,,,,,,,,,,136,316,,,119,391,1963,24.0,51.0,,,78.0,28.0,77.0,,,32.0,88.0,164.0,108.0,,28.0,,,27.0,,39.0,8.0,47.0,4.0,4.0,16.0,6.0,17.0,102.0,20.0,74.0,27.0,112.0,17.0,156,96.0,252,11.0,20.0,12.0,8.0,32.0,14.0,22.0,4.0,18.0,54.0,10.0,16.0,41.0,97.0,7.0,13.0,139,57,14.0,28.0,,,18.0,,28.0,12.0,4.0,88.0,531,14.0,0.6029411764705882,0.6721311475409836,,,,,,0.43037974683544306,0.47058823529411764,0.36363636363636365,0.43037974683544306,0.47058823529411764,0.36363636363636365,0.5091383812010444,0.582089552238806,0.453125,,,0.08544303797468354,0.06930693069306931,,19.448153093012905,0.5925925925925926,0.21794871794871795,0.15469613259668508,0.09622886866059818,0.16167664670658682,0.10695187165775401,0.15600448933782268,0.09832635983263599,0.1346153846153846,0.05531914893617021,0.10122699386503067,0.10526315789473684,0.1320754716981132,0.168141592920354,0.16083916083916083,0.17293233082706766,0.0738255033557047,0.42857142857142855,0.3291139240506329,0.5673076923076923,0.6629213483146067,0.6101694915254238,0.31962025316455694,0.38613861386138615,0.4148936170212766,0.48717948717948717,0.3512658227848101,0.34234234234234234,0.3584905660377358,0.7105263157894737,,,,,,,,,0.5098039215686274,0.6153846153846154,,,,,,,0.3246753246753247,0.6,,,,,0.3291139240506329,,0.4419107594936708,0.4859863636363636,0.43263766233766243,0.15447154471544716,0.15447154471544716,0.19948849104859334,0.22506393861892582,8.882594936708859,,0.2772845953002611,30.0,,,3.0,1.0,1.0,10.0,0.14423076923076922,,0.10738255033557047,0.11764705882352941,0.125,4.0,0.04504504504504504,1.0,,,,,2.0,1.0,0.03571428571428571,True
966,1610612761,Jerome Williams,Jerome Williams,966,TOR,34399.0,573,37.0,1040,1054,232,287,156,2094,55.0,96.0,15.0,27.0,12.0,20.0,6.0,34.0,4.0,14.0,,,,,,,,,,,,,65,144,,,56,186,1002,17.0,35.0,,,47.0,14.0,30.0,,,22.0,50.0,84.0,46.0,,18.0,,,15.0,,15.0,5.0,20.0,2.0,3.0,4.0,2.0,9.0,45.0,5.0,53.0,17.0,63.0,6.0,86,60.0,146,5.0,34.0,15.0,19.0,12.0,7.0,13.0,1.0,5.0,25.0,4.0,1.0,21.0,64.0,10.0,5.0,76,30,11.0,8.0,1.0,1.0,4.0,1.0,9.0,5.0,3.0,50.0,232,7.0,0.6461538461538462,0.75,,,,,,0.4513888888888889,0.4857142857142857,0.4666666666666667,0.4513888888888889,0.4857142857142857,0.4666666666666667,0.5195530726256983,0.5465116279069767,0.5813953488372093,,,0.10416666666666667,0.17647058823529413,,16.653061224489797,0.48,0.17647058823529413,0.15555555555555556,0.12155963302752294,0.16346153846153846,0.05747126436781609,0.15717092337917485,0.11089866156787763,0.11888111888111888,0.1282051282051282,0.11931818181818182,0.2222222222222222,0.11290322580645161,0.14678899082568808,0.19186046511627908,0.20238095238095238,0.08196721311475409,0.5555555555555556,0.6666666666666666,0.5729166666666666,0.632183908045977,0.6181818181818182,0.2361111111111111,0.17647058823529413,0.21428571428571427,0.6666666666666666,0.09722222222222222,0.2857142857142857,0.2857142857142857,1.0,,,,,,,,,0.7714285714285715,0.5555555555555556,,,,,,,0.6666666666666666,0.6,,,,,0.6666666666666666,,0.5261708333333335,0.526384375,0.4874433333333333,0.17857142857142858,0.17857142857142858,0.25268817204301075,0.26881720430107525,3.7916666666666665,,0.2230769230769231,13.0,,,4.0,1.0,,3.0,0.09375,,0.014492753623188406,,0.06666666666666667,6.0,,,1.0,,,,2.0,,0.06666666666666667,True
209,1610612761,Dell Curry,Dell Curry,209,TOR,25198.0,420,,773,775,126,223,98,1548,6.0,9.0,2.0,3.0,1.0,1.0,5.0,12.0,50.0,98.0,5.0,16.0,1.0,2.0,1.0,1.0,10.0,41.0,1.0,5.0,1.0,9.0,61,119,15.0,57.0,12,179,769,7.0,13.0,2.0,7.0,20.0,7.0,14.0,2.0,10.0,8.0,28.0,86.0,36.0,42.0,8.0,41.0,10.0,2.0,,24.0,1.0,25.0,1.0,,10.0,1.0,13.0,51.0,2.0,9.0,6.0,16.0,,22,11.0,33,,13.0,9.0,4.0,8.0,5.0,8.0,1.0,3.0,16.0,1.0,1.0,10.0,24.0,2.0,3.0,13,1,4.0,3.0,,,3.0,,3.0,3.0,1.0,28.0,126,3.0,0.7049180327868853,0.7543859649122807,0.9333333333333333,0.2631578947368421,0.2857142857142857,0.2,0.2631578947368421,0.5126050420168067,0.5384615384615384,0.5,0.4744318181818182,0.5,0.4166666666666667,0.4861111111111111,0.5,0.48214285714285715,0.32386363636363635,,0.01680672268907563,0.16666666666666666,,22.096956031567082,0.5,,0.06037735849056604,0.03,0.07894736842105263,0.024390243902439025,0.06451612903225806,0.028795811518324606,0.011363636363636364,0.08108108108108109,0.014492753623188406,0.047619047619047616,0.046153846153846156,0.07228915662650602,0.05982905982905983,0.0625,,1.0,0.05113636363636364,0.6666666666666666,0.6666666666666666,0.5,0.06818181818181818,0.4166666666666667,0.5,0.4,0.5568181818181818,0.5102040816326531,0.5102040816326531,0.76,0.09090909090909091,0.3125,0.3125,1.0,0.23295454545454544,0.24390243902439024,0.24390243902439024,0.9,0.15,0.6666666666666666,0.1,0.5,1.0,0.25,0.2,1.0,0.041666666666666664,1.0,0.041666666666666664,1.0,0.375,0.1111111111111111,0.375,0.24390243902439024,0.4564111428571429,0.48529411764705893,0.4496586956521739,0.005681818181818182,0.008403361344537815,0.11173184357541899,0.1564245810055866,16.814285714285713,25.00526315789474,0.1630012936610608,,3.0,,4.0,,4.0,,,,0.01639344262295082,0.16666666666666666,,1.0,,,,,,,,,,True
