EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveMakes,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,BlockedCorner3,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,on
1088,1610612765,Chucky Atkins,Chucky Atkins,1088,DET,112155.0,1869,44.0,3497,3493,1032,895,392,6990,94.0,161.0,6.0,13.0,25.0,44.0,17.0,48.0,82.0,164.0,41.0,94.0,5.0,11.0,12.0,27.0,76.0,182.0,15.0,35.0,25.0,57.0,193.0,373.0,117.0,276.0,69.0,806.0,3572,17.0,30.0,20.0,46.0,8.0,102.0,50.0,91.0,37.0,84.0,37.0,248.0,130.0,256.0,333.0,18.0,4.0,1.0,4.0,177.0,75.0,24.0,3.0,158.0,46.0,204.0,27.0,19.0,70.0,27.0,61.0,454.0,10.0,16.0,3.0,16.0,83.0,1.0,100.0,29.0,129.0,10.0,62.0,31.0,31.0,69.0,10.0,50.0,31.0,6.0,19.0,2.0,100.0,5.0,36.0,56.0,146.0,1.0,1.0,8.0,98.0,10.0,35.0,19.0,8.0,1.0,1.0,2.0,5.0,1.0,9.0,4.0,248.0,1032,15.0,0.33678756476683935,0.3403141361256545,0.9487179487179487,0.42391304347826086,0.43478260869565216,0.44047619047619047,0.4264705882352941,0.517426273458445,0.5666666666666667,0.5494505494505495,0.5677966101694916,0.618421052631579,0.6028571428571429,0.5815295815295816,0.6296296296296297,0.6231155778894473,0.4252696456086287,0.010869565217391304,0.064343163538874,0.09316770186335403,0.125,0.018292682926829267,0.016483516483516484,20.04053711679757,0.69,0.0125,0.026785714285714284,0.06067251461988304,0.013082583810302535,0.05925925925925926,0.02457002457002457,0.06043956043956044,0.015950920245398775,0.022727272727272728,0.014792899408284023,0.005628517823639775,0.026022304832713755,0.021739130434782608,0.06565656565656566,0.045576407506702415,0.0667779632721202,0.07009345794392523,0.017857142857142856,0.03333333333333333,0.4444444444444444,0.24807395993836673,0.5838509316770186,0.6438356164383562,0.2553191489361702,0.07395993836671803,0.3541666666666667,0.40476190476190477,0.17647058823529413,0.2526964560862866,0.5,0.5093167701863354,0.4634146341463415,0.1448382126348228,0.43617021276595747,0.43617021276595747,0.926829268292683,0.28043143297380585,0.4175824175824176,0.4245810055865922,0.9605263157894737,0.17105263157894737,0.46153846153846156,0.16666666666666666,0.14473684210526316,0.45454545454545453,1.0,0.4605263157894737,0.42857142857142855,0.9333333333333333,0.25142857142857145,0.5681818181818182,0.15428571428571428,0.4444444444444444,0.32571428571428573,0.43859649122807015,0.6733436055469953,0.423728813559322,0.5068552877138414,0.49678898305084745,0.4975014705882353,0.05192878338278932,0.08793969849246232,0.12655086848635236,0.3076923076923077,9.466487935656836,25.802536231884055,0.29511009436659996,,,,,,,,,,,True
1112,1610612765,Ben Wallace,Ben Wallace,1112,DET,175151.0,2919,147.0,5423,5455,1571,1488,642,10878,218.0,351.0,72.0,128.0,48.0,83.0,23.0,84.0,14.0,42.0,,1.0,,,,,,2.0,,,,2.0,255.0,477.0,,3.0,99.0,609.0,5524,79.0,141.0,,,21.0,179.0,55.0,116.0,,2.0,49.0,159.0,302.0,208.0,,,130.0,,1.0,1.0,,37.0,,80.0,35.0,115.0,20.0,15.0,29.0,9.0,42.0,265.0,69.0,243.0,6.0,111.0,533.0,77.0,721.0,318.0,1039.0,22.0,138.0,88.0,50.0,40.0,7.0,20.0,30.0,2.0,20.0,3.0,70.0,6.0,25.0,109.0,178.0,,14.0,8.0,234.0,21.0,94.0,34.0,273.0,5.0,4.0,175.0,18.0,80.0,278.0,155.0,159.0,1571,12.0,0.592156862745098,0.7947368421052632,,,,,,0.5345911949685535,0.5602836879432624,0.47413793103448276,0.53125,0.5602836879432624,0.4661016949152542,0.5187393526405452,0.5391566265060241,0.4789156626506024,0.00625,,0.07756813417190776,0.07407407407407407,0.13095238095238096,,,10.651079720733884,0.5714285714285714,0.5202702702702703,0.03508771929824561,0.24721706864564008,0.12932410856838744,0.24943820224719102,0.10454545454545454,0.24759707804690503,0.12288302481291848,0.1322463768115942,0.14177693761814744,0.11904761904761904,0.09619686800894854,0.12206572769953052,0.18446601941747573,0.2895174708818636,0.26147278548559233,0.2521246458923513,0.2391304347826087,0.12154696132596685,0.5575539568345323,0.73125,0.6210826210826211,0.6707692307692308,0.6009174311926605,0.175,0.27380952380952384,0.3150684931506849,0.4782608695652174,0.0875,0.3333333333333333,0.3333333333333333,0.6428571428571429,0.0020833333333333333,,,,0.004166666666666667,,,,0.9078014184397163,0.5625,0.041666666666666664,,,,,,,0.7033898305084746,0.5783132530120482,,,0.01694915254237288,,0.7375,,0.5183995824634654,0.5317378151260505,0.5092803418803419,0.16998191681735986,0.1709090909090909,0.2939244663382594,0.26108374384236455,3.1530398322851156,35.53333333333334,0.28969205236953716,1.0,14.0,1.0,5.0,3.0,,,,,,True
1442,1610612765,Zeljko Rebraca,Zeljko Rebraca,1442,DET,28997.0,483,57.0,879,883,273,246,109,1762,43.0,56.0,16.0,22.0,10.0,13.0,40.0,87.0,5.0,25.0,,,,,,,,,,,,,88.0,168.0,,,57.0,233.0,884,19.0,28.0,,,5.0,43.0,22.0,36.0,,,30.0,74.0,114.0,62.0,,,22.0,,,,,12.0,,9.0,11.0,20.0,9.0,2.0,6.0,1.0,2.0,51.0,7.0,25.0,1.0,8.0,62.0,10.0,80.0,33.0,113.0,4.0,6.0,6.0,,9.0,3.0,,30.0,1.0,9.0,7.0,39.0,2.0,7.0,25.0,85.0,,2.0,16.0,81.0,5.0,27.0,16.0,20.0,,,10.0,2.0,8.0,20.0,13.0,74.0,273,5.0,0.6477272727272727,0.7402597402597403,,,,,,0.5238095238095238,0.6785714285714286,0.6111111111111112,0.5238095238095238,0.6785714285714286,0.6111111111111112,0.5655339805825242,0.7166666666666667,0.6491228070175439,,,0.07142857142857142,0.07142857142857142,0.05747126436781609,0.12,,24.402390438247014,0.23076923076923078,0.3333333333333333,0.037037037037037035,0.1657754010695187,0.08650519031141868,0.10810810810810811,0.08641975308641975,0.15625,0.08648648648648649,0.10526315789473684,0.044642857142857144,0.1188118811881188,0.0784313725490196,0.1,0.15,0.14655172413793102,0.189873417721519,0.10526315789473684,0.11764705882352941,0.05970149253731343,0.65,0.3333333333333333,0.7678571428571429,0.8269230769230769,0.6744186046511628,0.5178571428571429,0.45977011494252873,0.4878048780487805,0.575,0.1488095238095238,0.2,0.22727272727272727,1.0,,,,,,,,,0.7857142857142857,0.7272727272727273,0.25,,,,,,,0.3611111111111111,0.7692307692307693,,,,,0.3333333333333333,,0.43773511904761914,0.5126173913043478,0.4386,0.14210526315789473,0.14210526315789473,0.18454935622317598,0.31759656652360513,7.13511904761905,,0.310580204778157,,2.0,,3.0,,,,,,,True
1630,1610612765,Mikki Moore,Mikki Moore,1630,DET,2832.0,47,6.0,96,99,35,55,9,195,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,2.0,4.0,,,,,,,,,,,,,3.0,7.0,,,2.0,8.0,88,1.0,1.0,,,,2.0,1.0,3.0,,,,2.0,4.0,2.0,,,2.0,,,,,,,,1.0,1.0,,1.0,,,,3.0,1.0,1.0,,1.0,4.0,,5.0,2.0,7.0,,1.0,1.0,,5.0,,3.0,,,2.0,,5.0,1.0,1.0,5.0,8.0,,,,2.0,,1.0,,3.0,,,,,3.0,3.0,2.0,2.0,35,1.0,0.6666666666666666,1.0,,,,,,0.42857142857142855,1.0,0.3333333333333333,0.42857142857142855,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,,,,,,,,12.38095238095238,1.0,,,0.10810810810810811,0.041666666666666664,0.1111111111111111,0.1111111111111111,0.10869565217391304,0.06060606060606061,0.1111111111111111,,,,0.3333333333333333,0.2222222222222222,,0.09090909090909091,0.125,,,0.6666666666666666,0.2857142857142857,0.5,0.5,,0.14285714285714285,,,,0.5714285714285714,0.5,0.5,1.0,,,,,,,,,1.0,1.0,,,,,,,,0.3333333333333333,1.0,,,,,0.2857142857142857,,0.4335142857142857,0.5793,0.44449999999999995,0.125,0.125,0.25,0.25,10.557142857142859,,0.3645833333333333,,,,,,,,,,,True
468,1610612765,Jon Barry,Jon Barry,468,DET,71109.0,1185,117.0,2211,2224,880,741,269,4435,37.0,61.0,1.0,4.0,12.0,19.0,9.0,22.0,38.0,86.0,25.0,56.0,3.0,5.0,9.0,20.0,46.0,93.0,4.0,8.0,17.0,33.0,84.0,169.0,71.0,149.0,69.0,450.0,2226,7.0,12.0,7.0,13.0,,35.0,35.0,65.0,26.0,53.0,44.0,192.0,108.0,60.0,168.0,45.0,10.0,,,93.0,46.0,8.0,1.0,130.0,34.0,164.0,15.0,19.0,76.0,29.0,25.0,362.0,11.0,14.0,,23.0,88.0,4.0,115.0,25.0,140.0,6.0,52.0,35.0,17.0,46.0,10.0,35.0,16.0,2.0,11.0,1.0,62.0,5.0,17.0,29.0,79.0,,1.0,3.0,75.0,6.0,14.0,21.0,10.0,,,1.0,4.0,5.0,10.0,5.0,192.0,880,12.0,0.6428571428571429,0.6835443037974683,0.7887323943661971,0.47651006711409394,0.5384615384615384,0.49056603773584906,0.47651006711409394,0.4970414201183432,0.5833333333333334,0.5384615384615384,0.5990566037735849,0.7,0.6271186440677966,0.6350574712643678,0.7,0.6821428571428572,0.46855345911949686,0.006711409395973154,0.047337278106508875,0.11475409836065574,0.045454545454545456,,,16.198019801980198,0.7419354838709677,0.056338028169014086,,0.10328638497652583,0.019337016574585635,0.12637362637362637,0.040740740740740744,0.10735009671179883,0.025150905432595575,0.01293103448275862,0.012396694214876033,0.032,0.03954802259887006,0.043010752688172046,0.10822510822510822,0.06437768240343347,0.12371134020618557,0.1223021582733813,0.13953488372093023,0.039473684210526314,0.5,0.1918238993710692,0.6065573770491803,0.6851851851851852,0.6756756756756757,0.06918238993710692,0.4090909090909091,0.42857142857142855,0.7777777777777778,0.27044025157232704,0.4418604651162791,0.4418604651162791,0.5789473684210527,0.1761006289308176,0.44642857142857145,0.45454545454545453,0.88,0.29245283018867924,0.4946236559139785,0.4946236559139785,0.7391304347826086,0.16,0.25,,0.2,0.6,1.0,0.32,0.5,1.0,0.16101694915254236,0.631578947368421,0.1694915254237288,0.45,0.2796610169491525,0.5151515151515151,0.660377358490566,0.4946236559139785,0.5035783018867924,0.5101300000000001,0.4854652542372882,0.04892966360856269,0.07909604519774012,0.07777777777777778,0.4266666666666667,10.611834319526626,25.07114093959732,0.39800995024875624,,,,,,1.0,8.0,2.0,0.017857142857142856,0.013333333333333334,True
2073,1610612765,Brian Cardinal,Brian Cardinal,2073,DET,329.0,5,-4.0,8,10,3,10,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.375,,,,,,,,,,,True
2206,1610612765,Rodney White,Rodney White,2206,DET,2708.0,45,15.0,81,82,28,28,11,163,3.0,4.0,,,2.0,2.0,2.0,4.0,4.0,9.0,,2.0,,,,1.0,,2.0,,,,2.0,9.0,17.0,,4.0,1.0,19.0,79,,,,,,,3.0,5.0,,3.0,1.0,7.0,4.0,14.0,,,,,,2.0,,2.0,,4.0,,4.0,,,2.0,,2.0,8.0,,,,2.0,4.0,,6.0,,6.0,,3.0,2.0,1.0,5.0,,4.0,,,1.0,,5.0,,2.0,,1.0,,,,2.0,,,2.0,1.0,,,1.0,,,1.0,,7.0,28,,0.2222222222222222,0.2222222222222222,,,,,,0.5294117647058824,,0.6,0.42857142857142855,,0.375,0.41304347826086957,,0.35,0.19047619047619047,,0.11764705882352941,0.25,0.25,,,29.34782608695652,1.0,,,0.12121212121212122,,0.18181818181818182,,0.13636363636363635,,,,,,,0.18181818181818182,0.08333333333333333,0.1,,0.6666666666666666,,,0.19047619047619047,0.75,1.0,0.3333333333333333,0.19047619047619047,0.5,0.6666666666666666,,0.42857142857142855,0.4444444444444444,0.4444444444444444,0.25,0.09523809523809523,,,,0.09523809523809523,,,,,,,,,,,,,0.25,1.0,0.125,,0.25,,0.38095238095238093,,0.4809357142857143,,0.50905625,,,,0.3684210526315789,11.705882352941176,24.450000000000003,0.345679012345679,,,,,,,,,,,True
722,1610612765,Corliss Williamson,Corliss Williamson,722,DET,62152.0,1036,89.0,1905,1916,695,639,267,3821,133.0,219.0,32.0,50.0,37.0,72.0,70.0,171.0,38.0,109.0,1.0,2.0,,,,,,2.0,,,,2.0,241.0,499.0,1.0,4.0,144.0,629.0,1966,47.0,83.0,,,20.0,114.0,75.0,159.0,,2.0,67.0,217.0,290.0,192.0,3.0,,56.0,,1.0,1.0,,33.0,,33.0,20.0,53.0,11.0,9.0,14.0,7.0,12.0,126.0,21.0,52.0,3.0,20.0,78.0,12.0,110.0,76.0,186.0,14.0,23.0,14.0,9.0,33.0,10.0,16.0,50.0,4.0,17.0,4.0,83.0,9.0,24.0,48.0,134.0,,12.0,23.0,179.0,15.0,81.0,16.0,9.0,,,6.0,1.0,2.0,9.0,7.0,217.0,695,17.0,0.6016597510373444,0.6807511737089202,1.0,0.25,,,0.3333333333333333,0.48296593186372744,0.5662650602409639,0.4716981132075472,0.4821073558648111,0.5662650602409639,0.4658385093167702,0.5376068376068376,0.6063829787234043,0.5371287128712872,0.007952286282306162,,0.06613226452905811,0.1004566210045662,0.05263157894736842,0.01834862385321101,,30.076542098153983,0.39759036144578314,0.18181818181818182,0.04411764705882353,0.1041388518024032,0.07784431137724551,0.12658227848101267,0.09545454545454546,0.10804851157662625,0.08220720720720721,0.11004784688995216,0.07547169811320754,0.05263157894736842,0.08275862068965517,0.12,0.059113300492610835,0.095,0.13583815028901733,0.13821138211382114,0.08571428571428572,0.06167400881057269,0.7777777777777778,0.43538767395626243,0.6073059360730594,0.6751269035532995,0.5939849624060151,0.3399602385685885,0.4093567251461988,0.43209876543209874,0.5142857142857142,0.21669980119284293,0.3486238532110092,0.35514018691588783,0.7894736842105263,0.003976143141153081,0.5,0.5,1.0,0.003976143141153081,,,,0.6024096385542169,0.64,0.25,,,,,,,0.4472049689440994,0.5138888888888888,,,0.012422360248447204,,0.4433399602385686,,0.47222994011976055,0.49991639344262295,0.47778679245283034,0.14235500878734622,0.1433628318584071,0.18124006359300476,0.3449920508744038,6.7759519038076155,31.575,0.3648293963254593,,,,2.0,2.0,,,,,,True
361,1610612765,Clifford Robinson,Clifford Robinson,361,DET,127233.0,2121,106.0,3952,3975,1040,953,451,7927,72.0,127.0,15.0,25.0,15.0,23.0,113.0,254.0,86.0,232.0,21.0,57.0,2.0,8.0,5.0,13.0,67.0,172.0,7.0,15.0,18.0,38.0,271.0,613.0,88.0,229.0,112.0,918.0,4016,29.0,60.0,9.0,23.0,19.0,104.0,47.0,116.0,23.0,51.0,47.0,210.0,342.0,200.0,261.0,3.0,36.0,,1.0,171.0,67.0,37.0,,113.0,41.0,154.0,21.0,20.0,60.0,13.0,40.0,349.0,17.0,42.0,6.0,38.0,161.0,19.0,218.0,65.0,283.0,21.0,68.0,46.0,22.0,63.0,18.0,36.0,46.0,9.0,27.0,2.0,109.0,10.0,26.0,95.0,189.0,,7.0,12.0,163.0,15.0,68.0,21.0,66.0,,,42.0,2.0,22.0,66.0,38.0,210.0,1040,18.0,0.6309963099630996,0.6758893280632411,0.9886363636363636,0.38427947598253276,0.391304347826087,0.45098039215686275,0.38596491228070173,0.44208809135399674,0.48333333333333334,0.4051724137931034,0.47862232779097386,0.5120481927710844,0.4880239520958084,0.5010917030567685,0.5360824742268041,0.5329949238578681,0.27197149643705465,,0.06035889070146819,0.07874015748031496,0.08267716535433071,0.02586206896551724,,22.982062780269057,0.5779816513761468,0.19791666666666666,0.05128205128205128,0.10248249522597072,0.030456852791878174,0.12179487179487179,0.03346456692913386,0.10568242166755178,0.03126656067832538,0.032663316582914576,0.04644808743169399,0.01951219512195122,0.037037037037037035,0.025477707006369428,0.08695652173913043,0.12589073634204276,0.09855072463768116,0.128,0.0967741935483871,0.0472972972972973,0.5757575757575758,0.1508313539192399,0.5669291338582677,0.6153846153846154,0.5694444444444444,0.3016627078384798,0.4448818897637795,0.48497854077253216,0.5486725663716814,0.2755344418052256,0.3706896551724138,0.3805309734513274,0.7906976744186046,0.06769596199524941,0.3684210526315789,0.3684210526315789,1.0,0.2042755344418052,0.38953488372093026,0.38953488372093026,0.9850746268656716,0.30120481927710846,0.6,,0.0963855421686747,0.25,1.0,0.18072289156626506,0.4666666666666667,0.8571428571428571,0.1377245508982036,0.6521739130434783,0.07784431137724551,0.38461538461538464,0.2275449101796407,0.47368421052631576,0.42280285035629456,0.391812865497076,0.4586988095238093,0.4962095588235294,0.4507124242424242,0.07597765363128492,0.1021021021021021,0.11328976034858387,0.22875816993464052,10.301141924959216,25.387772925764192,0.2631578947368421,,2.0,,4.0,3.0,,,,,,True
711,1610612765,Jerry Stackhouse,Jerry Stackhouse,711,DET,133106.0,2218,89.0,4154,4169,1189,1213,476,8323,152.0,279.0,15.0,34.0,43.0,97.0,52.0,160.0,176.0,445.0,34.0,90.0,4.0,7.0,11.0,28.0,36.0,157.0,2.0,14.0,13.0,48.0,380.0,884.0,70.0,247.0,412.0,1382.0,4231,33.0,74.0,6.0,21.0,33.0,117.0,89.0,237.0,24.0,76.0,217.0,467.0,340.0,420.0,156.0,54.0,16.0,,3.0,154.0,36.0,60.0,,228.0,103.0,331.0,73.0,30.0,118.0,44.0,66.0,765.0,15.0,49.0,2.0,28.0,158.0,1.0,187.0,66.0,253.0,19.0,64.0,40.0,24.0,132.0,20.0,77.0,87.0,15.0,55.0,5.0,219.0,15.0,61.0,43.0,134.0,,4.0,34.0,475.0,24.0,161.0,64.0,24.0,3.0,2.0,12.0,5.0,7.0,27.0,12.0,467.0,1189,17.0,0.4473684210526316,0.45698924731182794,0.7428571428571429,0.2834008097165992,0.2857142857142857,0.3157894736842105,0.28688524590163933,0.4298642533936652,0.44594594594594594,0.3755274261603376,0.4288240495137047,0.4421052631578947,0.3993610223642173,0.5044977511244377,0.5229357798165137,0.534965034965035,0.21839080459770116,,0.06787330316742081,0.12186379928315412,0.09375,0.024719101123595506,,33.04236746859698,0.6027397260273972,0.008849557522123894,0.016666666666666666,0.09529553679131483,0.03395703395703396,0.08187134502923976,0.029239766081871343,0.093,0.032719836400818,0.058004640371229696,0.04076086956521739,0.013975155279503106,0.025787965616045846,0.036585365853658534,0.07489878542510121,0.09282700421940929,0.11159420289855072,0.07749077490774908,0.09859154929577464,0.03140495867768595,0.4444444444444444,0.246684350132626,0.5448028673835126,0.6204081632653061,0.47368421052631576,0.14146772767462423,0.325,0.3586206896551724,0.2692307692307692,0.39345711759504864,0.3955056179775281,0.4055299539170507,0.4772727272727273,0.07957559681697612,0.37777777777777777,0.37777777777777777,0.9705882352941176,0.138815207780725,0.22929936305732485,0.22929936305732485,0.5277777777777778,0.35789473684210527,0.4411764705882353,0.13333333333333333,0.07368421052631578,0.5714285714285714,1.0,0.14736842105263157,0.14285714285714285,1.0,0.30990415335463256,0.44329896907216493,0.08945686900958466,0.39285714285714285,0.15335463258785942,0.2708333333333333,0.4650751547303271,0.23376623376623376,0.47955310559006215,0.47293397435897444,0.4734379032258064,0.1283464566929134,0.15768854064642507,0.08465991316931983,0.3379160636758321,10.734954751131221,25.470850202429144,0.28623013962445837,1.0,1.0,,,,,44.0,2.0,,0.008032128514056224,True
