EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,Blocked3s,BlockedArc3,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,HeaveAttempts,OffThreePtRebounds,3SecondViolations,Defensive 3 Seconds Violations,OffThreePtReboundPct,OffArc3ReboundPct,PenaltyCorner3Accuracy,FTOffRebounds,DefensiveGoaltends,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,Clear Path Fouls,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,on,HeaveMakes,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked
147,1610612741,Jalen Rose,Jalen Rose,147,CHI,35634.0,594,-123,1138,1152,231,267,134,2290,25.0,38.0,1.0,8.0,11.0,33.0,69.0,61.0,131,5.0,18.0,2.0,3.0,9.0,32.0,1.0,1.0,1.0,5.0,119,238,14.0,50.0,72,352,1281,8.0,17,1.0,3.0,2.0,21.0,25.0,44.0,1.0,8.0,22.0,75.0,126,112.0,39.0,3.0,4.0,32.0,9.0,12.0,75.0,8.0,83.0,6.0,2.0,50.0,9.0,16.0,174.0,5.0,10.0,36,2.0,48,5.0,53,1.0,19.0,11.0,8.0,28.0,12.0,21.0,21.0,1.0,7.0,2.0,49.0,3.0,11.0,26.0,57,2.0,4.0,80,3.0,3.0,30,10.0,9.0,3.0,2.0,4.0,9.0,7.0,75.0,231,9.0,0.5294117647058824,0.5384615384615384,0.9285714285714286,0.28,0.3333333333333333,0.125,0.28,0.5,0.47058823529411764,0.5681818181818182,0.4861111111111111,0.475,0.5096153846153846,0.5384615384615384,0.4772727272727273,0.5769230769230769,0.1736111111111111,0.05042016806722689,0.13157894736842105,0.08695652173913043,0.007633587786259542,28.94736842105263,0.5714285714285714,0.06451612903225806,0.07912087912087912,0.01160092807424594,0.10101010101010101,0.08303249097472924,0.009560229445506692,0.007246376811594203,0.008849557522123894,0.016666666666666666,0.032679738562091505,0.0625,0.12631578947368421,0.1,0.10344827586206896,0.0070921985815602835,0.7777777777777778,0.13194444444444445,0.6578947368421053,0.7575757575757576,0.64,0.23958333333333334,0.4782608695652174,0.5238095238095238,0.3939393939393939,0.4548611111111111,0.46564885496183206,0.46923076923076923,0.5573770491803278,0.0625,0.2777777777777778,0.2777777777777778,0.8,0.1111111111111111,0.28125,0.28125,1.0,0.05,0.1,0.05,1.0,1.0,0.21153846153846154,0.7272727272727273,0.057692307692307696,0.09615384615384616,0.2,0.3055555555555556,0.28125,0.4503695121951219,0.4275026315789474,0.452670588235294,0.09523809523809523,0.11320754716981132,0.05965909090909091,0.21306818181818182,12.68235294117647,25.069999999999997,0.20298769771529,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1944,1610612741,Eddie Robinson,Eddie Robinson,1944,CHI,17004.0,283,-80,545,547,147,157,56,1092,16.0,26.0,6.0,4.0,6.0,12.0,23.0,17.0,48,,,,,,1.0,,,,,45,97,,1.0,15,105,620,9.0,12,,,2.0,20.0,14.0,22.0,,,7.0,35.0,66,24.0,,,8.0,1.0,,4.0,15.0,2.0,17.0,1.0,1.0,11.0,,4.0,36.0,10.0,3.0,17,1.0,21,10.0,31,3.0,7.0,7.0,,11.0,1.0,7.0,8.0,3.0,4.0,,19.0,1.0,2.0,8.0,13,,1.0,18,4.0,,9,2.0,4.0,2.0,1.0,1.0,5.0,2.0,35.0,147,1.0,0.7333333333333333,0.8048780487804879,,,,,,0.4639175257731959,0.75,0.6363636363636364,0.45918367346938777,0.75,0.6363636363636364,0.5,0.7692307692307693,0.7,0.01020408163265306,0.041237113402061855,0.038461538461538464,0.13043478260869565,,20.097244732576986,0.5789473684210527,0.05,0.0918918918918919,0.04830917874396135,0.05555555555555555,0.08368200836820083,0.04219409282700422,0.08620689655172414,,0.05154639175257732,0.07692307692307693,0.08888888888888889,0.10666666666666667,0.05128205128205128,0.06666666666666667,0.061224489795918366,0.4,0.2653061224489796,0.6153846153846154,0.64,0.6875,0.23469387755102042,0.5217391304347826,0.6,0.6666666666666666,0.4897959183673469,0.3541666666666667,0.3541666666666667,0.8235294117647058,,,,,0.01020408163265306,,,,0.5,,,,,0.2727272727272727,0.6666666666666666,,,,0.2755102040816326,,0.46633265306122446,0.5179545454545454,0.4715590909090909,0.08737864077669903,0.08823529411764706,0.19047619047619047,0.3333333333333333,10.955670103092782,24.1,0.26972477064220185,4.0,1.0,1.0,0.6666666666666666,0.25,,,,,,,,,,,,,,,,,,,,,True,,,,
2033,1610612741,Marcus Fizer,Marcus Fizer,2033,CHI,17626.0,294,27,579,578,184,208,63,1157,25.0,42.0,8.0,10.0,18.0,15.0,32.0,25.0,43,1.0,2.0,,1.0,2.0,9.0,,,2.0,6.0,65,117,3.0,11.0,29,168,567,10.0,13,,,,20.0,24.0,42.0,3.0,7.0,4.0,61.0,88,42.0,9.0,,12.0,6.0,2.0,4.0,20.0,7.0,27.0,7.0,,7.0,3.0,10.0,61.0,13.0,7.0,33,5.0,45,14.0,59,2.0,13.0,9.0,4.0,16.0,4.0,9.0,13.0,3.0,7.0,1.0,29.0,3.0,8.0,10.0,20,1.0,3.0,44,4.0,,24,,1.0,,,1.0,1.0,,61.0,184,2.0,0.676923076923077,0.7457627118644068,1.0,0.2727272727272727,,0.42857142857142855,0.375,0.5555555555555556,0.7692307692307693,0.5714285714285714,0.54296875,0.7692307692307693,0.5816326530612245,0.5675675675675675,0.7692307692307693,0.5865384615384616,0.0859375,0.03418803418803419,0.07142857142857142,0.03125,,27.272727272727273,0.5517241379310345,0.3333333333333333,0.15789473684210525,0.0663265306122449,0.11475409836065574,0.14814814814814814,0.059322033898305086,0.05,0.044444444444444446,0.08791208791208792,0.12280701754385964,0.1509433962264151,0.18181818181818182,0.16279069767441862,,0.03773584905660377,,0.328125,0.5952380952380952,0.6410256410256411,0.72,0.25,0.46875,0.4838709677419355,0.3333333333333333,0.3359375,0.5813953488372093,0.5813953488372093,0.84,0.015625,0.5,0.5,1.0,0.0703125,0.2222222222222222,0.2222222222222222,1.0,0.6153846153846154,,,,,0.3673469387755102,0.5555555555555556,0.02040816326530612,0.12244897959183673,0.3333333333333333,0.4140625,0.3333333333333333,0.4524424000000001,0.4993454545454545,0.4420934782608697,0.16216216216216217,0.17518248175182483,0.11904761904761904,0.3630952380952381,9.092307692307694,34.099999999999994,0.3177892918825561,6.0,,,0.75,0.3333333333333333,1.0,3.0,1.0,1.0,1.0,0.025,0.027777777777777776,1.0,,,,,,,,,,,,,True,,,,
2037,1610612741,Jamal Crawford,Jamal Crawford,2037,CHI,14393.0,240,-81,467,468,91,112,54,935,2.0,6.0,,,1.0,11.0,15.0,17.0,35,3.0,5.0,2.0,3.0,11.0,21.0,1.0,1.0,3.0,5.0,30,56,14.0,26.0,4,106,561,1.0,1,1.0,3.0,,5.0,7.0,12.0,5.0,8.0,1.0,30.0,16,44.0,33.0,9.0,2.0,21.0,11.0,,24.0,3.0,27.0,3.0,,12.0,3.0,9.0,57.0,1.0,2.0,10,,12,1.0,13,,10.0,9.0,1.0,11.0,5.0,7.0,9.0,3.0,4.0,,20.0,2.0,3.0,10.0,12,,,5,1.0,,3,,1.0,,1.0,,1.0,,30.0,91,,0.26666666666666666,0.27586206896551724,0.7857142857142857,0.5384615384615384,0.3333333333333333,0.625,0.5384615384615384,0.5357142857142857,1.0,0.5833333333333334,0.6219512195121951,0.625,0.725,0.6309523809523809,0.625,0.7142857142857143,0.3170731707317073,,,,,19.80952380952381,0.55,,0.05649717514124294,0.00625,0.05714285714285714,0.05660377358490566,0.005128205128205128,,,0.012658227848101266,0.07272727272727272,0.11627906976744186,0.012658227848101266,0.038461538461538464,0.1111111111111111,,,0.07317073170731707,0.3333333333333333,0.3333333333333333,0.5,0.18292682926829268,0.7333333333333333,0.7333333333333333,0.45454545454545453,0.4268292682926829,0.4857142857142857,0.4857142857142857,0.11764705882352941,0.06097560975609756,0.6,0.6,1.0,0.25609756097560976,0.5238095238095238,0.5238095238095238,0.7272727272727273,,0.5,0.25,1.0,1.0,0.05,,0.15,0.25,0.6,0.3902439024390244,0.5238095238095238,0.4539975609756096,0.5090333333333333,0.44517999999999996,0.03571428571428571,0.05172413793103448,0.04716981132075472,0.2830188679245283,13.907142857142855,25.36923076923077,0.1948608137044968,,,,,,2.0,,,,1.0,,,0.6666666666666666,,,,,,,,,,,,,True,,,,
2199,1610612741,Tyson Chandler,Tyson Chandler,2199,CHI,83569.0,1393,-212,2679,2695,731,720,323,5374,117.0,205.0,68.0,27.0,44.0,19.0,58.0,15.0,41,,,,,,,,,,,151,304,,,134,436,2872,37.0,73,,,32.0,106.0,31.0,69.0,,,56.0,118.0,222,80.0,,,56.0,,,21.0,50.0,4.0,54.0,1.0,3.0,24.0,5.0,21.0,112.0,102.0,32.0,174,23.0,229,114.0,343,13.0,28.0,19.0,9.0,50.0,7.0,32.0,49.0,8.0,18.0,2.0,99.0,4.0,23.0,94.0,179,16.0,24.0,222,22.0,,100,22.0,92.0,54.0,10.0,28.0,93.0,56.0,118.0,731,17.0,0.7350993377483444,0.9024390243902439,,,,,,0.4967105263157895,0.5068493150684932,0.4492753623188406,0.4967105263157895,0.5068493150684932,0.4492753623188406,0.5396039603960396,0.5408163265306123,0.5175438596491229,,0.06907894736842106,0.07317073170731707,0.10344827586206896,,16.50804069576633,0.5050505050505051,0.27058823529411763,0.17296222664015903,0.10069101678183613,0.12030075187969924,0.1619496855345912,0.09335576114381834,0.1382636655948553,0.08264462809917356,0.08478260869565217,0.147239263803681,0.18181818181818182,0.1873536299765808,0.11052631578947368,0.14473684210526316,0.1,0.6021505376344086,0.6743421052631579,0.5707317073170731,0.6157894736842106,0.717948717948718,0.19078947368421054,0.3275862068965517,0.36538461538461536,0.7894736842105263,0.13486842105263158,0.36585365853658536,0.36585365853658536,0.8,,,,,,,,,0.9315068493150684,,,,,0.6376811594202898,0.6136363636363636,,,,0.6743421052631579,,0.5318184210526313,0.5699642857142859,0.524372463768116,0.2617801047120419,0.2617801047120419,0.24311926605504589,0.2706422018348624,3.8644736842105263,,0.272863008585293,34.0,1.0,1.0,0.5,0.14705882352941177,,,9.0,6.0,5.0,0.05113636363636364,0.05714285714285714,,3.0,11.0,0.026785714285714284,0.027777777777777776,,,,,,,,,True,,,,
696,1610612741,Travis Best,Travis Best,696,CHI,18880.0,315,-37,603,610,168,175,61,1213,21.0,35.0,3.0,11.0,16.0,3.0,9.0,16.0,51,1.0,1.0,1.0,1.0,,11.0,,1.0,,5.0,40,95,1.0,12.0,20,103,664,2.0,3,1.0,2.0,2.0,9.0,17.0,33.0,1.0,6.0,12.0,49.0,14,66.0,3.0,,2.0,10.0,,5.0,47.0,13.0,60.0,6.0,7.0,21.0,6.0,20.0,133.0,3.0,7.0,29,2.0,38,4.0,42,1.0,13.0,5.0,8.0,17.0,1.0,10.0,6.0,1.0,7.0,1.0,23.0,1.0,7.0,14.0,27,,3.0,23,1.0,,6,6.0,,,,,,,49.0,168,5.0,0.175,0.1794871794871795,1.0,0.08333333333333333,0.5,0.16666666666666666,0.09090909090909091,0.42105263157894735,0.6666666666666666,0.5151515151515151,0.3878504672897196,0.7,0.47435897435897434,0.4364406779661017,0.75,0.5444444444444444,0.11214953271028037,0.05263157894736842,0.11428571428571428,,0.0196078431372549,21.013412816691506,0.7391304347826086,0.14285714285714285,0.12554112554112554,0.013392857142857142,0.125,0.1254355400696864,0.011235955056179775,0.014084507042253521,0.01639344262295082,0.010869565217391304,0.12048192771084337,0.13725490196078433,0.12371134020618557,0.05555555555555555,0.25,0.017241379310344827,,0.32710280373831774,0.6,0.6774193548387096,0.19047619047619047,0.08411214953271028,0.3333333333333333,0.3333333333333333,,0.4766355140186916,0.3137254901960784,0.32,0.1875,0.009345794392523364,1.0,1.0,1.0,0.102803738317757,,,,0.6,0.2,0.2,,,0.41025641025641024,0.6875,0.02564102564102564,0.1282051282051282,,0.4392523364485981,,0.475316826923077,0.5316,0.4714921052631579,0.05357142857142857,0.06,0.08737864077669903,0.47572815533980584,10.922105263157896,27.616666666666664,0.27860696517412936,2.0,,,0.6666666666666666,,1.0,1.0,,,,,,1.0,1.0,,0.043478260869565216,,1.0,1.0,1.0,,,,,,True,,,,
2053,1610612741,Dalibor Bagaric,Dalibor Bagaric,2053,CHI,12460.0,208,-29,405,408,180,157,49,813,21.0,31.0,8.0,8.0,11.0,6.0,21.0,3.0,16,,,,,,1.0,,,,1.0,30,68,,1.0,18,78,436,7.0,13,,,3.0,17.0,13.0,33.0,,1.0,7.0,33.0,40,20.0,,,12.0,1.0,,6.0,9.0,2.0,11.0,2.0,,6.0,1.0,2.0,24.0,17.0,7.0,20,2.0,29,19.0,48,2.0,6.0,5.0,1.0,9.0,,7.0,4.0,,2.0,1.0,13.0,2.0,10.0,16.0,33,4.0,2.0,31,3.0,,14,3.0,8.0,5.0,,3.0,8.0,5.0,33.0,180,6.0,0.6666666666666666,0.8333333333333334,,,,,,0.4411764705882353,0.5384615384615384,0.3939393939393939,0.43478260869565216,0.5384615384615384,0.38235294117647056,0.46987951807228917,0.5666666666666667,0.39285714285714285,0.014492753623188406,0.08823529411764706,0.16129032258064516,,0.0625,20.96069868995633,0.6923076923076923,0.13333333333333333,0.13513513513513514,0.1111111111111111,0.20588235294117646,0.14835164835164835,0.1,0.15555555555555556,0.14705882352941177,0.06756756756756757,0.046511627906976744,0.12121212121212122,0.19444444444444445,0.09090909090909091,0.4166666666666667,0.06451612903225806,0.625,0.4492753623188406,0.6774193548387096,0.8076923076923077,0.6666666666666666,0.30434782608695654,0.2857142857142857,0.2857142857142857,0.5,0.2318840579710145,0.1875,0.2,1.0,,,,,0.014492753623188406,,,,0.6153846153846154,,,,,0.3235294117647059,0.7272727272727273,,0.029411764705882353,,0.463768115942029,,0.4506688405797101,0.5073916666666667,0.42065441176470597,0.175,0.17721518987341772,0.21794871794871795,0.4230769230769231,6.589705882352941,31.7,0.4444444444444444,6.0,,,0.75,0.16666666666666666,,,1.0,1.0,,0.037037037037037035,0.058823529411764705,,1.0,2.0,0.047619047619047616,,,,,,,,,,True,,,,
2201,1610612741,Eddy Curry,Eddy Curry,2201,CHI,35339.0,589,-116,1137,1150,241,209,141,2287,81.0,136.0,43.0,13.0,21.0,9.0,46.0,10.0,23,,,,,,,,,,,100,205,,,59,259,1238,29.0,46,,,6.0,64.0,15.0,34.0,,,13.0,43.0,140,60.0,,,48.0,,,31.0,10.0,,10.0,,,5.0,1.0,4.0,20.0,48.0,10.0,69,8.0,87,55.0,142,14.0,7.0,5.0,2.0,17.0,1.0,7.0,14.0,1.0,10.0,1.0,31.0,4.0,6.0,39.0,79,9.0,9.0,90,10.0,,47,3.0,25.0,18.0,1.0,6.0,25.0,14.0,43.0,241,3.0,0.7,0.9210526315789473,,,,,,0.4878048780487805,0.6304347826086957,0.4411764705882353,0.4878048780487805,0.6304347826086957,0.4411764705882353,0.5285714285714286,0.6274509803921569,0.5,,0.15121951219512195,0.15441176470588236,0.21739130434782608,,21.2798766383963,0.5483870967741935,0.24242424242424243,0.15436241610738255,0.11188811188811189,0.09009009009009009,0.14157706093189965,0.10578842315369262,0.15492957746478872,0.10833333333333334,0.07784431137724551,0.12578616352201258,0.17117117117117117,0.1694915254237288,0.10666666666666667,0.05555555555555555,0.1891891891891892,0.56,0.6634146341463415,0.5955882352941176,0.7043478260869566,0.654320987654321,0.22439024390243903,0.1956521739130435,0.25,0.8888888888888888,0.11219512195121951,0.43478260869565216,0.43478260869565216,0.9,,,,,,,,,0.9347826086956522,,,,,0.6176470588235294,0.6190476190476191,,,,0.6634146341463415,,0.5178746341463414,0.564195,0.5171058823529412,0.19421487603305784,0.19421487603305784,0.2471042471042471,0.16602316602316602,3.831219512195122,,0.2119613016710642,29.0,,,0.6744186046511628,0.10344827586206896,,,5.0,,,0.06944444444444445,0.06896551724137931,,2.0,2.0,0.043478260869565216,0.07142857142857142,,,,1.0,,,,,True,,,,
2239,1610612741,Trenton Hassell,Trenton Hassell,2239,CHI,48328.0,805,-231,1534,1552,407,387,201,3086,30.0,45.0,8.0,7.0,10.0,4.0,23.0,34.0,99,3.0,11.0,,3.0,22.0,54.0,1.0,4.0,6.0,16.0,68,167,25.0,65.0,19,230,1744,13.0,24,1.0,4.0,4.0,33.0,16.0,36.0,7.0,19.0,8.0,61.0,74,62.0,72.0,3.0,10.0,54.0,22.0,6.0,55.0,13.0,68.0,9.0,4.0,25.0,18.0,12.0,149.0,17.0,19.0,63,1.0,83,19.0,102,1.0,19.0,15.0,4.0,31.0,5.0,21.0,13.0,2.0,10.0,,44.0,3.0,7.0,27.0,57,,4.0,24,2.0,,10,3.0,17.0,7.0,5.0,5.0,17.0,10.0,61.0,407,6.0,0.5441176470588235,0.5873015873015873,0.96,0.38461538461538464,0.25,0.3684210526315789,0.38461538461538464,0.40718562874251496,0.5416666666666666,0.4444444444444444,0.4547413793103448,0.5178571428571429,0.4818181818181818,0.4732510288065844,0.55,0.5169491525423728,0.2801724137931034,0.03592814371257485,0.06666666666666667,0.13043478260869565,,16.26984126984127,0.7045454545454546,0.024390243902439025,0.10843373493975904,0.028333333333333332,0.13970588235294118,0.11436541143654114,0.027065527065527065,0.0425531914893617,0.02027027027027027,0.022727272727272728,0.0967741935483871,0.10273972602739725,0.12048192771084337,0.13592233009708737,0.15151515151515152,0.007751937984496124,0.5882352941176471,0.1939655172413793,0.6666666666666666,0.7142857142857143,0.36666666666666664,0.09913793103448276,0.17391304347826086,0.2,,0.4267241379310345,0.3434343434343434,0.3434343434343434,0.7647058823529411,0.04741379310344827,0.2727272727272727,0.2727272727272727,1.0,0.23275862068965517,0.4074074074074074,0.4074074074074074,0.9545454545454546,0.2857142857142857,,0.14285714285714285,0.25,1.0,0.18181818181818182,0.7,0.05454545454545454,0.2909090909090909,0.375,0.47413793103448276,0.4074074074074074,0.4650820346320346,0.4459821428571428,0.4532314814814814,0.041666666666666664,0.05714285714285714,0.14347826086956522,0.26521739130434785,12.295808383233537,25.34461538461538,0.2653194263363755,7.0,,,0.875,,1.0,,2.0,,1.0,0.0196078431372549,0.025,0.3333333333333333,,,,,,,,,,,,,True,,,,
891,1610612741,Charles Oakley,Charles Oakley,891,CHI,8780.0,146,-60,274,278,71,94,34,552,,,,,,1.0,1.0,12.0,24,,,,,,1.0,,,,,13,25,,1.0,4,30,298,3.0,5,,,2.0,8.0,,2.0,,,2.0,2.0,20,6.0,,,,1.0,,1.0,13.0,3.0,16.0,3.0,,9.0,,4.0,35.0,6.0,5.0,26,8.0,39,9.0,48,,5.0,2.0,3.0,11.0,3.0,11.0,4.0,1.0,,,15.0,2.0,3.0,13.0,22,1.0,,4,,,1,1.0,1.0,1.0,,,1.0,,2.0,71,2.0,0.7692307692307693,0.7692307692307693,,,,,,0.52,0.6,,0.5,0.6,,0.5357142857142857,0.6666666666666666,0.3333333333333333,0.038461538461538464,0.04,,,0.041666666666666664,13.826366559485532,0.7333333333333333,0.5333333333333333,0.2988505747126437,0.05454545454545454,0.19230769230769232,0.2743362831858407,0.0625,,,0.08571428571428572,0.21428571428571427,0.3333333333333333,0.34285714285714286,0.21052631578947367,0.14285714285714285,,,,,,,0.038461538461538464,1.0,1.0,,0.9230769230769231,0.5,0.5217391304347826,0.8333333333333334,,,,,0.038461538461538464,,,,,,,,,,,,,,0.038461538461538464,,0.3937326923076923,0.372775,0.38145,0.037037037037037035,0.038461538461538464,0.26666666666666666,0.06666666666666667,18.54,25.1,0.2591240875912409,,,,,,,,2.0,,4.0,0.1111111111111111,0.14285714285714285,,1.0,,0.3333333333333333,,,,,,,,,,True,,,,
