EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3Assists,FTOffRebounds,FTDefRebounds,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,DefFTReboundPct,OffFTReboundPct,Blocked3s,BlockedArc3,HeaveAttempts,Clear Path Fouls,BlockedCorner3,on
15,1610612746,Eric Piatkowski,Eric Piatkowski,15,LAC,79980.0,1333,-42,2490,2486,464,315,357.0,4976,35.0,57.0,6.0,14.0,8.0,13.0,15.0,45.0,30.0,84.0,15.0,32.0,3.0,4.0,2.0,5.0,75.0,147.0,9.0,15.0,12.0,22.0,80.0,186.0,90.0,179.0,74.0,504,2674,13.0,39.0,12.0,19.0,4.0,66.0,18.0,32.0,14.0,27.0,20.0,98.0,102.0,58.0,252.0,18.0,8.0,147.0,75.0,13.0,4.0,83.0,6.0,89.0,6.0,29.0,42.0,12.0,184.0,5.0,23.0,20.0,86.0,106.0,28.0,134.0,6.0,32.0,16.0,16.0,32.0,10.0,24.0,23.0,4.0,8.0,1.0,55.0,8.0,17.0,48.0,90.0,3.0,6.0,84.0,3.0,32.0,23.0,1.0,3.0,11.0,3.0,3.0,5.0,11.0,7.0,98.0,464,10.0,0.6375,0.6710526315789473,0.9333333333333333,0.5027932960893855,0.631578947368421,0.5185185185185185,0.5027932960893855,0.43010752688172044,0.3333333333333333,0.5625,0.589041095890411,0.5344827586206896,0.6610169491525424,0.6118251928020566,0.5423728813559322,0.7045454545454546,0.4904109589041096,0.0223463687150838,0.06989247311827956,0.07017543859649122,0.06666666666666667,0.07142857142857142,0.03125,0.02040816326530612,15.242018537590114,0.5818181818181818,0.08113207547169811,0.022526934378060724,0.10989010989010989,0.023148148148148147,0.0853462157809984,0.02263540824575586,0.03349282296650718,0.015267175572519083,0.027777777777777776,0.021052631578947368,0.038461538461538464,0.05405405405405406,0.0851581508515815,0.09487179487179487,0.10135135135135136,0.14705882352941177,0.033707865168539325,0.6363636363636364,0.15616438356164383,0.6140350877192983,0.660377358490566,0.5714285714285714,0.1232876712328767,0.3333333333333333,0.35714285714285715,0.5333333333333333,0.23013698630136986,0.35714285714285715,0.38461538461538464,0.7666666666666667,0.08767123287671233,0.46875,0.4838709677419355,1.0,0.40273972602739727,0.5102040816326531,0.5208333333333334,0.92,0.2413793103448276,0.42857142857142855,0.3333333333333333,0.06896551724137931,0.75,1.0,0.25862068965517243,0.6,0.6666666666666666,0.22033898305084745,0.6153846153846154,0.0847457627118644,0.4,0.3728813559322034,0.5454545454545454,0.6465753424657534,0.5102040816326531,0.5148005479452056,0.4917395833333332,0.5130466101694915,0.06217616580310881,0.11165048543689321,0.005555555555555556,0.13095238095238096,0.19444444444444445,10.881720430107528,25.378212290502788,0.18634538152610441,,,,,,,,,,,,,,,True
1709,1610612746,Michael Olowokandi,Michael Olowokandi,1709,LAC,154198.0,2570,-73,4771,4764,1106,868,687.0,9535,108.0,180.0,37.0,58.0,21.0,33.0,262.0,633.0,14.0,73.0,,,,,,,,,,,,,384.0,886.0,,,117.0,885,5047,60.0,106.0,,,12.0,132.0,71.0,161.0,,,43.0,185.0,422.0,346.0,,,72.0,,,53.0,,47.0,43.0,90.0,40.0,19.0,11.0,17.0,223.0,31.0,126.0,74.0,422.0,547.0,164.0,711.0,15.0,55.0,44.0,11.0,71.0,8.0,38.0,104.0,9.0,33.0,28.0,175.0,16.0,33.0,90.0,217.0,21.0,40.0,188.0,16.0,,82.0,,20.0,145.0,72.0,2.0,71.0,145.0,85.0,185.0,1106,20.0,0.5494791666666666,0.6063218390804598,,,,,,0.43340857787810383,0.5660377358490566,0.4409937888198758,0.43340857787810383,0.5660377358490566,0.4409937888198758,0.45524691358024694,0.5641025641025641,0.46954314720812185,,,0.05981941309255079,0.15,0.03949447077409163,0.0136986301369863,,,20.555555555555557,0.4057142857142857,0.2119537920642893,0.06538661131292164,0.185,0.07345971563981042,0.20744458385612716,0.06683695189442315,0.07352941176470588,0.06204756980351603,0.06521739130434782,0.07712765957446809,0.043478260869565216,0.2025586353944563,0.19920844327176782,0.23036649214659685,0.20833333333333334,0.10227272727272728,0.033707865168539325,0.5862068965517241,0.20316027088036118,0.6,0.7058823529411765,0.6388888888888888,0.7144469525959368,0.41390205371248023,0.4309210526315789,0.5076335877862596,0.08239277652370203,0.1917808219178082,0.19444444444444445,0.6428571428571429,,,,,,,,,0.5471698113207547,0.6379310344827587,0.10810810810810811,,,,,,,0.20496894409937888,0.6363636363636364,,,,,0.20316027088036118,,0.4205632054176071,0.48698045977011495,0.41516956521739135,0.0861344537815126,0.0861344537815126,,0.14915254237288136,0.20903954802259886,7.577426636568847,,0.23181722909243346,3.0,7.0,51.0,6.0,4.0,9.0,14.0,0.425,0.04929577464788732,,,,,,True
1762,1610612746,Tremaine Fowlkes,Tremaine Fowlkes,1762,LAC,16668.0,278,-13,507,508,62,26,88.0,1015,11.0,22.0,9.0,15.0,,3.0,2.0,12.0,5.0,18.0,,,,,,,,,,,,,18.0,52.0,,,21.0,57,541,10.0,20.0,,,9.0,29.0,,5.0,,,5.0,5.0,14.0,22.0,,,16.0,,,7.0,,8.0,4.0,12.0,4.0,1.0,5.0,2.0,28.0,4.0,23.0,5.0,22.0,28.0,27.0,55.0,1.0,10.0,5.0,5.0,5.0,1.0,2.0,4.0,,3.0,,9.0,1.0,1.0,16.0,34.0,,3.0,25.0,1.0,,11.0,,2.0,1.0,,1.0,,1.0,,5.0,62,2.0,0.3888888888888889,0.7,,,,,,0.34615384615384615,0.5,,0.34615384615384615,0.5,,0.4453125,0.5576923076923077,0.3125,,,0.1346153846153846,0.18181818181818182,0.25,,,,11.793214862681744,0.5555555555555556,0.10091743119266056,0.09163346613545817,0.22727272727272727,0.13333333333333333,0.1125,0.09608540925266904,0.038461538461538464,0.09090909090909091,0.1282051282051282,0.13793103448275862,,0.08771929824561403,0.13924050632911392,0.07317073170731707,0.2777777777777778,,0.037037037037037035,,0.4230769230769231,0.5,0.6111111111111112,0.18181818181818182,0.23076923076923078,0.16666666666666666,0.2222222222222222,,0.34615384615384615,0.2777777777777778,0.2777777777777778,1.0,,,,,,,,,0.75,0.6,,,,,,,,0.6,,,,,,0.4230769230769231,,0.4718961538461538,0.5463411764705883,0.49234,0.1774193548387097,0.1774193548387097,,0.5087719298245614,0.08771929824561403,8.099999999999998,,0.1222879684418146,,,1.0,,,,,0.1,,,,,,,True
1882,1610612746,Elton Brand,Elton Brand,1882,LAC,120689.0,2011,-30,3712,3717,780,572,558.0,7429,183.0,265.0,74.0,108.0,35.0,48.0,140.0,345.0,38.0,84.0,,,,,,,,,,,,,361.0,694.0,,,245.0,967,3956,92.0,161.0,,,91.0,275.0,57.0,116.0,,,69.0,183.0,374.0,348.0,,,136.0,,,44.0,,87.0,39.0,126.0,38.0,37.0,27.0,23.0,291.0,33.0,234.0,42.0,270.0,327.0,272.0,599.0,14.0,45.0,25.0,20.0,54.0,14.0,19.0,57.0,5.0,35.0,12.0,111.0,16.0,25.0,83.0,163.0,13.0,15.0,333.0,49.0,,165.0,,26.0,99.0,36.0,6.0,57.0,103.0,67.0,183.0,780,10.0,0.518005540166205,0.6382252559726962,,,,,,0.5201729106628242,0.5714285714285714,0.49137931034482757,0.5201729106628242,0.5714285714285714,0.49137931034482757,0.5783492822966507,0.6485849056603774,0.5545454545454546,,,0.06340057636887608,0.07169811320754717,0.06956521739130435,0.011904761904761904,,,21.685367529196245,0.4864864864864865,0.1718650541056652,0.15374507227332457,0.14583333333333334,0.10410094637223975,0.16783216783216784,0.14518760195758565,0.18360655737704917,0.16243654822335024,0.11655011655011654,0.10283687943262411,0.11428571428571428,0.16298342541436464,0.17560975609756097,0.1734006734006734,0.15246636771300448,0.12307692307692308,0.04861111111111111,0.6504854368932039,0.3818443804034582,0.690566037735849,0.7439024390243902,0.4644808743169399,0.49711815561959655,0.4057971014492754,0.43613707165109034,0.5,0.12103746397694524,0.4523809523809524,0.4578313253012048,0.8421052631578947,,,,,,,,,0.6708074534161491,0.6851851851851852,0.0945945945945946,,,,,,,0.41379310344827586,0.7291666666666666,,,,,0.3818443804034582,,0.4652693083573488,0.5078171232876713,0.4598706896551724,0.2037037037037037,0.2037037037037037,,0.2843846949327818,0.1892450879007239,6.40043227665706,,0.2101293103448276,1.0,5.0,15.0,,,4.0,,0.1744186046511628,0.04504504504504504,4.0,4.0,,,,True
2039,1610612746,Keyon Dooling,Keyon Dooling,2039,LAC,4133.0,69,-1,132,134,41,32,20.0,266,2.0,3.0,,,,,1.0,6.0,5.0,8.0,,1.0,,,,1.0,,6.0,,1.0,,2.0,8.0,17.0,,7.0,4.0,20,140,,,,1.0,,,1.0,3.0,,3.0,,2.0,6.0,10.0,,,,6.0,,2.0,,4.0,2.0,6.0,2.0,3.0,,1.0,14.0,,,,1.0,1.0,,1.0,,2.0,1.0,1.0,1.0,,,1.0,,1.0,,2.0,,2.0,1.0,6.0,,,4.0,,,2.0,,,2.0,,,2.0,2.0,1.0,2.0,41,2.0,0.375,0.375,,,,,,0.47058823529411764,,0.3333333333333333,0.3333333333333333,,0.16666666666666666,0.38461538461538464,,0.16666666666666666,0.2916666666666667,,0.11764705882352941,0.3333333333333333,0.16666666666666666,,,,18.064516129032256,0.5,0.017857142857142856,,,,0.013888888888888888,,,,,,,,0.047619047619047616,,,,,0.5,0.125,0.6666666666666666,1.0,0.5,0.25,0.16666666666666666,0.2,,0.3333333333333333,0.625,0.625,0.4,0.041666666666666664,,,,0.25,,,,,,,,,,1.0,,,,,0.16666666666666666,,0.3333333333333333,,0.4166666666666667,,0.4281520833333334,0.53085,0.45998333333333336,0.07692307692307693,0.10526315789473684,,,0.1,12.229411764705883,26.37142857142857,0.3106060606060606,,,,,,,,,,,,,,,True
77,1610612746,Doug Overton,Doug Overton,77,LAC,4864.0,81,10,148,150,47,44,22.0,298,,2.0,,,,1.0,1.0,2.0,1.0,4.0,,1.0,,,,,4.0,15.0,,2.0,1.0,6.0,2.0,8.0,4.0,16.0,2.0,18,142,,,,2.0,,,,3.0,1.0,6.0,1.0,4.0,4.0,,9.0,3.0,,15.0,4.0,1.0,,5.0,4.0,9.0,4.0,1.0,1.0,3.0,22.0,,,,6.0,6.0,,6.0,,2.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,1.0,,8.0,1.0,3.0,2.0,8.0,,2.0,4.0,1.0,1.0,2.0,,,1.0,,,1.0,1.0,1.0,4.0,47,1.0,1.0,1.0,0.75,0.25,,0.16666666666666666,0.25,0.25,,,0.3333333333333333,,0.16666666666666666,0.36,,0.2,0.6666666666666666,,0.125,0.5,,,,,18.96551724137931,0.375,0.1016949152542373,,,,0.09090909090909091,,,,,,,0.058823529411764705,0.13043478260869565,0.10526315789473684,,,,1.0,0.08333333333333333,,,,0.08333333333333333,0.5,0.5,1.0,0.16666666666666666,0.25,0.25,1.0,0.041666666666666664,,,,0.625,0.26666666666666666,0.26666666666666666,0.75,,,,,,,1.0,,,0.1111111111111111,,,,0.6666666666666666,0.16666666666666666,0.75,0.26666666666666666,0.4816652173913043,0.29295,0.45181874999999994,0.08,0.2222222222222222,,,0.2222222222222222,11.9875,26.525000000000002,0.31756756756756754,,,,,,,,,,,,,,,True
976,1610612746,Jeff McInnis,Jeff McInnis,976,LAC,129355.0,2156,-90,4004,3988,900,665,570.0,7992,40.0,81.0,4.0,9.0,9.0,24.0,135.0,305.0,94.0,241.0,3.0,5.0,1.0,1.0,1.0,1.0,47.0,143.0,2.0,14.0,15.0,46.0,269.0,627.0,50.0,148.0,100.0,788,4276,24.0,56.0,3.0,15.0,11.0,68.0,60.0,137.0,16.0,47.0,51.0,219.0,236.0,302.0,135.0,15.0,10.0,139.0,47.0,37.0,1.0,291.0,66.0,357.0,57.0,134.0,92.0,65.0,780.0,5.0,20.0,22.0,96.0,121.0,26.0,147.0,10.0,42.0,28.0,14.0,66.0,11.0,48.0,37.0,6.0,18.0,,103.0,4.0,20.0,51.0,144.0,5.0,13.0,125.0,5.0,23.0,33.0,1.0,18.0,3.0,,2.0,1.0,3.0,1.0,219.0,900,14.0,0.43866171003717475,0.44696969696969696,0.9,0.33783783783783783,0.2,0.3404255319148936,0.3472222222222222,0.42902711323763953,0.42857142857142855,0.43795620437956206,0.44387096774193546,0.4014084507042254,0.45652173913043476,0.4683698296836983,0.4358974358974359,0.5,0.19096774193548388,0.006756756756756757,0.05901116427432217,0.1728395061728395,0.05901639344262295,0.02074688796680498,,0.006993006993006993,19.77340743907653,0.6407766990291263,0.05745062836624776,0.012269938650306749,0.06451612903225806,0.015197568389057751,0.05864811133200795,0.012761613067891782,0.005865102639296188,0.016908212560386472,0.008676789587852495,0.016778523489932886,,0.04591836734693878,0.04746835443037975,0.07418856259659969,0.05639097744360902,0.09333333333333334,0.024691358024691357,0.3333333333333333,0.10451612903225807,0.49382716049382713,0.5970149253731343,0.275,0.3935483870967742,0.4426229508196721,0.47038327526132406,0.45185185185185184,0.3109677419354839,0.3900414937759336,0.3983050847457627,0.48936170212765956,0.0064516129032258064,0.6,0.6,0.6666666666666666,0.18451612903225806,0.32867132867132864,0.33098591549295775,0.9148936170212766,0.1267605633802817,0.4444444444444444,0.25,0.014084507042253521,1.0,1.0,0.19718309859154928,0.14285714285714285,1.0,0.13043478260869565,0.375,0.005434782608695652,1.0,0.25,0.32608695652173914,0.2954838709677419,0.3381294964028777,0.4323345654993514,0.45098888888888894,0.42162928176795583,0.04228855721393035,0.050381679389312976,0.006711409395973154,0.08629441624365482,0.2779187817258883,11.284848484848483,25.92027027027027,0.22477522477522477,9.0,1.0,3.0,,,,1.0,0.02912621359223301,0.008403361344537815,,,4.0,1.0,,True
2032,1610612746,Darius Miles,Darius Miles,2032,LAC,64508.0,1075,-31,1999,1994,649,557,276.0,3993,82.0,126.0,18.0,33.0,22.0,32.0,20.0,67.0,34.0,98.0,,,,,,,1.0,5.0,,,,4.0,136.0,291.0,1.0,5.0,66.0,341,2092,23.0,51.0,,,2.0,48.0,37.0,83.0,,4.0,39.0,113.0,168.0,104.0,,3.0,20.0,4.0,1.0,20.0,,74.0,29.0,103.0,23.0,34.0,26.0,14.0,235.0,9.0,38.0,27.0,116.0,156.0,47.0,203.0,14.0,33.0,25.0,8.0,38.0,11.0,22.0,43.0,4.0,16.0,7.0,81.0,8.0,32.0,38.0,83.0,1.0,13.0,104.0,9.0,,40.0,,16.0,39.0,20.0,5.0,14.0,42.0,26.0,113.0,649,11.0,0.6176470588235294,0.6666666666666666,,0.2,,,0.25,0.46735395189003437,0.45098039215686275,0.4457831325301205,0.46452702702702703,0.45098039215686275,0.42528735632183906,0.4970845481049563,0.46153846153846156,0.4829059829059829,0.016891891891891893,,0.06872852233676977,0.10317460317460317,0.1044776119402985,,,,18.2916307161346,0.4691358024691358,0.1433868974042027,0.05026455026455026,0.1443850267379679,0.046632124352331605,0.14357429718875503,0.04952581664910432,0.08695652173913043,0.05361930294906166,0.018018018018018018,0.045454545454545456,0.058823529411764705,0.11055276381909548,0.15120274914089346,0.15673981191222572,0.1527777777777778,0.11627906976744186,0.1044776119402985,0.6190476190476191,0.42567567567567566,0.6507936507936508,0.7256637168141593,0.5975609756097561,0.22635135135135134,0.29850746268656714,0.3333333333333333,0.4,0.3310810810810811,0.3469387755102041,0.3469387755102041,0.7941176470588235,,,,,0.016891891891891893,0.2,0.2,,0.6470588235294118,0.5454545454545454,0.2777777777777778,,,,,,,0.367816091954023,0.6875,,,0.04597701149425287,,0.44256756756756754,0.25,0.47782271186440667,0.5069414634146342,0.45766337209302316,0.12232415902140673,0.12422360248447205,,0.14076246334310852,0.3313782991202346,7.969072164948454,30.02,0.3246623311655828,6.0,,13.0,2.0,1.0,,1.0,0.21666666666666667,,3.0,2.0,1.0,,1.0,True
1863,1610612746,Earl Boykins,Earl Boykins,1863,LAC,16783.0,280,4,518,517,129,141,83.0,1035,5.0,21.0,,1.0,,6.0,10.0,28.0,15.0,42.0,,2.0,,1.0,,1.0,6.0,14.0,,,2.0,3.0,30.0,91.0,6.0,16.0,11.0,89,529,3.0,9.0,,1.0,,6.0,8.0,31.0,2.0,4.0,11.0,33.0,20.0,40.0,18.0,,2.0,14.0,6.0,5.0,,39.0,16.0,55.0,11.0,12.0,17.0,10.0,126.0,1.0,10.0,1.0,9.0,12.0,11.0,23.0,4.0,6.0,4.0,2.0,7.0,1.0,5.0,4.0,3.0,2.0,,11.0,1.0,1.0,2.0,13.0,,,16.0,,,3.0,,5.0,2.0,1.0,,1.0,2.0,,33.0,129,5.0,0.3333333333333333,0.3448275862068966,1.0,0.375,,0.5,0.375,0.32967032967032966,0.3333333333333333,0.25806451612903225,0.3644859813084112,0.3,0.3142857142857143,0.3869565217391304,0.3,0.39285714285714285,0.14953271028037382,,0.054945054945054944,0.047619047619047616,0.14285714285714285,,,,20.655737704918035,0.6363636363636364,0.04245283018867924,0.04854368932038835,0.02564102564102564,0.014492753623188406,0.0398406374501992,0.04,0.01818181818181818,0.0449438202247191,0.08064516129032258,0.017857142857142856,,0.02040816326530612,0.05813953488372093,0.03896103896103896,0.03333333333333333,,0.06153846153846154,,0.19626168224299065,0.23809523809523808,0.25,0.4,0.2616822429906542,0.35714285714285715,0.4166666666666667,0.3,0.3925233644859813,0.35714285714285715,0.35714285714285715,0.3333333333333333,0.018691588785046728,,,,0.1308411214953271,0.42857142857142855,0.42857142857142855,1.0,0.1,,,0.1,,,,,,0.17142857142857143,,0.02857142857142857,,0.08571428571428572,0.6666666666666666,0.34579439252336447,0.42857142857142855,0.4427364485981308,0.42133888888888893,0.4067157142857143,0.02727272727272727,0.031914893617021274,,0.06741573033707865,0.3707865168539326,11.364835164835165,25.418750000000003,0.24903474903474904,5.0,,2.0,,,,,0.16666666666666666,,,,,,,True
1885,1610612746,Lamar Odom,Lamar Odom,1885,LAC,38275.0,638,37,1182,1180,256,159,176.0,2362,45.0,71.0,10.0,15.0,13.0,21.0,30.0,60.0,15.0,38.0,,2.0,,1.0,,,11.0,55.0,1.0,7.0,3.0,10.0,90.0,169.0,11.0,57.0,36.0,249,1167,17.0,26.0,1.0,8.0,3.0,40.0,18.0,42.0,3.0,10.0,5.0,50.0,60.0,120.0,24.0,9.0,12.0,55.0,11.0,10.0,,102.0,16.0,118.0,13.0,35.0,42.0,25.0,252.0,2.0,17.0,14.0,74.0,90.0,20.0,110.0,5.0,12.0,7.0,5.0,34.0,13.0,27.0,32.0,1.0,7.0,6.0,66.0,5.0,15.0,20.0,49.0,3.0,9.0,57.0,9.0,,31.0,,2.0,18.0,9.0,1.0,8.0,20.0,14.0,50.0,256,1.0,0.3333333333333333,0.35714285714285715,0.7272727272727273,0.19298245614035087,0.125,0.3,0.19298245614035087,0.5325443786982249,0.6538461538461539,0.42857142857142855,0.47123893805309736,0.5441176470588235,0.4326923076923077,0.498,0.5263157894736842,0.43103448275862066,0.252212389380531,,0.05917159763313609,0.07042253521126761,0.06666666666666667,0.02631578947368421,,,22.815884476534297,0.5151515151515151,0.14015151515151514,0.03556485355648536,0.11570247933884298,0.019417475728155338,0.13559322033898305,0.03270223752151463,0.07894736842105263,0.021645021645021644,0.022556390977443608,0.011111111111111112,0.07692307692307693,0.13675213675213677,0.12745098039215685,0.15458937198067632,0.125,0.09090909090909091,0.045871559633027525,0.7,0.3141592920353982,0.6338028169014085,0.6818181818181818,0.35555555555555557,0.26548672566371684,0.5,0.5357142857142857,0.2,0.168141592920354,0.39473684210526316,0.40540540540540543,0.5333333333333333,0.008849557522123894,,,,0.24336283185840707,0.2,0.2,0.7272727272727273,0.4411764705882353,0.6666666666666666,0.3,0.029411764705882353,,,0.20588235294117646,0.14285714285714285,1.0,0.40384615384615385,0.6190476190476191,,,0.19230769230769232,0.3,0.5663716814159292,0.2,0.4846911504424778,0.4829806451612903,0.5031240384615384,0.125,0.16230366492146597,,0.1606425702811245,0.20080321285140562,7.159763313609466,25.9421052631579,0.21658206429780033,3.0,1.0,2.0,,,,1.0,0.07692307692307693,0.02564102564102564,2.0,2.0,,,,True
