EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,DefThreePtRebounds,FTDefRebounds,DefRebounds,Rebounds,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,DefFTReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Fouls,NonShootingPenaltyNonTakeFouls,SecondChanceOffPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,SecondChanceFG2A,Fg2aBlocked,AtRimAssists,OffTwoPtRebounds,OffRebounds,SelfOReb,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,SelfORebPct,AtRimFrequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,SecondChanceShotQualityAvg,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,LiveBallTurnoverPct,LongMidRangeFGM,LongMidRangeFGA,Steals,BadPassSteals,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,FtPoints,DefTwoPtRebounds,LostBallSteals,FTA,TwoPtShootingFoulsDrawn,DefTwoPtReboundPct,DefLongMidRangeReboundPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,AtRimFGM,PenaltyAtRimFGM,Offensive Fouls,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimAccuracy,on,SecondChanceAtRimFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,OffThreePtRebounds,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,ShootingFouls,Loose Ball Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,LongMidRangePctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChancePointsPct,Avg3ptShotDistance,FTOffRebounds,OffFTReboundPct,3SecondViolations,Defensive 3 Seconds Violations,Fg3aBlocked,BlockedArc3,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,FoulsDrawn,Offensive Fouls Drawn,OffensiveGoaltends,HeaveMakes,Clear Path Fouls
147,1610612754,Jalen Rose,Jalen Rose,147,IND,87.0,1,-2.0,4,3,4.0,3.0,7,4,1.0,1.0,1.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,1610612754,Bruno Sundov,Bruno Sundov,1743,IND,166.0,3,-1.0,7,7,5.0,7.0,14,7,,,,,5.0,0.7142857142857143,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,28.57142857142857,1.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,0.3487,0.3487,1.0,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2056,1610612754,Primoz Brezec,Primoz Brezec,2056,IND,87.0,1,-2.0,4,3,4.0,3.0,7,4,,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2369,1610612754,Norman Richardson,Norman Richardson,2369,IND,302.0,5,-6.0,12,12,10.0,12.0,24,14,1.0,1.0,,2.0,10.0,0.8333333333333334,,2.0,,3.0,,,3.0,,,,,,1.0,,,,,,,,,,23.07692307692308,,,,,0.6666666666666666,,,,0.3669666666666666,0.3669666666666666,,4.966666666666667,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.5,0.25,0.25,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,1610612754,Travis Best,Travis Best,696,IND,87.0,1,-2.0,4,3,4.0,3.0,7,4,,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,1610612754,Austin Croshere,Austin Croshere,1506,IND,215.0,4,-4.0,8,9,6.0,9.0,17,10,,,,,6.0,0.75,,,1.0,1.0,2.0,,,,2.0,,,,,,1.0,1.0,1.0,,1.0,,1.0,,11.11111111111111,,,,,,,,,0.4034,,,16.4,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2224,1610612754,Jamaal Tinsley,Jamaal Tinsley,2224,IND,215.0,4,-4.0,8,9,6.0,9.0,17,10,1.0,1.0,,2.0,6.0,0.75,,,,,,,,,,,,,,,,,,,,,,,11.11111111111111,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,1610612754,Reggie Miller,Reggie Miller,397,IND,215.0,4,-4.0,8,9,6.0,9.0,17,10,,,,,6.0,0.75,,,,,2.0,,,,,,,1.0,1.0,,,,,,,,1.0,,11.11111111111111,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,1610612754,Jeff Foster,Jeff Foster,1902,IND,136.0,2,-5.0,5,5,5.0,5.0,10,7,,,,,5.0,1.0,,,1.0,1.0,2.0,1.0,1.0,2.0,2.0,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.333333333333336,,,,,,,,,0.738,0.738,1.0,0.7,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,1610612754,Jalen Rose,Jalen Rose,147,IND,116190.0,1936,59.0,3774,3769,1041.0,992.0,7543,3878,159.0,196.0,34.0,429.0,1041.0,0.2758346581875994,96.0,226.0,335.0,725.0,982.0,86.0,208.0,283.0,424.0,45.0,12.0,220.0,249.0,283.0,0.6328358208955224,0.6503067484662577,0.4620689655172413,0.4134615384615384,0.4741676234213547,0.4100418410041841,0.5121052631578947,0.4826989619377163,24.56344586728754,0.0975609756097561,0.1236263736263736,0.1127371273712737,0.109090909090909,0.2594718714121699,0.4247787610619469,0.4848484848484848,0.4479166666666667,0.4479320483314153,0.4238261603375526,0.2881873727087576,12.602896551724134,148.0,18.0,449.0,112.0,12.0,32.0,65.0,44.0,77.0,22.0,29.0,9.0,0.0606896551724137,0.1071428571428571,0.1238938053097345,0.0156028368794326,0.0163934426229508,0.0150659133709981,0.0206422018348623,0.1285878300803674,0.15,0.1338912133891213,0.296211251435132,0.4368392857142857,58.0,18.0,105.0,37.0,0.5523809523809524,164.0,387.0,45.0,25.0,0.4443168771526981,0.4237726098191214,0.4281984334203655,0.7195121951219512,48.0,14.0,47.0,156.0,163.0,20.0,186.0,65.0,0.1100607697501688,0.1353790613718411,0.0708061002178649,0.0841968911917098,75.0,20.0,22.0,0.6696428571428571,0.75,0.68,0.625,False,10.0,30.0,76.0,4.0,9.0,5.0,13.0,22.0,70.0,1.0,6.0,3.0,18.0,52.0,146.0,39.0,5.0,15.0,12.0,105.0,8.0,31.0,87.0,246.0,129.0,27.0,18.0,2.0,68.0,22.0,37.0,27.0,10.0,7.0,40.0,2.0,8.0,6.0,64.0,7.0,18.0,10.0,32.0,28.0,1.0,15.0,1.0,2.0,11.0,29.0,17.0,2.0,0.8269230769230769,0.3561643835616438,0.3333333333333333,0.2580645161290322,0.3611111111111111,0.6,0.58125,0.6104651162790697,0.1676234213547646,0.0103359173126615,0.0194986072423398,0.0198019801980198,0.0138888888888888,0.0212765957446808,0.0161290322580645,0.0746987951807229,0.111328125,0.1299212598425196,0.5862068965517241,0.087256027554535,0.3947368421052631,0.3947368421052631,0.9333333333333332,0.0803673938002296,0.3142857142857143,0.3142857142857143,0.6818181818181818,0.8333333333333334,0.3,0.1125,0.4444444444444444,0.75,0.075,0.1666666666666666,1.0,0.0543933054393305,0.3846153846153846,0.0753138075313807,0.1666666666666666,0.3235294117647059,0.1069246435845213,24.58904109589041,,,,,,,,,,,,,,,,,
