EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,PtsPutbacks,Corner3Assists,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,SelfOReb,Loose Ball Fouls,BlockedAtRim,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceFg2Pct,SecondChanceEfgPct,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,LostBallOutOfBoundsTurnovers,Travels,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,DefensiveGoaltends,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PtsUnassisted3s,HeaveAttempts,OffensiveGoaltends,Clear Path Fouls,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,PenaltyCorner3FGM,Corner3PctBlocked,PenaltyCorner3Accuracy,FoulsDrawn,Offensive Fouls Drawn,HeaveMakes,3pt And 1 Free Throw Trips,BlockedCorner3
133,1610612766,David Wesley,David Wesley,133,CHH,14326.0,239,-37,448,460,154,151,70.0,908,5.0,11.0,1.0,6.0,1.0,6.0,15.0,38.0,1.0,3.0,2.0,3.0,17.0,1.0,2.0,7.0,21.0,55.0,4.0,20.0,9.0,63.0,442,1.0,1.0,1.0,1.0,6.0,20.0,2.0,9.0,2.0,20.0,28.0,14.0,12.0,17.0,3.0,4.0,13.0,2.0,15.0,2.0,3.0,1.0,9.0,32.0,4.0,3.0,10.0,13.0,4.0,17.0,7.0,6.0,1.0,8.0,1.0,5.0,3.0,3.0,11.0,1.0,3.0,6.0,13,1.0,14.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,20.0,154,2.0,0.6666666666666666,0.6666666666666666,1.0,0.2,0.2222222222222222,0.2,0.38181818181818183,0.3,0.36,0.3103448275862069,0.3888888888888889,0.16666666666666666,0.3225806451612903,0.26666666666666666,0.07272727272727272,0.18181818181818182,0.05263157894736842,17.4573055028463,0.7272727272727273,0.05235602094240838,0.01834862385321101,0.06382978723404255,0.0546218487394958,0.016194331983805668,0.031746031746031744,0.016666666666666666,0.010526315789473684,0.04225352112676056,0.0945945945945946,0.05128205128205128,0.125,1.0,0.14666666666666667,0.45454545454545453,0.5555555555555556,0.4,0.08,0.16666666666666666,0.16666666666666666,1.0,0.5066666666666667,0.39473684210526316,0.4166666666666667,0.7333333333333333,0.04,0.3333333333333333,0.3333333333333333,1.0,0.22666666666666666,0.17647058823529413,0.17647058823529413,1.0,0.5,0.20689655172413793,0.16666666666666666,0.06896551724137931,0.2413793103448276,0.2857142857142857,0.41333333333333333,0.17647058823529413,0.47741733333333336,0.44925,0.5008396551724137,0.06329113924050633,0.0847457627118644,0.015873015873015872,0.31746031746031744,14.480000000000002,25.380000000000003,0.34375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
136,1610612766,P.J. Brown,P.J. Brown,136,CHH,23600.0,393,-3,731,736,141,134,115.0,1467,19.0,30.0,3.0,6.0,8.0,19.0,17.0,38.0,,,,,,,,,44.0,87.0,,,29.0,117.0,727,31.0,,8.0,42.0,7.0,18.0,,,6.0,20.0,64.0,24.0,,,,5.0,7.0,5.0,12.0,4.0,4.0,2.0,1.0,29.0,32.0,6.0,56.0,72.0,38.0,110.0,7.0,2.0,5.0,8.0,,5.0,4.0,3.0,12.0,,2.0,23.0,42,2.0,30.0,1.0,7.0,10.0,2.0,12.0,,3.0,12.0,8.0,20.0,141,3.0,0.7272727272727273,0.8648648648648649,,,,,0.5057471264367817,0.3888888888888889,0.5057471264367817,0.3888888888888889,0.5612244897959183,0.6,0.45,,0.05747126436781609,0.06666666666666667,,12.643678160919542,0.6666666666666666,0.2066420664206642,0.09169054441260745,0.08955223880597014,0.1834319526627219,0.09585492227979274,0.06930693069306931,0.12121212121212122,0.087248322147651,0.19767441860465115,0.24778761061946902,0.08333333333333333,0.10526315789473684,0.6666666666666666,0.3448275862068966,0.6333333333333333,0.6785714285714286,0.5789473684210527,0.21839080459770116,0.42105263157894735,0.5,0.75,0.4367816091954023,0.4473684210526316,0.4473684210526316,0.8823529411764706,,,,,,,,,,0.3333333333333333,0.5,,,,0.3448275862068966,,0.46017701149425283,0.49761481481481484,0.4427277777777778,0.10416666666666667,0.10416666666666667,0.358974358974359,0.17094017094017094,9.37471264367816,,0.19288645690834474,9.0,17.0,17.0,14.0,1.0,5.0,1.0,10.0,1.0,8.0,9.0,2.0,1.0,0.5483870967741935,0.5483870967741935,0.15789473684210525,0.45454545454545453,0.05555555555555555,0.13513513513513514,0.12121212121212122,0.25,0.1527777777777778,0.02631578947368421,0.5483870967741935,0.5294117647058824,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1714,1610612766,Robert Traylor,Robert Traylor,1714,CHH,5645.0,94,-2,183,183,69,74,22.0,366,11.0,22.0,4.0,10.0,1.0,11.0,2.0,6.0,,,,1.0,1.0,,1.0,1.0,14.0,39.0,1.0,1.0,5.0,36.0,174,8.0,,,6.0,5.0,16.0,1.0,1.0,1.0,14.0,22.0,6.0,3.0,1.0,1.0,5.0,5.0,1.0,6.0,1.0,2.0,2.0,1.0,13.0,7.0,7.0,10.0,19.0,7.0,26.0,6.0,5.0,1.0,1.0,,,3.0,1.0,4.0,,2.0,10.0,18,3.0,11.0,1.0,,5.0,1.0,6.0,,,6.0,4.0,14.0,69,1.0,0.7857142857142857,0.9166666666666666,1.0,1.0,1.0,1.0,0.358974358974359,0.3125,0.3875,0.38235294117647056,0.4,0.375,0.3684210526315789,0.025,0.1282051282051282,0.13636363636363635,,23.557692307692307,0.25,0.13513513513513514,0.08235294117647059,0.3333333333333333,0.17894736842105263,0.07216494845360824,0.16,0.07692307692307693,0.029411764705882353,0.13793103448275862,0.09523809523809523,0.35294117647058826,0.25,0.6666666666666666,0.55,0.5,0.5789473684210527,0.7272727272727273,0.275,0.09090909090909091,0.1111111111111111,1.0,0.15,0.3333333333333333,0.3333333333333333,1.0,,,,,0.025,1.0,1.0,1.0,,0.5882352941176471,0.4,,0.058823529411764705,1.0,0.575,1.0,0.503625,0.5585,0.5327117647058823,0.11363636363636363,0.11627906976744186,0.16666666666666666,0.3888888888888889,5.271794871794872,25.8,0.3770491803278688,3.0,8.0,3.0,4.0,,,,2.0,,2.0,6.0,,,0.375,0.375,0.18181818181818182,0.3333333333333333,,,,,0.16666666666666666,,1.0,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
248,1610612766,George Lynch,George Lynch,248,CHH,53567.0,893,-15,1664,1675,419,408,254.0,3339,43.0,88.0,11.0,17.0,16.0,33.0,13.0,71.0,,3.0,1.0,1.0,3.0,1.0,1.0,2.0,72.0,192.0,1.0,6.0,25.0,172.0,1654,49.0,1.0,9.0,53.0,19.0,41.0,1.0,3.0,12.0,53.0,100.0,44.0,3.0,3.0,1.0,23.0,48.0,6.0,54.0,5.0,25.0,11.0,12.0,114.0,61.0,16.0,93.0,116.0,70.0,186.0,40.0,27.0,13.0,28.0,7.0,18.0,13.0,10.0,41.0,5.0,5.0,44.0,75,2.0,40.0,3.0,,15.0,5.0,13.0,,1.0,14.0,8.0,53.0,419,8.0,0.6944444444444444,0.847457627118644,1.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.375,0.4634146341463415,0.3712121212121212,0.4659090909090909,0.39814814814814814,0.4649122807017544,0.49074074074074076,0.030303030303030304,0.11979166666666667,0.19318181818181818,0.04225352112676056,13.125638406537284,0.6829268292682927,0.14329738058551617,0.08100929614873838,0.09580838323353294,0.13357843137254902,0.08004640371229699,0.07657657657657657,0.0761904761904762,0.08722741433021806,0.10212765957446808,0.1814516129032258,0.0873015873015873,0.12195121951219512,0.5714285714285714,0.4444444444444444,0.48863636363636365,0.6056338028169014,0.6511627906976745,0.16666666666666666,0.48484848484848486,0.5333333333333333,0.625,0.35858585858585856,0.18309859154929578,0.19117647058823528,0.9230769230769231,0.015151515151515152,,,,0.015151515151515152,0.3333333333333333,0.3333333333333333,1.0,0.02,0.38636363636363635,0.6470588235294118,0.022727272727272728,0.045454545454545456,0.5,0.47474747474747475,0.3333333333333333,0.4909765151515151,0.4980380434782609,0.4847397727272727,0.07582938388625593,0.07352941176470588,0.3081395348837209,0.3081395348837209,8.036979166666669,24.53333333333333,0.25180288461538464,16.0,28.0,22.0,26.0,1.0,8.0,1.0,7.0,3.0,5.0,12.0,,5.0,0.4489795918367347,0.44,0.09090909090909091,0.125,0.01818181818181818,0.07339449541284404,0.08247422680412371,,0.14457831325301204,0.029411764705882353,0.56,0.5714285714285714,0.1875,2.0,2.0,1.0,1.0,1.0,1.0,0.14285714285714285,,,,,,,,,,,,,,,,,,True,,,,,,,,
469,1610612766,Jamal Mashburn,Jamal Mashburn,469,CHH,25842.0,431,-20,796,805,222,191,127.0,1601,15.0,28.0,1.0,5.0,22.0,60.0,35.0,100.0,3.0,6.0,2.0,5.0,19.0,2.0,2.0,10.0,72.0,188.0,8.0,25.0,62.0,230.0,805,21.0,2.0,6.0,24.0,22.0,59.0,2.0,12.0,32.0,82.0,60.0,84.0,24.0,19.0,5.0,7.0,32.0,7.0,39.0,7.0,13.0,7.0,12.0,85.0,10.0,11.0,38.0,51.0,10.0,61.0,16.0,14.0,2.0,21.0,2.0,17.0,9.0,4.0,30.0,2.0,9.0,11.0,20,4.0,70.0,3.0,7.0,24.0,9.0,,,,,,82.0,222,,0.4166666666666667,0.4225352112676056,1.0,0.32,0.16666666666666666,0.32,0.3829787234042553,0.3728813559322034,0.39436619718309857,0.352112676056338,0.46296296296296297,0.46153846153846156,0.4602272727272727,0.11737089201877934,0.03723404255319149,0.07142857142857142,0.04,28.888888888888893,0.7,0.1144578313253012,0.026954177897574125,0.1527777777777778,0.12128712871287128,0.02358490566037736,0.03773584905660377,0.00909090909090909,0.03225806451612903,0.09090909090909091,0.112,0.1509433962264151,0.15789473684210525,,0.13145539906103287,0.5357142857142857,0.5769230769230769,0.6666666666666666,0.28169014084507044,0.36666666666666664,0.3728813559322034,0.2727272727272727,0.4694835680751174,0.35,0.3645833333333333,0.4,0.028169014084507043,0.5,0.5,1.0,0.0892018779342723,0.2631578947368421,0.2777777777777778,1.0,0.08695652173913043,0.07042253521126761,0.2,0.028169014084507043,0.14084507042253522,0.2,0.24882629107981222,0.2631578947368421,0.4242733333333334,0.40258913043478256,0.39578014705882353,0.10256410256410256,0.11483253588516747,0.10434782608695652,0.3565217391304348,12.394680851063832,26.288,0.27889447236180903,1.0,4.0,6.0,2.0,,,,2.0,4.0,1.0,,,1.0,0.2857142857142857,0.391304347826087,0.016666666666666666,0.07142857142857142,,,,,0.1511627906976744,0.03305785123966942,0.17391304347826086,0.25,,1.0,1.0,,,,,,2.0,2.0,1.0,1.0,0.04,0.05263157894736842,1.0,1.0,,,,,,,,,,True,,,,,,,,
1724,1610612766,Bryce Drew,Bryce Drew,1724,CHH,9092.0,152,-41,287,289,88,98,33.0,576,,2.0,,1.0,4.0,6.0,3.0,11.0,1.0,3.0,,2.0,8.0,2.0,,2.0,7.0,19.0,3.0,11.0,1.0,24.0,296,3.0,2.0,,7.0,1.0,4.0,,2.0,,2.0,10.0,4.0,9.0,8.0,2.0,2.0,21.0,3.0,24.0,2.0,6.0,6.0,9.0,51.0,3.0,6.0,9.0,16.0,4.0,20.0,8.0,2.0,6.0,5.0,,3.0,4.0,2.0,9.0,2.0,1.0,2.0,13,1.0,2.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,2.0,88,7.0,0.7142857142857143,0.8333333333333334,1.0,0.2727272727272727,,0.2727272727272727,0.3684210526315789,0.25,0.38333333333333336,0.16666666666666666,0.4,0.7,0.16666666666666666,0.36666666666666664,0.10526315789473684,,0.09090909090909091,12.111801242236025,0.5555555555555556,0.09375,0.02654867256637168,0.15789473684210525,0.11194029850746269,0.02877697841726619,0.037037037037037035,,0.03636363636363636,0.058823529411764705,0.19444444444444445,0.16666666666666666,0.125,,0.06666666666666667,,,,0.2,0.6666666666666666,0.8,0.5,0.36666666666666664,0.2727272727272727,0.3,1.0,0.1,0.3333333333333333,0.3333333333333333,1.0,0.26666666666666666,0.25,0.25,1.0,0.4,0.16666666666666666,,,0.3333333333333333,,0.43333333333333335,0.25,0.4246499999999999,0.46181,0.3561666666666667,0.03333333333333333,0.05263157894736842,0.2916666666666667,0.08333333333333333,13.773684210526316,25.718181818181822,0.30662020905923343,,1.0,2.0,2.0,1.0,1.0,,1.0,,1.0,,,,0.6666666666666666,0.7,0.16666666666666666,0.2,,0.038461538461538464,0.043478260869565216,,,,0.2,,,,1.0,,,,,,1.0,1.0,,0.5,,,0.5,1.0,,,,,,,,,,True,,,,,,,,
1884,1610612766,Baron Davis,Baron Davis,1884,CHH,43286.0,721,19,1344,1354,314,317,210.0,2698,47.0,104.0,16.0,27.0,14.0,36.0,20.0,66.0,2.0,4.0,1.0,33.0,99.0,9.0,11.0,34.0,81.0,206.0,35.0,103.0,57.0,324.0,1339,19.0,9.0,3.0,17.0,20.0,44.0,11.0,35.0,27.0,100.0,34.0,128.0,84.0,97.0,33.0,16.0,128.0,8.0,136.0,5.0,55.0,22.0,51.0,280.0,15.0,18.0,42.0,60.0,18.0,78.0,41.0,22.0,19.0,42.0,8.0,31.0,27.0,11.0,69.0,8.0,12.0,19.0,50,7.0,85.0,11.0,,39.0,9.0,6.0,,3.0,6.0,4.0,100.0,314,6.0,0.20987654320987653,0.21794871794871795,0.8,0.33980582524271846,0.3142857142857143,0.3465346534653465,0.3932038834951456,0.45454545454545453,0.4320388349514563,0.4620253164556962,0.4682080924855491,0.27419354838709675,0.5263157894736842,0.3333333333333333,0.07766990291262135,0.11538461538461539,0.06060606060606061,26.133501259445843,0.6086956521739131,0.08235294117647059,0.024875621890547265,0.13740458015267176,0.093603744149766,0.024355300859598854,0.043478260869565216,0.029239766081871343,0.008064516129032258,0.08196721311475409,0.059113300492610835,0.11458333333333333,0.2,0.6666666666666666,0.3365695792880259,0.4519230769230769,0.5108695652173914,0.2765957446808511,0.11650485436893204,0.3888888888888889,0.3888888888888889,0.07142857142857142,0.21359223300970873,0.30303030303030304,0.3225806451612903,0.15,0.012944983818770227,0.5,0.5,1.0,0.32038834951456313,0.3333333333333333,0.3333333333333333,0.7878787878787878,0.32142857142857145,0.34177215189873417,0.5925925925925926,0.012658227848101266,0.43037974683544306,0.3235294117647059,0.6699029126213593,0.3402061855670103,0.5076104234527687,0.45887291666666674,0.5006012820512821,0.11572700296735905,0.16666666666666666,0.05246913580246913,0.30864197530864196,7.643203883495147,26.525242718446602,0.23363095238095238,2.0,9.0,4.0,6.0,3.0,2.0,1.0,,5.0,2.0,3.0,1.0,,0.21052631578947367,0.25,,,0.023809523809523808,0.021052631578947368,0.023255813953488372,,0.12096774193548387,0.029239766081871343,0.32142857142857145,0.2222222222222222,,6.0,3.0,,,,1.0,,2.0,2.0,,0.2222222222222222,,,0.2222222222222222,1.0,21.0,2.0,,,,,,,,True,,,,,,,,
2048,1610612766,Jamaal Magloire,Jamaal Magloire,2048,CHH,20965.0,349,35,639,647,207,188,95.0,1286,36.0,63.0,8.0,20.0,13.0,27.0,,3.0,,,,,,,,,49.0,93.0,,,56.0,154.0,613,25.0,,15.0,35.0,12.0,27.0,,,14.0,38.0,54.0,44.0,,,,10.0,3.0,,3.0,,2.0,1.0,,6.0,35.0,10.0,51.0,73.0,37.0,110.0,12.0,11.0,1.0,12.0,1.0,5.0,12.0,7.0,24.0,3.0,9.0,18.0,44,4.0,77.0,3.0,,30.0,10.0,22.0,1.0,4.0,22.0,14.0,38.0,207,5.0,0.5510204081632653,0.675,,,,,0.5268817204301075,0.4444444444444444,0.5268817204301075,0.4444444444444444,0.5923076923076923,0.5147058823529411,0.5,,0.10752688172043011,0.09523809523809523,,20.588235294117645,0.5,0.19615384615384615,0.13358778625954199,0.1388888888888889,0.18373493975903615,0.11428571428571428,0.14102564102564102,0.18181818181818182,0.09345794392523364,0.17307692307692307,0.21348314606741572,0.14285714285714285,0.125,0.6363636363636364,0.6774193548387096,0.5714285714285714,0.631578947368421,0.5277777777777778,0.2903225806451613,0.48148148148148145,0.5652173913043478,0.6153846153846154,0.03225806451612903,,,,,,,,,,,,,0.7407407407407407,0.4,,,,0.6774193548387096,,0.49085376344086024,0.5479260869565217,0.499788888888889,0.25,0.25,0.22727272727272727,0.24675324675324675,2.948387096774194,,0.323943661971831,9.0,21.0,10.0,18.0,,1.0,1.0,12.0,7.0,8.0,17.0,2.0,2.0,0.4,0.4,0.14814814814814814,0.5,0.034482758620689655,0.018867924528301886,0.022222222222222223,,0.208955223880597,0.20588235294117646,0.84,0.42857142857142855,,1.0,3.0,,,,3.0,,,,,,,,,,,,1.0,,,,,,,True,,,,,,,,
278,1610612766,Stacey Augmon,Stacey Augmon,278,CHH,17253.0,288,-4,530,528,128,107,89.0,1058,17.0,29.0,5.0,6.0,7.0,22.0,12.0,35.0,,,,,,,,,36.0,86.0,,,17.0,89.0,527,12.0,,2.0,12.0,7.0,15.0,,,6.0,20.0,52.0,20.0,,,,3.0,20.0,6.0,26.0,5.0,10.0,6.0,4.0,58.0,13.0,9.0,26.0,35.0,14.0,49.0,11.0,6.0,5.0,5.0,,1.0,5.0,4.0,10.0,,1.0,13.0,36,3.0,22.0,2.0,,11.0,1.0,3.0,,2.0,3.0,2.0,20.0,128,2.0,0.7222222222222222,0.7647058823529411,,,,,0.4186046511627907,0.4666666666666667,0.4186046511627907,0.4666666666666667,0.4635416666666667,0.46153846153846156,0.5555555555555556,,0.03488372093023256,,0.02857142857142857,16.85214626391097,0.5,0.12149532710280374,0.0546218487394958,0.15254237288135594,0.1282051282051282,0.048327137546468404,0.10294117647058823,0.015625,0.04716981132075472,0.10465116279069768,0.1506849315068493,0.13333333333333333,0.21428571428571427,0.6666666666666666,0.3372093023255814,0.5862068965517241,0.5862068965517241,0.7058823529411765,0.2558139534883721,0.3181818181818182,0.35,0.42857142857142855,0.4069767441860465,0.34285714285714286,0.35294117647058826,0.9166666666666666,,,,,,,,,,0.4,0.8333333333333334,,,,0.3372093023255814,,0.4558279069767442,0.471890909090909,0.45722,0.11578947368421053,0.11578947368421053,0.1348314606741573,0.2247191011235955,9.140697674418606,,0.24150943396226415,2.0,5.0,5.0,4.0,1.0,,1.0,,4.0,1.0,1.0,,,0.4166666666666667,0.4166666666666667,0.09090909090909091,,0.043478260869565216,,,,0.10909090909090909,0.0851063829787234,0.4166666666666667,0.4,,,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
922,1610612766,Elden Campbell,Elden Campbell,922,CHH,27695.0,462,-32,857,858,136,132,132.0,1715,21.0,41.0,5.0,6.0,45.0,94.0,25.0,50.0,,,,,1.0,,,,91.0,185.0,,1.0,80.0,262.0,882,21.0,,10.0,30.0,9.0,20.0,,,20.0,38.0,108.0,74.0,,1.0,,13.0,14.0,5.0,19.0,4.0,5.0,4.0,5.0,43.0,20.0,16.0,52.0,79.0,27.0,106.0,13.0,11.0,2.0,12.0,2.0,6.0,16.0,6.0,28.0,3.0,5.0,31.0,61,9.0,95.0,5.0,,44.0,6.0,28.0,1.0,6.0,30.0,20.0,38.0,136,4.0,0.5934065934065934,0.6352941176470588,,,,,0.4918918918918919,0.45,0.489247311827957,0.45,0.5670995670995671,0.5555555555555556,0.59375,0.005376344086021506,0.07027027027027027,0.14634146341463414,,25.618199802176065,0.42857142857142855,0.16149068322981366,0.04975124378109453,0.2077922077922078,0.17042606516290726,0.05790645879732739,0.07563025210084033,0.05660377358490566,0.02824858757062147,0.14705882352941177,0.16083916083916083,0.19298245614035087,0.25,0.6666666666666666,0.22043010752688172,0.5121951219512195,0.6,0.47619047619047616,0.5053763440860215,0.4787234042553192,0.5172413793103449,0.4888888888888889,0.26881720430107525,0.5,0.5,0.88,,,,,0.005376344086021506,,,,,0.3,0.8333333333333334,,,,0.22580645161290322,,0.4229733870967741,0.5082857142857142,0.4163800000000001,0.19555555555555557,0.19642857142857142,0.11450381679389313,0.1450381679389313,9.123783783783782,25.8,0.15869311551925322,7.0,14.0,10.0,12.0,1.0,6.0,1.0,11.0,5.0,5.0,21.0,,2.0,0.47619047619047616,0.47619047619047616,0.07446808510638298,0.4230769230769231,0.047619047619047616,0.1276595744680851,0.11363636363636363,0.3333333333333333,0.18181818181818182,0.06097560975609756,0.6666666666666666,0.5,,2.0,2.0,,2.0,2.0,,,,,,,,,,,,,,1.0,,,,,,True,,,,,,,,
