EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGA,PenaltyCorner3FGA,FTDefRebounds,LostBallTurnovers,Offensive Fouls,Defensive 3 Seconds Violations,DefFTReboundPct,Corner3Frequency,PenaltyCorner3Frequency,ShortMidRangeFGM,Corner3FGM,SecondChanceFtPoints,PtsPutbacks,FTOffRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,Travels,Loose Ball Fouls,BlockedAtRim,BlockedShortMidRange,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffFTReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3FGA,HeaveAttempts,Fg3aBlocked,ThreePtShootingFoulsDrawn,Blocked3s,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,Clear Path Fouls,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,BlockedArc3,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Corner3PctBlocked
1601,1610612762,Rusty LaRue,Rusty LaRue,1601,UTA,9727.0,162,-35,301,300,141,149,53,601,2,11,1.0,4.0,1.0,6.0,3,15,29,7.0,20.0,2.0,3.0,4.0,11.0,17,43,7.0,20.0,9,64,331,2.0,6,2.0,3.0,10.0,10,21,4.0,11.0,7,39,20,14,15.0,6.0,20.0,7.0,2,11,3.0,14,2.0,1.0,3,1.0,7,31,1.0,2.0,2,11,13,3.0,16,4,4,12,12,1,1.0,13,1.0,4,6,11,14,1.0,3.0,2,4.0,1.0,1.0,1.0,1.0,39,141,2,0.5882352941176471,0.5882352941176471,0.7142857142857143,0.35,0.6666666666666666,0.36363636363636365,0.35,0.3953488372093023,0.3333333333333333,0.47619047619047616,0.4365079365079365,0.5555555555555556,0.5,0.45588235294117646,0.5555555555555556,0.527027027027027,0.31746031746031744,0.046511627906976744,0.18181818181818182,22.252747252747252,0.9230769230769231,0.11224489795918367,0.015384615384615385,0.08333333333333333,0.043478260869565216,0.10655737704918032,0.0196078431372549,0.038461538461538464,0.25,0.04,0.08333333333333333,0.1891891891891892,0.09523809523809523,1.0,0.1746031746031746,0.18181818181818182,0.2222222222222222,0.5,0.047619047619047616,0.4603174603174603,0.5172413793103449,0.5172413793103449,0.6,0.31746031746031744,0.35,0.35,0.7142857142857143,0.4444444444444444,0.25,1.0,0.3333333333333333,0.6666666666666666,1.0,0.1875,0.16666666666666666,0.34375,0.36363636363636365,0.49206349206349204,0.35,0.454615873015873,0.4866214285714286,0.4387203125,0.03125,0.045454545454545456,0.15625,0.609375,13.56046511627907,25.360000000000003,0.4684385382059801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1900,1610612762,Quincy Lewis,Quincy Lewis,1900,UTA,4334.0,72,-13,147,148,112,92,21,295,3,5,,,3.0,5.0,2,5,10,,2.0,,,,2.0,8,17,,5.0,3,19,159,1.0,1,,,2.0,7,13,,4.0,1,15,12,4,,,2.0,,2,3,1.0,4,1.0,,1,1.0,1,9,,,2,3,6,,6,4,4,5,4,1,,6,,5,5,12,3,1.0,,2,,1.0,1.0,1.0,1.0,15,112,4,0.75,0.75,,,,,,0.47058823529411764,1.0,0.5384615384615384,0.36363636363636365,1.0,0.4117647058823529,0.41304347826086957,1.0,0.4411764705882353,0.22727272727272727,0.11764705882352941,0.4,16.666666666666668,0.8333333333333334,0.06521739130434782,,0.125,,0.08064516129032258,,,,0.1,,0.08695652173913043,0.15384615384615385,1.0,0.22727272727272727,0.6,1.0,1.0,0.09090909090909091,0.45454545454545453,0.5,0.5,0.6,0.09090909090909091,,,,,,,,,,0.29411764705882354,0.6,0.11764705882352941,,0.45454545454545453,,0.4675749999999999,0.3952,0.4814588235294117,0.08695652173913043,0.1111111111111111,0.10526315789473684,0.7894736842105263,12.23529411764706,24.44,0.7619047619047619,3.0,2.0,1.0,1.0,1.0,1.0,0.125,0.13636363636363635,0.11764705882352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1905,1610612762,Andrei Kirilenko,Andrei Kirilenko,1905,UTA,30153.0,503,15,970,971,403,406,126,1941,58,99,12.0,22.0,23.0,37.0,14,6,20,8.0,20.0,,,1.0,6.0,67,133,10.0,28.0,77,241,1009,12.0,23,,,37.0,27,52,1.0,9.0,33,90,86,48,27.0,3.0,20.0,8.0,18,22,1.0,23,,1.0,13,1.0,8,47,6.0,32.0,9,42,57,39.0,96,26,12,18,12,13,1.0,31,4.0,8,16,34,101,5.0,,45,8.0,35.0,5.0,35.0,20.0,90,403,7,0.6417910447761194,0.7288135593220338,0.9,0.35714285714285715,,0.1111111111111111,0.35714285714285715,0.5037593984962406,0.5217391304347826,0.5192307692307693,0.5093167701863354,0.5217391304347826,0.4672131147540984,0.5765550239234449,0.5967741935483871,0.5294117647058824,0.17391304347826086,0.13533834586466165,0.15151515151515152,21.371326803205697,0.5806451612903226,0.12209302325581395,0.08602150537634409,0.125,0.0967741935483871,0.12259615384615384,0.08755760368663594,0.09580838323353294,0.14285714285714285,0.09345794392523364,0.1308411214953271,0.13846153846153847,0.1,0.5714285714285714,0.6149068322981367,0.5858585858585859,0.6904761904761905,0.6896551724137931,0.08695652173913043,0.12422360248447205,0.3,0.3157894736842105,0.5,0.12422360248447205,0.4,0.4,0.875,0.9565217391304348,0.5454545454545454,0.3333333333333333,,,,0.6065573770491803,0.6216216216216216,0.09836065573770492,0.16666666666666666,0.7888198757763976,0.4,0.5466318750000001,0.5628277777777777,0.5231516666666667,0.22388059701492538,0.26011560693641617,0.15352697095435686,0.37344398340248963,3.8684210526315796,25.039285714285715,0.4154639175257732,8.0,3.0,6.0,6.0,2.0,,0.16216216216216217,0.049689440993788817,0.04918032786885246,3.0,2.0,13.0,16.0,1.0,2.0,14.0,3.0,1.0,5.0,20.0,10.0,1.0,1.0,2.0,0.14285714285714285,0.05,0.034482758620689655,0.0962962962962963,0.04285714285714286,0.08333333333333333,0.25,0.03125,0.21428571428571427,0.25,0.25,0.25,1.0,,,,,,,,,,,,,,,,True,,,,
2052,1610612762,DeShawn Stevenson,DeShawn Stevenson,2052,UTA,67867.0,1131,-123,2125,2142,774,741,310,4267,57,112,9.0,18.0,20.0,46.0,45,73,189,2.0,18.0,,2.0,,11.0,141,346,2.0,25.0,37,325,2298,23.0,48,,3.0,54.0,49,132,,16.0,20,118,214,68,3.0,3.0,15.0,2.0,33,109,7.0,116,5.0,2.0,54,11.0,44,239,6.0,38.0,22,65,87,44.0,131,29,13,41,27,27,4.0,68,10.0,28,36,82,53,,,18,7.0,23.0,6.0,24.0,13.0,118,774,20,0.7588652482269503,0.7925925925925926,0.5,0.08,,,0.09090909090909091,0.407514450867052,0.4791666666666667,0.3712121212121212,0.3881401617250674,0.45098039215686275,0.3310810810810811,0.4093198992443325,0.46551724137931033,0.36419753086419754,0.0673854447439353,0.0953757225433526,0.16071428571428573,18.592562974810075,0.6029411764705882,0.08280254777070063,0.04308390022675737,0.12716763005780346,0.047244094488188976,0.09081419624217119,0.04360753221010902,0.03816793893129771,0.05555555555555555,0.07441860465116279,0.0823045267489712,0.08868501529051988,0.11805555555555555,0.5416666666666666,0.3018867924528302,0.5089285714285714,0.6063829787234043,0.7192982456140351,0.12129380053908356,0.5094339622641509,0.3862433862433862,0.3924731182795699,0.821917808219178,0.04851752021563342,0.1111111111111111,0.11764705882352941,0.5,0.35294117647058826,0.5,0.3333333333333333,0.0392156862745098,,,0.3108108108108108,0.43478260869565216,0.07432432432432433,,0.3692722371967655,0.13333333333333333,0.46272397820163497,0.46472555555555556,0.45598680555555543,0.04871794871794872,0.04945054945054945,0.16615384615384615,0.3630769230769231,11.299421965317922,28.039999999999996,0.36423529411764705,7.0,5.0,,14.0,8.0,,,0.018867924528301886,0.033783783783783786,11.0,,8.0,12.0,,11.0,16.0,8.0,2.0,3.0,12.0,5.0,,,1.0,0.26666666666666666,0.015873015873015872,,0.04377104377104377,0.052083333333333336,0.04395604395604396,0.1724137931034483,0.05945945945945946,0.24444444444444444,0.3333333333333333,,,,1.0,3.0,1.0,1.0,1.0,1.0,0.04,0.05555555555555555,0.5454545454545454,0.0196078431372549,0.038461538461538464,,,,,True,,,,
2260,1610612762,Jarron Collins,Jarron Collins,2260,UTA,27541.0,459,-44,855,867,224,144,113,1722,33,55,10.0,17.0,6.0,12.0,23,13,25,,,,,,,53,103,,,40,146,906,11.0,20,,,28.0,10,23,,,21,41,70,36,,,,,17,16,5.0,21,4.0,1.0,5,1.0,10,47,1.0,33.0,11,41,55,34.0,89,6,5,9,5,6,1.0,15,1.0,2,34,73,55,3.0,,20,9.0,11.0,1.0,11.0,3.0,41,224,6,0.660377358490566,0.7446808510638298,,,,,,0.5145631067961165,0.55,0.43478260869565216,0.5145631067961165,0.55,0.43478260869565216,0.5658914728682171,0.56,0.5694444444444444,,0.1650485436893204,0.21818181818181817,14.560161779575328,0.6,0.13486842105263158,0.09016393442622951,0.14102564102564102,0.027777777777777776,0.13612565445026178,0.0845771144278607,0.0546448087431694,,0.10526315789473684,0.08791208791208792,0.18248175182481752,0.109375,0.2727272727272727,0.5339805825242718,0.6,0.7674418604651163,0.696969696969697,0.22330097087378642,0.24271844660194175,0.52,0.52,0.6923076923076923,,,,,0.85,0.5882352941176471,0.2,,,,0.5217391304347826,0.5,,,0.5339805825242718,,0.4799466019417476,0.5353899999999999,0.4424391304347826,0.16666666666666666,0.16666666666666666,0.1917808219178082,0.2808219178082192,6.053398058252427,,0.26198830409356727,,,3.0,4.0,1.0,1.0,0.1875,,,7.0,,6.0,12.0,,1.0,1.0,,2.0,10.0,4.0,6.0,2.0,,2.0,0.21739130434782608,,,0.16346153846153846,0.0759493670886076,0.041666666666666664,0.2857142857142857,0.030303030303030304,0.30434782608695654,0.3888888888888889,,,,,,,,,,,,0.42857142857142855,,,,,,,True,,,,
1909,1610612762,Scott Padgett,Scott Padgett,1909,UTA,27962.0,466,-1,871,880,386,366,139,1751,39,70,16.0,27.0,19.0,28.0,12,15,35,10.0,26.0,1.0,2.0,6.0,11.0,57,117,12.0,29.0,35,185,923,18.0,31,2.0,3.0,56.0,27,49,6.0,12.0,23,95,68,46,33.0,3.0,26.0,10.0,14,30,7.0,37,6.0,1.0,13,5.0,12,81,6.0,41.0,8,41,69,52.0,121,16,7,13,7,10,3.0,23,6.0,11,28,49,47,6.0,1.0,18,8.0,4.0,,4.0,2.0,95,386,7,0.5964912280701754,0.7727272727272727,0.9166666666666666,0.41379310344827586,0.6666666666666666,0.5,0.41379310344827586,0.48717948717948717,0.5806451612903226,0.5510204081632653,0.5136986301369864,0.6176470588235294,0.5901639344262295,0.5542168674698795,0.717948717948718,0.6418918918918919,0.19863013698630136,0.11965811965811966,0.15714285714285714,18.190567853705485,0.5652173913043478,0.12462006079027356,0.11884057971014493,0.10810810810810811,0.08450704225352113,0.12158808933002481,0.11298076923076923,0.12408759124087591,0.1111111111111111,0.09278350515463918,0.1574074074074074,0.12096774193548387,0.125,0.5,0.4794520547945205,0.5571428571428572,0.6610169491525424,0.5641025641025641,0.0821917808219178,0.23972602739726026,0.42857142857142855,0.4411764705882353,0.7333333333333333,0.1780821917808219,0.38461538461538464,0.4,0.9,0.7941176470588235,0.5925925925925926,0.1875,0.058823529411764705,0.5,1.0,0.45901639344262296,0.6785714285714286,0.18032786885245902,0.5454545454545454,0.678082191780822,0.38461538461538464,0.49934349315068505,0.55589,0.48400983606557374,0.11392405063291139,0.13953488372093023,0.3027027027027027,0.5135135135135135,6.518803418803416,24.76551724137931,0.4431687715269805,3.0,1.0,20.0,6.0,,,0.45454545454545453,0.02054794520547945,0.01639344262295082,3.0,2.0,14.0,26.0,5.0,4.0,9.0,3.0,2.0,1.0,2.0,2.0,,1.0,,0.16666666666666666,0.02857142857142857,0.15151515151515152,0.14615384615384616,0.0641025641025641,0.07547169811320754,,0.06557377049180328,0.25,0.3,0.6666666666666666,0.6666666666666666,1.0,1.0,,1.0,,,,0.034482758620689655,0.038461538461538464,0.3333333333333333,0.029411764705882353,,1.0,1.0,1.0,1.0,True,,,,
252,1610612762,Karl Malone,Karl Malone,252,UTA,47192.0,787,-104,1471,1490,508,472,212,2961,51,83,10.0,15.0,18.0,29.0,81,82,207,3.0,7.0,1.0,2.0,1.0,2.0,159,371,3.0,7.0,116,443,1597,23.0,45,1.0,2.0,59.0,46,110,1.0,2.0,55,150,246,72,6.0,3.0,7.0,3.0,25,99,7.0,106,7.0,,57,3.0,39,219,2.0,28.0,20,107,144,32.0,176,35,16,39,33,22,3.0,61,,24,23,51,143,11.0,7.0,56,16.0,14.0,3.0,14.0,9.0,150,508,4,0.7735849056603774,0.8092105263157895,0.6666666666666666,0.42857142857142855,0.5,0.5,0.42857142857142855,0.42857142857142855,0.5111111111111111,0.41818181818181815,0.43253968253968256,0.5212765957446809,0.42410714285714285,0.49772727272727274,0.5673076923076923,0.5211267605633803,0.018518518518518517,0.0673854447439353,0.14457831325301204,29.110981987216732,0.639344262295082,0.1963302752293578,0.04501607717041801,0.16260162601626016,0.028985507246376812,0.19011976047904192,0.04341534008683068,0.04827586206896552,0.05,0.2,0.2073170731707317,0.18672199170124482,0.14432989690721648,0.6428571428571429,0.21957671957671956,0.6144578313253012,0.7183098591549296,0.7254901960784313,0.21428571428571427,0.5476190476190477,0.3961352657004831,0.4019607843137255,0.8414634146341463,0.018518518518518517,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.3191489361702128,0.6666666666666666,0.2,0.0425531914893617,0.5,,0.25892857142857145,0.6206896551724138,0.017857142857142856,0.5,0.23809523809523808,0.42857142857142855,0.4437272486772486,0.4577977272727273,0.44550625000000005,0.13443396226415094,0.1346153846153846,0.13318284424379231,0.33860045146726864,12.175202156334235,24.75714285714286,0.345343303874915,,,17.0,6.0,10.0,2.0,0.3953488372093023,,,26.0,,10.0,14.0,2.0,4.0,19.0,7.0,,1.0,5.0,6.0,,,2.0,0.12345679012345678,0.014492753623188406,0.0425531914893617,0.05612244897959184,0.022058823529411766,0.02040816326530612,0.23076923076923078,0.021164021164021163,0.32098765432098764,0.36619718309859156,,,,,,,1.0,,,,,0.6538461538461539,,0.125,,,,,True,,,,
680,1610612762,John Amaechi,John Amaechi,680,UTA,12390.0,206,-39,404,400,192,182,69,804,14,29,2.0,4.0,5.0,10.0,16,2,8,,,,,,,18,53,,,26,62,436,3.0,8,,,13.0,7,22,,,16,30,22,14,,,,,12,12,3.0,15,2.0,1.0,4,,8,33,7.0,11.0,2,16,19,21.0,40,3,2,6,3,7,,13,2.0,5,12,25,42,4.0,,17,6.0,1.0,,1.0,1.0,30,192,2,0.6111111111111112,0.6875,,,,,,0.33962264150943394,0.375,0.3181818181818182,0.33962264150943394,0.375,0.3181818181818182,0.4305555555555556,0.5,0.45454545454545453,,0.22641509433962265,0.2413793103448276,17.453798767967147,0.46153846153846156,0.11940298507462686,0.06875,0.05263157894736842,0.1891891891891892,0.10465116279069768,0.09137055837563451,0.08333333333333333,0.18181818181818182,0.17073170731707318,0.125,0.07547169811320754,0.05555555555555555,1.0,0.5471698113207547,0.4827586206896552,0.6363636363636364,0.5,0.3018867924528302,0.1509433962264151,0.25,0.25,1.0,,,,,0.5,0.5,,,,,0.45454545454545453,0.5,,,0.5471698113207547,,0.4765622641509434,0.4412125,0.46745454545454557,0.25757575757575757,0.25757575757575757,0.20967741935483872,0.4838709677419355,4.998113207547168,,0.4752475247524752,,,1.0,3.0,4.0,,0.05,,,2.0,,7.0,4.0,3.0,1.0,1.0,1.0,,2.0,,1.0,,,2.0,0.3125,,0.17647058823529413,0.08771929824561403,0.023255813953488372,0.19230769230769232,,0.045454545454545456,0.125,0.18181818181818182,,,,,,,,,,,,1.0,,,,,,,True,,,,
731,1610612762,Greg Ostertag,Greg Ostertag,731,UTA,19044.0,317,3,591,590,230,267,87,1181,21,44,11.0,22.0,3.0,9.0,11,1,3,,,,,,,27,58,,,22,76,617,11.0,24,,,25.0,6,15,,,6,18,36,18,,,,,6,12,2.0,14,2.0,,4,1.0,7,30,4.0,31.0,5,44,55,37.0,92,5,5,11,5,3,,14,1.0,3,29,40,36,2.0,,16,3.0,33.0,,33.0,16.0,18,230,4,0.6666666666666666,0.9,,,,,,0.46551724137931033,0.4583333333333333,0.4,0.46551724137931033,0.4583333333333333,0.4,0.5066666666666667,0.46296296296296297,0.42857142857142855,,0.10344827586206896,0.11363636363636363,12.73247496423462,0.7857142857142857,0.1660377358490566,0.1308016877637131,0.1724137931034483,0.10256410256410256,0.16666666666666666,0.12681159420289856,0.08,0.08333333333333333,0.16666666666666666,0.14942528735632185,0.18,0.20833333333333334,0.48484848484848486,0.7586206896551724,0.4772727272727273,0.5384615384615384,0.6190476190476191,0.1896551724137931,0.05172413793103448,0.3333333333333333,0.5,1.0,,,,,0.9166666666666666,0.5,0.36363636363636365,,,,0.6,0.3333333333333333,,,0.7586206896551724,,0.5153189655172414,0.5484583333333334,0.45996666666666663,0.2222222222222222,0.2222222222222222,0.32894736842105265,0.23684210526315788,2.625862068965517,,0.38917089678510997,,,6.0,6.0,1.0,2.0,0.20689655172413793,,,5.0,,3.0,14.0,2.0,5.0,,,,2.0,25.0,8.0,1.0,,2.0,,0.3333333333333333,0.1,0.1797752808988764,0.14583333333333334,0.1111111111111111,,0.2,0.45454545454545453,0.45454545454545453,,,,,,,,,,,,0.8,,,,,,,True,,,,
923,1610612762,Donyell Marshall,Donyell Marshall,923,UTA,28705.0,478,-164,893,901,221,205,130,1794,69,106,18.0,32.0,20.0,30.0,39,10,28,,1.0,,,,,92,173,1.0,9.0,43,230,1029,21.0,39,,2.0,47.0,26,46,,1.0,14,66,134,50,3.0,,1.0,,21,31,1.0,32,1.0,,11,5.0,15,65,4.0,36.0,13,51,69,40.0,109,15,14,27,15,11,2.0,38,2.0,9,18,34,64,6.0,,32,3.0,14.0,1.0,14.0,5.0,66,221,3,0.7282608695652174,0.8375,1.0,0.1111111111111111,,,0.1111111111111111,0.5317919075144508,0.5384615384615384,0.5652173913043478,0.5137362637362637,0.5121951219512195,0.5531914893617021,0.5450236966824644,0.5108695652173914,0.5789473684210527,0.04945054945054945,0.12138728323699421,0.16981132075471697,23.646723646723647,0.7105263157894737,0.15501519756838905,0.09090909090909091,0.18055555555555555,0.10810810810810811,0.1596009975062344,0.09237875288683603,0.09550561797752809,0.25,0.1,0.18095238095238095,0.16666666666666666,0.18032786885245902,0.35714285714285715,0.5824175824175825,0.6509433962264151,0.7840909090909091,0.7681159420289855,0.21428571428571427,0.15384615384615385,0.35714285714285715,0.35714285714285715,0.6,0.005494505494505495,,,,0.7804878048780488,0.5625,0.3333333333333333,,,,0.6382978723404256,0.6666666666666666,,,0.6318681318681318,,0.5206337912087913,0.5420391891891893,0.5186989361702127,0.15384615384615385,0.16080402010050251,0.20434782608695654,0.28695652173913044,5.087861271676301,23.066666666666666,0.24748040313549832,8.0,1.0,5.0,12.0,5.0,1.0,0.29411764705882354,0.04395604395604396,0.02127659574468085,13.0,1.0,5.0,24.0,,5.0,1.0,2.0,,1.0,9.0,4.0,2.0,,1.0,0.07692307692307693,,,0.11363636363636363,0.046511627906976744,0.04,0.18181818181818182,0.07352941176470588,0.3333333333333333,0.3611111111111111,0.125,0.125,1.0,2.0,,,,,,,,0.6153846153846154,0.04878048780487805,,,,,,True,,,,
