EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,Fouls,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallTurnovers,Travels,ShootingFouls,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,BlockedAtRim,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,FTOffRebounds,SecondChanceTurnovers,BlockedLongMidRange,DefensiveGoaltends,PenaltyFg3Pct,ShortMidRangePctBlocked,OffFTReboundPct,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveAttempts,3SecondViolations,Blocked3s,BlockedCorner3,on,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,BlockedArc3,FoulsDrawn,Offensive Fouls Drawn
1505,1610612742,Tariq Abdul-Wahad,Tariq Abdul-Wahad,1505,DAL,666.0,11.0,4.0,22,25,19,10.0,2.0,47,21.0,2.0,2.0,2.0,6.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,1.0,8.0,0.2857142857142857,0.25,0.2727272727272727,0.5,0.25,1.0,1.0,1.0,0.8636363636363636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,16320.0,272.0,55.0,527,516,183,162.0,71.0,1043,576.0,7.0,21.0,6.0,49.0,11.0,33.0,51.0,71.0,8.0,7.0,6.0,1.0,15.0,4.0,23.0,64.0,30.0,7.0,1.0,7.0,3.0,183,3.0,24.9185667752443,0.19186046511627908,0.1774193548387097,0.18803418803418803,0.1780821917808219,0.1590909090909091,0.42857142857142855,0.2222222222222222,0.2857142857142857,0.34724857685009486,21.0,28.0,6.0,8.0,5.0,8.0,8.0,26.0,13.0,26.0,1.0,10.0,29.0,2.0,6.0,6.0,42.0,80.0,10.0,30.0,53.0,167.0,7.0,14.0,2.0,6.0,6.0,26.0,13.0,29.0,6.0,16.0,42.0,50.0,34.0,30.0,12.0,29.0,10.0,5.0,14.0,1.0,7.0,3.0,4.0,10.0,10.0,7.0,20.0,4.0,1.0,9.0,2.0,8.0,1.0,1.0,13.0,2.0,2.0,5.0,3.0,3.0,6.0,1.0,42.0,0.5952380952380952,0.6944444444444444,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.525,0.5,0.4482758620689655,0.5181818181818182,0.5,0.37142857142857144,0.5942028985507246,0.5416666666666666,0.4772727272727273,0.2727272727272727,0.0625,0.07142857142857142,0.11538461538461539,0.6,0.3888888888888889,0.06172839506172839,0.0970873786407767,0.07547169811320754,0.12244897959183673,0.03773584905660377,0.03333333333333333,0.11235955056179775,0.10909090909090909,0.3181818181818182,0.2222222222222222,0.07547169811320754,0.2545454545454545,0.75,0.8076923076923077,0.5238095238095238,0.23636363636363636,0.3076923076923077,0.3076923076923077,0.375,0.23636363636363636,0.5,0.5652173913043478,0.8461538461538461,0.00909090909090909,0.2636363636363636,0.3448275862068966,0.3448275862068966,1.0,0.4,0.75,0.3,0.3333333333333333,1.0,0.22857142857142856,0.625,0.17142857142857143,0.5272727272727272,0.3448275862068966,0.4895504545454546,0.5268269230769231,0.45492571428571427,0.15568862275449102,0.25149700598802394,8.87625,24.779999999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1917,1610612742,Wang Zhi-zhi,Wang Zhi-zhi,1917,DAL,35660.0,594.0,72.0,1166,1156,396,443.0,139.0,2322,1215.0,6.0,22.0,5.0,50.0,19.0,54.0,92.0,111.0,11.0,8.0,11.0,1.0,25.0,8.0,84.0,57.0,25.0,18.0,1.0,18.0,11.0,396,17.0,22.455089820359284,0.135678391959799,0.13970588235294118,0.13670411985018727,0.1917808219178082,0.15306122448979592,0.6111111111111112,0.09225092250922509,0.16129032258064516,0.33962264150943394,30.0,50.0,8.0,10.0,11.0,20.0,16.0,40.0,15.0,42.0,8.0,43.0,108.0,2.0,7.0,36.0,61.0,132.0,48.0,116.0,42.0,308.0,12.0,17.0,4.0,9.0,5.0,41.0,19.0,51.0,42.0,15.0,122.0,76.0,46.0,138.0,14.0,108.0,43.0,12.0,16.0,1.0,4.0,3.0,9.0,6.0,11.0,19.0,19.0,4.0,3.0,14.0,5.0,8.0,6.0,2.0,43.0,6.0,2.0,2.0,,5.0,15.0,1.0,122.0,0.6229508196721312,0.7037037037037037,0.9583333333333334,0.41379310344827586,0.4444444444444444,0.41379310344827586,0.4621212121212121,0.7058823529411765,0.37254901960784315,0.5362903225806451,0.6923076923076923,0.5752688172043011,0.5579710144927537,0.6833333333333333,0.5980392156862745,0.46774193548387094,0.09090909090909091,0.12,0.023809523809523808,0.56,0.475,0.029333333333333333,0.030303030303030304,0.029668411867364748,0.05357142857142857,0.022556390977443608,0.015384615384615385,0.029239766081871343,0.12030075187969924,0.08403361344537816,0.10526315789473684,0.031746031746031744,0.20161290322580644,0.6,0.6818181818181818,0.6333333333333333,0.16129032258064516,0.4,0.45714285714285713,0.5625,0.1693548387096774,0.35714285714285715,0.36585365853658536,0.6666666666666666,0.03225806451612903,0.43548387096774194,0.39814814814814814,0.39814814814814814,0.9534883720930233,0.38461538461538464,0.8,0.2692307692307692,0.2857142857142857,1.0,0.21505376344086022,0.55,0.3870967741935484,0.6693548387096774,0.39814814814814814,0.506540120967742,0.5284681818181819,0.48985376344086023,0.1331168831168831,0.3961038961038961,8.853787878787882,24.58534482758622,5.0,2.0,2.0,4.0,6.0,19.0,23.0,6.0,2.0,5.0,2.0,3.0,0.5476190476190477,0.125,0.06896551724137931,0.037037037037037035,0.625,0.625,1.0,0.25,0.07692307692307693,1.0,1.0,0.06451612903225806,0.6666666666666666,0.5277777777777778,,,,,,,True,,,,,,,
422,1610612742,Avery Johnson,Avery Johnson,422,DAL,4884.0,81.0,6.0,156,162,65,74.0,15.0,318,171.0,5.0,16.0,2.0,37.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,,7.0,4.0,10.0,5.0,2.0,,,,,65,2.0,24.277456647398843,0.017543859649122806,0.058823529411764705,0.02702702702702703,0.045454545454545456,,,0.05714285714285714,0.05714285714285714,0.4166666666666667,6.0,18.0,,,2.0,4.0,3.0,8.0,3.0,7.0,,,,,,,12.0,33.0,,,4.0,28.0,1.0,2.0,,,,2.0,4.0,8.0,,,8.0,6.0,18.0,,,,,3.0,11.0,3.0,6.0,1.0,4.0,,,,,,,5.0,1.0,4.0,1.0,,2.0,,1.0,,1.0,,,,8.0,0.25,0.25,,,,,0.36363636363636365,0.5,0.5,0.36363636363636365,0.5,0.5,0.38571428571428573,0.5,0.5,,0.09090909090909091,0.1111111111111111,,0.7142857142857143,,,,,,,,,,,0.3333333333333333,,0.5454545454545454,0.3333333333333333,0.375,,0.24242424242424243,0.375,0.42857142857142855,,0.21212121212121213,0.42857142857142855,0.42857142857142855,1.0,,,,,,,,,,,0.5,0.5,,0.5454545454545454,,0.45840000000000003,0.3504,0.4483625,0.07142857142857142,0.2857142857142857,6.46060606060606,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,True,,,,,,,
89,1610612742,Nick Van Exel,Nick Van Exel,89,DAL,9128.0,152.0,8.0,302,295,92,143.0,29.0,597,315.0,10.0,24.0,9.0,58.0,3.0,12.0,15.0,15.0,4.0,3.0,3.0,1.0,12.0,5.0,3.0,13.0,3.0,,,,,92,,23.96449704142012,0.13043478260869565,0.08333333333333333,0.1171875,0.16216216216216217,0.07692307692307693,,0.05970149253731343,0.06818181818181818,0.304635761589404,5.0,11.0,1.0,1.0,2.0,5.0,10.0,20.0,7.0,11.0,2.0,6.0,20.0,1.0,2.0,7.0,22.0,42.0,6.0,22.0,12.0,74.0,3.0,5.0,1.0,2.0,1.0,10.0,9.0,15.0,8.0,8.0,38.0,8.0,36.0,9.0,,20.0,6.0,3.0,14.0,1.0,6.0,2.0,6.0,,,,,,1.0,9.0,2.0,7.0,2.0,,3.0,,,1.0,1.0,2.0,,,38.0,0.18181818181818182,0.18181818181818182,0.5,0.2727272727272727,0.5,0.2727272727272727,0.5238095238095238,0.6,0.6,0.484375,0.6428571428571429,0.6521739130434783,0.5289855072463768,0.7142857142857143,0.7115384615384616,0.34375,0.07142857142857142,0.09090909090909091,,0.75,,,,,,,,,0.10714285714285714,0.1111111111111111,0.1,,0.171875,0.45454545454545453,0.5,0.2,0.3125,0.5,0.5555555555555556,,0.171875,0.6363636363636364,0.6363636363636364,0.42857142857142855,0.03125,0.3125,0.3,0.3,0.5,0.14285714285714285,1.0,0.2857142857142857,0.5,1.0,0.21739130434782608,0.4,0.30434782608695654,0.515625,0.3,0.46345238095238106,0.42088000000000003,0.46865681818181826,0.13513513513513514,0.5135135135135135,8.792857142857141,25.768181818181816,,,,,1.0,4.0,4.0,9.0,,,,,0.5,0.1,,,,,,,,,,0.043478260869565216,,0.5714285714285714,1.0,0.043478260869565216,,,,,True,,,,,,,
2059,1610612742,Eduardo Najera,Eduardo Najera,2059,DAL,16993.0,283.0,77.0,552,544,158,208.0,78.0,1096,549.0,5.0,9.0,5.0,23.0,4.0,34.0,39.0,74.0,17.0,15.0,2.0,,10.0,2.0,21.0,33.0,15.0,8.0,1.0,8.0,6.0,158,2.0,12.65432098765432,0.17,0.07017543859649122,0.14785992217898833,0.07142857142857142,0.07894736842105263,0.75,0.21739130434782608,0.22058823529411764,0.286231884057971,21.0,37.0,5.0,13.0,7.0,12.0,4.0,12.0,2.0,7.0,,,1.0,,,1.0,27.0,56.0,,1.0,23.0,77.0,6.0,16.0,,,10.0,22.0,8.0,16.0,1.0,8.0,24.0,34.0,20.0,,8.0,1.0,,3.0,4.0,,1.0,,3.0,7.0,28.0,1.0,35.0,2.0,2.0,8.0,1.0,6.0,2.0,,10.0,5.0,1.0,3.0,,3.0,5.0,1.0,24.0,0.6296296296296297,0.7391304347826086,,,,,0.48214285714285715,0.375,0.5,0.47368421052631576,0.375,0.47058823529411764,0.5347222222222222,0.4782608695652174,0.5454545454545454,0.017543859649122806,0.05357142857142857,0.08108108108108109,,0.8,0.0625,0.15384615384615385,0.07608695652173914,0.12773722627737227,0.203125,0.13333333333333333,0.1206896551724138,0.05063291139240506,0.2535211267605634,0.1864406779661017,0.05263157894736842,0.07407407407407407,0.6491228070175439,0.5675675675675675,0.6176470588235294,0.6190476190476191,0.21052631578947367,0.3333333333333333,0.3333333333333333,0.5,0.12280701754385964,0.2857142857142857,0.2857142857142857,1.0,,0.017543859649122806,,,,0.8125,0.38461538461538464,,,,0.7058823529411765,0.5833333333333334,0.058823529411764705,0.6666666666666666,,0.5311307017543859,0.5797538461538463,0.5408676470588235,0.2857142857142857,0.3116883116883117,4.166071428571429,24.5,,,,,,,,,,2.0,2.0,,,,,0.23076923076923078,,,,0.2,,,,,,,,,,,,,True,,,,,,,
271,1610612742,Johnny Newman,Johnny Newman,271,DAL,6166.0,103.0,-4.0,209,209,90,75.0,24.0,418,206.0,,2.0,,4.0,2.0,2.0,4.0,5.0,7.0,6.0,2.0,,5.0,3.0,8.0,10.0,3.0,,,,,90,2.0,16.666666666666668,0.031746031746031744,0.07692307692307693,0.0449438202247191,,,,0.09375,0.13636363636363635,0.430622009569378,6.0,9.0,,1.0,5.0,6.0,2.0,4.0,3.0,6.0,1.0,2.0,9.0,1.0,2.0,1.0,11.0,19.0,3.0,10.0,8.0,39.0,,1.0,1.0,2.0,,3.0,6.0,8.0,2.0,5.0,20.0,12.0,10.0,9.0,,9.0,2.0,2.0,2.0,,1.0,1.0,,,1.0,,1.0,,1.0,3.0,,1.0,2.0,1.0,2.0,,,,,2.0,,,20.0,0.5454545454545454,0.5454545454545454,1.0,0.3,0.5,0.3,0.5789473684210527,,0.75,0.5344827586206896,0.5,0.75,0.5735294117647058,0.5,0.7692307692307693,0.3448275862068966,0.10526315789473684,0.1111111111111111,,0.6,,0.013157894736842105,,0.009174311926605505,,,0.03571428571428571,,0.043478260869565216,0.05555555555555555,0.2222222222222222,,0.3103448275862069,0.6666666666666666,0.75,0.6666666666666666,0.13793103448275862,0.5,0.6666666666666666,0.5,0.20689655172413793,0.5,0.5,0.3333333333333333,0.034482758620689655,0.3103448275862069,0.2222222222222222,0.2222222222222222,1.0,0.3333333333333333,,0.6666666666666666,0.5,1.0,0.6,0.8333333333333334,0.1,0.6551724137931034,0.2222222222222222,0.5461379310344827,0.5735,0.611415,0.07692307692307693,0.5128205128205128,8.336842105263159,24.5,1.0,,,1.0,1.0,,1.0,,,,,,0.5,0.25,,,1.0,1.0,1.0,,,,,0.1,1.0,,,,,,,,True,,,,,,,
330,1610612742,Danny Manning,Danny Manning,330,DAL,2504.0,42.0,-1.0,86,85,32,26.0,8.0,171,77.0,1.0,3.0,1.0,7.0,1.0,7.0,9.0,10.0,2.0,2.0,1.0,,2.0,1.0,5.0,1.0,1.0,1.0,,1.0,1.0,32,,10.526315789473685,0.18421052631578946,0.1111111111111111,0.1702127659574468,0.4166666666666667,0.1111111111111111,1.0,0.125,0.14285714285714285,0.37209302325581395,1.0,1.0,,,1.0,1.0,,2.0,3.0,4.0,1.0,,,,,,4.0,7.0,,1.0,1.0,9.0,,1.0,,,,,1.0,1.0,1.0,1.0,3.0,6.0,2.0,,,,,,2.0,,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,1.0,,1.0,4.0,,,1.0,,,1.0,,3.0,0.75,0.75,,,,,0.5714285714285714,,1.0,0.5,,0.5,0.5625,,0.75,0.125,,,,0.5,0.5,0.03571428571428571,,0.022727272727272728,,,0.1,,0.07142857142857142,0.08333333333333333,,,0.125,1.0,1.0,1.0,0.25,,,,0.5,0.75,0.75,0.6666666666666666,0.125,,,,,,,,,,0.5,1.0,,0.25,,0.41379374999999996,0.4073,0.472525,,0.3333333333333333,12.757142857142856,24.0,,,,,1.0,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,True,,,,,,,
1559,1610612742,Adrian Griffin,Adrian Griffin,1559,DAL,10214.0,170.0,42.0,335,327,98,127.0,38.0,662,340.0,6.0,10.0,6.0,26.0,5.0,8.0,13.0,24.0,4.0,1.0,1.0,,3.0,1.0,19.0,7.0,4.0,1.0,,1.0,1.0,98,3.0,13.648293963254593,0.07207207207207207,0.13513513513513514,0.08783783783783784,0.0967741935483871,0.07142857142857142,1.0,0.08333333333333333,0.1,0.29253731343283584,20.0,22.0,5.0,5.0,5.0,6.0,3.0,9.0,5.0,8.0,4.0,,4.0,,,2.0,28.0,39.0,1.0,8.0,4.0,63.0,6.0,6.0,,,1.0,13.0,7.0,11.0,4.0,2.0,19.0,24.0,32.0,3.0,8.0,3.0,,2.0,4.0,,3.0,,1.0,4.0,7.0,,11.0,2.0,3.0,2.0,1.0,,2.0,,6.0,2.0,,3.0,,1.0,1.0,,19.0,0.42857142857142855,0.5,1.0,0.125,,0.14285714285714285,0.717948717948718,1.0,0.6363636363636364,0.6276595744680851,1.0,0.5666666666666667,0.6428571428571429,1.0833333333333333,0.5588235294117647,0.1702127659574468,0.05128205128205128,0.045454545454545456,,0.6666666666666666,,0.06862745098039216,0.0784313725490196,0.0718954248366013,0.09523809523809523,0.09302325581395349,0.02631578947368421,0.07317073170731707,0.044444444444444446,0.08571428571428572,0.3333333333333333,0.14285714285714285,0.46808510638297873,0.9090909090909091,0.9523809523809523,0.4,0.19148936170212766,0.3333333333333333,0.375,,0.1702127659574468,0.625,0.625,0.8,0.0851063829787234,0.0851063829787234,,,,0.8333333333333334,1.0,,,,0.4,0.8333333333333334,0.13333333333333333,0.6382978723404256,,0.5288977777777779,0.5124666666666667,0.5257071428571429,0.20634920634920634,0.30158730158730157,5.800000000000001,30.9125,1.0,,,1.0,2.0,,1.0,,,,,,0.25,0.1111111111111111,,0.1,0.25,0.25,1.0,,,,,0.13333333333333333,0.5,,,,1.0,,,,True,,,,,,,
1711,1610612742,Raef LaFrentz,Raef LaFrentz,1711,DAL,2662.0,44.0,1.0,91,93,11,33.0,8.0,184,93.0,,1.0,,2.0,1.0,9.0,10.0,12.0,1.0,1.0,1.0,,1.0,,3.0,4.0,2.0,6.0,2.0,6.0,5.0,11,,16.0,0.28125,0.125,0.25,,0.16666666666666666,0.8333333333333334,0.13333333333333333,0.2,0.12087912087912088,1.0,5.0,,1.0,,,,2.0,1.0,1.0,3.0,,2.0,,,,2.0,8.0,1.0,5.0,2.0,9.0,,1.0,,,1.0,1.0,,1.0,,,,4.0,,3.0,,2.0,,2.0,1.0,,,,1.0,,2.0,,2.0,,,,,,,,3.0,,,,,,4.0,,,1.0,1.0,1.0,0.2,,0.2,0.25,,,0.2692307692307692,,,0.3,0.25,,0.38461538461538464,0.25,0.4,,,,0.07142857142857142,,0.047619047619047616,0.09090909090909091,,0.09090909090909091,,0.3333333333333333,0.42857142857142855,,,0.38461538461538464,0.2,0.3333333333333333,1.0,0.15384615384615385,,,,0.07692307692307693,1.0,1.0,1.0,0.23076923076923078,0.15384615384615385,,,,1.0,,,,,,,,0.7692307692307693,,0.5374269230769231,0.3655,0.3949,0.1111111111111111,,5.25,23.96,1.0,,,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,1.0,,,True,,,,,,,
