EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,SecondChanceAtRimPctAssisted,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,Fg3aBlocked,FTOffRebounds,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,HeaveAttempts,Blocked3s,BlockedArc3,BlockedLongMidRange,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,Technical Free Throw Trips,BlockedCorner3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,Corner3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
1542,1610612760,Predrag Drobnjak,Predrag Drobnjak,1542,SEA,21823.0,364.0,7,666.0,661,149.0,165,66.0,1327,25.0,37.0,6.0,8.0,4.0,10.0,6.0,24.0,38.0,87.0,1.0,1.0,69.0,148.0,1.0,14.0,152.0,686,8.0,13.0,1.0,17.0,13.0,34.0,1.0,5.0,31.0,116.0,22.0,14.0,1.0,8.0,16.0,5.0,21.0,4.0,1.0,6.0,1.0,9.0,47.0,3.0,17.0,12.0,28.0,8.0,48.0,20.0,68.0,1.0,10.0,9.0,1.0,8.0,2.0,4.0,8.0,1.0,4.0,2.0,16.0,1.0,5.0,12.0,29.0,3.0,3.0,19.0,5.0,11.0,1.0,9.0,4.0,5.0,9.0,5.0,2.0,31.0,149.0,3.0,0.8405797101449275,0.9354838709677419,0.46621621621621623,0.6153846153846154,0.38235294117647056,0.46308724832214765,0.6153846153846154,0.37142857142857144,0.48717948717948717,0.6071428571428571,0.4189189189189189,0.006711409395973154,0.05405405405405406,0.10810810810810811,0.16666666666666666,23.118279569892472,0.5,0.4444444444444444,0.12903225806451613,0.068,0.14634146341463414,0.06,0.13377926421404682,0.06666666666666667,0.16129032258064516,0.014705882352941176,0.05,0.0625,0.05555555555555555,0.1509433962264151,0.11842105263157894,0.125,0.16666666666666666,0.0625,0.014285714285714285,0.5555555555555556,0.2483221476510067,0.6756756756756757,0.7575757575757576,0.72,0.1610738255033557,0.25,0.3,0.6666666666666666,0.5838926174496645,0.4367816091954023,0.4367816091954023,0.9473684210526315,0.006711409395973154,0.6153846153846154,0.75,0.2857142857142857,0.4,0.02857142857142857,0.2550335570469799,0.42719597315436236,0.47351818181818184,0.41479714285714286,0.07096774193548387,0.07142857142857142,0.1118421052631579,0.20394736842105263,12.24459459459459,24.1,0.22372372372372373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1609,1610612760,Art Long,Art Long,1609,SEA,16677.0,278.0,20,513.0,515,135.0,154,69.0,1028,26.0,40.0,8.0,16.0,8.0,10.0,9.0,21.0,4.0,8.0,,,39.0,69.0,,11.0,89.0,528,8.0,17.0,2.0,18.0,11.0,17.0,,5.0,27.0,50.0,28.0,14.0,,4.0,10.0,,10.0,,,8.0,1.0,1.0,20.0,8.0,20.0,13.0,33.0,2.0,48.0,28.0,76.0,2.0,10.0,6.0,4.0,7.0,1.0,3.0,14.0,1.0,4.0,3.0,21.0,6.0,4.0,21.0,51.0,10.0,6.0,23.0,1.0,6.0,6.0,7.0,5.0,2.0,7.0,3.0,,27.0,135.0,2.0,0.6410256410256411,0.78125,0.5652173913043478,0.47058823529411764,0.6470588235294118,0.5652173913043478,0.47058823529411764,0.6470588235294118,0.55625,0.5,0.5869565217391305,,0.057971014492753624,0.05,0.09523809523809523,16.946308724832214,0.3333333333333333,0.18181818181818182,0.19642857142857142,0.11235955056179775,0.23636363636363636,0.15384615384615385,0.2062780269058296,0.12173913043478261,0.15217391304347827,0.0967741935483871,0.1,0.13793103448275862,0.17391304347826086,0.16666666666666666,0.22413793103448276,0.1891891891891892,0.25,0.18181818181818182,0.07692307692307693,0.42857142857142855,0.5797101449275363,0.65,0.6842105263157895,0.5384615384615384,0.30434782608695654,0.42857142857142855,0.47368421052631576,0.7777777777777778,0.11594202898550725,0.5,0.5,1.0,,0.9411764705882353,0.5,0.5882352941176471,0.8,,0.5797101449275363,0.4875391304347826,0.5379142857142857,0.4788823529411765,0.08108108108108109,0.08108108108108109,0.20224719101123595,0.30337078651685395,4.834782608695653,,0.2631578947368421,4.0,1.0,2.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1740,1610612760,Rashard Lewis,Rashard Lewis,1740,SEA,25303.0,422.0,47,776.0,780,241.0,227,98.0,1556,26.0,33.0,8.0,9.0,5.0,8.0,18.0,50.0,13.0,30.0,33.0,11.0,57.0,113.0,52.0,26.0,185.0,769,11.0,15.0,2.0,24.0,12.0,27.0,16.0,11.0,50.0,74.0,40.0,14.0,33.0,10.0,13.0,2.0,15.0,1.0,1.0,5.0,1.0,7.0,32.0,4.0,16.0,16.0,37.0,7.0,60.0,22.0,82.0,3.0,13.0,11.0,2.0,8.0,1.0,5.0,8.0,,3.0,2.0,16.0,2.0,3.0,10.0,23.0,2.0,3.0,34.0,6.0,15.0,5.0,8.0,4.0,4.0,8.0,4.0,,50.0,241.0,3.0,0.6491228070175439,0.74,0.504424778761062,0.7333333333333333,0.4444444444444444,0.4818181818181818,0.5789473684210527,0.45348837209302323,0.5167597765363129,0.6,0.5,0.3151515151515151,0.08849557522123894,0.15151515151515152,0.1,22.083805209513024,0.5,0.25,0.13405797101449277,0.05776173285198556,0.18181818181818182,0.05333333333333334,0.14560439560439561,0.056818181818181816,0.08955223880597014,0.045454545454545456,0.05,0.07692307692307693,,0.08620689655172414,0.1368421052631579,0.15447154471544716,0.16176470588235295,0.25,0.0375,0.5,0.2,0.7878787878787878,0.9285714285714286,0.5,0.30303030303030304,0.36,0.4,0.6666666666666666,0.18181818181818182,0.43333333333333335,0.43333333333333335,0.9230769230769231,0.2,0.47368421052631576,0.8888888888888888,0.18604651162790697,0.625,0.2558139534883721,0.5151515151515151,0.47100182926829265,0.48131999999999997,0.4679619047619048,0.08620689655172414,0.12295081967213115,0.12972972972972974,0.2702702702702703,8.569026548672566,24.975,0.31056701030927836,,1.0,,0.125,6.0,19.0,2.0,1.0,5.0,9.0,2.0,4.0,15.0,4.0,5.0,45.0,9.0,1.0,2.0,1.0,0.28846153846153844,0.3125,0.28846153846153844,0.019230769230769232,0.030303030303030304,0.08695652173913043,0.11515151515151516,0.3157894736842105,0.3157894736842105,1.0,0.2727272727272727,0.28125,1.0,0.10526315789473684,0.10526315789473684,0.11627906976744186,0.2,0.36363636363636365,0.2727272727272727,,,,,,,,,,,,,,,,,True,,,
2248,1610612760,Earl Watson,Earl Watson,2248,SEA,57919.0,965.0,36,1772.0,1787,466.0,523,207.0,3559,48.0,79.0,6.0,12.0,12.0,18.0,17.0,52.0,15.0,37.0,30.0,8.0,80.0,168.0,44.0,23.0,231.0,1808,9.0,17.0,3.0,30.0,17.0,36.0,12.0,15.0,64.0,90.0,70.0,10.0,29.0,19.0,103.0,22.0,125.0,14.0,8.0,45.0,14.0,44.0,272.0,5.0,25.0,13.0,36.0,3.0,52.0,31.0,83.0,3.0,60.0,25.0,35.0,32.0,10.0,24.0,19.0,2.0,8.0,2.0,51.0,2.0,14.0,35.0,93.0,4.0,3.0,36.0,6.0,13.0,8.0,3.0,,1.0,5.0,2.0,,64.0,466.0,10.0,0.5625,0.6,0.47619047619047616,0.5294117647058824,0.4722222222222222,0.49056603773584906,0.5869565217391305,0.5104166666666666,0.5088105726872246,0.6,0.5714285714285714,0.20754716981132076,0.1130952380952381,0.10126582278481013,0.19230769230769232,13.77601585728444,0.6274509803921569,0.05357142857142857,0.05930807248764415,0.038880248833592534,0.059907834101382486,0.03164556962025317,0.05946601941747573,0.03745318352059925,0.04938271604938271,0.041474654377880185,0.030303030303030304,0.046296296296296294,,0.0425531914893617,0.06435643564356436,0.06439393939393939,0.06060606060606061,0.057692307692307696,0.03225806451612903,0.4,0.37264150943396224,0.6075949367088608,0.676056338028169,0.6041666666666666,0.24528301886792453,0.3269230769230769,0.40476190476190477,0.35294117647058826,0.17452830188679244,0.40540540540540543,0.4166666666666667,0.6666666666666666,0.14150943396226415,0.5217391304347826,0.5,0.375,0.6666666666666666,0.16666666666666666,0.5801886792452831,0.49727701421800946,0.4909595238095238,0.48402659574468077,0.0593607305936073,0.07428571428571429,0.12987012987012986,0.27705627705627706,6.813095238095237,25.25454545454545,0.26297968397291194,,,,0.16666666666666666,2.0,14.0,2.0,2.0,4.0,14.0,4.0,3.0,16.0,6.0,5.0,42.0,14.0,1.0,1.0,0.875,0.36363636363636365,0.4166666666666667,0.37209302325581395,0.022727272727272728,0.03333333333333333,0.02040816326530612,0.0660377358490566,0.14285714285714285,0.14285714285714285,1.0,0.4666666666666667,0.4827586206896552,0.8571428571428571,0.08695652173913043,0.17391304347826086,0.08333333333333333,0.5,0.375,0.4827586206896552,3.0,3.0,6.0,1.0,2.0,2.0,2.0,0.5,0.02702702702702703,0.75,0.6666666666666666,,,,,,True,,,
56,1610612760,Gary Payton,Gary Payton,56,SEA,32566.0,543.0,-3,986.0,1005,295.0,338,120.0,1991,47.0,76.0,4.0,7.0,12.0,24.0,24.0,63.0,32.0,81.0,27.0,8.0,103.0,220.0,33.0,40.0,276.0,1001,13.0,22.0,5.0,37.0,21.0,53.0,12.0,24.0,81.0,58.0,148.0,,26.0,10.0,97.0,28.0,125.0,22.0,6.0,40.0,13.0,44.0,278.0,3.0,14.0,23.0,44.0,,67.0,17.0,84.0,1.0,22.0,13.0,9.0,21.0,5.0,9.0,13.0,1.0,12.0,3.0,34.0,3.0,12.0,12.0,25.0,3.0,3.0,50.0,2.0,13.0,7.0,5.0,3.0,2.0,6.0,2.0,,81.0,295.0,2.0,0.2815533980582524,0.2815533980582524,0.4681818181818182,0.5909090909090909,0.39622641509433965,0.466403162055336,0.5925925925925926,0.43846153846153846,0.4907749077490775,0.6206896551724138,0.4936708860759494,0.13043478260869565,0.045454545454545456,0.05263157894736842,0.09523809523809523,27.039007092198585,0.6176470588235294,,0.12979351032448377,0.036939313984168866,0.17293233082706766,0.03488372093023256,0.1419491525423729,0.03655913978494624,0.04395604395604396,0.0390625,0.03125,0.03278688524590164,0.04,0.15853658536585366,0.1016949152542373,0.1366906474820144,0.14563106796116504,0.26666666666666666,0.008064516129032258,0.3333333333333333,0.30039525691699603,0.618421052631579,0.6527777777777778,0.2978723404255319,0.2490118577075099,0.38095238095238093,0.42105263157894735,0.08333333333333333,0.3201581027667984,0.3950617283950617,0.3950617283950617,0.40625,0.1067193675889328,0.25925925925925924,0.5714285714285714,0.36923076923076925,0.5,0.12307692307692308,0.4308300395256917,0.4614505952380951,0.44684166666666664,0.4697069230769231,0.04924242424242424,0.05627705627705628,0.13405797101449277,0.29347826086956524,9.184090909090907,25.542424242424246,0.29918864097363085,,,,0.25,2.0,6.0,1.0,2.0,4.0,8.0,4.0,3.0,10.0,5.0,5.0,18.0,8.0,,,0.6,0.30303030303030304,0.4166666666666667,0.3125,,,,0.023715415019762844,0.3333333333333333,0.3333333333333333,1.0,0.2962962962962963,0.2962962962962963,0.5,0.037037037037037035,0.14814814814814814,0.06153846153846154,0.5,0.375,0.3076923076923077,1.0,2.0,12.0,1.0,1.0,,,0.4,,0.25,,1.0,12.0,1.0,1.0,1.0,True,,,
1742,1610612760,Shammond Williams,Shammond Williams,1742,SEA,6497.0,108.0,10,217.0,212,77.0,85,25.0,429,6.0,8.0,,,4.0,5.0,5.0,7.0,6.0,17.0,7.0,1.0,17.0,32.0,10.0,7.0,56.0,217,,1.0,,,7.0,13.0,1.0,7.0,21.0,8.0,26.0,,7.0,,15.0,3.0,18.0,2.0,1.0,6.0,3.0,6.0,39.0,,2.0,1.0,5.0,,6.0,2.0,8.0,,10.0,9.0,1.0,4.0,,4.0,2.0,,,2.0,6.0,2.0,2.0,1.0,1.0,,,9.0,1.0,3.0,2.0,,,,,,,21.0,77.0,,0.23529411764705882,0.23529411764705882,0.53125,,0.5384615384615384,0.5833333333333334,,0.5,0.6086956521739131,,0.5833333333333334,0.23809523809523808,,,,21.224489795918366,0.6666666666666666,,0.0847457627118644,0.029850746268656716,0.03571428571428571,,0.06896551724137931,0.021739130434782608,0.058823529411764705,0.047619047619047616,,,,0.16666666666666666,0.08333333333333333,0.043478260869565216,0.047619047619047616,,,,0.19047619047619047,0.75,0.75,0.3333333333333333,0.16666666666666666,0.7142857142857143,0.7142857142857143,0.2,0.40476190476190477,0.35294117647058826,0.35294117647058826,0.16666666666666666,0.16666666666666666,,,0.35714285714285715,0.8,0.07142857142857142,0.42857142857142855,0.47844404761904746,0.4574,0.49112142857142865,0.06818181818181818,0.08823529411764706,,0.375,12.490624999999998,24.830000000000005,0.3548387096774194,,,,,,3.0,,,,5.0,,,5.0,,,9.0,5.0,,,0.6,0.5,,0.5,,,,0.07142857142857142,,,,0.7142857142857143,0.7142857142857143,0.6,,,,,,0.7142857142857143,,,6.0,,,,,,,,,,,,,,True,,,
2071,1610612760,Olumide Oyedeji,Olumide Oyedeji,2071,SEA,5901.0,98.0,8,193.0,196,84.0,107,21.0,389,10.0,15.0,5.0,5.0,4.0,8.0,4.0,7.0,,,,,14.0,22.0,,6.0,34.0,194,5.0,6.0,2.0,12.0,6.0,11.0,,3.0,15.0,18.0,10.0,6.0,,3.0,3.0,,3.0,,,1.0,2.0,,6.0,,8.0,8.0,20.0,6.0,34.0,8.0,42.0,,2.0,1.0,1.0,3.0,1.0,,2.0,,3.0,,5.0,1.0,1.0,14.0,22.0,5.0,,10.0,,5.0,,,,,,,,15.0,84.0,5.0,0.6428571428571429,0.8181818181818182,0.6363636363636364,0.8333333333333334,0.5454545454545454,0.6363636363636364,0.8333333333333334,0.5454545454545454,0.6296296296296297,0.8571428571428571,0.5769230769230769,,0.13636363636363635,0.13333333333333333,0.14285714285714285,14.611872146118722,0.6,0.5454545454545454,0.3076923076923077,0.12307692307692308,0.2857142857142857,,0.3010752688172043,0.0975609756097561,0.14285714285714285,0.15789473684210525,0.09375,,,0.38461538461538464,0.32,0.25925925925925924,0.2727272727272727,0.3333333333333333,,,0.6818181818181818,0.6666666666666666,0.7692307692307693,0.5,0.3181818181818182,0.5714285714285714,0.6666666666666666,1.0,,,,,,0.8333333333333334,1.0,0.7272727272727273,0.5,,0.6818181818181818,0.5508227272727273,0.59245,0.5770909090909092,0.18518518518518517,0.18518518518518517,0.35294117647058826,0.4411764705882353,2.145454545454545,,0.43523316062176165,2.0,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
699,1610612760,Brent Barry,Brent Barry,699,SEA,24943.0,416.0,10,755.0,761,122.0,155,89.0,1516,19.0,28.0,1.0,4.0,3.0,7.0,8.0,18.0,9.0,15.0,41.0,8.0,36.0,61.0,49.0,26.0,164.0,795,2.0,8.0,5.0,12.0,3.0,9.0,8.0,6.0,21.0,50.0,22.0,2.0,41.0,6.0,59.0,9.0,68.0,5.0,4.0,29.0,13.0,17.0,145.0,3.0,8.0,9.0,30.0,2.0,41.0,11.0,52.0,3.0,19.0,13.0,6.0,9.0,6.0,8.0,11.0,1.0,1.0,,20.0,3.0,3.0,14.0,24.0,1.0,3.0,32.0,1.0,12.0,3.0,4.0,,2.0,4.0,2.0,,21.0,122.0,1.0,0.6944444444444444,0.7142857142857143,0.5901639344262295,0.25,0.3333333333333333,0.6272727272727273,0.3181818181818182,0.4411764705882353,0.6491935483870968,0.42857142857142855,0.5,0.44545454545454544,0.09836065573770492,0.10714285714285714,0.16666666666666666,16.802800466744458,0.45,0.08,0.11363636363636363,0.03125,0.11688311688311688,0.0375,0.11436950146627566,0.03273809523809524,0.027777777777777776,0.021505376344086023,0.04395604395604396,0.05263157894736842,,0.10204081632653061,0.10714285714285714,0.12213740458015267,0.125,0.09523809523809523,0.06666666666666667,0.5,0.2545454545454545,0.6785714285714286,0.76,0.631578947368421,0.16363636363636364,0.4444444444444444,0.5333333333333333,0.5,0.13636363636363635,0.6,0.6,1.0,0.37272727272727274,0.36363636363636365,0.25,0.4117647058823529,0.42857142857142855,0.47058823529411764,0.7,0.5276636363636363,0.46186111111111106,0.5291205882352941,0.09917355371900827,0.16666666666666666,0.07317073170731707,0.12804878048780488,7.859016393442623,24.9,0.16158940397350993,,,,,4.0,8.0,,,,18.0,3.0,3.0,22.0,3.0,3.0,66.0,18.0,,,1.0,0.4489795918367347,0.375,0.4489795918367347,,,,0.07272727272727272,0.5,0.5,1.0,0.43902439024390244,0.43902439024390244,1.0,,0.2727272727272727,,,0.375,0.43902439024390244,1.0,1.0,,,,,2.0,0.3333333333333333,,0.3333333333333333,1.0,,3.0,,,,True,,,
2046,1610612760,Desmond Mason,Desmond Mason,2046,SEA,39190.0,653.0,88,1203.0,1206,313.0,333,127.0,2409,29.0,44.0,4.0,7.0,8.0,10.0,15.0,36.0,57.0,124.0,6.0,1.0,101.0,204.0,14.0,60.0,271.0,1177,10.0,20.0,1.0,24.0,20.0,42.0,1.0,24.0,64.0,134.0,68.0,8.0,5.0,10.0,19.0,11.0,30.0,9.0,2.0,12.0,3.0,4.0,71.0,4.0,13.0,15.0,49.0,9.0,73.0,17.0,90.0,2.0,21.0,16.0,5.0,18.0,2.0,7.0,21.0,3.0,11.0,6.0,39.0,,9.0,11.0,38.0,2.0,7.0,72.0,3.0,32.0,5.0,6.0,3.0,2.0,6.0,3.0,,64.0,313.0,3.0,0.6633663366336634,0.6907216494845361,0.4950980392156863,0.5,0.47619047619047616,0.48394495412844035,0.5476190476190477,0.46511627906976744,0.5357142857142857,0.5454545454545454,0.5714285714285714,0.06422018348623854,0.049019607843137254,0.09090909090909091,0.16666666666666666,21.41280353200883,0.46153846153846156,0.24324324324324326,0.11666666666666667,0.03009259259259259,0.09933774834437085,0.04081632653061224,0.11208406304728546,0.03207547169811321,0.017241379310344827,0.03007518796992481,0.03825136612021858,0.030303030303030304,0.0625,0.08163265306122448,0.06818181818181818,0.16842105263157894,0.1206896551724138,0.02857142857142857,0.019417475728155338,0.5,0.2018348623853211,0.6590909090909091,0.725,0.5862068965517241,0.1651376146788991,0.4166666666666667,0.5,0.6,0.5688073394495413,0.4596774193548387,0.4596774193548387,0.7192982456140351,0.027522935779816515,0.3333333333333333,0.5714285714285714,0.23255813953488372,0.8,0.023255813953488372,0.26605504587155965,0.4351338709677419,0.451121052631579,0.43282142857142847,0.12955465587044535,0.13733905579399142,0.08856088560885608,0.23616236162361623,13.109803921568627,27.37142857142857,0.2601828761429759,,,,,2.0,8.0,,,,1.0,1.0,,3.0,1.0,,9.0,1.0,,,1.0,0.21428571428571427,,0.23076923076923078,,,,0.03669724770642202,0.25,0.25,1.0,0.16666666666666666,0.16666666666666666,1.0,,0.047619047619047616,,,,0.2,1.0,1.0,,1.0,,,1.0,1.0,,1.0,1.0,,1.0,,,,True,,,
2209,1610612760,Vladimir Radmanovic,Vladimir Radmanovic,2209,SEA,29131.0,486.0,4,886.0,907,226.0,248,104.0,1793,18.0,32.0,4.0,9.0,6.0,8.0,4.0,16.0,11.0,25.0,48.0,9.0,33.0,73.0,68.0,27.0,186.0,912,5.0,13.0,8.0,24.0,14.0,22.0,14.0,5.0,51.0,32.0,34.0,2.0,48.0,12.0,24.0,8.0,32.0,6.0,2.0,5.0,7.0,12.0,72.0,2.0,13.0,13.0,42.0,7.0,62.0,17.0,79.0,1.0,22.0,12.0,10.0,20.0,1.0,13.0,8.0,,7.0,2.0,28.0,3.0,5.0,26.0,49.0,4.0,5.0,36.0,2.0,17.0,1.0,13.0,9.0,3.0,13.0,5.0,1.0,51.0,226.0,4.0,0.48484848484848486,0.5,0.4520547945205479,0.38461538461538464,0.6363636363636364,0.5638297872340425,0.42105263157894735,0.6388888888888888,0.5859872611464968,0.5,0.6578947368421053,0.48226950354609927,0.1643835616438356,0.25,0.1875,18.26258637709773,0.7142857142857143,0.22580645161290322,0.13636363636363635,0.040625,0.11504424778761062,0.023529411764705882,0.13064133016627077,0.037037037037037035,0.04597701149425287,0.030927835051546393,0.04411764705882353,0.03571428571428571,,0.1411764705882353,0.13402061855670103,0.1349206349206349,0.1375,0.06060606060606061,0.015625,0.38461538461538464,0.22695035460992907,0.5625,0.75,0.5,0.11347517730496454,0.25,0.3076923076923077,,0.1773049645390071,0.44,0.4583333333333333,0.6363636363636364,0.3404255319148936,0.47368421052631576,0.4444444444444444,0.2222222222222222,0.75,0.25,0.7092198581560284,0.5002464539007092,0.49111875000000005,0.4741361111111111,0.10897435897435898,0.19318181818181818,0.12903225806451613,0.27419354838709675,8.550684931506849,24.97205882352941,0.255079006772009,,,,0.5,11.0,20.0,1.0,3.0,5.0,20.0,5.0,3.0,31.0,6.0,6.0,90.0,20.0,,2.0,0.967741935483871,0.45588235294117646,0.42857142857142855,0.45588235294117646,,,0.07407407407407407,0.14184397163120568,0.55,0.55,1.0,0.4166666666666667,0.4166666666666667,0.95,0.05263157894736842,0.2631578947368421,0.1388888888888889,0.6,0.3333333333333333,0.4166666666666667,1.0,2.0,3.0,,,,1.0,0.3333333333333333,0.04,0.2,1.0,1.0,2.0,,1.0,1.0,True,,,
