EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeAssists,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG3M,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Arc3Assists,BadPassTurnovers,Travels,Technical Free Throw Trips,3SecondViolations,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LongMidRangePctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,HeaveAttempts,Fg3aBlocked,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,NonShootingFoulsDrawn,BlockedShortMidRange,FG3APctBlocked,Arc3PctBlocked,DefensiveGoaltends,on,BlockedLongMidRange,Defensive 3 Seconds Violations,Blocked3s,BlockedCorner3,OffensiveGoaltends,Corner3PctBlocked,Clear Path Fouls,ThreePtShootingFoulsDrawn,BlockedArc3,ThreePtShootingFoulsDrawnPct,FoulsDrawn,Offensive Fouls Drawn
1425,1610612751,Aaron Williams,Aaron Williams,1425,NJN,7477.0,125,11,237,243,91,76,29,480,16.0,24,3.0,7.0,7.0,7.0,5.0,15.0,1.0,2.0,1.0,1.0,1.0,22,41,1.0,13.0,57,265,3.0,8.0,1.0,6.0,12.0,8.0,10.0,1.0,5.0,21.0,34,10.0,2.0,1.0,4.0,5.0,1.0,6.0,1.0,3.0,2.0,13.0,2.0,9.0,1.0,3.0,6,1.0,10,12.0,22,1.0,4.0,3.0,1.0,3.0,1.0,4.0,3.0,7.0,3.0,6.0,11.0,3.0,18,2.0,10,9.0,9.0,9.0,7.0,21.0,91,1.0,0.7727272727272727,0.8095238095238095,0.5365853658536586,0.375,0.8,0.5238095238095238,0.3333333333333333,0.7272727272727273,0.57,0.5454545454545454,0.75,0.023809523809523808,0.0975609756097561,0.08333333333333333,0.13333333333333333,20.802919708029197,0.42857142857142855,0.16666666666666666,0.1,0.07142857142857142,0.10975609756097561,0.16666666666666666,0.14285714285714285,0.08823529411764706,0.11458333333333333,0.16129032258064516,0.05,0.0967741935483871,0.1,0.25,0.02857142857142857,0.12,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.06666666666666667,0.7777777777777778,0.5714285714285714,0.6666666666666666,0.7272727272727273,0.8125,0.35714285714285715,0.3333333333333333,0.38461538461538464,0.6,0.047619047619047616,0.5,0.5,1.0,0.023809523809523808,0.7777777777777778,0.42857142857142855,0.3333333333333333,0.1111111111111111,0.6363636363636364,1.0,0.09090909090909091,0.5952380952380952,0.4920607142857143,0.5325624999999999,0.46375000000000005,0.2,0.20408163265306123,0.21052631578947367,0.3684210526315789,3.800000000000001,29.4,0.38396624472573837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1496,1610612751,Keith Van Horn,Keith Van Horn,1496,NJN,1255.0,21,-2,35,35,4,9,2,70,1.0,1,,,,,,,2.0,3.0,2.0,,,3,4,2.0,1.0,7,35,,,,,,,,,,,4,2.0,,2.0,,2.0,,2.0,,1.0,,4.0,,,,,3,,3,,3,,,,,,,,,,,,1.0,,1,1.0,1,2.0,2.0,2.0,1.0,,4,,0.6666666666666666,0.6666666666666666,0.75,,,0.5,,,0.5833333333333334,,,0.3333333333333333,,,,15.789473684210526,,,,0.14285714285714285,,,,0.10714285714285714,,,,,,,,0.2857142857142857,0.2,,,,0.5,0.16666666666666666,1.0,1.0,,,,,,0.5,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,,,,,,,,0.5,0.48724999999999996,,,0.16666666666666666,0.25,,,14.425,25.35,0.11428571428571428,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1533,1610612751,Anthony Johnson,Anthony Johnson,1533,NJN,10355.0,173,6,330,325,152,81,35,655,6.0,13,,1.0,3.0,9.0,5.0,7.0,9.0,23.0,6.0,2.0,3.0,20,43,10.0,11.0,63,322,3.0,5.0,3.0,,12.0,10.0,24.0,5.0,1.0,30.0,16,24.0,2.0,6.0,3.0,25.0,4.0,29.0,,8.0,14.0,62.0,,4.0,,4.0,6,,10,4.0,14,1.0,15.0,6.0,9.0,5.0,1.0,3.0,1.0,8.0,5.0,4.0,10.0,,16,,7,,,,,30.0,152,1.0,0.4,0.42105263157894735,0.46511627906976744,0.6,0.4166666666666667,0.49056603773584906,0.75,0.5,0.5166666666666667,0.6666666666666666,0.5,0.18867924528301888,0.06976744186046512,0.15384615384615385,,18.133333333333333,0.625,,,0.05555555555555555,0.032520325203252036,0.16666666666666666,,0.07575757575757576,0.027586206896551724,0.027777777777777776,0.038461538461538464,0.03278688524590164,,,0.06666666666666667,0.05263157894736842,0.05,0.07142857142857142,0.3,0.038461538461538464,,0.24528301886792453,0.46153846153846156,0.5454545454545454,0.16666666666666666,0.1320754716981132,0.7142857142857143,0.7142857142857143,0.2,0.4339622641509434,0.391304347826087,0.4090909090909091,0.6666666666666666,0.11320754716981132,0.125,,,0.25,0.3103448275862069,0.3333333333333333,0.10344827586206896,0.4339622641509434,0.46079622641509427,0.46592500000000003,0.46551551724137924,0.11666666666666667,0.14,0.19047619047619047,0.47619047619047616,11.100000000000001,24.279999999999998,0.46060606060606063,3.0,1.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,2.0,3.0,9.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,0.75,0.4,0.6666666666666666,0.6,0.4,0.043478260869565216,0.07547169811320754,0.25,0.25,1.0,0.5,0.5,0.6666666666666666,0.125,1.0,1.0,0.5,1.0,0.06896551724137931,0.5,0.6666666666666666,0.5,,,,,,,,,,,True,,,,,,,,,,,,
2243,1610612751,Brian Scalabrine,Brian Scalabrine,2243,NJN,17483.0,291,18,557,554,230,174,67,1111,11.0,24,1.0,3.0,5.0,9.0,2.0,8.0,7.0,25.0,8.0,,2.0,20,57,10.0,11.0,60,565,2.0,10.0,1.0,1.0,5.0,9.0,23.0,3.0,2.0,20.0,22,18.0,2.0,7.0,8.0,12.0,9.0,21.0,3.0,7.0,5.0,51.0,,12.0,,4.0,32,3.0,39,12.0,51,1.0,9.0,7.0,2.0,13.0,1.0,11.0,3.0,24.0,7.0,13.0,39.0,4.0,15,1.0,6,2.0,,2.0,2.0,20.0,230,8.0,0.55,0.5789473684210527,0.3508771929824561,0.2,0.391304347826087,0.3656716417910448,0.18181818181818182,0.34615384615384615,0.40540540540540543,0.20833333333333334,0.35714285714285715,0.14925373134328357,0.14035087719298245,0.16666666666666666,0.25,15.264797507788161,0.5416666666666666,0.21428571428571427,,0.1568627450980392,0.05660377358490566,0.09090909090909091,,0.14516129032258066,0.047244094488188976,0.07142857142857142,0.0425531914893617,0.05263157894736842,,,0.1267605633802817,0.18333333333333332,0.1643835616438356,0.0967741935483871,0.07692307692307693,0.029411764705882353,1.0,0.3582089552238806,0.4583333333333333,0.55,0.36363636363636365,0.11940298507462686,0.25,0.3333333333333333,,0.373134328358209,0.28,0.30434782608695654,1.0,0.11940298507462686,0.2727272727272727,0.3333333333333333,,,0.34615384615384615,0.5555555555555556,0.07692307692307693,0.5074626865671642,0.47663863636363635,0.4379318181818182,0.460398,0.08333333333333333,0.0967741935483871,0.08333333333333333,0.3333333333333333,9.45438596491228,27.72,0.4129263913824057,,,2.0,,1.0,,1.0,3.0,,,3.0,,,9.0,,3.0,6.0,10.0,3.0,,,1.0,0.3,,,0.3333333333333333,0.08,0.029850746268656716,,,,0.375,0.42857142857142855,1.0,0.09090909090909091,,,,,0.038461538461538464,,,0.42857142857142855,1.0,1.0,1.0,1.0,7.0,2.0,2.0,0.1,0.125,,True,,,,,,,,,,,,
446,1610612751,Lucious Harris,Lucious Harris,446,NJN,9477.0,158,45,294,295,70,79,40,589,13.0,23,1.0,3.0,2.0,5.0,3.0,6.0,7.0,24.0,15.0,3.0,5.0,23,53,19.0,16.0,95,275,1.0,5.0,3.0,2.0,13.0,4.0,12.0,6.0,2.0,19.0,30,16.0,2.0,14.0,4.0,10.0,3.0,13.0,1.0,6.0,2.0,29.0,,6.0,1.0,1.0,14,1.0,16,7.0,23,1.0,6.0,4.0,2.0,2.0,1.0,4.0,,6.0,,1.0,7.0,2.0,21,3.0,10,,,,,19.0,70,,0.6521739130434783,0.6818181818181818,0.4339622641509434,0.2,0.3333333333333333,0.5486111111111112,0.6875,0.4722222222222222,0.58125,0.65,0.5,0.2638888888888889,0.07547169811320754,0.17391304347826086,,24.85549132947977,0.3333333333333333,0.1111111111111111,0.07692307692307693,0.11764705882352941,0.05128205128205128,0.05,,0.1079136690647482,0.043478260869565216,0.046511627906976744,0.08,0.04081632653061224,,,0.17073170731707318,0.09090909090909091,0.08888888888888889,0.07692307692307693,,0.03225806451612903,,0.3194444444444444,0.5652173913043478,0.6842105263157895,0.6923076923076923,0.08333333333333333,0.5,0.5,,0.3333333333333333,0.2916666666666667,0.2916666666666667,0.8571428571428571,0.20833333333333334,0.375,0.3333333333333333,,0.375,0.2777777777777778,0.4,0.2777777777777778,0.5833333333333334,0.505969014084507,0.4869428571428571,0.5159588235294118,0.12658227848101267,0.16666666666666666,0.1368421052631579,0.2,9.8811320754717,26.226315789473688,0.23809523809523808,2.0,1.0,4.0,,,,1.0,10.0,3.0,3.0,11.0,3.0,3.0,30.0,3.0,10.0,2.0,2.0,1.0,2.0,,0.9090909090909091,0.5789473684210527,1.0,0.5,0.6111111111111112,,0.05555555555555555,0.25,0.25,1.0,0.6666666666666666,0.6666666666666666,0.9,,,,1.0,0.6666666666666666,0.05555555555555555,,0.6,0.7142857142857143,1.0,,,1.0,,1.0,,,,,True,,,,,,,,,,,,
954,1610612751,Kerry Kittles,Kerry Kittles,954,NJN,4907.0,82,-31,151,156,48,65,16,307,4.0,6,,,2.0,2.0,1.0,3.0,3.0,8.0,6.0,1.0,6.0,8,17,6.0,6.0,28,180,,,1.0,,3.0,2.0,3.0,6.0,2.0,12.0,6,10.0,,6.0,2.0,4.0,,4.0,,1.0,2.0,8.0,,1.0,,2.0,4,,6,1.0,7,,3.0,3.0,,3.0,1.0,1.0,2.0,4.0,,2.0,4.0,,6,,3,1.0,1.0,1.0,,12.0,48,2.0,0.375,0.375,0.47058823529411764,,0.6666666666666666,0.4782608695652174,1.5,0.5555555555555556,0.5384615384615384,1.5,0.6,0.2608695652173913,0.11764705882352941,0.16666666666666666,0.3333333333333333,17.24137931034483,0.75,,,0.05714285714285714,0.016129032258064516,0.2,,0.075,0.013333333333333334,0.041666666666666664,,,,,0.06060606060606061,,0.11764705882352941,0.2222222222222222,,,,0.2608695652173913,0.6666666666666666,0.8,0.75,0.13043478260869565,0.3333333333333333,0.5,,0.34782608695652173,0.375,0.375,,0.2608695652173913,,,,1.0,0.2222222222222222,1.0,0.6666666666666666,0.5217391304347826,0.47531304347826087,0.5112,0.5145444444444445,0.11538461538461539,0.15,0.10714285714285714,0.42857142857142855,10.758823529411766,24.36666666666667,0.31788079470198677,1.0,,,,,,,2.0,1.0,2.0,2.0,1.0,2.0,6.0,,2.0,,1.0,,,,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,,,,,,0.3333333333333333,0.3333333333333333,1.0,,,,1.0,1.0,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,True,,,,,,,,,,,,
467,1610612751,Jason Kidd,Jason Kidd,467,NJN,5365.0,89,43,179,173,63,69,26,352,8.0,11,1.0,1.0,2.0,3.0,1.0,2.0,6.0,15.0,7.0,1.0,4.0,15,28,9.0,7.0,49,184,3.0,4.0,1.0,,6.0,7.0,12.0,6.0,4.0,27.0,10,20.0,4.0,7.0,,24.0,5.0,29.0,1.0,20.0,3.0,63.0,1.0,4.0,1.0,4.0,12,2.0,18,6.0,24,1.0,9.0,5.0,4.0,1.0,3.0,4.0,,5.0,3.0,3.0,3.0,,12,1.0,4,,,,,27.0,63,,0.3333333333333333,0.38461538461538464,0.5357142857142857,0.75,0.5833333333333334,0.5675675675675675,0.6,0.6388888888888888,0.5833333333333334,0.6,0.6428571428571429,0.24324324324324326,,,,22.596153846153847,0.2,1.0,0.16666666666666666,0.1791044776119403,0.07142857142857142,0.2222222222222222,0.058823529411764705,0.18823529411764706,0.0684931506849315,0.09523809523809523,0.1111111111111111,0.038461538461538464,0.09090909090909091,,0.07692307692307693,0.21428571428571427,0.25925925925925924,0.26666666666666666,,0.058823529411764705,,0.2972972972972973,0.7272727272727273,0.7272727272727273,0.25,0.05405405405405406,0.5,0.5,,0.40540540540540543,0.4,0.4,0.5,0.1891891891891892,0.2,1.0,,0.2,0.16666666666666666,0.6666666666666666,0.2222222222222222,0.5405405405405406,0.50995,0.43505000000000005,0.4766235294117647,0.1,0.12903225806451613,0.12244897959183673,0.5510204081632653,10.192857142857145,26.244444444444447,0.35195530726256985,1.0,1.0,2.0,,,1.0,2.0,3.0,,2.0,4.0,,3.0,6.0,6.0,3.0,4.0,1.0,,2.0,,0.5,0.4444444444444444,,0.5,0.4444444444444444,,0.05405405405405406,0.5,0.5,1.0,0.42857142857142855,0.42857142857142855,0.3333333333333333,,,,,,0.1111111111111111,0.5,0.5,0.42857142857142855,,,,1.0,,2.0,,,,,True,,,,,,,,,,,,
2210,1610612751,Richard Jefferson,Richard Jefferson,2210,NJN,10567.0,176,35,338,340,114,82,42,678,18.0,30,1.0,5.0,6.0,10.0,3.0,8.0,11.0,24.0,5.0,2.0,3.0,32,62,11.0,32.0,108,352,3.0,9.0,2.0,3.0,9.0,11.0,23.0,3.0,9.0,31.0,42,22.0,,5.0,6.0,9.0,3.0,12.0,,4.0,5.0,27.0,,9.0,,3.0,12,4.0,19,9.0,28,1.0,7.0,3.0,4.0,2.0,1.0,6.0,1.0,8.0,1.0,7.0,13.0,3.0,46,7.0,25,1.0,1.0,1.0,,31.0,114,,0.65625,0.65625,0.5161290322580645,0.3333333333333333,0.4782608695652174,0.5205479452054794,0.2727272727272727,0.4230769230769231,0.5869565217391305,0.34615384615384615,0.45588235294117646,0.1506849315068493,0.0967741935483871,0.16666666666666666,0.125,25.77319587628866,0.25,0.5,,0.11538461538461539,0.07317073170731707,0.12,,0.11627906976744186,0.06206896551724138,0.11904761904761904,0.08333333333333333,0.03508771929824561,,,0.08571428571428572,0.17857142857142858,0.0975609756097561,0.058823529411764705,0.25,0.03333333333333333,,0.410958904109589,0.6,0.72,0.6666666666666666,0.1095890410958904,0.375,0.42857142857142855,0.3333333333333333,0.3287671232876712,0.4583333333333333,0.4583333333333333,0.7272727272727273,0.0684931506849315,0.45454545454545453,0.2,1.0,0.18181818181818182,0.38461538461538464,0.6,0.11538461538461539,0.5616438356164384,0.4852972602739726,0.43989545454545453,0.4595365384615385,0.27472527472527475,0.3125,0.08333333333333333,0.28703703703703703,8.764516129032257,24.545454545454547,0.33727810650887574,,4.0,6.0,,,,,,,,4.0,,,12.0,,,3.0,1.0,,,,1.0,0.36363636363636365,,,0.36363636363636365,,0.0821917808219178,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,1.0,True,,,,,,,,,,,,
2215,1610612751,Jason Collins,Jason Collins,2215,NJN,10364.0,173,5,327,322,132,85,38,649,11.0,18,,3.0,6.0,8.0,5.0,14.0,3.0,9.0,,,,19,41,,24.0,62,308,1.0,7.0,,3.0,5.0,8.0,18.0,,8.0,24.0,24,14.0,,,6.0,6.0,1.0,7.0,1.0,2.0,4.0,15.0,1.0,10.0,2.0,2.0,20,1.0,23,13.0,36,1.0,6.0,5.0,1.0,6.0,,6.0,2.0,12.0,2.0,4.0,18.0,5.0,34,2.0,16,2.0,2.0,2.0,,24.0,132,2.0,0.631578947368421,0.631578947368421,0.4634146341463415,0.14285714285714285,0.4444444444444444,0.4634146341463415,0.14285714285714285,0.4444444444444444,0.543859649122807,0.2777777777777778,0.5,,0.14634146341463414,0.2222222222222222,0.14285714285714285,18.4,0.5,0.125,0.125,0.16260162601626016,0.07462686567164178,0.08333333333333333,0.04,0.14965986394557823,0.06918238993710692,0.05,0.14285714285714285,0.06060606060606061,,0.125,0.11428571428571428,0.17073170731707318,0.19148936170212766,,0.2222222222222222,0.0625,,0.43902439024390244,0.6111111111111112,0.7857142857142857,0.7272727272727273,0.34146341463414637,0.35714285714285715,0.4166666666666667,0.6,0.21951219512195122,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.42857142857142855,,,,0.4444444444444444,0.75,,0.43902439024390244,0.4599902439024389,0.41889999999999994,0.45418888888888886,0.2909090909090909,0.2909090909090909,0.08064516129032258,0.3870967741935484,6.375609756097562,,0.4036697247706422,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,,,,,True,,,,,,,,,,,,
2220,1610612751,Brandon Armstrong,Brandon Armstrong,2220,NJN,4668.0,78,-24,155,153,118,62,19,308,,5,,2.0,,3.0,,3.0,7.0,19.0,8.0,,8.0,7,27,10.0,2.0,28,163,,4.0,1.0,,,6.0,23.0,8.0,2.0,23.0,10,4.0,,8.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,,4.0,,,2,,2,4.0,6,1.0,4.0,2.0,2.0,1.0,2.0,3.0,,4.0,2.0,7.0,12.0,1.0,4,,2,,,,,23.0,118,1.0,0.7142857142857143,0.7142857142857143,0.25925925925925924,,0.2608695652173913,0.35135135135135137,,0.3387096774193548,0.358974358974359,,0.3484848484848485,0.2702702702702703,0.037037037037037035,,,23.88888888888889,0.25,,,0.041666666666666664,0.05970149253731343,,,0.03333333333333333,0.05063291139240506,0.05,0.14285714285714285,0.030303030303030304,,,,0.07692307692307693,0.058823529411764705,,,0.041666666666666664,,0.13513513513513514,,,,0.08108108108108109,,,,0.5135135135135135,0.3684210526315789,0.3888888888888889,0.7142857142857143,0.21621621621621623,0.4,,,,0.0967741935483871,,0.25806451612903225,0.40540540540540543,0.45177972972972974,0.46684000000000003,0.44196290322580645,0.05128205128205128,0.06896551724137931,,0.8214285714285714,14.192592592592591,24.520000000000003,0.7612903225806451,,1.0,2.0,,1.0,,,3.0,,3.0,4.0,,3.0,9.0,3.0,3.0,,1.0,,,,0.75,0.4,,0.375,0.4,0.05263157894736842,0.05405405405405406,0.5,0.5,1.0,0.375,0.42857142857142855,0.6666666666666666,0.2,,,,,,,0.375,0.375,,1.0,,,1.0,,,0.1,0.125,,True,,,,,,,,,,,,
