EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,FTOffRebounds,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,3SecondViolations,OffFTReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,BlockedLongMidRange,OffCorner3ReboundPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,HeaveAttempts,DefensiveGoaltends,Defensive 3 Seconds Violations,on,Clear Path Fouls,Blocked3s,BlockedArc3,Corner3PctBlocked
1731,1610612764,Tyronn Lue,Tyronn Lue,1731,WAS,43831.0,731,-8,1341,1354,327,444,200,2695,30,48,3.0,4.0,5,10,13.0,56,51.0,109.0,5.0,9.0,1.0,1.0,32.0,69.0,5.0,11.0,6.0,22.0,94,213,37.0,78.0,28,327,1366,12,20,6.0,12.0,42,19,45,6.0,22.0,17.0,73,34,154,72.0,39.0,4.0,69.0,32.0,19,1.0,120,5.0,125,3.0,2.0,37.0,26.0,57.0,255,1.0,11,12,38,1.0,51,12,63,3.0,27,15,12,35,10.0,21.0,17.0,5.0,14,1.0,52,2.0,15,13,54,3.0,1.0,35,5.0,1.0,12,1.0,6.0,73,327,9,0.18085106382978725,0.18478260869565216,0.6486486486486487,0.47435897435897434,0.5,0.2727272727272727,0.47435897435897434,0.4413145539906103,0.6,0.4222222222222222,0.5137457044673539,0.65625,0.417910447761194,0.5344262295081967,0.65625,0.47368421052631576,0.26804123711340205,0.01282051282051282,0.0892018779342723,0.08333333333333333,0.17857142857142858,0.045871559633027525,0.014492753623188406,22.681067344345617,0.6730769230769231,0.021739130434782608,0.07307692307692308,0.018612521150592216,0.10256410256410256,0.011494252873563218,0.07849293563579278,0.017699115044247787,0.03773584905660377,0.014778325123152709,0.014184397163120567,0.013888888888888888,0.03669724770642202,0.061452513966480445,0.09913793103448276,0.09411764705882353,0.125,0.022556390977443608,0.16494845360824742,0.625,0.6818181818181818,0.03333333333333333,0.19243986254295534,0.23214285714285715,0.2826086956521739,0.07692307692307693,0.3745704467353952,0.46788990825688076,0.49038461538461536,0.29411764705882354,0.030927835051546393,0.5555555555555556,0.5555555555555556,0.8,0.23711340206185566,0.463768115942029,0.47058823529411764,0.625,0.125,0.75,0.03125,1.0,1.0,0.34375,0.45454545454545453,1.0,0.14925373134328357,0.5,0.3283582089552239,0.2727272727272727,0.4329896907216495,0.463768115942029,0.4486939655172414,0.46861400000000003,0.4205970149253731,0.043478260869565216,0.05454545454545454,0.012658227848101266,0.12844036697247707,0.22324159021406728,11.816431924882632,25.683333333333326,0.24384787472035793,,,,,,,,,,,,,,,,,,,,,,True,,,,
1751,1610612764,Jahidi White,Jahidi White,1751,WAS,14289.0,238,-11,430,437,90,125,69,867,22,37,12.0,17.0,3,5,,13,,,,,,,,,,,,,22,50,,,16,60,448,12,19,,,29,3,8,,,3.0,9,18,26,,,22.0,,,5,,1,1.0,2,1.0,,,,1.0,5,2.0,23,11,45,3.0,59,26,85,6.0,5,2,3,7,1.0,2.0,6.0,,5,1.0,13,1.0,1,13,26,5.0,2.0,35,3.0,,16,,3.0,9,90,4,0.4090909090909091,0.8181818181818182,,,,,,0.44,0.631578947368421,0.375,0.44,0.631578947368421,0.375,0.45454545454545453,0.58,0.375,,,0.1,0.05405405405405406,0.23076923076923078,,,15.399610136452242,0.5384615384615384,0.21428571428571427,0.2795031055900621,0.11794871794871795,0.28205128205128205,0.06896551724137931,0.28,0.11160714285714286,0.17777777777777778,0.13846153846153847,0.07058823529411765,0.09523809523809523,0.24242424242424243,0.2857142857142857,0.2911392405063291,0.3333333333333333,0.1111111111111111,0.2608695652173913,0.74,0.5945945945945946,0.6285714285714286,0.4090909090909091,0.26,,,,,,,,,,,,,,,,0.8947368421052632,0.7058823529411765,,,,,,,0.625,0.6,,,0.74,,0.531236,0.6031944444444446,0.45213749999999997,0.25396825396825395,0.25396825396825395,,0.48333333333333334,0.15,2.4760000000000004,,0.20930232558139536,5.0,1.0,10.0,4.0,6.0,10.0,6.0,1.0,1.0,0.05,0.6,0.08333333333333333,,,,,,,,,,True,,,,
1838,1610612764,Tyrone Nesby,Tyrone Nesby,1838,WAS,89958.0,1499,-20,2768,2787,797,996,425,5555,79,127,29.0,45.0,32,44,22.0,65,69.0,182.0,6.0,14.0,1.0,1.0,7.0,33.0,2.0,3.0,3.0,11.0,170,374,13.0,47.0,64,443,2870,37,76,3.0,4.0,92,46,99,6.0,16.0,21.0,131,218,122,30.0,9.0,48.0,33.0,7.0,22,,71,20.0,91,14.0,6.0,19.0,17.0,35.0,202,10.0,89,44,143,26.0,213,105,318,13.0,61,43,18,24,4.0,16.0,25.0,4.0,8,2.0,49,6.0,18,69,164,7.0,14.0,93,10.0,2.0,45,,5.0,131,797,29,0.6411764705882353,0.7465753424657534,0.7692307692307693,0.2765957446808511,0.75,0.375,0.2765957446808511,0.45454545454545453,0.4868421052631579,0.46464646464646464,0.4501187648456057,0.51875,0.4782608695652174,0.4804772234273319,0.5227272727272727,0.5038461538461538,0.11163895486935867,,0.058823529411764705,0.06299212598425197,0.16923076923076924,0.016483516483516484,,15.625,0.4897959183673469,0.28888888888888886,0.13910505836575876,0.0740432612312812,0.1647940074906367,0.053763440860215055,0.1444015444015444,0.07132564841498559,0.08558558558558559,0.09456264775413711,0.05385996409335727,0.05806451612903226,0.1318181818181818,0.1284153005464481,0.1515837104072398,0.19487179487179487,0.08333333333333333,0.06074766355140187,0.3016627078384798,0.6220472440944882,0.6638655462184874,0.5443037974683544,0.1543942992874109,0.3384615384615385,0.4074074074074074,0.5454545454545454,0.4323040380047506,0.3791208791208791,0.3854748603351955,0.782608695652174,0.0332541567695962,0.42857142857142855,0.42857142857142855,0.8333333333333334,0.07838479809976247,0.21212121212121213,0.21212121212121213,0.7142857142857143,0.5625,0.6444444444444445,0.0125,1.0,,0.0375,0.6666666666666666,0.5,0.3826086956521739,0.7272727272727273,0.09565217391304348,0.2727272727272727,0.41330166270783847,0.21212121212121213,0.4651815476190477,0.5112651315789473,0.4772382608695653,0.09868421052631579,0.1100244498777506,,0.2076749435665914,0.29571106094808125,10.685561497326201,24.912765957446805,0.2879335260115607,9.0,6.0,22.0,6.0,11.0,22.0,14.0,,,0.0625,0.6363636363636364,0.10344827586206896,3.0,5.0,5.0,0.03225806451612903,0.043478260869565216,0.6,,,,True,,,,
1888,1610612764,Richard Hamilton,Richard Hamilton,1888,WAS,36988.0,616,17,1148,1162,354,457,171,2310,37,54,3.0,6.0,5,12,42.0,104,43.0,117.0,2.0,3.0,,1.0,3.0,13.0,,4.0,1.0,6.0,122,275,5.0,16.0,108,367,1230,8,25,,5.0,21,32,76,2.0,7.0,50.0,120,158,86,15.0,,4.0,12.0,3.0,26,,47,6.0,53,5.0,1.0,23.0,10.0,14.0,112,,18,11,30,3.0,44,18,62,8.0,8,7,1,29,3.0,14.0,13.0,3.0,15,,42,3.0,15,11,39,1.0,7.0,126,8.0,7.0,45,,18.0,120,354,8,0.6475409836065574,0.6583333333333333,1.0,0.3125,,0.2857142857142857,0.3333333333333333,0.44363636363636366,0.32,0.42105263157894735,0.44501718213058417,0.26666666666666666,0.42168674698795183,0.5245664739884393,0.3181818181818182,0.5509259259259259,0.054982817869415807,,0.09454545454545454,0.1111111111111111,0.125,0.05982905982905983,,28.826151560178303,0.6904761904761905,0.075,0.072992700729927,0.03680981595092025,0.10784313725490197,,0.07992202729044834,0.03272727272727273,0.045454545454545456,0.04242424242424243,0.029661016949152543,,0.02127659574468085,0.08275862068965517,0.09302325581395349,0.11842105263157894,0.07692307692307693,0.05970149253731343,0.18556701030927836,0.6851851851851852,0.7708333333333334,0.7297297297297297,0.35738831615120276,0.40384615384615385,0.46153846153846156,0.5714285714285714,0.4020618556701031,0.36752136752136755,0.39090909090909093,0.6511627906976745,0.010309278350515464,0.6666666666666666,0.6666666666666666,1.0,0.044673539518900345,0.23076923076923078,0.23076923076923078,1.0,0.2,0.5,0.03333333333333333,,,0.13333333333333333,,,0.14457831325301204,0.4166666666666667,0.07228915662650602,0.16666666666666666,0.24054982817869416,0.25,0.4380448275862068,0.449275,0.4167335365853659,0.13719512195121952,0.14423076923076922,,0.05722070844686648,0.32697547683923706,11.088727272727274,25.89375,0.3083623693379791,5.0,,4.0,1.0,2.0,4.0,2.0,,,,0.5,0.3333333333333333,1.0,1.0,1.0,,0.012048192771084338,1.0,1.0,,,True,,,,
2041,1610612764,Etan Thomas,Etan Thomas,2041,WAS,22446.0,374,40,687,678,151,227,100,1365,25,44,11.0,20.0,4,8,21.0,44,3.0,10.0,,,,,,,,,,,49,98,,,27,125,651,14,25,,,37,5,15,,,7.0,17,68,30,,,18.0,,,11,,1,1.0,2,1.0,,1.0,,,5,8.0,22,15,55,4.0,74,31,105,,9,6,3,5,,4.0,14.0,3.0,1,1.0,19,,3,23,44,6.0,9.0,46,6.0,,22,,4.0,17,151,4,0.6938775510204082,0.85,,,,,,0.5,0.56,0.3333333333333333,0.5,0.56,0.3333333333333333,0.5296610169491526,0.5606060606060606,0.40476190476190477,,,0.11224489795918367,0.18181818181818182,0.06818181818181818,,,16.955445544554454,0.2631578947368421,0.25,0.2037037037037037,0.0738255033557047,0.22727272727272727,0.1702127659574468,0.20833333333333334,0.08695652173913043,0.05172413793103448,0.07563025210084033,0.08264462809917356,0.15,0.15517241379310345,0.22826086956521738,0.20833333333333334,0.21739130434782608,0.25,,0.4489795918367347,0.5681818181818182,0.6944444444444444,0.6,0.4489795918367347,0.4772727272727273,0.5121951219512195,0.7619047619047619,0.10204081632653061,0.3,0.3,1.0,,,,,,,,,0.8,0.55,,,,,,,0.5333333333333333,0.5,,,0.4489795918367347,,0.46743673469387753,0.5233619047619047,0.50064,0.19298245614035087,0.19298245614035087,,0.296,0.136,5.6275510204081645,,0.2197962154294032,9.0,1.0,23.0,12.0,10.0,23.0,13.0,,1.0,0.05263157894736842,0.5652173913043478,0.2727272727272727,,,1.0,0.2857142857142857,,,,1.0,,True,,,,
2042,1610612764,Courtney Alexander,Courtney Alexander,2042,WAS,23781.0,396,-11,748,744,211,283,115,1492,23,33,4.0,6.0,5,9,6.0,29,41.0,83.0,,,,,2.0,5.0,1.0,1.0,1.0,1.0,70,145,2.0,5.0,20,166,779,13,19,1.0,1.0,30,11,29,1.0,1.0,8.0,33,104,36,3.0,3.0,8.0,5.0,2.0,12,,14,5.0,19,5.0,,3.0,4.0,7.0,43,,13,12,24,1.0,37,13,50,3.0,13,11,2,12,3.0,11.0,6.0,,1,1.0,18,2.0,6,7,29,,2.0,30,1.0,1.0,13,,2.0,33,211,4,0.7428571428571429,0.7878787878787878,0.5,0.4,1.0,1.0,0.4,0.4827586206896552,0.6842105263157895,0.3793103448275862,0.4866666666666667,0.725,0.4166666666666667,0.5060975609756098,0.7142857142857143,0.4714285714285714,0.03333333333333333,,0.08275862068965517,0.06060606060606061,0.1724137931034483,0.060240963855421686,,20.8,0.6666666666666666,0.041666666666666664,0.09230769230769231,0.04113924050632911,0.14457831325301204,,0.10495626822157435,0.03724928366762178,0.04081632653061224,0.008130081300813009,0.06944444444444445,,0.05454545454545454,0.09009009009009009,0.11702127659574468,0.14285714285714285,0.14814814814814814,0.046875,0.22,0.696969696969697,0.7419354838709677,0.6956521739130435,0.19333333333333333,0.20689655172413793,0.25,0.6666666666666666,0.5533333333333333,0.4939759036144578,0.5256410256410257,0.7804878048780488,,,,,0.03333333333333333,0.4,0.4,0.5,0.3,0.6666666666666666,,,,0.05,1.0,,0.3,0.5555555555555556,0.03333333333333333,1.0,0.25333333333333335,0.4,0.440953,0.45637249999999996,0.4306116666666666,0.08024691358024691,0.08280254777070063,,0.18072289156626506,0.19879518072289157,12.388275862068962,25.78,0.2820855614973262,1.0,,,,,,,,,,,0.25,,,,,,,,,,True,,,,
363,1610612764,Christian Laettner,Christian Laettner,363,WAS,25411.0,424,-45,788,789,204,292,114,1577,25,36,13.0,16.0,5,9,2.0,21,27.0,63.0,,1.0,,,,2.0,,,,1.0,54,120,,3.0,18,126,866,13,24,,,28,14,38,,2.0,9.0,37,66,42,,,18.0,1.0,,2,,38,6.0,44,5.0,1.0,9.0,9.0,20.0,94,5.0,18,8,52,10.0,70,26,96,1.0,18,7,11,13,7.0,8.0,18.0,1.0,5,3.0,31,3.0,8,11,33,2.0,6.0,20,1.0,1.0,7,,3.0,37,204,7,0.6111111111111112,0.7333333333333333,,,,,,0.45,0.5416666666666666,0.3684210526315789,0.43902439024390244,0.5416666666666666,0.35,0.4734848484848485,0.56,0.4111111111111111,0.024390243902439025,,0.016666666666666666,0.027777777777777776,0.047619047619047616,,,17.755991285403052,0.41935483870967744,0.3448275862068966,0.17391304347826086,0.05572755417956656,0.11594202898550725,0.09259259259259259,0.16304347826086957,0.0610079575596817,0.1,0.03296703296703297,0.05232558139534884,0.1111111111111111,0.1527777777777778,0.19387755102040816,0.17054263565891473,0.12244897959183673,0.1,0.015151515151515152,0.2926829268292683,0.6944444444444444,0.7142857142857143,0.4,0.17073170731707318,0.09523809523809523,0.1,,0.5121951219512195,0.42857142857142855,0.42857142857142855,0.8518518518518519,0.008130081300813009,,,,0.016260162601626018,,,,0.6666666666666666,0.8125,,,,,,,0.225,0.5555555555555556,0.025,,0.3170731707317073,,0.4455950819672131,0.5435099999999999,0.4210282051282051,0.05426356589147287,0.05555555555555555,,0.2222222222222222,0.29365079365079366,10.8775,32.8,0.25888324873096447,2.0,3.0,5.0,2.0,3.0,5.0,4.0,1.0,,0.15,0.8,0.23076923076923078,,1.0,,,0.025,,1.0,,1.0,True,,,,
461,1610612764,Popeye Jones,Popeye Jones,461,WAS,33458.0,558,4,1016,1045,280,344,170,2061,23,41,12.0,24.0,4,7,29.0,59,17.0,50.0,1.0,1.0,,,,2.0,,,,2.0,69,150,1.0,3.0,37,178,1068,18,37,,,52,13,29,1.0,3.0,16.0,45,84,54,3.0,,28.0,,,5,,46,4.0,50,3.0,1.0,22.0,5.0,19.0,104,4.0,60,21,72,9.0,102,69,171,8.0,20,4,16,11,3.0,7.0,14.0,2.0,4,,25,4.0,7,23,67,10.0,5.0,51,2.0,,17,,10.0,45,280,13,0.6086956521739131,0.7636363636363637,1.0,0.3333333333333333,,0.3333333333333333,1.0,0.46,0.4864864864864865,0.4482758620689655,0.46078431372549017,0.4864864864864865,0.453125,0.5,0.5416666666666666,0.5357142857142857,0.0196078431372549,,0.03333333333333333,0.024390243902439025,0.03389830508474576,0.04,,16.58456486042693,0.44,0.2727272727272727,0.1909814323607427,0.13215859030837004,0.1875,0.05970149253731343,0.1901840490797546,0.12284069097888675,0.1728395061728395,0.16766467065868262,0.08737864077669903,0.05555555555555555,0.2222222222222222,0.21830985915492956,0.14935064935064934,0.15294117647058825,0.2962962962962963,0.10526315789473684,0.2679738562091503,0.5609756097560976,0.575,0.391304347826087,0.38562091503267976,0.4915254237288136,0.5087719298245614,0.6896551724137931,0.32679738562091504,0.34,0.3541666666666667,0.7647058823529411,0.006535947712418301,1.0,1.0,1.0,0.013071895424836602,,,,0.6486486486486487,0.5,,,,,,,0.21875,0.5714285714285714,0.0625,,0.2875816993464052,,0.4353135761589404,0.5113555555555556,0.4238716666666667,0.10119047619047619,0.10303030303030303,,0.29213483146067415,0.25280898876404495,9.584,53.9,0.2755905511811024,16.0,5.0,6.0,4.0,2.0,6.0,4.0,,2.0,0.13513513513513514,0.6666666666666666,0.08333333333333333,1.0,1.0,,0.07692307692307693,0.03125,1.0,2.0,,,True,,,,
893,1610612764,Michael Jordan,Michael Jordan,893,WAS,32403.0,540,3,994,996,287,309,146,1990,32,47,4.0,6.0,7,9,35.0,100,72.0,179.0,,1.0,,,2.0,10.0,,2.0,1.0,5.0,139,326,2.0,11.0,61,345,1058,14,30,,2.0,34,40,90,1.0,6.0,19.0,102,106,172,3.0,3.0,4.0,10.0,2.0,14,,64,13.0,77,8.0,5.0,25.0,9.0,30.0,167,3.0,12,15,48,3.0,66,16,82,2.0,25,17,8,36,2.0,21.0,13.0,6.0,15,,49,1.0,14,15,35,,5.0,90,6.0,2.0,41,,6.0,102,287,5,0.381294964028777,0.38686131386861317,0.5,0.18181818181818182,,0.16666666666666666,0.18181818181818182,0.4263803680981595,0.4666666666666667,0.4444444444444444,0.42136498516320475,0.4375,0.4322916666666667,0.455026455026455,0.4722222222222222,0.4722222222222222,0.032640949554896145,,0.04294478527607362,0.06382978723404255,0.07,0.0223463687150838,,36.652360515021456,0.7346938775510204,0.10714285714285714,0.13445378151260504,0.02733485193621868,0.15306122448979592,0.04411764705882353,0.13846153846153847,0.029585798816568046,0.039473684210526314,0.027777777777777776,0.0228310502283105,0.05454545454545454,0.027777777777777776,0.1349206349206349,0.18238993710691823,0.16901408450704225,0.1111111111111111,0.011049723756906077,0.1394658753709199,0.6808510638297872,0.7272727272727273,0.34375,0.29673590504451036,0.35,0.3763440860215054,0.4,0.5311572700296736,0.4022346368715084,0.4114285714285714,0.3888888888888889,0.002967359050445104,,,,0.02967359050445104,0.2,0.2,0.5,0.1875,0.6666666666666666,,,,0.0625,,,0.09375,0.7777777777777778,0.052083333333333336,0.2,0.17210682492581603,0.2,0.4176001483679525,0.4494173076923076,0.40149583333333333,0.11021505376344086,0.11357340720221606,,0.09855072463768116,0.2956521739130435,12.932515337423313,25.2,0.2887323943661972,6.0,1.0,5.0,1.0,4.0,5.0,3.0,,,0.03225806451612903,0.6,,,1.0,,,0.010416666666666666,,,,,True,,,,
2250,1610612764,Bobby Simmons,Bobby Simmons,2250,WAS,10916.0,182,13,334,344,123,109,56,678,12,28,7.0,14.0,4,12,8.0,11,6.0,16.0,1.0,2.0,,,2.0,10.0,,,1.0,5.0,26,55,3.0,12.0,12,73,324,8,16,,,18,7,18,1.0,5.0,7.0,24,20,32,3.0,6.0,10.0,10.0,2.0,6,,4,2.0,6,1.0,1.0,3.0,,1.0,14,,15,3,10,2.0,15,16,31,5.0,9,6,3,6,,2.0,2.0,,4,,8,,2,3,14,,2.0,18,2.0,,8,,2.0,24,123,3,0.38461538461538464,0.47619047619047616,0.3333333333333333,0.25,,0.2,0.25,0.4727272727272727,0.5,0.3888888888888889,0.4552238805970149,0.5,0.3695652173913043,0.4866666666666667,0.5,0.4444444444444444,0.1791044776119403,,0.10909090909090909,0.17857142857142858,,0.0625,,20.75,0.75,0.25,0.08130081300813008,0.10416666666666667,0.08823529411764706,,0.08280254777070063,0.08982035928143713,0.08571428571428572,0.09433962264150944,0.125,,0.13043478260869565,0.075,0.06666666666666667,0.12,,0.15625,0.417910447761194,0.42857142857142855,0.5217391304347826,0.5,0.16417910447761194,0.7272727272727273,0.7272727272727273,0.125,0.23880597014925373,0.375,0.4,0.5,0.029850746268656716,0.5,0.5,,0.14925373134328357,0.2,0.2,0.5,0.875,0.5,,,,,,,0.5217391304347826,0.3333333333333333,0.21739130434782608,0.2,0.5970149253731343,0.2,0.4767179104477612,0.5564875,0.4819978260869565,0.1095890410958904,0.13114754098360656,,0.2465753424657534,0.3287671232876712,7.596363636363637,25.26666666666667,0.36826347305389223,2.0,1.0,3.0,2.0,1.0,3.0,2.0,,,0.0625,0.6666666666666666,0.2857142857142857,,,,,,,,,,True,,,,
