EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,PtsPutbacks,FTOffRebounds,FTDefRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,Travels,ThreePtShootingFoulsDrawn,BlockedAtRim,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,3SecondViolations,SecondChanceCorner3FGM,PenaltyCorner3FGM,Fg3aBlocked,Clear Path Fouls,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Technical Free Throw Trips,DefensiveGoaltends,BlockedCorner3,on,Corner3PctBlocked
1601,1610612762,Rusty LaRue,Rusty LaRue,1601,UTA,11180.0,186,-22.0,342,347,150,177,62,689,8,17,2.0,4.0,9.0,2.0,6.0,13.0,27.0,2.0,5.0,15.0,1.0,2.0,2.0,12.0,23,50,5.0,17.0,10.0,71,363,4.0,8.0,1.0,2.0,6.0,17,13.0,25.0,2.0,12.0,6.0,38.0,18,28.0,12.0,3.0,1.0,14.0,5.0,3.0,24.0,5.0,29.0,3.0,2.0,8.0,3.0,13.0,63.0,2.0,1.0,2.0,13.0,15.0,3.0,18.0,6,5,1.0,15.0,1.0,10.0,5,5.0,20,1.0,6.0,15,28,2.0,2.0,11.0,3.0,6.0,1.0,4.0,1.0,1.0,3.0,1.0,5.0,5.0,38.0,150,3.0,0.391304347826087,0.391304347826087,0.8,0.29411764705882354,0.5,0.16666666666666666,0.3125,0.46,0.5,0.52,0.4552238805970149,0.55,0.43243243243243246,0.5,0.6538461538461539,0.48717948717948717,0.2537313432835821,0.06,0.11764705882352941,0.037037037037037035,21.98067632850242,0.75,0.1,0.007874015748031496,0.058823529411764705,0.0625,0.09146341463414634,0.018867924528301886,0.020833333333333332,0.05263157894736842,0.07692307692307693,0.1388888888888889,0.061224489795918366,0.1111111111111111,0.07407407407407407,1.0,0.2537313432835821,0.47058823529411764,0.5333333333333333,0.5,0.08955223880597014,0.3333333333333333,0.3333333333333333,0.40298507462686567,0.48148148148148145,0.5,0.38461538461538464,0.029850746268656716,0.22388059701492538,0.3333333333333333,0.3333333333333333,0.8,0.2,0.2,0.5,1.0,0.24324324324324326,0.4444444444444444,0.32432432432432434,0.16666666666666666,0.5074626865671642,0.35714285714285715,0.46813863636363634,0.409,0.46450555555555556,0.08571428571428572,0.11320754716981132,0.23943661971830985,0.5352112676056338,11.036,26.852941176470583,0.43859649122807015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1905,1610612762,Andrei Kirilenko,Andrei Kirilenko,1905,UTA,24776.0,413,50.0,763,785,306,329,127,1548,34,63,17.0,15.0,30.0,1.0,14.0,2.0,13.0,7.0,8.0,22.0,1.0,3.0,2.0,6.0,37,90,9.0,29.0,54.0,155,765,10.0,19.0,1.0,4.0,10.0,33,17.0,41.0,2.0,9.0,23.0,63.0,40,34.0,21.0,6.0,,22.0,8.0,9.0,18.0,4.0,22.0,2.0,2.0,12.0,,6.0,48.0,10.0,23.0,6.0,39.0,55.0,34.0,89.0,25,17,8.0,12.0,3.0,5.0,9,7.0,21,4.0,6.0,15,37,7.0,1.0,74.0,5.0,31.0,7.0,24.0,2.0,2.0,7.0,10.0,26.0,15.0,63.0,306,6.0,0.5405405405405406,0.7142857142857143,0.7777777777777778,0.3103448275862069,0.25,0.2222222222222222,0.3103448275862069,0.4111111111111111,0.5263157894736842,0.4146341463414634,0.42436974789915966,0.5,0.4,0.5065359477124183,0.55,0.4701492537313433,0.24369747899159663,0.1,0.07936507936507936,0.07692307692307693,19.037199124726477,0.5714285714285714,0.13448275862068965,0.07692307692307693,0.10526315789473684,0.13157894736842105,0.12968299711815562,0.088,0.05982905982905983,0.10344827586206896,0.2222222222222222,0.06097560975609756,0.15053763440860216,0.17391304347826086,0.11627906976744186,0.5769230769230769,0.5294117647058824,0.5396825396825397,0.5862068965517241,0.5,0.11764705882352941,0.07142857142857142,0.09090909090909091,0.1092436974789916,0.15384615384615385,0.16666666666666666,1.0,0.058823529411764705,0.18487394957983194,0.36363636363636365,0.36363636363636365,0.75,0.7391304347826086,0.13043478260869565,0.3333333333333333,1.0,0.6,0.5,0.12,0.3333333333333333,0.773109243697479,0.36363636363636365,0.5454857142857144,0.5653642857142857,0.555624,0.2191780821917808,0.2672413793103448,0.2129032258064516,0.4064516129032258,4.318888888888889,24.379310344827587,0.40104849279161203,10.0,1.0,1.0,3.0,18.0,1.0,10.0,4.0,1.0,2.0,1.0,7.0,1.0,0.21428571428571427,0.3125,0.041666666666666664,0.09649122807017543,0.07352941176470588,0.07142857142857142,0.06349206349206349,1.0,0.14285714285714285,0.14285714285714285,1.0,0.5882352941176471,0.1,0.043478260869565216,0.06,0.03333333333333333,,,,,,,,,,,,,,,True,
1909,1610612762,Scott Padgett,Scott Padgett,1909,UTA,23248.0,387,-31.0,722,727,267,265,125,1449,24,52,22.0,7.0,19.0,2.0,10.0,9.0,20.0,3.0,9.0,27.0,2.0,4.0,4.0,12.0,35,82,12.0,30.0,26.0,132,776,14.0,25.0,2.0,4.0,6.0,40,11.0,33.0,4.0,12.0,13.0,47.0,38,32.0,36.0,,,27.0,9.0,18.0,19.0,7.0,26.0,6.0,1.0,11.0,2.0,6.0,59.0,4.0,28.0,10.0,37.0,55.0,36.0,91.0,19,10,9.0,12.0,3.0,7.0,11,5.0,23,3.0,11.0,21,35,1.0,2.0,37.0,3.0,17.0,3.0,1.0,,,,,1.0,,47.0,267,7.0,0.5428571428571428,0.8260869565217391,1.0,0.4,0.5,0.3333333333333333,0.4,0.4268292682926829,0.56,0.3333333333333333,0.4732142857142857,0.5862068965517241,0.37777777777777777,0.5116279069767442,0.625,0.4351851851851852,0.26785714285714285,0.21951219512195122,0.25,0.05,17.653890824622533,0.5217391304347826,0.14682539682539683,0.1044776119402985,0.1388888888888889,0.05333333333333334,0.14506172839506173,0.09329446064139942,0.11224489795918367,0.06896551724137931,,0.09333333333333334,0.15384615384615385,0.18181818181818182,0.16071428571428573,,0.4642857142857143,0.46153846153846156,0.6153846153846154,0.4583333333333333,0.08928571428571429,0.2,0.3333333333333333,0.17857142857142858,0.45,0.47368421052631576,0.6666666666666666,0.026785714285714284,0.24107142857142858,0.3333333333333333,0.3333333333333333,1.0,0.7586206896551724,0.13793103448275862,0.5,1.0,0.4222222222222222,0.3684210526315789,0.26666666666666666,0.3333333333333333,0.7321428571428571,0.3333333333333333,0.5212803571428571,0.5613579999999999,0.48581555555555556,0.1349206349206349,0.17708333333333334,0.30303030303030304,0.3560606060606061,5.23048780487805,24.71666666666666,0.3698060941828255,13.0,3.0,,,24.0,4.0,8.0,4.0,2.0,2.0,,1.0,,0.4,0.3076923076923077,0.16666666666666666,0.11304347826086956,0.07272727272727272,0.0625,0.08695652173913043,1.0,1.0,1.0,1.0,0.5909090909090909,0.07692307692307693,,,,1.0,,,,,,,,,,,,,,True,
2260,1610612762,Jarron Collins,Jarron Collins,2260,UTA,12441.0,207,-24.0,396,403,216,194,59,799,12,26,10.0,8.0,16.0,5.0,11.0,7.0,11.0,,,1.0,,,,1.0,24,48,,1.0,24.0,72,427,7.0,11.0,,,3.0,17,12.0,22.0,,1.0,15.0,39.0,28,20.0,,,,1.0,,9.0,7.0,1.0,8.0,1.0,,5.0,,2.0,17.0,3.0,20.0,8.0,19.0,29.0,23.0,52.0,5,5,,2.0,,1.0,2,1.0,4,,,17,37,5.0,,32.0,2.0,8.0,9.0,4.0,,,,2.0,4.0,3.0,39.0,216,8.0,0.5833333333333334,0.7368421052631579,,,,,,0.5,0.6363636363636364,0.5454545454545454,0.4897959183673469,0.6363636363636364,0.5217391304347826,0.5625,0.6538461538461539,0.5909090909090909,0.02040816326530612,0.1875,0.23076923076923078,,14.592274678111588,0.5,0.1347517730496454,0.1282051282051282,0.18604651162790697,0.0967741935483871,0.14673913043478262,0.12299465240641712,0.078125,0.08695652173913043,0.125,0.09523809523809523,0.2127659574468085,0.09615384615384616,0.22857142857142856,0.75,0.5306122448979592,0.46153846153846156,0.6,0.4166666666666667,0.22448979591836735,0.45454545454545453,0.625,0.22448979591836735,0.6363636363636364,0.6363636363636364,0.8571428571428571,,0.02040816326530612,,,,0.9090909090909091,,,,0.6956521739130435,0.5,0.043478260869565216,,0.5510204081632653,,0.47742346938775504,0.5187999999999999,0.5055717391304348,0.14545454545454545,0.14814814814814814,0.2361111111111111,0.5416666666666666,5.922916666666667,26.2,0.5454545454545454,6.0,,,,10.0,,2.0,3.0,,1.0,,2.0,2.0,0.2727272727272727,0.14285714285714285,,0.171875,0.14285714285714285,,0.1875,0.6,,,,0.6,,,,,,1.0,,,,,,,,,,,,,True,
317,1610612762,John Starks,John Starks,317,UTA,55816.0,930,-35.0,1739,1766,723,733,288,3505,34,72,6.0,12.0,33.0,4.0,23.0,47.0,120.0,35.0,17.0,60.0,3.0,12.0,5.0,28.0,85,215,29.0,95.0,33.0,290,1846,6.0,16.0,5.0,16.0,2.0,29,28.0,76.0,8.0,42.0,18.0,98.0,136,34.0,75.0,12.0,,60.0,17.0,19.0,61.0,9.0,70.0,3.0,6.0,36.0,7.0,18.0,149.0,2.0,12.0,9.0,40.0,53.0,15.0,68.0,33,15,18.0,29.0,4.0,20.0,23,9.0,52,4.0,12.0,44,126,1.0,13.0,41.0,1.0,12.0,9.0,,,,,,,,98.0,723,26.0,0.8,0.8095238095238095,0.8620689655172413,0.30526315789473685,0.3125,0.19047619047619047,0.30526315789473685,0.3953488372093023,0.375,0.3684210526315789,0.41451612903225804,0.421875,0.3389830508474576,0.4393939393939394,0.4393939393939394,0.3798449612403101,0.3064516129032258,0.08837209302325581,0.16666666666666666,0.05,18.471953578336556,0.5576923076923077,0.06557377049180328,0.017804154302670624,0.05660377358490566,0.012658227848101266,0.06371911573472042,0.016826923076923076,0.022727272727272728,0.01680672268907563,,0.06857142857142857,0.05555555555555555,0.07172995780590717,0.047619047619047616,,0.23225806451612904,0.4722222222222222,0.5666666666666667,0.7058823529411765,0.07419354838709677,0.17391304347826086,0.18181818181818182,0.3870967741935484,0.39166666666666666,0.41228070175438597,0.851063829787234,0.11290322580645161,0.1935483870967742,0.2833333333333333,0.2982456140350877,0.7647058823529411,0.1875,0.375,0.25,1.0,0.2796610169491525,0.36363636363636365,0.23728813559322035,0.17857142857142858,0.5387096774193548,0.2833333333333333,0.488212783171521,0.4896224137931035,0.4966200854700855,0.037383177570093455,0.05309734513274336,0.1,0.33793103448275863,11.81906976744186,24.67473684210527,0.41575618171362855,2.0,12.0,4.0,14.0,2.0,1.0,4.0,,3.0,,,,4.0,0.043478260869565216,0.056338028169014086,0.016666666666666666,0.015037593984962405,0.013888888888888888,0.09090909090909091,,1.0,0.34285714285714286,0.34285714285714286,1.0,0.3333333333333333,,0.125,0.11864406779661017,,,,2.0,3.0,3.0,1.0,0.031578947368421054,0.05,0.5,1.0,0.21428571428571427,,,,True,
252,1610612762,Karl Malone,Karl Malone,252,UTA,33554.0,559,-6.0,1065,1083,562,534,171,2148,46,75,15.0,21.0,37.0,21.0,50.0,51.0,116.0,,1.0,2.0,,,1.0,1.0,118,241,1.0,2.0,104.0,343,1155,18.0,34.0,,,12.0,48,53.0,114.0,1.0,1.0,66.0,175.0,176,60.0,,3.0,,2.0,1.0,13.0,52.0,5.0,57.0,4.0,1.0,32.0,7.0,13.0,119.0,5.0,26.0,16.0,71.0,111.0,32.0,143.0,27,16,11.0,22.0,7.0,17.0,17,5.0,39,3.0,21.0,12,39,1.0,9.0,133.0,10.0,47.0,23.0,14.0,,,1.0,5.0,14.0,9.0,175.0,562,8.0,0.7457627118644068,0.7857142857142857,,0.5,,1.0,0.5,0.4896265560165975,0.5294117647058824,0.4649122807017544,0.49176954732510286,0.5294117647058824,0.47391304347826085,0.5643564356435643,0.5581395348837209,0.5608974358974359,0.00823045267489712,0.05394190871369295,0.09333333333333334,,27.142857142857142,0.5641025641025641,0.19722222222222222,0.06356968215158924,0.16494845360824742,0.05813953488372093,0.19037199124726478,0.06262626262626263,0.03048780487804878,0.05714285714285714,0.0625,0.13861386138613863,0.23140495867768596,0.21014492753623187,0.1375,0.6428571428571429,0.30864197530864196,0.6133333333333333,0.6764705882352942,0.8478260869565217,0.205761316872428,0.42,0.4772727272727273,0.4773662551440329,0.4396551724137931,0.4396551724137931,0.7058823529411765,,0.00823045267489712,0.5,0.5,,0.4411764705882353,,,,0.3217391304347826,0.5675675675675675,0.008695652173913044,1.0,0.3168724279835391,0.5,0.4504039094650206,0.4682925925925926,0.44945565217391303,0.16785714285714284,0.16906474820143885,0.13994169096209913,0.5102040816326531,10.526970954356846,24.4,0.5276995305164319,8.0,,,,12.0,1.0,24.0,10.0,,1.0,,8.0,1.0,0.12,0.4897959183673469,0.030303030303030304,0.09554140127388536,0.06818181818181818,0.29411764705882354,0.09009009009009009,0.6190476190476191,,,,0.5333333333333333,0.25,,,,,,,,,,,,,,,3.0,,,True,
731,1610612762,Greg Ostertag,Greg Ostertag,731,UTA,17497.0,292,-17.0,522,527,178,209,98,1049,27,38,20.0,10.0,15.0,2.0,13.0,,,,,,,,,,29,51,,,18.0,76,553,14.0,23.0,,,3.0,31,10.0,20.0,,,9.0,29.0,34,24.0,,,,,,9.0,11.0,5.0,16.0,5.0,,8.0,,3.0,37.0,6.0,28.0,6.0,29.0,38.0,37.0,75.0,4,3,1.0,6.0,1.0,1.0,8,5.0,14,,2.0,29,40,1.0,3.0,44.0,2.0,19.0,4.0,31.0,,,,13.0,31.0,14.0,29.0,178,3.0,0.5862068965517241,0.9444444444444444,,,,,,0.5686274509803921,0.6086956521739131,0.5,0.5686274509803921,0.6086956521739131,0.5,0.5277777777777778,0.5535714285714286,0.5370370370370371,,0.17647058823529413,0.13157894736842105,,13.500784929356358,0.42857142857142855,0.13942307692307693,0.14285714285714285,0.15789473684210525,0.10714285714285714,0.14227642276422764,0.1349206349206349,0.09090909090909091,0.1282051282051282,0.058823529411764705,0.13725490196078433,0.19444444444444445,0.09411764705882353,0.16666666666666666,0.45161290322580644,0.7450980392156863,0.7105263157894737,0.8181818181818182,0.5555555555555556,0.2549019607843137,0.15384615384615385,0.2222222222222222,,,,,,,,,,0.8695652173913043,,,,0.75,0.6666666666666666,,,0.7450980392156863,,0.5104901960784314,0.5414100000000002,0.4883800000000001,0.27941176470588236,0.27941176470588236,0.40789473684210525,0.3815789473684211,2.0509803921568626,,0.34099616858237547,14.0,,,,22.0,3.0,3.0,2.0,,2.0,,18.0,1.0,0.3076923076923077,0.15789473684210525,0.13043478260869565,0.19444444444444445,0.16666666666666666,0.125,0.16666666666666666,1.0,,,,0.7,0.21428571428571427,,,,,2.0,,,,,,,,,,,2.0,,True,
923,1610612762,Donyell Marshall,Donyell Marshall,923,UTA,20601.0,343,-18.0,658,666,213,207,111,1324,60,93,32.0,17.0,28.0,10.0,35.0,3.0,15.0,,1.0,3.0,,,,1.0,73,143,1.0,3.0,36.0,185,693,24.0,40.0,,,4.0,52,20.0,43.0,,1.0,15.0,55.0,94,52.0,3.0,,1.0,2.0,1.0,17.0,20.0,3.0,23.0,1.0,2.0,13.0,,7.0,49.0,3.0,41.0,11.0,44.0,58.0,45.0,103.0,12,9,3.0,11.0,4.0,7.0,10,4.0,21,2.0,5.0,18,35,7.0,2.0,46.0,4.0,18.0,6.0,19.0,,,1.0,6.0,19.0,11.0,55.0,213,4.0,0.6438356164383562,0.8103448275862069,1.0,0.3333333333333333,,,0.5,0.5104895104895105,0.6,0.46511627906976744,0.5102739726027398,0.6,0.45454545454545453,0.5512048192771084,0.6190476190476191,0.5092592592592593,0.02054794520547945,0.11888111888111888,0.12903225806451613,0.06666666666666667,24.129032258064516,0.5238095238095238,0.2037037037037037,0.15413533834586465,0.16417910447761194,0.0625,0.19434628975265017,0.14012738853503184,0.19230769230769232,0.08333333333333333,,0.21621621621621623,0.14705882352941177,0.24324324324324326,0.13793103448275862,0.5789473684210527,0.636986301369863,0.6451612903225806,0.7407407407407407,0.6833333333333333,0.23972602739726026,0.2857142857142857,0.3225806451612903,0.10273972602739725,0.2,0.21428571428571427,0.6666666666666666,,0.02054794520547945,0.3333333333333333,0.3333333333333333,1.0,0.8,,,,0.6363636363636364,0.6071428571428571,0.022727272727272728,,0.6575342465753424,0.5,0.5087096551724138,0.5293675675675675,0.5065023255813953,0.1125,0.11464968152866242,0.2810810810810811,0.2972972972972973,3.9909090909090903,38.56666666666667,0.32370820668693007,22.0,,,,30.0,1.0,3.0,1.0,,2.0,,12.0,1.0,0.11428571428571428,0.1111111111111111,0.07142857142857142,0.1651376146788991,0.05660377358490566,0.3333333333333333,0.018867924528301886,0.4,,,,0.6875,0.3181818181818182,,,,,2.0,,,,,,,,,,2.0,1.0,,True,
2052,1610612762,DeShawn Stevenson,DeShawn Stevenson,2052,UTA,7107.0,118,-15.0,223,220,129,143,38,443,7,18,,4.0,13.0,3.0,3.0,10.0,25.0,,1.0,5.0,,,,3.0,20,46,1.0,5.0,8.0,51,238,3.0,4.0,,,1.0,7,10.0,26.0,,3.0,5.0,25.0,30,10.0,3.0,,1.0,4.0,1.0,3.0,7.0,4.0,11.0,2.0,2.0,2.0,1.0,4.0,26.0,,3.0,2.0,6.0,8.0,3.0,11.0,2,2,,4.0,,3.0,2,1.0,6,1.0,4.0,2,12,,2.0,10.0,,4.0,1.0,4.0,,,3.0,,4.0,2.0,25.0,129,4.0,0.75,0.75,1.0,0.2,,,0.25,0.43478260869565216,0.75,0.38461538461538464,0.4215686274509804,0.75,0.3448275862068966,0.45535714285714285,0.7,0.390625,0.09803921568627451,0.06521739130434782,0.16666666666666666,,23.308270676691727,0.6666666666666666,0.07317073170731707,0.03529411764705882,0.08695652173913043,,0.0761904761904762,0.02702702702702703,0.05405405405405406,,,0.038461538461538464,0.05263157894736842,0.10810810810810811,0.09523809523809523,0.5,0.35294117647058826,0.3888888888888889,0.4666666666666667,0.5714285714285714,0.058823529411764705,1.0,1.0,0.49019607843137253,0.4,0.4,0.9,,0.09803921568627451,0.2,0.2,1.0,,,,,0.4482758620689655,0.3076923076923077,0.10344827586206896,,0.45098039215686275,0.25,0.47341326530612243,0.39135000000000003,0.48609259259259263,0.07272727272727272,0.08,0.13725490196078433,0.49019607843137253,10.802173913043477,32.760000000000005,0.57847533632287,,,,,,,,2.0,,,,1.0,,,,,0.02857142857142857,,,0.08,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,True,
680,1610612762,John Amaechi,John Amaechi,680,UTA,14053.0,234,-48.0,437,444,146,186,70,881,11,30,11.0,3.0,10.0,4.0,25.0,2.0,12.0,,,,,,,,17,67,,,32.0,66,465,4.0,17.0,,,5.0,13,5.0,24.0,,,15.0,25.0,18,16.0,,,,,,14.0,9.0,1.0,10.0,1.0,,3.0,,6.0,21.0,6.0,21.0,5.0,14.0,21.0,28.0,49.0,1,1,,11.0,1.0,7.0,12,4.0,23,3.0,8.0,11,24,1.0,5.0,56.0,2.0,24.0,5.0,4.0,,,,1.0,4.0,4.0,25.0,146,6.0,0.5294117647058824,0.6,,,,,,0.2537313432835821,0.23529411764705882,0.20833333333333334,0.2537313432835821,0.23529411764705882,0.20833333333333334,0.35106382978723405,0.30952380952380953,0.3472222222222222,,0.208955223880597,0.3,,22.456813819577736,0.4782608695652174,0.0945945945945946,0.11229946524064172,0.14705882352941177,0.16216216216216217,0.1043956043956044,0.12053571428571429,0.13043478260869565,0.10714285714285714,0.3333333333333333,0.020833333333333332,0.11627906976744186,0.14035087719298245,0.15384615384615385,1.0,0.44776119402985076,0.36666666666666664,0.5238095238095238,0.5454545454545454,0.373134328358209,0.16,0.2,0.1791044776119403,0.16666666666666666,0.16666666666666666,1.0,,,,,,0.6470588235294118,,,,0.4166666666666667,0.3,,,0.44776119402985076,,0.45590597014925366,0.47509999999999997,0.4479125,0.2696629213483146,0.2696629213483146,0.19696969696969696,0.3787878787878788,6.495522388059701,,0.3340961098398169,3.0,,,,4.0,1.0,2.0,1.0,2.0,1.0,,3.0,,0.2,0.09523809523809523,0.06666666666666667,0.11764705882352941,0.08,0.125,0.02857142857142857,0.25,,,,0.2727272727272727,0.3333333333333333,,,,,2.0,,,,,,,,,,,,,True,
