EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Blocked3s,BlockedCorner3,3SecondViolations,PtsUnassisted3s,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,on,BlockedArc3,Clear Path Fouls
1005,1610612745,Walt Williams,Walt Williams,1005,HOU,67112.0,1119,-66,2080,2084,458,367,267.0,4164,47.0,91.0,7.0,20.0,9.0,17.0,5.0,31.0,36.0,91,28.0,61.0,4.0,9.0,5.0,6.0,50.0,122.0,4.0,14.0,14.0,28.0,88.0,213,78.0,183.0,40.0,450.0,2259,11.0,34.0,8.0,23.0,4.0,50.0,16.0,37.0,19.0,34.0,11.0,100.0,106.0,70.0,234.0,6.0,1.0,121.0,50.0,25.0,2.0,58.0,11.0,69.0,7.0,4.0,24.0,14.0,20.0,149.0,9.0,25.0,3.0,15.0,99.0,11.0,125.0,37.0,162.0,4.0,18.0,10.0,8.0,30.0,6.0,21.0,23.0,4.0,9.0,2.0,53.0,9.0,8.0,53.0,106.0,5.0,7.0,51.0,5.0,14.0,15.0,6.0,10.0,4.0,1.0,5.0,10.0,7.0,3.0,3.0,100.0,458,7.0,0.6022727272727273,0.6235294117647059,1.0,0.4262295081967213,0.34782608695652173,0.5588235294117647,0.42857142857142855,0.4131455399061033,0.3235294117647059,0.43243243243243246,0.5176767676767676,0.40350877192982454,0.6267605633802817,0.5351941747572816,0.423728813559322,0.6493506493506493,0.4621212121212121,0.01092896174863388,0.11737089201877934,0.17582417582417584,0.16129032258064516,0.04395604395604396,0.01639344262295082,0.00819672131147541,19.350811485642947,0.5660377358490566,0.21153846153846154,0.05555555555555555,0.11538461538461539,0.03234152652005175,0.09090909090909091,0.034482758620689655,0.11143695014662756,0.03288201160541586,0.04435483870967742,0.03940886699507389,0.018633540372670808,0.031088082901554404,0.04411764705882353,0.06986899563318777,0.11940298507462686,0.14127423822714683,0.09302325581395349,0.08333333333333333,0.020100502512562814,0.7,0.2297979797979798,0.5164835164835165,0.6266666666666667,0.5106382978723404,0.07828282828282829,0.16129032258064516,0.19230769230769232,0.4,0.2297979797979798,0.3956043956043956,0.41379310344827586,0.75,0.15404040404040403,0.45901639344262296,0.4666666666666667,1.0,0.30808080808080807,0.4098360655737705,0.4132231404958678,1.0,0.3508771929824561,0.35,0.42857142857142855,0.15789473684210525,0.4444444444444444,1.0,0.24561403508771928,0.2857142857142857,1.0,0.23943661971830985,0.5294117647058824,0.08450704225352113,0.8333333333333334,0.39436619718309857,0.5,0.6919191919191919,0.4132231404958678,0.5114962025316453,0.5105911111111112,0.4767035211267604,0.03694581280788178,0.06726457399103139,0.1111111111111111,0.2222222222222222,9.269014084507043,24.731693989071033,0.2201923076923077,,,,,,,,True,,
1509,1610612745,Kelvin Cato,Kelvin Cato,1509,HOU,31518.0,525,-43,981,980,169,137,126.0,1961,53.0,79.0,16.0,24.0,9.0,15.0,2.0,12.0,,1,,,,,,,,,,,,,55.0,92,,,33.0,143.0,1108,17.0,29.0,,,12.0,46.0,10.0,17.0,,,10.0,30.0,92.0,18.0,,16.0,,,,7.0,,5.0,2.0,7.0,,2.0,1.0,,4.0,16.0,8.0,33.0,2.0,15.0,71.0,6.0,92.0,43.0,135.0,3.0,7.0,7.0,,6.0,,4.0,7.0,1.0,2.0,,13.0,2.0,2.0,24.0,48.0,2.0,5.0,56.0,8.0,,29.0,3.0,29.0,16.0,3.0,10.0,30.0,19.0,,,30.0,169,2.0,0.8363636363636363,0.9787234042553191,,,,,,0.5978260869565217,0.5862068965517241,0.5882352941176471,0.5978260869565217,0.5862068965517241,0.5882352941176471,0.6163793103448276,0.6216216216216216,0.625,,,0.07608695652173914,0.06329113924050633,0.16666666666666666,,,,11.415929203539822,0.46153846153846156,0.2608695652173913,0.06666666666666667,0.1710843373493976,0.09620991253644315,0.234375,0.07017543859649122,0.17954070981210857,0.08971553610503283,0.09183673469387756,0.10843373493975904,0.09259259259259259,0.06493506493506493,0.08108108108108109,0.16326530612244897,0.22727272727272727,0.13513513513513514,0.2708333333333333,0.125,0.1,0.6333333333333333,0.8586956521739131,0.6708860759493671,0.7162162162162162,0.8490566037735849,0.13043478260869565,0.16666666666666666,0.2,0.5,0.010869565217391304,,,,,,,,,,,,0.8275862068965517,0.6666666666666666,0.5,,,,,,,0.8823529411764706,0.6,,,,,0.8586956521739131,,0.5454173913043477,0.5409375,0.5741764705882353,0.25663716814159293,0.25663716814159293,0.32167832167832167,0.2097902097902098,1.15,,0.17227319062181448,1.0,1.0,1.0,,,,,True,,
1749,1610612745,Cuttino Mobley,Cuttino Mobley,1749,HOU,53867.0,898,-8,1678,1683,352,289,211.0,3361,36.0,66.0,3.0,6.0,6.0,10.0,27.0,74.0,55.0,148,15.0,28.0,,1.0,4.0,7.0,28.0,65.0,5.0,12.0,6.0,17.0,118.0,288,43.0,93.0,82.0,447.0,1848,10.0,28.0,5.0,13.0,9.0,44.0,18.0,49.0,10.0,24.0,40.0,106.0,82.0,154.0,108.0,4.0,,65.0,28.0,14.0,1.0,46.0,23.0,69.0,14.0,9.0,25.0,3.0,18.0,161.0,2.0,18.0,,13.0,65.0,,78.0,20.0,98.0,3.0,24.0,15.0,9.0,24.0,9.0,14.0,18.0,3.0,10.0,3.0,42.0,4.0,10.0,23.0,50.0,1.0,2.0,93.0,5.0,7.0,35.0,9.0,16.0,10.0,1.0,5.0,17.0,8.0,,1.0,106.0,352,7.0,0.3474576271186441,0.35344827586206895,0.8372093023255814,0.46236559139784944,0.38461538461538464,0.4166666666666667,0.46236559139784944,0.4097222222222222,0.35714285714285715,0.3673469387755102,0.479002624671916,0.4268292682926829,0.4520547945205479,0.5237529691211401,0.4782608695652174,0.5585106382978723,0.2440944881889764,0.010752688172043012,0.04861111111111111,0.13636363636363635,0.06756756756756757,,,0.015384615384615385,24.026984950700573,0.5714285714285714,,,0.09447674418604651,0.03005008347245409,0.10236220472440945,0.009900990099009901,0.09570552147239264,0.024968789013732832,0.031088082901554404,0.03896103896103896,0.023809523809523808,0.006711409395973154,0.018867924528301886,0.0782122905027933,0.08520179372197309,0.11188811188811189,0.10309278350515463,0.1,0.014925373134328358,0.47058823529411764,0.1732283464566929,0.5454545454545454,0.631578947368421,0.3333333333333333,0.1942257217847769,0.36486486486486486,0.391304347826087,0.2962962962962963,0.3884514435695538,0.3716216216216216,0.3716216216216216,0.38181818181818183,0.07349081364829396,0.5357142857142857,0.5357142857142857,1.0,0.17060367454068243,0.4307692307692308,0.4375,0.75,0.14634146341463414,0.5,0.3333333333333333,0.024390243902439025,,,0.2926829268292683,0.4166666666666667,1.0,0.136986301369863,0.6,0.0958904109589041,0.5714285714285714,0.2328767123287671,0.35294117647058826,0.41732283464566927,0.4307692307692308,0.46053687664042,0.4546203125,0.4305520547945205,0.08737864077669903,0.11006289308176101,0.09843400447427293,0.2371364653243848,11.981944444444444,24.84623655913978,0.2097735399284863,1.0,1.0,,21.0,1.0,0.010638297872340425,,True,,
1883,1610612745,Steve Francis,Steve Francis,1883,HOU,32295.0,538,41,1015,1011,211,177,123.0,2026,33.0,72.0,7.0,9.0,6.0,18.0,13.0,25.0,28.0,72,2.0,5.0,,1.0,1.0,1.0,13.0,44.0,1.0,1.0,1.0,12.0,74.0,169,15.0,49.0,71.0,264.0,1082,10.0,17.0,1.0,2.0,2.0,25.0,13.0,39.0,2.0,13.0,26.0,58.0,24.0,124.0,18.0,10.0,5.0,39.0,13.0,16.0,,60.0,32.0,92.0,21.0,11.0,40.0,3.0,17.0,216.0,7.0,18.0,2.0,11.0,58.0,1.0,70.0,27.0,97.0,3.0,16.0,9.0,7.0,34.0,3.0,24.0,20.0,3.0,10.0,5.0,54.0,5.0,10.0,16.0,39.0,4.0,4.0,83.0,8.0,1.0,39.0,6.0,8.0,3.0,,5.0,8.0,4.0,,1.0,58.0,211,5.0,0.16216216216216217,0.17391304347826086,0.4,0.30612244897959184,0.5,0.15384615384615385,0.3409090909090909,0.4378698224852071,0.5882352941176471,0.3333333333333333,0.4426605504587156,0.6052631578947368,0.3076923076923077,0.515686274509804,0.5952380952380952,0.43283582089552236,0.22477064220183487,,0.09467455621301775,0.125,0.28,,,,26.776429809358753,0.6296296296296297,0.03333333333333333,0.1111111111111111,0.1345707656612529,0.05099150141643059,0.13253012048192772,0.056910569105691054,0.13424124513618677,0.052521008403361345,0.056,0.06493506493506493,0.039735099337748346,0.06315789473684211,0.03571428571428571,0.10344827586206896,0.15151515151515152,0.14207650273224043,0.15151515151515152,0.058823529411764705,0.02857142857142857,0.5,0.3302752293577982,0.4583333333333333,0.5238095238095238,0.24242424242424243,0.11467889908256881,0.52,0.7222222222222222,0.23076923076923078,0.3302752293577982,0.3888888888888889,0.3888888888888889,0.03571428571428571,0.022935779816513763,0.4,0.4,1.0,0.2018348623853211,0.29545454545454547,0.29545454545454547,0.3076923076923077,0.47368421052631576,0.7777777777777778,0.14285714285714285,0.05263157894736842,,,0.05263157894736842,1.0,,0.34615384615384615,0.3333333333333333,0.019230769230769232,1.0,0.23076923076923078,0.08333333333333333,0.555045871559633,0.3333333333333333,0.49477488262910807,0.4876807692307692,0.48422812500000006,0.1566265060240964,0.195,0.0946969696969697,0.2196969696969697,9.411242603550296,29.012244897959185,0.20788177339901479,,,,27.0,,,,True,,
1903,1610612745,Kenny Thomas,Kenny Thomas,1903,HOU,37367.0,623,-82,1168,1167,257,184,138.0,2335,63.0,94.0,10.0,18.0,12.0,13.0,19.0,50.0,35.0,73,,,,,,,,3.0,,,,1.0,117.0,217,,3.0,48.0,282.0,1304,12.0,24.0,,,8.0,32.0,17.0,29.0,,1.0,14.0,48.0,104.0,130.0,,16.0,,3.0,,12.0,,25.0,9.0,34.0,7.0,2.0,17.0,2.0,6.0,77.0,8.0,29.0,2.0,14.0,54.0,9.0,77.0,39.0,116.0,7.0,24.0,18.0,6.0,15.0,11.0,4.0,24.0,4.0,11.0,,39.0,2.0,8.0,21.0,53.0,7.0,7.0,71.0,7.0,,32.0,7.0,17.0,11.0,,6.0,17.0,9.0,,1.0,48.0,257,4.0,0.4444444444444444,0.47706422018348627,,,,,,0.5391705069124424,0.5,0.5862068965517241,0.5318181818181819,0.5,0.5666666666666667,0.5595238095238095,0.5333333333333333,0.6,0.013636363636363636,,0.055299539170506916,0.07446808510638298,0.1,,,,21.8796992481203,0.38461538461538464,0.3103448275862069,0.0625,0.11713665943600868,0.06823529411764706,0.16279069767441862,0.0625,0.12431444241316271,0.06690777576853527,0.07462686567164178,0.0784313725490196,0.0582010582010582,0.05263157894736842,0.09090909090909091,0.13636363636363635,0.1111111111111111,0.1111111111111111,0.16923076923076924,0.14285714285714285,0.07777777777777778,0.5294117647058824,0.42727272727272725,0.6702127659574468,0.7241379310344828,0.36507936507936506,0.22727272727272727,0.38,0.4222222222222222,0.3157894736842105,0.33181818181818185,0.4794520547945205,0.4794520547945205,0.6571428571428571,,,,,0.013636363636363636,,,,0.75,0.5555555555555556,0.1,,,,,,,0.43333333333333335,0.9230769230769231,,,0.03333333333333333,,0.4409090909090909,,0.46844659090909085,0.5004863636363636,0.4401799999999999,0.1306122448979592,0.1322314049586777,0.11347517730496454,0.1702127659574468,8.276497695852532,25.533333333333335,0.22003424657534246,,,1.0,,,,1.0,True,,
2204,1610612745,Eddie Griffin,Eddie Griffin,2204,HOU,23004.0,383,-51,697,702,175,140,105.0,1399,14.0,22.0,7.0,12.0,4.0,7.0,8.0,30.0,6.0,29,3.0,6.0,,1.0,1.0,1.0,20.0,53.0,1.0,4.0,5.0,12.0,28.0,81,23.0,59.0,13.0,138.0,739,7.0,17.0,1.0,5.0,3.0,20.0,6.0,20.0,6.0,13.0,7.0,37.0,36.0,20.0,69.0,10.0,,53.0,20.0,7.0,1.0,5.0,4.0,9.0,2.0,2.0,3.0,,2.0,22.0,4.0,20.0,1.0,9.0,51.0,5.0,65.0,25.0,90.0,2.0,2.0,2.0,,5.0,,3.0,2.0,1.0,2.0,1.0,7.0,,3.0,23.0,31.0,1.0,,17.0,1.0,,7.0,2.0,30.0,19.0,1.0,10.0,30.0,20.0,5.0,,37.0,175,1.0,0.6428571428571429,0.782608695652174,1.0,0.3898305084745763,0.2,0.46153846153846156,0.3898305084745763,0.345679012345679,0.4117647058823529,0.3,0.44642857142857145,0.38636363636363635,0.45454545454545453,0.46621621621621623,0.43478260869565216,0.4868421052631579,0.42142857142857143,0.01694915254237288,0.08641975308641975,0.045454545454545456,0.2,,,0.018867924528301886,18.902439024390244,0.7142857142857143,0.2777777777777778,0.05263157894736842,0.1624203821656051,0.06920415224913495,0.15,0.04040404040404041,0.16042780748663102,0.061855670103092786,0.04597701149425287,0.047619047619047616,0.1016949152542373,0.025974025974025976,0.09090909090909091,0.14432989690721648,0.14583333333333334,0.19008264462809918,0.14893617021276595,0.15384615384615385,0.025,0.6666666666666666,0.15714285714285714,0.6363636363636364,0.6666666666666666,0.5,0.21428571428571427,0.26666666666666666,0.3333333333333333,0.75,0.20714285714285716,0.20689655172413793,0.20689655172413793,0.8333333333333334,0.04285714285714286,0.5,0.5,1.0,0.37857142857142856,0.37735849056603776,0.38461538461538464,1.0,0.5454545454545454,0.5833333333333334,0.14285714285714285,0.045454545454545456,,,0.18181818181818182,0.25,1.0,0.21212121212121213,0.5714285714285714,0.030303030303030304,1.0,0.36363636363636365,0.4166666666666667,0.5785714285714286,0.37735849056603776,0.4782742857142857,0.5586823529411766,0.47146666666666665,0.04794520547945205,0.08045977011494253,0.14492753623188406,0.26811594202898553,10.428395061728393,25.050847457627114,0.25107604017216645,,,,,,,,True,,
2242,1610612745,Terence Morris,Terence Morris,2242,HOU,5447.0,91,17,173,176,41,40,18.0,349,8.0,11.0,2.0,2.0,,1.0,,2.0,1.0,3,,1.0,,,,,1.0,3.0,,,,1.0,9.0,16,1.0,4.0,,21.0,161,2.0,2.0,,,,4.0,,1.0,,1.0,,,18.0,,3.0,,,3.0,1.0,2.0,,7.0,,7.0,,,3.0,3.0,1.0,14.0,1.0,2.0,,3.0,9.0,2.0,14.0,3.0,17.0,,2.0,1.0,1.0,3.0,,2.0,2.0,,1.0,,5.0,2.0,3.0,3.0,9.0,2.0,1.0,2.0,,,1.0,,3.0,,,3.0,3.0,1.0,,,,41,2.0,1.0,1.0,1.0,0.25,,,0.25,0.5625,1.0,,0.525,1.0,,0.5,1.0,,0.2,,0.125,0.18181818181818182,,,,,13.333333333333334,0.6,0.4,,0.11842105263157894,0.034482758620689655,0.14285714285714285,0.041666666666666664,0.12371134020618557,0.036585365853658534,0.10526315789473684,,,0.058823529411764705,,0.08333333333333333,0.13043478260869565,0.13793103448275862,0.11764705882352941,0.25,,0.3333333333333333,0.55,0.7272727272727273,0.8888888888888888,1.0,0.1,,,,0.15,0.3333333333333333,0.3333333333333333,1.0,0.05,,,,0.15,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,,,,,,,0.5,,,,0.5,,0.75,0.3333333333333333,0.49327249999999995,0.57075,0.562,0.047619047619047616,0.058823529411764705,0.19047619047619047,,5.41875,24.7,0.23699421965317918,,,,,,,1.0,True,,
779,1610612745,Glen Rice,Glen Rice,779,HOU,7542.0,126,20,232,234,62,34,29.0,466,2.0,6.0,,1.0,,1.0,1.0,3.0,,2,1.0,5.0,,,,1.0,,3.0,,,,,3.0,11,1.0,8.0,8.0,17.0,244,,1.0,,,,,,2.0,,1.0,1.0,1.0,2.0,4.0,3.0,,,3.0,,2.0,,5.0,,5.0,,,3.0,1.0,1.0,10.0,,1.0,,1.0,11.0,,12.0,1.0,13.0,,2.0,2.0,,2.0,,1.0,3.0,1.0,1.0,,5.0,,,5.0,10.0,1.0,1.0,8.0,1.0,3.0,3.0,,,,,,,,,,1.0,62,,0.3333333333333333,0.3333333333333333,1.0,0.125,,,0.125,0.2727272727272727,,,0.23684210526315788,,,0.3333333333333333,,,0.42105263157894735,,0.18181818181818182,0.3333333333333333,,,,,9.774436090225564,0.4,,,0.12790697674418605,0.014705882352941176,0.05,,0.11320754716981132,0.010101010101010102,0.030303030303030304,,,,,0.09523809523809523,0.07692307692307693,0.1794871794871795,0.0625,,,,0.3157894736842105,0.3333333333333333,0.5,0.5,0.15789473684210525,0.3333333333333333,0.3333333333333333,,0.10526315789473684,,,,0.2631578947368421,0.2,0.2,1.0,0.15789473684210525,,,,1.0,,,,,,,,,0.3333333333333333,,0.3333333333333333,,,,0.7368421052631579,,0.5382,,0.51335,0.14285714285714285,0.23076923076923078,,0.058823529411764705,5.4363636363636365,24.1875,0.2672413793103448,,,,,,,,True,,
983,1610612745,Moochie Norris,Moochie Norris,983,HOU,35459.0,591,-95,1080,1081,276,219,147.0,2161,20.0,46.0,3.0,8.0,5.0,17.0,14.0,24.0,27.0,66,1.0,8.0,,1.0,1.0,3.0,5.0,24.0,,3.0,4.0,10.0,61.0,136,6.0,32.0,33.0,173.0,1229,7.0,21.0,,4.0,2.0,16.0,14.0,39.0,5.0,13.0,18.0,61.0,48.0,74.0,12.0,,2.0,22.0,5.0,10.0,,78.0,61.0,139.0,42.0,19.0,38.0,13.0,27.0,339.0,6.0,14.0,,5.0,32.0,,37.0,20.0,57.0,2.0,18.0,8.0,10.0,21.0,8.0,15.0,17.0,1.0,6.0,3.0,38.0,4.0,9.0,7.0,34.0,2.0,3.0,46.0,2.0,,14.0,10.0,1.0,1.0,,,1.0,1.0,,,61.0,276,14.0,0.39344262295081966,0.39344262295081966,0.6666666666666666,0.1875,,0.38461538461538464,0.2,0.4485294117647059,0.3333333333333333,0.358974358974359,0.4166666666666667,0.28,0.41346153846153844,0.45526315789473687,0.2962962962962963,0.46923076923076923,0.19047619047619047,,0.07352941176470588,0.13043478260869565,0.125,0.015151515151515152,,,17.995264404104184,0.5526315789473685,,,0.07637231503579953,0.03389830508474576,0.05813953488372093,0.04411764705882353,0.07326732673267326,0.03642987249544627,0.015748031496062992,0.05084745762711865,0.03571428571428571,0.04950495049504951,0.02857142857142857,0.08108108108108109,0.0703125,0.07777777777777778,0.04411764705882353,0.1111111111111111,0.024390243902439025,1.0,0.27380952380952384,0.43478260869565216,0.5,0.3,0.14285714285714285,0.5833333333333334,0.6666666666666666,0.35714285714285715,0.39285714285714285,0.4090909090909091,0.4153846153846154,0.48148148148148145,0.047619047619047616,0.125,0.125,1.0,0.14285714285714285,0.20833333333333334,0.20833333333333334,0.6,0.32,0.375,0.3333333333333333,0.04,,,0.12,,,0.3269230769230769,0.29411764705882354,0.057692307692307696,0.3333333333333333,0.19230769230769232,0.4,0.4642857142857143,0.22727272727272727,0.45362078313253007,0.4504142857142858,0.4389245098039216,0.07777777777777778,0.0945945945945946,0.09248554913294797,0.35260115606936415,10.678676470588234,26.246875000000003,0.25555555555555554,,,,6.0,,,,True,,
2357,1610612745,Tierre Brown,Tierre Brown,2357,HOU,6564.0,109,3,206,209,41,28,26.0,415,7.0,15.0,,2.0,2.0,5.0,2.0,5.0,4.0,11,,,,,,,1.0,5.0,,,,1.0,13.0,31,1.0,5.0,9.0,38.0,179,1.0,4.0,,,,2.0,3.0,9.0,,1.0,1.0,7.0,4.0,22.0,3.0,,,5.0,1.0,4.0,,13.0,6.0,19.0,3.0,3.0,7.0,1.0,5.0,44.0,,1.0,,1.0,6.0,,7.0,1.0,8.0,,6.0,5.0,1.0,7.0,2.0,2.0,5.0,1.0,5.0,1.0,12.0,1.0,2.0,4.0,9.0,,1.0,11.0,1.0,,4.0,2.0,3.0,,,3.0,3.0,2.0,,,7.0,41,1.0,0.15384615384615385,0.15384615384615385,1.0,0.2,,,0.2,0.41935483870967744,0.25,0.3333333333333333,0.4027777777777778,0.25,0.3,0.4634146341463415,0.25,0.3181818181818182,0.1388888888888889,,0.12903225806451613,0.06666666666666667,0.4,0.09090909090909091,,,22.17573221757322,0.5833333333333334,,,0.06060606060606061,0.010752688172043012,0.07692307692307693,,0.0625,0.008,,,0.02564102564102564,,,0.03125,0.09090909090909091,0.058823529411764705,,0.5,,0.6666666666666666,0.4166666666666667,0.4666666666666667,0.5,,0.1388888888888889,0.4,0.6666666666666666,,0.3055555555555556,0.36363636363636365,0.4,0.5,,,,,0.1388888888888889,0.2,0.2,1.0,0.5,,,,,,,,,0.5,0.4,,,0.1,,0.5555555555555556,0.2,0.4850611111111111,0.4157333333333333,0.4711,0.10256410256410256,0.11764705882352941,0.05263157894736842,0.18421052631578946,8.183870967741935,25.18,0.19902912621359223,,,,,,,,True,,
