EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,FTOffRebounds,FTDefRebounds,SecondChanceTurnovers,Technical Free Throw Trips,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,AtRimPctBlocked,DefFTReboundPct,OffFTReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,PenaltyAtRimFGM,OffThreePtRebounds,OffThreePtReboundPct,OffCorner3ReboundPct,PenaltyAtRimAccuracy,ThreePtAssists,Corner3Assists,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,3SecondViolations,OffArc3ReboundPct,PenaltyCorner3FGA,PenaltyArc3FGA,PenaltyFG3A,Fg3aBlocked,Arc3Assists,BlockedLongMidRange,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,Defensive 3 Seconds Violations,on,SecondChanceArc3FGM,SecondChanceArc3FGA,HeaveAttempts,Travels,Blocked3s,BlockedCorner3,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedArc3,Corner3PctBlocked,3pt And 1 Free Throw Trips,FoulsDrawn,Offensive Fouls Drawn
147,1610612754,Jalen Rose,Jalen Rose,147,IND,5274.0,88,-20,169,166,45,39,25.0,335,3.0,6.0,1.0,1.0,1.0,3.0,9.0,9.0,22.0,1.0,2.0,2.0,4.0,15.0,37.0,3.0,6.0,3.0,42.0,178,5.0,6.0,10.0,6.0,14.0,2.0,14.0,16.0,14.0,9.0,2.0,4.0,2.0,5.0,9.0,9.0,3.0,2.0,4.0,18.0,1.0,3.0,6.0,9.0,1.0,10.0,1.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,5.0,1.0,5.0,9.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,45,0.5333333333333333,0.5714285714285714,1.0,0.5,0.5,0.40540540540540543,0.8333333333333334,0.42857142857142855,0.45348837209302323,0.8333333333333334,0.42857142857142855,0.4772727272727273,0.8333333333333334,0.4666666666666667,0.13953488372093023,0.13513513513513514,0.3333333333333333,0.09090909090909091,25.0,0.8,0.08571428571428572,0.012658227848101266,0.23076923076923078,0.10843373493975904,0.01098901098901099,0.02857142857142857,0.07692307692307693,0.07407407407407407,0.1,0.2222222222222222,0.25,0.05,1.0,0.13953488372093023,0.5,0.5,0.6666666666666666,0.20930232558139536,0.3333333333333333,0.5,0.3333333333333333,0.5116279069767442,0.4090909090909091,0.45,0.5555555555555556,0.046511627906976744,0.5,0.5,1.0,0.09302325581395349,0.5,0.5,1.0,0.16666666666666666,1.0,1.0,0.07142857142857142,0.27906976744186046,0.5,0.4251174418604652,0.3880166666666667,0.3935785714285714,0.046511627906976744,0.05405405405405406,0.23809523809523808,0.3333333333333333,13.102702702702704,25.53333333333333,0.26627218934911245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1506,1610612754,Austin Croshere,Austin Croshere,1506,IND,2006.0,33,-9,63,59,28,26,17.0,122,1.0,4.0,1.0,2.0,2.0,,,1.0,4.0,,1.0,,1.0,2.0,8.0,,2.0,11.0,15.0,72,1.0,2.0,4.0,1.0,5.0,7.0,9.0,2.0,2.0,,2.0,1.0,,1.0,,,,,,,4.0,2.0,7.0,10.0,5.0,15.0,,1.0,1.0,,3.0,1.0,,2.0,3.0,2.0,,2.0,,,12.0,,4.0,1.0,1.0,,1.0,1.0,,9.0,28,0.5,1.0,,,,0.25,0.5,0.2,0.2,0.5,0.2,0.43333333333333335,0.6666666666666666,0.5,0.2,0.125,,,22.22222222222222,1.0,0.2916666666666667,0.12121212121212122,0.25,0.28125,0.10810810810810811,0.1111111111111111,0.14285714285714285,0.6,0.4,0.4,,,1.0,0.4,0.25,0.3333333333333333,,,,,,0.4,0.25,0.25,1.0,0.1,,,,0.1,,,,1.0,0.5,,0.4,0.6,,0.48082499999999995,0.5473,0.46046,0.2857142857142857,0.3333333333333333,0.26666666666666666,0.6,10.4125,24.1,0.4444444444444444,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.25,0.5,0.3333333333333333,0.125,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1733,1610612754,Al Harrington,Al Harrington,1733,IND,3276.0,55,-17,100,103,31,45,23.0,203,2.0,7.0,1.0,2.0,4.0,1.0,8.0,6.0,12.0,,,,,9.0,27.0,,,7.0,25.0,122,4.0,7.0,10.0,5.0,9.0,2.0,12.0,8.0,10.0,,6.0,,,2.0,1.0,1.0,,,1.0,2.0,5.0,,3.0,3.0,6.0,9.0,1.0,2.0,,2.0,1.0,,,1.0,1.0,,5.0,6.0,,,8.0,,3.0,1.0,,,,,,12.0,31,0.4444444444444444,0.6666666666666666,,,,0.3333333333333333,0.5714285714285714,0.5555555555555556,0.3333333333333333,0.5714285714285714,0.5555555555555556,0.4032258064516129,0.625,0.6,,0.07407407407407407,0.125,,25.6,1.0,0.08823529411764706,0.09259259259259259,,0.06976744186046512,0.1,0.045454545454545456,0.16666666666666666,0.07692307692307693,,,,0.0625,,0.25925925925925924,0.2857142857142857,0.3333333333333333,0.5,0.2962962962962963,0.125,0.14285714285714285,,0.4444444444444444,0.5,0.5,0.5,,,,,,,,,0.2857142857142857,0.5,,0.4444444444444444,0.25925925925925924,,0.44445925925925933,0.46831666666666666,0.4967222222222222,0.1,0.1,0.4,0.48,10.881481481481481,,0.31,2.0,,,,,,,0.14285714285714285,,,0.1,0.13636363636363635,2.0,1.0,0.16666666666666666,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
2056,1610612754,Primoz Brezec,Primoz Brezec,2056,IND,9634.0,161,-18,307,305,103,99,57.0,612,9.0,17.0,5.0,9.0,6.0,3.0,7.0,2.0,5.0,,,,,14.0,29.0,,,15.0,43.0,318,5.0,9.0,14.0,2.0,8.0,10.0,14.0,16.0,12.0,,10.0,,,4.0,5.0,6.0,3.0,1.0,1.0,13.0,12.0,3.0,7.0,12.0,16.0,28.0,,,,,2.0,1.0,4.0,1.0,6.0,2.0,13.0,28.0,6.0,1.0,25.0,1.0,6.0,7.0,7.0,6.0,7.0,5.0,,14.0,103,0.5714285714285714,0.8888888888888888,,,,0.4827586206896552,0.5555555555555556,0.25,0.4827586206896552,0.5555555555555556,0.25,0.524390243902439,0.5833333333333334,0.4666666666666667,,0.13793103448275862,,,12.737127371273713,0.3333333333333333,0.058333333333333334,0.08450704225352113,0.0967741935483871,0.06622516556291391,0.09036144578313253,0.09523809523809523,,0.022727272727272728,0.13043478260869565,0.08695652173913043,0.125,,0.7142857142857143,0.5862068965517241,0.5294117647058824,0.6923076923076923,0.3333333333333333,0.2413793103448276,0.42857142857142855,0.42857142857142855,1.0,0.1724137931034483,0.4,0.4,1.0,,,,,,,,,1.0,0.5555555555555556,,0.75,0.5862068965517241,,0.49166896551724143,0.5447375,0.5379,0.17647058823529413,0.17647058823529413,0.32558139534883723,0.32558139534883723,5.610344827586207,,0.3355048859934853,4.0,1.0,2.0,,,1.0,4.0,0.23529411764705882,0.2,0.1,0.06666666666666667,0.08163265306122448,2.0,3.0,0.125,0.2857142857142857,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.058823529411764705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
2224,1610612754,Jamaal Tinsley,Jamaal Tinsley,2224,IND,5766.0,96,-10,177,181,43,35,28.0,358,1.0,3.0,,,1.0,7.0,18.0,5.0,9.0,,1.0,,7.0,13.0,30.0,,8.0,9.0,35.0,194,1.0,2.0,2.0,2.0,6.0,7.0,11.0,8.0,18.0,,,7.0,,1.0,18.0,24.0,5.0,4.0,9.0,54.0,3.0,1.0,8.0,10.0,5.0,15.0,2.0,9.0,3.0,6.0,5.0,4.0,4.0,1.0,9.0,2.0,6.0,10.0,,1.0,11.0,1.0,3.0,3.0,5.0,2.0,5.0,2.0,,11.0,43,0.3076923076923077,0.3076923076923077,,,,0.43333333333333335,0.5,0.3333333333333333,0.34210526315789475,0.5,0.25,0.4069767441860465,0.5,0.4583333333333333,0.21052631578947367,0.03333333333333333,0.05555555555555555,,25.0,0.5555555555555556,0.10256410256410256,0.04054054054054054,0.07142857142857142,0.09782608695652174,0.054945054945054944,0.029411764705882353,0.125,0.06451612903225806,0.12903225806451613,0.1,,0.09090909090909091,0.4,0.07894736842105263,0.3333333333333333,0.3333333333333333,,0.47368421052631576,0.3888888888888889,0.4117647058823529,0.14285714285714285,0.23684210526315788,0.5555555555555556,0.5555555555555556,0.6,0.02631578947368421,,,,0.18421052631578946,,,,,,,0.125,0.2894736842105263,,0.41660789473684207,0.40425,0.39358125,0.075,0.09375,0.05714285714285714,0.3142857142857143,11.459999999999997,25.337500000000002,0.24293785310734464,,,1.0,,,2.0,,,0.2,,,0.08333333333333333,1.0,2.0,0.11764705882352941,,1.0,6.0,2.0,2.0,,,0.15384615384615385,1.0,1.0,2.0,1.0,4.0,1.0,0.125,0.14285714285714285,0.125,0.125,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
696,1610612754,Travis Best,Travis Best,696,IND,2087.0,35,-7,64,64,19,29,18.0,128,2.0,3.0,,,,1.0,4.0,5.0,7.0,,,,,8.0,14.0,,,2.0,18.0,80,,,1.0,,2.0,,,6.0,10.0,,,,,1.0,5.0,6.0,,2.0,3.0,13.0,1.0,,2.0,2.0,1.0,3.0,,,,,3.0,1.0,,2.0,3.0,2.0,,1.0,,,4.0,,2.0,,,,,,,,19,0.375,0.375,,,,0.5714285714285714,,,0.5714285714285714,,,0.5625,0.5,,,0.07142857142857142,,,22.61904761904762,1.0,0.08333333333333333,0.02857142857142857,,0.058823529411764705,0.025,,0.09090909090909091,,0.2,,,,,0.21428571428571427,0.6666666666666666,1.0,0.5,0.2857142857142857,0.25,0.25,,0.5,0.7142857142857143,0.7142857142857143,0.4,,,,,,,,,,,,,0.21428571428571427,,0.43143571428571426,,0.37275,0.125,0.125,0.05555555555555555,,12.564285714285713,,0.296875,1.0,,,1.0,,,1.0,0.3333333333333333,,,0.16666666666666666,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1886,1610612754,Jonathan Bender,Jonathan Bender,1886,IND,3215.0,54,-6,109,107,44,46,19.0,216,2.0,3.0,1.0,1.0,1.0,2.0,7.0,,5.0,,1.0,1.0,3.0,4.0,15.0,1.0,4.0,3.0,14.0,107,1.0,5.0,2.0,2.0,3.0,3.0,10.0,6.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,,1.0,1.0,4.0,2.0,2.0,8.0,10.0,3.0,13.0,,1.0,,1.0,1.0,,2.0,1.0,3.0,2.0,,2.0,,1.0,4.0,,1.0,1.0,,,,,,10.0,44,0.75,1.0,1.0,0.25,0.25,0.26666666666666666,0.2,0.6666666666666666,0.2894736842105263,0.2,0.7,0.3333333333333333,0.2,0.7142857142857143,0.21052631578947367,0.06666666666666667,0.14285714285714285,,18.75,0.3333333333333333,0.2,0.04,0.16666666666666666,0.19230769230769232,0.05,0.045454545454545456,0.08333333333333333,0.3076923076923077,0.2,0.1111111111111111,0.3333333333333333,,,0.15789473684210525,0.6666666666666666,0.6666666666666666,0.5,0.3684210526315789,0.2857142857142857,0.3333333333333333,1.0,0.2631578947368421,,,,0.05263157894736842,,,,0.15789473684210525,0.3333333333333333,0.3333333333333333,1.0,0.2,1.0,,0.2,0.3684210526315789,0.3333333333333333,0.4161289473684211,0.42069999999999996,0.41651000000000005,0.05,0.0625,0.14285714285714285,0.7142857142857143,10.506666666666668,25.175,0.4036697247706422,,,,1.0,,,1.0,,,,,0.047619047619047616,1.0,1.0,0.1,,1.0,,,,1.0,,0.14285714285714285,,2.0,2.0,,,,,,,0.4,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
397,1610612754,Reggie Miller,Reggie Miller,397,IND,5481.0,91,-3,169,166,31,33,32.0,335,4.0,4.0,1.0,1.0,1.0,2.0,3.0,6.0,19.0,2.0,4.0,4.0,8.0,12.0,26.0,6.0,12.0,19.0,61.0,175,3.0,3.0,16.0,1.0,1.0,2.0,10.0,18.0,6.0,15.0,4.0,8.0,4.0,1.0,6.0,6.0,2.0,2.0,2.0,12.0,2.0,2.0,2.0,4.0,2.0,6.0,1.0,1.0,,1.0,3.0,2.0,2.0,1.0,5.0,1.0,1.0,4.0,1.0,,21.0,2.0,8.0,,,,,,,10.0,31,0.75,0.9,0.8333333333333334,0.5,0.5,0.46153846153846156,1.0,1.0,0.5526315789473685,1.125,1.0,0.6333333333333333,1.1428571428571428,1.125,0.3157894736842105,0.038461538461538464,,0.05263157894736842,24.390243902439025,0.6,0.028169014084507043,0.025974025974025976,0.14285714285714285,0.047058823529411764,0.021052631578947368,0.02631578947368421,,0.03333333333333333,0.03225806451612903,0.08333333333333333,0.5,0.05263157894736842,,0.10526315789473684,1.0,1.0,1.0,0.07894736842105263,0.6666666666666666,0.6666666666666666,0.5,0.5,0.3157894736842105,0.3333333333333333,0.6666666666666666,0.10526315789473684,0.5,0.5,1.0,0.21052631578947367,0.5,0.5,0.75,0.25,1.0,1.0,0.25,0.42105263157894735,0.5,0.47499210526315794,0.5267875,0.5519625,0.2,0.25,0.26229508196721313,0.16393442622950818,14.642307692307694,25.15833333333333,0.1834319526627219,7.0,,,,4.0,,,,,,0.05263157894736842,,1.0,,,,1.0,,,1.0,1.0,,,2.0,1.0,3.0,,,,,,0.5,0.25,1.0,2.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.25,1.0,1.0,0.5,0.07692307692307693,,,True,,,,,,,,,,,,,,
979,1610612754,Jermaine O'Neal,Jermaine O'Neal,979,IND,2044.0,34,19,63,63,17,13,18.0,126,2.0,6.0,1.0,5.0,,3.0,5.0,,4.0,,,,,5.0,15.0,,,5.0,15.0,52,1.0,5.0,4.0,,2.0,,,8.0,2.0,,2.0,,,,1.0,1.0,1.0,,,2.0,4.0,3.0,7.0,10.0,5.0,15.0,,,,,,,,,,,1.0,1.0,,,6.0,,3.0,,3.0,2.0,3.0,1.0,,,17,0.8,1.0,,,,0.3333333333333333,0.2,,0.3333333333333333,0.2,,0.4166666666666667,0.3333333333333333,,,,,,21.686746987951807,,0.25925925925925924,0.10810810810810811,0.3333333333333333,0.2777777777777778,0.125,0.07142857142857142,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,0.4,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.6,0.6,1.0,0.26666666666666666,,,,,,,,,,,,1.0,0.2,,,0.4,,0.45371333333333336,0.5826250000000001,0.34385,0.16666666666666666,0.16666666666666666,0.26666666666666666,,7.220000000000001,,0.2698412698412698,2.0,,,,,1.0,,,,,0.18181818181818182,0.08333333333333333,,1.0,0.3333333333333333,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1902,1610612754,Jeff Foster,Jeff Foster,1902,IND,3744.0,62,-18,116,117,28,19,18.0,233,1.0,4.0,1.0,3.0,,1.0,4.0,,3.0,,,,,2.0,11.0,,,,4.0,134,1.0,4.0,2.0,,1.0,,,2.0,2.0,,,,,1.0,2.0,3.0,1.0,,1.0,7.0,5.0,3.0,11.0,15.0,6.0,21.0,,2.0,2.0,,,,2.0,,2.0,1.0,2.0,5.0,1.0,,,,,,1.0,,1.0,,,,28,0.5,0.5,,,,0.18181818181818182,0.25,,0.18181818181818182,0.25,,0.18181818181818182,0.25,,,0.09090909090909091,,,9.62962962962963,,0.21568627450980393,0.1,0.3,0.22950819672131148,0.1,0.09523809523809523,0.2,0.20833333333333334,0.22727272727272727,0.375,,,,0.36363636363636365,0.25,0.3333333333333333,1.0,0.36363636363636365,0.25,0.25,,0.2727272727272727,,,,,,,,,,,,0.75,0.3333333333333333,1.0,,0.36363636363636365,,0.4376636363636363,0.45883333333333337,0.3918,,,0.5,,8.89090909090909,,0.2413793103448276,,,1.0,,,1.0,,0.25,1.0,,,0.15,,1.0,0.1,,,1.0,,,1.0,,0.125,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,True,,,,,,,,,,,,,,
