EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTOffRebounds,FTDefRebounds,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,DefFTReboundPct,OffFTReboundPct,HeaveAttempts,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,FoulsDrawn,Offensive Fouls Drawn,BlockedCorner3,on,HeaveMakes,OffensiveGoaltends
133,1610612766,David Wesley,David Wesley,133,CHH,87477.0,1458,-28,2716,2704,500.0,539.0,368.0,5420,48.0,97.0,2.0,6.0,6.0,15.0,6.0,26.0,122.0,287.0,19.0,41.0,2.0,4.0,1.0,5.0,39.0,111.0,6.0,22.0,12.0,28.0,176.0,410.0,58.0,152.0,66.0,592.0,2908,12.0,34.0,8.0,26.0,5.0,53.0,27.0,60.0,13.0,33.0,27.0,120.0,268.0,84.0,168.0,6.0,2.0,111.0,39.0,33.0,2.0,111.0,25.0,136.0,22.0,3.0,49.0,31.0,31.0,297.0,3.0,19.0,7.0,47.0,54.0,22.0,76.0,4.0,44.0,34.0,10.0,36.0,12.0,27.0,28.0,3.0,9.0,1.0,64.0,4.0,8.0,34.0,80,1.0,4.0,10.0,88.0,4.0,13.0,26.0,1.0,12.0,9.0,2.0,5.0,2.0,9.0,3.0,120.0,500.0,4.0,0.7613636363636364,0.7657142857142857,0.9655172413793104,0.3815789473684211,0.3076923076923077,0.3939393939393939,0.3815789473684211,0.4292682926829268,0.35294117647058826,0.45,0.4679715302491103,0.4,0.5,0.48743718592964824,0.4140625,0.5416666666666666,0.2704626334519573,0.013157894736842105,0.08048780487804878,0.18556701030927836,0.15384615384615385,0.03832752613240418,0.024390243902439025,0.009009009009009009,20.94423320659062,0.5625,0.04144620811287478,0.0170863309352518,0.03211009174311927,0.01282051282051282,0.03994082840236687,0.01634472511144131,0.0219435736677116,0.01557632398753894,0.014830508474576272,0.010416666666666666,0.023809523809523808,0.03007518796992481,0.049689440993788817,0.04600484261501211,0.029940119760479042,0.0392156862745098,0.013888888888888888,0.3333333333333333,0.17259786476868327,0.4948453608247423,0.6075949367088608,0.7083333333333334,0.046263345195729534,0.23076923076923078,0.2727272727272727,0.8333333333333334,0.5106761565836299,0.4250871080139373,0.4420289855072464,0.7786885245901639,0.07295373665480427,0.4634146341463415,0.475,1.0,0.19750889679715303,0.35135135135135137,0.35454545454545455,0.9487179487179487,0.1,0.3333333333333333,0.5,0.06666666666666667,0.5,1.0,0.36666666666666664,0.2727272727272727,0.8333333333333334,0.16129032258064516,0.4,0.053763440860215055,0.2,0.3010752688172043,0.42857142857142855,0.4430604982206406,0.35135135135135137,0.4870769572953737,0.4926052083333334,0.4745252688172043,0.046153846153846156,0.06018518518518518,0.006535947712418301,0.08952702702702703,0.20270270270270271,13.874878048780484,24.92763157894736,0.18409425625920472,,,,,,,,,,,,,,,True,,
136,1610612766,P.J. Brown,P.J. Brown,136,CHH,92724.0,1545,37,2860,2855,471.0,435.0,424.0,5715,91.0,148.0,29.0,64.0,10.0,13.0,26.0,69.0,45.0,108.0,,,,,,,,,,,,,162.0,325.0,,,95.0,419.0,2984,43.0,94.0,,,20.0,106.0,21.0,40.0,,,36.0,78.0,238.0,86.0,,,46.0,,,25.0,,51.0,17.0,68.0,14.0,3.0,15.0,12.0,24.0,153.0,28.0,137.0,47.0,234.0,314.0,172.0,486.0,8.0,33.0,20.0,13.0,25.0,7.0,18.0,28.0,3.0,7.0,1.0,53.0,5.0,12.0,72.0,132,,18.0,12.0,112.0,13.0,11.0,45.0,,12.0,46.0,37.0,1.0,8.0,46.0,23.0,78.0,471.0,7.0,0.7345679012345679,0.8561151079136691,,,,,,0.49846153846153846,0.4574468085106383,0.525,0.49846153846153846,0.4574468085106383,0.525,0.5555555555555556,0.5145631067961165,0.646551724137931,,,0.07692307692307693,0.10135135135135136,0.14492753623188406,,,,12.474135382796335,0.4716981132075472,0.19864176570458403,0.10873015873015873,0.19583333333333333,0.13270142180094788,0.19816643159379407,0.11216859279401767,0.09295774647887324,0.11621621621621622,0.11401869158878504,0.1348314606741573,0.12121212121212122,0.1951219512195122,0.1924198250728863,0.20705882352941177,0.21428571428571427,0.13793103448275862,0.057971014492753624,0.5,0.4553846153846154,0.6148648648648649,0.6842105263157895,0.7032967032967034,0.2123076923076923,0.37681159420289856,0.4406779661016949,0.5769230769230769,0.3323076923076923,0.4166666666666667,0.4166666666666667,0.8888888888888888,,,,,,,,,0.6808510638297872,0.453125,0.2413793103448276,,,,,,,0.325,0.7692307692307693,,,,,0.4553846153846154,,0.4854803076923077,0.5133876543209875,0.449715,0.12605042016806722,0.12605042016806722,,0.2529832935560859,0.18615751789976134,7.768307692307693,,0.1646853146853147,7.0,33.0,2.0,4.0,3.0,0.42857142857142855,0.08974358974358974,,,,,,,,True,,
1724,1610612766,Bryce Drew,Bryce Drew,1724,CHH,20986.0,350,25,636,639,130.0,111.0,80.0,1275,6.0,11.0,,,1.0,2.0,3.0,6.0,9.0,25.0,5.0,7.0,,1.0,1.0,2.0,9.0,25.0,1.0,5.0,2.0,3.0,18.0,42.0,14.0,32.0,9.0,87.0,667,,,1.0,6.0,,3.0,2.0,4.0,3.0,5.0,1.0,14.0,22.0,14.0,39.0,3.0,,25.0,9.0,3.0,,38.0,11.0,49.0,9.0,2.0,17.0,6.0,15.0,109.0,,6.0,9.0,14.0,24.0,6.0,30.0,1.0,13.0,8.0,5.0,10.0,2.0,8.0,3.0,,2.0,1.0,13.0,1.0,2.0,14.0,24,,,,12.0,,4.0,3.0,,1.0,,,,,,,14.0,130.0,6.0,0.6111111111111112,0.6111111111111112,0.9285714285714286,0.4375,0.16666666666666666,0.6,0.4375,0.42857142857142855,,0.5,0.527027027027027,0.25,0.7222222222222222,0.5384615384615384,0.25,0.7,0.43243243243243246,,0.07142857142857142,0.09090909090909091,0.16666666666666666,0.04,,,12.5,0.7692307692307693,0.055776892430278883,0.024793388429752067,0.14516129032258066,,0.07348242811501597,0.020202020202020204,0.013888888888888888,0.015873015873015872,0.037383177570093455,,,,0.046875,0.11224489795918367,0.17777777777777778,0.058823529411764705,0.02564102564102564,,0.14864864864864866,0.5454545454545454,0.6,0.6666666666666666,0.08108108108108109,0.5,0.6,0.3333333333333333,0.33783783783783783,0.36,0.375,0.6666666666666666,0.0945945945945946,0.7142857142857143,0.7142857142857143,0.8,0.33783783783783783,0.36,0.36,1.0,,,,0.16666666666666666,,,0.8333333333333334,0.2,1.0,0.2222222222222222,0.5,0.2222222222222222,0.5,0.3333333333333333,0.6666666666666666,0.581081081081081,0.36,0.5013547297297296,0.5146124999999999,0.524088888888889,0.03896103896103896,0.06666666666666667,,0.034482758620689655,0.16091954022988506,11.845238095238093,25.134375000000002,0.20440251572327045,,1.0,,,,0.05555555555555555,,,,,,,,,True,,
1884,1610612766,Baron Davis,Baron Davis,1884,CHH,114853.0,1914,41,3555,3529,651.0,637.0,506.0,7084,139.0,269.0,19.0,37.0,28.0,55.0,22.0,63.0,61.0,149.0,14.0,30.0,3.0,6.0,2.0,6.0,68.0,209.0,11.0,29.0,18.0,58.0,222.0,481.0,82.0,239.0,109.0,799.0,3730,24.0,57.0,14.0,35.0,11.0,101.0,39.0,80.0,20.0,64.0,35.0,173.0,96.0,348.0,177.0,69.0,32.0,208.0,68.0,32.0,2.0,373.0,40.0,413.0,26.0,14.0,167.0,50.0,156.0,866.0,5.0,58.0,26.0,110.0,136.0,67.0,203.0,25.0,96.0,47.0,49.0,81.0,15.0,55.0,49.0,9.0,26.0,5.0,130.0,13.0,25.0,68.0,142,,5.0,14.0,181.0,20.0,1.0,81.0,2.0,17.0,20.0,10.0,1.0,9.0,21.0,16.0,173.0,651.0,9.0,0.21621621621621623,0.23300970873786409,0.7195121951219512,0.34309623430962344,0.4,0.3125,0.3445378151260504,0.46153846153846156,0.42105263157894735,0.4875,0.4791666666666667,0.4891304347826087,0.4791666666666667,0.49937421777221525,0.505,0.5148809523809523,0.33194444444444443,0.008368200836820083,0.06652806652806653,0.10037174721189591,0.047619047619047616,0.013422818791946308,,0.009569377990430622,22.262161514497965,0.6230769230769231,0.0766016713091922,0.03866666666666667,0.08496732026143791,0.017361111111111112,0.07807118254879448,0.03523489932885906,0.06904231625835189,0.03357314148681055,0.02050473186119874,0.0205761316872428,,0.047325102880658436,0.09718670076726342,0.08765652951699464,0.07203389830508475,0.12857142857142856,0.06631299734748011,0.7619047619047619,0.3736111111111111,0.516728624535316,0.5743801652892562,0.2805755395683453,0.0875,0.3492063492063492,0.36666666666666664,0.13636363636363635,0.20694444444444443,0.40939597315436244,0.41496598639455784,0.09836065573770492,0.041666666666666664,0.4666666666666667,0.4666666666666667,0.7857142857142857,0.2902777777777778,0.3253588516746411,0.3285024154589372,0.7058823529411765,0.40217391304347827,0.5135135135135135,0.05263157894736842,0.06521739130434782,0.5,1.0,0.31521739130434784,0.3793103448275862,0.7272727272727273,0.3819444444444444,0.509090909090909,0.041666666666666664,0.3333333333333333,0.4027777777777778,0.3103448275862069,0.7055555555555556,0.3269230769230769,0.5168398470097358,0.5119234939759035,0.5027145833333333,0.10613810741687979,0.14944649446494465,0.008333333333333333,0.12640801001251564,0.2165206508135169,6.905821205821203,25.81841004184101,0.1831223628691983,4.0,,,1.0,1.0,,0.0380952380952381,1.0,1.0,1.0,1.0,,,,True,,
922,1610612766,Elden Campbell,Elden Campbell,922,CHH,129492.0,2158,4,3999,3988,723.0,717.0,558.0,7987,159.0,259.0,37.0,66.0,23.0,36.0,152.0,346.0,73.0,187.0,,1.0,,,,,,1.0,,,,,384.0,792.0,,2.0,306.0,1074.0,4207,56.0,108.0,,,39.0,151.0,44.0,103.0,,,72.0,160.0,464.0,304.0,,,54.0,1.0,,54.0,,80.0,22.0,102.0,17.0,5.0,29.0,13.0,38.0,226.0,21.0,107.0,53.0,301.0,397.0,133.0,530.0,16.0,60.0,36.0,24.0,66.0,4.0,29.0,72.0,7.0,37.0,13.0,138.0,18.0,22.0,118.0,264,1.0,37.0,41.0,384.0,24.0,,183.0,,21.0,133.0,85.0,2.0,46.0,137.0,80.0,160.0,723.0,26.0,0.6041666666666666,0.6498599439775911,,,,,,0.48484848484848486,0.5185185185185185,0.42718446601941745,0.4836272040302267,0.5185185185185185,0.42718446601941745,0.5513347022587269,0.5763358778625954,0.5405405405405406,0.0025188916876574307,,0.06818181818181818,0.11969111969111969,0.06358381502890173,0.0053475935828877,,,23.77084224027362,0.4782608695652174,0.18580246913580248,0.06323877068557919,0.15273775216138327,0.0670926517571885,0.17996949669547535,0.06384039900249376,0.08048289738430583,0.05919661733615222,0.054016620498614956,0.06818181818181818,0.061224489795918366,0.15742397137745975,0.23356009070294784,0.1774193548387097,0.14393939393939395,0.18072289156626506,0.04519774011299435,0.583941605839416,0.3261964735516373,0.6138996138996139,0.6973684210526315,0.5660377358490566,0.4357682619647355,0.4393063583815029,0.4691358024691358,0.4868421052631579,0.23551637279596976,0.39037433155080214,0.3924731182795699,0.9315068493150684,0.0012594458438287153,,,,0.0012594458438287153,,,,0.6111111111111112,0.5606060606060606,0.13513513513513514,,,,,,,0.34951456310679613,0.6388888888888888,,,,,0.32871536523929473,,0.4430385390428212,0.5015907216494845,0.4309223300970874,0.19202518363064008,0.19242902208201892,,0.14059590316573556,0.148975791433892,7.805555555555559,24.55,0.18079519879969994,5.0,43.0,1.0,,19.0,0.39090909090909093,0.04065040650406504,,,4.0,3.0,1.0,1.0,1.0,True,,
1924,1610612766,Lee Nailon,Lee Nailon,1924,CHH,66774.0,1113,-52,2068,2070,334.0,322.0,286.0,4138,84.0,135.0,13.0,27.0,13.0,22.0,57.0,138.0,71.0,169.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,212.0,442.0,1.0,2.0,64.0,491.0,2236,31.0,64.0,1.0,1.0,15.0,80.0,34.0,65.0,,,15.0,83.0,302.0,122.0,3.0,,26.0,1.0,,28.0,,47.0,8.0,55.0,6.0,2.0,17.0,12.0,18.0,118.0,12.0,52.0,26.0,87.0,114.0,65.0,179.0,10.0,32.0,21.0,11.0,36.0,3.0,25.0,27.0,1.0,11.0,9.0,63.0,7.0,13.0,28.0,92,,11.0,8.0,82.0,11.0,4.0,40.0,,4.0,9.0,5.0,2.0,2.0,9.0,3.0,83.0,334.0,7.0,0.7122641509433962,0.7587939698492462,1.0,0.5,1.0,,0.5,0.4796380090497738,0.484375,0.5230769230769231,0.48085585585585583,0.5,0.5230769230769231,0.510482180293501,0.547945205479452,0.5547945205479452,0.0045045045045045045,,0.06334841628959276,0.1111111111111111,0.07971014492753623,0.011834319526627219,,,22.240527182866554,0.5714285714285714,0.10820895522388059,0.05889014722536806,0.1326530612244898,0.08333333333333333,0.113,0.062317429406037,0.05660377358490566,0.055776892430278883,0.06267029972752043,0.0859375,0.0625,0.1079136690647482,0.10256410256410256,0.11301369863013698,0.1347517730496454,0.12727272727272726,0.04926108374384237,0.3333333333333333,0.30405405405405406,0.6222222222222222,0.7,0.7261904761904762,0.3108108108108108,0.41304347826086957,0.44881889763779526,0.5614035087719298,0.38063063063063063,0.42011834319526625,0.4251497005988024,0.8169014084507042,0.0022522522522522522,1.0,1.0,1.0,0.0022522522522522522,,,,0.4153846153846154,0.48148148148148145,0.15384615384615385,0.015384615384615385,1.0,1.0,,,,0.3384615384615385,0.5909090909090909,,,,,0.30855855855855857,,0.45159110360360355,0.4589438596491228,0.4388692307692308,0.08456659619450317,0.08492569002123142,,0.1629327902240326,0.1690427698574338,9.354298642533935,24.700000000000003,0.16150870406189555,1.0,1.0,1.0,,,0.02,0.014705882352941176,,,,,,,,True,,
2048,1610612766,Jamaal Magloire,Jamaal Magloire,2048,CHH,3281.0,55,3,101,99,29.0,26.0,10.0,200,7.0,9.0,3.0,4.0,4.0,6.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,9.0,14.0,,,13.0,31.0,103,3.0,5.0,,,2.0,8.0,5.0,7.0,,,6.0,16.0,10.0,8.0,,,4.0,,,,,1.0,,1.0,,,1.0,,,2.0,,6.0,2.0,6.0,9.0,8.0,17.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,,,,4.0,,1.0,2.0,3,,,1.0,19.0,1.0,,9.0,,1.0,2.0,1.0,1.0,,2.0,1.0,16.0,29.0,,0.5555555555555556,0.7142857142857143,,,,,,0.6428571428571429,0.6,0.7142857142857143,0.6428571428571429,0.6,0.7142857142857143,0.6739130434782609,0.5714285714285714,0.7272727272727273,,,,,,,,,24.107142857142854,0.5,0.14634146341463414,0.2,0.15384615384615385,,0.14814814814814814,0.16216216216216217,0.1111111111111111,0.1111111111111111,0.3333333333333333,,,0.07142857142857142,0.3333333333333333,0.1111111111111111,0.2222222222222222,,0.4,0.5,0.6428571428571429,0.7777777777777778,0.7777777777777778,0.42857142857142855,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,0.14285714285714285,0.5,0.5,1.0,,,,,,,,,0.8,0.75,,,,,,,,0.8571428571428571,0.6666666666666666,,,,,0.6428571428571429,,0.4996714285714285,0.5109,0.5377285714285714,0.4090909090909091,0.4090909090909091,,0.25806451612903225,0.5161290322580645,3.9499999999999997,,0.2871287128712871,2.0,1.0,,,,0.5,0.25,,,,,,,,True,,
278,1610612766,Stacey Augmon,Stacey Augmon,278,CHH,32208.0,537,11,973,983,219.0,171.0,136.0,1956,19.0,42.0,4.0,13.0,8.0,10.0,6.0,23.0,22.0,64.0,,,,,,,,1.0,,,,,47.0,129.0,,1.0,36.0,130.0,1007,7.0,20.0,,,3.0,17.0,14.0,24.0,,,16.0,44.0,76.0,18.0,,,4.0,1.0,,6.0,1.0,27.0,12.0,39.0,8.0,4.0,9.0,7.0,11.0,90.0,4.0,19.0,16.0,45.0,63.0,24.0,87.0,4.0,23.0,13.0,10.0,15.0,1.0,8.0,8.0,1.0,7.0,2.0,23.0,2.0,5.0,27.0,60,,1.0,3.0,42.0,1.0,,16.0,,6.0,3.0,2.0,1.0,,3.0,1.0,44.0,219.0,7.0,0.8085106382978723,0.8444444444444444,,,,,,0.3643410852713178,0.35,0.5833333333333334,0.36153846153846153,0.35,0.5833333333333334,0.4304635761589404,0.40476190476190477,0.6666666666666666,0.007692307692307693,1.0,0.046511627906976744,0.09523809523809523,,0.03125,,1.0,15.109170305676857,0.6521739130434783,0.11029411764705882,0.045346062052505964,0.1702127659574468,0.056338028169014086,0.12151394422310757,0.04693877551020408,0.04,0.02040816326530612,0.061224489795918366,0.06557377049180328,,0.10884353741496598,0.07692307692307693,0.12941176470588237,0.16216216216216217,0.2,0.05263157894736842,0.3333333333333333,0.3230769230769231,0.4523809523809524,0.5,0.7894736842105263,0.17692307692307693,0.2608695652173913,0.2608695652173913,0.5,0.49230769230769234,0.34375,0.3548387096774194,0.9090909090909091,,,,,0.007692307692307693,,,,0.65,0.3076923076923077,0.25,,,,,,,0.4166666666666667,0.8,,,,,0.33076923076923076,,0.45267346153846144,0.4913941176470587,0.4701791666666666,0.1103448275862069,0.1111111111111111,,0.13076923076923078,0.3384615384615385,10.248062015503876,26.4,0.2250770811921891,1.0,2.0,,,,0.06060606060606061,0.03571428571428571,,,,,,,,True,,
469,1610612766,Jamal Mashburn,Jamal Mashburn,469,CHH,47711.0,795,35,1484,1469,296.0,323.0,207.0,2953,34.0,65.0,2.0,4.0,5.0,14.0,30.0,84.0,55.0,141.0,5.0,11.0,,,,4.0,13.0,40.0,4.0,7.0,4.0,11.0,119.0,290.0,18.0,51.0,87.0,379.0,1522,9.0,30.0,4.0,7.0,10.0,40.0,21.0,58.0,4.0,15.0,29.0,83.0,90.0,148.0,51.0,3.0,4.0,40.0,13.0,21.0,2.0,68.0,16.0,84.0,9.0,7.0,31.0,14.0,23.0,184.0,3.0,17.0,18.0,84.0,107.0,20.0,127.0,5.0,24.0,19.0,5.0,37.0,3.0,23.0,11.0,,14.0,,48.0,3.0,9.0,23.0,37,,2.0,5.0,100.0,6.0,10.0,40.0,,8.0,3.0,1.0,,2.0,3.0,3.0,83.0,296.0,1.0,0.37815126050420167,0.38461538461538464,0.9444444444444444,0.35294117647058826,0.5714285714285714,0.26666666666666666,0.35294117647058826,0.4103448275862069,0.3,0.3620689655172414,0.4281524926686217,0.40540540540540543,0.3698630136986301,0.48433420365535246,0.45454545454545453,0.47126436781609193,0.1495601173020528,0.0392156862745098,0.07241379310344828,0.16923076923076924,0.05952380952380952,0.03546099290780142,,0.05,24.97103128621089,0.7708333333333334,0.13725490196078433,0.027331189710610933,0.15517241379310345,0.025,0.1401098901098901,0.026954177897574125,0.03529411764705882,0.015706806282722512,0.03065134099616858,0.020618556701030927,0.043478260869565216,0.11483253588516747,0.13253012048192772,0.16033755274261605,0.15053763440860216,0.17391304347826086,0.027932960893854747,1.0,0.1906158357771261,0.5230769230769231,0.6296296296296297,0.4117647058823529,0.24633431085043989,0.35714285714285715,0.379746835443038,0.23333333333333334,0.41348973607038125,0.3900709219858156,0.40441176470588236,0.43636363636363634,0.03225806451612903,0.45454545454545453,0.45454545454545453,1.0,0.11730205278592376,0.325,0.34210526315789475,0.9230769230769231,0.10810810810810811,0.5,,,,,0.1891891891891892,0.5714285714285714,1.0,0.1917808219178082,0.35714285714285715,0.0547945205479452,,0.1506849315068493,0.36363636363636365,0.34017595307917886,0.325,0.45008093841642244,0.4261073529411765,0.436913698630137,0.10666666666666667,0.12345679012345678,,0.10554089709762533,0.21899736147757257,11.29103448275862,25.11372549019608,0.19946091644204852,,5.0,,2.0,,0.1282051282051282,,,,,,,,,True,,
2213,1610612766,Kirk Haston,Kirk Haston,2213,CHH,758.0,13,-8,25,24,9.0,8.0,4.0,49,,3.0,,2.0,,2.0,,1.0,,3.0,,,,,,,,,,,,,,7.0,,,,,22,,2.0,,,,,,3.0,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,3.0,3.0,1.0,4.0,,,,,,,,,,,,,,,,1,,1.0,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,0.2857142857142857,0.6666666666666666,,,,,23.333333333333336,,0.3333333333333333,0.06666666666666667,,,0.25,0.05555555555555555,0.2,,,,,1.0,,0.3333333333333333,,,,,0.42857142857142855,,,,0.14285714285714285,,,,0.42857142857142855,,,,,,,,,,,,1.0,,,,,,,,,0.6666666666666666,,,,,,0.42857142857142855,,0.4769285714285714,0.5871,0.5532666666666667,,,,,,9.471428571428572,,0.36,,,,,,,,,,,,,,,True,,
