EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Travels,Clear Path Fouls,Technical Free Throw Trips,BlockedLongMidRange,Assisted3sPct,ShortMidRangePctBlocked,LongMidRangePctBlocked,ShortMidRangePctAssisted,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,Arc3PctBlocked,OffensiveGoaltends,BlockedCorner3,on
1032,1610612749,Darvin Ham,Darvin Ham,1032,MIL,26143.0,436.0,-15.0,839.0,854.0,280.0,289.0,92.0,1693.0,38.0,61.0,3.0,9.0,6.0,12.0,1.0,4.0,2.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41.0,73.0,1.0,2.0,25.0,110.0,928.0,3.0,9.0,1.0,1.0,2.0,11.0,7.0,13.0,1.0,2.0,10.0,27.0,66.0,16.0,3.0,6.0,1.0,6.0,21.0,7.0,28.0,3.0,4.0,12.0,5.0,4.0,63.0,12.0,21.0,2.0,4.0,28.0,3.0,35.0,35.0,70.0,3.0,9.0,4.0,5.0,13.0,3.0,5.0,13.0,1.0,8.0,26.0,7.0,7.0,31.0,78.0,11.0,6.0,42.0,7.0,16.0,9.0,14.0,1.0,1.0,12.0,2.0,15.0,13.0,2.0,2.0,1.0,27.0,280.0,14.0,0.8048780487804879,0.868421052631579,0.5,1.0,0.5,1.0,0.5616438356164384,0.3333333333333333,0.5384615384615384,0.5666666666666667,0.45,0.5666666666666667,0.5913978494623656,0.4230769230769231,0.5869565217391305,0.02666666666666667,0.0821917808219178,0.09836065573770492,12.553191489361701,0.5,0.11538461538461539,0.07407407407407407,0.09061488673139159,0.08108108108108109,0.04040404040404041,0.11764705882352941,0.0784313725490196,0.09141274238227147,0.09333333333333334,0.0958904109589041,0.06306306306306306,0.15492957746478872,0.03225806451612903,0.05747126436781609,0.10526315789473684,0.10236220472440945,0.04054054054054054,0.04,0.12,0.8666666666666667,0.8133333333333334,0.6229508196721312,0.6909090909090909,0.8157894736842105,0.05333333333333334,0.25,0.25,0.10666666666666667,0.25,0.25,1.0,0.013333333333333334,1.0,1.0,0.013333333333333334,0.9,0.3333333333333333,0.1,1.0,0.8,0.5,0.06666666666666667,1.0,0.06666666666666667,0.84,0.5385594594594594,0.50695,0.5114214285714286,0.19047619047619047,0.1951219512195122,0.1,0.24545454545454545,2.532876712328767,37.599999999999994,0.33373063170441003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1501,1610612749,Tim Thomas,Tim Thomas,1501,MIL,49121.0,819.0,-67.0,1568.0,1536.0,537.0,549.0,171.0,3104.0,51.0,77.0,10.0,18.0,21.0,32.0,12.0,29.0,16.0,46.0,11.0,30.0,1.0,3.0,8.0,15.0,81.0,27.0,79.0,152.0,37.0,111.0,52.0,321.0,1723.0,13.0,26.0,4.0,10.0,7.0,45.0,26.0,54.0,15.0,42.0,19.0,116.0,120.0,38.0,,10.0,1.0,9.0,25.0,13.0,38.0,9.0,4.0,9.0,11.0,5.0,89.0,10.0,17.0,,21.0,74.0,8.0,103.0,27.0,130.0,3.0,27.0,15.0,12.0,27.0,8.0,16.0,31.0,6.0,11.0,58.0,9.0,19.0,35.0,84.0,2.0,11.0,65.0,5.0,30.0,4.0,11.0,,,4.0,3.0,11.0,7.0,1.0,,,116.0,537.0,19.0,0.759493670886076,0.8108108108108109,0.3333333333333333,0.4,0.35714285714285715,0.33636363636363636,0.5197368421052632,0.5,0.48148148148148145,0.5114068441064639,0.5277777777777778,0.5052083333333334,0.547945205479452,0.5769230769230769,0.5424528301886793,0.4220532319391635,0.05921052631578947,0.09090909090909091,19.841269841269842,0.46551724137931033,0.13793103448275862,,0.13074204946996468,0.03490759753593429,0.12280701754385964,0.046511627906976744,0.12890094979647218,0.038461538461538464,0.051094890510948905,0.03867403314917127,0.01775147928994083,0.025,0.10909090909090909,0.12727272727272726,0.14213197969543148,0.12254901960784313,0.12598425196850394,0.11363636363636363,0.022900763358778626,0.6363636363636364,0.29277566539923955,0.6623376623376623,0.7285714285714285,0.7058823529411765,0.11026615969581749,0.41379310344827586,0.42857142857142855,0.17490494296577946,0.34782608695652173,0.35555555555555557,0.875,0.11406844106463879,0.36666666666666664,0.36666666666666664,0.30798479087452474,0.5,0.5555555555555556,0.08333333333333333,0.3333333333333333,0.3333333333333333,0.65625,0.15625,0.5333333333333333,0.28125,0.714828897338403,0.5058287356321839,0.5021089285714286,0.5088781914893618,0.10416666666666667,0.1694915254237288,0.14018691588785046,0.3613707165109034,7.1355263157894715,25.68918918918919,0.3424744897959184,26.0,3.0,7.0,7.0,111.0,80.0,26.0,3.0,1.0,1.0,4.0,1.0,0.034482758620689655,0.021739130434782608,0.8333333333333334,1.0,0.32098765432098764,0.32098765432098764,1.0,0.5,1.0,0.19444444444444445,0.42857142857142855,1.0,0.25925925925925924,0.325,,,,,,,,,,True
1747,1610612749,Rafer Alston,Rafer Alston,1747,MIL,15264.0,254.0,-75.0,467.0,469.0,88.0,85.0,46.0,936.0,7.0,26.0,3.0,5.0,1.0,4.0,3.0,10.0,8.0,25.0,6.0,13.0,1.0,1.0,2.0,2.0,16.0,2.0,18.0,61.0,12.0,29.0,6.0,78.0,540.0,3.0,6.0,2.0,2.0,,12.0,3.0,9.0,2.0,4.0,3.0,15.0,12.0,24.0,3.0,4.0,,7.0,47.0,16.0,63.0,10.0,6.0,9.0,17.0,21.0,142.0,1.0,5.0,,3.0,18.0,,21.0,6.0,27.0,1.0,16.0,9.0,7.0,7.0,2.0,4.0,6.0,2.0,3.0,13.0,1.0,3.0,6.0,14.0,,1.0,10.0,,3.0,2.0,,,,,,,,,,,15.0,88.0,2.0,0.3333333333333333,0.375,0.41379310344827586,1.0,0.5,0.41379310344827586,0.29508196721311475,0.5,0.3333333333333333,0.4,0.75,0.46153846153846156,0.4105263157894737,0.75,0.5,0.32222222222222224,0.11475409836065574,0.2692307692307692,20.76923076923077,0.5384615384615384,,,0.1005586592178771,0.03125,0.06521739130434782,0.014285714285714285,0.09333333333333334,0.02608695652173913,0.038461538461538464,0.03773584905660377,0.01818181818181818,0.021739130434782608,,0.12698412698412698,0.09090909090909091,0.08333333333333333,0.05714285714285714,0.09090909090909091,0.0196078431372549,,0.28888888888888886,0.2692307692307692,0.3684210526315789,0.14285714285714285,0.1111111111111111,0.3,0.3,0.2777777777777778,0.32,0.32,0.375,0.14444444444444443,0.46153846153846156,0.46153846153846156,0.17777777777777778,0.625,0.6,0.125,1.0,0.3076923076923077,0.25,0.15384615384615385,1.0,0.15384615384615385,0.6111111111111112,0.509120786516854,0.552525,0.5174000000000001,0.03225806451612903,0.046875,0.15384615384615385,0.19230769230769232,9.621311475409838,25.151724137931037,0.18843683083511778,6.0,1.0,1.0,,33.0,16.0,6.0,,,,,0.9166666666666666,,,0.6666666666666666,0.8333333333333334,0.375,0.375,1.0,,,0.125,1.0,1.0,,0.375,,,,,,,,,,True
193,1610612749,Anthony Mason,Anthony Mason,193,MIL,121254.0,2021.0,28.0,3844.0,3826.0,980.0,1072.0,400.0,7670.0,92.0,175.0,14.0,27.0,24.0,45.0,95.0,183.0,12.0,33.0,,,,,,,1.0,,199.0,391.0,1.0,1.0,97.0,498.0,4156.0,20.0,39.0,,,9.0,49.0,45.0,88.0,,,36.0,126.0,216.0,182.0,,18.0,,37.0,164.0,58.0,222.0,43.0,15.0,45.0,47.0,72.0,502.0,20.0,53.0,,68.0,210.0,50.0,328.0,73.0,401.0,7.0,37.0,15.0,22.0,41.0,13.0,24.0,45.0,5.0,17.0,86.0,6.0,13.0,51.0,115.0,11.0,21.0,141.0,17.0,64.0,16.0,15.0,,,7.0,6.0,15.0,4.0,,1.0,5.0,126.0,980.0,16.0,0.542713567839196,0.5684210526315789,1.0,,,1.0,0.5089514066496164,0.5128205128205128,0.5113636363636364,0.5114795918367347,0.5128205128205128,0.5113636363636364,0.5472527472527473,0.5697674418604651,0.5727272727272728,0.002551020408163265,0.09462915601023018,0.12571428571428572,12.566907144519433,0.47674418604651164,0.38461538461538464,,0.14266304347826086,0.04045801526717557,0.17480719794344474,0.04938271604938271,0.1493820526598603,0.04256559766763848,0.04664723032069971,0.031683168316831684,0.045454545454545456,0.04276315789473684,0.06930693069306931,0.10256410256410256,0.1752136752136752,0.14608695652173914,0.15602836879432624,0.22429906542056074,0.04516129032258064,0.26666666666666666,0.44642857142857145,0.5257142857142857,0.6013071895424836,0.532608695652174,0.46683673469387754,0.5191256830601093,0.5621301775147929,0.08418367346938775,0.36363636363636365,0.375,0.9166666666666666,,,,0.002551020408163265,0.6923076923076923,0.5185185185185185,,,0.5113636363636364,0.5333333333333333,,,,0.4489795918367347,0.4585700255102041,0.49291034482758617,0.4531784090909092,0.14578587699316628,0.1461187214611872,0.09839357429718876,0.25301204819277107,5.722762148337597,27.4,0.25494276795005205,1.0,,,,3.0,1.0,1.0,3.0,,,2.0,1.0,0.07650273224043716,0.030303030303030304,0.5052631578947369,,1.0,1.0,1.0,0.21428571428571427,,,,,,1.0,,,,,,,,,,True
299,1610612749,Glenn Robinson,Glenn Robinson,299,MIL,140879.0,2348.0,-72.0,4464.0,4447.0,1111.0,1226.0,477.0,8911.0,90.0,173.0,11.0,26.0,18.0,38.0,225.0,453.0,163.0,343.0,6.0,24.0,1.0,3.0,3.0,11.0,154.0,40.0,478.0,969.0,58.0,178.0,236.0,1366.0,4843.0,47.0,87.0,7.0,17.0,21.0,136.0,91.0,205.0,19.0,51.0,101.0,340.0,604.0,352.0,15.0,22.0,4.0,51.0,120.0,48.0,168.0,32.0,16.0,57.0,36.0,27.0,384.0,19.0,49.0,2.0,58.0,250.0,28.0,336.0,70.0,406.0,10.0,97.0,59.0,38.0,104.0,20.0,47.0,70.0,7.0,57.0,174.0,15.0,43.0,81.0,173.0,7.0,19.0,282.0,24.0,103.0,44.0,41.0,,,20.0,11.0,41.0,27.0,2.0,,1.0,340.0,1111.0,25.0,0.6317991631799164,0.6466809421841542,0.3258426966292135,0.4117647058823529,0.37254901960784315,0.3333333333333333,0.4932920536635707,0.5402298850574713,0.44390243902439025,0.4925893635571055,0.5528846153846154,0.466796875,0.5342250196695515,0.5877192982456141,0.5380952380952381,0.15518744551002617,0.05263157894736842,0.08670520231213873,28.865361566120654,0.5977011494252874,0.18791946308724833,0.021739130434782608,0.14628437682855472,0.032279314888010543,0.12473118279569892,0.03838383838383838,0.14167433302667892,0.03378042722305018,0.04228855721393035,0.028368794326241134,0.028985507246376812,0.04371584699453552,0.023255813953488372,0.11776447105788423,0.15073529411764705,0.16415662650602408,0.13742690058479531,0.08943089430894309,0.01834862385321101,0.6585365853658537,0.15082824760244115,0.5202312138728323,0.569620253164557,0.6222222222222222,0.3949433304272014,0.4966887417218543,0.5294117647058824,0.2990409764603313,0.4752186588921283,0.48656716417910445,0.6871165644171779,0.020924149956408022,0.25,0.2608695652173913,0.13426329555361813,0.25,0.4230769230769231,0.028846153846153848,0.3333333333333333,0.1484375,0.47368421052631576,0.04296875,0.2727272727272727,0.15625,0.3060156931124673,0.4462515337423313,0.4617903614457832,0.4366912698412697,0.08475957620211899,0.0982824427480916,0.09956076134699854,0.24890190336749635,10.904850361197111,26.459550561797748,0.2488799283154122,52.0,6.0,14.0,16.0,159.0,150.0,52.0,13.0,1.0,8.0,10.0,0.9137931034482759,0.06181015452538632,0.023323615160349854,0.5955555555555555,0.8333333333333334,0.33766233766233766,0.33766233766233766,0.9230769230769231,0.09090909090909091,1.0,0.1346153846153846,0.42857142857142855,1.0,0.4,0.3466666666666667,1.0,1.0,0.0056179775280898875,0.041666666666666664,0.00558659217877095,,,,,True
2038,1610612749,Joel Przybilla,Joel Przybilla,2038,MIL,44236.0,737.0,-34.0,1403.0,1403.0,137.0,158.0,139.0,2806.0,41.0,72.0,12.0,24.0,3.0,7.0,3.0,15.0,,1.0,,,,,,,,,44.0,88.0,,,14.0,102.0,1510.0,13.0,27.0,,,3.0,29.0,3.0,10.0,,,1.0,7.0,64.0,24.0,,22.0,,15.0,11.0,2.0,13.0,,2.0,4.0,4.0,3.0,28.0,6.0,46.0,1.0,24.0,94.0,13.0,131.0,53.0,184.0,4.0,8.0,7.0,1.0,13.0,2.0,10.0,13.0,1.0,3.0,26.0,1.0,1.0,84.0,142.0,13.0,8.0,42.0,4.0,19.0,4.0,71.0,,,58.0,12.0,71.0,42.0,26.0,,4.0,7.0,137.0,2.0,0.7272727272727273,0.9696969696969697,,,,,0.5,0.48148148148148145,0.3,0.5,0.48148148148148145,0.3,0.4766355140186916,0.4393939393939394,0.2692307692307692,,0.17045454545454544,0.16666666666666666,8.471337579617835,0.5,0.3170731707317073,0.038461538461538464,0.16404886561954624,0.08863198458574181,0.183206106870229,0.047244094488188976,0.16761363636363635,0.0804953560371517,0.1259259259259259,0.09900990099009901,0.04945054945054945,0.042105263157894736,0.0625,0.09826589595375723,0.16756756756756758,0.21395348837209302,0.16483516483516483,0.225,0.13793103448275862,0.5915492957746479,0.8181818181818182,0.5694444444444444,0.6833333333333333,0.7317073170731707,0.17045454545454544,0.2,0.25,0.011363636363636364,,,,,,,,0.8888888888888888,0.5,,,0.7,0.42857142857142855,,,,0.8181818181818182,0.5562238636363636,0.541937037037037,0.5078900000000001,0.18446601941747573,0.18446601941747573,0.28431372549019607,0.06862745098039216,1.6590909090909092,,0.09764789736279401,,,,,,,,1.0,,,1.0,,0.2,,0.6666666666666666,,,,,0.16666666666666666,,,,,,,,,,,,,,,,True
208,1610612749,Sam Cassell,Sam Cassell,208,MIL,100647.0,1677.0,66.0,3226.0,3205.0,793.0,881.0,341.0,6431.0,43.0,73.0,3.0,6.0,13.0,22.0,92.0,196.0,169.0,366.0,13.0,24.0,2.0,5.0,2.0,5.0,91.0,28.0,304.0,635.0,44.0,115.0,177.0,917.0,3449.0,30.0,55.0,5.0,15.0,5.0,80.0,59.0,129.0,11.0,33.0,88.0,239.0,228.0,380.0,48.0,6.0,1.0,21.0,261.0,80.0,341.0,66.0,14.0,84.0,100.0,77.0,762.0,5.0,20.0,1.0,27.0,119.0,3.0,149.0,26.0,175.0,6.0,61.0,26.0,35.0,77.0,11.0,53.0,37.0,3.0,24.0,114.0,3.0,29.0,31.0,131.0,8.0,13.0,200.0,9.0,64.0,37.0,7.0,2.0,2.0,4.0,1.0,9.0,5.0,,,,239.0,793.0,30.0,0.375,0.3787375415282392,0.3826086956521739,0.3333333333333333,0.3333333333333333,0.38596491228070173,0.47874015748031495,0.5454545454545454,0.4573643410852713,0.49333333333333335,0.5357142857142857,0.4660493827160494,0.5421615201900237,0.547945205479452,0.5721153846153846,0.15333333333333332,0.03307086614173228,0.0684931506849315,26.45268400664084,0.6754385964912281,0.027777777777777776,0.016129032258064516,0.09527622097678143,0.017857142857142856,0.07988165680473373,0.015625,0.09199747952110901,0.017361111111111112,0.0313588850174216,0.01699029126213592,0.009501187648456057,0.020080321285140562,,0.0898876404494382,0.0925,0.10141987829614604,0.06827309236947791,0.11235955056179775,0.0158311345646438,0.5555555555555556,0.09733333333333333,0.589041095890411,0.6323529411764706,0.27906976744186046,0.2613333333333333,0.46938775510204084,0.4972972972972973,0.488,0.46174863387978143,0.46814404432132967,0.4437869822485207,0.032,0.5416666666666666,0.5416666666666666,0.12133333333333333,0.08571428571428572,0.5,0.07142857142857142,0.4,0.13580246913580246,0.5909090909090909,0.030864197530864196,0.4,0.1728395061728395,0.25066666666666665,0.4456600133511349,0.45477407407407405,0.442058695652174,0.08074534161490683,0.0927536231884058,0.08724100327153762,0.2606324972737186,13.328818897637797,25.294782608695655,0.2458152510849349,31.0,3.0,10.0,9.0,84.0,90.0,31.0,5.0,1.0,6.0,2.0,0.6363636363636364,0.05612244897959184,0.01366120218579235,0.29347826086956524,1.0,0.34065934065934067,0.34444444444444444,0.4838709677419355,0.3333333333333333,1.0,0.14285714285714285,0.3,0.3333333333333333,0.32142857142857145,0.34444444444444444,1.0,1.0,0.008695652173913044,,0.008695652173913044,1.0,0.01098901098901099,,,True
679,1610612749,Jason Caffey,Jason Caffey,679,MIL,4602.0,77.0,-77.0,139.0,138.0,25.0,32.0,20.0,277.0,3.0,7.0,2.0,4.0,,,1.0,3.0,1.0,3.0,,,,,,,,,5.0,13.0,,,9.0,19.0,177.0,2.0,5.0,,,,4.0,,1.0,,,3.0,3.0,6.0,4.0,,2.0,,2.0,1.0,,1.0,,,,1.0,,2.0,3.0,6.0,,2.0,3.0,,5.0,9.0,14.0,1.0,1.0,,1.0,3.0,1.0,2.0,4.0,1.0,1.0,7.0,,1.0,4.0,12.0,,2.0,13.0,1.0,5.0,2.0,,,,,,,,,,,3.0,25.0,1.0,0.6,0.75,,,,,0.38461538461538464,0.4,,0.38461538461538464,0.4,,0.5,0.4,0.375,,0.15384615384615385,0.2857142857142857,15.568862275449103,0.42857142857142855,,,0.0625,0.08823529411764706,0.09523809523809523,0.15,0.07246376811594203,0.10227272727272728,0.125,0.08695652173913043,0.06896551724137931,0.125,0.25,0.14285714285714285,,0.043478260869565216,0.125,,0.16666666666666666,,0.5384615384615384,0.42857142857142855,0.6,0.3333333333333333,0.23076923076923078,0.3333333333333333,0.3333333333333333,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,,,,,0.8,0.5,,,,,,,,0.5384615384615384,0.4998076923076923,0.5732,0.3897,0.29411764705882354,0.29411764705882354,0.21052631578947367,0.15789473684210525,6.123076923076923,,0.17985611510791366,,,,,,,,,,,,,,,1.0,,,,,0.5,,,,,,,,,,,,,,,,True
911,1610612749,Ervin Johnson,Ervin Johnson,911,MIL,52487.0,875.0,-69.0,1619.0,1629.0,414.0,553.0,187.0,3248.0,32.0,64.0,20.0,41.0,12.0,26.0,14.0,31.0,4.0,9.0,,,,,,,,,50.0,104.0,,,17.0,117.0,1751.0,23.0,46.0,,,6.0,52.0,16.0,33.0,,,13.0,45.0,58.0,42.0,,32.0,,7.0,9.0,2.0,11.0,,2.0,3.0,1.0,5.0,24.0,14.0,63.0,1.0,32.0,135.0,18.0,185.0,78.0,263.0,9.0,21.0,14.0,7.0,16.0,1.0,9.0,14.0,2.0,7.0,30.0,9.0,7.0,75.0,120.0,13.0,4.0,37.0,3.0,15.0,5.0,49.0,,,37.0,12.0,49.0,24.0,1.0,3.0,8.0,45.0,414.0,12.0,0.58,0.8529411764705882,,,,,0.4807692307692308,0.5,0.48484848484848486,0.4807692307692308,0.5,0.48484848484848486,0.4834710743801653,0.5098039215686274,0.5357142857142857,,0.0673076923076923,0.078125,8.255877528704211,0.5333333333333333,0.3157894736842105,0.02564102564102564,0.21293375394321767,0.11190053285968028,0.17582417582417584,0.08433734939759036,0.20465686274509803,0.1056241426611797,0.1513157894736842,0.11214953271028037,0.08121827411167512,0.058333333333333334,0.15217391304347827,0.18652849740932642,0.26153846153846155,0.1951219512195122,0.19424460431654678,0.11627906976744186,0.19148936170212766,0.4897959183673469,0.6153846153846154,0.5,0.5423728813559322,0.46875,0.2980769230769231,0.45161290322580644,0.4827586206896552,0.08653846153846154,0.4444444444444444,0.4444444444444444,1.0,,,,,0.8913043478260869,0.4878048780487805,,,0.7878787878787878,0.46153846153846156,,,,0.6153846153846154,0.483148076923077,0.5339755555555555,0.506760606060606,0.12931034482758622,0.12931034482758622,0.4444444444444444,0.38461538461538464,4.266346153846154,,0.2557134033353922,,,,,,,,,,,,,0.06451612903225806,,0.7142857142857143,,,,,0.15,,,,,,,,,,,,,,1.0,,True
2072,1610612749,Michael Redd,Michael Redd,2072,MIL,28028.0,467.0,-2.0,884.0,882.0,217.0,263.0,110.0,1766.0,28.0,38.0,8.0,10.0,6.0,8.0,12.0,30.0,16.0,31.0,15.0,31.0,2.0,2.0,5.0,9.0,29.0,6.0,56.0,99.0,27.0,60.0,29.0,222.0,978.0,11.0,15.0,4.0,4.0,3.0,37.0,12.0,20.0,7.0,15.0,14.0,59.0,82.0,30.0,6.0,16.0,,4.0,23.0,4.0,27.0,3.0,1.0,8.0,6.0,9.0,58.0,9.0,20.0,,14.0,30.0,,44.0,29.0,73.0,5.0,12.0,7.0,5.0,10.0,1.0,8.0,6.0,1.0,2.0,16.0,,8.0,17.0,39.0,1.0,3.0,40.0,3.0,17.0,4.0,4.0,1.0,,3.0,,5.0,4.0,,,,59.0,217.0,3.0,0.7321428571428571,0.8541666666666666,0.45,1.0,0.4666666666666667,0.45,0.5656565656565656,0.7333333333333333,0.6,0.6069182389937107,0.8947368421052632,0.6428571428571429,0.6271186440677966,0.8409090909090909,0.686046511627907,0.37735849056603776,0.04040404040404041,0.10526315789473684,19.16583912611718,0.625,,,0.0911854103343465,0.06666666666666667,0.14736842105263157,0.09090909090909091,0.10377358490566038,0.07268170426065163,0.054945054945054944,0.07627118644067797,0.06593406593406594,0.10810810810810811,0.04,0.06481481481481481,0.09523809523809523,0.11206896551724138,0.16176470588235295,0.1111111111111111,0.07142857142857142,0.8,0.2389937106918239,0.7368421052631579,0.8235294117647058,0.6428571428571429,0.18867924528301888,0.4,0.4,0.1949685534591195,0.5161290322580645,0.5161290322580645,0.8125,0.1949685534591195,0.4838709677419355,0.4838709677419355,0.18238993710691823,0.5263157894736842,0.8,0.10526315789473684,1.0,0.22857142857142856,0.75,0.2571428571428571,0.5555555555555556,0.17142857142857143,0.6163522012578616,0.5004993710691823,0.5191205882352942,0.48712428571428573,0.09826589595375723,0.1504424778761062,0.16666666666666666,0.26576576576576577,8.625252525252526,24.688333333333333,0.24547511312217193,12.0,2.0,2.0,2.0,75.0,29.0,12.0,,,1.0,1.0,0.9259259259259259,,,0.8333333333333334,0.9333333333333333,0.41379310344827586,0.42857142857142855,0.9166666666666666,0.125,0.5,0.10526315789473684,1.0,1.0,0.3333333333333333,0.41379310344827586,1.0,,0.016666666666666666,,,,0.034482758620689655,,1.0,True
