EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGM,FTOffRebounds,OffFTReboundPct,OffAtRimReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,3SecondViolations,Fg3aBlocked,Blocked3s,BlockedArc3,DefensiveGoaltends,Defensive 3 Seconds Violations,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,BlockedCorner3,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,on,FoulsDrawn,Offensive Fouls Drawn
147,1610612754,Jalen Rose,Jalen Rose,147,IND,33496.0,558,-49.0,1082,1085,328,333,116,2167,20.0,29.0,4.0,5.0,10.0,13.0,23.0,72.0,53.0,117.0,13.0,31.0,2.0,4.0,3.0,5.0,3.0,12.0,1.0,1.0,5.0,96.0,218.0,16.0,43.0,53.0,293.0,1120,8.0,18.0,2.0,5.0,4.0,26.0,35.0,81.0,4.0,10.0,34.0,116.0,96.0,96.0,39.0,9.0,4.0,1.0,11.0,3.0,17.0,42.0,13.0,55.0,10.0,3.0,21.0,4.0,17.0,123.0,3.0,8.0,13.0,56.0,4.0,73.0,11.0,84.0,5.0,16.0,12.0,4.0,23.0,8.0,16.0,22.0,1.0,7.0,3.0,45.0,3.0,17.0,13.0,41.0,3.0,9.0,64.0,5.0,7.0,20.0,11.0,5.0,2.0,1.0,2.0,5.0,2.0,116.0,328,3.0,0.5,0.5106382978723404,0.8125,0.37209302325581395,0.4,0.4,0.38095238095238093,0.44036697247706424,0.4444444444444444,0.43209876543209874,0.45977011494252873,0.4782608695652174,0.45054945054945056,0.5,0.52,0.509090909090909,0.16475095785440613,0.0779816513761468,0.10344827586206896,0.18055555555555555,0.008547008547008548,27.213114754098363,0.5111111111111111,0.10256410256410256,0.12669683257918551,0.02056555269922879,0.13402061855670103,0.025210084033613446,0.1280148423005566,0.021653543307086614,0.02531645569620253,0.024539877300613498,0.028169014084507043,0.020833333333333332,0.06722689075630252,0.1232876712328767,0.1694915254237288,0.1076923076923077,0.1875,0.03816793893129771,0.4,0.1111111111111111,0.6896551724137931,0.7692307692307693,0.4,0.27586206896551724,0.3194444444444444,0.3898305084745763,0.34782608695652173,0.4482758620689655,0.452991452991453,0.45689655172413796,0.6037735849056604,0.11877394636015326,0.41935483870967744,0.41935483870967744,0.9230769230769231,0.04597701149425287,0.25,0.25,0.3333333333333333,0.21739130434782608,0.8,0.5,0.17391304347826086,0.5,0.5,0.043478260869565216,0.14285714285714285,0.7692307692307693,0.054945054945054944,0.6,0.054945054945054944,0.2,0.27586206896551724,0.2727272727272727,0.4365034615384615,0.4617825,0.4242716666666667,0.07246376811594203,0.08583690987124463,0.08873720136518772,0.39590443686006827,12.842201834862388,24.32325581395349,0.3031423290203327,,,,,,,,,,,,,,,,,,,,,True,,
1506,1610612754,Austin Croshere,Austin Croshere,1506,IND,37946.0,632,39.0,1215,1201,305,305,149,2416,33.0,63.0,12.0,20.0,10.0,19.0,11.0,26.0,27.0,63.0,10.0,25.0,1.0,2.0,1.0,4.0,13.0,44.0,4.0,4.0,15.0,71.0,152.0,23.0,69.0,45.0,256.0,1203,14.0,27.0,4.0,6.0,3.0,43.0,16.0,34.0,5.0,19.0,25.0,72.0,84.0,58.0,69.0,,20.0,3.0,41.0,13.0,10.0,34.0,8.0,42.0,5.0,3.0,16.0,5.0,13.0,92.0,4.0,28.0,18.0,73.0,12.0,103.0,33.0,136.0,4.0,12.0,7.0,5.0,18.0,6.0,12.0,20.0,2.0,6.0,3.0,38.0,3.0,7.0,32.0,52.0,2.0,5.0,54.0,5.0,7.0,19.0,7.0,12.0,6.0,1.0,5.0,12.0,5.0,72.0,305,3.0,0.5915492957746479,0.6885245901639344,1.0,0.3333333333333333,0.6666666666666666,0.2631578947368421,0.3484848484848485,0.46710526315789475,0.5185185185185185,0.47058823529411764,0.47737556561085975,0.6060606060606061,0.44339622641509435,0.5165289256198347,0.6323529411764706,0.5303030303030303,0.31221719457013575,0.06578947368421052,0.14285714285714285,0.038461538461538464,,20.1294033069734,0.47368421052631576,0.2926829268292683,0.1489795918367347,0.062360801781737196,0.16981132075471697,0.03508771929824561,0.15268456375838926,0.056838365896980464,0.04081632653061224,0.05612244897959184,0.04,0.02564102564102564,0.15748031496062992,0.1794871794871795,0.12077294685990338,0.1917808219178082,0.12121212121212122,0.03571428571428571,0.4166666666666667,0.2850678733031674,0.5238095238095238,0.6111111111111112,0.42424242424242425,0.11764705882352941,0.4230769230769231,0.44,0.45454545454545453,0.2850678733031674,0.42857142857142855,0.42857142857142855,0.8518518518518519,0.11312217194570136,0.4,0.4,1.0,0.19909502262443438,0.29545454545454547,0.29545454545454547,1.0,0.6060606060606061,0.6,0.08333333333333333,0.06060606060606061,0.5,1.0,0.12121212121212122,0.3584905660377358,0.5263157894736842,0.07547169811320754,0.25,0.2830188679245283,0.26666666666666666,0.5972850678733032,0.3170731707317073,0.49528027522935797,0.5431206896551725,0.516635,0.08085106382978724,0.1144578313253012,0.16796875,0.28125,9.846710526315789,25.5536231884058,0.25102880658436216,3.0,1.0,0.02564102564102564,0.10377358490566038,0.75,1.0,,,,,,,,,,,,,,,True,,
1733,1610612754,Al Harrington,Al Harrington,1733,IND,28733.0,479,-94.0,909,917,274,259,105,1826,32.0,49.0,10.0,16.0,13.0,18.0,38.0,82.0,22.0,60.0,,1.0,,,,,1.0,2.0,1.0,1.0,1.0,92.0,191.0,1.0,3.0,45.0,232.0,957,19.0,35.0,,1.0,8.0,46.0,26.0,54.0,1.0,1.0,17.0,72.0,94.0,90.0,3.0,,26.0,,2.0,1.0,9.0,19.0,4.0,23.0,1.0,3.0,8.0,2.0,9.0,50.0,7.0,28.0,7.0,54.0,3.0,64.0,35.0,99.0,4.0,17.0,9.0,8.0,9.0,4.0,5.0,27.0,3.0,4.0,4.0,36.0,3.0,6.0,19.0,60.0,12.0,11.0,54.0,8.0,,26.0,5.0,14.0,3.0,1.0,10.0,14.0,10.0,72.0,274,10.0,0.5108695652173914,0.5949367088607594,1.0,0.3333333333333333,,1.0,0.3333333333333333,0.4816753926701571,0.5428571428571428,0.48148148148148145,0.48195876288659795,0.5277777777777778,0.5,0.5345622119815668,0.575,0.5625,0.015463917525773196,0.04712041884816754,0.08163265306122448,0.06097560975609756,,24.539282250242483,0.25,0.09090909090909091,0.14835164835164835,0.07629427792915532,0.08641975308641975,0.09859154929577464,0.13707865168539327,0.07990867579908675,0.0718954248366013,0.05128205128205128,0.07894736842105263,0.12121212121212122,0.1717171717171717,0.11382113821138211,0.1619718309859155,0.07936507936507936,0.1111111111111111,0.044444444444444446,0.7142857142857143,0.25257731958762886,0.6530612244897959,0.7111111111111111,0.625,0.422680412371134,0.4634146341463415,0.4935064935064935,0.39473684210526316,0.30927835051546393,0.36666666666666664,0.36666666666666664,0.5454545454545454,0.005154639175257732,,,,0.010309278350515464,0.5,0.5,1.0,0.4444444444444444,0.625,0.1,,,,0.027777777777777776,0.32727272727272727,0.7222222222222222,,,0.01818181818181818,1.0,0.26804123711340205,0.5,0.43206958762886605,0.47083965517241383,0.43752181818181823,0.12264150943396226,0.12440191387559808,0.19827586206896552,0.3103448275862069,9.478010471204188,26.033333333333335,0.30143014301430143,,,,0.15517241379310345,,,3.0,,,,,,,,,,,,,,True,,
1886,1610612754,Jonathan Bender,Jonathan Bender,1886,IND,98769.0,1646,-43.0,3158,3161,987,925,369,6319,87.0,140.0,22.0,35.0,33.0,47.0,25.0,87.0,41.0,108.0,14.0,35.0,4.0,6.0,4.0,9.0,31.0,90.0,3.0,6.0,24.0,153.0,335.0,45.0,125.0,140.0,581.0,3253,27.0,53.0,5.0,9.0,20.0,89.0,45.0,84.0,10.0,33.0,57.0,177.0,194.0,112.0,132.0,3.0,34.0,,90.0,31.0,44.0,51.0,11.0,62.0,5.0,6.0,12.0,17.0,22.0,135.0,19.0,45.0,31.0,144.0,5.0,180.0,64.0,244.0,10.0,19.0,11.0,8.0,43.0,4.0,18.0,53.0,12.0,25.0,5.0,96.0,5.0,30.0,62.0,147.0,13.0,26.0,181.0,13.0,,84.0,13.0,48.0,31.0,,17.0,49.0,31.0,177.0,987,21.0,0.6339869281045751,0.7132352941176471,0.9777777777777777,0.36,0.5555555555555556,0.30303030303030304,0.36,0.45671641791044776,0.5094339622641509,0.5357142857142857,0.47934782608695653,0.5564516129032258,0.5128205128205128,0.5340073529411765,0.6013513513513513,0.5939597315436241,0.2717391304347826,0.13134328358208955,0.17142857142857143,0.1839080459770115,0.037037037037037035,17.862126709461347,0.4479166666666667,0.04672897196261682,0.11171450737005431,0.03940455341506129,0.11272727272727273,0.06291390728476821,0.1118925831202046,0.0443213296398892,0.034324942791762014,0.0467706013363029,0.07042253521126761,0.0449438202247191,0.09742120343839542,0.1031390134529148,0.12955465587044535,0.12626262626262627,0.07792207792207792,0.04716981132075472,0.6326530612244898,0.30434782608695654,0.6214285714285714,0.75,0.6091954022988506,0.1891304347826087,0.28735632183908044,0.352112676056338,0.68,0.23478260869565218,0.37962962962962965,0.3942307692307692,0.6585365853658537,0.07608695652173914,0.4,0.4117647058823529,1.0,0.1956521739130435,0.34444444444444444,0.34831460674157305,0.967741935483871,0.5645161290322581,0.6285714285714286,0.22727272727272727,0.0967741935483871,0.6666666666666666,1.0,0.04838709677419355,0.4017094017094017,0.7021276595744681,0.07692307692307693,0.4444444444444444,0.20512820512820512,0.25,0.5760869565217391,0.34444444444444444,0.48262206521739126,0.5178717391304348,0.4770641025641026,0.15819209039548024,0.20689655172413793,0.153184165232358,0.3046471600688468,8.453432835820896,24.916800000000006,0.3125395820139329,1.0,,,0.03515625,0.3333333333333333,1.0,2.0,2.0,1.0,1.0,1.0,3.0,0.016,0.02857142857142857,0.011111111111111112,,,,,,True,,
2224,1610612754,Jamaal Tinsley,Jamaal Tinsley,2224,IND,44488.0,741,17.0,1445,1438,467,420,178,2883,35.0,71.0,5.0,8.0,13.0,28.0,23.0,62.0,21.0,53.0,2.0,11.0,,1.0,2.0,5.0,11.0,47.0,3.0,2.0,14.0,79.0,186.0,13.0,58.0,48.0,245.0,1474,8.0,13.0,1.0,4.0,5.0,24.0,18.0,54.0,4.0,19.0,32.0,80.0,42.0,116.0,30.0,9.0,12.0,3.0,44.0,11.0,16.0,148.0,42.0,190.0,28.0,14.0,73.0,39.0,36.0,422.0,4.0,17.0,8.0,65.0,5.0,78.0,23.0,101.0,4.0,26.0,13.0,13.0,38.0,20.0,30.0,38.0,4.0,8.0,1.0,76.0,4.0,24.0,28.0,79.0,1.0,10.0,71.0,3.0,,22.0,15.0,12.0,5.0,1.0,6.0,15.0,6.0,80.0,467,16.0,0.26582278481012656,0.2876712328767123,0.7692307692307693,0.22413793103448276,0.25,0.21052631578947367,0.23636363636363636,0.42473118279569894,0.6153846153846154,0.3333333333333333,0.4036885245901639,0.5588235294117647,0.3287671232876712,0.44064748201438847,0.5714285714285714,0.42105263157894735,0.23770491803278687,0.08602150537634409,0.07042253521126761,0.1774193548387097,,21.519756838905774,0.5,0.125,0.10887772194304858,0.03353057199211045,0.06837606837606838,0.025477707006369428,0.10224089635854341,0.03162650602409638,0.05,0.027932960893854747,0.025210084033613446,0.02631578947368421,0.10191082802547771,0.09615384615384616,0.125,0.07777777777777778,0.037037037037037035,0.030303030303030304,0.4,0.29098360655737704,0.49295774647887325,0.5303030303030303,0.22857142857142856,0.2540983606557377,0.3709677419354839,0.45098039215686275,0.21739130434782608,0.21721311475409835,0.39622641509433965,0.39622641509433965,0.38095238095238093,0.045081967213114756,0.18181818181818182,0.18181818181818182,1.0,0.19262295081967212,0.23404255319148937,0.23404255319148937,0.7272727272727273,0.47058823529411764,0.625,,0.058823529411764705,,,0.17647058823529413,0.3835616438356164,0.4642857142857143,0.0684931506849315,0.4,0.1917808219178082,0.14285714285714285,0.5286885245901639,0.25,0.4746190871369294,0.5055533333333334,0.4857614285714285,0.08365019011406843,0.1073170731707317,0.09795918367346938,0.32653061224489793,8.538172043010753,26.017241379310345,0.3231833910034602,1.0,2.0,0.03636363636363636,0.015625,0.3333333333333333,1.0,,,3.0,2.0,,,,,,1.0,,,,,True,,
2249,1610612754,Jamison Brewer,Jamison Brewer,2249,IND,2281.0,38,6.0,78,80,13,29,8,158,1.0,2.0,,1.0,,,1.0,2.0,,,,,,,,,,1.0,,,,2.0,4.0,,1.0,,4.0,67,,1.0,,,,,,,,,,,4.0,,,,,1.0,,,1.0,7.0,2.0,9.0,2.0,,1.0,1.0,5.0,20.0,1.0,1.0,,6.0,,6.0,2.0,8.0,,2.0,,2.0,3.0,,1.0,,,2.0,,3.0,,,1.0,2.0,,,,,,,,,,,,,,,13,,1.0,1.0,,,,,,0.5,,,0.4,,,0.4,,,0.2,0.25,,0.5,,8.98876404494382,1.0,,0.21428571428571427,0.029411764705882353,,0.14285714285714285,0.16666666666666666,0.04878048780487805,,0.0625,0.25,,0.3333333333333333,0.16666666666666666,0.23076923076923078,,,,,0.4,0.5,0.5,1.0,0.4,0.5,1.0,1.0,,,,,,,,,0.2,,,,1.0,,,,,,,,,,,,,0.6,,0.469975,0.5405,,,,,,3.0,72.6,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,True,,
397,1610612754,Reggie Miller,Reggie Miller,397,IND,49268.0,821,-98.0,1599,1584,547,486,167,3183,13.0,21.0,,1.0,4.0,7.0,6.0,15.0,40.0,81.0,14.0,31.0,3.0,7.0,5.0,9.0,31.0,93.0,8.0,9.0,25.0,59.0,117.0,45.0,124.0,84.0,337.0,1761,7.0,10.0,3.0,15.0,4.0,27.0,17.0,33.0,14.0,34.0,49.0,125.0,90.0,28.0,117.0,18.0,,2.0,91.0,31.0,7.0,57.0,9.0,66.0,4.0,5.0,25.0,14.0,18.0,141.0,5.0,1.0,16.0,41.0,,57.0,7.0,64.0,2.0,19.0,14.0,5.0,19.0,6.0,12.0,12.0,,7.0,1.0,31.0,1.0,10.0,16.0,52.0,1.0,4.0,90.0,6.0,13.0,22.0,18.0,,,,,,,125.0,547,12.0,0.7627118644067796,0.7627118644067796,0.8666666666666667,0.3629032258064516,0.2,0.4117647058823529,0.36885245901639346,0.5042735042735043,0.7,0.5151515151515151,0.524896265560166,0.46,0.5671641791044776,0.5905797101449275,0.48214285714285715,0.6758241758241759,0.5145228215767634,0.05982905982905983,0.047619047619047616,0.26666666666666666,0.024691358024691357,17.06636921360848,0.6129032258064516,,0.0656,0.0019120458891013384,0.13559322033898305,0.027777777777777776,0.07671601615074024,0.008534850640113799,,,0.014814814814814815,0.06666666666666667,0.06470588235294118,0.028037383177570093,0.0995850622406639,0.14285714285714285,0.11764705882352941,0.015873015873015872,,0.08713692946058091,0.6190476190476191,0.65,0.8461538461538461,0.06224066390041494,0.4,0.5454545454545454,0.8333333333333334,0.3360995850622407,0.49382716049382713,0.5063291139240507,0.725,0.12863070539419086,0.45161290322580644,0.45161290322580644,0.9285714285714286,0.38589211618257263,0.3333333333333333,0.34065934065934067,0.8387096774193549,0.04,,,0.28,0.42857142857142855,0.6666666666666666,0.32,0.1044776119402985,0.5714285714285714,0.13432835820895522,0.5555555555555556,0.373134328358209,0.36,0.6016597510373444,0.34065934065934067,0.4962768907563024,0.48132941176470573,0.4752592307692307,0.09302325581395349,0.16541353383458646,0.08011869436201781,0.37091988130563797,14.304273504273503,25.601612903225806,0.3420888055034397,,1.0,0.018518518518518517,0.007692307692307693,,,,2.0,,,,1.0,0.016129032258064516,,0.021505376344086023,,1.0,2.0,0.016,,True,,
435,1610612754,Carlos Rogers,Carlos Rogers,435,IND,5348.0,89,-11.0,166,168,43,59,15,334,9.0,12.0,2.0,2.0,4.0,6.0,2.0,6.0,,3.0,,1.0,,,,,1.0,2.0,,1.0,1.0,11.0,21.0,1.0,3.0,3.0,28.0,176,2.0,3.0,,,,4.0,4.0,7.0,1.0,1.0,1.0,12.0,14.0,8.0,3.0,,4.0,,2.0,1.0,,3.0,,3.0,,,1.0,,2.0,6.0,,5.0,,9.0,3.0,12.0,5.0,17.0,,3.0,3.0,,1.0,,1.0,1.0,,,,2.0,1.0,,6.0,10.0,,1.0,6.0,2.0,,4.0,,3.0,1.0,,2.0,3.0,2.0,12.0,43,1.0,0.6363636363636364,0.7777777777777778,1.0,0.3333333333333333,,1.0,0.3333333333333333,0.5238095238095238,0.6666666666666666,0.5714285714285714,0.5208333333333334,0.6666666666666666,0.6875,0.5384615384615384,0.6666666666666666,0.75,0.125,,,,,15.384615384615383,0.5,0.375,0.12162162162162163,0.08064516129032258,,,0.10465116279069768,0.0625,0.07407407407407407,0.10714285714285714,,,0.125,0.19047619047619047,0.08108108108108109,,,,0.6666666666666666,0.5,0.75,0.75,0.7777777777777778,0.25,0.3333333333333333,0.3333333333333333,,0.125,,,,0.041666666666666664,,,,0.08333333333333333,0.5,0.5,1.0,0.6666666666666666,1.0,,,,,,0.75,0.6666666666666666,,,0.125,1.0,0.625,0.5,0.4881395833333333,0.5076666666666667,0.49958125000000003,0.15384615384615385,0.17391304347826086,0.14285714285714285,0.42857142857142855,6.190476190476191,24.76666666666667,0.25903614457831325,,,,,,,,,,,,,,,,,,,,,True,,
696,1610612754,Travis Best,Travis Best,696,IND,27083.0,451,-43.0,861,857,170,242,98,1718,19.0,27.0,1.0,2.0,6.0,7.0,7.0,23.0,32.0,70.0,,,,,,,4.0,11.0,,1.0,3.0,58.0,120.0,4.0,11.0,19.0,147.0,886,3.0,5.0,,,,6.0,12.0,21.0,1.0,3.0,5.0,32.0,38.0,78.0,9.0,3.0,,1.0,10.0,4.0,5.0,64.0,18.0,82.0,11.0,7.0,21.0,14.0,29.0,182.0,2.0,4.0,8.0,21.0,2.0,31.0,6.0,37.0,,22.0,9.0,13.0,20.0,3.0,13.0,7.0,1.0,7.0,,27.0,2.0,9.0,20.0,36.0,1.0,3.0,21.0,1.0,6.0,7.0,1.0,4.0,,1.0,3.0,4.0,3.0,32.0,170,6.0,0.3275862068965517,0.3275862068965517,0.75,0.36363636363636365,,0.3333333333333333,0.4,0.48333333333333334,0.6,0.5714285714285714,0.48854961832061067,0.6,0.5625,0.5181159420289855,0.6,0.5961538461538461,0.08396946564885496,0.041666666666666664,0.14814814814814814,0.043478260869565216,,16.87116564417178,0.7407407407407407,0.06666666666666667,0.06140350877192982,0.011869436201780416,0.10810810810810811,0.025,0.06971153846153846,0.014388489208633094,0.015503875968992248,0.006756756756756757,0.021739130434782608,0.029411764705882353,0.07228915662650602,0.049586776859504134,0.06521739130434782,0.08163265306122448,0.16,,0.75,0.20610687022900764,0.7037037037037037,0.8260869565217391,0.21052631578947367,0.17557251908396945,0.30434782608695654,0.3181818181818182,0.2857142857142857,0.5343511450381679,0.45714285714285713,0.45714285714285713,0.40625,,,,,0.08396946564885496,0.36363636363636365,0.36363636363636365,0.75,0.4,0.5,,,,,,0.2916666666666667,0.8571428571428571,,,0.125,0.3333333333333333,0.2900763358778626,0.4,0.44618269230769236,0.439075,0.45064791666666676,0.051094890510948905,0.05555555555555555,0.04081632653061224,0.21768707482993196,12.834166666666667,27.272727272727277,0.19744483159117304,,,,0.016666666666666666,,,,,,,,,,,,,,,,,True,,
979,1610612754,Jermaine O'Neal,Jermaine O'Neal,979,IND,58874.0,981,,1870,1861,604,495,202,3731,76.0,112.0,25.0,32.0,24.0,38.0,97.0,231.0,27.0,65.0,,2.0,,2.0,,2.0,1.0,8.0,1.0,1.0,6.0,200.0,408.0,1.0,10.0,110.0,513.0,1921,37.0,56.0,,3.0,15.0,89.0,62.0,121.0,1.0,8.0,50.0,177.0,280.0,120.0,3.0,,38.0,1.0,7.0,1.0,35.0,41.0,10.0,51.0,4.0,6.0,22.0,5.0,14.0,112.0,12.0,46.0,42.0,146.0,26.0,214.0,60.0,274.0,12.0,18.0,14.0,4.0,32.0,1.0,16.0,37.0,5.0,16.0,5.0,69.0,6.0,13.0,45.0,91.0,4.0,14.0,155.0,14.0,,68.0,17.0,56.0,26.0,,30.0,56.0,31.0,177.0,604,3.0,0.7,0.7734806629834254,1.0,0.1,,0.125,0.1111111111111111,0.49019607843137253,0.6607142857142857,0.512396694214876,0.4820574162679426,0.6271186440677966,0.49224806201550386,0.5245398773006135,0.6544117647058824,0.5396341463414634,0.023923444976076555,0.0857843137254902,0.11607142857142858,0.09090909090909091,0.015384615384615385,26.473384030418252,0.463768115942029,0.4406779661016949,0.18575063613231552,0.0696969696969697,0.22580645161290322,0.0736196319018405,0.1934156378600823,0.07047387606318348,0.051470588235294115,0.07627118644067797,0.06349206349206349,0.10810810810810811,0.15315315315315314,0.17518248175182483,0.2206896551724138,0.23703703703703705,0.19607843137254902,0.06779661016949153,0.5535714285714286,0.2679425837320574,0.6785714285714286,0.7676767676767676,0.7236842105263158,0.5526315789473685,0.4199134199134199,0.46190476190476193,0.6185567010309279,0.15550239234449761,0.4153846153846154,0.421875,0.9259259259259259,0.004784688995215311,,,,0.019138755980861243,0.125,0.14285714285714285,1.0,0.5423728813559322,0.78125,0.32,0.03389830508474576,,,0.01694915254237288,0.29457364341085274,0.631578947368421,0.015503875968992248,,0.046511627906976744,0.16666666666666666,0.291866028708134,0.14285714285714285,0.42921714628297364,0.4723962264150944,0.4234109375,0.1440677966101695,0.1471861471861472,0.17348927875243664,0.34502923976608185,7.919362745098038,29.75,0.3229946524064171,,2.0,0.0273972602739726,0.09210526315789473,,,11.0,1.0,,,6.0,5.0,0.1,,0.125,,,,,,True,,
