EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyTurnovers,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,Arc3Assists,Blocked3s,BlockedCorner3,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,Corner3PctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,PenaltyArc3FGA,PtsUnassisted3s,Technical Free Throw Trips,PenaltyArc3Frequency,PenaltyCorner3FGM,PenaltyFG3M,BlockedArc3,PenaltyFg3Pct,LongMidRangePctBlocked,PenaltyCorner3Accuracy,Arc3PctBlocked,on,PenaltyArc3FGM,OffensiveGoaltends,PenaltyArc3Accuracy,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,DefensiveGoaltends,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Clear Path Fouls,HeaveMakes
1763,1610612743,Ryan Bowen,Ryan Bowen,1763,DEN,3925.0,65,1,122,124,31,56,22,246,2.0,6.0,,,2.0,2.0,1.0,3.0,2,4.0,11,2.0,10.0,128,1.0,1.0,1.0,3.0,2.0,4,1.0,5.0,2.0,6.0,2.0,4.0,3.0,,3.0,,2.0,,1.0,6.0,1.0,4.0,,2.0,6.0,1.0,9,5,14,,4.0,2.0,2.0,2.0,,2.0,1.0,1.0,,,3.0,2.0,2.0,4,1.0,,3.0,1.0,2.0,,1.0,1.0,,,1.0,1.0,,,5.0,31,,0.25,0.3333333333333333,0.36363636363636365,1.0,0.5,0.36363636363636365,1.0,0.5,0.4166666666666667,0.75,0.625,0.36363636363636365,0.16666666666666666,0.6666666666666666,9.67741935483871,0.6666666666666666,0.125,,0.12244897959183673,0.06896551724137931,0.15384615384615385,0.06666666666666667,0.12903225806451613,0.0684931506849315,0.05555555555555555,0.0625,0.08333333333333333,0.16666666666666666,,0.1,0.08333333333333333,0.14814814814814814,,0.5,,1.0,0.5454545454545454,0.3333333333333333,0.4,,0.2727272727272727,0.3333333333333333,1.0,,0.18181818181818182,,,,0.5,1.0,0.5454545454545454,0.5247727272727273,0.2779,0.62705,0.16666666666666666,0.16666666666666666,0.3,0.5,5.681818181818182,0.2540983606557377,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,True,,,,,,,,,,
384,1610612743,Calbert Cheaney,Calbert Cheaney,384,DEN,2307.0,38,-6,70,73,4,49,14,143,2.0,2.0,,,,,,2.0,9,4.0,13,1.0,9.0,62,,3.0,,,,1,,,6.0,2.0,,2.0,1.0,1.0,2.0,1.0,1.0,,,5.0,,1.0,,3.0,4.0,1.0,8,1,9,,2.0,2.0,,2.0,,2.0,,,,,2.0,,2.0,3,,,2.0,,1.0,,1.0,,,1.0,1.0,,,,,4,1.0,0.75,0.75,0.3076923076923077,,,0.2857142857142857,,,0.3,,,0.15384615384615385,,0.5,18.681318681318682,1.0,0.16666666666666666,,0.13793103448275862,0.024390243902439025,0.3,,0.1794871794871795,0.0196078431372549,,,0.041666666666666664,,,0.16666666666666666,0.25,0.06666666666666667,0.3333333333333333,0.25,,,0.14285714285714285,1.0,1.0,1.0,0.14285714285714285,,,,0.6428571428571429,,,,,,0.21428571428571427,0.4238178571428571,0.4004125,0.3303,0.06666666666666667,0.07142857142857142,,,14.39230769230769,0.05714285714285714,,2.0,,1.0,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,0.07142857142857142,,,0.2222222222222222,0.25,0.5,0.07142857142857142,,,,,,,,0.25,,,,,,,,24.4,,,,,,,,,0.1111111111111111,,,True,,,,,,,,,,
1985,1610612743,Zendon Hamilton,Zendon Hamilton,1985,DEN,1178.0,20,-2,42,43,21,34,11,85,1.0,3.0,1.0,3.0,1.0,3.0,,,2,1.0,5,6.0,8.0,41,1.0,3.0,2.0,4.0,1.0,3,5.0,7.0,2.0,,,,,,,,,,,,,4.0,,,2.0,1.0,3,4,7,,,,,,,,,,,,,,1.0,2,,,10.0,,3.0,2.0,1.0,,,1.0,1.0,1.0,,,7.0,21,1.0,1.0,1.0,0.2,0.3333333333333333,0.3333333333333333,0.2,0.3333333333333333,0.3333333333333333,0.4,0.4,0.5,,,,17.857142857142854,,1.0,,0.18181818181818182,0.2,,,0.125,0.16,0.14285714285714285,0.4,0.125,,,,1.0,0.16666666666666666,,,,1.0,0.6,0.3333333333333333,0.3333333333333333,1.0,,,,,0.4,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.6,0.54338,0.6240666666666667,0.6240666666666667,0.375,0.375,0.5,0.875,7.380000000000001,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
2261,1610612743,Kenny Satterfield,Kenny Satterfield,2261,DEN,593.0,10,6,19,20,8,18,7,39,1.0,2.0,,,1.0,1.0,,1.0,1,1.0,4,1.0,3.0,13,,,,,1.0,1,1.0,3.0,,2.0,,1.0,2.0,,2.0,,1.0,,1.0,4.0,,,1.0,1.0,,,1,1,2,,3.0,1.0,2.0,1.0,1.0,,2.0,,1.0,,3.0,1.0,,1,,1.0,1.0,1.0,1.0,,,,,,,,,,3.0,8,,,,0.25,,1.0,0.2,,0.5,0.3,,0.75,0.25,,,29.629629629629626,0.3333333333333333,,0.5,,,0.3333333333333333,,0.1,,,,,,,,,,0.5,,,,0.4,0.5,0.5,,0.2,,,,0.2,,,,0.5,1.0,0.6,0.57291,,0.720525,0.2,0.25,,1.0,6.825,0.42105263157894735,,,,,,,,,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,,,0.2,,,,,,,,,,0.2,,,,,,,,,,,,26.0,1.0,,,0.5,,,,,1.0,,,True,,,,,,,,,,
1505,1610612743,Tariq Abdul-Wahad,Tariq Abdul-Wahad,1505,DEN,24337.0,406,-49,758,759,165,238,109,1517,33.0,57.0,10.0,24.0,8.0,17.0,16.0,40.0,38,54.0,135,24.0,135.0,822,13.0,34.0,4.0,33.0,14.0,28,7.0,38.0,72.0,36.0,16.0,16.0,18.0,4.0,22.0,3.0,10.0,3.0,5.0,48.0,5.0,32.0,,10.0,23.0,4.0,37,37,74,4.0,18.0,11.0,7.0,16.0,,8.0,7.0,1.0,8.0,1.0,23.0,2.0,23.0,50,4.0,4.0,32.0,5.0,17.0,1.0,9.0,3.0,1.0,5.0,9.0,6.0,,,38.0,165,9.0,0.6666666666666666,0.782608695652174,0.4,0.38235294117647056,0.5,0.4051094890510949,0.4142857142857143,0.5166666666666667,0.45,0.44594594594594594,0.5588235294117647,0.11851851851851852,0.15789473684210525,0.15,19.30803571428571,0.6956521739130435,0.14814814814814814,,0.08243727598566308,0.0975609756097561,0.14492753623188406,0.0625,0.09482758620689655,0.09068627450980392,0.14285714285714285,0.08641975308641975,0.07975460122699386,0.06779661016949153,0.047619047619047616,0.09876543209876543,0.09090909090909091,0.06363636363636363,0.1346153846153846,0.17647058823529413,0.06153846153846154,0.6666666666666666,0.41605839416058393,0.5789473684210527,0.6875,0.696969696969697,0.291970802919708,0.4,0.47058823529411764,0.5625,0.2773722627737226,0.6857142857142857,0.4166666666666667,0.3,0.5666666666666667,0.47058823529411764,0.4306569343065693,0.4839091240875912,0.5428338709677419,0.49188833333333337,0.11409395973154363,0.11564625850340136,0.24444444444444444,0.2814814814814815,7.482222222222222,0.21767810026385223,4.0,5.0,,,,,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,,,1.0,0.5,1.0,0.5,0.014598540145985401,0.5,,0.13157894736842105,0.13513513513513514,0.8,,,,,0.014598540145985401,0.5,1.0,1.0,,,,0.02857142857142857,1.0,1.0,,0.5,25.6,2.0,,1.0,0.06666666666666667,,1.0,,0.5,0.02631578947368421,,0.5,False,1.0,1.0,0.5,,,,,,,
1711,1610612743,Raef LaFrentz,Raef LaFrentz,1711,DEN,92046.0,1534,-154,2860,2870,582,793,397,5730,137.0,210.0,44.0,76.0,21.0,37.0,31.0,87.0,142,207.0,439,61.0,688.0,3129,52.0,92.0,16.0,129.0,27.0,67,20.0,122.0,296.0,118.0,72.0,45.0,43.0,8.0,51.0,5.0,21.0,8.0,14.0,110.0,16.0,87.0,3.0,33.0,179.0,27.0,239,106,345,22.0,24.0,18.0,6.0,26.0,4.0,15.0,31.0,4.0,11.0,3.0,57.0,8.0,84.0,158,19.0,12.0,93.0,10.0,38.0,13.0,142.0,91.0,5.0,46.0,142.0,85.0,1.0,7.0,122.0,582,16.0,0.714975845410628,0.8654970760233918,0.4715261958997722,0.5652173913043478,0.40298507462686567,0.5225,0.576530612244898,0.5204081632653061,0.5366614664586583,0.591743119266055,0.5350877192982456,0.10250569476082004,0.12380952380952381,0.16091954022988506,20.92326139088729,0.45614035087719296,0.29347826086956524,0.047619047619047616,0.15911111111111112,0.07578397212543554,0.12359550561797752,0.04507042253521127,0.15229885057471265,0.06852960745176315,0.11730205278592376,0.08598726114649681,0.04056795131845842,0.03418803418803419,0.06611570247933884,0.14244186046511628,0.20298507462686566,0.13901345291479822,0.12796208530805686,0.10714285714285714,0.08029197080291971,0.5985915492957746,0.35,0.6523809523809524,0.7445652173913043,0.6715328467153284,0.145,0.3563218390804598,0.4246575342465753,0.6129032258064516,0.23666666666666666,0.7755102040816326,0.5789473684210527,0.13636363636363635,0.37755102040816324,0.5675675675675675,0.6183333333333333,0.5048089166666668,0.5312738095238094,0.5101173469387755,0.06210191082802548,0.08137044967880086,0.1875,0.17732558139534885,7.6109339407744905,0.2034965034965035,9.0,39.0,22.0,46.0,2.0,2.0,10.0,49.0,115.0,1.0,4.0,71.0,161.0,3.0,6.0,31.0,204.0,115.0,49.0,1.0,3.0,,,0.9577464788732394,0.4409937888198758,0.5,0.4409937888198758,0.2683333333333333,0.006211180124223602,,0.2746478873239437,0.2846715328467153,0.9487179487179487,0.07666666666666666,0.4782608695652174,0.4782608695652174,0.9545454545454546,0.19166666666666668,0.4260869565217391,0.4298245614035088,0.9591836734693877,0.02040816326530612,1.0,0.5,0.04081632653061224,0.25,1.0,0.10204081632653061,0.4260869565217391,24.654658385093164,21.0,9.0,,0.21428571428571427,5.0,16.0,,0.5161290322580645,0.035211267605633804,0.5,0.008695652173913044,False,11.0,1.0,0.5238095238095238,1.0,1.0,5.0,0.006211180124223602,,,
1763,1610612743,Ryan Bowen,Ryan Bowen,1763,DEN,97349.0,1622,54,3064,3059,759,1041,449,6123,118.0,193.0,33.0,62.0,27.0,48.0,8.0,28.0,63,142.0,284,67.0,354.0,3158,35.0,75.0,8.0,78.0,31.0,62,23.0,88.0,204.0,80.0,50.0,31.0,38.0,11.0,49.0,3.0,20.0,6.0,12.0,109.0,21.0,106.0,2.0,28.0,111.0,17.0,156,129,285,9.0,71.0,44.0,27.0,20.0,2.0,9.0,18.0,3.0,11.0,6.0,38.0,4.0,86.0,167,14.0,7.0,89.0,11.0,44.0,6.0,40.0,28.0,,12.0,40.0,21.0,,1.0,88.0,759,22.0,0.7183098591549296,0.8717948717948718,0.5,0.4666666666666667,0.5,0.4847972972972973,0.44871794871794873,0.4642857142857143,0.5283582089552239,0.46987951807228917,0.5365853658536586,0.10915492957746478,0.13471502590673576,0.14285714285714285,10.343871325568497,0.5263157894736842,0.16346153846153846,0.023529411764705882,0.0983170947741364,0.0853462157809984,0.09427609427609428,0.07241379310344828,0.09747545582047686,0.08289817232375979,0.11174785100286533,0.07567567567567568,0.0745697896749522,0.08376963350785341,0.050505050505050504,0.11726384364820847,0.09239130434782608,0.09030837004405286,0.10526315789473684,0.057971014492753624,0.07964601769911504,0.525,0.652027027027027,0.6113989637305699,0.7065868263473054,0.6779661016949152,0.0945945945945946,0.2857142857142857,0.3333333333333333,0.75,0.21283783783783783,0.7948717948717948,0.532258064516129,0.12121212121212122,0.6857142857142857,0.5625,0.6925675675675675,0.5223645547945208,0.5460108695652174,0.5333295454545454,0.1337386018237082,0.138801261829653,0.22033898305084745,0.24858757062146894,4.8612676056338024,0.2477154046997389,9.0,16.0,,4.0,,2.0,1.0,1.0,8.0,,1.0,1.0,12.0,,3.0,8.0,3.0,4.0,1.0,,8.0,,,1.0,0.08333333333333333,,0.125,0.04054054054054054,,,0.25396825396825395,0.25806451612903225,1.0,0.013513513513513514,,,,0.02702702702702703,0.125,0.125,1.0,0.02564102564102564,,,0.01282051282051282,,,0.014285714285714285,0.25,34.141666666666666,7.0,,,0.1,,1.0,,0.125,0.015873015873015872,,,False,1.0,,0.14285714285714285,,,,,4.0,,
1899,1610612743,James Posey,James Posey,1899,DEN,125313.0,2089,-241,3938,3938,1007,1313,571,7876,110.0,200.0,29.0,54.0,32.0,53.0,28.0,76.0,174,193.0,450,157.0,732.0,4281,40.0,86.0,19.0,123.0,52.0,104,62.0,205.0,270.0,116.0,42.0,51.0,123.0,49.0,172.0,15.0,50.0,23.0,50.0,393.0,25.0,74.0,5.0,62.0,222.0,24.0,308,104,412,13.0,109.0,60.0,49.0,57.0,16.0,40.0,65.0,8.0,17.0,5.0,122.0,15.0,70.0,208,17.0,19.0,199.0,11.0,73.0,22.0,30.0,20.0,3.0,7.0,35.0,22.0,1.0,,205.0,1007,41.0,0.6994818652849741,0.7848837209302325,0.4288888888888889,0.46511627906976744,0.5,0.42782738095238093,0.4727272727272727,0.4230769230769231,0.47691292875989444,0.5126050420168067,0.4975247524752475,0.11333333333333333,0.16,0.17105263157894737,18.971477960242005,0.4672131147540984,0.1935483870967742,0.04807692307692308,0.15666901905434016,0.04701397712833545,0.17415730337078653,0.051759834368530024,0.1601804850535815,0.0481283422459893,0.04883227176220807,0.043795620437956206,0.0476878612716763,0.04672897196261682,0.06172839506172839,0.13138686131386862,0.15945330296127563,0.1728395061728395,0.18587360594795538,0.13793103448275862,0.037142857142857144,0.6285714285714286,0.2976190476190476,0.55,0.6547619047619048,0.6818181818181818,0.1130952380952381,0.3684210526315789,0.4444444444444444,0.6428571428571429,0.25892857142857145,0.4909090909090909,0.5370370370370371,0.3103448275862069,0.3136094674556213,0.6037735849056604,0.6279761904761905,0.5098658920539728,0.5154155172413794,0.506453963414634,0.10190217391304347,0.142578125,0.1680327868852459,0.28005464480874315,8.719111111111117,0.2557135601828339,26.0,55.0,41.0,121.0,6.0,13.0,26.0,22.0,101.0,2.0,11.0,63.0,222.0,8.0,24.0,65.0,177.0,97.0,22.0,,34.0,5.0,3.0,0.9365079365079365,0.28378378378378377,0.3333333333333333,0.2889908256880734,0.33035714285714285,,,0.3160919540229885,0.3273809523809524,0.7636363636363637,0.1800595238095238,0.33884297520661155,0.33884297520661155,0.975609756097561,0.15029761904761904,0.21782178217821782,0.21782178217821782,0.8636363636363636,0.11818181818181818,0.46153846153846156,0.8333333333333334,0.1,0.18181818181818182,1.0,0.15384615384615385,0.2268041237113402,24.75585585585586,39.0,12.0,14.0,0.23076923076923078,9.0,13.0,2.0,0.2,0.034482758620689655,0.34615384615384615,,False,4.0,3.0,0.10256410256410256,,2.0,5.0,0.008928571428571428,4.0,1.0,
89,1610612743,Nick Van Exel,Nick Van Exel,89,DEN,92740.0,1546,-192,2887,2898,655,966,426,5785,62.0,111.0,4.0,7.0,14.0,24.0,105.0,241.0,241,263.0,593,121.0,881.0,3174,18.0,51.0,3.0,66.0,57.0,126,46.0,214.0,172.0,354.0,4.0,20.0,250.0,58.0,308.0,24.0,132.0,27.0,91.0,674.0,4.0,9.0,1.0,30.0,99.0,1.0,130,14,144,4.0,28.0,19.0,9.0,73.0,18.0,56.0,30.0,1.0,17.0,2.0,103.0,5.0,23.0,58,,5.0,156.0,17.0,52.0,23.0,6.0,3.0,,3.0,6.0,5.0,,,214.0,655,9.0,0.3269961977186312,0.32950191570881227,0.44350758853288363,0.35294117647058826,0.4523809523809524,0.4628501827040195,0.37058823529411766,0.4692737430167598,0.4903409090909091,0.375,0.5072115384615384,0.03372681281618887,0.08108108108108109,0.03319502074688797,28.82301144702084,0.7087378640776699,0.010416666666666666,0.0136986301369863,0.0908256880733945,0.007620660457239628,0.10416666666666667,0.01078167115902965,0.09361393323657474,0.008376288659793814,0.008522727272727272,0.006024096385542169,0.008048289738430584,0.008130081300813009,0.016,0.0641025641025641,0.0872093023255814,0.11290322580645161,0.09821428571428571,0.125,0.008968609865470852,0.8333333333333334,0.13520097442143728,0.5585585585585585,0.6078431372549019,0.3064516129032258,0.2935444579780755,0.43568464730290457,0.45064377682403434,0.2571428571428571,0.2935444579780755,0.08235294117647059,0.5714285714285714,,0.1340782122905028,0.5833333333333334,0.41291108404384896,0.45919128834355843,0.45933455882352947,0.4326382183908047,0.061843640606767794,0.08280254777070063,0.07491486946651532,0.24290578887627695,10.876222596964588,0.22687911326636648,23.0,96.0,10.0,35.0,2.0,10.0,8.0,68.0,193.0,7.0,24.0,78.0,228.0,9.0,34.0,53.0,138.0,187.0,67.0,2.0,34.0,,,0.5897435897435898,0.34210526315789475,0.2647058823529412,0.3452914798206278,0.2777101096224117,0.008771929824561403,0.02857142857142857,0.3983402489626556,0.40336134453781514,0.4166666666666667,0.04263093788063337,0.2857142857142857,0.29411764705882354,0.8,0.2350791717417783,0.35233160621761656,0.3541666666666667,0.5588235294117647,0.11764705882352941,0.2,1.0,0.2823529411764706,0.2916666666666667,0.5714285714285714,0.0446927374301676,0.3582887700534759,25.72105263157896,45.0,96.0,20.0,0.25139664804469275,4.0,18.0,,0.33962264150943394,0.012448132780082987,0.5,0.0051813471502590676,False,14.0,,0.3111111111111111,,1.0,,0.004366812227074236,5.0,1.0,1.0
375,1610612743,Isaiah Rider,Isaiah Rider,375,DEN,9115.0,152,26,278,284,60,105,37,562,15.0,24.0,2.0,5.0,4.0,7.0,5.0,16.0,18,28.0,58,9.0,80.0,281,3.0,6.0,2.0,8.0,8.0,16,3.0,22.0,30.0,26.0,2.0,8.0,12.0,,12.0,,5.0,3.0,4.0,24.0,1.0,8.0,,6.0,13.0,1.0,20,9,29,1.0,1.0,1.0,,7.0,1.0,3.0,6.0,,4.0,3.0,13.0,1.0,3.0,10,,2.0,13.0,1.0,5.0,1.0,2.0,1.0,1.0,,2.0,2.0,,,22.0,60,2.0,0.5357142857142857,0.5555555555555556,0.4827586206896552,0.5,0.5,0.5071428571428571,0.5,0.5588235294117647,0.52,0.5714285714285714,0.5555555555555556,0.13793103448275862,0.08333333333333333,0.25,26.993865030674847,0.5384615384615384,0.125,,0.11711711711711711,0.07142857142857142,0.1935483870967742,0.043478260869565216,0.13380281690140844,0.06666666666666667,0.05405405405405406,0.11538461538461539,0.061224489795918366,0.05263157894736842,,0.14285714285714285,0.12121212121212122,0.1,0.2727272727272727,,0.034482758620689655,1.0,0.34285714285714286,0.625,0.6818181818181818,0.4666666666666667,0.22857142857142856,0.3125,0.4166666666666667,0.4,0.2571428571428571,0.8333333333333334,0.4,,0.4117647058823529,0.5714285714285714,0.5142857142857142,0.49305428571428567,0.5207499999999999,0.5212735294117647,0.06756756756756757,0.08064516129032258,0.1,0.275,8.524137931034483,0.2158273381294964,1.0,8.0,1.0,1.0,,,1.0,4.0,11.0,,,5.0,12.0,,,1.0,15.0,11.0,4.0,,,,,1.0,0.4166666666666667,,0.4166666666666667,0.17142857142857143,,,0.4444444444444444,0.5,0.75,0.014285714285714285,1.0,1.0,1.0,0.15714285714285714,0.36363636363636365,0.36363636363636365,1.0,,,,,,,0.058823529411764705,0.36363636363636365,25.033333333333335,,,2.0,,1.0,1.0,,1.0,0.1111111111111111,1.0,,False,,,,,,,,,,
384,1610612743,Calbert Cheaney,Calbert Cheaney,384,DEN,95937.0,1599,-323,2998,3020,649,862,395,6018,90.0,131.0,15.0,26.0,24.0,33.0,42.0,103.0,215,220.0,449,45.0,485.0,3312,37.0,59.0,7.0,81.0,44.0,85,19.0,107.0,284.0,156.0,34.0,35.0,86.0,22.0,108.0,9.0,40.0,15.0,31.0,238.0,13.0,43.0,,35.0,131.0,9.0,175,56,231,8.0,32.0,24.0,8.0,39.0,9.0,25.0,29.0,3.0,14.0,4.0,68.0,6.0,73.0,153,7.0,11.0,65.0,13.0,32.0,7.0,20.0,9.0,4.0,7.0,20.0,10.0,,,107.0,649,16.0,0.6454545454545455,0.6995073891625616,0.48997772828507796,0.6271186440677966,0.5176470588235295,0.48672566371681414,0.6271186440677966,0.5057471264367817,0.5073221757322176,0.6428571428571429,0.5459183673469388,0.0779510022271715,0.16030534351145037,0.1262135922330097,15.784908933217691,0.5735294117647058,0.08653846153846154,,0.11930783242258652,0.03586321934945788,0.11945392491467577,0.04710144927536232,0.11933860531991373,0.03796610169491525,0.04819277108433735,0.030136986301369864,0.03187250996015936,0.052083333333333336,0.03571428571428571,0.07142857142857142,0.14057507987220447,0.1403118040089087,0.11848341232227488,0.12195121951219512,0.041884816753926704,0.5,0.28982300884955753,0.6870229007633588,0.8181818181818182,0.6222222222222222,0.22787610619469026,0.4077669902912621,0.4666666666666667,0.5714285714285714,0.4756637168141593,0.4406779661016949,0.5769230769230769,0.13333333333333333,0.3793103448275862,0.7272727272727273,0.29646017699115046,0.4533676274944567,0.4728760000000001,0.45757848837209303,0.06794055201698514,0.06837606837606838,0.1670103092783505,0.22061855670103092,10.606458797327388,0.21647765176784523,21.0,88.0,,,,,,,3.0,,,,3.0,,,2.0,,3.0,,,13.0,,,,,,,0.00663716814159292,,,0.40930232558139534,0.411214953271028,0.7045454545454546,,,,,0.00663716814159292,,,,,,,,,,,,32.800000000000004,2.0,,,0.022988505747126436,,,,,0.004651162790697674,,,False,,,,,,,,,1.0,
422,1610612743,Avery Johnson,Avery Johnson,422,DEN,66833.0,1114,-113,2057,2044,463,787,283,4101,100.0,169.0,7.0,11.0,23.0,38.0,31.0,83.0,104,179.0,356,100.0,458.0,2298,11.0,27.0,10.0,32.0,40.0,82,40.0,120.0,124.0,234.0,2.0,39.0,176.0,68.0,244.0,27.0,73.0,26.0,77.0,556.0,3.0,9.0,1.0,8.0,40.0,,48,13,61,3.0,33.0,22.0,11.0,48.0,5.0,34.0,15.0,4.0,14.0,1.0,63.0,6.0,21.0,65,1.0,4.0,135.0,11.0,60.0,12.0,7.0,3.0,3.0,1.0,7.0,2.0,,1.0,120.0,463,11.0,0.3463687150837989,0.34831460674157305,0.5028089887640449,0.4074074074074074,0.4878048780487805,0.49584487534626037,0.4074074074074074,0.45977011494252873,0.5414691943127962,0.48484848484848486,0.5405405405405406,0.10955056179775281,0.15384615384615385,0.12048192771084337,20.31839128613322,0.7619047619047619,,0.019230769230769232,0.04825090470446321,0.0112079701120797,0.0449438202247191,0.013452914798206279,0.047666335650446874,0.011695906432748537,0.01593625498007968,0.020512820512820513,0.0028011204481792717,0.02158273381294964,,0.0421455938697318,0.040983606557377046,0.05864197530864197,0.055944055944055944,,0.022058823529411766,0.2857142857142857,0.46814404432132967,0.591715976331361,0.6993006993006993,0.31,0.2299168975069252,0.37349397590361444,0.4246575342465753,0.1935483870967742,0.2880886426592798,0.4074074074074074,0.6363636363636364,0.2857142857142857,0.4367816091954023,0.6052631578947368,0.481994459833795,0.47927346368715096,0.4443,0.4829452380952381,0.14634146341463414,0.14814814814814814,0.06986899563318777,0.26200873362445415,7.039887640449435,0.22508507535245503,13.0,48.0,,1.0,,,1.0,,4.0,,,,5.0,,,5.0,,1.0,,,41.0,,,,,,,0.013850415512465374,,,0.46153846153846156,0.4752475247524752,0.5208333333333334,0.002770083102493075,,,,0.0110803324099723,,,,,,,,,,0.011494252873563218,,43.6,4.0,,2.0,0.04597701149425287,,,,,0.028846153846153848,,,False,,,,,,,,3.0,,
