EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,FTOffRebounds,Travels,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,DefensiveGoaltends,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,LongMidRangePctBlocked,OffFTReboundPct,OffCorner3ReboundPct,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,Corner3FGM,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,HeaveMakes,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,Fg3aBlocked,Clear Path Fouls,3pt And 1 Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,Corner3PctBlocked,OffensiveGoaltends,BlockedCorner3,on
1720,1610612739,Michael Doleac,Michael Doleac,1720,CLE,25958.0,433,-42,824,826,212,294,97,1650,16.0,40,6.0,14.0,3.0,8,7.0,23.0,26.0,59,49.0,122,24.0,122.0,920,9.0,22.0,6.0,24.0,10.0,23,8.0,28.0,86.0,12.0,10.0,15.0,15,2.0,17,1.0,1.0,5.0,4.0,6.0,36,1.0,22.0,12.0,66,6.0,84,23.0,107,1.0,10.0,8.0,2.0,11,4.0,5.0,15,2.0,6.0,26,5.0,5,33,58,5.0,8.0,28.0,11.0,3.0,5.0,3.0,1.0,1.0,5.0,4.0,1.0,1.0,28.0,212,8.0,0.8775510204081632,0.9772727272727273,0.4016393442622951,0.4090909090909091,0.43478260869565216,0.4016393442622951,0.4090909090909091,0.43478260869565216,0.4485294117647059,0.48,0.5,0.12295081967213115,0.325,0.08695652173913043,17.289220917822842,0.4230769230769231,0.2727272727272727,0.21428571428571427,0.06769230769230769,0.14634146341463414,0.01818181818181818,0.2,0.060526315789473685,0.10344827586206896,0.07692307692307693,0.04081632653061224,0.023809523809523808,0.1553398058252427,0.22784810126582278,0.25396825396825395,0.12962962962962962,0.17857142857142858,0.017241379310344827,0.8,0.32786885245901637,0.4,0.5925925925925926,0.625,0.1885245901639344,0.30434782608695654,0.3333333333333333,1.0,0.48360655737704916,0.4406779661016949,0.4406779661016949,1.0,0.6363636363636364,0.42857142857142855,0.16666666666666666,0.34782608695652173,0.375,0.32786885245901637,0.46237049180327866,0.5230105263157894,0.4906956521739131,0.08270676691729323,0.08270676691729323,0.19672131147540983,0.22950819672131148,10.540163934426229,0.25728155339805825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1729,1610612739,Ricky Davis,Ricky Davis,1729,CLE,56469.0,941,59,1838,1822,645,582,234,3660,84.0,131,16.0,24.0,36.0,52,17.0,50.0,61.0,152,162.0,333,100.0,439.0,1957,20.0,36.0,3.0,43.0,56.0,110,47.0,162.0,192.0,132.0,22.0,20.0,69,25.0,94,16.0,9.0,26.0,18.0,25.0,213,9.0,25.0,20.0,70,6.0,96,36.0,132,6.0,36.0,29.0,7.0,40,8.0,24.0,27,5.0,16.0,67,8.0,22,43,79,,2.0,117.0,48.0,16.0,14.0,8.0,3.0,3.0,15.0,11.0,1.0,1.0,162.0,645,9.0,0.5925925925925926,0.6357615894039735,0.4864864864864865,0.5555555555555556,0.509090909090909,0.48567335243553006,0.5263157894736842,0.5088495575221239,0.5460199004975125,0.5512820512820513,0.5869565217391305,0.06006006006006006,0.12213740458015267,0.04,22.12264150943396,0.5970149253731343,0.09375,0.10558069381598793,0.0364963503649635,0.11049723756906077,0.06474820143884892,0.1066350710900474,0.0412621359223301,0.03409090909090909,0.05128205128205128,0.028662420382165606,0.06422018348623854,0.06896551724137931,0.125,0.12554112554112554,0.13432835820895522,0.0425531914893617,0.03870967741935484,0.7333333333333333,0.3753581661891118,0.6412213740458015,0.7304347826086957,0.6309523809523809,0.14326647564469913,0.34,0.3541666666666667,0.23529411764705882,0.4355300859598854,0.40131578947368424,0.4066666666666667,0.639344262295082,0.631578947368421,0.6666666666666666,0.1875,0.46017699115044247,0.6923076923076923,0.42120343839541546,0.48441080691642663,0.5218775862068965,0.4887477876106195,0.12435233160621761,0.12972972972972974,0.0979498861047836,0.3690205011389522,9.92912912912913,0.35092491838955386,2.0,2.0,1.0,5.0,14.0,1.0,2.0,5.0,16.0,2.0,1.0,3.0,9.0,6.0,2.0,12.0,5.0,2.0,7.0,11.0,1.0,1.0,1.0,0.6,0.3125,0.3333333333333333,0.35714285714285715,0.045845272206303724,0.013157894736842105,0.03508771929824561,0.06666666666666667,0.0057306590257879654,0.04011461318051576,0.35714285714285715,0.35714285714285715,0.6,0.05263157894736842,0.008849557522123894,0.017699115044247787,0.5,0.4166666666666667,28.599999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1730,1610612739,Brian Skinner,Brian Skinner,1730,CLE,39799.0,663,-23,1229,1240,355,394,166,2469,42.0,65,19.0,29.0,14.0,21,12.0,27.0,5.0,10,59.0,102,32.0,150.0,1326,22.0,35.0,8.0,52.0,20.0,32,17.0,57.0,78.0,40.0,36.0,14.0,7,7.0,14,5.0,2.0,2.0,1.0,4.0,35,14.0,48.0,17.0,89,10.0,116,64.0,180,,14.0,10.0,4.0,13,2.0,6.0,15,3.0,7.0,28,5.0,6,26,73,16.0,6.0,54.0,25.0,6.0,33.0,26.0,2.0,5.0,33.0,22.0,1.0,3.0,57.0,355,11.0,0.6610169491525424,0.9512195121951219,0.5784313725490197,0.6285714285714286,0.625,0.5784313725490197,0.6285714285714286,0.625,0.6,0.6666666666666666,0.6627906976744186,0.13725490196078433,0.15384615384615385,0.14814814814814814,10.782241014799155,0.4642857142857143,0.2702702702702703,0.17693836978131214,0.09937888198757763,0.1452991452991453,0.15730337078651685,0.17096774193548386,0.10839160839160839,0.10655737704918032,0.08974358974358974,0.1024390243902439,0.12121212121212122,0.12716763005780346,0.19463087248322147,0.20994475138121546,0.16470588235294117,0.09375,,0.6666666666666666,0.6372549019607843,0.6461538461538462,0.7636363636363637,0.6190476190476191,0.2647058823529412,0.4444444444444444,0.5217391304347826,0.6666666666666666,0.09803921568627451,0.5,0.5,1.0,0.8285714285714286,0.6551724137931034,0.15789473684210525,0.65625,0.6666666666666666,0.6372549019607843,0.5460921568627451,0.5881970588235294,0.57019375,0.21008403361344538,0.21008403361344538,0.3466666666666667,0.38,4.356862745098039,0.28885272579332794,,,,,,,,,,,,,,,,,,2.0,,8.0,,,2.0,,,,,,,0.04878048780487805,0.2608695652173913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1889,1610612739,Andre Miller,Andre Miller,1889,CLE,141989.0,2366,51,4472,4461,1192,1069,568,8933,128.0,226,18.0,30.0,37.0,64,128.0,289.0,112.0,265,368.0,780,298.0,1088.0,4835,40.0,86.0,27.0,116.0,106.0,214,127.0,354.0,196.0,540.0,28.0,75.0,563,153.0,716,111.0,42.0,185.0,89.0,289.0,1585,10.0,72.0,44.0,158,4.0,206,86.0,292,24.0,97.0,56.0,41.0,130,20.0,93.0,59,9.0,37.0,189,10.0,45,62,176,8.0,18.0,362.0,135.0,49.0,29.0,19.0,4.0,6.0,30.0,14.0,,3.0,354.0,1192,16.0,0.266304347826087,0.2768361581920904,0.4717948717948718,0.46511627906976744,0.4953271028037383,0.4647058823529412,0.483695652173913,0.4651639344262295,0.5314650934119961,0.5370370370370371,0.5583596214511041,0.09615384615384616,0.19469026548672566,0.08996539792387544,23.4026024470771,0.6878306878306878,0.03278688524590164,0.09075244112578977,0.041025641025641026,0.1004566210045662,0.028901734104046242,0.0927030748049564,0.0390290337934317,0.048582995951417005,0.04878048780487805,0.03021978021978022,0.03435114503816794,0.06666666666666667,0.07524752475247524,0.12312312312312312,0.09427609427609428,0.11347517730496454,0.06382978723404255,0.4666666666666667,0.26588235294117646,0.5663716814159292,0.7032967032967034,0.3125,0.34,0.4429065743944637,0.4866920152091255,0.21875,0.31176470588235294,0.4226415094339623,0.4307692307692308,0.26785714285714285,0.32608695652173914,0.6,0.3333333333333333,0.26229508196721313,0.578125,0.34823529411764703,0.44958479809976243,0.45585189873417736,0.4438634453781513,0.14049586776859505,0.1505016722408027,0.10661764705882353,0.32536764705882354,9.595128205128207,0.26654740608228983,5.0,1.0,,17.0,65.0,5.0,30.0,18.0,70.0,6.0,5.0,30.0,36.0,18.0,8.0,56.0,16.0,4.0,10.0,18.0,1.0,1.0,,0.6666666666666666,0.2571428571428571,0.16666666666666666,0.27419354838709675,0.08235294117647059,0.018867924528301886,0.03225806451612903,0.011904761904761904,0.0058823529411764705,0.07647058823529412,0.26153846153846155,0.26153846153846155,0.6470588235294118,0.010869565217391304,,0.12295081967213115,0.16666666666666666,0.2857142857142857,29.128571428571426,1.0,1.0,2.0,5.0,3.0,1.0,8.0,1.0,0.5,0.2,0.2,1.0,1.0,1.0,0.05434782608695652,0.4,0.014084507042253521,,,,,,,,,,,,True
445,1610612739,Wesley Person,Wesley Person,445,CLE,167586.0,2793,-42,5288,5281,1404,1328,659,10569,84.0,118,16.0,23.0,16.0,26,45.0,119.0,195.0,385,324.0,622,99.0,1176.0,5725,41.0,79.0,7.0,146.0,64.0,123,48.0,272.0,566.0,82.0,28.0,27.0,148,25.0,173,17.0,8.0,58.0,37.0,53.0,371,15.0,33.0,51.0,178,15.0,244,50.0,294,8.0,77.0,57.0,20.0,45,11.0,27.0,29,4.0,18.0,74,11.0,15,34,93,2.0,12.0,124.0,24.0,17.0,37.0,23.0,5.0,9.0,37.0,18.0,,,272.0,1404,16.0,0.8734567901234568,0.9129032258064517,0.5209003215434084,0.5189873417721519,0.5203252032520326,0.5704449152542372,0.6096491228070176,0.5333333333333333,0.5807770961145194,0.6092436974789915,0.5625,0.04340836012861737,0.1016949152542373,0.08403361344537816,17.269142293789024,0.6081081081081081,0.10344827586206896,0.08704156479217603,0.01577437858508604,0.10039370078740158,0.03640776699029126,0.08969839404622014,0.019169329073482427,0.03008849557522124,0.006279434850863423,0.01348314606741573,0.04153354632587859,0.06942392909896603,0.08614864864864864,0.10309278350515463,0.09455587392550144,0.11320754716981132,0.017977528089887642,0.4864864864864865,0.125,0.711864406779661,0.7924528301886793,0.7738095238095238,0.1260593220338983,0.37815126050420167,0.41284403669724773,0.8,0.4078389830508475,0.5064935064935064,0.5131578947368421,0.9333333333333333,0.20175438596491227,0.6956521739130435,0.125,0.12380952380952381,0.6153846153846154,0.4661016949152542,0.49002261652542345,0.5010421874999998,0.48752499999999993,0.027055150884495317,0.03761755485893417,0.12414965986394558,0.23129251700680273,12.906109324758845,0.26550680786686837,94.0,12.0,28.0,99.0,228.0,20.0,59.0,143.0,322.0,35.0,32.0,87.0,420.0,9.0,,228.0,99.0,2.0,2.0,8.0,,,2.0,0.9790209790209791,0.4440993788819876,0.367816091954023,0.4440993788819876,0.3411016949152542,0.012987012987012988,0.014184397163120567,0.020202020202020204,0.09957627118644068,0.24152542372881355,0.4342105263157895,0.43805309734513276,0.98989898989899,0.10526315789473684,0.13333333333333333,0.28095238095238095,0.3389830508474576,0.4342105263157895,25.033850931677023,44.0,6.0,13.0,23.0,19.0,,47.0,2.0,0.5428571428571428,0.46808510638297873,0.46808510638297873,0.9545454545454546,0.5,1.0,0.20175438596491227,0.5652173913043478,0.006191950464396285,12.0,2.0,1.0,1.0,0.006211180124223602,0.008771929824561403,1.0,0.42857142857142855,,,,True
1892,1610612739,Trajan Langdon,Trajan Langdon,1892,CLE,8585.0,143,12,300,287,102,100,30,587,5.0,8,,1.0,,1,4.0,9.0,6.0,15,15.0,32,14.0,71.0,289,1.0,3.0,,2.0,4.0,8,13.0,33.0,8.0,22.0,2.0,4.0,17,4.0,21,1.0,3.0,4.0,2.0,11.0,46,1.0,1.0,1.0,6,,7,2.0,9,,5.0,2.0,3.0,8,1.0,4.0,5,1.0,4.0,13,,5,7,16,1.0,3.0,16.0,3.0,5.0,1.0,1.0,,,1.0,,,,33.0,102,2.0,0.26666666666666666,0.2857142857142857,0.46875,0.3333333333333333,0.5,0.5816326530612245,0.3333333333333333,0.7142857142857143,0.625,0.3333333333333333,0.7619047619047619,0.125,0.25,0.1111111111111111,20.597014925373134,0.6153846153846154,,0.061855670103092786,0.009523809523809525,0.03333333333333333,0.037037037037037035,0.05511811023622047,0.015151515151515152,,,0.018867924528301886,0.047619047619047616,0.05714285714285714,0.07407407407407407,0.05714285714285714,,0.09090909090909091,,,0.16326530612244897,0.625,0.8333333333333334,0.4,0.1836734693877551,0.4444444444444444,0.5,0.25,0.30612244897959184,0.4,0.42857142857142855,0.16666666666666666,0.3333333333333333,,,0.07142857142857142,,0.5102040816326531,0.4553322916666667,0.3659,0.3917653846153846,0.058823529411764705,0.08823529411764706,0.028169014084507043,0.4647887323943662,11.924999999999997,0.34,1.0,,,9.0,16.0,4.0,6.0,9.0,17.0,,4.0,6.0,24.0,3.0,1.0,15.0,9.0,,,1.0,,,,0.8888888888888888,0.5294117647058824,0.6666666666666666,0.5625,0.3469387755102041,0.06666666666666667,,,0.02040816326530612,0.32653061224489793,0.5625,0.5625,0.8888888888888888,,,0.42857142857142855,0.6666666666666666,0.6,26.288235294117644,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,True
1908,1610612739,Jumaine Jones,Jumaine Jones,1908,CLE,86283.0,1438,-33,2701,2716,702,754,322,5417,68.0,108,17.0,32.0,24.0,34,22.0,49.0,75.0,168,165.0,325,30.0,474.0,2963,26.0,51.0,2.0,72.0,45.0,81,19.0,154.0,228.0,102.0,34.0,21.0,55,19.0,74,10.0,9.0,19.0,15.0,21.0,167,15.0,74.0,45.0,171,27.0,243,89.0,332,6.0,43.0,35.0,8.0,24,7.0,15.0,24,5.0,9.0,48,3.0,11,78,135,4.0,8.0,43.0,13.0,10.0,29.0,23.0,2.0,4.0,29.0,20.0,,1.0,154.0,702,18.0,0.6909090909090909,0.7702702702702703,0.5076923076923077,0.5098039215686274,0.5555555555555556,0.5199063231850117,0.5384615384615384,0.5578512396694215,0.5302013422818792,0.5294117647058824,0.5746268656716418,0.06461538461538462,0.12962962962962962,0.061224489795918366,16.123778501628664,0.5,0.36,0.16162570888468808,0.07047619047619047,0.18518518518518517,0.06437768240343347,0.1660261337432744,0.06936866718628215,0.07782101167315175,0.06707317073170732,0.06881720430107527,0.05555555555555555,0.15342465753424658,0.16772151898734178,0.16445623342175067,0.18072289156626506,0.19480519480519481,0.030456852791878174,0.6896551724137931,0.2529274004683841,0.6296296296296297,0.723404255319149,0.6176470588235294,0.11475409836065574,0.4489795918367347,0.4782608695652174,0.5,0.39344262295081966,0.44642857142857145,0.4573170731707317,0.8133333333333334,0.49230769230769234,0.53125,,0.2809917355371901,0.7058823529411765,0.4918032786885246,0.48010023584905664,0.510114705882353,0.4871131355932204,0.029748283752860413,0.03880597014925373,0.1518987341772152,0.32489451476793246,10.924000000000001,0.25990373935579414,12.0,2.0,4.0,32.0,90.0,14.0,36.0,38.0,102.0,14.0,15.0,40.0,105.0,9.0,1.0,88.0,31.0,,2.0,3.0,,,1.0,0.9210526315789473,0.37254901960784315,0.375,0.36633663366336633,0.2388758782201405,0.023809523809523808,,0.09433962264150944,0.02810304449648712,0.2107728337236534,0.35555555555555557,0.35555555555555557,0.90625,0.03076923076923077,0.03305785123966942,0.2975206611570248,0.3888888888888889,0.3522727272727273,26.149019607843144,6.0,1.0,5.0,12.0,6.0,1.0,,,0.42857142857142855,0.5,0.5,1.0,0.5,1.0,0.18461538461538463,0.4166666666666667,,1.0,,,,,,0.8,0.25,,,,True
441,1610612739,Lamond Murray,Lamond Murray,441,CLE,104514.0,1742,-12,3298,3297,769,744,401,6595,87.0,161,15.0,25.0,18.0,43,64.0,147.0,101.0,264,252.0,572,173.0,920.0,3571,23.0,50.0,16.0,83.0,47.0,117,57.0,208.0,300.0,204.0,28.0,46.0,108,16.0,124,9.0,7.0,47.0,26.0,35.0,264,3.0,50.0,36.0,163,18.0,217,56.0,273,10.0,51.0,28.0,23.0,43,12.0,25.0,50,9.0,18.0,93,7.0,23,49,104,9.0,18.0,210.0,86.0,23.0,37.0,22.0,3.0,12.0,37.0,25.0,,3.0,208.0,769,13.0,0.5952380952380952,0.6302521008403361,0.4405594405594406,0.46,0.4017094017094017,0.498,0.5403225806451613,0.46319018404907975,0.5450236966824644,0.5928571428571429,0.5279187817258884,0.08041958041958042,0.14285714285714285,0.12244897959183673,24.670879410215907,0.46236559139784944,0.23076923076923078,0.12528823981552653,0.03717472118959108,0.11285266457680251,0.012096774193548387,0.12283950617283951,0.03327055869428751,0.05630026809651475,0.03597122302158273,0.025225225225225224,0.005649717514124294,0.12557077625570776,0.11891891891891893,0.12981744421906694,0.12093023255813953,0.09615384615384616,0.027700831024930747,0.6756756756756757,0.21466666666666667,0.5403726708074534,0.6304347826086957,0.6436781609195402,0.196,0.43537414965986393,0.49612403100775193,0.484375,0.352,0.38257575757575757,0.38996138996138996,0.6237623762376238,0.4032258064516129,0.6,0.2,0.26380368098159507,0.4186046511627907,0.452,0.4764458445040215,0.5239035714285712,0.46572919254658374,0.10962241169305725,0.134375,0.09021739130434783,0.22608695652173913,11.089860139860141,0.23317161916312917,55.0,6.0,14.0,50.0,123.0,10.0,32.0,81.0,178.0,12.0,19.0,46.0,210.0,33.0,3.0,120.0,50.0,3.0,7.0,18.0,,,2.0,0.8641975308641975,0.4550561797752809,0.41304347826086957,0.46285714285714286,0.23733333333333334,0.01893939393939394,0.041666666666666664,0.028169014084507043,0.07333333333333333,0.164,0.4065040650406504,0.4132231404958678,0.8,0.0967741935483871,0.08588957055214724,0.19631901840490798,0.3125,0.4166666666666667,25.30393258426967,31.0,5.0,2.0,6.0,7.0,,,4.0,0.5833333333333334,0.5636363636363636,0.5636363636363636,0.967741935483871,0.8333333333333334,1.0,0.0967741935483871,0.3333333333333333,0.022099447513812154,9.0,2.0,,1.0,0.011235955056179775,0.016260162601626018,0.5,0.6428571428571429,,,,True
902,1610612739,Bimbo Coles,Bimbo Coles,902,CLE,17425.0,290,-68,535,531,154,156,61,1066,7.0,14,,1.0,3.0,5,4.0,16.0,9.0,29,20.0,59,24.0,67.0,606,2.0,5.0,2.0,6.0,6.0,16,16.0,31.0,20.0,20.0,,4.0,41,4.0,45,3.0,1.0,11.0,6.0,24.0,94,,3.0,5.0,13,,18,3.0,21,,8.0,5.0,3.0,9,1.0,7.0,4,3.0,2.0,13,,4,7,22,2.0,,27.0,9.0,6.0,2.0,,,2.0,3.0,2.0,,,31.0,154,3.0,0.5,0.5,0.3389830508474576,0.4,0.375,0.32575757575757575,0.3333333333333333,0.4166666666666667,0.42948717948717946,0.42857142857142855,0.5961538461538461,0.06779661016949153,0.21428571428571427,0.0625,14.918032786885247,0.6923076923076923,,0.06310679611650485,0.013157894736842105,0.10416666666666667,,0.07086614173228346,0.01107011070110701,0.04,,0.009259259259259259,,0.029411764705882353,0.07547169811320754,0.08235294117647059,0.05128205128205128,0.3333333333333333,,0.6666666666666666,0.21212121212121213,0.5,0.6363636363636364,0.5714285714285714,0.24242424242424243,0.25,0.26666666666666666,,0.4393939393939394,0.3103448275862069,0.3103448275862069,0.6666666666666666,0.16666666666666666,,,0.2777777777777778,0.6,0.3181818181818182,0.43543828125,0.48788,0.4728941176470589,0.125,0.13846153846153847,0.08955223880597014,0.4626865671641791,11.596610169491527,0.28785046728971964,1.0,,1.0,,6.0,,1.0,1.0,7.0,1.0,1.0,2.0,3.0,,2.0,4.0,,,,3.0,1.0,1.0,,1.0,0.14285714285714285,0.5,0.2,0.10606060606060606,,,,0.015151515151515152,0.09090909090909091,,,,,0.05555555555555555,0.05555555555555555,,,36.34285714285714,1.0,,,1.0,,,,,,1.0,1.0,1.0,,,0.16666666666666666,,,1.0,,,,,,,1.0,,,,True
179,1610612739,Bryant Stith,Bryant Stith,179,CLE,14198.0,237,-8,453,454,150,142,62,907,10.0,22,1.0,5.0,5.0,10,3.0,7.0,3.0,11,16.0,40,19.0,87.0,470,2.0,7.0,5.0,12.0,8.0,15,10.0,41.0,20.0,12.0,,3.0,7,2.0,9,1.0,1.0,3.0,3.0,1.0,20,7.0,3.0,5.0,22,,27,11.0,38,1.0,16.0,9.0,7.0,6,1.0,5.0,7,1.0,1.0,13,1.0,3,10,18,1.0,3.0,24.0,10.0,4.0,1.0,1.0,,,2.0,1.0,1.0,,41.0,150,3.0,0.625,0.625,0.4,0.2857142857142857,0.5333333333333333,0.4533333333333333,0.35,0.5,0.5178571428571429,0.5,0.5857142857142857,0.075,0.13636363636363635,,18.618042226487525,0.46153846153846156,,0.125,0.017964071856287425,0.1282051282051282,0.1346153846153846,0.12558139534883722,0.045662100456621,,0.02040816326530612,0.029850746268656716,0.1794871794871795,0.11666666666666667,0.14,0.12121212121212122,0.1,0.2222222222222222,0.02631578947368421,0.5,0.29333333333333333,0.45454545454545453,0.5263157894736842,0.6,0.09333333333333334,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.14666666666666667,0.2727272727272727,0.2727272727272727,1.0,0.5,0.2,,0.3225806451612903,0.5,0.76,0.5359801369863013,0.475925,0.535455,0.125,0.2222222222222222,0.13793103448275862,0.47126436781609193,7.507500000000002,0.33112582781456956,16.0,1.0,4.0,7.0,19.0,4.0,12.0,12.0,35.0,3.0,5.0,16.0,36.0,,1.0,18.0,7.0,1.0,,5.0,1.0,1.0,,1.0,0.34285714285714286,0.3125,0.35294117647058826,0.4666666666666667,,0.05,,0.21333333333333335,0.25333333333333335,0.3684210526315789,0.3684210526315789,1.0,0.1,0.12903225806451613,0.3870967741935484,0.3333333333333333,0.3888888888888889,25.482857142857146,5.0,1.0,,2.0,1.0,,,,0.3333333333333333,0.3125,0.3333333333333333,1.0,1.0,1.0,0.2,,,1.0,1.0,,,0.02857142857142857,,,0.25,0.0625,,,True
