EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Arc3FGM,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,PenaltyFg3Pct,AtRimPctBlocked,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,DefensiveGoaltends,3SecondViolations,PenaltyCorner3FGM,SecondChanceArc3FGM,HeaveAttempts,Fg3aBlocked,Technical Free Throw Trips,Defensive 3 Seconds Violations,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,Clear Path Fouls,Blocked3s,BlockedArc3,BlockedCorner3,on,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveMakes,3pt And 1 Free Throw Trips,Corner3PctBlocked,OffensiveGoaltends
1000,1610612752,Shandon Anderson,Shandon Anderson,1000,NYK,23016.0,384,-51,687,692,196,194,94,1379,12.0,23.0,1.0,6.0,1.0,4.0,6.0,13.0,3.0,9.0,7.0,23.0,2.0,4.0,3.0,7.0,1.0,2.0,21.0,45.0,7.0,30.0,16.0,79,696,2.0,7.0,2.0,5.0,2.0,12.0,2.0,10.0,5.0,9.0,13.0,30.0,12.0,21.0,7.0,2.0,17.0,4.0,21.0,3.0,1.0,10.0,4.0,3.0,46.0,2.0,12.0,1.0,10.0,31,3.0,44,15.0,59,1.0,13.0,6.0,7.0,26.0,3.0,20.0,8.0,2.0,6.0,2.0,34.0,2.0,8.0,19.0,33.0,3.0,1.0,24.0,2.0,10.0,3.0,5.0,3.0,1.0,1.0,5.0,4.0,13.0,196,3.0,0.7142857142857143,0.7142857142857143,1.0,0.23333333333333334,0.4,0.23333333333333334,0.4666666666666667,0.2857142857142857,0.2,0.42,0.4166666666666667,0.13333333333333333,0.45930232558139533,0.42857142857142855,0.30952380952380953,0.4,0.044444444444444446,0.15384615384615385,15.09433962264151,0.7647058823529411,0.11538461538461539,0.0625,0.11654135338345864,0.048582995951417005,0.125,0.02564102564102564,0.11849710982658959,0.043076923076923075,0.015151515151515152,0.08695652173913043,0.033707865168539325,0.0196078431372549,0.037037037037037035,0.09230769230769231,0.07920792079207921,0.17,0.12121212121212122,0.14285714285714285,0.022727272727272728,0.8,0.30666666666666664,0.5217391304347826,0.5217391304347826,0.9166666666666666,0.17333333333333334,0.46153846153846156,0.5454545454545454,0.16666666666666666,0.12,0.3333333333333333,0.3333333333333333,1.0,0.30666666666666664,0.30434782608695654,0.30434782608695654,1.0,0.09333333333333334,0.5,0.16666666666666666,1.0,0.3333333333333333,0.5,1.0,0.08333333333333333,0.26666666666666666,0.25,0.2,0.13333333333333333,0.7066666666666667,0.5140066666666666,0.5408850000000001,0.48789333333333335,0.12048192771084337,0.18867924528301888,0.1518987341772152,0.16455696202531644,6.224444444444445,23.65666666666667,0.2852983988355167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2068,1610612752,Lavor Postell,Lavor Postell,2068,NYK,4584.0,76,-14,140,142,53,60,18,282,4.0,7.0,1.0,2.0,1.0,1.0,3.0,8.0,4.0,10.0,1.0,3.0,,,1.0,8.0,1.0,2.0,11.0,25.0,2.0,11.0,16.0,44,133,1.0,4.0,,1.0,,2.0,4.0,6.0,3.0,8.0,19.0,2.0,20.0,3.0,8.0,4.0,1.0,,1.0,,,1.0,,,2.0,,2.0,,1.0,7,,8,2.0,10,,1.0,,1.0,1.0,,,2.0,,1.0,,3.0,,,2.0,5.0,,1.0,25.0,1.0,8.0,5.0,,,,,,,19.0,53,1.0,0.09090909090909091,0.1,0.5,0.18181818181818182,,0.18181818181818182,0.44,0.25,0.6666666666666666,0.3888888888888889,0.2,0.6111111111111112,0.4583333333333333,0.2,0.6333333333333333,0.3055555555555556,0.16,0.25,31.67701863354037,0.3333333333333333,,,0.1320754716981132,0.03773584905660377,0.06666666666666667,,0.11764705882352941,0.027777777777777776,0.058823529411764705,0.058823529411764705,,,,,0.041666666666666664,0.3,0.06666666666666667,,,,0.19444444444444445,0.5714285714285714,0.8,,0.2222222222222222,0.375,0.5,,0.2777777777777778,0.4,0.4,0.25,0.08333333333333333,0.3333333333333333,0.3333333333333333,,0.2222222222222222,0.4,0.5,,,,,0.2,0.1111111111111111,1.0,0.1111111111111111,0.2222222222222222,0.5,0.4540097222222223,0.42462,0.44192777777777775,0.18604651162790697,0.25,0.045454545454545456,0.4318181818181818,10.472000000000003,25.045454545454547,0.37857142857142856,1.0,1.0,1.0,3.0,2.0,1.0,0.3333333333333333,0.2857142857142857,0.125,0.125,1.0,0.5,0.125,,,,,,,,,,,,,,,,,,,True,,,,,,
221,1610612752,Clar. Weatherspoon,Clar. Weatherspoon,221,NYK,13698.0,228,-8,434,429,164,175,54,863,7.0,17.0,1.0,5.0,3.0,6.0,3.0,17.0,11.0,18.0,,,,,,,,,21.0,52.0,,,25.0,67,426,1.0,6.0,,,6.0,8.0,7.0,16.0,,8.0,22.0,36.0,6.0,,,3.0,1.0,3.0,4.0,2.0,1.0,,1.0,,11.0,3.0,11.0,,11.0,19,7.0,37,14.0,51,3.0,3.0,2.0,1.0,4.0,,2.0,2.0,,2.0,1.0,6.0,,4.0,11.0,20.0,3.0,,27.0,1.0,12.0,2.0,4.0,2.0,,2.0,4.0,2.0,22.0,164,4.0,0.8571428571428571,0.9,,,,,0.40384615384615385,0.16666666666666666,0.4375,0.40384615384615385,0.16666666666666666,0.4375,0.5153846153846153,0.4444444444444444,0.5238095238095238,,0.057692307692307696,0.058823529411764705,14.489795918367346,0.6666666666666666,0.3181818181818182,,0.11728395061728394,0.07051282051282051,0.2391304347826087,0.06,0.14423076923076922,0.06796116504854369,0.075,0.03571428571428571,0.1,0.05,0.1,0.0784313725490196,0.1320754716981132,0.13793103448275862,0.2702702702702703,0.1111111111111111,0.10714285714285714,0.5,0.3269230769230769,0.4117647058823529,0.4666666666666667,0.7142857142857143,0.3269230769230769,0.17647058823529413,0.1875,0.6666666666666666,0.34615384615384615,0.6111111111111112,0.6111111111111112,1.0,,,,,,0.8333333333333334,0.2,,,,,,0.375,0.5,,,0.3269230769230769,0.4276288461538462,0.51786,0.4074,0.19047619047619047,0.19047619047619047,0.11940298507462686,0.3283582089552239,9.201923076923078,,0.3778801843317972,,,,,2.0,,,0.11764705882352941,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,True,,,,,,
458,1610612752,Howard Eisley,Howard Eisley,458,NYK,36610.0,610,-5,1119,1126,395,405,152,2245,18.0,34.0,1.0,1.0,7.0,8.0,15.0,39.0,12.0,44.0,2.0,8.0,,,6.0,50.0,5.0,23.0,45.0,117.0,14.0,58.0,39.0,171,1112,2.0,7.0,3.0,5.0,3.0,16.0,16.0,34.0,29.0,21.0,83.0,8.0,82.0,24.0,49.0,10.0,83.0,17.0,100.0,12.0,5.0,32.0,21.0,30.0,217.0,1.0,7.0,1.0,10.0,30,,40,9.0,49,2.0,24.0,13.0,11.0,32.0,9.0,20.0,21.0,3.0,12.0,3.0,53.0,6.0,14.0,28.0,55.0,1.0,3.0,49.0,1.0,8.0,15.0,3.0,,,3.0,3.0,2.0,83.0,395,8.0,0.08888888888888889,0.08888888888888889,0.5714285714285714,0.2413793103448276,0.6,0.24561403508771928,0.38461538461538464,0.2857142857142857,0.47058823529411764,0.37714285714285717,0.5416666666666666,0.49206349206349204,0.42385786802030456,0.5714285714285714,0.5324675324675324,0.3314285714285714,0.08547008547008547,0.15384615384615385,19.40993788819876,0.6037735849056604,,0.034482758620689655,0.06960556844547564,0.01715686274509804,0.07692307692307693,0.008333333333333333,0.07130124777183601,0.015151515151515152,0.010309278350515464,0.012903225806451613,0.02564102564102564,,0.034482758620689655,0.06796116504854369,0.08860759493670886,0.052941176470588235,0.05504587155963303,0.19047619047619047,0.019417475728155338,0.6666666666666666,0.19428571428571428,0.5294117647058824,0.5806451612903226,,0.22285714285714286,0.38461538461538464,0.45454545454545453,,0.25142857142857145,0.2727272727272727,0.27906976744186046,0.3333333333333333,0.045714285714285714,0.25,0.25,,0.2857142857142857,0.08333333333333333,1.0,,,,,0.4166666666666667,0.12698412698412698,0.875,0.09523809523809523,0.36507936507936506,0.5257142857142857,0.46814597701149413,0.4126681818181818,0.4739008064516129,0.04395604395604396,0.06451612903225806,0.0935672514619883,0.4853801169590643,10.324786324786325,25.57758620689656,0.3529937444146559,12.0,8.0,10.0,18.0,,12.0,0.3448275862068966,0.08823529411764706,0.24,0.24489795918367346,0.6666666666666666,0.34782608695652173,0.24489795918367346,,,2.0,3.0,1.0,1.0,4.0,1.0,0.017241379310344827,0.022727272727272728,0.02,0.6,1.0,0.3333333333333333,,,,,True,,,,,,
703,1610612752,Kurt Thomas,Kurt Thomas,703,NYK,21492.0,358,21,658,659,221,210,82,1317,30.0,47.0,8.0,14.0,14.0,18.0,17.0,46.0,14.0,32.0,,,,,,,,,61.0,125.0,,,27.0,149,644,12.0,21.0,,,3.0,27.0,25.0,39.0,,12.0,62.0,96.0,26.0,,,11.0,6.0,1.0,7.0,1.0,,2.0,2.0,2.0,15.0,5.0,19.0,,15.0,69,14.0,98,24.0,122,6.0,8.0,5.0,3.0,11.0,,8.0,11.0,1.0,3.0,3.0,22.0,1.0,10.0,16.0,42.0,3.0,5.0,35.0,3.0,16.0,3.0,9.0,4.0,,5.0,9.0,4.0,62.0,221,8.0,0.7868852459016393,0.8888888888888888,,,,,0.488,0.5714285714285714,0.6410256410256411,0.488,0.5714285714285714,0.6410256410256411,0.5283687943262412,0.5869565217391305,0.6739130434782609,,0.088,0.13043478260869565,21.791443850267378,0.5,0.4827586206896552,,0.2623574144486692,0.08189655172413793,0.20270270270270271,0.07936507936507936,0.24925816023738873,0.08135593220338982,0.11320754716981132,0.05154639175257732,0.0975609756097561,0.06382978723404255,0.125,0.30434782608695654,0.3118279569892473,0.18811881188118812,0.19047619047619047,0.2727272727272727,0.11538461538461539,0.4444444444444444,0.376,0.6382978723404256,0.6818181818181818,0.7666666666666667,0.368,0.3695652173913043,0.425,0.8235294117647058,0.256,0.4375,0.4666666666666667,0.7857142857142857,,,,,,0.6666666666666666,0.5714285714285714,0.25,,,,,0.46153846153846156,0.7777777777777778,,,0.376,0.457748,0.5184777777777778,0.47527435897435893,0.11594202898550725,0.11594202898550725,0.18120805369127516,0.4161073825503356,7.6464,,0.33586626139817627,,,,,14.0,,,0.06382978723404255,,,,,,1.0,2.0,,,,,,,,0.0625,,,,,1.0,,,,True,,,,,,
969,1610612752,Travis Knight,Travis Knight,969,NYK,7927.0,132,-26,241,248,73,88,42,489,7.0,11.0,5.0,6.0,4.0,5.0,1.0,2.0,7.0,27.0,,,,,,,,,15.0,40.0,,,4.0,34,248,6.0,10.0,,,4.0,16.0,7.0,15.0,,2.0,16.0,18.0,12.0,,,4.0,3.0,,3.0,,,1.0,1.0,1.0,6.0,3.0,12.0,1.0,3.0,14,1.0,18,16.0,34,,3.0,1.0,2.0,4.0,2.0,3.0,3.0,,1.0,,7.0,,1.0,20.0,32.0,4.0,,6.0,,2.0,1.0,5.0,4.0,,1.0,5.0,2.0,16.0,73,1.0,0.6,1.0,,,,,0.375,0.6,0.4666666666666667,0.375,0.6,0.4666666666666667,0.3953488372093023,0.6666666666666666,0.5,,0.1,0.5,17.064846416382252,0.5714285714285714,0.07692307692307693,0.1111111111111111,0.14893617021276595,0.10434782608695652,0.15,0.09375,0.14912280701754385,0.10204081632653061,0.12121212121212122,0.06451612903225806,0.11764705882352941,0.04,0.2857142857142857,0.15,0.1794871794871795,0.11428571428571428,0.15789473684210525,,,0.4,0.275,0.6363636363636364,0.875,0.2857142857142857,0.05,0.5,1.0,,0.675,0.25925925925925924,0.25925925925925924,1.0,,,,,,0.6,0.8333333333333334,,,,,,0.3333333333333333,0.8,,,0.275,0.4443975000000001,0.5345666666666666,0.47889333333333334,0.047619047619047616,0.047619047619047616,0.47058823529411764,0.47058823529411764,12.940000000000001,,0.3029045643153527,,,,,12.0,,,0.2727272727272727,,,,,,,,,,,,,,,,,,,,1.0,,,,True,,,,,,
280,1610612752,Felton Spencer,Felton Spencer,280,NYK,2786.0,46,-11,88,86,35,39,9,174,1.0,5.0,1.0,2.0,,,,3.0,,,,,,,,,,,1.0,8.0,,,,2,85,1.0,2.0,,,,2.0,,2.0,,,,,2.0,,,1.0,,,,,,,,,,1.0,2.0,,1.0,4,4.0,9,3.0,12,,,,,,,,3.0,,,,3.0,,1.0,8.0,14.0,1.0,2.0,,,,,1.0,1.0,,,1.0,,,35,2.0,,,,,,,0.125,0.5,,0.125,0.5,,0.125,0.5,,,0.125,,11.11111111111111,,0.3333333333333333,,0.13333333333333333,0.07142857142857142,0.06666666666666667,0.08333333333333333,0.1111111111111111,0.075,0.1,0.1111111111111111,,0.1,,,0.2,0.13333333333333333,0.07142857142857142,,,,0.625,0.2,0.25,,0.375,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,0.625,0.4625,0.55795,0.37334999999999996,,,1.0,,2.9375,,0.3977272727272727,,,,,2.0,,,0.2,,,,,,,,,,,,,1.0,,,,,,,,,,,True,,,,,,
970,1610612752,Othella Harrington,Othella Harrington,970,NYK,23256.0,388,6,691,699,239,223,97,1390,27.0,41.0,10.0,13.0,4.0,10.0,31.0,56.0,7.0,16.0,,1.0,,,1.0,,,,65.0,113.0,,1.0,40.0,170,685,13.0,19.0,,,13.0,39.0,19.0,42.0,1.0,23.0,61.0,80.0,50.0,,,4.0,5.0,3.0,8.0,1.0,2.0,1.0,2.0,2.0,19.0,7.0,27.0,,7.0,38,5.0,50,34.0,84,4.0,12.0,8.0,4.0,12.0,2.0,10.0,13.0,,2.0,3.0,25.0,3.0,8.0,17.0,48.0,3.0,5.0,54.0,6.0,18.0,12.0,11.0,4.0,,7.0,11.0,5.0,61.0,239,6.0,0.6153846153846154,0.7407407407407407,,,,,0.5752212389380531,0.6842105263157895,0.4523809523809524,0.5701754385964912,0.6842105263157895,0.4418604651162791,0.6159420289855072,0.78,0.5350877192982456,0.008771929824561403,0.035398230088495575,,20.451693851944793,0.48,0.21739130434782608,,0.1371841155234657,0.10975609756097561,0.09090909090909091,0.1044776119402985,0.1271186440677966,0.10862619808306709,0.08695652173913043,0.1346153846153846,0.09375,0.09803921568627451,0.125,0.18867924528301888,0.14423076923076922,0.10833333333333334,0.1111111111111111,,0.08888888888888889,0.45454545454545453,0.35964912280701755,0.6585365853658537,0.7105263157894737,0.5555555555555556,0.49122807017543857,0.5535714285714286,0.5535714285714286,0.6774193548387096,0.14035087719298245,0.4375,0.4666666666666667,0.5714285714285714,0.008771929824561403,,,,,0.6842105263157895,0.7692307692307693,,,,,,0.23255813953488372,0.4,0.023255813953488372,,0.3684210526315789,0.44916140350877193,0.526470588235294,0.44455581395348837,0.14285714285714285,0.144,0.22941176470588234,0.3588235294117647,6.568141592920355,23.6,0.3458755426917511,,,,,22.0,,,0.07317073170731707,,,,,,1.0,3.0,,,,,,3.0,,0.0625,,,,,,,,,True,,,,,,
275,1610612752,Allan Houston,Allan Houston,275,NYK,19148.0,319,-9,597,606,262,280,76,1203,4.0,9.0,1.0,1.0,1.0,2.0,13.0,35.0,32.0,61.0,3.0,3.0,,,2.0,25.0,2.0,9.0,49.0,105.0,14.0,28.0,35.0,175,625,5.0,14.0,1.0,2.0,,13.0,21.0,37.0,11.0,19.0,82.0,36.0,62.0,27.0,25.0,2.0,15.0,4.0,19.0,3.0,1.0,6.0,3.0,6.0,42.0,2.0,1.0,,4.0,27,1.0,32,3.0,35,1.0,4.0,3.0,1.0,8.0,3.0,6.0,7.0,1.0,2.0,,15.0,3.0,7.0,10.0,20.0,2.0,3.0,42.0,1.0,10.0,10.0,,,,,,,82.0,262,1.0,0.3673469387755102,0.3673469387755102,0.6428571428571429,0.5,0.5,0.5,0.4666666666666667,0.35714285714285715,0.5675675675675675,0.5263157894736842,0.40625,0.65625,0.5657894736842105,0.40625,0.675,0.21052631578947367,0.01904761904761905,,24.59499263622975,0.5333333333333333,0.030303030303030304,,0.12162162162162163,0.004784688995215311,0.05263157894736842,0.03773584905660377,0.1040268456375839,0.011450381679389313,,0.012345679012345678,,0.046511627906976744,,0.10526315789473684,0.1038961038961039,0.14772727272727273,0.047619047619047616,0.07692307692307693,0.014925373134328358,,0.06766917293233082,0.4444444444444444,0.5714285714285714,0.25,0.2631578947368421,0.37142857142857144,0.37142857142857144,0.3076923076923077,0.45864661654135336,0.5245901639344263,0.5245901639344263,0.40625,0.022556390977443608,1.0,1.0,0.6666666666666666,0.18796992481203006,0.0625,1.0,1.0,,,,0.125,0.041666666666666664,0.5,0.041666666666666664,0.1875,0.2781954887218045,0.4275887218045113,0.3852730769230769,0.4176697916666667,0.07042253521126761,0.08771929824561403,0.07428571428571429,0.4685714285714286,14.025714285714287,24.828571428571426,0.4388609715242881,11.0,5.0,7.0,15.0,,11.0,0.6363636363636364,0.2222222222222222,0.44,0.4583333333333333,0.6363636363636364,0.5555555555555556,0.44,,,2.0,1.0,,1.0,3.0,,0.03571428571428571,,0.04,0.5,1.0,1.0,1.0,,,,True,,,,,,
84,1610612752,Latrell Sprewell,Latrell Sprewell,84,NYK,24465.0,408,68,754,758,263,283,104,1512,17.0,26.0,2.0,3.0,4.0,6.0,12.0,37.0,17.0,41.0,5.0,8.0,2.0,2.0,,39.0,5.0,11.0,46.0,104.0,19.0,47.0,35.0,184,724,6.0,10.0,3.0,7.0,3.0,24.0,8.0,27.0,11.0,19.0,44.0,30.0,62.0,42.0,39.0,7.0,31.0,6.0,37.0,2.0,4.0,11.0,8.0,12.0,80.0,1.0,7.0,,8.0,29,3.0,40,8.0,48,4.0,19.0,13.0,6.0,20.0,1.0,9.0,8.0,1.0,11.0,1.0,28.0,6.0,10.0,10.0,24.0,1.0,4.0,46.0,1.0,13.0,8.0,1.0,,1.0,,3.0,2.0,44.0,263,4.0,0.32608695652173914,0.3333333333333333,0.7368421052631579,0.40425531914893614,0.42857142857142855,0.40425531914893614,0.4423076923076923,0.6,0.2962962962962963,0.49337748344370863,0.6176470588235294,0.32894736842105265,0.5292397660818714,0.631578947368421,0.44,0.31125827814569534,0.0673076923076923,0.02702702702702703,22.952710495963093,0.7142857142857143,0.08571428571428572,,0.09897610921501707,0.025830258302583026,0.08695652173913043,0.01282051282051282,0.09610389610389611,0.022922636103151862,0.06349206349206349,0.01834862385321101,0.010101010101010102,0.01694915254237288,,0.04,0.08490566037735849,0.15178571428571427,0.08,0.11764705882352941,0.05263157894736842,0.6666666666666666,0.17218543046357615,0.6538461538461539,0.8095238095238095,0.23529411764705882,0.24503311258278146,0.32432432432432434,0.3333333333333333,0.16666666666666666,0.271523178807947,0.4146341463414634,0.425,0.5294117647058824,0.052980132450331126,0.625,0.625,1.0,0.2582781456953642,0.17647058823529413,0.6666666666666666,,0.11764705882352941,1.0,1.0,0.29411764705882354,0.15789473684210525,0.6666666666666666,,0.2894736842105263,0.48344370860927155,0.4653416666666667,0.48311333333333334,0.45995540540540547,0.07975460122699386,0.11206896551724138,0.13043478260869565,0.2391304347826087,10.598076923076924,25.306382978723402,0.34880636604774534,14.0,3.0,3.0,15.0,2.0,14.0,0.2727272727272727,0.19230769230769232,0.358974358974359,0.3684210526315789,0.6428571428571429,0.2727272727272727,0.358974358974359,,,,1.0,,1.0,5.0,,0.02127659574468085,0.024390243902439025,0.02564102564102564,0.2,1.0,,1.0,2.0,1.0,1.0,True,,,,,,
