EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,BlockedLongMidRange,OffensiveGoaltends,NonShootingPenaltyNonTakeFouls,LongMidRangePctBlocked,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,PenaltyFG3M,PtsUnassisted3s,HeaveAttempts,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,SecondChanceFg3Pct,PenaltyFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,on,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,BlockedCorner3
124,1610612758,Vlade Divac,Vlade Divac,124,SAC,40289.0,671,144.0,1321,1323,222,123,149,2644,51.0,94.0,9.0,22.0,7.0,15.0,33.0,75.0,20.0,55,2.0,1.0,1.0,3.0,1.0,104,224,1.0,5.0,48.0,259,1261,17.0,36,1.0,7.0,41.0,19.0,36.0,1.0,18.0,56.0,118.0,90.0,3.0,18.0,3.0,1.0,20.0,93,14.0,107,9.0,5.0,37.0,12.0,44.0,228,5.0,39.0,4.0,17.0,105.0,7.0,129.0,48.0,177,14.0,18.0,12.0,6.0,18.0,8.0,9.0,27.0,4.0,9.0,5.0,45,3.0,11.0,21,41,6.0,7.0,90.0,8.0,41.0,8.0,19.0,9.0,10.0,19.0,13.0,1.0,1.0,4.0,56.0,222,0.5673076923076923,0.6210526315789474,1.0,0.2,0.2,0.4642857142857143,0.4722222222222222,0.5277777777777778,0.4606986899563319,0.4594594594594595,0.5135135135135135,0.47962962962962963,0.5,0.5384615384615384,0.021834061135371178,0.08928571428571429,0.10638297872340426,0.13333333333333333,20.972037283621837,0.4,0.2692307692307692,0.08888888888888889,0.17706576728499157,0.07784431137724551,0.17,0.0390625,0.17604617604617603,0.06995230524642289,0.08441558441558442,0.128,0.04504504504504504,0.021739130434782608,0.08333333333333333,0.12295081967213115,0.18396226415094338,0.1969111969111969,0.1891891891891892,0.11538461538461539,0.1346153846153846,0.6842105263157895,0.4104803493449782,0.5425531914893617,0.6071428571428571,0.6078431372549019,0.32751091703056767,0.44,0.5076923076923077,0.2727272727272727,0.24017467248908297,0.36363636363636365,0.36363636363636365,0.95,0.008733624454148471,0.013100436681222707,0.3333333333333333,0.3333333333333333,1.0,0.5945945945945946,0.4090909090909091,0.3333333333333333,0.02702702702702703,0.40540540540540543,0.4666666666666667,0.02702702702702703,0.43231441048034935,0.3333333333333333,0.47257270742358076,0.504164705882353,0.465154054054054,0.15648854961832062,0.15953307392996108,0.1583011583011583,0.21621621621621623,7.068303571428572,24.68,0.1680545041635125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1513,1610612758,Scot Pollard,Scot Pollard,1513,SAC,112911.0,1882,302.0,3679,3685,919,749,504,7364,153.0,252.0,58.0,110.0,30.0,45.0,35.0,89.0,9.0,17,,,,,,197,358,,,115.0,509,3691,72.0,132,,24.0,168.0,42.0,71.0,,34.0,118.0,238.0,156.0,,118.0,,,46.0,43,10.0,53,9.0,1.0,19.0,7.0,17.0,116,24.0,161.0,3.0,50.0,288.0,39.0,377.0,188.0,565,20.0,70.0,42.0,28.0,27.0,1.0,12.0,41.0,7.0,15.0,3.0,68,13.0,13.0,128,202,13.0,17.0,166.0,25.0,78.0,18.0,76.0,41.0,31.0,76.0,46.0,3.0,7.0,1.0,118.0,919,0.6040609137055838,0.8623188405797102,,,,0.5502793296089385,0.5454545454545454,0.5915492957746479,0.5502793296089385,0.5454545454545454,0.5915492957746479,0.5932400932400932,0.56,0.6344086021505376,,0.12849162011173185,0.10714285714285714,0.20224719101123595,11.545623836126628,0.39705882352941174,0.41935483870967744,0.022900763358778626,0.18701298701298702,0.1098976109215017,0.16891891891891891,0.07100591715976332,0.1840958605664488,0.10260676650027732,0.1425287356321839,0.10764872521246459,0.09010339734121123,0.06521739130434782,0.08333333333333333,0.16049382716049382,0.20392156862745098,0.18696883852691218,0.14285714285714285,0.25,0.17699115044247787,0.6052631578947368,0.7039106145251397,0.6071428571428571,0.68,0.6078431372549019,0.24860335195530725,0.39325842696629215,0.49295774647887325,0.5142857142857142,0.04748603351955307,0.5294117647058824,0.5625,0.8888888888888888,,,,,,0.8333333333333334,0.5272727272727272,0.10344827586206896,,0.6338028169014085,0.6666666666666666,,0.7039106145251397,,0.5228944134078215,0.5326529411764706,0.5092309859154929,0.1897810218978102,0.1897810218978102,0.3300589390962672,0.2318271119842829,2.6497206703910616,,0.2497961402555042,4.0,4.0,11.0,0.058823529411764705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1517,1610612758,Bobby Jackson,Bobby Jackson,1517,SAC,63266.0,1054,189.0,2000,2012,448,412,312,4012,88.0,149.0,11.0,22.0,24.0,32.0,24.0,55.0,42.0,135,74.0,24.0,16.0,60.0,5.0,154,339,49.0,134.0,74.0,529,2048,20.0,41,20.0,7.0,77.0,34.0,58.0,46.0,26.0,148.0,136.0,172.0,108.0,16.0,57.0,16.0,26.0,91,21.0,112,15.0,6.0,38.0,12.0,41.0,245,11.0,39.0,1.0,19.0,69.0,2.0,90.0,51.0,141,7.0,44.0,15.0,29.0,38.0,3.0,21.0,13.0,1.0,17.0,2.0,51,5.0,8.0,23,74,1.0,6.0,96.0,12.0,43.0,9.0,5.0,4.0,1.0,6.0,2.0,,,1.0,148.0,448,0.44155844155844154,0.4657534246575342,0.7346938775510204,0.3656716417910448,0.37404580152671757,0.45427728613569324,0.4878048780487805,0.5862068965517241,0.4809725158562368,0.5737704918032787,0.5865384615384616,0.5136186770428015,0.5923076923076923,0.6218487394957983,0.2832980972515856,0.07669616519174041,0.12080536912751678,0.09090909090909091,23.71956339210747,0.7450980392156863,0.037037037037037035,0.012658227848101266,0.08333333333333333,0.04791154791154791,0.11949685534591195,0.05945945945945946,0.08915906788247213,0.05005005005005005,0.05668016194331984,0.046153846153846156,0.043010752688172046,0.05982905982905983,0.058823529411764705,0.04790419161676647,0.06338028169014084,0.11405835543766578,0.13675213675213677,0.07142857142857142,0.030042918454935622,0.3333333333333333,0.3150105708245243,0.5906040268456376,0.6717557251908397,0.5227272727272727,0.11627906976744186,0.43636363636363634,0.48,0.375,0.2854122621564482,0.3111111111111111,0.3181818181818182,0.30952380952380953,0.15644820295983086,0.12684989429175475,0.26666666666666666,0.26666666666666666,0.5,0.36065573770491804,0.5,0.2727272727272727,0.08196721311475409,0.3076923076923077,0.75,0.23076923076923078,0.5983086680761099,0.2807017543859649,0.5122786170212766,0.509679,0.5170686274509804,0.08712871287128712,0.11621621621621622,0.14555765595463138,0.27977315689981097,8.714454277286137,24.83582089552239,0.224,,,9.0,0.022222222222222223,33.0,9.0,15.0,10.0,1.0,8.0,22.0,10.0,18.0,39.0,3.0,1.0,1.0,1.0,1.0,0.5,0.391304347826087,0.44594594594594594,0.44594594594594594,0.8484848484848485,0.2459016393442623,0.6,0.6666666666666666,0.2,1.0,0.4166666666666667,0.21153846153846154,0.36363636363636365,0.007407407407407408,,True,,,,,
1710,1610612758,Mike Bibby,Mike Bibby,1710,SAC,64450.0,1074,219.0,2138,2147,615,433,269,4285,41.0,68.0,1.0,2.0,10.0,19.0,31.0,63.0,106.0,231,12.0,1.0,17.0,45.0,3.0,178,362,21.0,57.0,47.0,466,2117,21.0,30,3.0,3.0,48.0,47.0,85.0,18.0,29.0,144.0,200.0,156.0,54.0,2.0,45.0,17.0,15.0,132,33.0,165,22.0,11.0,71.0,16.0,45.0,363,2.0,16.0,,14.0,63.0,1.0,78.0,18.0,96,7.0,33.0,16.0,17.0,41.0,12.0,28.0,22.0,2.0,13.0,,63,7.0,16.0,16,43,,5.0,61.0,5.0,25.0,7.0,8.0,4.0,2.0,8.0,6.0,,,1.0,144.0,615,0.5617977528089888,0.5649717514124294,0.8571428571428571,0.3684210526315789,0.3684210526315789,0.49171270718232046,0.7,0.5529411764705883,0.5,0.6818181818181818,0.558252427184466,0.5201793721973094,0.6857142857142857,0.5916666666666667,0.1360381861575179,0.04143646408839779,0.11764705882352941,0.06349206349206349,20.649087221095336,0.6507936507936508,0.019230769230769232,,0.06752411575562701,0.01907032181168057,0.08641975308641975,0.010050251256281407,0.07031963470319634,0.017341040462427744,0.012605042016806723,0.03333333333333333,0.015345268542199489,0.007352941176470588,0.015873015873015872,0.07352941176470588,0.0673076923076923,0.06474820143884892,0.06504065040650407,0.15384615384615385,0.034482758620689655,0.75,0.162291169451074,0.6029411764705882,0.6833333333333333,0.43902439024390244,0.15035799522673032,0.49206349206349204,0.5254237288135594,0.3870967741935484,0.5513126491646778,0.4588744588744589,0.4649122807017544,0.660377358490566,0.028639618138424822,0.10739856801909307,0.37777777777777777,0.37777777777777777,0.8235294117647058,0.06060606060606061,0.5,1.0,0.09090909090909091,0.18446601941747573,0.5263157894736842,0.009708737864077669,0.29832935560859186,0.37777777777777777,0.47109260143198095,0.42456851851851857,0.4708252427184465,0.05694760820045558,0.06544502617801047,0.10300429184549356,0.3090128755364807,13.332320441988951,24.677192982456134,0.2876520112254443,2.0,,6.0,0.012987012987012988,4.0,,,,1.0,7.0,17.0,1.0,7.0,9.0,,2.0,,,,0.3333333333333333,0.3888888888888889,0.3333333333333333,0.3333333333333333,1.0,,,,0.3333333333333333,1.0,,0.1650485436893204,0.4117647058823529,,,True,,,,,
2045,1610612758,Hedo Turkoglu,Hedo Turkoglu,2045,SAC,57103.0,952,159.0,1809,1822,426,403,273,3631,34.0,73.0,9.0,14.0,12.0,21.0,29.0,78.0,44.0,131,18.0,4.0,18.0,55.0,8.0,107,282,26.0,73.0,77.0,369,1845,18.0,31,10.0,6.0,54.0,28.0,56.0,17.0,20.0,100.0,82.0,132.0,72.0,26.0,54.0,18.0,14.0,66,21.0,87,15.0,6.0,36.0,5.0,25.0,195,6.0,31.0,1.0,18.0,94.0,7.0,119.0,38.0,157,10.0,24.0,17.0,7.0,22.0,10.0,10.0,23.0,8.0,12.0,1.0,45,5.0,4.0,40,83,6.0,2.0,112.0,9.0,53.0,7.0,9.0,3.0,4.0,9.0,6.0,,,1.0,100.0,426,0.38317757009345793,0.43617021276595747,0.9230769230769231,0.3561643835616438,0.3611111111111111,0.37943262411347517,0.5806451612903226,0.5,0.4112676056338028,0.5853658536585366,0.547945205479452,0.45320197044334976,0.6136363636363636,0.5882352941176471,0.2056338028169014,0.04964539007092199,0.1095890410958904,0.05128205128205128,20.99627560521415,0.4888888888888889,0.14,0.013157894736842105,0.1296551724137931,0.041223404255319146,0.12162162162162163,0.0392156862745098,0.12829324169530354,0.04088397790055249,0.06103286384976526,0.047872340425531915,0.02564102564102564,0.0392156862745098,0.0392156862745098,0.06666666666666667,0.15040650406504066,0.13953488372093023,0.11504424778761062,0.14285714285714285,0.04878048780487805,0.6666666666666666,0.2056338028169014,0.4657534246575342,0.5230769230769231,0.47058823529411764,0.21971830985915494,0.3717948717948718,0.3918918918918919,0.20689655172413793,0.36901408450704226,0.33587786259541985,0.34108527131782945,0.4318181818181818,0.05070422535211268,0.15492957746478872,0.32727272727272727,0.32727272727272727,1.0,0.34146341463414637,0.6428571428571429,,0.1951219512195122,0.2876712328767123,0.5714285714285714,0.0547945205479452,0.4112676056338028,0.3333333333333333,0.466987570621469,0.4986999999999999,0.4773215277777778,0.13283208020050125,0.16257668711656442,0.14634146341463414,0.27100271002710025,11.130496453900708,24.972602739726025,0.23548922056384744,2.0,,8.0,0.015267175572519083,8.0,2.0,2.0,4.0,2.0,4.0,13.0,4.0,8.0,6.0,1.0,1.0,,,,0.4,0.47058823529411764,0.4444444444444444,0.4444444444444444,0.75,0.04878048780487805,1.0,,0.25,1.0,1.0,0.1780821917808219,0.3076923076923077,,1.0,True,,,,,
2222,1610612758,Gerald Wallace,Gerald Wallace,2222,SAC,15798.0,263,-15.0,530,528,164,213,89,1058,34.0,66.0,13.0,23.0,8.0,15.0,1.0,11.0,6.0,23,2.0,,,2.0,,41,100,,4.0,15.0,97,522,14.0,26,1.0,3.0,31.0,8.0,25.0,1.0,6.0,22.0,42.0,40.0,,24.0,2.0,,13.0,10,6.0,16,5.0,1.0,4.0,3.0,3.0,38,5.0,28.0,1.0,4.0,17.0,,21.0,34.0,55,1.0,8.0,6.0,2.0,6.0,1.0,1.0,8.0,2.0,5.0,1.0,14,2.0,6.0,14,34,2.0,3.0,24.0,2.0,12.0,1.0,4.0,3.0,,4.0,4.0,,,,22.0,164,0.5121951219512195,0.7241379310344828,,,,0.41,0.5384615384615384,0.32,0.3942307692307692,0.5185185185185185,0.3076923076923077,0.4217391304347826,0.5535714285714286,0.36666666666666664,0.038461538461538464,0.13,0.16666666666666666,0.18181818181818182,20.251177394034535,0.42857142857142855,,0.045454545454545456,0.06666666666666667,0.12173913043478261,0.08,0.1282051282051282,0.06885245901639345,0.12267657992565056,0.1282051282051282,0.10638297872340426,0.12380952380952381,0.1,0.2222222222222222,0.05172413793103448,0.09210526315789473,0.05785123966942149,0.05405405405405406,0.15384615384615385,0.02,1.0,0.6346153846153846,0.5151515151515151,0.6181818181818182,0.5,0.10576923076923077,0.09090909090909091,0.1111111111111111,,0.22115384615384615,0.2608695652173913,0.2608695652173913,0.6666666666666666,0.019230769230769232,0.019230769230769232,,,,0.8518518518518519,0.5652173913043478,,,0.5769230769230769,0.5333333333333333,,0.6730769230769231,,0.5288057692307692,0.5606458333333333,0.5027615384615385,0.10526315789473684,0.10909090909090909,0.31958762886597936,0.2268041237113402,5.27,24.6,0.30943396226415093,1.0,,5.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,0.037037037037037035,,,,,,0.038461538461538464,,,,True,,,,,
359,1610612758,Chucky Brown,Chucky Brown,359,SAC,2894.0,48,-19.0,99,97,31,19,13,196,,5.0,,4.0,,3.0,4.0,5.0,1.0,7,,,,,,5,17,,,,10,91,,4,,,,1.0,7.0,,,2.0,2.0,8.0,,,,,1.0,1,1.0,2,,1.0,,,1.0,5,,5.0,,4.0,8.0,,12.0,5.0,17,1.0,,,,2.0,,1.0,1.0,,1.0,,3,,2.0,1,5,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,,,,2.0,31,0.2,0.2,,,,0.29411764705882354,,0.14285714285714285,0.29411764705882354,,0.14285714285714285,0.29411764705882354,,0.14285714285714285,,0.058823529411764705,0.2,,17.54385964912281,0.6666666666666666,,,0.18181818181818182,0.10869565217391304,0.25,,0.2,0.09090909090909091,0.15789473684210525,0.14285714285714285,0.05,,,0.09090909090909091,0.06666666666666667,0.3333333333333333,0.2727272727272727,0.2,0.09090909090909091,1.0,0.29411764705882354,,,,0.29411764705882354,0.8,0.8,0.25,0.4117647058823529,0.14285714285714285,0.14285714285714285,,,,,,,1.0,,,,0.42857142857142855,,,0.29411764705882354,,0.4403705882352941,0.5889,0.48108571428571434,,,,0.2,10.711764705882354,,0.31313131313131315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
57,1610612758,Doug Christie,Doug Christie,57,SAC,68159.0,1136,191.0,2230,2218,516,360,296,4448,66.0,101.0,7.0,12.0,11.0,21.0,8.0,27.0,41.0,89,35.0,8.0,29.0,83.0,12.0,115,217,43.0,118.0,83.0,442,2239,11.0,18,15.0,9.0,46.0,19.0,39.0,26.0,38.0,103.0,132.0,98.0,120.0,8.0,82.0,29.0,15.0,126,15.0,141,7.0,8.0,77.0,8.0,41.0,297,9.0,23.0,,26.0,99.0,,125.0,32.0,157,9.0,57.0,40.0,17.0,42.0,9.0,32.0,24.0,2.0,10.0,5.0,66,8.0,23.0,40,83,,6.0,96.0,2.0,25.0,10.0,7.0,1.0,2.0,8.0,6.0,,,,103.0,516,0.5739130434782609,0.5945945945945946,0.9302325581395349,0.3644067796610169,0.36752136752136755,0.5299539170506913,0.6111111111111112,0.48717948717948717,0.5358208955223881,0.5606060606060606,0.5,0.5652173913043478,0.5972222222222222,0.5740740740740741,0.3522388059701492,0.06912442396313365,0.07920792079207921,0.18518518518518517,16.72460409424488,0.6363636363636364,,,0.11024498886414254,0.02668213457076566,0.15028901734104047,0.039301310043668124,0.11671335200746966,0.02933088909257562,0.030303030303030304,0.03827751196172249,0.017994858611825194,0.03896103896103896,0.04,0.07142857142857142,0.1095890410958904,0.12926829268292683,0.17424242424242425,0.07317073170731707,0.05625,0.75,0.30149253731343284,0.6534653465346535,0.7096774193548387,0.5303030303030303,0.08059701492537313,0.2962962962962963,0.36363636363636365,0.375,0.2656716417910448,0.4606741573033708,0.47126436781609193,0.6829268292682927,0.1044776119402985,0.24776119402985075,0.3493975903614458,0.3493975903614458,0.9310344827586207,0.36363636363636365,0.5833333333333334,0.2857142857142857,0.36363636363636365,0.3230769230769231,0.5238095238095238,0.12307692307692308,0.6537313432835821,0.35365853658536583,0.5314284431137725,0.5437574074074074,0.5245723076923076,0.06983240223463687,0.10416666666666667,0.10407239819004525,0.2330316742081448,8.913824884792627,24.83305084745763,0.23139013452914797,4.0,,7.0,0.02247191011235955,14.0,1.0,3.0,3.0,4.0,6.0,18.0,5.0,9.0,9.0,1.0,28.0,,1.0,1.0,0.3333333333333333,0.34615384615384615,0.4,0.4,0.9285714285714286,0.09090909090909091,0.3333333333333333,1.0,0.3333333333333333,1.0,0.375,0.27692307692307694,0.3333333333333333,,,True,,,,,
978,1610612758,Peja Stojakovic,Peja Stojakovic,978,SAC,69548.0,1159,241.0,2288,2300,534,386,269,4588,96.0,135.0,10.0,17.0,20.0,27.0,34.0,84.0,89.0,196,40.0,12.0,41.0,109.0,14.0,219,415,56.0,149.0,109.0,715,2275,22.0,37,19.0,7.0,69.0,47.0,91.0,40.0,49.0,179.0,260.0,178.0,141.0,18.0,107.0,41.0,32.0,66,26.0,92,14.0,12.0,30.0,9.0,27.0,210,10.0,22.0,,20.0,110.0,5.0,135.0,32.0,167,6.0,38.0,20.0,18.0,42.0,4.0,23.0,24.0,6.0,19.0,1.0,66,1.0,17.0,30,60,,12.0,118.0,12.0,43.0,16.0,6.0,2.0,4.0,6.0,4.0,,,,179.0,534,0.593607305936073,0.6190476190476191,0.8392857142857143,0.37583892617449666,0.38095238095238093,0.5277108433734939,0.5945945945945946,0.5164835164835165,0.5372340425531915,0.5535714285714286,0.4961832061068702,0.5761047463175123,0.5847457627118644,0.5709677419354838,0.2641843971631206,0.07710843373493977,0.1037037037037037,0.19047619047619047,25.81998474446987,0.6363636363636364,0.1,,0.11458333333333333,0.02528735632183908,0.11299435028248588,0.045454545454545456,0.11433597185576078,0.029357798165137616,0.02127659574468085,0.03286384976525822,0.023696682464454975,0.04054054054054054,0.05555555555555555,0.12745098039215685,0.109717868338558,0.11212814645308924,0.125,0.07317073170731707,0.024096385542168676,0.6666666666666666,0.2393617021276596,0.7111111111111111,0.7933884297520661,0.6979166666666666,0.14893617021276595,0.40476190476190477,0.5,0.38235294117647056,0.3475177304964539,0.45408163265306123,0.4587628865979381,0.5617977528089888,0.07092198581560284,0.19326241134751773,0.3761467889908257,0.3761467889908257,0.8536585365853658,0.30357142857142855,0.5882352941176471,0.2,0.25,0.20610687022900764,0.7407407407407407,0.0916030534351145,0.5035460992907801,0.38317757009345793,0.4991711743772242,0.50645,0.4868915384615385,0.07226890756302522,0.09641255605381166,0.0965034965034965,0.25034965034965034,10.32481927710843,25.019463087248322,0.23339160839160839,,,3.0,0.01020408163265306,15.0,1.0,5.0,4.0,5.0,8.0,28.0,6.0,12.0,27.0,2.0,12.0,,,,0.3157894736842105,0.3,0.375,0.375,0.8,0.08928571428571429,0.2,1.0,0.35714285714285715,1.0,0.3333333333333333,0.21374045801526717,0.2857142857142857,,1.0,True,,,,,
2043,1610612758,Mateen Cleaves,Mateen Cleaves,2043,SAC,4930.0,82,-53.0,174,173,73,72,23,347,6.0,14.0,1.0,2.0,3.0,8.0,2.0,3.0,3.0,15,,,1.0,2.0,,11,32,1.0,2.0,4.0,29,189,1.0,2,,,2.0,5.0,16.0,,4.0,14.0,6.0,16.0,,,2.0,1.0,2.0,8,1.0,9,,1.0,4.0,1.0,3.0,19,,1.0,,,1.0,,1.0,1.0,2,1.0,4.0,2.0,2.0,12.0,3.0,6.0,5.0,,6.0,1.0,17,,8.0,1,4,,,4.0,,1.0,1.0,,,,,,,,,14.0,73,0.2727272727272727,0.2727272727272727,,0.5,0.5,0.34375,0.5,0.3125,0.36764705882352944,0.5,0.3125,0.4027777777777778,0.5,0.3888888888888889,0.058823529411764705,0.0625,0.14285714285714285,,26.368159203980102,0.7058823529411765,,,0.014285714285714285,0.013157894736842105,,,0.010869565217391304,0.011494252873563218,,0.08333333333333333,,,,,0.0625,,,,0.05,,0.4117647058823529,0.42857142857142855,0.5,0.3333333333333333,0.08823529411764706,0.6666666666666666,0.6666666666666666,,0.4411764705882353,0.2,0.2,0.3333333333333333,,0.058823529411764705,0.5,0.5,,1.0,0.5,1.0,,0.5,0.375,,0.47058823529411764,0.5,0.4814441176470589,0.54325,0.486675,0.02857142857142857,0.030303030303030304,0.06896551724137931,0.4827586206896552,9.446875000000002,26.35,0.41954022988505746,,,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,True,,,,,
