EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,FTOffRebounds,LostBallOutOfBoundsTurnovers,BlockedLongMidRange,SecondChanceFg3Pct,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,3SecondViolations,Defensive 3 Seconds Violations,LongMidRangePctBlocked,Blocked3s,BlockedArc3,BlockedCorner3,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,on,Corner3PctBlocked,3pt And 1 Free Throw Trips,OffensiveGoaltends,FoulsDrawn,Offensive Fouls Drawn
147,1610612754,Jalen Rose,Jalen Rose,147,IND,30477.0,508,92.0,966,966,337.0,298,120.0,1932,22.0,34.0,1.0,1.0,9.0,15.0,23.0,54.0,47.0,107.0,11.0,28.0,3.0,1.0,2.0,9.0,30.0,3.0,2.0,9.0,92.0,195.0,20.0,58.0,52.0,296.0,951,11.0,18.0,6.0,12.0,34.0,31.0,67.0,3.0,11.0,26.0,97.0,120.0,64.0,48.0,12.0,4.0,2.0,28.0,9.0,12.0,42.0,14.0,56.0,9.0,5.0,22.0,10.0,10.0,126.0,2.0,5.0,11.0,44.0,6.0,61.0,7.0,68.0,4.0,12.0,7.0,5.0,23.0,4.0,16.0,13.0,7.0,2.0,36.0,2.0,13.0,13.0,33.0,2.0,7.0,63.0,5.0,6.0,20.0,11.0,5.0,3.0,2.0,5.0,3.0,97.0,337.0,4.0,0.6521739130434783,0.6666666666666666,0.8,0.3448275862068966,0.2727272727272727,0.35714285714285715,0.4717948717948718,0.6111111111111112,0.4626865671641791,0.48221343873517786,0.4583333333333333,0.4551282051282051,0.521505376344086,0.5666666666666667,0.5105263157894737,0.22924901185770752,0.06153846153846154,0.20588235294117646,0.09259259259259259,28.50678733031674,0.6388888888888888,0.16666666666666666,0.11518324607329843,0.014619883040935672,0.12359550561797752,0.017857142857142856,0.11677282377919321,0.015418502202643172,0.014705882352941176,0.008403361344537815,0.01935483870967742,0.02857142857142857,0.1111111111111111,0.10743801652892562,0.125,0.10714285714285714,0.15151515151515152,0.031746031746031744,0.6,0.13438735177865613,0.6470588235294118,0.8148148148148148,0.5909090909090909,0.2134387351778656,0.42592592592592593,0.46938775510204084,0.6521739130434783,0.42292490118577075,0.4392523364485981,0.4392523364485981,0.6808510638297872,0.11067193675889328,0.39285714285714285,0.39285714285714285,0.9090909090909091,0.11857707509881422,0.3,0.3,0.6666666666666666,0.041666666666666664,1.0,0.125,0.125,0.19230769230769232,0.6,0.02564102564102564,0.5,0.11538461538461539,0.2222222222222222,0.36363636363636365,0.32142857142857145,0.4524838645418328,0.4310761904761905,0.4322026315789473,0.07462686567164178,0.09523809523809523,0.11486486486486487,0.3277027027027027,12.6825641025641,25.034482758620687,0.34886128364389235,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1506,1610612754,Austin Croshere,Austin Croshere,1506,IND,76962.0,1283,57.0,2478,2457,822.0,713,326.0,4935,63.0,112.0,27.0,44.0,18.0,35.0,22.0,69.0,51.0,122.0,19.0,54.0,5.0,2.0,14.0,30.0,91.0,7.0,12.0,33.0,136.0,303.0,49.0,145.0,97.0,516.0,2498,31.0,57.0,12.0,12.0,92.0,37.0,90.0,14.0,47.0,47.0,163.0,162.0,110.0,144.0,3.0,42.0,4.0,87.0,30.0,26.0,50.0,27.0,77.0,16.0,11.0,24.0,9.0,17.0,181.0,15.0,55.0,41.0,160.0,19.0,220.0,74.0,294.0,4.0,26.0,15.0,11.0,33.0,7.0,19.0,34.0,14.0,6.0,67.0,5.0,15.0,61.0,106.0,7.0,11.0,114.0,7.0,9.0,44.0,12.0,29.0,15.0,12.0,29.0,15.0,163.0,822.0,7.0,0.5955882352941176,0.7043478260869566,0.9795918367346939,0.33793103448275863,0.2978723404255319,0.3475177304964539,0.44884488448844884,0.543859649122807,0.4111111111111111,0.46763392857142855,0.5797101449275363,0.4233576642335766,0.5110663983903421,0.6133333333333333,0.49079754601226994,0.3236607142857143,0.0858085808580858,0.15178571428571427,0.13043478260869565,19.810326659641728,0.4925373134328358,0.22093023255813954,0.16877637130801687,0.06063947078280044,0.1680327868852459,0.055350553505535055,0.1686241610738255,0.059422750424448216,0.07555555555555556,0.050473186119873815,0.06027397260273973,0.055248618784530384,0.17100371747211895,0.19672131147540983,0.1443850267379679,0.17341040462427745,0.15492957746478872,0.017699115044247787,0.5172413793103449,0.25,0.5625,0.6631578947368421,0.47619047619047616,0.15401785714285715,0.3188405797101449,0.36666666666666664,0.45454545454545453,0.27232142857142855,0.4180327868852459,0.4180327868852459,0.803921568627451,0.12053571428571429,0.35185185185185186,0.35185185185185186,1.0,0.203125,0.32967032967032966,0.32967032967032966,0.9666666666666667,0.6376811594202898,0.6136363636363636,0.07246376811594203,0.10144927536231885,0.25547445255474455,0.5142857142857142,0.10218978102189781,0.14285714285714285,0.24087591240875914,0.36363636363636365,0.5736607142857143,0.3448275862068966,0.49045846501128676,0.5264563636363635,0.4885827067669172,0.09072164948453608,0.12941176470588237,0.17829457364341086,0.31589147286821706,9.921452145214522,25.21862068965518,0.33171912832929784,2.0,4.0,6.0,4.0,5.0,2.0,0.5,0.05555555555555555,0.05555555555555555,0.2222222222222222,0.4,1.0,0.5714285714285714,1.0,,,,,,,,,,,,,True,,,,,
1733,1610612754,Al Harrington,Al Harrington,1733,IND,30514.0,509,-23.0,960,964,278.0,221,127.0,1924,40.0,61.0,15.0,23.0,19.0,30.0,38.0,76.0,26.0,59.0,,,,,,,1.0,1.0,,,104.0,196.0,,1.0,48.0,256.0,981,28.0,41.0,1.0,13.0,69.0,34.0,63.0,,,21.0,89.0,116.0,92.0,,,36.0,,1.0,,5.0,18.0,4.0,22.0,1.0,3.0,8.0,2.0,8.0,48.0,7.0,34.0,12.0,53.0,2.0,67.0,41.0,108.0,7.0,13.0,8.0,5.0,12.0,2.0,5.0,21.0,7.0,1.0,33.0,1.0,5.0,22.0,67.0,8.0,9.0,59.0,8.0,,28.0,5.0,12.0,4.0,8.0,12.0,10.0,89.0,278.0,7.0,0.5576923076923077,0.6744186046511628,,,,,0.5306122448979592,0.6829268292682927,0.5396825396825397,0.5279187817258884,0.6666666666666666,0.5396825396825397,0.5765765765765766,0.7040816326530612,0.5933333333333334,0.005076142131979695,0.025510204081632654,0.01639344262295082,0.05263157894736842,22.993688007213706,0.36363636363636365,0.07692307692307693,0.13910761154855644,0.08947368421052632,0.13186813186813187,0.07291666666666667,0.13771186440677965,0.0861344537815126,0.17333333333333334,0.07042253521126761,0.06748466257668712,0.05357142857142857,0.15384615384615385,0.11538461538461539,0.14965986394557823,0.12307692307692308,0.15384615384615385,0.08045977011494253,0.8333333333333334,0.3096446700507614,0.6557377049180327,0.6666666666666666,0.575,0.38578680203045684,0.5,0.5277777777777778,0.47368421052631576,0.29949238578680204,0.4406779661016949,0.4406779661016949,0.6538461538461539,,,,,0.005076142131979695,,,,0.5476190476190477,0.6521739130434783,,0.023809523809523808,0.47619047619047616,0.6333333333333333,,,,,0.3147208121827411,,0.4466251269035533,0.5122455882352941,0.49143968253968257,0.12903225806451613,0.12962962962962962,0.26953125,0.34765625,9.075000000000001,25.7,0.28958333333333336,,,,,3.0,,,,0.1,0.13333333333333333,,,,,4.0,1.0,,,,,,,,,,,True,,,,,
1886,1610612754,Jonathan Bender,Jonathan Bender,1886,IND,37946.0,632,39.0,1215,1201,305.0,305,149.0,2416,26.0,45.0,6.0,10.0,9.0,13.0,12.0,40.0,21.0,50.0,4.0,14.0,1.0,1.0,4.0,12.0,28.0,2.0,2.0,8.0,59.0,135.0,16.0,42.0,52.0,218.0,1203,9.0,21.0,3.0,7.0,31.0,15.0,25.0,3.0,12.0,18.0,57.0,80.0,38.0,45.0,3.0,8.0,,28.0,12.0,20.0,15.0,6.0,21.0,4.0,2.0,3.0,3.0,9.0,48.0,8.0,18.0,15.0,49.0,1.0,65.0,26.0,91.0,7.0,6.0,4.0,2.0,17.0,3.0,9.0,23.0,8.0,3.0,40.0,4.0,8.0,23.0,57.0,3.0,11.0,69.0,3.0,,33.0,3.0,21.0,12.0,9.0,21.0,13.0,57.0,305.0,9.0,0.6779661016949152,0.7272727272727273,0.9375,0.38095238095238093,0.25,0.38095238095238093,0.43703703703703706,0.42857142857142855,0.6,0.4689265536723164,0.5,0.527027027027027,0.5190476190476191,0.5344827586206896,0.59375,0.23728813559322035,0.14814814814814814,0.2,0.2,17.97268152408339,0.425,0.024390243902439025,0.1,0.0400890868596882,0.14150943396226415,0.07017543859649122,0.10738255033557047,0.046181172291296625,0.018867924528301886,0.061224489795918366,0.03571428571428571,0.08,0.08661417322834646,0.08333333333333333,0.12077294685990338,0.2054794520547945,,0.08641975308641975,0.6190476190476191,0.2542372881355932,0.5777777777777777,0.7222222222222222,0.6923076923076923,0.22598870056497175,0.3,0.375,0.75,0.2824858757062147,0.42,0.44680851063829785,0.6190476190476191,0.07909604519774012,0.2857142857142857,0.2857142857142857,1.0,0.15819209039548024,0.42857142857142855,0.42857142857142855,0.9166666666666666,0.4166666666666667,0.6,0.041666666666666664,0.08333333333333333,0.35135135135135137,0.6923076923076923,0.10810810810810811,0.25,0.21621621621621623,0.25,0.4915254237288136,0.42857142857142855,0.4664754237288136,0.5046235294117648,0.47550135135135146,0.15942028985507245,0.2,0.14220183486238533,0.26146788990825687,9.481481481481481,24.91666666666667,0.25102880658436216,1.0,1.0,2.0,,5.0,,0.6666666666666666,,0.05128205128205128,0.3333333333333333,1.0,1.0,0.5,1.0,1.0,1.0,0.06,,,,,,,,,,True,,,,,
2224,1610612754,Jamaal Tinsley,Jamaal Tinsley,2224,IND,35048.0,584,33.0,1157,1150,456.0,379,156.0,2307,26.0,66.0,5.0,9.0,9.0,23.0,22.0,48.0,10.0,29.0,4.0,8.0,,2.0,5.0,14.0,51.0,4.0,3.0,14.0,58.0,143.0,18.0,59.0,50.0,220.0,1195,6.0,11.0,4.0,3.0,18.0,20.0,51.0,5.0,19.0,32.0,87.0,20.0,96.0,54.0,,8.0,1.0,50.0,14.0,16.0,109.0,29.0,138.0,22.0,7.0,48.0,26.0,35.0,305.0,3.0,18.0,8.0,39.0,6.0,53.0,23.0,76.0,6.0,27.0,11.0,16.0,36.0,13.0,32.0,21.0,4.0,,57.0,4.0,26.0,31.0,70.0,6.0,5.0,67.0,3.0,,24.0,11.0,5.0,2.0,2.0,7.0,3.0,87.0,456.0,15.0,0.1724137931034483,0.18518518518518517,1.0,0.3050847457627119,0.2631578947368421,0.3103448275862069,0.40559440559440557,0.5454545454545454,0.39215686274509803,0.4207920792079208,0.5,0.39285714285714285,0.4700854700854701,0.5294117647058824,0.47802197802197804,0.29207920792079206,0.11188811188811189,0.16666666666666666,0.10416666666666667,21.81409295352324,0.631578947368421,0.14634146341463414,0.0911214953271028,0.044009779951100246,0.06837606837606838,0.02142857142857143,0.08623853211009175,0.03825136612021858,0.06722689075630252,0.047619047619047616,0.02097902097902098,0.021052631578947368,0.07317073170731707,0.09219858156028368,0.10365853658536585,0.06976744186046512,0.06451612903225806,0.05555555555555555,0.42857142857142855,0.32673267326732675,0.3939393939393939,0.4727272727272727,0.19230769230769232,0.2376237623762376,0.4583333333333333,0.5116279069767442,0.13636363636363635,0.14356435643564355,0.3448275862068966,0.3448275862068966,0.2,0.039603960396039604,0.5,0.5,1.0,0.2524752475247525,0.27450980392156865,0.27450980392156865,1.0,0.6,0.5555555555555556,,0.26666666666666666,0.32857142857142857,0.391304347826087,0.07142857142857142,0.4,0.2,0.21428571428571427,0.6188118811881188,0.28,0.49678009950248764,0.5437266666666666,0.4823673913043478,0.10762331838565023,0.14634146341463414,0.08181818181818182,0.39545454545454545,7.0258741258741235,25.471186440677965,0.3941227312013829,,1.0,1.0,2.0,2.0,1.0,0.25,0.05555555555555555,0.022222222222222223,,,,0.25,1.0,,,,2.0,1.0,1.0,,,,,,,True,,,,,
2249,1610612754,Jamison Brewer,Jamison Brewer,2249,IND,1426.0,24,,46,47,,6,6.0,93,1.0,2.0,,1.0,,,1.0,2.0,,,,,,,,,1.0,,,,2.0,4.0,,1.0,,4.0,41,,1.0,,,,,,,,,,4.0,,,,,1.0,,,1.0,4.0,1.0,5.0,1.0,,1.0,1.0,2.0,11.0,1.0,1.0,,4.0,,4.0,2.0,6.0,,1.0,,1.0,2.0,,1.0,,1.0,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,0.5,,,0.4,,,0.4,,,0.2,0.25,,0.5,12.727272727272727,1.0,,0.23529411764705882,0.041666666666666664,,0.3333333333333333,0.18181818181818182,0.07407407407407407,,,0.09090909090909091,0.5,1.0,0.25,0.125,,,,,0.4,0.5,0.5,1.0,0.4,0.5,1.0,1.0,,,,,,,,,0.2,,,,1.0,,,,,,,,,,0.6,,0.469975,0.5405,,,,,,3.0,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
397,1610612754,Reggie Miller,Reggie Miller,397,IND,40633.0,677,-13.0,1332,1303,513.0,461,174.0,2635,13.0,17.0,2.0,2.0,2.0,3.0,4.0,12.0,30.0,66.0,12.0,28.0,8.0,6.0,15.0,22.0,65.0,8.0,10.0,20.0,47.0,95.0,34.0,93.0,69.0,265.0,1409,6.0,11.0,16.0,2.0,35.0,13.0,29.0,16.0,35.0,39.0,113.0,74.0,20.0,96.0,6.0,,3.0,62.0,22.0,1.0,50.0,9.0,59.0,2.0,7.0,20.0,17.0,13.0,127.0,3.0,1.0,9.0,38.0,1.0,48.0,5.0,53.0,2.0,17.0,10.0,7.0,12.0,3.0,9.0,10.0,3.0,,22.0,,8.0,11.0,36.0,,4.0,74.0,2.0,12.0,12.0,19.0,1.0,1.0,,2.0,,113.0,513.0,11.0,0.7872340425531915,0.7872340425531915,0.9411764705882353,0.3655913978494624,0.45714285714285713,0.37777777777777777,0.49473684210526314,0.5454545454545454,0.4482758620689655,0.5212765957446809,0.6111111111111112,0.578125,0.5825688073394495,0.603448275862069,0.6647058823529411,0.4946808510638298,0.010526315789473684,0.058823529411764705,,15.641361256544503,0.5454545454545454,0.0196078431372549,0.08225108225108226,0.002109704641350211,0.06818181818181818,0.018633540372670808,0.07912457912457913,0.006299212598425197,0.007352941176470588,,,,0.05511811023622047,0.06040268456375839,0.11827956989247312,0.05319148936170213,0.10526315789473684,0.019801980198019802,,0.09042553191489362,0.7647058823529411,0.8125,0.7692307692307693,0.06382978723404255,0.3333333333333333,0.3333333333333333,1.0,0.35106382978723405,0.45454545454545453,0.45454545454545453,0.7666666666666667,0.14893617021276595,0.42857142857142855,0.42857142857142855,0.9166666666666666,0.34574468085106386,0.3384615384615385,0.34375,0.9545454545454546,0.07407407407407407,1.0,0.2962962962962963,0.2962962962962963,0.046875,0.6666666666666666,0.234375,0.4,0.3125,0.5,0.5851063829787234,0.3548387096774194,0.4897991891891891,0.4990476190476191,0.47563360655737713,0.06532663316582915,0.11428571428571428,0.1320754716981132,0.42641509433962266,14.710526315789474,26.00537634408602,0.38513513513513514,4.0,3.0,7.0,1.0,1.0,,0.4375,0.024390243902439025,0.05660377358490566,1.0,0.5,0.75,0.375,1.0,,,,1.0,1.0,,1.0,1.0,0.010752688172043012,0.015384615384615385,0.010638297872340425,,True,,,,,
435,1610612754,Carlos Rogers,Carlos Rogers,435,IND,3770.0,63,-24.0,110,117,40.0,48,15.0,227,4.0,8.0,2.0,2.0,4.0,7.0,2.0,4.0,,,,,,,,,1.0,,,,6.0,12.0,,1.0,1.0,13.0,126,2.0,3.0,,1.0,5.0,5.0,8.0,,,1.0,11.0,6.0,6.0,,,4.0,,1.0,,1.0,2.0,,2.0,,,1.0,,1.0,4.0,,7.0,,5.0,,5.0,7.0,12.0,,1.0,1.0,,1.0,,1.0,1.0,,,2.0,1.0,,4.0,6.0,,,2.0,,,1.0,,1.0,,1.0,1.0,,11.0,40.0,1.0,0.5,0.75,,,,,0.5,0.6666666666666666,0.625,0.46153846153846156,0.6666666666666666,0.625,0.4642857142857143,0.625,0.6111111111111112,0.07692307692307693,0.08333333333333333,0.125,,12.5,0.5,,0.09803921568627451,0.14583333333333334,,,0.07692307692307693,0.11290322580645161,0.1111111111111111,0.15,0.15789473684210525,,0.15384615384615385,0.15384615384615385,0.04,,,,,0.6153846153846154,0.5,0.5714285714285714,0.5,0.3076923076923077,0.5,0.5,0.5,,,,,,,,,0.07692307692307693,,,,0.6666666666666666,1.0,,,0.875,0.5714285714285714,,,,,0.6923076923076923,,0.48129230769230763,0.45216666666666666,0.5072125,0.07142857142857142,0.07692307692307693,0.38461538461538464,0.8461538461538461,3.375,26.0,0.36363636363636365,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,
696,1610612754,Travis Best,Travis Best,696,IND,30564.0,509,-36.0,955,958,218.0,229,126.0,1913,24.0,36.0,,2.0,6.0,7.0,3.0,24.0,29.0,70.0,2.0,2.0,1.0,,,4.0,15.0,1.0,1.0,6.0,56.0,130.0,6.0,17.0,29.0,159.0,985,2.0,6.0,2.0,6.0,13.0,13.0,32.0,1.0,6.0,13.0,42.0,30.0,82.0,15.0,3.0,,1.0,14.0,4.0,8.0,69.0,25.0,94.0,16.0,9.0,17.0,15.0,37.0,213.0,1.0,4.0,8.0,25.0,1.0,34.0,5.0,39.0,,38.0,12.0,26.0,17.0,6.0,13.0,16.0,4.0,,33.0,,8.0,22.0,49.0,1.0,4.0,35.0,2.0,7.0,13.0,2.0,3.0,1.0,1.0,3.0,2.0,42.0,218.0,10.0,0.26785714285714285,0.26785714285714285,0.8333333333333334,0.35294117647058826,0.16666666666666666,0.375,0.4307692307692308,0.3333333333333333,0.40625,0.4421768707482993,0.4375,0.3815789473684211,0.48125,0.5909090909090909,0.4659090909090909,0.11564625850340136,0.06153846153846154,0.1388888888888889,0.041666666666666664,17.593436645396537,0.5151515151515151,0.03125,0.0702247191011236,0.010869565217391304,0.08247422680412371,0.009433962264150943,0.0728476821192053,0.010548523206751054,0.012195121951219513,0.015748031496062992,0.006289308176100629,0.014705882352941176,0.10091743119266056,0.034782608695652174,0.07575757575757576,0.05714285714285714,0.14814814814814814,,0.6666666666666666,0.24489795918367346,0.6666666666666666,0.7741935483870968,0.16666666666666666,0.16326530612244897,0.125,0.13043478260869565,,0.47619047619047616,0.4142857142857143,0.4264705882352941,0.3793103448275862,0.013605442176870748,1.0,1.0,1.0,0.10204081632653061,0.26666666666666666,0.26666666666666666,0.75,0.25,,0.125,0.125,0.18421052631578946,0.8571428571428571,,,0.15789473684210525,0.16666666666666666,0.36054421768707484,0.2857142857142857,0.4684551369863014,0.45804285714285714,0.44558947368421054,0.08227848101265822,0.09219858156028368,0.08176100628930817,0.2641509433962264,12.133076923076922,26.211764705882356,0.22827225130890053,1.0,,1.0,,5.0,1.0,0.5,,,,1.0,1.0,,,,,0.02857142857142857,,,,,,,,,,True,,,,,
979,1610612754,Jermaine O'Neal,Jermaine O'Neal,979,IND,35372.0,590,35.0,1144,1128,396.0,301,146.0,2272,49.0,81.0,10.0,15.0,16.0,28.0,50.0,120.0,9.0,33.0,,2.0,1.0,,2.0,1.0,4.0,2.0,1.0,3.0,108.0,234.0,1.0,6.0,60.0,279.0,1156,17.0,37.0,3.0,7.0,41.0,34.0,75.0,1.0,5.0,22.0,93.0,136.0,80.0,3.0,,24.0,,4.0,1.0,26.0,21.0,4.0,25.0,2.0,2.0,11.0,1.0,9.0,54.0,16.0,34.0,23.0,83.0,19.0,125.0,50.0,175.0,7.0,8.0,5.0,3.0,16.0,1.0,8.0,25.0,8.0,1.0,41.0,4.0,9.0,29.0,55.0,2.0,12.0,89.0,11.0,,42.0,8.0,35.0,22.0,11.0,35.0,23.0,93.0,396.0,1.0,0.6296296296296297,0.7083333333333334,1.0,0.16666666666666666,0.2,0.16666666666666666,0.46153846153846156,0.4594594594594595,0.4533333333333333,0.45625,0.425,0.44375,0.5,0.45555555555555555,0.48947368421052634,0.025,0.1111111111111111,0.14814814814814814,0.11666666666666667,24.57757296466974,0.3902439024390244,0.4634146341463415,0.1873589164785553,0.08673469387755102,0.17692307692307693,0.128,0.1849912739965096,0.09671179883945841,0.0891089108910891,0.08163265306122448,0.09027777777777778,0.1276595744680851,0.09352517985611511,0.22962962962962963,0.23076923076923078,0.1956521739130435,0.13157894736842105,0.06862745098039216,0.6571428571428571,0.3375,0.6049382716049383,0.7101449275362319,0.6938775510204082,0.5,0.4166666666666667,0.4716981132075472,0.6,0.1375,0.2727272727272727,0.2727272727272727,0.4444444444444444,0.008333333333333333,,,,0.016666666666666666,0.25,0.25,1.0,0.375,0.6666666666666666,0.025,0.05,0.35,0.5714285714285714,0.025,,0.0375,0.3333333333333333,0.3625,0.25,0.44045208333333336,0.4559742424242424,0.43915874999999993,0.15498154981549817,0.15849056603773584,0.14695340501792115,0.3333333333333333,7.02051282051282,25.266666666666666,0.34615384615384615,,,,,2.0,2.0,,,0.12903225806451613,0.1,,,,,7.0,4.0,,,,,,,,,,3.0,True,,,,,
