EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,PlusMinus,DefPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,Fouls,NonShootingPenaltyNonTakeFouls,Minutes,OffPoss,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGA,FG3A,PenaltyFG2M,NonHeaveArc3FGA,ThreePtAssists,Assists,Corner3Assists,AssistPoints,FTDefRebounds,PenaltyTurnovers,PenaltyFg2Pct,PenaltyEfgPct,FG3APct,LongMidRangePctBlocked,DefFTReboundPct,DefArc3ReboundPct,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Avg3ptShotDistance,LongMidRangeFGM,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG3A,TwoPtAssists,Arc3Assists,AtRimAssists,LongMidRangeAssists,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,ShootingFouls,LiveBallTurnoverPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,SecondChanceAtRimFGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,FG3M,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,Offensive Fouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,ShortMidRangePctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,NonHeaveArc3Accuracy,Corner3FGM,ShortMidRangeAssists,SelfOReb,LostBallTurnovers,SecondChanceTurnovers,OffAtRimReboundPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,OffThreePtRebounds,NonShootingFoulsDrawn,ShortMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SecondChanceFtPoints,DefShortMidRangeReboundPct,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,FTOffRebounds,Travels,Clear Path Fouls,Loose Ball Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,Defensive 3 Seconds Violations,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,BlockedShortMidRange,OffensiveGoaltends,SecondChanceAtRimPctAssisted,HeaveMakes,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedCorner3,Corner3PctBlocked
1065,1610612738,Erick Strickland,Erick Strickland,1065,BOS,16.0,-1.0,1,1.0,1,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548,1610612738,Mark Blount,Mark Blount,1548,BOS,1578.0,-7.0,53,25.0,106,55,1.0,,26.0,53.0,20.0,9.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,7.0,2.0,8.0,1.0,3.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,3.0,4.0,2.0,6.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,20.0,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.5,0.3333333333333333,0.5,0.14285714285714285,0.25,17.741935483870968,0.2,0.10526315789473684,0.25,0.21052631578947367,0.07142857142857142,0.16666666666666666,0.125,0.2857142857142857,0.16666666666666666,1.0,1.0,0.5714285714285714,0.5,0.6666666666666666,1.0,0.2857142857142857,0.5,0.5,0.14285714285714285,0.3333333333333333,0.5714285714285714,0.48505714285714285,0.47585,0.3781,0.125,0.125,0.25,0.25,6.985714285714287,0.37735849056603776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,1610612738,Joe Johnson,Joe Johnson,2207,BOS,1532.0,-27.0,54,27.0,106,60,,,26.0,52.0,23.0,5.0,3.0,4.0,,,,4.0,3.0,8.0,,6.0,,,,4.0,,4.0,6.0,,1.0,,2.0,3.0,6.0,,6.0,,,,1.0,1.0,1.0,,,,,,,,,4.0,23.0,1.0,1.0,0.375,,0.3333333333333333,,0.3333333333333333,,0.5,0.125,,17.54385964912281,0.23076923076923078,,0.18181818181818182,0.20833333333333334,,,,0.25,0.25,,,0.4444444444444444,0.75,0.75,1.0,,,,0.4444444444444444,,0.5555555555555556,0.5321277777777778,,0.6165499999999999,,,,0.6666666666666666,9.25,0.4423076923076923,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.5,0.5,0.1111111111111111,0.25,1.0,0.2857142857142857,0.1111111111111111,0.75,0.6666666666666666,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2218,1610612738,Joseph Forte,Joseph Forte,2218,BOS,2282.0,-17.0,80,37.0,158,80,1.0,,38.0,78.0,31.0,11.0,,1.0,,,2.0,6.0,1.0,9.0,4.0,6.0,,1.0,,5.0,2.0,4.0,2.0,,1.0,1.0,2.0,3.0,5.0,1.0,6.0,2.0,,2.0,,2.0,3.0,4.0,2.0,,,,,,,4.0,31.0,1.0,1.0,0.1111111111111111,,0.08333333333333333,,0.21428571428571427,,0.2857142857142857,0.1111111111111111,1.0,19.10112359550562,0.13043478260869565,0.03125,0.15384615384615385,0.1388888888888889,0.024390243902439025,,0.07692307692307693,0.125,0.16666666666666666,0.25,,0.08333333333333333,,,,0.16666666666666666,,,0.5,,0.3333333333333333,0.3852041666666666,0.33457499999999996,0.392025,0.14285714285714285,0.18181818181818182,,0.6666666666666666,14.311111111111112,0.3974358974358974,,,3.0,3.0,1.0,3.0,2.0,6.0,1.0,14.0,,1.0,0.2,0.16666666666666666,0.25,,,0.1111111111111111,0.25,,,25.866666666666664,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,1.0,0.5,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,1610612738,Walter McCarty,Walter McCarty,962,BOS,2051.0,-10.0,71,31.0,141,69,2.0,,34.0,70.0,23.0,11.0,2.0,2.0,2.0,1.0,4.0,2.0,4.0,8.0,,14.0,2.0,2.0,4.0,1.0,,2.0,4.0,4.0,,1.0,1.0,2.0,3.0,1.0,4.0,,,,,1.0,3.0,,,,,,,,,2.0,23.0,0.5,0.6666666666666666,0.5,1.0,0.5,1.0,0.5,1.0,0.3333333333333333,,,20.98765432098765,0.09523809523809523,0.03571428571428571,0.09090909090909091,0.09375,0.027777777777777776,,0.08333333333333333,0.2857142857142857,,0.25,,0.14285714285714285,1.0,1.0,,0.2857142857142857,0.25,0.25,0.14285714285714285,1.0,0.5714285714285714,0.49144999999999994,0.6424,0.5703666666666667,,,0.2857142857142857,0.14285714285714285,9.6375,0.32857142857142857,1.0,1.0,2.0,6.0,1.0,2.0,,,,,,2.0,1.0,0.3333333333333333,0.42857142857142855,,,,0.14285714285714285,0.3333333333333333,1.0,23.600000000000005,1.0,,,,2.0,,,,,2.0,2.0,,1.0,0.6666666666666666,0.5,0.5,1.0,,,2.0,4.0,2.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.2857142857142857,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499,1610612738,Tony Battie,Tony Battie,1499,BOS,257.0,-4.0,12,12.0,23,9,,,4.0,11.0,11.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,3.0,,,,1.0,1.0,3.0,2.0,,,,,,,,,1.0,1.0,,,,,2.0,1.0,,,,,,,3.0,11.0,1.0,1.0,1.0,,1.0,,0.75,,0.75,,,16.666666666666668,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,0.7777,,0.7777,0.5,0.5,,1.0,0.2,1.0,1.0,1.0,,,1.0,,,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,1610612738,Kenny Anderson,Kenny Anderson,72,BOS,359.0,-11.0,15,12.0,29,18,3.0,1.0,6.0,14.0,14.0,1.0,1.0,2.0,,,,,1.0,2.0,,2.0,,,,2.0,,2.0,,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,2.0,14.0,,,0.5,,0.5,,0.5,,0.5,,,13.333333333333334,,,,,,,,,,,,1.0,0.5,0.5,,,,,,,1.0,0.70265,,0.70265,,,,1.0,1.15,1.0,1.0,2.0,,,1.0,,,1.0,,2.0,,,0.5,0.5,,,,,,1.0,0.5,,,,,,,1.0,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,1610612738,Antoine Walker,Antoine Walker,952,BOS,231.0,-7.0,9,6.0,17,11,,,4.0,8.0,8.0,,,2.0,,,,,,2.0,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,1.0,1.0,25.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,0.75925,,0.75925,,,,,0.6,1.0,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,1610612738,Milt Palacio,Milt Palacio,1960,BOS,852.0,-5.0,27,14.0,55,25,,,14.0,28.0,9.0,3.0,,1.0,,,1.0,1.0,1.0,3.0,,8.0,,,,2.0,,2.0,2.0,,,1.0,1.0,,1.0,1.0,2.0,1.0,,1.0,,,1.0,2.0,1.0,,,,,,,2.0,9.0,1.0,1.0,0.3333333333333333,,0.6666666666666666,,0.5714285714285714,,0.3333333333333333,,,25.806451612903228,,0.09090909090909091,0.2,0.08333333333333333,0.06666666666666667,,,,,,,0.16666666666666666,,,,0.16666666666666666,,,0.16666666666666666,,0.6666666666666666,0.4352666666666667,,0.38058333333333333,0.14285714285714285,0.25,,0.25,9.533333333333333,0.32142857142857145,,1.0,1.0,3.0,1.0,1.0,,4.0,,8.0,,1.0,0.5,0.3333333333333333,0.5,,,0.5,0.16666666666666666,0.3333333333333333,,24.266666666666666,1.0,,1.0,,1.0,4.0,,2.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,0.3333333333333333,,2.0,,,2.0,6.0,,,,1.0,0.6666666666666666,0.6666666666666666,,0.3333333333333333,,,,,,,2.0,1.0,1.0,1.0,1.0,0.25,0.5,1.0,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208,1610612738,Kedrick Brown,Kedrick Brown,2208,BOS,1055.0,,37,10.0,73,36,2.0,,18.0,36.0,8.0,7.0,1.0,1.0,1.0,,3.0,1.0,1.0,5.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,,2.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,2.0,2.0,,,2.0,2.0,2.0,,,,,,,,3.0,8.0,,,0.2,0.5,0.2,0.5,0.25,0.5,0.5,0.2,,18.6046511627907,0.07692307692307693,0.06666666666666667,0.2,0.1111111111111111,0.15789473684210525,0.16666666666666666,,0.25,,,,0.2,1.0,1.0,,0.6,,,0.2,0.5,0.2,0.46608,0.5649,0.6438,,,0.6666666666666666,1.0,9.5,0.2222222222222222,1.0,1.0,,,1.0,,,2.0,,4.0,,1.0,0.5,0.5,,,,0.2,,0.5,1.0,,,,,,,2.0,,1.0,1.0,,,,,,,,,,,1.0,,,,,,2.0,,1.0,,,,,,,,,1.0,,,,,1.0,,,,0.3333333333333333,,,,2.0,1.0,0.3333333333333333,0.5,0.5,0.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
