EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PtsUnassisted2s,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,FTA,TwoPtShootingFoulsDrawn,Fg2Pct,PenaltyFg2Pct,DefAtRimReboundPct,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,AtRimFGM,AtRimFGA,ShortMidRangeFGM,PtsAssisted2s,Fg2aBlocked,DefThreePtRebounds,LostBallTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,FG2APctBlocked,AtRimPctBlocked,DefThreePtReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PtsPutbacks,Loose Ball Fouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ThreePtAssists,Arc3Assists,Corner3Assists,Offensive Fouls,BlockedShortMidRange,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,ShortMidRangeAssists,LostBallOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,PtsUnassisted3s,NonShootingPenaltyNonTakeFouls,SelfOReb,ShortMidRangePctBlocked,LongMidRangePctBlocked,SelfORebPct,PenaltyTurnovers,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,Fg3aBlocked,Travels,SecondChanceTurnovers,Technical Free Throw Trips,Defensive 3 Seconds Violations,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,OffAtRimReboundPct,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,HeaveAttempts,FTOffRebounds,Blocked3s,BlockedArc3,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,OffFTReboundPct,Clear Path Fouls,3SecondViolations,ThreePtShootingFoulsDrawn,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,HeaveMakes,BlockedCorner3,3pt And 1 Free Throw Trips
146,1610612756,Jud Buechler,Jud Buechler,146,PHX,3193.0,53.0,8.0,109.0,108.0,22.0,26.0,9.0,217.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,6.0,6.0,107.0,1.0,1.0,3.0,6.0,2.0,1.0,3.0,3.0,1.0,2.0,6.0,1.0,1.0,3.0,3.0,6.0,2.0,8.0,1.0,1.0,1.0,1.0,1.0,4.0,7.0,3.0,22.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.5,1.5,0.5,1.5,1.0,5.932203389830509,1.0,0.6,0.081081081081081,0.032258064516129,0.0909090909090909,0.0625,0.0476190476190476,0.0909090909090909,0.125,0.1666666666666666,0.0833333333333333,0.6666666666666666,0.25,0.25,1.0,0.3333333333333333,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.554325,0.56625,0.5,23.85,0.2018348623853211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,1610612756,Shawn Marion,Shawn Marion,1890,PHX,360.0,6.0,2.0,13.0,12.0,5.0,,1.0,25.0,,,,1.0,,1.0,,1.0,4.0,8.0,,1.0,4.0,,1.0,,,,,,,,,2.0,1.0,3.0,,3.0,1.0,,,,1.0,,,4.0,5.0,,,,,0.25,0.5,0.4,0.6666666666666666,0.25,42.85714285714285,,1.0,0.6666666666666666,,,0.2857142857142857,,,,,1.0,,,,,0.25,,,,0.5,,0.25,,0.3347,0.26955,1.0,30.8,0.3846153846153846,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.3333333333333333,1.0,0.5,0.25,0.5,0.5,0.5,0.2,0.25,14.866666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2054,1610612756,Jake Tsakalidis,Jake Tsakalidis,2054,PHX,1546.0,26.0,4.0,52.0,51.0,5.0,11.0,4.0,103.0,,,,,,,,,8.0,52.0,,,,,,,,,,,,,,3.0,1.0,5.0,,5.0,1.0,1.0,1.0,,1.0,1.0,1.0,,5.0,,,,,0.5714285714285714,,0.5714285714285714,,,14.285714285714285,1.0,0.3333333333333333,0.1578947368421052,,,0.1666666666666666,,,,0.25,,,,,,,,,,,,0.4285714285714285,,0.4698714285714285,,,,0.0961538461538461,4.0,,,4.0,7.0,,,,,,,,,,,0.5714285714285714,,0.2857142857142857,0.5714285714285714,,,,,,3.728571428571428,2.0,3.0,2.0,8.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,0.1428571428571428,0.3333333333333333,0.2,0.5,0.6666666666666666,0.4285714285714285,0.6666666666666666,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,1610612756,Rodney Rogers,Rodney Rogers,915,PHX,1526.0,25.0,-3.0,53.0,54.0,10.0,3.0,3.0,107.0,1.0,1.0,,1.0,,1.0,1.0,2.0,13.0,56.0,,1.0,2.0,3.0,1.0,,3.0,3.0,2.0,1.0,6.0,,2.0,1.0,,3.0,2.0,5.0,4.0,,1.0,1.0,1.0,3.0,4.0,2.0,10.0,1.0,0.5,,0.5,0.9285714285714286,0.5,0.9285714285714286,0.5,0.2857142857142857,14.285714285714285,1.0,,0.0666666666666666,0.125,,0.1363636363636363,0.0909090909090909,,,,,0.1428571428571428,1.0,1.0,1.0,0.1428571428571428,,,,0.5,,0.7142857142857143,,0.5599357142857143,0.5368,0.1538461538461538,24.25,0.1886792452830188,1.0,1.0,1.0,5.0,5.0,,1.0,1.0,,6.0,4.0,,,,,1.0,1.0,0.2,0.1428571428571428,0.1428571428571428,1.0,1.0,,,5.14,3.0,3.0,1.0,4.0,,2.0,,,,,,0.4,0.5,,,0.2857142857142857,,,0.4285714285714285,1.0,1.0,0.6666666666666666,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,0.4918,0.1538461538461538,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,1610612756,Stephon Marbury,Stephon Marbury,950,PHX,1243.0,21.0,9.0,45.0,43.0,6.0,9.0,2.0,88.0,,,,1.0,,,,1.0,16.0,39.0,,,,,1.0,,1.0,3.0,1.0,,8.0,,,1.0,,1.0,,1.0,,,3.0,2.0,4.0,2.0,3.0,,6.0,,,,,0.6666666666666666,,0.6666666666666666,,0.1111111111111111,34.04255319148936,0.75,,0.0769230769230769,,,0.0555555555555555,,,,,0.3333333333333333,,,,,0.1111111111111111,,,,,,0.6666666666666666,,0.5126277777777778,0.2276,,25.7,0.1333333333333333,2.0,1.0,1.0,6.0,8.0,4.0,,1.0,,6.0,,,1.0,6.0,3.0,0.75,,,0.2222222222222222,0.1111111111111111,1.0,1.0,0.25,0.2727272727272727,3.825,4.0,5.0,1.0,6.0,,,1.0,1.0,,1.0,1.0,0.5,0.5,,,,,1.0,0.5555555555555556,0.8,0.8,0.5,0.5,0.5,,,,,1.0,1.0,,2.0,,,1.0,1.0,1.0,,,,,,0.5856,0.125,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,1610612756,Anfernee Hardaway,Anfernee Hardaway,358,PHX,1513.0,25.0,21.0,51.0,50.0,16.0,8.0,5.0,101.0,1.0,1.0,1.0,2.0,,,2.0,3.0,22.0,44.0,,,10.0,6.0,2.0,1.0,3.0,4.0,,1.0,9.0,,,2.0,,4.0,,4.0,2.0,1.0,,,1.0,2.0,3.0,10.0,16.0,1.0,0.6666666666666666,,0.6666666666666666,0.7142857142857143,1.0,0.7333333333333333,1.0,0.2142857142857142,28.57142857142857,,,0.1538461538461538,,,0.1904761904761904,,,,0.2,,0.0714285714285714,1.0,1.0,1.0,0.1428571428571428,0.5,0.5,1.0,,,0.5,0.5,0.4667392857142857,0.426175,0.4545454545454545,24.4,0.3137254901960784,4.0,,3.0,7.0,11.0,2.0,4.0,4.0,2.0,10.0,1.0,,1.0,3.0,1.0,0.6363636363636364,1.0,0.25,0.2857142857142857,0.2142857142857142,,,0.0714285714285714,0.0909090909090909,6.663636363636365,3.0,4.0,4.0,4.0,,2.0,,,,,,0.2857142857142857,0.2857142857142857,,,0.25,,,0.2857142857142857,0.75,0.75,0.3333333333333333,1.0,1.0,0.25,2.0,2.0,,1.0,2.0,,2.0,,,0.5,0.5,0.5,,0.2857142857142857,,0.5,1.0,0.3898,0.0909090909090909,,,1.0,,1.0,,,,,,,2.0,1.0,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,1610612756,Tony Delk,Tony Delk,960,PHX,1692.0,28.0,,56.0,57.0,10.0,12.0,5.0,113.0,,,3.0,7.0,,1.0,3.0,7.0,22.0,60.0,,1.0,1.0,3.0,7.0,3.0,2.0,2.0,1.0,1.0,4.0,,1.0,2.0,,3.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,,1.0,1.0,10.0,0.3333333333333333,0.4285714285714285,,0.4285714285714285,0.6333333333333333,,0.6470588235294118,0.125,0.4666666666666667,31.14754098360656,1.0,,0.0909090909090909,0.0666666666666666,,0.1071428571428571,0.0416666666666666,,,0.1666666666666666,0.1111111111111111,,,,,0.4666666666666667,0.4285714285714285,0.4285714285714285,0.3333333333333333,0.3333333333333333,,0.4666666666666667,0.4285714285714285,0.43564,0.41825,0.0454545454545454,25.785714285714285,0.1785714285714285,1.0,4.0,7.0,5.0,8.0,3.0,,2.0,1.0,6.0,,,,4.0,2.0,0.625,,,0.0666666666666666,0.4666666666666667,0.5714285714285714,0.5714285714285714,0.1176470588235294,0.2,17.375,,,1.0,4.0,,1.0,1.0,,,,,0.4,0.5,,,0.1666666666666666,,,,,,,1.0,1.0,,,,,1.0,1.0,,2.0,2.0,,1.0,1.0,1.0,0.125,0.1666666666666666,,,,0.4045,0.0909090909090909,,,,,,,,0.5,,,,,,,,6.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,1610612756,John Wallace,John Wallace,961,PHX,2408.0,40.0,13.0,83.0,83.0,18.0,15.0,6.0,166.0,,,,1.0,,1.0,,1.0,14.0,80.0,,1.0,2.0,,1.0,,3.0,4.0,2.0,,9.0,1.0,1.0,7.0,,8.0,2.0,10.0,,,1.0,,1.0,5.0,6.0,2.0,18.0,,,,,0.3157894736842105,0.3333333333333333,0.35,0.3333333333333333,0.0526315789473684,23.59550561797753,1.0,,0.2413793103448276,0.0434782608695652,0.1666666666666666,0.2285714285714285,0.0689655172413793,,0.2,0.2222222222222222,0.3333333333333333,,,,,0.0526315789473684,,,,0.3333333333333333,,0.3157894736842105,,0.4575921052631579,0.41805,0.1428571428571428,26.5,0.216867469879518,5.0,3.0,8.0,6.0,18.0,2.0,1.0,2.0,,6.0,,,,2.0,1.0,0.3333333333333333,0.5,0.1818181818181818,0.2631578947368421,0.4210526315789473,0.375,0.4285714285714285,0.05,0.0526315789473684,9.266666666666666,2.0,5.0,1.0,6.0,4.0,1.0,1.0,1.0,,1.0,,0.5,0.5,0.2222222222222222,0.4,0.1666666666666666,1.0,,0.2631578947368421,0.4,0.6666666666666666,0.5,0.2,0.25,1.0,,,,,3.0,,,,,,,,0.0909090909090909,,,,,,,,1.0,1.0,1.0,,,1.0,0.3333333333333333,0.3333333333333333,,,1.0,,,,,,1.0,0.2,0.125,0.1111111111111111,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,1610612756,Vinny Del Negro,Vinny Del Negro,219,PHX,303.0,5.0,1.0,9.0,9.0,,8.0,1.0,18.0,,,,,,,,,2.0,11.0,,,,,,,,2.0,,,6.0,,,,,,,,,,,,,,,,,,,,,0.25,,0.25,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,0.3779,,,,,1.0,1.0,3.0,1.0,4.0,,,,,2.0,,,,,,0.25,,,0.25,0.75,0.3333333333333333,0.3333333333333333,,,15.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.3693,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2228,1610612756,Alton Ford,Alton Ford,2228,PHX,849.0,14.0,-8.0,28.0,29.0,6.0,14.0,2.0,57.0,,,,,,,,,5.0,30.0,,,2.0,,,,,,,,,,,2.0,,2.0,,2.0,,,,,,,1.0,2.0,6.0,,,,,0.5,0.5,0.5,0.5,,16.666666666666668,,,0.1428571428571428,,,0.1333333333333333,,,,0.4,,,,,,,,,,,,0.25,,0.4356,0.3598,0.4,,0.2142857142857142,2.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,,2.0,,,,2.0,1.0,0.5,0.5,,0.5,0.25,1.0,1.0,0.2,0.2,10.0,1.0,1.0,,2.0,,,,,,,,0.5,0.5,,,,,,0.25,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
