EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,Corner3Assists,FTOffRebounds,FTDefRebounds,LostBallTurnovers,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,BlockedShortMidRange,Defensive 3 Seconds Violations,SecondChanceFg3Pct,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,DefensiveGoaltends,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,Technical Free Throw Trips,3SecondViolations,Clear Path Fouls,on,SecondChanceCorner3FGM,Fg3aBlocked,3pt And 1 Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,OffensiveGoaltends,Corner3PctBlocked,BlockedCorner3
1507,1610612757,Derek Anderson,Derek Anderson,1507,POR,11134.0,186,34.0,380,369,127,131,42,749,11,23,1.0,2.0,4.0,6.0,1.0,3,7.0,14.0,3.0,5.0,2.0,2.0,16.0,28.0,2.0,7.0,12.0,19,40,19.0,33.0,23,118,381,2.0,4.0,2.0,4.0,5.0,8,9.0,14.0,16.0,53,22,16,48.0,9.0,4.0,28.0,16.0,6.0,21.0,4.0,25,4.0,9.0,2.0,10.0,54,1.0,4.0,5.0,10,15,5,20,1.0,7.0,5.0,2.0,4.0,1.0,4.0,7.0,2.0,3.0,11,1.0,1,3.0,15,1.0,1.0,28,1.0,5,1.0,8.0,53,127,6.0,0.5789473684210527,0.6470588235294118,0.8421052631578947,0.5757575757575758,0.6428571428571429,0.5757575757575758,0.475,0.5,0.625,0.6506849315068494,0.3333333333333333,0.8409090909090909,0.686046511627907,0.3333333333333333,0.828125,0.4520547945205479,0.15,0.2608695652173913,22.505800464037126,0.36363636363636365,0.08547008547008547,0.030534351145038167,0.2,0.02127659574468085,0.1056338028169014,0.028089887640449437,0.02040816326530612,0.030303030303030304,0.04081632653061224,0.024390243902439025,0.14285714285714285,0.025,0.10204081632653061,0.16666666666666666,0.2857142857142857,0.034482758620689655,0.3150684931506849,0.4782608695652174,0.6470588235294118,0.45454545454545453,0.0410958904109589,0.3333333333333333,0.3333333333333333,0.1917808219178082,0.5,0.5,0.8571428571428571,0.0684931506849315,0.6,0.6,1.0,0.3835616438356164,0.5714285714285714,0.5714285714285714,0.8125,0.3333333333333333,0.5,0.3333333333333333,0.2727272727272727,0.6666666666666666,0.09090909090909091,1.0,0.5454545454545454,0.5833333333333334,0.7671232876712328,0.5714285714285714,0.5132430555555557,0.5120875,0.48800000000000004,0.07692307692307693,0.11363636363636363,0.029411764705882353,0.03389830508474576,0.4491525423728814,7.995,25.245454545454546,0.33421052631578946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1594,1610612757,Rick Brunson,Rick Brunson,1594,POR,13577.0,226,-34.0,424,425,103,113,47,849,14,25,,1.0,4.0,6.0,,7,7.0,23.0,,,,,,2.0,,,,21,55,,2.0,13,55,452,1.0,4.0,,4.0,4.0,12,,,6.0,14,12,30,,,,2.0,,9.0,53.0,7.0,60,5.0,22.0,6.0,25.0,127,2.0,8.0,5.0,13,21,11,32,,9.0,6.0,3.0,14.0,4.0,10.0,7.0,1.0,,21,,7,6.0,15,,2.0,17,3.0,7,,3.0,14,103,2.0,0.2857142857142857,0.2857142857142857,,,,,0.38181818181818183,0.25,0.3333333333333333,0.3684210526315789,0.25,0.3333333333333333,0.4296875,0.4,0.4375,0.03508771929824561,0.16363636363636364,0.2,17.782426778242677,0.6666666666666666,0.08176100628930817,0.05,0.125,0.06896551724137931,0.09045226130653267,0.05291005291005291,0.08108108108108109,0.022727272727272728,0.05063291139240506,,0.09090909090909091,0.022222222222222223,0.11428571428571428,0.14705882352941177,,,0.43859649122807015,0.56,0.7,0.07142857142857142,0.12280701754385964,,,0.40350877192982454,0.30434782608695654,0.30434782608695654,0.7142857142857143,,,,,0.03508771929824561,,,,0.25,,,0.5,0.6666666666666666,,,,,0.47368421052631576,,0.49526140350877207,0.489925,0.4662833333333333,0.11475409836065574,0.11864406779661017,,0.07272727272727272,0.2545454545454545,9.256363636363636,25.299999999999997,0.2429245283018868,2.0,2.0,1.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,0.5714285714285714,0.15789473684210525,0.09090909090909091,0.2857142857142857,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1719,1610612757,Bonzi Wells,Bonzi Wells,1719,POR,14881.0,248,16.0,475,466,157,162,59,941,24,36,2.0,7.0,10.0,10.0,5.0,18,16.0,36.0,2.0,10.0,1.0,4.0,9.0,26.0,2.0,4.0,11.0,45,90,11.0,36.0,32,155,478,4.0,13.0,3.0,12.0,17.0,22,5.0,15.0,15.0,64,44,46,30.0,3.0,4.0,25.0,9.0,5.0,9.0,1.0,10,,6.0,1.0,2.0,21,1.0,10.0,12.0,23,39,12,51,2.0,9.0,6.0,3.0,9.0,4.0,6.0,12.0,5.0,1.0,21,1.0,4,6.0,19,1.0,2.0,44,6.0,17,,8.0,64,157,3.0,0.4888888888888889,0.5116279069767442,0.9090909090909091,0.3055555555555556,0.3333333333333333,0.3142857142857143,0.5,0.3076923076923077,0.7727272727272727,0.4880952380952381,0.34375,0.6621621621621622,0.5344827586206896,0.35294117647058826,0.6808510638297872,0.2857142857142857,0.05555555555555555,0.027777777777777776,30.181818181818183,0.42857142857142855,0.14556962025316456,0.059880239520958084,0.21428571428571427,0.015384615384615385,0.16355140186915887,0.04741379310344827,0.0851063829787234,0.1111111111111111,0.013333333333333334,0.018867924528301886,0.0625,0.15789473684210525,0.23214285714285715,0.1951219512195122,0.26666666666666666,0.031746031746031744,0.2857142857142857,0.6666666666666666,0.6857142857142857,0.4166666666666667,0.14285714285714285,0.2777777777777778,0.35714285714285715,0.2857142857142857,0.4444444444444444,0.4444444444444444,0.625,0.07936507936507936,0.2,0.2,1.0,0.20634920634920634,0.34615384615384615,0.34615384615384615,0.8888888888888888,0.4375,0.2857142857142857,0.125,0.2702702702702703,1.0,0.10810810810810811,0.25,0.2972972972972973,0.36363636363636365,0.5714285714285714,0.36,0.49079920000000016,0.49572857142857146,0.4943055555555556,0.12408759124087591,0.16831683168316833,,0.07741935483870968,0.4129032258064516,9.434444444444445,25.413888888888888,0.33052631578947367,1.0,1.0,1.0,4.0,3.0,3.0,1.0,,3.0,2.0,0.2222222222222222,0.2222222222222222,0.05555555555555555,,0.6666666666666666,1.0,1.0,1.0,1.0,2.0,2.0,0.3333333333333333,0.4,0.0625,0.5,1.0,,,,,,,True,,,,,,,,,,,,
431,1610612757,Shawn Kemp,Shawn Kemp,431,POR,19624.0,327,-9.0,607,592,121,156,73,1199,27,48,7.0,10.0,3.0,5.0,5.0,16,16.0,44.0,,,,,,2.0,,,2.0,48,108,,2.0,29,125,637,7.0,13.0,,18.0,6.0,12,,2.0,5.0,17,54,42,,,12.0,1.0,,14.0,8.0,3.0,11,2.0,3.0,1.0,4.0,25,1.0,15.0,4.0,46,56,17,73,5.0,14.0,8.0,6.0,14.0,3.0,5.0,13.0,1.0,2.0,27,1.0,3,29.0,46,2.0,6.0,40,2.0,19,,2.0,17,121,4.0,0.5625,0.6428571428571429,,,,,0.4444444444444444,0.5384615384615384,0.5,0.43636363636363634,0.5384615384615384,0.42857142857142855,0.4844961240310077,0.5625,0.4722222222222222,0.01818181818181818,0.12962962962962962,0.22916666666666666,22.54335260115607,0.5185185185185185,0.21296296296296297,0.06437768240343347,0.07017543859649122,0.018518518518518517,0.18315018315018314,0.05574912891986063,0.15151515151515152,0.03389830508474576,0.027777777777777776,,0.2753623188405797,0.19230769230769232,0.17894736842105263,0.0975609756097561,,0.10638297872340426,0.43636363636363634,0.5625,0.7297297297297297,0.4074074074074074,0.14545454545454545,0.3125,0.35714285714285715,0.4,0.36363636363636365,0.37209302325581395,0.875,,,,,0.01818181818181818,,,,0.7692307692307693,0.7,,0.35714285714285715,0.6,,,0.14285714285714285,,0.45454545454545453,,0.4534986238532111,0.5306461538461538,0.41461153846153853,0.14960629921259844,0.152,,0.144,0.136,9.173148148148147,32.599999999999994,0.19934102141680396,4.0,1.0,1.0,6.0,9.0,13.0,7.0,3.0,13.0,9.0,0.125,0.2608695652173913,0.058823529411764705,0.25,0.6923076923076923,,,,1.0,3.0,1.0,,0.4,,,,2.0,0.022727272727272728,0.14285714285714285,,,,True,,,,,,,,,,,,
70,1610612757,Steve Kerr,Steve Kerr,70,POR,46409.0,773,64.0,1453,1442,415,437,182,2895,6,12,,1.0,,1.0,15.0,28,55.0,111.0,5.0,12.0,2.0,4.0,21.0,54.0,6.0,4.0,13.0,76,151,26.0,66.0,39,269,1470,7.0,14.0,7.0,24.0,15.0,35,6.0,17.0,17.0,65,104,48,69.0,9.0,,54.0,21.0,3.0,47.0,16.0,63,13.0,17.0,10.0,20.0,142,2.0,4.0,16.0,38,54,6,60,1.0,13.0,8.0,5.0,12.0,7.0,6.0,12.0,2.0,1.0,24,,6,19.0,49,,1.0,40,2.0,8,1.0,5.0,65,415,11.0,0.6842105263157895,0.6842105263157895,0.8846153846153846,0.3939393939393939,0.35294117647058826,0.3939393939393939,0.5033112582781457,0.5,0.42857142857142855,0.5299539170506913,0.5476190476190477,0.46153846153846156,0.5589519650655022,0.5476190476190477,0.5172413793103449,0.30414746543778803,0.019867549668874173,0.16666666666666666,15.131578947368421,0.5,0.07011070110701106,0.007434944237918215,0.10810810810810811,0.012658227848101266,0.0782608695652174,0.008620689655172414,,0.02027027027027027,0.00423728813559322,0.015037593984962405,0.06547619047619048,0.058823529411764705,0.08144796380090498,0.08333333333333333,0.175,0.008928571428571428,0.055299539170506916,0.5,0.6,0.5,0.12903225806451613,0.5357142857142857,0.5357142857142857,0.511520737327189,0.4954954954954955,0.5,0.6909090909090909,0.055299539170506916,0.4166666666666667,0.4166666666666667,0.6,0.2488479262672811,0.3888888888888889,0.3888888888888889,0.9523809523809523,0.047619047619047616,,0.2857142857142857,0.019230769230769232,,0.07692307692307693,0.5,0.25,0.3076923076923077,0.35944700460829493,0.3888888888888889,0.45610322580645135,0.44338888888888883,0.43451634615384627,0.04017857142857143,0.050955414012738856,0.014925373134328358,0.08921933085501858,0.241635687732342,16.16490066225165,24.674242424242426,0.2856159669649002,1.0,3.0,,,6.0,1.0,,,1.0,,,,,,,1.0,3.0,3.0,,1.0,,0.42857142857142855,0.7333333333333333,0.047619047619047616,0.5,1.0,,0.009009009009009009,,13.0,,,True,,,,,,,,,,,,
905,1610612757,Dale Davis,Dale Davis,905,POR,15353.0,256,43.0,474,474,125,138,50,948,16,27,4.0,11.0,3.0,6.0,8.0,15,5.0,11.0,,,,,,,,,,29,53,,,11,69,454,4.0,13.0,,14.0,5.0,10,,,5.0,15,36,22,,,8.0,,,2.0,8.0,2.0,10,2.0,2.0,1.0,5.0,22,3.0,23.0,12.0,30,48,27,75,4.0,11.0,10.0,1.0,2.0,1.0,,6.0,1.0,1.0,8,1.0,1,9.0,15,2.0,2.0,17,1.0,9,,,15,125,1.0,0.6206896551724138,0.72,,,,,0.5471698113207547,0.3076923076923077,0.5,0.5471698113207547,0.3076923076923077,0.5,0.5655737704918032,0.3888888888888889,0.5769230769230769,,0.03773584905660377,,12.777777777777777,0.25,0.15873015873015872,0.13855421686746988,0.22641509433962265,0.05555555555555555,0.17355371900826447,0.11818181818181818,0.1875,0.125,0.11428571428571428,0.047619047619047616,0.12903225806451613,0.19230769230769232,0.16,0.23809523809523808,0.18181818181818182,0.19047619047619047,0.5094339622641509,0.5925925925925926,0.5925925925925926,0.6875,0.2830188679245283,0.5333333333333333,0.6153846153846154,0.20754716981132076,0.45454545454545453,0.45454545454545453,1.0,,,,,,,,,0.8461538461538461,0.36363636363636365,,0.6,0.5,,,,,0.5094339622641509,,0.4754245283018868,0.5382583333333334,0.48457,0.14754098360655737,0.14754098360655737,,0.2028985507246377,0.21739130434782608,5.867924528301887,,0.26371308016877637,6.0,,1.0,6.0,2.0,15.0,13.0,,15.0,9.0,0.13333333333333333,0.3157894736842105,0.0625,0.08333333333333333,0.6,,,,,2.0,2.0,,0.25,,,,1.0,,,,1.0,,True,,,,,,,,,,,,
1739,1610612757,Ruben Patterson,Ruben Patterson,1739,POR,26580.0,443,99.0,818,814,231,199,110,1632,63,91,8.0,15.0,12.0,20.0,4.0,16,10.0,25.0,,,,,4.0,13.0,2.0,2.0,8.0,77,132,4.0,13.0,46,212,825,10.0,19.0,2.0,24.0,12.0,24,2.0,8.0,14.0,44,90,64,12.0,,12.0,11.0,4.0,19.0,19.0,9.0,28,6.0,9.0,2.0,8.0,65,4.0,26.0,6.0,30,37,30,67,1.0,26.0,16.0,10.0,14.0,5.0,6.0,14.0,,1.0,28,4.0,6,11.0,38,3.0,6.0,64,10.0,31,,6.0,44,231,3.0,0.5844155844155844,0.6338028169014085,1.0,0.3076923076923077,0.25,0.36363636363636365,0.5833333333333334,0.5263157894736842,0.5,0.5724137931034483,0.5476190476190477,0.46875,0.6162790697674418,0.5217391304347826,0.5116279069767442,0.0896551724137931,0.14393939393939395,0.10989010989010989,21.14164904862579,0.5,0.09900990099009901,0.08813559322033898,0.0759493670886076,0.05555555555555555,0.09424083769633508,0.08174386920980926,0.10227272727272728,0.075,0.08661417322834646,0.046875,0.024691358024691357,0.08791208791208792,0.15267175572519084,0.07142857142857142,0.08695652173913043,0.023809523809523808,0.6275862068965518,0.6923076923076923,0.7777777777777778,0.5555555555555556,0.1103448275862069,0.25,0.5,0.1724137931034483,0.4,0.4166666666666667,0.9,,,,,0.0896551724137931,0.3076923076923077,0.3076923076923077,1.0,0.7142857142857143,0.5333333333333333,0.09523809523809523,0.625,0.6,,,0.25,0.25,0.7172413793103448,0.36363636363636365,0.5226587412587411,0.5623055555555556,0.5322274193548387,0.18674698795180722,0.20261437908496732,,0.11320754716981132,0.20754716981132076,4.605303030303031,27.692307692307697,0.2823960880195599,1.0,3.0,,1.0,8.0,8.0,1.0,3.0,8.0,4.0,0.5,0.03333333333333333,,0.125,0.5,,1.0,1.0,2.0,4.0,,0.5,0.25,,0.5,1.0,,0.04,0.125,,,,True,,,,,,,,,,,,
201,1610612757,Chris Dudley,Chris Dudley,201,POR,6407.0,107,-13.0,199,208,56,78,29,407,6,11,2.0,5.0,,,3.0,13,1.0,2.0,,,,,,1.0,,,,10,26,,1.0,4,24,205,2.0,8.0,,4.0,3.0,9,,,3.0,9,16,4,,,2.0,,,2.0,1.0,2.0,3,1.0,,,1.0,8,,10.0,3.0,14,21,10,31,1.0,1.0,1.0,,4.0,,1.0,1.0,1.0,,5,1.0,2,7.0,13,2.0,,10,,4,,1.0,9,56,4.0,0.8,0.8888888888888888,,,,,0.38461538461538464,0.25,0.3333333333333333,0.37037037037037035,0.25,0.3333333333333333,0.375,0.2,0.375,0.037037037037037035,0.07692307692307693,0.09090909090909091,15.677966101694915,0.8,0.1686746987951807,0.11494252873563218,0.14285714285714285,,0.16346153846153846,0.09433962264150944,0.13043478260869565,0.058823529411764705,0.1276595744680851,,0.3157894736842105,0.125,0.125,0.1875,,0.07692307692307693,0.4074074074074074,0.5454545454545454,0.6,0.8333333333333334,0.48148148148148145,0.23076923076923078,0.25,0.07407407407407407,0.5,0.5,1.0,,,,,0.037037037037037035,,,,0.625,0.4,,,,,,,,0.4444444444444444,,0.4212346153846153,0.5247125,0.3781555555555556,0.12903225806451613,0.13333333333333333,,0.16666666666666666,0.375,4.730769230769232,80.5,0.2814070351758794,,1.0,,4.0,3.0,8.0,2.0,,8.0,4.0,0.07692307692307693,0.5714285714285714,,,0.5,,,,1.0,6.0,,,0.6666666666666666,,,,,,0.5,,,,True,,,,,,,,,,,,
2216,1610612757,Zach Randolph,Zach Randolph,2216,POR,10405.0,173,8.0,323,331,96,94,40,654,24,36,13.0,17.0,11.0,14.0,10.0,33,1.0,12.0,,,,,,,,,,35,81,,,13,83,336,16.0,26.0,,33.0,14.0,24,,,5.0,33,40,30,,,24.0,,,12.0,9.0,3.0,12,3.0,4.0,2.0,3.0,27,4.0,18.0,4.0,23,28,22,50,2.0,6.0,3.0,3.0,5.0,,4.0,5.0,,,10,,3,7.0,19,4.0,3.0,20,4.0,10,,2.0,33,96,3.0,0.5714285714285714,0.8695652173913043,,,,,0.43209876543209874,0.6153846153846154,0.5833333333333334,0.43209876543209874,0.6153846153846154,0.5833333333333334,0.46629213483146065,0.6111111111111112,0.5892857142857143,,0.14814814814814814,0.16666666666666666,26.612903225806452,0.5,0.18110236220472442,0.13432835820895522,0.13793103448275862,0.23529411764705882,0.17307692307692307,0.1456953642384106,0.17142857142857143,0.1702127659574468,0.07692307692307693,0.2857142857142857,0.23809523809523808,0.12121212121212122,0.17307692307692307,0.05263157894736842,0.3,0.06060606060606061,0.4444444444444444,0.6666666666666666,0.8,0.5,0.4074074074074074,0.30303030303030304,0.37037037037037035,0.14814814814814814,0.08333333333333333,0.08333333333333333,1.0,,,,,,,,,0.6538461538461539,0.7647058823529411,,0.5833333333333334,0.7857142857142857,,,,,0.4444444444444444,,0.4640753086419754,0.49491739130434775,0.49585833333333335,0.11494252873563218,0.11494252873563218,,0.39759036144578314,0.39759036144578314,5.65679012345679,,0.29721362229102166,1.0,,,1.0,1.0,3.0,2.0,,3.0,2.0,0.18181818181818182,0.16666666666666666,,,0.6666666666666666,,,,,1.0,,,0.7,,,,,,0.07692307692307693,,2.0,,True,,,,,,,,,,,,
739,1610612757,Rasheed Wallace,Rasheed Wallace,739,POR,25655.0,428,69.0,795,783,246,241,103,1578,24,36,10.0,16.0,3.0,6.0,22.0,52,20.0,52.0,3.0,9.0,1.0,4.0,11.0,48.0,3.0,5.0,25.0,66,140,14.0,57.0,40,214,787,11.0,27.0,4.0,32.0,18.0,31,6.0,29.0,20.0,74,84,48,39.0,3.0,12.0,47.0,11.0,5.0,16.0,2.0,18,2.0,10.0,1.0,5.0,38,6.0,21.0,15.0,44,74,27,101,5.0,14.0,7.0,7.0,11.0,,6.0,7.0,5.0,1.0,18,1.0,6,21.0,33,3.0,1.0,55,5.0,21,,9.0,74,246,1.0,0.6363636363636364,0.7,0.9285714285714286,0.24561403508771928,0.20689655172413793,0.25,0.4714285714285714,0.4074074074074074,0.5806451612903226,0.4416243654822335,0.4032258064516129,0.45,0.481981981981982,0.4444444444444444,0.5211267605633803,0.2893401015228426,0.03571428571428571,0.05555555555555555,26.229508196721312,0.6111111111111112,0.15120274914089346,0.07553956834532374,0.16304347826086957,0.056074766355140186,0.15404699738903394,0.07012987012987013,0.10126582278481013,0.06329113924050633,0.06666666666666667,0.06451612903225806,0.16470588235294117,0.14606741573033707,0.1452991452991453,0.17391304347826086,0.13043478260869565,0.045871559633027525,0.18274111675126903,0.6666666666666666,0.7058823529411765,0.5833333333333334,0.2639593908629442,0.4230769230769231,0.4489795918367347,0.2639593908629442,0.38461538461538464,0.38461538461538464,0.85,0.04568527918781726,0.3333333333333333,0.3333333333333333,1.0,0.2436548223350254,0.22916666666666666,0.22916666666666666,0.9090909090909091,0.5161290322580645,0.625,0.0967741935483871,0.1,0.5,0.06666666666666667,0.25,0.4166666666666667,0.2,0.4720812182741117,0.23404255319148937,0.4465063775510206,0.48333035714285716,0.43605583333333336,0.09859154929577464,0.1346153846153846,,0.14953271028037382,0.34579439252336447,10.060714285714283,25.307017543859644,0.30943396226415093,7.0,,,15.0,5.0,14.0,6.0,1.0,14.0,11.0,0.057692307692307696,0.45454545454545453,,,0.7857142857142857,1.0,1.0,1.0,1.0,7.0,1.0,0.25,0.5,0.03225806451612903,0.3333333333333333,,,,0.2,,,,True,,,,,,,,,,,,
