EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyArc3FGM,FTOffRebounds,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,OffFTReboundPct,PenaltyArc3Accuracy,3SecondViolations,Defensive 3 Seconds Violations,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,FoulsDrawn,Offensive Fouls Drawn,OffensiveGoaltends,on,BlockedArc3,Arc3PctBlocked,3pt And 1 Free Throw Trips
147,1610612754,Jalen Rose,Jalen Rose,147,IND,49750.0,829,50.0,1624,1623,600,560,189,3247,32.0,42.0,4.0,5.0,11.0,15.0,53.0,117,69.0,184.0,10.0,34.0,1.0,3.0,1.0,6.0,8.0,29.0,1.0,5.0,8.0,154.0,343,18.0,63.0,75.0,437.0,1648,15.0,28.0,2.0,8.0,6.0,42.0,57.0,130.0,1.0,14.0,47.0,164.0,196.0,112.0,48.0,6.0,8.0,1.0,28.0,8.0,17.0,71.0,16.0,87.0,12.0,4.0,34.0,12.0,25.0,190.0,2.0,12.0,23.0,70.0,5.0,98.0,14.0,112,5.0,22.0,13.0,9.0,25.0,7.0,20.0,21.0,5.0,3.0,46.0,4.0,20.0,27.0,62.0,10.0,91.0,7.0,4.0,27.0,20.0,10.0,1.0,6.0,1.0,1.0,3.0,11.0,7.0,1.0,164.0,600,10.0,0.6363636363636364,0.6533333333333333,0.8888888888888888,0.2857142857142857,0.25,0.07142857142857142,0.2903225806451613,0.4489795918367347,0.5357142857142857,0.43846153846153846,0.4458128078817734,0.5,0.40625,0.48654708520179374,0.5384615384615384,0.47368421052631576,0.15517241379310345,0.04956268221574344,0.09523809523809523,0.10256410256410256,0.005434782608695652,26.6522210184182,0.5434782608695652,0.07575757575757576,0.11456628477905073,0.019261637239165328,0.13529411764705881,0.015151515151515152,0.11907810499359796,0.018543046357615896,0.024193548387096774,0.016877637130801686,0.019083969465648856,0.0136986301369863,0.01694915254237288,0.07954545454545454,0.09767441860465116,0.1590909090909091,0.13821138211382114,0.1276595744680851,0.02336448598130841,0.6363636363636364,0.10344827586206896,0.7619047619047619,0.8421052631578947,0.6875,0.2881773399014778,0.452991452991453,0.5047619047619047,0.4339622641509434,0.45320197044334976,0.375,0.3770491803278688,0.7681159420289855,0.08374384236453201,0.29411764705882354,0.29411764705882354,1.0,0.07142857142857142,0.27586206896551724,0.27586206896551724,0.75,0.1388888888888889,0.8,0.25,0.08333333333333333,0.3333333333333333,1.0,0.1388888888888889,0.2,1.0,0.10416666666666667,0.7333333333333333,0.041666666666666664,0.16666666666666666,0.05555555555555555,0.25862068965517243,0.2857142857142857,0.4366277777777778,0.42977878787878787,0.41256118881118886,0.06338028169014084,0.0743801652892562,0.09610983981693363,0.37528604118993136,12.824198250728859,24.53968253968254,0.3694581280788177,,,,,,,,,,,,,,,,,True,,,
1506,1610612754,Austin Croshere,Austin Croshere,1506,IND,30514.0,509,-23.0,960,964,278,221,127,1924,24.0,36.0,12.0,16.0,7.0,10.0,6.0,25,14.0,35.0,6.0,26.0,,1.0,1.0,8.0,9.0,34.0,,1.0,10.0,44.0,96,15.0,60.0,24.0,157.0,981,13.0,19.0,,2.0,3.0,29.0,11.0,22.0,5.0,18.0,11.0,48.0,58.0,30.0,45.0,,18.0,1.0,33.0,9.0,7.0,25.0,11.0,36.0,6.0,5.0,12.0,5.0,8.0,83.0,5.0,24.0,17.0,68.0,8.0,93.0,30.0,123,1.0,9.0,2.0,7.0,12.0,3.0,6.0,16.0,6.0,2.0,28.0,3.0,3.0,28.0,47.0,6.0,32.0,3.0,1.0,12.0,5.0,15.0,,7.0,,1.0,7.0,15.0,9.0,,48.0,278,3.0,0.6590909090909091,0.8285714285714286,1.0,0.25,,0.2777777777777778,0.2542372881355932,0.4583333333333333,0.6842105263157895,0.5,0.42628205128205127,0.6190476190476191,0.4625,0.4588235294117647,0.6304347826086957,0.5,0.38461538461538464,0.07291666666666667,0.08333333333333333,0.16,,17.853922452660054,0.42857142857142855,0.3076923076923077,0.1784776902887139,0.06315789473684211,0.18681318681318682,0.052083333333333336,0.18008474576271186,0.06092436974789916,0.06666666666666667,0.04929577464788732,0.0736196319018405,0.03571428571428571,0.075,0.16346153846153846,0.24615384615384617,0.1292517006802721,0.18461538461538463,0.19230769230769232,0.011494252873563218,0.6,0.23076923076923078,0.6666666666666666,0.7272727272727273,0.4583333333333333,0.16025641025641027,0.24,0.2857142857142857,0.6666666666666666,0.22435897435897437,0.4,0.4,1.0,0.16666666666666666,0.23076923076923078,0.23076923076923078,1.0,0.21794871794871795,0.2647058823529412,0.2647058823529412,1.0,0.7619047619047619,0.75,0.16666666666666666,0.047619047619047616,,,0.047619047619047616,,,0.25,0.7,0.2,0.125,0.25,0.6153846153846154,0.2727272727272727,0.49803149350649356,0.5353749999999999,0.515776923076923,0.07272727272727272,0.11428571428571428,0.18471337579617833,0.3057324840764331,9.452083333333333,24.866666666666667,0.28958333333333336,4.0,1.0,4.0,3.0,0.037037037037037035,0.4,,,,,,,,,,,True,,,
1733,1610612754,Al Harrington,Al Harrington,1733,IND,78565.0,1309,-52.0,2514,2526,846,802,306,5040,95.0,161.0,34.0,59.0,40.0,62.0,83.0,185,51.0,135.0,,1.0,,,,,1.0,2.0,,1.0,1.0,229.0,481,1.0,3.0,115.0,576.0,2632,50.0,93.0,,1.0,21.0,121.0,87.0,172.0,1.0,1.0,49.0,226.0,248.0,210.0,3.0,,72.0,,2.0,1.0,26.0,39.0,15.0,54.0,7.0,8.0,18.0,4.0,17.0,123.0,14.0,82.0,25.0,142.0,13.0,180.0,96.0,276,16.0,41.0,21.0,20.0,26.0,7.0,10.0,52.0,16.0,7.0,78.0,5.0,18.0,59.0,166.0,25.0,144.0,15.0,,64.0,15.0,21.0,,5.0,,2.0,14.0,21.0,16.0,,226.0,846,23.0,0.5414847161572053,0.6424870466321243,1.0,0.3333333333333333,,1.0,0.3333333333333333,0.4760914760914761,0.5376344086021505,0.5058139534883721,0.4762396694214876,0.5319148936170213,0.5115606936416185,0.5255474452554745,0.5761904761904761,0.5594059405940595,0.006198347107438017,0.05405405405405406,0.06832298136645963,0.07567567567567568,0.007407407407407408,21.7966573816156,0.3333333333333333,0.14444444444444443,0.1462409886714727,0.0841025641025641,0.09765625,0.06930693069306931,0.1361043194784026,0.08156329651656755,0.1641025641025641,0.07142857142857142,0.05721393034825871,0.05785123966942149,0.08641975308641975,0.17279411764705882,0.1323529411764706,0.1392757660167131,0.09042553191489362,0.11764705882352941,0.07174887892376682,0.7619047619047619,0.33264462809917356,0.5900621118012422,0.6333333333333333,0.5789473684210527,0.3822314049586777,0.4486486486486487,0.4853801169590643,0.4457831325301205,0.27892561983471076,0.37777777777777777,0.3805970149253731,0.6274509803921569,0.002066115702479339,,,,0.004132231404958678,0.5,0.5,1.0,0.6276595744680851,0.576271186440678,0.11764705882352941,,,,0.010638297872340425,,,0.3583815028901734,0.6451612903225806,,,0.005780346820809248,0.33884297520661155,0.5,0.454222520661157,0.5170664556962025,0.4561219653179189,0.1200750469043152,0.12075471698113208,0.21006944444444445,0.3923611111111111,8.654677754677754,26.033333333333335,0.33651551312649164,1.0,,4.0,22.0,,1.0,4.0,2.0,,,,,,,,,True,,,
1886,1610612754,Jonathan Bender,Jonathan Bender,1886,IND,28733.0,479,-94.0,909,917,274,259,105,1826,19.0,31.0,4.0,10.0,7.0,9.0,3.0,25,19.0,40.0,4.0,11.0,,,2.0,2.0,9.0,20.0,1.0,1.0,4.0,41.0,96,13.0,31.0,27.0,148.0,957,4.0,15.0,1.0,1.0,2.0,13.0,9.0,19.0,3.0,6.0,8.0,35.0,58.0,24.0,39.0,,6.0,,20.0,9.0,8.0,18.0,2.0,20.0,,2.0,2.0,5.0,11.0,42.0,4.0,15.0,11.0,42.0,,53.0,19.0,72,1.0,8.0,4.0,4.0,13.0,1.0,6.0,12.0,7.0,1.0,25.0,2.0,9.0,21.0,34.0,3.0,37.0,3.0,,19.0,1.0,19.0,,12.0,,,7.0,19.0,11.0,1.0,35.0,274,4.0,0.7073170731707317,0.7631578947368421,1.0,0.41935483870967744,1.0,0.5,0.41935483870967744,0.4270833333333333,0.26666666666666666,0.47368421052631576,0.4763779527559055,0.34375,0.54,0.5138888888888888,0.38235294117647056,0.603448275862069,0.2440944881889764,0.08333333333333333,0.0967741935483871,0.2,,16.391852570320076,0.52,,0.11538461538461539,0.04087193460490463,0.13580246913580246,0.056338028169014086,0.11910112359550562,0.04337899543378995,0.017241379310344827,0.0457516339869281,0.04487179487179487,0.05263157894736842,0.06060606060606061,0.10101010101010101,0.11382113821138211,0.1267605633802817,0.14285714285714285,0.1111111111111111,0.015625,0.5789473684210527,0.2440944881889764,0.6129032258064516,0.6785714285714286,0.7368421052631579,0.1968503937007874,0.12,0.15,0.6666666666666666,0.31496062992125984,0.475,0.475,0.6842105263157895,0.08661417322834646,0.36363636363636365,0.36363636363636365,1.0,0.15748031496062992,0.45,0.45,1.0,0.625,0.4,0.25,,,,0.0625,1.0,1.0,0.36,0.7777777777777778,0.08,1.0,0.16,0.4881889763779528,0.45,0.47504094488188986,0.47715384615384626,0.45762,0.13286713286713286,0.16964285714285715,0.08783783783783784,0.23648648648648649,9.814583333333335,24.58387096774194,0.30143014301430143,1.0,,3.0,2.0,,0.25,1.0,1.0,,,,,,,,,True,,,
2224,1610612754,Jamaal Tinsley,Jamaal Tinsley,2224,IND,40697.0,678,11.0,1313,1318,486,429,167,2631,23.0,51.0,2.0,6.0,9.0,22.0,18.0,64,22.0,51.0,1.0,4.0,,,,3.0,5.0,29.0,,1.0,11.0,63.0,166,6.0,33.0,37.0,181.0,1383,2.0,9.0,,1.0,3.0,7.0,21.0,56.0,2.0,14.0,26.0,74.0,48.0,78.0,18.0,,4.0,3.0,26.0,5.0,25.0,164.0,35.0,199.0,22.0,13.0,72.0,41.0,51.0,433.0,,19.0,18.0,45.0,5.0,68.0,20.0,88,6.0,37.0,14.0,23.0,45.0,16.0,30.0,25.0,15.0,1.0,70.0,4.0,25.0,34.0,77.0,6.0,52.0,2.0,,15.0,12.0,8.0,,3.0,,2.0,3.0,8.0,6.0,1.0,74.0,486,15.0,0.38095238095238093,0.39344262295081966,1.0,0.18181818181818182,,0.14285714285714285,0.2,0.3795180722891566,0.2222222222222222,0.375,0.36180904522613067,0.2,0.34285714285714286,0.40401785714285715,0.2916666666666667,0.4157303370786517,0.1658291457286432,0.15060240963855423,0.21568627450980393,0.21875,,19.52191235059761,0.6428571428571429,0.125,0.08620689655172414,0.03815261044176707,0.1323529411764706,,0.09574468085106383,0.03161397670549085,0.02727272727272727,0.04975124378109453,0.03208556149732621,,,0.06896551724137931,0.08743169398907104,0.0979381443298969,0.12121212121212122,0.16216216216216217,0.0594059405940594,0.75,0.2562814070351759,0.45098039215686275,0.575,0.2608695652173913,0.32160804020100503,0.28125,0.36,0.2222222222222222,0.2562814070351759,0.43137254901960786,0.43137254901960786,0.6363636363636364,0.020100502512562814,0.25,0.25,1.0,0.1457286432160804,0.1724137931034483,0.1724137931034483,1.0,0.6,0.3333333333333333,,,,,0.1,,,0.3142857142857143,0.4090909090909091,0.04285714285714286,,0.15714285714285714,0.4221105527638191,0.19230769230769232,0.4574267857142857,0.47583333333333333,0.4722007462686567,0.07075471698113207,0.08379888268156424,0.03867403314917127,0.4088397790055249,9.209036144578315,26.706060606060607,0.37014470677837014,2.0,1.0,1.0,2.0,0.020833333333333332,0.18181818181818182,,,,,,,,,,,True,,,
2249,1610612754,Jamison Brewer,Jamison Brewer,2249,IND,892.0,15,-3.0,29,34,9,9,1,63,1.0,1.0,,,,,,1,,,,,,,,,,1.0,,,,1.0,2,,1.0,,2.0,28,,,,,,,,,,,,,2.0,,,,,1.0,,,1.0,3.0,1.0,4.0,1.0,,,,3.0,9.0,,,,4.0,,4.0,,4,,,,,1.0,,1.0,,,,1.0,,,2.0,3.0,,,,,,,,,,,,,,,,,9,,1.0,1.0,,,,,,0.5,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,0.5,,1.0,,13.333333333333334,1.0,,0.25,,,,0.2,,,,,,,0.3333333333333333,0.2,0.25,,,,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,0.6666666666666666,,0.47809999999999997,,,,,,,2.3,72.6,0.3103448275862069,,,,,,,,,,,,,,,,,True,,,
397,1610612754,Reggie Miller,Reggie Miller,397,IND,51735.0,862,-12.0,1668,1669,584,572,184,3337,24.0,28.0,3.0,3.0,4.0,4.0,8.0,17,35.0,89.0,27.0,50.0,3.0,4.0,7.0,14.0,38.0,79.0,2.0,6.0,31.0,67.0,134,65.0,129.0,91.0,420.0,1779,8.0,15.0,5.0,10.0,13.0,44.0,18.0,37.0,24.0,45.0,48.0,156.0,104.0,30.0,177.0,18.0,,2.0,77.0,38.0,,62.0,6.0,68.0,4.0,2.0,22.0,21.0,19.0,142.0,1.0,3.0,17.0,38.0,1.0,56.0,5.0,61,1.0,17.0,10.0,7.0,18.0,5.0,11.0,16.0,7.0,1.0,34.0,2.0,11.0,14.0,38.0,5.0,99.0,3.0,20.0,19.0,19.0,3.0,,1.0,,,2.0,3.0,1.0,,156.0,584,8.0,0.7761194029850746,0.7761194029850746,0.9076923076923077,0.5038759689922481,0.5,0.5333333333333333,0.5118110236220472,0.5,0.5333333333333333,0.4864864864864865,0.6254752851711026,0.62,0.6585365853658537,0.67,0.7166666666666667,0.7216981132075472,0.49049429657794674,,,,,17.70005299417064,0.5294117647058824,0.017241379310344827,0.06031746031746032,0.004901960784313725,0.09659090909090909,0.007352941176470588,0.06823821339950373,0.0053475935828877,0.014084507042253521,,0.004098360655737705,,0.0196078431372549,0.040229885057471264,0.04888888888888889,0.08658008658008658,0.09302325581395349,0.10638297872340426,0.007936507936507936,0.3333333333333333,0.10646387832699619,0.8571428571428571,0.8571428571428571,0.9166666666666666,0.06463878326996197,0.47058823529411764,0.47058823529411764,0.625,0.33840304182509506,0.39325842696629215,0.39325842696629215,0.7142857142857143,0.19011406844106463,0.54,0.5510204081632653,1.0,0.30038022813688214,0.4810126582278481,0.4810126582278481,0.8421052631578947,0.12,1.0,1.0,0.16,0.75,1.0,0.24,0.3333333333333333,1.0,0.04878048780487805,1.0,0.17073170731707318,0.5,0.3780487804878049,0.596958174904943,0.4935064935064935,0.4977547892720306,0.49805000000000005,0.469673125,0.07473309608540925,0.12666666666666668,0.10476190476190476,0.37142857142857144,14.255223880597013,25.296124031007746,0.3501199040767386,17.0,1.0,3.0,2.0,0.01639344262295082,0.5483870967741935,,,1.0,2.0,0.007751937984496124,0.02,0.015267175572519083,,,,True,,,
435,1610612754,Carlos Rogers,Carlos Rogers,435,IND,6114.0,102,-27.0,186,189,47,49,17,375,9.0,11.0,4.0,4.0,4.0,6.0,1.0,6,1.0,2.0,,1.0,,,,,,1.0,,,,11.0,19,,2.0,4.0,26.0,208,4.0,5.0,,,1.0,9.0,4.0,7.0,,,,8.0,12.0,10.0,,,8.0,,1.0,,,2.0,,2.0,,,,,2.0,4.0,,7.0,,9.0,5.0,14.0,7.0,21,,1.0,,1.0,,,,2.0,,,2.0,,,4.0,9.0,1.0,11.0,1.0,,6.0,,5.0,,1.0,,,4.0,5.0,4.0,,8.0,47,1.0,0.5454545454545454,0.8571428571428571,,,,,,0.5789473684210527,0.8,0.5714285714285714,0.5238095238095238,0.8,0.5714285714285714,0.5,0.75,0.5,0.09523809523809523,,,,,13.658536585365855,,0.625,0.11688311688311688,0.09210526315789473,,,0.09782608695652174,0.07865168539325842,0.18181818181818182,0.08571428571428572,0.06666666666666667,,,0.16666666666666666,0.16,0.058823529411764705,,,,0.8,0.5238095238095238,0.8181818181818182,0.8181818181818182,0.5555555555555556,0.2857142857142857,0.16666666666666666,0.16666666666666666,,0.09523809523809523,0.5,0.5,1.0,0.047619047619047616,,,,0.047619047619047616,,,,0.8,1.0,,,,,,,,0.8571428571428571,0.6666666666666666,,,,0.6190476190476191,,0.5343476190476191,0.52028,0.5653714285714285,0.23076923076923078,0.25,0.34615384615384615,0.3076923076923077,5.473684210526315,23.75,0.25268817204301075,,,1.0,1.0,,,,,,,,,,,,,True,,,
696,1610612754,Travis Best,Travis Best,696,IND,32156.0,536,-68.0,1011,1021,264,307,125,2032,23.0,36.0,1.0,3.0,5.0,7.0,9.0,29,24.0,66.0,,,,,,,8.0,18.0,1.0,1.0,7.0,56.0,131,8.0,18.0,24.0,160.0,1063,4.0,8.0,1.0,1.0,1.0,12.0,15.0,34.0,4.0,7.0,10.0,52.0,32.0,80.0,15.0,9.0,,1.0,17.0,8.0,7.0,72.0,21.0,93.0,13.0,8.0,19.0,19.0,34.0,207.0,2.0,4.0,8.0,26.0,3.0,37.0,6.0,43,,35.0,13.0,22.0,22.0,6.0,13.0,13.0,9.0,,35.0,,8.0,26.0,58.0,5.0,29.0,1.0,6.0,8.0,4.0,3.0,,,,,3.0,3.0,1.0,,52.0,264,9.0,0.2857142857142857,0.2857142857142857,0.625,0.4444444444444444,1.0,0.5714285714285714,0.47058823529411764,0.42748091603053434,0.5,0.4411764705882353,0.4563758389261745,0.6111111111111112,0.5121951219512195,0.4875,0.6,0.5652173913043478,0.12080536912751678,0.05343511450381679,0.19444444444444445,,,16.824849007765316,0.6285714285714286,0.075,0.06970509383378017,0.009852216748768473,0.09523809523809523,0.023255813953488372,0.07439824945295405,0.012195121951219513,0.0136986301369863,0.006666666666666667,0.01092896174863388,0.038461538461538464,,0.10377358490566038,0.030303030303030304,0.08148148148148149,0.06349206349206349,0.19047619047619047,,0.3333333333333333,0.24161073825503357,0.6388888888888888,0.7931034482758621,0.17391304347826086,0.19463087248322147,0.3103448275862069,0.3103448275862069,0.2222222222222222,0.4429530201342282,0.36363636363636365,0.36363636363636365,0.4166666666666667,,,,,0.12080536912751678,0.4444444444444444,0.4444444444444444,0.625,0.3333333333333333,0.3333333333333333,,,,,0.1111111111111111,1.0,1.0,0.17073170731707318,0.7142857142857143,,,0.17073170731707318,0.3624161073825503,0.47058823529411764,0.45928817567567554,0.45099285714285714,0.4238768292682927,0.05128205128205128,0.057971014492753624,0.075,0.325,11.773282442748089,26.37777777777778,0.26112759643916916,4.0,,2.0,2.0,,0.5714285714285714,,,,,,,,,,,True,,,
979,1610612754,Jermaine O'Neal,Jermaine O'Neal,979,IND,43302.0,722,-12.0,1403,1403,519,457,159,2806,59.0,90.0,12.0,20.0,21.0,35.0,54.0,130,19.0,41.0,,1.0,,,,,1.0,2.0,,,2.0,132.0,261,1.0,3.0,84.0,351.0,1471,14.0,29.0,,,15.0,43.0,38.0,85.0,1.0,2.0,35.0,114.0,184.0,80.0,3.0,,22.0,,2.0,1.0,27.0,26.0,4.0,30.0,,4.0,10.0,3.0,13.0,64.0,6.0,33.0,40.0,103.0,18.0,161.0,39.0,200,2.0,14.0,12.0,2.0,21.0,2.0,12.0,29.0,9.0,2.0,50.0,4.0,15.0,40.0,74.0,15.0,124.0,11.0,,55.0,12.0,54.0,,31.0,,2.0,21.0,54.0,29.0,10.0,114.0,519,2.0,0.696969696969697,0.7603305785123967,1.0,0.3333333333333333,,0.5,0.3333333333333333,0.5057471264367817,0.4827586206896552,0.4470588235294118,0.5056818181818182,0.4827586206896552,0.4540229885057471,0.5484375,0.5375,0.5181818181818182,0.011363636363636364,0.10344827586206896,0.16666666666666666,0.08461538461538462,0.024390243902439025,23.28508495909377,0.42,0.3673469387755102,0.18327402135231316,0.06395348837209303,0.24242424242424243,0.06315789473684211,0.19669876203576342,0.06382978723404255,0.0594059405940594,0.06220095693779904,0.06796116504854369,0.06349206349206349,0.0625,0.1144578313253012,0.20618556701030927,0.21782178217821782,0.2542372881355932,0.2127659574468085,0.019417475728155338,0.5370370370370371,0.3409090909090909,0.6555555555555556,0.7866666666666666,0.7796610169491526,0.49242424242424243,0.4153846153846154,0.453781512605042,0.5925925925925926,0.1553030303030303,0.4634146341463415,0.475,0.7368421052631579,0.003787878787878788,,,,0.007575757575757576,0.5,0.5,1.0,0.6896551724137931,0.6,0.16666666666666666,,,,,,,0.40229885057471265,0.6,,,0.022988505747126436,0.3522727272727273,0.5,0.4484842803030303,0.5053137931034483,0.4637597701149427,0.17857142857142858,0.18032786885245902,0.1225071225071225,0.3247863247863248,7.284674329501915,26.099999999999998,0.3699215965787598,1.0,,1.0,9.0,,0.5,6.0,2.0,,,,,,1.0,1.0,,True,,,
