EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,FG2M,FtPoints,PenaltyFG2M,PenaltyFtPoints,PtsAssisted2s,ThreePtAssists,Assists,Arc3Assists,AssistPoints,FTDefRebounds,FTA,TwoPtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,DefFTReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,TwoPtAssists,AtRimAssists,SecondChanceShotQualityAvg,AtRimFGM,AtRimFGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsUnassisted2s,NonHeaveArc3FGM,LongMidRangeAssists,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,SecondChancePointsPct,PenaltyAtRimFGM,PenaltyAtRimFGA,2pt And 1 Free Throw Trips,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3FGM,Corner3Assists,LostBallSteals,PenaltyArc3Accuracy,ShortMidRangeFGM,ShortMidRangeFGA,Fg2aBlocked,OffThreePtRebounds,OffRebounds,NonShootingFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,on,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG2M,SecondChanceFtPoints,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,ShortMidRangeAssists,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,SecondChanceFg2Pct,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,DefensiveGoaltends,3SecondViolations,HeaveMakes,Clear Path Fouls,Fg3aBlocked,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedCorner3,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffensiveGoaltends
1683,1610612752,Larry Robinson,Larry Robinson,1683,NYK,653.0,11,5,23,21,14.0,10.0,3,44,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,24,1.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,14.0,1.0,0.5,0.5,0.5,0.375,0.5,0.375,0.5,0.5,16.0,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.5,0.25,1.0,1.0,1.0,0.25,0.3333333333333333,1.0,0.3333333333333333,0.5,0.471725,0.49300000000000005,1.0,15.7,23.35,0.6086956521739131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,1610612752,Clar. Weatherspoon,Clar. Weatherspoon,221,NYK,449.0,7,2,17,15,14.0,10.0,2,32,1.0,,,,,,,1.0,,,4.0,21,,1.0,,,4.0,,,,1.0,1.0,1.0,2.0,4.0,14.0,,,,,1.0,1.0,1.0,1.0,,11.76470588235294,,,,1.0,,,,,,,,,,0.4205,0.4205,1.0,16.0,,0.8235294117647058,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,1610612752,Allan Houston,Allan Houston,275,NYK,87.0,1,-4,4,3,4.0,3.0,1,7,1.0,,,,,,,1.0,,,,8,1.0,1.0,,,,,,,,,,,,4.0,,,,,,,,,,25.0,,,,1.0,,,,,,,,,,0.3461,0.3461,,16.9,,1.0,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,1.0,1.0,0.3461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,1610612752,Howard Eisley,Howard Eisley,458,NYK,653.0,11,5,23,21,14.0,10.0,3,44,1.0,,,,,3.0,1.0,2.0,1.0,3.0,7.0,24,,,,1.0,,3.0,3.0,,,,,,,14.0,1.0,0.3333333333333333,,0.3333333333333333,0.7,,0.7,,0.6,24.0,,,,0.2,,,,,0.6,,,1.0,0.8,0.53246,0.35625,,10.75,24.599999999999998,0.6086956521739131,1.0,2.0,,,,,,2.0,,4.0,,,,,,,1.0,,,1.0,1.0,,,,2.0,1.0,0.5079,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,0.2,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.3333333333333333,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,1610612752,Kurt Thomas,Kurt Thomas,703,NYK,87.0,1,-4,4,3,4.0,3.0,1,7,,,,,,,,2.0,,,4.0,8,,2.0,,,4.0,,,,,,,,4.0,4.0,,,,,1.0,1.0,1.0,1.0,,50.0,,,,,,,,,,,,,1.0,0.6349,0.6349,1.0,1.45,,1.0,,2.0,,2.0,,4.0,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,0.5,0.5,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,1610612752,Charlie Ward,Charlie Ward,369,NYK,566.0,9,9,19,18,10.0,7.0,2,37,1.0,,,,,2.0,1.0,1.0,1.0,2.0,3.0,16,,,1.0,1.0,3.0,3.0,2.0,,,,,,3.0,10.0,1.0,0.5,1.0,0.5,0.5,1.5,0.5,1.5,0.6666666666666666,14.285714285714286,,,,0.3333333333333333,,,,,0.6666666666666666,,,1.0,0.6666666666666666,0.5267499999999999,0.63165,1.0,21.5,24.15,0.5263157894736842,,,,,,,2.0,3.0,1.0,8.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,0.5,0.5,1.0,,,,0.5,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,1610612752,Othella Harrington,Othella Harrington,970,NYK,566.0,9,9,19,18,10.0,7.0,2,37,2.0,,,,,,,5.0,,,8.0,16,,2.0,,,4.0,,,2.0,2.0,3.0,,,4.0,10.0,,,,,0.6,0.5,0.6666666666666666,0.6666666666666666,,28.571428571428573,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.4,,,,,,,,,0.4,0.45858,0.3855,0.5,9.98,,0.5263157894736842,1.0,3.0,2.0,1.0,2.0,2.0,,,,,,3.0,1.0,,0.3333333333333333,0.3333333333333333,0.6,0.5,,0.5,0.5,1.0,0.2,0.2,,,,1.0,2.0,,,,,,,4.0,,,,,,,,,,,,,0.4,0.5,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.5,0.3333333333333333,0.125,0.3333333333333333,0.2,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,1610612752,Travis Knight,Travis Knight,969,NYK,204.0,3,3,6,6,,,1,12,,,,,,,,,,,,3,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,1610612752,Shandon Anderson,Shandon Anderson,1000,NYK,95717.0,1595,-139,2927,2957,750.0,913.0,378,5884,43.0,33.0,102.0,9.0,28.0,39.0,10.0,232.0,39.0,141.0,411.0,2998,43.0,42.0,10.0,38.0,90.0,114.0,38.0,131.0,192.0,249.0,71.0,134.0,90.0,750.0,0.9743589743589743,0.2765957446808511,0.2631578947368421,0.2785714285714286,0.4517426273458445,0.375,0.48812351543942994,0.45,0.3780160857908847,15.345799940635205,0.11654804270462633,0.1270718232044199,0.13291139240506328,0.11528150134048257,0.2734584450402145,0.3235294117647059,0.3235294117647059,0.9696969696969697,0.10455764075067024,0.35,0.32142857142857145,0.125,0.7533512064343163,0.5342771505376345,0.5162031645569619,0.21897810218978103,5.1306034482758625,23.993617021276602,0.2562350529552443,17.0,110.0,74.0,15.0,30.0,150.0,16.0,76.0,12.0,168.0,8.0,107.0,50.0,20.0,0.6818181818181818,0.7281553398058253,0.47413793103448276,0.35714285714285715,0.07339449541284404,0.3953488372093023,0.40476190476190477,0.8235294117647058,0.12318840579710146,0.18382352941176472,60.0,27.0,0.5317836734693877,77.0,140.0,6.0,,4.0,5.0,16.0,61.0,70.0,6.0,16.0,48.0,22.0,69.0,53.0,97.0,24.0,0.3125,0.4661016949152542,0.4765625,0.711340206185567,0.3753351206434316,0.55,0.6363636363636364,0.15384615384615385,0.15384615384615385,1.0,0.06779661016949153,,,0.15789473684210525,0.14841849148418493,11.0,25.0,10.0,0.7012987012987013,0.3125,0.44,1.0,4.0,26.0,0.1,16.0,49.0,26.0,7.0,57.0,7.0,0.11206896551724138,0.1357142857142857,0.01912568306010929,0.03837953091684435,0.02040816326530612,0.13136729222520108,0.32653061224489793,0.37209302325581395,False,13.0,31.0,5.0,12.0,20.0,6.0,3.0,14.0,1.0,17.0,47.0,3.0,53.0,5.0,11.0,28.0,6.0,16.0,6.0,4.0,11.0,4.0,1.0,15.0,11.0,1.0,3.0,15.0,11.0,1.0,0.46511627906976744,0.12244897959183673,0.023255813953488372,0.03896103896103896,0.04514889529298751,0.16358024691358025,0.046822742474916385,0.042666666666666665,0.04632152588555858,0.01652892561983471,0.08243727598566308,0.12129380053908356,0.15918367346938775,0.17721518987341772,0.02577319587628866,0.7333333333333333,0.4375,0.5254237288135594,0.41935483870967744,0.38461538461538464,0.2033898305084746,0.4166666666666667,1.0,0.007042253521126761,,,,,,,,,,,,,,
2068,1610612752,Lavor Postell,Lavor Postell,2068,NYK,10657.0,178,20,342,338,130.0,140.0,39,680,26.0,2.0,9.0,1.0,4.0,17.0,5.0,58.0,6.0,26.0,93.0,303,7.0,17.0,3.0,9.0,42.0,12.0,17.0,12.0,14.0,16.0,3.0,7.0,42.0,130.0,0.6666666666666666,0.23076923076923078,0.3333333333333333,0.23076923076923078,0.36904761904761907,0.4807692307692308,0.44660194174757284,0.5694444444444444,0.30952380952380953,29.381443298969074,0.09302325581395349,0.08536585365853659,0.14516129032258066,0.30952380952380953,0.10714285714285714,0.2222222222222222,0.2222222222222222,0.5,0.20238095238095238,0.15384615384615385,0.25,0.19230769230769232,0.4880952380952381,0.458107738095238,0.4601846153846153,0.45161290322580644,11.001724137931037,24.700000000000003,0.38011695906432746,11.0,22.0,31.0,8.0,17.0,10.0,,5.0,,10.0,,41.0,13.0,1.0,0.22727272727272727,0.23809523809523808,0.3793103448275862,0.47058823529411764,,0.4230769230769231,0.4583333333333333,0.2727272727272727,0.1368421052631579,0.18840579710144928,5.0,1.0,0.45420555555555553,7.0,15.0,4.0,,2.0,,3.0,6.0,34.0,4.0,2.0,6.0,2.0,4.0,3.0,11.0,5.0,,0.3,0.3,0.36363636363636365,0.17857142857142858,0.4666666666666667,0.5384615384615384,0.23529411764705882,0.23529411764705882,0.75,0.2,,,0.23529411764705882,0.06451612903225806,3.0,6.0,2.0,0.14285714285714285,0.23076923076923078,0.5,2.0,,4.0,0.4,4.0,17.0,8.0,,2.0,8.0,0.13793103448275862,0.13333333333333333,,0.012048192771084338,,0.20238095238095238,0.23529411764705882,0.3076923076923077,False,1.0,3.0,,1.0,3.0,,6.0,2.0,,2.0,2.0,,2.0,,,7.0,3.0,1.0,,,,2.0,,,,,,,,,0.42857142857142855,0.23529411764705882,0.07692307692307693,,0.016129032258064516,0.05714285714285714,0.025,0.02564102564102564,,,0.037037037037037035,0.05,0.07407407407407407,,,,0.25,0.3,0.3333333333333333,,0.1,,,,1.0,,,,,,,,,,,,,
