EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,ThreePtAssists,Corner3Assists,ShortMidRangeAssists,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,LongMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,SelfOReb,LostBallSteals,NonShootingFoulsDrawn,BlockedAtRim,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,DefThreePtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,NonHeaveArc3FGM,Arc3Assists,BadPassOutOfBoundsTurnovers,SecondChanceFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PtsUnassisted3s,HeaveAttempts,SecondChanceAtRimPctAssisted,FTOffRebounds,Loose Ball Fouls,3SecondViolations,OffFTReboundPct,Travels,Defensive 3 Seconds Violations,on,BlockedLongMidRange,DefensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Fg3aBlocked,Clear Path Fouls,ThreePtShootingFoulsDrawn,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,OffensiveGoaltends,BlockedCorner3
1043,1610612759,Amal McCaskill,Amal McCaskill,1043,SAS,2070.0,34,-8.0,78,77,42,39.0,11.0,155,3.0,7.0,1.0,1.0,3.0,3.0,5.0,6.0,12.0,2.0,14.0,71,1.0,1.0,1.0,3.0,5.0,1.0,7.0,6.0,6.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,4.0,3.0,7.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,5.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,7.0,42,0.5,0.5,0.5,0.6,0.5,0.6,0.5,0.25,0.5833333333333334,0.08333333333333333,0.14285714285714285,20.224719101123597,0.5,0.5,0.08333333333333333,0.1,0.0625,0.08571428571428572,0.16666666666666666,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.5833333333333334,0.42857142857142855,0.5,0.6666666666666666,0.4166666666666667,0.6,0.6,0.3333333333333333,1.0,0.6,0.3333333333333333,0.5833333333333334,0.5398333333333333,0.6503,0.5045200000000001,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.5,3.966666666666667,0.5384615384615384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
120,1610612759,Steven Smith,Steven Smith,120,SAS,2881.0,48,-13.0,90,88,24,25.0,12.0,178,,2.0,,,1.0,1.0,3.0,3.0,11.0,2.0,11.0,99,1.0,,,,3.0,1.0,4.0,2.0,4.0,3.0,1.0,2.0,,5.0,2.0,6.0,,6.0,2.0,8.0,,,3.0,1.0,1.0,4.0,,2.0,3.0,4.0,,3.0,,1.0,,,,4.0,24,0.3333333333333333,0.3333333333333333,0.2727272727272727,,0.28125,0.3,0.29411764705882354,,0.3333333333333333,0.2727272727272727,1.0,20.0,0.75,,0.16216216216216217,0.06060606060606061,0.13636363636363635,0.045454545454545456,,,0.09090909090909091,0.26666666666666666,0.125,,,,0.1875,0.3333333333333333,0.5,1.0,,0.2,,0.4375,0.445653125,0.392475,0.45309999999999995,0.058823529411764705,0.08333333333333333,,0.36363636363636365,11.545454545454545,0.26666666666666666,2.0,6.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.2,0.5,0.2,0.3125,0.3333333333333333,0.2222222222222222,0.09090909090909091,0.375,0.3333333333333333,0.3333333333333333,0.125,0.5,0.5,1.0,0.1875,0.5,0.2,1.0,0.2,24.799999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,9439.0,157,-3.0,292,293,83,68.0,34.0,585,11.0,19.0,8.0,4.0,7.0,13.0,32.0,29.0,65.0,29.0,87.0,285,17.0,3.0,25.0,8.0,18.0,11.0,27.0,24.0,34.0,6.0,5.0,6.0,1.0,13.0,10.0,22.0,,29.0,12.0,41.0,2.0,1.0,5.0,2.0,3.0,7.0,1.0,2.0,4.0,12.0,2.0,33.0,1.0,13.0,13.0,7.0,13.0,27.0,83,0.41379310344827586,0.46153846153846156,0.4461538461538462,0.4444444444444444,0.4393939393939394,0.42105263157894735,0.5304878048780488,0.6944444444444444,0.54,0.09230769230769231,0.10526315789473684,26.48809523809524,0.7142857142857143,,0.171875,0.08928571428571429,0.1895424836601307,0.08391608391608392,0.1111111111111111,0.05555555555555555,0.17647058823529413,0.15555555555555556,0.2878787878787879,0.5789473684210527,0.6470588235294118,0.5454545454545454,0.48484848484848486,0.40625,0.4642857142857143,0.3076923076923077,0.47058823529411764,0.3684210526315789,0.5714285714285714,0.30303030303030304,0.43330378787878787,0.4831733333333333,0.44936052631578943,0.16666666666666666,0.16883116883116883,0.28735632183908044,0.3103448275862069,8.115384615384615,0.2842465753424658,5.0,14.0,,,,,1.0,,1.0,,1.0,,,1.0,,1.0,1.0,1.0,2.0,2.0,,,,,,,,0.015151515151515152,0.125,0.1,0.1836734693877551,0.21212121212121213,0.35714285714285715,0.35714285714285715,,,,,0.015151515151515152,,,,0.05263157894736842,25.9,4.0,11.0,6.0,2.0,2.0,7.0,2.0,1.0,4.0,6.0,10.0,0.6470588235294118,0.6470588235294118,0.28,0.06451612903225806,0.04,0.16666666666666666,0.3,0.2,0.06666666666666667,0.7692307692307693,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1498,1610612759,Antonio Daniels,Antonio Daniels,1498,SAS,8441.0,141,2.0,274,275,89,71.0,30.0,549,9.0,12.0,,3.0,4.0,2.0,9.0,15.0,28.0,7.0,43.0,253,1.0,3.0,8.0,4.0,6.0,6.0,17.0,10.0,20.0,3.0,7.0,8.0,3.0,17.0,,6.0,,8.0,4.0,12.0,5.0,2.0,4.0,5.0,3.0,9.0,,3.0,2.0,8.0,1.0,12.0,2.0,5.0,,,,17.0,89,0.3333333333333333,0.3333333333333333,0.5357142857142857,0.6666666666666666,0.5454545454545454,0.6111111111111112,0.5657894736842105,0.6666666666666666,0.6071428571428571,0.10714285714285714,0.08333333333333333,15.112540192926046,0.4444444444444444,,0.05042016806722689,,0.05405405405405406,0.03225806451612903,,,0.09090909090909091,0.05128205128205128,0.36363636363636365,0.75,0.8181818181818182,0.5555555555555556,0.2727272727272727,0.2222222222222222,0.2857142857142857,,,0.4444444444444444,0.75,0.5151515151515151,0.5362227272727275,0.462675,0.5453444444444444,0.1388888888888889,0.16129032258064516,0.18604651162790697,0.3953488372093023,8.071428571428573,0.3248175182481752,4.0,7.0,1.0,1.0,,,4.0,2.0,3.0,2.0,5.0,2.0,1.0,3.0,6.0,4.0,1.0,,,1.0,1.0,,2.0,1.0,0.4,0.3333333333333333,0.4,0.15151515151515152,0.2222222222222222,,0.02127659574468085,0.21212121212121213,0.5714285714285714,0.5714285714285714,0.030303030303030304,1.0,1.0,1.0,0.12121212121212122,0.6666666666666666,,,0.3333333333333333,24.699999999999996,,1.0,,4.0,4.0,2.0,,3.0,2.0,,,1.0,0.8333333333333334,0.06896551724137931,0.13333333333333333,0.16666666666666666,,0.041666666666666664,0.2,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.25,1.0,0.5,1.0,0.3333333333333333,0.25,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1536,1610612759,Stephen Jackson,Stephen Jackson,1536,SAS,13551.0,226,-19.0,442,439,132,122.0,53.0,881,10.0,21.0,2.0,2.0,3.0,5.0,10.0,25.0,55.0,12.0,89.0,431,3.0,,7.0,6.0,12.0,6.0,21.0,24.0,26.0,4.0,10.0,11.0,7.0,23.0,3.0,17.0,1.0,23.0,3.0,26.0,15.0,9.0,14.0,9.0,9.0,23.0,,7.0,17.0,29.0,4.0,17.0,1.0,8.0,3.0,1.0,3.0,21.0,132,0.48,0.48,0.45454545454545453,0.5,0.4230769230769231,0.32608695652173914,0.4494949494949495,0.7,0.40384615384615385,0.07272727272727272,0.19047619047619047,24.15841584158416,0.6086956521739131,0.1,0.09340659340659341,0.0189873417721519,0.09865470852017937,0.014634146341463415,,0.020833333333333332,0.11538461538461539,0.06153846153846154,0.23076923076923078,0.47619047619047616,0.5882352941176471,0.4,0.10989010989010989,0.5,0.5,0.4,0.4,0.13043478260869565,0.6666666666666666,0.6263736263736264,0.5026750000000001,0.55552,0.4469909090909091,0.08163265306122448,0.12903225806451613,0.07865168539325842,0.23595505617977527,10.165454545454546,0.2986425339366516,10.0,24.0,3.0,7.0,1.0,2.0,29.0,2.0,9.0,9.0,36.0,2.0,1.0,11.0,18.0,28.0,1.0,1.0,3.0,5.0,3.0,,1.0,0.6666666666666666,0.25,0.09090909090909091,0.2571428571428571,0.3956043956043956,,0.038461538461538464,0.1076923076923077,0.26373626373626374,0.4166666666666667,0.4166666666666667,0.07692307692307693,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.31868131868131866,0.4,0.08695652173913043,0.5,0.391304347826087,26.10833333333333,1.0,2.0,,,,5.0,,6.0,1.0,2.0,2.0,0.6666666666666666,0.7,0.12195121951219512,,,,0.09375,0.2222222222222222,,0.6666666666666666,0.6,0.5,6.0,1.0,,1.0,6.0,,2.0,0.5,0.20689655172413793,0.20689655172413793,0.6666666666666666,0.5,1.0,,0.21428571428571427,9.0,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,
198,1610612759,Danny Ferry,Danny Ferry,198,SAS,539.0,9,-11.0,20,21,11,10.0,2.0,41,,,,,,,,,,,,22,,,,,,,,,,,1.0,2.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,4.545454545454546,,,,,,,,,,,,,,,,,,,,,,1.0,0.46905,,,,,,,,0.55,,,,1.0,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
990,1610612759,Malik Rose,Malik Rose,990,SAS,7622.0,127,-12.0,244,242,67,53.0,25.0,486,11.0,20.0,6.0,1.0,4.0,3.0,9.0,21.0,45.0,8.0,50.0,238,9.0,2.0,8.0,6.0,13.0,2.0,14.0,28.0,14.0,5.0,2.0,3.0,1.0,7.0,7.0,19.0,3.0,25.0,9.0,34.0,5.0,3.0,4.0,3.0,1.0,7.0,,1.0,8.0,12.0,,10.0,,4.0,3.0,1.0,3.0,14.0,67,0.6666666666666666,0.7368421052631579,0.4666666666666667,0.46153846153846156,0.44680851063829785,0.42857142857142855,0.4807692307692308,0.4,0.4666666666666667,0.1111111111111111,0.2,21.532846715328464,0.5714285714285714,0.6,0.1743119266055046,0.08045977011494253,0.16793893129770993,0.07207207207207207,0.09375,0.125,0.16666666666666666,0.24444444444444444,0.425531914893617,0.55,0.6875,0.5454545454545454,0.19148936170212766,0.3333333333333333,0.375,0.6666666666666666,0.6666666666666666,0.2857142857142857,0.25,0.46808510638297873,0.4823670212765957,0.4678571428571428,0.42174999999999996,0.0784313725490196,0.08163265306122448,0.16,0.28,7.8644444444444455,0.27459016393442626,7.0,16.0,,1.0,,,1.0,,1.0,,2.0,,,1.0,,1.0,1.0,1.0,,3.0,2.0,,,,,,,0.0425531914893617,0.1111111111111111,0.03225806451612903,0.08823529411764706,0.3404255319148936,0.4375,0.4375,0.02127659574468085,,,,0.02127659574468085,,,,0.07142857142857142,23.95,3.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,0.3333333333333333,0.3333333333333333,0.13636363636363635,0.041666666666666664,0.0625,,0.17647058823529413,,0.05263157894736842,0.6666666666666666,0.8571428571428571,0.5,,,,,,,,,,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,0.2,,,True,,,,,,,,,,,,,,,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,4259.0,71,-20.0,149,145,51,57.0,18.0,294,1.0,4.0,,1.0,3.0,,1.0,3.0,10.0,9.0,21.0,152,2.0,,2.0,1.0,3.0,9.0,11.0,,6.0,1.0,13.0,14.0,3.0,29.0,1.0,1.0,,4.0,2.0,6.0,4.0,2.0,4.0,3.0,1.0,7.0,,2.0,4.0,5.0,,12.0,,3.0,,,,11.0,51,,,0.3,0.3333333333333333,0.4,0.2,0.5,0.5,0.5,0.1,0.25,16.766467065868266,0.5714285714285714,,0.01694915254237288,0.020833333333333332,0.05405405405405406,0.03125,,,,0.047619047619047616,0.26666666666666666,0.25,0.3333333333333333,,0.06666666666666667,,,,,0.6,0.3333333333333333,0.6,0.4968033333333333,0.3558,0.63077,0.16666666666666666,0.23076923076923078,0.09523809523809523,0.5238095238095238,11.55,0.3422818791946309,2.0,5.0,,1.0,,,4.0,,2.0,2.0,5.0,,,2.0,3.0,4.0,1.0,,3.0,3.0,,,1.0,0.5,0.4,,0.4,0.3333333333333333,,0.0625,,0.3333333333333333,0.4,0.4,0.06666666666666667,,,,0.26666666666666666,,,,0.4,24.68,,1.0,,7.0,1.0,3.0,,2.0,3.0,,,0.5,0.5,0.2,0.0625,0.07692307692307693,,0.2727272727272727,,,,,,2.0,,,,2.0,1.0,2.0,,0.5,0.5,0.5,,,,0.5,3.0,,,,1.0,,,1.0,,True,,,,,,,,,,,,,,,,,,,
685,1610612759,Cherokee Parks,Cherokee Parks,685,SAS,2089.0,35,-11.0,77,78,34,43.0,12.0,155,1.0,3.0,,,1.0,1.0,3.0,4.0,10.0,,8.0,77,,,,1.0,5.0,,2.0,8.0,,1.0,,,,,,5.0,1.0,7.0,,7.0,3.0,3.0,2.0,,1.0,2.0,,,3.0,4.0,,,,,2.0,2.0,2.0,2.0,34,1.0,1.0,0.4,0.2,0.4,0.2,0.4,,0.2,0.1,0.3333333333333333,13.48314606741573,1.0,0.3333333333333333,0.20833333333333334,,0.1935483870967742,,,,0.1111111111111111,0.14285714285714285,0.3,0.3333333333333333,0.5,1.0,0.3,0.3333333333333333,0.3333333333333333,1.0,,0.2,,0.3,0.48566000000000004,,0.46399999999999997,,,,0.25,9.900000000000002,0.44155844155844154,2.0,4.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.375,0.4,0.5,0.5,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,0.14285714285714285,,,,,0.5,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
95,1610612759,Mark Bryant,Mark Bryant,95,SAS,977.0,16,-20.0,36,34,5,16.0,4.0,70,,,,,,,,,,2.0,2.0,43,,2.0,2.0,,,,,,,,,,,,,,1.0,1.0,2.0,3.0,,,,,,,,,1.0,2.0,,2.0,,1.0,,,,,5,,,,,,,1.0,1.0,,,,2.5,,1.0,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,0.1388888888888889,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,0.3333333333333333,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
