EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsUnassisted3s,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedCorner3,Corner3PctBlocked,on,Clear Path Fouls,HeaveMakes
111,1610612748,LaPhonso Ellis,LaPhonso Ellis,111,MIA,101020.0,1684,-182.0,3038,3061,797.0,1032.0,397.0,6099,59.0,96.0,26.0,38.0,17.0,24.0,34.0,91.0,58.0,141.0,17.0,45.0,1.0,5.0,5.0,11.0,21.0,79.0,4.0,8.0,5.0,25.0,151.0,328,38.0,124.0,53.0,469.0,3086,34.0,63.0,5.0,13.0,14.0,97.0,28.0,71.0,10.0,36.0,22.0,108.0,186.0,116.0,114.0,42.0,1.0,78.0,21.0,20.0,1.0,46.0,10.0,56.0,6.0,4.0,15.0,3.0,28.0,122.0,12.0,90.0,5.0,33.0,122.0,25.0,180.0,107.0,287,14.0,30.0,17.0,13.0,34.0,7.0,16.0,39.0,4.0,18.0,9.0,73.0,7.0,23.0,84.0,196.0,18.0,12.0,84.0,5.0,31.0,1.0,12.0,37.0,23.0,3.0,11.0,37.0,21.0,1.0,4.0,2.0,108.0,797.0,34.0,0.6158940397350994,0.7153846153846154,1.0,0.3064516129032258,0.38461538461538464,0.2777777777777778,0.3089430894308943,0.4603658536585366,0.5396825396825397,0.39436619718309857,0.46017699115044247,0.5460526315789473,0.40186915887850466,0.4775967413441955,0.563953488372093,0.432,0.2743362831858407,0.008064516129032258,0.06097560975609756,0.09375,0.08791208791208792,0.02127659574468085,0.012658227848101266,16.141055045871557,0.4657534246575342,0.20161290322580644,0.05154639175257732,0.10382978723404256,0.07305194805194805,0.11379310344827587,0.04316546762589928,0.10580204778156997,0.06754966887417219,0.06437768240343347,0.07506702412868632,0.07507987220447285,0.026595744680851064,0.07777777777777778,0.08664259927797834,0.08009708737864078,0.1337448559670782,0.11715481171548117,0.09803921568627451,0.060085836909871244,0.5675675675675675,0.21238938053097345,0.6145833333333334,0.6781609195402298,0.559322033898305,0.2013274336283186,0.37362637362637363,0.40963855421686746,0.38235294117647056,0.31194690265486724,0.41134751773049644,0.42028985507246375,0.8103448275862069,0.09955752212389381,0.37777777777777777,0.37777777777777777,1.0,0.1747787610619469,0.26582278481012656,0.2692307692307692,1.0,0.5,0.6842105263157895,0.11538461538461539,0.06578947368421052,0.2,1.0,0.10526315789473684,0.5,1.0,0.22429906542056074,0.7083333333333334,0.102803738317757,0.45454545454545453,0.2336448598130841,0.2,0.48672566371681414,0.2692307692307692,0.4621754988913525,0.5070573529411766,0.4458546728971963,0.06680584551148225,0.08757062146892655,0.008,0.2068230277185501,0.2302771855010661,10.303963414634145,24.869354838709693,0.26234364713627384,,,,,,,True,,
1735,1610612748,Vladimir Stepania,Vladimir Stepania,1735,MIA,22884.0,381,-83.0,691,702,172.0,264.0,95.0,1393,35.0,54.0,13.0,22.0,8.0,10.0,11.0,35.0,11.0,30.0,,,,,,,,1.0,,,,,57.0,119,,1.0,21.0,135.0,707,18.0,33.0,,,6.0,42.0,11.0,19.0,,,7.0,29.0,58.0,56.0,,24.0,,1.0,,12.0,,5.0,1.0,6.0,1.0,,2.0,,3.0,13.0,5.0,44.0,1.0,8.0,57.0,8.0,73.0,50.0,123,8.0,12.0,9.0,3.0,9.0,1.0,2.0,17.0,2.0,7.0,5.0,26.0,7.0,4.0,15.0,46.0,7.0,8.0,43.0,5.0,18.0,,6.0,17.0,14.0,,3.0,17.0,10.0,1.0,,5.0,29.0,172.0,4.0,0.5087719298245614,0.6444444444444445,,,,,,0.4789915966386555,0.5454545454545454,0.5789473684210527,0.475,0.5454545454545454,0.5789473684210527,0.4856115107913669,0.5384615384615384,0.5370370370370371,0.008333333333333333,,0.10084033613445378,0.12962962962962962,0.14285714285714285,,,20.7808564231738,0.34615384615384615,0.32,0.043478260869565216,0.20802919708029197,0.15492957746478872,0.14545454545454545,0.07936507936507936,0.19756838905775076,0.14121037463976946,0.23529411764705882,0.18181818181818182,0.1103448275862069,0.06382978723404255,0.125,0.19444444444444445,0.24444444444444444,0.1875,0.15555555555555556,0.1,0.16,0.5882352941176471,0.45,0.6481481481481481,0.7446808510638298,0.42857142857142855,0.2916666666666667,0.3142857142857143,0.36666666666666664,0.45454545454545453,0.25,0.36666666666666664,0.36666666666666664,0.8181818181818182,,,,,0.008333333333333333,,,,0.6666666666666666,0.5909090909090909,0.07692307692307693,,,,,,,0.5263157894736842,0.8,,,,,0.4583333333333333,,0.47342166666666663,0.5182451612903227,0.49622105263157895,0.13533834586466165,0.13636363636363635,,0.3111111111111111,0.21481481481481482,6.942016806722689,25.9,0.24891461649782923,,,,,,,True,,
1752,1610612748,Sean Marks,Sean Marks,1752,MIA,9918.0,165,-22.0,292,295,50.0,72.0,32.0,587,11.0,16.0,5.0,7.0,3.0,5.0,4.0,8.0,5.0,17.0,,,,,,,,,,,,,20.0,41,,,4.0,44.0,275,6.0,8.0,,,,12.0,4.0,8.0,,,2.0,10.0,22.0,18.0,,6.0,,,,3.0,,4.0,,4.0,,,1.0,,3.0,8.0,2.0,9.0,,3.0,25.0,1.0,29.0,11.0,40,,3.0,2.0,1.0,2.0,3.0,1.0,13.0,3.0,1.0,2.0,15.0,1.0,6.0,9.0,26.0,2.0,2.0,10.0,,3.0,,2.0,7.0,5.0,1.0,1.0,7.0,3.0,1.0,1.0,1.0,10.0,50.0,3.0,0.55,0.6470588235294118,,,,,,0.4878048780487805,0.75,0.5,0.4878048780487805,0.75,0.5,0.4782608695652174,0.75,0.45454545454545453,,,0.07317073170731707,0.0625,0.25,,,18.484848484848484,0.13333333333333333,0.125,,0.1893939393939394,0.075,0.15,0.08333333333333333,0.18421052631578946,0.0763888888888889,0.13043478260869565,0.125,0.03076923076923077,,0.2,0.25,0.17391304347826086,0.16666666666666666,0.2,,,0.42857142857142855,0.3902439024390244,0.6875,0.7333333333333333,0.45454545454545453,0.1951219512195122,0.5,0.6666666666666666,0.25,0.4146341463414634,0.29411764705882354,0.29411764705882354,1.0,,,,,,,,,0.875,0.7142857142857143,0.2,,,,,,,0.625,0.6,,,,,0.3902439024390244,,0.46909512195121944,0.5482333333333332,0.5194,0.06818181818181818,0.06818181818181818,,0.2727272727272727,0.22727272727272727,9.402439024390247,,0.17123287671232876,,,,,,,True,,
1853,1610612748,Anthony Carter,Anthony Carter,1853,MIA,35745.0,596,-154.0,1078,1083,255.0,307.0,134.0,2161,14.0,26.0,1.0,2.0,1.0,2.0,7.0,31.0,34.0,96.0,,1.0,,,,,,9.0,,,,8.0,55.0,153,,10.0,10.0,120.0,1140,5.0,15.0,,,1.0,11.0,7.0,29.0,,8.0,6.0,20.0,56.0,54.0,,,4.0,5.0,,3.0,1.0,86.0,29.0,115.0,17.0,12.0,36.0,13.0,37.0,259.0,,8.0,1.0,14.0,42.0,1.0,57.0,9.0,66,4.0,26.0,18.0,8.0,26.0,9.0,18.0,20.0,4.0,8.0,2.0,46.0,3.0,8.0,27.0,49.0,1.0,4.0,22.0,2.0,8.0,,4.0,2.0,2.0,,,2.0,1.0,,,,20.0,255.0,5.0,0.509090909090909,0.509090909090909,,,,,,0.35947712418300654,0.3333333333333333,0.2413793103448276,0.3374233128834356,0.3333333333333333,0.1891891891891892,0.3468208092485549,0.34375,0.24390243902439024,0.06134969325153374,0.1,0.0196078431372549,0.11538461538461539,,,0.1111111111111111,17.892156862745097,0.5652173913043478,0.027777777777777776,0.02857142857142857,0.09813084112149532,0.017817371937639197,0.1590909090909091,,0.10852713178294573,0.015065913370998116,0.023529411764705882,0.03125,0.00847457627118644,,,0.05154639175257732,0.10457516339869281,0.11797752808988764,0.12987012987012986,0.36363636363636365,0.041666666666666664,0.5,0.15950920245398773,0.5384615384615384,0.6086956521739131,0.35714285714285715,0.1901840490797546,0.22580645161290322,0.22580645161290322,0.2857142857142857,0.588957055214724,0.3541666666666667,0.3541666666666667,0.6176470588235294,0.006134969325153374,,,,0.05521472392638037,,,,0.13333333333333333,0.5,1.0,,,,,,,0.05405405405405406,0.5,,,0.21621621621621623,,0.22085889570552147,,0.42599433962264155,0.4020142857142857,0.3911073529411765,0.047337278106508875,0.050314465408805034,,0.09166666666666666,0.16666666666666666,13.500653594771238,33.58,0.23654916512059368,,,,,,,True,,
2067,1610612748,Eddie House,Eddie House,2067,MIA,41274.0,688,-63.0,1244,1259,288.0,381.0,163.0,2503,10.0,26.0,,2.0,4.0,6.0,10.0,37.0,62.0,143.0,12.0,27.0,,1.0,4.0,5.0,13.0,53.0,3.0,5.0,3.0,17.0,82.0,206,25.0,80.0,20.0,259.0,1244,6.0,18.0,3.0,6.0,2.0,23.0,17.0,40.0,7.0,22.0,5.0,60.0,76.0,88.0,66.0,,3.0,50.0,13.0,15.0,2.0,54.0,20.0,74.0,13.0,7.0,20.0,6.0,28.0,168.0,,10.0,,17.0,40.0,1.0,58.0,10.0,68,3.0,27.0,15.0,12.0,30.0,8.0,19.0,21.0,1.0,11.0,2.0,51.0,1.0,12.0,23.0,59.0,5.0,5.0,23.0,1.0,8.0,,3.0,1.0,,1.0,,2.0,1.0,,,,60.0,288.0,11.0,0.4634146341463415,0.4634146341463415,0.88,0.3125,0.5,0.3181818181818182,0.3246753246753247,0.39805825242718446,0.3333333333333333,0.425,0.4178321678321678,0.4375,0.4435483870967742,0.4358108108108108,0.46,0.45384615384615384,0.27972027972027974,0.025,0.07281553398058252,0.19230769230769232,0.16216216216216217,0.027972027972027972,0.03773584905660377,24.299719887955185,0.5882352941176471,0.022222222222222223,,0.08403361344537816,0.01972386587771203,0.1440677966101695,,0.09595959595959595,0.015625,0.04081632653061224,0.006711409395973154,0.019230769230769232,,,0.0970873786407767,0.05389221556886228,0.10194174757281553,0.1414141414141414,0.15789473684210525,0.01948051948051948,0.5,0.09090909090909091,0.38461538461538464,0.47619047619047616,0.5,0.12937062937062938,0.2702702702702703,0.3225806451612903,0.5,0.5,0.43356643356643354,0.4460431654676259,0.45161290322580644,0.0944055944055944,0.4444444444444444,0.4444444444444444,1.0,0.1853146853146853,0.24528301886792453,0.2549019607843137,0.7692307692307693,0.08333333333333333,,,0.041666666666666664,,,0.20833333333333334,0.6,0.6666666666666666,0.0967741935483871,0.6666666666666666,0.08064516129032258,0.8,0.27419354838709675,0.17647058823529413,0.3706293706293706,0.26,0.4548167857142855,0.42959791666666663,0.4422068965517241,0.027303754266211604,0.03755868544600939,,0.0888030888030888,0.23166023166023167,14.850485436893205,26.30999999999999,0.2315112540192926,9.0,2.0,1.0,1.0,,,True,,
224,1610612748,Eddie Jones,Eddie Jones,224,MIA,72608.0,1210,-62.0,2191,2197,607.0,780.0,275.0,4388,60.0,93.0,7.0,14.0,18.0,22.0,19.0,65.0,73.0,186.0,19.0,43.0,1.0,2.0,4.0,12.0,47.0,121.0,5.0,13.0,19.0,39.0,152.0,344,66.0,164.0,125.0,627.0,2192,12.0,30.0,6.0,15.0,6.0,48.0,35.0,76.0,23.0,51.0,66.0,205.0,136.0,168.0,174.0,8.0,2.0,119.0,47.0,17.0,1.0,82.0,14.0,96.0,6.0,8.0,27.0,19.0,36.0,206.0,7.0,19.0,,21.0,97.0,7.0,125.0,26.0,151,6.0,39.0,34.0,5.0,35.0,11.0,25.0,27.0,6.0,10.0,3.0,62.0,4.0,20.0,50.0,117.0,4.0,5.0,152.0,10.0,44.0,1.0,24.0,23.0,8.0,4.0,11.0,29.0,24.0,,,,205.0,607.0,27.0,0.4473684210526316,0.4594594594594595,0.8787878787878788,0.4024390243902439,0.4,0.45098039215686275,0.4074074074074074,0.4418604651162791,0.4,0.4605263157894737,0.4940944881889764,0.4666666666666667,0.547244094488189,0.5361552028218695,0.47,0.620253164556962,0.3228346456692913,0.006097560975609756,0.04941860465116279,0.0967741935483871,0.09230769230769231,0.010752688172043012,,25.099760574620912,0.5645161290322581,0.07692307692307693,,0.11226851851851852,0.02161547212741752,0.1024390243902439,0.034653465346534656,0.11038353601496725,0.024051803885291396,0.005952380952380952,0.0234375,0.026373626373626374,0.028368794326241134,0.04918032786885246,0.12195121951219512,0.08754208754208755,0.1270718232044199,0.1130952380952381,0.05405405405405406,0.02247191011235955,0.8275862068965517,0.1830708661417323,0.6451612903225806,0.7142857142857143,0.48333333333333334,0.1279527559055118,0.2923076923076923,0.3220338983050847,0.2631578947368421,0.3661417322834646,0.3924731182795699,0.3967391304347826,0.4657534246575342,0.08464566929133858,0.4418604651162791,0.4523809523809524,0.9473684210526315,0.23818897637795275,0.3884297520661157,0.3884297520661157,0.851063829787234,0.3111111111111111,0.5,0.14285714285714285,0.044444444444444446,0.5,1.0,0.28888888888888886,0.38461538461538464,1.0,0.1732283464566929,0.8181818181818182,0.09448818897637795,0.3333333333333333,0.30708661417322836,0.48717948717948717,0.5059055118110236,0.3949579831932773,0.4692251976284584,0.48723611111111104,0.4635152000000002,0.08287292817679558,0.1164021164021164,0.006060606060606061,0.07655502392344497,0.3269537480063796,11.956395348837209,24.994512195121953,0.27704244637151987,24.0,22.0,6.0,3.0,3.0,0.023255813953488372,True,,
258,1610612748,Brian Grant,Brian Grant,258,MIA,39380.0,656,-110.0,1169,1182,298.0,393.0,163.0,2351,29.0,48.0,12.0,19.0,6.0,10.0,25.0,56.0,28.0,56.0,,1.0,,,,,,,,,,,82.0,160,,1.0,45.0,209.0,1243,21.0,35.0,,,8.0,50.0,19.0,37.0,,,13.0,51.0,106.0,58.0,,24.0,,,,14.0,,35.0,6.0,41.0,4.0,2.0,16.0,5.0,14.0,88.0,9.0,45.0,1.0,18.0,78.0,15.0,111.0,55.0,166,6.0,15.0,11.0,4.0,16.0,,7.0,17.0,6.0,9.0,1.0,33.0,2.0,5.0,31.0,80.0,13.0,7.0,49.0,5.0,22.0,,5.0,11.0,4.0,1.0,6.0,11.0,9.0,,3.0,3.0,51.0,298.0,13.0,0.6463414634146342,0.7571428571428571,,,,,,0.5125,0.6,0.5135135135135135,0.5093167701863354,0.6,0.5135135135135135,0.5710382513661202,0.625,0.5795454545454546,0.006211180124223602,,0.0875,0.14583333333333334,0.125,,,15.929203539823009,0.48484848484848486,0.3125,0.03333333333333333,0.19070904645476772,0.09183673469387756,0.13740458015267176,0.08653846153846154,0.17777777777777778,0.09090909090909091,0.10869565217391304,0.09395973154362416,0.08433734939759036,0.11764705882352941,0.027777777777777776,0.19767441860465115,0.23448275862068965,0.15168539325842698,0.12244897959183673,0.18181818181818182,0.09375,0.8181818181818182,0.2981366459627329,0.6041666666666666,0.7073170731707317,0.4482758620689655,0.34782608695652173,0.44642857142857145,0.5102040816326531,0.52,0.34782608695652173,0.5,0.5,0.9642857142857143,0.006211180124223602,,,,,,,,0.5428571428571428,0.631578947368421,0.08333333333333333,,,,,,,0.2702702702702703,0.6,,,,,0.30434782608695654,,0.43678322981366463,0.4712258064516129,0.4167486486486486,0.12359550561797752,0.12429378531073447,,0.23923444976076555,0.24401913875598086,9.26,22.8,0.2549187339606501,,,,,,,True,,
297,1610612748,Alonzo Mourning,Alonzo Mourning,297,MIA,48151.0,803,-28.0,1448,1454,353.0,470.0,192.0,2902,63.0,92.0,10.0,20.0,16.0,20.0,43.0,110.0,26.0,69.0,,,,,,,,2.0,,,,1.0,132.0,271,,2.0,82.0,346.0,1440,21.0,35.0,,,21.0,63.0,27.0,54.0,,1.0,30.0,84.0,178.0,86.0,,22.0,,2.0,,22.0,,24.0,5.0,29.0,2.0,3.0,8.0,1.0,15.0,63.0,11.0,40.0,2.0,31.0,89.0,18.0,138.0,53.0,191,4.0,7.0,6.0,1.0,25.0,3.0,11.0,31.0,2.0,14.0,7.0,56.0,6.0,10.0,39.0,84.0,8.0,13.0,129.0,15.0,55.0,,17.0,51.0,34.0,1.0,16.0,51.0,37.0,6.0,6.0,8.0,84.0,353.0,12.0,0.6742424242424242,0.7355371900826446,,,,,,0.4870848708487085,0.6,0.5,0.4835164835164835,0.6,0.4909090909090909,0.5242424242424243,0.6428571428571429,0.5454545454545454,0.007326007326007326,,0.08118081180811808,0.14130434782608695,0.08181818181818182,,,23.295111647555824,0.44642857142857145,0.29508196721311475,0.03773584905660377,0.15641476274165203,0.070298769771529,0.2108843537414966,0.07971014492753623,0.16759776536312848,0.07213578500707214,0.13,0.06285714285714286,0.05442176870748299,0.06521739130434782,0.10869565217391304,0.11428571428571428,0.16494845360824742,0.17446808510638298,0.2076923076923077,0.23529411764705882,0.034782608695652174,0.7254901960784313,0.336996336996337,0.6847826086956522,0.7974683544303798,0.6825396825396826,0.40293040293040294,0.39090909090909093,0.42574257425742573,0.6511627906976745,0.25274725274725274,0.37681159420289856,0.37681159420289856,0.6923076923076923,,,,,0.007326007326007326,,,,0.5714285714285714,0.5,0.4,,,,,,,0.36363636363636365,0.8,,,0.01818181818181818,,0.3443223443223443,,0.4449003663003662,0.5013125,0.4263781818181818,0.1757188498402556,0.17684887459807075,,0.18208092485549132,0.24277456647398843,7.824354243542436,25.9,0.24378453038674033,,,,,,,True,,
423,1610612748,Chris Gatling,Chris Gatling,423,MIA,17619.0,294,-88.0,525,538,147.0,202.0,69.0,1063,19.0,33.0,4.0,8.0,6.0,10.0,15.0,40.0,11.0,28.0,,2.0,,,,1.0,1.0,1.0,,,1.0,1.0,45.0,101,1.0,3.0,16.0,109.0,558,6.0,16.0,,,2.0,14.0,14.0,26.0,1.0,2.0,2.0,33.0,54.0,36.0,3.0,10.0,,1.0,1.0,10.0,,4.0,4.0,8.0,1.0,3.0,2.0,,2.0,20.0,4.0,19.0,1.0,5.0,33.0,6.0,44.0,24.0,68,2.0,6.0,3.0,3.0,12.0,1.0,7.0,8.0,3.0,5.0,,20.0,3.0,6.0,12.0,38.0,2.0,4.0,26.0,2.0,11.0,,3.0,3.0,3.0,,,3.0,2.0,1.0,,4.0,33.0,147.0,7.0,0.6,0.675,1.0,0.3333333333333333,,0.5,0.3333333333333333,0.44554455445544555,0.375,0.5384615384615384,0.44711538461538464,0.375,0.5535714285714286,0.4698275862068966,0.4117647058823529,0.532258064516129,0.028846153846153848,,0.09900990099009901,0.12121212121212122,0.15,,,22.258592471358426,0.6,0.35294117647058826,0.047619047619047616,0.1493212669683258,0.08296943231441048,0.11904761904761904,0.1,0.1444866920152091,0.08550185873605948,0.10204081632653061,0.08860759493670886,0.06930693069306931,0.0967741935483871,0.1111111111111111,0.10204081632653061,0.19736842105263158,0.13541666666666666,0.1111111111111111,0.16666666666666666,0.041666666666666664,0.6666666666666666,0.3173076923076923,0.5757575757575758,0.6551724137931034,0.7368421052631579,0.38461538461538464,0.375,0.4411764705882353,0.26666666666666666,0.2692307692307692,0.39285714285714285,0.39285714285714285,0.8181818181818182,0.019230769230769232,,,,0.009615384615384616,1.0,1.0,1.0,0.5,0.5,,,,,,,,0.35714285714285715,0.6,0.03571428571428571,,0.03571428571428571,1.0,0.34615384615384615,1.0,0.44325144230769237,0.4627,0.4570946428571428,0.09734513274336283,0.1,,0.12844036697247707,0.30275229357798167,8.364356435643565,23.733333333333334,0.28,,,,,,,True,,
694,1610612748,Sam Mack,Sam Mack,694,MIA,6303.0,105,13.0,198,189,62.0,69.0,21.0,387,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,10.0,2.0,9.0,,,1.0,4.0,4.0,11.0,,1.0,1.0,3.0,6.0,15,6.0,20.0,2.0,32.0,187,1.0,2.0,,1.0,,2.0,2.0,6.0,2.0,7.0,,10.0,4.0,8.0,18.0,2.0,,11.0,4.0,1.0,,2.0,,2.0,,,1.0,,1.0,4.0,,,2.0,,6.0,,6.0,2.0,8,,2.0,2.0,,3.0,1.0,2.0,2.0,,1.0,1.0,5.0,,3.0,5.0,9.0,,,3.0,1.0,2.0,,,1.0,,,1.0,1.0,1.0,,,,10.0,62.0,2.0,0.3333333333333333,0.4,1.0,0.3,,0.2857142857142857,0.3,0.4,0.5,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.38461538461538464,0.4444444444444444,0.3333333333333333,0.38461538461538464,0.5714285714285714,,0.06666666666666667,,,0.1,,18.385650224215247,0.6,,0.2222222222222222,0.0821917808219178,,,,0.061855670103092786,,,,,,,0.05555555555555555,0.10714285714285714,0.07407407407407407,,,,1.0,0.08571428571428572,1.0,1.0,0.3333333333333333,0.05714285714285714,0.5,0.5,,0.2857142857142857,0.2,0.2222222222222222,0.5,0.2571428571428571,0.2222222222222222,0.2222222222222222,1.0,0.3142857142857143,0.36363636363636365,0.36363636363636365,1.0,0.3333333333333333,1.0,,,,,0.3333333333333333,,,0.07692307692307693,1.0,0.3076923076923077,0.25,0.23076923076923078,0.3333333333333333,0.6571428571428571,0.36363636363636365,0.5059342857142858,0.538925,0.49828461538461544,0.05555555555555555,0.125,,0.0625,0.3125,13.319999999999997,24.27,0.31313131313131315,,,,,,,True,,
