EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Turnovers,PenaltyTurnovers,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Corner3Assists,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,SecondChanceTurnovers,Fouls,Offensive Fouls,NonShootingFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Fg2aBlocked,ShortMidRangeAssists,LongMidRangeAssists,OffTwoPtRebounds,OffRebounds,SelfOReb,ShootingFouls,BlockedShortMidRange,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,HeaveAttempts,Arc3Assists,OffThreePtRebounds,DefThreePtRebounds,BadPassOutOfBoundsTurnovers,Clear Path Fouls,Blocked3s,BlockedArc3,ShortMidRangePctBlocked,DefThreePtReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,PtsPutbacks,FTOffRebounds,OffFTReboundPct,Technical Free Throw Trips,DefCorner3ReboundPct,SecondChanceFtPoints,FTDefRebounds,Defensive 3 Seconds Violations,DefFTReboundPct,ShortMidRangePctAssisted,Travels,2pt And 1 Free Throw Trips,3SecondViolations,NonShootingPenaltyNonTakeFouls,OffLongMidRangeReboundPct,on,Loose Ball Fouls,BlockedLongMidRange,DefensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,Fg3aBlocked,LostBallOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,BlockedCorner3
1043,1610612759,Amal McCaskill,Amal McCaskill,1043,SAS,482.0,8,4.0,15,14,12,3.0,1.0,29,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,5.0,13,2.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,12,0.5,0.5,0.5,0.6666666666666666,0.5,0.6666666666666666,0.5,0.6666666666666666,37.5,0.25,0.2222222222222222,0.5,0.25,1.0,0.25,1.0,1.0,1.0,0.25,0.5,0.5,0.5,0.3333333333333333,1.0,0.25,0.4182,0.45103333333333334,0.2,0.2,0.8,11.775,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,1610612759,Steven Smith,Steven Smith,120,SAS,1162.0,19,19.0,35,34,23,18.0,5.0,69,,1.0,,1.0,1.0,3.0,3.0,4.0,5.0,2.0,16.0,27,3.0,4.0,14.0,4.0,4.0,2.0,3.0,2.0,7.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,,,,,,14.0,23,0.5,0.5,0.8,0.75,0.875,0.8571428571428571,0.8888888888888888,0.875,30.769230769230766,0.09090909090909091,0.0625,,0.5,,0.125,,,,0.125,0.375,1.0,1.0,0.14285714285714285,,0.5,0.4294625,0.4471428571428571,,,0.875,13.62,0.6571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,6.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.375,0.6666666666666666,1.0,1.0,0.6666666666666666,0.125,1.0,1.0,1.0,0.25,0.5,0.5,1.0,0.14285714285714285,1.0,0.2857142857142857,0.5,0.5,0.3528,0.125,24.166666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520,1610612759,Charles Smith,Charles Smith,1520,SAS,2147.0,36,-16.0,65,63,23,13.0,8.0,128,3.0,7.0,1.0,3.0,2.0,,1.0,3.0,10.0,1.0,7.0,74,1.0,4.0,2.0,4.0,2.0,3.0,3.0,,6.0,1.0,1.0,2.0,,2.0,,2.0,1.0,2.0,1.0,2.0,1.0,2.0,23,0.6666666666666666,0.6666666666666666,0.3,0.25,0.3,0.25,0.3181818181818182,0.25,17.56756756756757,0.043478260869565216,0.03571428571428571,0.125,,0.5,0.7,0.42857142857142855,0.5,0.6666666666666666,0.2,0.1,,,0.75,0.3333333333333333,0.7,0.52067,0.45404999999999995,0.09090909090909091,0.09090909090909091,0.2857142857142857,3.9400000000000004,0.35384615384615387,,,,,,,,,,,,1.0,3.0,2.0,,,,,,,,,1.0,,1.0,2.0,1.0,1.0,,4.0,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,1.0,,,,,,,,,,,,,,,,,0.5536666666666666,0.2857142857142857,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,0.1,0.14285714285714285,0.04,0.03571428571428571,0.14285714285714285,0.16666666666666666,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2078,1610612759,Jason Hart,Jason Hart,2078,SAS,5554.0,93,2.0,168,165,64,39.0,20.0,333,4.0,5.0,1.0,1.0,1.0,6.0,11.0,10.0,17.0,6.0,26.0,164,1.0,3.0,6.0,12.0,8.0,7.0,12.0,4.0,29.0,7.0,9.0,13.0,3.0,8.0,3.0,6.0,2.0,,,1.0,,6.0,64,0.6,0.6,0.5882352941176471,0.3333333333333333,0.5263157894736842,0.2,0.5909090909090909,0.42857142857142855,15.873015873015873,0.12280701754385964,0.12,0.1111111111111111,0.17647058823529413,,0.2631578947368421,0.8,0.8,0.75,0.05263157894736842,0.5789473684210527,0.5454545454545454,0.5454545454545454,0.2,1.0,0.3684210526315789,0.4928888888888889,0.5405249999999999,0.09523809523809523,0.10526315789473684,0.23076923076923078,11.91764705882353,0.38095238095238093,,,,,,,2.0,,2.0,,2.0,,1.0,,,2.0,4.0,,1.0,,5.0,3.0,7.0,6.0,1.0,5.0,4.0,1.0,,16.0,2.0,1.0,,,,,,,,0.10526315789473684,0.625,,,0.5,,,,,0.10526315789473684,,,,,,0.4,,,,,46.8,,,1.0,1.0,2.0,3.0,4.0,,5.0,,0.058823529411764705,,0.05,0.057971014492753624,0.05555555555555555,,,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,0.13333333333333333,0.14285714285714285,0.09090909090909091,0.13333333333333333,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,1610612759,Cherokee Parks,Cherokee Parks,685,SAS,395.0,7,8.0,14,13,10,3.0,3.0,27,1.0,1.0,1.0,1.0,,,1.0,1.0,2.0,,2.0,8,1.0,2.0,2.0,,2.0,,,,,,2.0,4.0,,,,,,,,,,2.0,10,,,0.5,0.5,0.5,0.5,0.5,0.5,11.76470588235294,,0.2857142857142857,,,,0.5,1.0,1.0,,,0.5,,,0.5,1.0,0.5,0.47714999999999996,0.47714999999999996,,,1.0,9.049999999999999,0.7142857142857143,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,0.5771,1.0,,1.0,1.0,,,,1.0,2.0,,1.0,,,,0.2,0.16666666666666666,,,1.0,1.0,,,,2.0,,,,,,0.5,,1.0,,,0.5,2.0,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498,1610612759,Antonio Daniels,Antonio Daniels,1498,SAS,4375.0,73,-15.0,129,128,36,27.0,16.0,257,6.0,8.0,2.0,4.0,8.0,1.0,3.0,10.0,19.0,4.0,27.0,142,3.0,6.0,7.0,10.0,10.0,7.0,7.0,3.0,14.0,2.0,3.0,4.0,2.0,3.0,,6.0,2.0,,,,,7.0,36,0.5,0.5,0.5263157894736842,0.5,0.5227272727272727,0.42857142857142855,0.54,0.4375,19.047619047619047,0.04878048780487805,0.05660377358490566,0.08333333333333333,0.08333333333333333,,0.36363636363636365,0.75,1.0,0.8333333333333334,0.36363636363636365,0.13636363636363635,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.5,0.5,0.5039431818181818,0.5352071428571429,0.08333333333333333,0.09523809523809523,0.25925925925925924,7.273684210526315,0.27906976744186046,3.0,,,,,1.0,3.0,,1.0,1.0,3.0,,1.0,,,1.0,1.0,3.0,3.0,1.0,,,1.0,1.0,,1.0,1.0,,,3.0,1.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,,,,0.13636363636363635,0.3333333333333333,0.375,0.42857142857142855,,,,,,0.13636363636363635,0.3333333333333333,0.3333333333333333,1.0,,,0.14285714285714285,,0.3333333333333333,0.3929,,25.566666666666666,,,3.0,2.0,2.0,1.0,1.0,,1.0,,0.15789473684210525,0.25,0.020833333333333332,0.01818181818181818,0.06666666666666667,,,,,,,1.0,1.0,,,,0.125,0.08333333333333333,,,,,0.1111111111111111,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,1610612759,Danny Ferry,Danny Ferry,198,SAS,3138.0,52,-5.0,94,92,34,11.0,9.0,186,,,,,1.0,2.0,6.0,2.0,7.0,1.0,5.0,94,,2.0,,2.0,2.0,2.0,2.0,2.0,4.0,6.0,7.0,9.0,1.0,1.0,1.0,1.0,,,,,,,34,0.5,0.5,0.2857142857142857,,0.2222222222222222,,0.2222222222222222,,9.523809523809524,0.1875,0.16666666666666666,0.3,0.16666666666666666,,,,,,0.1111111111111111,0.6666666666666666,0.3333333333333333,0.3333333333333333,,,0.2222222222222222,0.4252444444444444,0.4383000000000001,,,,17.7,0.3617021276595745,,,1.0,,1.0,,1.0,,,,2.0,1.0,2.0,2.0,,1.0,,,1.0,,,,2.0,1.0,1.0,,,,,3.0,,,,,,,0.5,0.5,0.5,0.2222222222222222,,,,0.5,0.1111111111111111,,,,0.1111111111111111,,,,0.3333333333333333,,,,,0.42464999999999997,0.4,24.15,,,,,,2.0,2.0,,2.0,,,,0.05714285714285714,0.04878048780487805,,,,,,,,1.0,1.0,,,,,0.1,,0.2222222222222222,,0.1,,,,,1.0,0.3333333333333333,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,947.0,16,-4.0,31,31,20,9.0,4.0,62,,,,,,,1.0,,1.0,1.0,1.0,28,,1.0,1.0,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,2.0,,1.0,1.0,1.0,,1.0,20,,,,,,,0.16666666666666666,0.16666666666666666,8.823529411764705,0.07142857142857142,0.05263157894736842,,,,,,,,,0.5,,,,,0.5,0.42110000000000003,0.42110000000000003,,,1.0,15.2,0.6451612903225806,,,1.0,,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,2.0,,1.0,,,,,,,,0.5,,,,,0.5,,,,,,,,0.5,,,,,,,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,2870.0,48,,86,85,36,25.0,11.0,171,2.0,4.0,1.0,1.0,6.0,1.0,5.0,6.0,15.0,4.0,19.0,89,1.0,3.0,8.0,6.0,6.0,2.0,2.0,1.0,4.0,7.0,10.0,13.0,,1.0,,6.0,2.0,5.0,4.0,5.0,3.0,8.0,36,0.5,0.5,0.4,0.3333333333333333,0.46875,0.625,0.5,0.6666666666666666,20.61855670103093,0.2413793103448276,0.25,0.1,0.2857142857142857,0.6,0.25,0.5,0.5,0.5,0.375,0.3125,0.2,0.2,0.25,1.0,0.3125,0.42418125,0.469825,0.1111111111111111,0.11764705882352941,0.42105263157894735,9.313333333333333,0.4186046511627907,3.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,2.0,2.0,1.0,1.0,3.0,3.0,,,,,2.0,1.0,1.0,1.0,,1.0,,4.0,,1.0,1.0,1.0,1.0,1.0,,,0.3333333333333333,0.0625,1.0,0.5,0.5,1.0,0.0625,1.0,1.0,1.0,,,,,0.25,1.0,,,,0.3797,0.10526315789473684,23.0,,2.0,,,1.0,3.0,3.0,,3.0,1.0,,,0.08823529411764706,0.08333333333333333,,,1.0,,,,,2.0,,,,,,0.2857142857142857,,0.375,,0.3333333333333333,0.3333333333333333,,,,,,2.0,1.0,1.0,0.25,0.3333333333333333,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,1610612759,Malik Rose,Malik Rose,990,SAS,4074.0,68,11.0,123,121,35,28.0,15.0,244,8.0,13.0,3.0,7.0,5.0,1.0,7.0,12.0,25.0,10.0,34.0,114,3.0,7.0,6.0,14.0,10.0,3.0,3.0,1.0,6.0,7.0,12.0,16.0,4.0,6.0,1.0,15.0,8.0,2.0,1.0,2.0,2.0,6.0,35,0.5833333333333334,0.6363636363636364,0.48,0.42857142857142855,0.48,0.42857142857142855,0.53125,0.42857142857142855,27.536231884057973,0.17073170731707318,0.16666666666666666,0.15384615384615385,0.18181818181818182,1.0,0.52,0.6153846153846154,0.7272727272727273,0.625,0.2,0.28,0.14285714285714285,0.14285714285714285,1.0,0.42857142857142855,0.52,0.5012679999999999,0.6683428571428571,0.25,0.25,0.17647058823529413,7.047999999999999,0.2845528455284553,3.0,,,,,,,,,,,1.0,3.0,3.0,,,,,,,,,3.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,,,,,,0.3333333333333333,0.3333333333333333,0.375,,0.3333333333333333,0.6,0.6,1.0,,,,,,,,,,,,,,0.5569000000000001,0.08823529411764706,,1.0,2.0,2.0,,2.0,3.0,4.0,,1.0,1.0,0.08,0.15384615384615385,0.06818181818181818,0.08333333333333333,0.07142857142857142,,0.6666666666666666,0.5,,,1.0,2.0,1.0,,,,,0.15384615384615385,0.25,0.07692307692307693,0.25,0.17647058823529413,0.18181818181818182,2.0,,,,,1.0,3.0,1.0,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,0.058823529411764705,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
