EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,AtRimAssists,LongMidRangeAssists,FTOffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,2pt And 1 Free Throw Trips,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LiveBallTurnoverPct,OffFTReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Corner3FGM,PenaltyCorner3FGM,Fg2aBlocked,BlockedShortMidRange,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffArc3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,Corner3Assists,AtRimPctBlocked,OffAtRimReboundPct,Loose Ball Fouls,Offensive Fouls,BlockedAtRim,DefensiveGoaltends,ShortMidRangePctAssisted,Travels,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,Fg3aBlocked,Blocked3s,BlockedCorner3,3SecondViolations,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,OffensiveGoaltends,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Clear Path Fouls,Corner3PctBlocked,BlockedArc3
1723,1610612755,Matt Harpring,Matt Harpring,1723,PHI,3589.0,60,-19,113,114,51,51,25,227,4.0,5.0,2.0,2.0,4.0,5.0,3.0,2.0,1.0,1.0,4.0,10.0,1.0,10.0,18.0,136,2.0,3.0,2.0,6.0,4.0,7.0,1.0,8.0,16.0,6.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,2.0,1.0,5.0,1.0,7.0,3.0,10,1.0,1.0,1.0,4.0,9.0,10.0,2.0,2.0,2.0,16.0,51,2.0,0.75,1.0,0.4,0.6666666666666666,0.5714285714285714,0.36363636363636365,0.6666666666666666,0.5,0.5333333333333333,0.75,0.6363636363636364,0.09090909090909091,11.428571428571429,0.25,0.1724137931034483,0.03773584905660377,0.09090909090909091,0.125,0.15,0.04918032786885246,0.05,0.0625,1.0,0.18181818181818182,0.14285714285714285,0.18181818181818182,1.0,0.45454545454545453,0.8,0.8,0.75,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.6666666666666666,1.0,0.5,0.625,0.8,0.125,0.5454545454545454,0.49458181818181823,0.458,0.5263249999999999,0.15384615384615385,0.16666666666666666,0.3333333333333333,0.8888888888888888,6.2,25.9,0.45132743362831856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1907,1610612755,Vonteego Cummings,Vonteego Cummings,1907,PHI,4019.0,67,-5,152,157,113,122,24,309,3.0,7.0,,,,4.0,5.0,8.0,8.0,7.0,9.0,20.0,11.0,8.0,32.0,151,,2.0,2.0,5.0,4.0,13.0,9.0,7.0,21.0,8.0,10.0,,8.0,9.0,1.0,10.0,1.0,,21.0,,1.0,5.0,6.0,1.0,12.0,2.0,14,4.0,2.0,6.0,7.0,11.0,11.0,,4.0,2.0,21.0,113,2.0,0.4444444444444444,0.4444444444444444,0.45,,0.3076923076923077,0.3870967741935484,0.21428571428571427,0.3181818181818182,0.4444444444444444,0.3125,0.3888888888888889,0.3548387096774194,23.463687150837988,0.058823529411764705,0.14285714285714285,0.0196078431372549,0.29411764705882354,,0.1864406779661017,0.014925373134328358,,0.047619047619047616,,0.14285714285714285,0.16666666666666666,0.125,,0.22580645161290322,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.16129032258064516,0.25806451612903225,0.25806451612903225,,,,0.18181818181818182,,0.3181818181818182,0.5806451612903226,0.4724596774193548,0.45116428571428574,0.45905454545454544,0.11764705882352941,0.17391304347826086,0.15625,0.65625,9.739999999999998,25.563636363636363,0.743421052631579,2.0,4.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,3.0,3.0,2.0,6.0,3.0,1.0,1.0,5.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,0.5,0.18181818181818182,0.2,0.2222222222222222,0.18181818181818182,0.3333333333333333,0.2,0.3333333333333333,0.05,1.0,0.4,0.4,0.5,0.5,0.5,0.0967741935483871,0.25,0.25,0.5,0.2857142857142857,0.42857142857142855,0.3333333333333333,1.0,0.09090909090909091,0.2857142857142857,0.25,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1952,1610612755,Raja Bell,Raja Bell,1952,PHI,4768.0,79,3,179,183,124,130,31,362,10.0,13.0,,,8.0,10.0,6.0,14.0,3.0,3.0,16.0,33.0,6.0,3.0,44.0,169,2.0,3.0,,7.0,13.0,23.0,5.0,2.0,34.0,18.0,14.0,2.0,3.0,6.0,,6.0,,,12.0,1.0,2.0,,4.0,1.0,5.0,4.0,9,3.0,1.0,7.0,6.0,8.0,6.0,,2.0,1.0,34.0,124,,0.5625,0.6,0.48484848484848486,0.6666666666666666,0.5652173913043478,0.5256410256410257,0.875,0.5714285714285714,0.5238095238095238,0.875,0.5666666666666667,0.15384615384615385,22.897196261682243,0.0625,0.0784313725490196,0.02857142857142857,,0.07142857142857142,0.057971014492753624,0.03571428571428571,0.05555555555555555,0.03571428571428571,,0.1111111111111111,,0.125,,0.3333333333333333,0.7692307692307693,0.7692307692307693,0.7,0.15384615384615385,0.358974358974359,0.07692307692307693,,,,0.35714285714285715,0.8,0.10714285714285714,0.48717948717948717,0.49682820512820514,0.4022333333333334,0.5095660714285714,0.04878048780487805,0.05714285714285714,0.1590909090909091,0.7727272727272727,9.675757575757576,25.116666666666664,0.6927374301675978,3.0,3.0,3.0,,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,9.0,,1.0,2.0,4.0,1.0,,5.0,1.0,4.0,4.0,1.0,3.0,1.0,1.0,6.0,,1.0,,1.0,1.0,1.0,0.5,1.0,0.4,0.5,0.5714285714285714,0.2,,,1.0,0.5,0.6,0.21428571428571427,0.25,0.6666666666666666,0.07692307692307693,0.3333333333333333,0.3333333333333333,1.0,,0.25,1.0,1.0,0.07142857142857142,0.3333333333333333,0.3333333333333333,2.0,1.0,3.0,1.0,0.09090909090909091,0.16666666666666666,0.14285714285714285,0.09090909090909091,0.6666666666666666,0.6666666666666666,1.0,0.5,,,,,,,,,,,,,True,,,,,,,,,,,,,,
2049,1610612755,Speedy Claxton,Speedy Claxton,2049,PHI,6977.0,116,5,236,240,133,131,43,476,6.0,13.0,,1.0,3.0,6.0,6.0,11.0,2.0,1.0,11.0,30.0,2.0,12.0,34.0,236,,1.0,2.0,2.0,5.0,13.0,1.0,6.0,16.0,12.0,10.0,,2.0,15.0,2.0,17.0,,,36.0,1.0,5.0,1.0,11.0,2.0,14.0,6.0,20,3.0,1.0,7.0,4.0,12.0,16.0,,6.0,2.0,16.0,133,3.0,0.5454545454545454,0.5454545454545454,0.36666666666666664,,0.38461538461538464,0.34375,,0.35714285714285715,0.425,0.5,0.42105263157894735,0.0625,16.433566433566433,0.125,0.13253012048192772,0.05,0.05263157894736842,0.06666666666666667,0.11764705882352941,0.05217391304347826,,0.075,,0.18518518518518517,,0.23076923076923078,0.25,0.40625,0.46153846153846156,0.6666666666666666,0.6666666666666666,0.1875,0.34375,0.0625,1.0,,,0.42857142857142855,0.5,0.07142857142857142,0.46875,0.5201078125,,0.5101964285714286,0.15789473684210525,0.16666666666666666,0.058823529411764705,0.47058823529411764,8.276666666666667,25.35,0.5635593220338984,1.0,4.0,,,,,,,,,,,,,,,8.0,7.0,,1.0,9.0,4.0,5.0,4.0,2.0,3.0,1.0,,2.0,,,,,,,,,,,0.5714285714285714,,,0.07142857142857142,,0.16666666666666666,0.3333333333333333,0.36363636363636365,0.36363636363636365,0.5,,,,,,,,,,,,,,7.0,,0.23333333333333334,0.5,,0.08333333333333333,,,,,2.0,0.3076923076923077,0.05714285714285714,,,,,,,,,,True,,,,,,,,,,,,,,
2223,1610612755,Samuel Dalembert,Samuel Dalembert,2223,PHI,10555.0,176,-19,355,359,197,197,63,714,19.0,36.0,11.0,18.0,9.0,18.0,13.0,1.0,,,22.0,50.0,,7.0,51.0,369,12.0,20.0,2.0,26.0,10.0,23.0,,3.0,23.0,30.0,14.0,14.0,,5.0,,5.0,,,10.0,1.0,24.0,7.0,24.0,12.0,43.0,25.0,68,9.0,2.0,14.0,14.0,30.0,18.0,,5.0,4.0,23.0,197,5.0,0.6818181818181818,1.0,0.44,0.6,0.43478260869565216,0.44,0.6,0.43478260869565216,0.4322033898305085,0.5652173913043478,0.42592592592592593,,17.056074766355138,0.5454545454545454,0.21238938053097345,0.16,0.21212121212121213,0.047619047619047616,0.21232876712328766,0.14619883040935672,0.18604651162790697,0.0967741935483871,,0.16216216216216217,0.2222222222222222,0.25,0.2,0.72,0.5277777777777778,0.59375,0.631578947368421,0.26,0.02,,0.9,0.6111111111111112,0.36363636363636365,0.782608695652174,0.5,,0.72,0.5284160000000001,0.5552157894736842,0.5760869565217391,0.09090909090909091,0.09090909090909091,0.5098039215686274,0.45098039215686275,2.76,,0.5549295774647888,3.0,,,,,,,,,,,,,,,,3.0,2.0,,2.0,6.0,4.0,2.0,5.0,1.0,2.0,3.0,5.0,8.0,,13.0,,13.0,9.0,,,,,,0.35714285714285715,,0.21428571428571427,0.08695652173913043,0.6923076923076923,0.23076923076923078,0.25,,,,,,,,,,,,,,,,,5.0,4.0,0.1,0.07692307692307693,,0.058823529411764705,,,,,,0.1111111111111111,0.2222222222222222,4.0,5.0,9.0,10.0,1.0,,,,,True,,,,,,,,,,,,,,
2245,1610612755,Damone Brown,Damone Brown,2245,PHI,973.0,16,-9,39,42,34,42,2,81,,,,,,,3.0,3.0,,,2.0,6.0,,4.0,8.0,35,,,,,2.0,6.0,,2.0,6.0,2.0,2.0,,,2.0,,2.0,,,4.0,,,,1.0,,1.0,,1,,,4.0,,2.0,4.0,,2.0,,6.0,34,1.0,0.5,0.5,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.5,,0.42857142857142855,,29.26829268292683,,0.1111111111111111,,,,0.09090909090909091,,,,,0.25,,,,,,,,0.5,0.5,,,,,,,,,0.4006166666666666,,0.4006166666666666,0.25,0.25,,0.75,12.883333333333335,,0.8717948717948718,1.0,1.0,,,,,,,,,,,,,,,2.0,,,,,,,4.0,,2.0,2.0,,3.0,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
2264,1610612755,Alvin Jones,Alvin Jones,2264,PHI,257.0,4,1,11,11,11,11,2,22,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1,,,1.0,,,,,,,,11,,,,,,,,,,,,,,7.142857142857142,,,,0.3333333333333333,,0.14285714285714285,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
87,1610612755,Dikembe Mutombo,Dikembe Mutombo,87,PHI,903.0,15,-3,29,27,15,12,3,56,1.0,1.0,1.0,1.0,,,1.0,1.0,,,2.0,3.0,,,4.0,24,1.0,1.0,,2.0,,,,,,2.0,2.0,2.0,,1.0,,1.0,,,2.0,,1.0,,,,,1.0,1,1.0,,1.0,1.0,1.0,2.0,,1.0,,,15,,0.5,1.0,0.6666666666666666,1.0,,0.6666666666666666,1.0,,0.5,1.0,,,16.129032258064516,,,0.06666666666666667,,,,0.06666666666666667,0.2,,,,,,,0.3333333333333333,1.0,1.0,,0.3333333333333333,0.3333333333333333,,1.0,1.0,,,,,0.3333333333333333,0.4828666666666666,0.6727,,0.25,0.25,0.5,,9.933333333333334,,0.5172413793103449,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,True,,,,,,,,,,,,,,
947,1610612755,Allen Iverson,Allen Iverson,947,PHI,4838.0,81,-5,157,155,78,52,30,312,10.0,17.0,2.0,3.0,3.0,7.0,11.0,27.0,7.0,3.0,24.0,55.0,7.0,20.0,74.0,174,4.0,7.0,,8.0,10.0,27.0,3.0,10.0,30.0,24.0,24.0,2.0,7.0,6.0,3.0,9.0,,,21.0,,2.0,,2.0,,2.0,3.0,5,,,5.0,1.0,4.0,29.0,5.0,10.0,3.0,30.0,78,1.0,0.5,0.5217391304347826,0.43636363636363634,0.5714285714285714,0.37037037037037035,0.43548387096774194,0.5,0.3333333333333333,0.4863013698630137,0.4444444444444444,0.3888888888888889,0.11290322580645161,40.20618556701031,,0.03636363636363636,0.027777777777777776,,,0.029850746268656716,0.02531645569620253,0.125,,,0.058823529411764705,0.0625,,,0.27419354838709675,0.5882352941176471,0.5882352941176471,0.5,0.1774193548387097,0.43548387096774194,0.11290322580645161,0.375,0.6666666666666666,,0.23333333333333334,0.42857142857142855,0.1,0.3870967741935484,0.4473467741935484,0.4506875,0.41602333333333336,0.14285714285714285,0.15873015873015872,0.10810810810810811,0.40540540540540543,10.970909090909092,27.985714285714288,0.4968152866242038,3.0,11.0,,,,2.0,,1.0,,2.0,,1.0,,3.0,3.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,,3.0,2.0,,1.0,2.0,1.0,,1.0,1.0,0.5,0.2857142857142857,,,0.2857142857142857,1.0,0.09090909090909091,,0.03125,1.0,0.2727272727272727,0.3333333333333333,0.4074074074074074,0.4230769230769231,0.6363636363636364,,0.2857142857142857,0.2857142857142857,0.5,,0.125,,,,,0.2857142857142857,,,3.0,1.0,0.05454545454545454,0.18181818181818182,0.037037037037037035,,,,,,3.0,,,,,,,,,,,,True,,,,,,,,,,,,,,
1913,1610612755,Michael Ruffin,Michael Ruffin,1913,PHI,508.0,8,-4,19,19,18,18,3,38,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,2,,,,,1.0,,,,,,18,,,,,,,,,,,,,,,0.25,0.3333333333333333,,,,0.25,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.9473684210526315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
