EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG2M,PtsPutbacks,FTOffRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,2pt And 1 Free Throw Trips,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,SecondChanceFg2Pct,LongMidRangePctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Corner3Assists,3SecondViolations,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Clear Path Fouls,Blocked3s,BlockedArc3,on,SecondChanceCorner3PctAssisted,Corner3PctBlocked,HeaveMakes,BlockedCorner3
105,1610612756,Dan Majerle,Dan Majerle,105,PHX,23002.0,383.0,58.0,721.0,711.0,143.0,273.0,109.0,1432.0,2.0,5.0,1.0,1.0,1.0,3.0,5.0,4.0,9.0,6.0,12.0,1.0,1.0,15.0,55.0,5.0,14.0,6.0,14.0,9.0,19.0,21.0,67.0,7.0,88.0,714.0,2.0,6.0,15.0,1.0,19.0,3.0,3.0,6.0,14.0,4.0,28.0,8.0,10.0,57.0,6.0,55.0,15.0,2.0,1.0,30.0,3.0,33.0,3.0,10.0,15.0,5.0,69.0,3.0,6.0,9.0,33.0,6.0,48.0,9.0,57.0,1.0,16.0,9.0,7.0,11.0,8.0,1.0,3.0,12.0,4.0,14.0,32.0,1.0,1.0,16.0,2.0,4.0,3.0,4.0,3.0,1.0,4.0,2.0,28.0,143.0,7.0,0.4444444444444444,0.4444444444444444,0.9047619047619048,0.31343283582089554,0.4,0.42857142857142855,0.31343283582089554,0.47368421052631576,1.0,0.47093023255813954,0.5294117647058824,0.7058823529411765,0.46774193548387094,0.5,0.6666666666666666,0.7790697674418605,0.014925373134328358,0.10526315789473684,0.2,0.2,0.01818181818181818,12.514898688915375,0.9166666666666666,0.2608695652173913,0.10891089108910891,0.02120141342756184,0.1267605633802817,0.036585365853658534,0.11229946524064172,0.024657534246575342,0.030927835051546393,0.03260869565217391,0.028985507246376812,0.07692307692307693,0.05319148936170213,0.1574074074074074,0.10891089108910891,0.1509433962264151,0.05555555555555555,0.018867924528301886,0.5,0.05813953488372093,0.4,0.5,1.0,0.05813953488372093,0.6,0.75,0.3333333333333333,0.10465116279069768,0.4444444444444444,0.4444444444444444,0.25,0.13953488372093023,0.5,0.5,0.6666666666666666,0.6395348837209303,0.2727272727272727,0.2777777777777778,1.0,0.058823529411764705,0.058823529411764705,1.0,0.8235294117647058,0.35714285714285715,1.0,0.058823529411764705,1.0,0.8235294117647058,0.42857142857142855,0.8372093023255814,0.2727272727272727,0.5019209302325579,0.5257499999999999,0.4734205882352941,0.044444444444444446,0.17391304347826086,0.2159090909090909,0.3181818181818182,11.394736842105265,24.9955223880597,0.19833564493758668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1890,1610612756,Shawn Marion,Shawn Marion,1890,PHX,79590.0,1326.0,1.0,2534.0,2541.0,439.0,574.0,349.0,5075.0,95.0,142.0,45.0,17.0,22.0,66.0,187.0,106.0,252.0,9.0,20.0,,,12.0,34.0,4.0,4.0,2.0,7.0,267.0,581.0,21.0,54.0,67.0,664.0,2555.0,95.0,4.0,4.0,9.0,111.0,42.0,86.0,5.0,13.0,24.0,123.0,376.0,158.0,63.0,,34.0,12.0,33.0,1.0,59.0,10.0,69.0,10.0,32.0,12.0,15.0,148.0,17.0,72.0,44.0,197.0,32.0,273.0,90.0,363.0,20.0,62.0,45.0,17.0,38.0,23.0,20.0,15.0,58.0,9.0,55.0,90.0,4.0,4.0,81.0,6.0,32.0,8.0,30.0,16.0,8.0,30.0,25.0,123.0,439.0,7.0,0.704119850187266,0.7704918032786885,1.0,0.3888888888888889,1.0,0.38461538461538464,0.3888888888888889,0.459552495697074,0.4883720930232558,0.4700787401574803,0.5151515151515151,0.5,0.4925373134328358,0.5336538461538461,0.5442477876106194,0.08503937007874016,0.018518518518518517,0.05679862306368331,0.07042253521126761,0.08021390374331551,0.029411764705882353,24.711473183978274,0.6551724137931034,0.47761194029850745,0.18851674641148325,0.06486486486486487,0.20853080568720378,0.0913978494623656,0.19187898089171976,0.06867283950617284,0.0634441087613293,0.057736720554272515,0.08333333333333333,0.11904761904761904,0.11846689895470383,0.20604395604395603,0.2233502538071066,0.2119205298013245,0.2,0.06451612903225806,0.8333333333333334,0.22362204724409449,0.6690140845070423,0.7196969696969697,0.6210526315789474,0.29448818897637796,0.35294117647058826,0.38372093023255816,0.6060606060606061,0.3968503937007874,0.42063492063492064,0.4344262295081967,0.839622641509434,0.031496062992125984,0.45,0.45,1.0,0.05354330708661417,0.35294117647058826,0.36363636363636365,1.0,0.45454545454545453,,,0.04040404040404041,1.0,1.0,0.2222222222222222,0.7727272727272727,0.0707070707070707,0.2857142857142857,0.30866141732283464,0.35294117647058826,0.4641082677165353,0.48913505747126435,0.45476010101010095,0.04833836858006042,0.05263157894736842,0.16716867469879518,0.1852409638554217,10.5065404475043,24.68888888888889,0.17324388318863457,27.0,3.0,6.0,45.0,46.0,1.0,7.0,4.0,2.0,4.0,5.0,6.0,1.0,1.0,0.47368421052631576,0.031746031746031744,0.01639344262295082,0.07514450867052024,0.6,0.25925925925925924,0.06060606060606061,0.5,,,,,,,,,,True,,,,
1960,1610612756,Milt Palacio,Milt Palacio,1960,PHX,5126.0,85.0,13.0,147.0,147.0,24.0,47.0,16.0,294.0,4.0,12.0,,1.0,3.0,,2.0,2.0,8.0,,1.0,,,,,,,,,6.0,22.0,,1.0,7.0,19.0,139.0,,,,,,1.0,5.0,,,2.0,4.0,8.0,4.0,,,,,4.0,,11.0,1.0,12.0,,3.0,2.0,6.0,25.0,,,,8.0,,8.0,,8.0,,4.0,2.0,2.0,6.0,6.0,,,6.0,2.0,,4.0,,,8.0,,3.0,1.0,1.0,,1.0,1.0,,4.0,24.0,,0.6666666666666666,0.6666666666666666,,,,,,0.2727272727272727,0.2,0.2608695652173913,,0.2,0.35185185185185186,,0.3333333333333333,0.043478260869565216,,0.18181818181818182,0.3333333333333333,,,20.121951219512198,1.0,,0.12903225806451613,,,,0.10126582278481013,,,,,,0.2727272727272727,0.12903225806451613,0.05,,,,,0.5217391304347826,0.3333333333333333,0.5,0.5,0.08695652173913043,,,,0.34782608695652173,0.25,0.25,1.0,0.043478260869565216,,,,,,,,,,,,,,0.6,0.3333333333333333,,,0.5652173913043478,,0.5170630434782609,,0.5187999999999999,0.11538461538461539,0.12,,0.21052631578947367,7.2,24.0,0.16326530612244897,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,True,,,,
2054,1610612756,Jake Tsakalidis,Jake Tsakalidis,2054,PHX,95084.0,1585.0,32.0,3020.0,3019.0,502.0,741.0,412.0,6039.0,135.0,227.0,80.0,21.0,40.0,46.0,138.0,9.0,34.0,,,,,,1.0,,,,,190.0,399.0,,1.0,111.0,491.0,3052.0,105.0,,,24.0,134.0,26.0,64.0,,,17.0,69.0,264.0,116.0,,,1.0,,53.0,,19.0,4.0,23.0,3.0,9.0,3.0,7.0,50.0,12.0,116.0,32.0,200.0,12.0,244.0,130.0,374.0,10.0,23.0,16.0,7.0,31.0,13.0,47.0,18.0,78.0,17.0,86.0,193.0,32.0,19.0,159.0,,80.0,8.0,69.0,48.0,19.0,69.0,42.0,69.0,502.0,21.0,0.6947368421052632,0.8918918918918919,,,,,,0.47619047619047616,0.40625,0.475,0.5238095238095238,0.40625,0.5201271186440678,0.5677966101694916,0.46,0.0025,,0.13283208020050125,0.1762114537444934,0.08695652173913043,,15.694682675814752,0.3974358974358974,0.14634146341463414,0.16090104585679807,0.090625,0.1306122448979592,0.05128205128205128,0.15591397849462366,0.0845442536327609,0.11688311688311688,0.0708502024291498,0.060109289617486336,0.0196078431372549,0.1724137931034483,0.1588785046728972,0.15417558886509636,0.13559322033898305,0.11764705882352941,0.06493506493506493,0.6086956521739131,0.5675,0.5947136563876652,0.7219251336898396,0.6666666666666666,0.345,0.3333333333333333,0.36507936507936506,0.717391304347826,0.085,0.2647058823529412,0.2727272727272727,1.0,,,,,0.0025,,,,0.7619047619047619,,,,,,0.625,0.525,,,0.57,,0.48973774999999997,0.5266801980198019,0.4789609375000001,0.1724137931034483,0.17278617710583152,0.2729124236252546,0.14052953156822812,4.24611528822055,25.0,0.16622516556291392,47.0,,,55.0,84.0,2.0,3.0,12.0,9.0,9.0,16.0,2.0,2.0,,0.5238095238095238,0.029411764705882353,0.02666666666666667,0.08977556109725686,0.5875,0.1702127659574468,,,1.0,3.0,5.0,,,,,,,True,,,,
2207,1610612756,Joe Johnson,Joe Johnson,2207,PHX,33197.0,553.0,-74.0,1047.0,1044.0,100.0,240.0,133.0,2091.0,18.0,40.0,8.0,2.0,4.0,22.0,53.0,25.0,61.0,4.0,10.0,,,4.0,11.0,2.0,2.0,1.0,1.0,65.0,154.0,8.0,21.0,12.0,166.0,1114.0,17.0,2.0,2.0,1.0,23.0,3.0,9.0,1.0,1.0,5.0,14.0,66.0,64.0,24.0,,11.0,4.0,10.0,,57.0,9.0,66.0,6.0,19.0,14.0,24.0,141.0,2.0,21.0,6.0,48.0,1.0,55.0,23.0,78.0,9.0,13.0,11.0,2.0,19.0,10.0,4.0,9.0,23.0,2.0,18.0,31.0,2.0,2.0,13.0,,4.0,4.0,5.0,2.0,2.0,5.0,2.0,14.0,100.0,5.0,0.5076923076923077,0.5409836065573771,1.0,0.38095238095238093,1.0,1.0,0.38095238095238093,0.42207792207792205,0.3333333333333333,0.44,0.5789473684210527,0.45,0.4585635359116022,0.6052631578947368,0.5384615384615384,0.12,,0.06493506493506493,0.2,0.018867924528301886,,17.03020134228188,0.8260869565217391,0.045454545454545456,0.11009174311926606,0.04656319290465632,0.07228915662650602,0.031746031746031744,0.10404624277456648,0.04474708171206226,0.06040268456375839,0.023952095808383235,0.0392156862745098,,0.14705882352941177,0.07692307692307693,0.1111111111111111,0.07352941176470588,0.06666666666666667,0.09782608695652174,0.4,0.22857142857142856,0.45,0.5625,0.5,0.3028571428571429,0.41509433962264153,0.4230769230769231,0.3181818181818182,0.3485714285714286,0.4098360655737705,0.4166666666666667,0.68,0.05714285714285714,0.4,0.4,1.0,0.06285714285714286,0.36363636363636365,0.36363636363636365,1.0,0.42105263157894735,,,0.10526315789473684,1.0,1.0,0.4,0.5,0.1,1.0,0.3485714285714286,0.36363636363636365,0.4730045714285714,0.5043,0.515265,0.022598870056497175,0.02564102564102564,0.13855421686746988,0.08433734939759036,9.916883116883115,24.6,0.09551098376313276,5.0,,,8.0,8.0,,,,2.0,1.0,2.0,1.0,,,0.47058823529411764,0.01639344262295082,,0.05925925925925926,0.625,0.2,,,3.0,,1.0,,,,,,,True,,,,
339,1610612756,Tom Gugliotta,Tom Gugliotta,339,PHX,25542.0,426.0,20.0,810.0,800.0,89.0,156.0,108.0,1610.0,18.0,26.0,5.0,3.0,4.0,8.0,21.0,27.0,66.0,,1.0,,,1.0,2.0,1.0,2.0,,,53.0,113.0,1.0,3.0,8.0,117.0,814.0,13.0,1.0,2.0,2.0,19.0,8.0,16.0,,1.0,4.0,20.0,76.0,30.0,3.0,,2.0,1.0,5.0,,30.0,6.0,36.0,4.0,15.0,7.0,8.0,78.0,2.0,21.0,14.0,44.0,4.0,62.0,25.0,87.0,1.0,13.0,11.0,2.0,16.0,13.0,7.0,3.0,23.0,4.0,20.0,35.0,2.0,4.0,9.0,,4.0,1.0,15.0,10.0,5.0,15.0,7.0,20.0,89.0,3.0,0.7169811320754716,0.7450980392156863,1.0,0.3333333333333333,0.5,,0.3333333333333333,0.4690265486725664,0.5,0.4698275862068966,0.5666666666666667,0.47058823529411764,0.4875,0.59375,0.5263157894736842,0.02586206896551724,,0.04424778761061947,0.11538461538461539,0.047619047619047616,,15.31049250535332,0.6956521739130435,0.3333333333333333,0.1286549707602339,0.057692307692307696,0.18181818181818182,0.04878048780487805,0.13842482100238662,0.056790123456790124,0.056818181818181816,0.07602339181286549,0.05555555555555555,,0.061224489795918366,0.18584070796460178,0.1297709923664122,0.16393442622950818,0.25,0.017543859649122806,0.4666666666666667,0.22413793103448276,0.6923076923076923,0.782608695652174,0.6111111111111112,0.1810344827586207,0.38095238095238093,0.4,0.5,0.5689655172413793,0.4090909090909091,0.4153846153846154,0.8518518518518519,0.008620689655172414,,,,0.017241379310344827,0.5,0.5,1.0,0.3333333333333333,,,0.13333333333333333,0.5,1.0,0.23529411764705882,0.75,,,0.25,0.5,0.44622844827586217,0.44733333333333336,0.4290294117647059,0.03361344537815126,0.034482758620689655,0.1623931623931624,0.17094017094017094,12.246017699115045,24.833333333333332,0.10987654320987654,3.0,,1.0,7.0,4.0,2.0,2.0,,1.0,4.0,1.0,,,,0.5384615384615384,0.015151515151515152,0.14285714285714285,0.02857142857142857,0.6,0.3333333333333333,0.058823529411764705,,2.0,,,,,,,,,True,,,,
358,1610612756,Anfernee Hardaway,Anfernee Hardaway,358,PHX,53516.0,892.0,68.0,1707.0,1703.0,351.0,443.0,238.0,3410.0,54.0,89.0,16.0,10.0,14.0,40.0,92.0,48.0,118.0,,7.0,,,12.0,26.0,1.0,6.0,2.0,7.0,142.0,299.0,12.0,33.0,66.0,386.0,1693.0,38.0,1.0,6.0,5.0,46.0,23.0,43.0,2.0,8.0,27.0,79.0,132.0,152.0,33.0,3.0,26.0,12.0,19.0,,109.0,13.0,122.0,12.0,52.0,19.0,38.0,257.0,6.0,24.0,19.0,80.0,,99.0,31.0,130.0,5.0,37.0,31.0,6.0,44.0,32.0,25.0,12.0,69.0,11.0,31.0,58.0,3.0,2.0,83.0,11.0,30.0,9.0,5.0,1.0,3.0,5.0,1.0,79.0,351.0,10.0,0.4647887323943662,0.4888888888888889,0.9166666666666666,0.36363636363636365,0.16666666666666666,0.25,0.36363636363636365,0.47491638795986624,0.5348837209302325,0.4819277108433735,0.4659090909090909,0.5098039215686274,0.5179558011049724,0.4891304347826087,0.6015625,0.09939759036144578,,0.06354515050167224,0.0898876404494382,0.09782608695652174,,21.680080482897385,0.6376811594202898,,0.11577424023154848,0.033012379642365884,0.14285714285714285,0.04838709677419355,0.12014563106796117,0.03525264394829612,0.03317535545023697,0.0313588850174216,0.0425531914893617,0.06666666666666667,0.10160427807486631,0.1059322033898305,0.13432835820895522,0.12087912087912088,0.19047619047619047,0.03205128205128205,0.2,0.2680722891566265,0.6067415730337079,0.6666666666666666,0.4074074074074074,0.27710843373493976,0.43478260869565216,0.4819277108433735,0.3,0.35542168674698793,0.4067796610169492,0.41379310344827586,0.6666666666666666,0.02108433734939759,,,,0.0783132530120482,0.46153846153846156,0.46153846153846156,0.9166666666666666,0.36363636363636365,,,0.13636363636363635,0.16666666666666666,1.0,0.27450980392156865,0.7142857142857143,0.13725490196078433,0.2857142857142857,0.3674698795180723,0.46153846153846156,0.4634257530120481,0.48129102564102577,0.4612509803921569,0.08781869688385269,0.09404388714733543,0.11917098445595854,0.20466321243523317,9.70903010033445,24.563636363636363,0.2056239015817223,10.0,,1.0,19.0,14.0,1.0,11.0,5.0,4.0,1.0,10.0,1.0,,,0.5,0.01694915254237288,0.020833333333333332,0.034934497816593885,0.625,0.1,0.0196078431372549,,1.0,,,1.0,0.029411764705882353,,,,,True,,,,
950,1610612756,Stephon Marbury,Stephon Marbury,950,PHX,81908.0,1365.0,-33.0,2603.0,2614.0,439.0,632.0,357.0,5217.0,121.0,220.0,19.0,16.0,34.0,42.0,96.0,75.0,188.0,1.0,6.0,,,26.0,84.0,2.0,6.0,4.0,15.0,238.0,504.0,27.0,90.0,126.0,683.0,2690.0,38.0,2.0,6.0,14.0,48.0,36.0,81.0,4.0,15.0,46.0,130.0,170.0,306.0,54.0,27.0,82.0,26.0,34.0,1.0,248.0,36.0,284.0,24.0,123.0,34.0,91.0,604.0,1.0,34.0,15.0,73.0,2.0,90.0,37.0,127.0,12.0,35.0,20.0,15.0,65.0,45.0,39.0,20.0,104.0,15.0,21.0,59.0,1.0,12.0,157.0,3.0,61.0,21.0,5.0,2.0,2.0,5.0,4.0,130.0,439.0,9.0,0.35714285714285715,0.36324786324786323,0.6666666666666666,0.3,0.3333333333333333,0.26666666666666666,0.3068181818181818,0.4722222222222222,0.4444444444444444,0.46885521885521886,0.38636363636363635,0.4375,0.5120481927710844,0.46153846153846156,0.5286885245901639,0.15151515151515152,0.011111111111111112,0.06746031746031746,0.10909090909090909,0.10416666666666667,0.011904761904761904,25.42204568023833,0.625,0.03076923076923077,0.06899810964083176,0.03046594982078853,0.07009345794392523,0.0051813471502590676,0.06918238993710692,0.026737967914438502,0.04437869822485207,0.02050113895216401,,0.023809523809523808,0.05555555555555555,0.0647887323943662,0.08312342569269521,0.056962025316455694,0.10714285714285714,0.041666666666666664,0.8,0.37037037037037035,0.55,0.6173469387755102,0.33884297520661155,0.16161616161616163,0.4375,0.4883720930232558,0.42857142857142855,0.3164983164983165,0.39893617021276595,0.39893617021276595,0.3466666666666667,0.010101010101010102,0.16666666666666666,0.16666666666666666,,0.1414141414141414,0.30952380952380953,0.3132530120481928,0.6923076923076923,0.4318181818181818,,,0.13636363636363635,0.3333333333333333,0.5,0.3541666666666667,0.47058823529411764,0.15625,0.26666666666666666,0.5218855218855218,0.3170731707317073,0.5005709322033898,0.48557625,0.4772690217391305,0.09642301710730948,0.1105072463768116,0.07027818448023426,0.1903367496339678,8.516071428571427,26.177777777777784,0.16865155589704187,10.0,,,14.0,8.0,2.0,20.0,5.0,2.0,3.0,13.0,1.0,,,0.3684210526315789,,0.03225806451612903,0.029498525073746312,0.5263157894736842,0.3,,,12.0,,1.0,1.0,0.01098901098901099,2.0,1.0,,,True,,,,
960,1610612756,Tony Delk,Tony Delk,960,PHX,13715.0,229.0,52.0,443.0,441.0,77.0,128.0,74.0,884.0,11.0,22.0,5.0,2.0,3.0,9.0,14.0,18.0,39.0,3.0,10.0,,1.0,7.0,31.0,2.0,6.0,3.0,6.0,38.0,75.0,10.0,41.0,10.0,116.0,425.0,15.0,2.0,7.0,2.0,22.0,6.0,12.0,3.0,8.0,,21.0,40.0,36.0,12.0,18.0,30.0,7.0,6.0,,20.0,6.0,26.0,5.0,5.0,6.0,9.0,58.0,1.0,9.0,3.0,17.0,1.0,21.0,10.0,31.0,5.0,8.0,5.0,3.0,9.0,6.0,5.0,3.0,14.0,2.0,5.0,14.0,1.0,1.0,13.0,2.0,6.0,,1.0,1.0,,2.0,2.0,21.0,77.0,3.0,0.5263157894736842,0.5555555555555556,0.4,0.24390243902439024,0.2857142857142857,0.375,0.25,0.5066666666666667,0.5,0.45689655172413796,0.45454545454545453,0.525,0.47107438016528924,0.45652173913043476,0.525,0.35344827586206895,,0.08,0.22727272727272727,0.07142857142857142,,25.568181818181817,0.6428571428571429,0.0625,0.09550561797752809,0.05232558139534884,0.0967741935483871,0.016666666666666666,0.09569377990430622,0.04310344827586207,0.08163265306122448,0.03125,0.020833333333333332,,0.06521739130434782,0.07692307692307693,0.125,0.16666666666666666,,0.0847457627118644,1.0,0.1896551724137931,0.5,0.6470588235294118,0.2727272727272727,0.1206896551724138,0.6428571428571429,0.6923076923076923,0.5555555555555556,0.33620689655172414,0.46153846153846156,0.46153846153846156,0.6666666666666666,0.08620689655172414,0.3,0.3,1.0,0.2672413793103448,0.22580645161290322,0.22580645161290322,0.14285714285714285,0.22727272727272727,0.045454545454545456,,0.2727272727272727,0.3333333333333333,,0.15,0.6666666666666666,0.3,0.5,0.5431034482758621,0.23333333333333334,0.48678464912280694,0.5080382352941176,0.4714947368421053,0.049586776859504134,0.075,0.1896551724137931,0.1810344827586207,11.648,25.595121951219507,0.17381489841986456,2.0,,2.0,7.0,4.0,,2.0,2.0,,1.0,1.0,,,,0.4666666666666667,,,0.05084745762711865,0.4,,0.1,,1.0,,,,,1.0,,1.0,1.0,True,,,,
448,1610612756,Bo Outlaw,Bo Outlaw,448,PHX,32916.0,549.0,-38.0,1029.0,1043.0,120.0,127.0,136.0,2072.0,49.0,83.0,18.0,7.0,9.0,5.0,14.0,,3.0,,,,,1.0,1.0,,,,,54.0,100.0,1.0,1.0,8.0,119.0,1050.0,20.0,,,,16.0,7.0,10.0,,,3.0,17.0,100.0,8.0,3.0,,1.0,1.0,19.0,,43.0,4.0,47.0,2.0,14.0,12.0,17.0,98.0,1.0,30.0,8.0,59.0,1.0,68.0,33.0,101.0,3.0,20.0,15.0,5.0,17.0,12.0,16.0,5.0,33.0,5.0,24.0,49.0,4.0,4.0,25.0,,13.0,1.0,20.0,17.0,3.0,21.0,8.0,17.0,120.0,1.0,0.9259259259259259,1.0,1.0,1.0,,,1.0,0.54,0.7,0.5495049504950495,0.4,0.7,0.53125,0.36363636363636365,0.7083333333333334,0.009900990099009901,,0.19,0.20481927710843373,0.14285714285714285,,12.215669755686605,0.5151515151515151,0.0625,0.13318284424379231,0.06960556844547564,0.10810810810810811,0.015625,0.12959381044487428,0.06262626262626263,0.09333333333333334,0.07051282051282051,0.023255813953488372,,0.14166666666666666,0.14838709677419354,0.1130952380952381,0.11320754716981132,0.09523809523809523,0.11538461538461539,0.38095238095238093,0.8217821782178217,0.5903614457831325,0.7424242424242424,0.9183673469387755,0.13861386138613863,0.35714285714285715,0.4166666666666667,1.0,0.0297029702970297,,,,,,,,0.009900990099009901,1.0,1.0,1.0,0.9,,,,,,0.9,0.7777777777777778,,,0.8316831683168316,1.0,0.5592841584158416,0.5614350000000001,0.5766,0.11711711711711711,0.11818181818181818,0.13445378151260504,0.14285714285714285,1.885,25.2,0.11661807580174927,8.0,,,8.0,8.0,2.0,7.0,1.0,,2.0,3.0,,2.0,,0.4,,0.06666666666666667,0.04,0.4444444444444444,0.5,,,2.0,1.0,4.0,,,,,1.0,1.0,True,,,,
