EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGA,SecondChanceFG3A,Fg2aBlocked,FTOffRebounds,Steals,LostBallSteals,FG2APctBlocked,AtRimPctBlocked,OffFTReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,SecondChanceArc3Frequency,AtRimAssists,LongMidRangeAssists,DefThreePtRebounds,NonShootingPenaltyNonTakeFouls,DefThreePtReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,FtPoints,SecondChanceFtPoints,PenaltyFtPoints,LostBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,AtRimPctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,FTDefRebounds,BadPassSteals,LongMidRangePctBlocked,DefFTReboundPct,DefCorner3ReboundPct,ThreePtAssists,Corner3Assists,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,HeaveAttempts,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PtsUnassisted3s,NonHeaveArc3FGM,Fg3aBlocked,Arc3Assists,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Offensive Fouls,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,RecoveredBlocks,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,BlocksRecoveredPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Travels,Technical Free Throw Trips,DefensiveGoaltends,3SecondViolations,3pt And 1 Free Throw Trips,OffensiveGoaltends
145,1610612761,Tracy Murray,Tracy Murray,145,TOR,1156.0,19,-1.0,37,35,15.0,13.0,5.0,72,1.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,4.0,10.0,2.0,5.0,14.0,32,1.0,2.0,2.0,2.0,3.0,1.0,4.0,7.0,4.0,4.0,6.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,15.0,0.5,0.6666666666666666,1.0,0.4,0.25,0.4,0.4,0.5,0.6666666666666666,0.4666666666666667,0.5,0.5,0.4666666666666667,0.5,0.5,0.3333333333333333,37.2093023255814,1.0,0.06666666666666667,0.1111111111111111,0.05,0.09523809523809523,0.3333333333333333,0.14285714285714285,0.1111111111111111,0.26666666666666666,0.25,0.25,0.26666666666666666,0.25,0.25,1.0,0.13333333333333333,1.0,1.0,0.5,0.2,0.6666666666666666,0.6666666666666666,1.0,0.13333333333333333,1.0,0.5,0.14285714285714285,1.0,0.2857142857142857,0.5,0.2857142857142857,0.6,0.46856999999999993,0.55585,0.46719285714285713,0.14285714285714285,0.5,7.140000000000001,24.4,0.40540540540540543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,1610612761,Alvin Williams,Alvin Williams,1541,TOR,1450.0,24,-5.0,41,43,24.0,22.0,14.0,84,,1.0,,,,1.0,2.0,4.0,3.0,7.0,,,,,4.0,3.0,5.0,12.0,,4.0,10.0,42,2.0,3.0,4.0,2.0,6.0,,3.0,4.0,4.0,6.0,,,4.0,,,,,1.0,1.0,1.0,2.0,3.0,,1.0,1.0,1.0,1.0,1.0,2.0,4.0,24.0,0.4,0.4,,,,,0.4166666666666667,0.6666666666666666,0.3333333333333333,0.3125,0.5,0.2222222222222222,0.3125,0.5,0.2222222222222222,0.25,30.909090909090907,1.0,0.07142857142857142,0.04,0.05555555555555555,0.03225806451612903,,,,0.0625,,,0.25,0.5,0.5,,0.4375,0.42857142857142855,0.42857142857142855,0.6666666666666666,,,,,0.25,,,0.1111111111111111,,,,0.3333333333333333,0.3125,0.4094875,0.394375,0.41975555555555555,0.4,0.4,13.866666666666669,25.2,0.5853658536585366,1.0,1.0,1.0,1.0,2.0,2.0,0.08333333333333333,1.0,1.0,0.14285714285714285,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,1610612761,Chris Childs,Chris Childs,164,TOR,2203.0,37,1.0,62,65,27.0,28.0,15.0,127,,3.0,,,,2.0,,1.0,,,,,,,1.0,1.0,,4.0,,1.0,,55,,1.0,,,3.0,,1.0,,,,,,1.0,3.0,3.0,,6.0,3.0,2.0,3.0,3.0,6.0,1.0,2.0,2.0,2.0,,3.0,5.0,,27.0,,,,,,,,,,,,,,,,0.2,9.09090909090909,1.0,0.08333333333333333,0.08571428571428572,0.09375,0.07142857142857142,,,0.2,0.6,,,0.2,,,,,,,,,,,,0.2,,,0.5,,,,0.25,0.8,0.52845,0.505875,0.5080625,,,1.425,24.6,0.43548387096774194,1.0,1.0,,,,,,,,0.18181818181818182,0.16666666666666666,0.5,1.0,2.0,1.0,1.0,0.125,0.08333333333333333,0.2,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055,1610612761,Mamadou N'diaye,Mamadou N'diaye,2055,TOR,2807.0,47,-5.0,85,86,39.0,35.0,20.0,171,3.0,5.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,,,,,,,6.0,10.0,,,20.0,79,2.0,4.0,8.0,3.0,4.0,,,11.0,8.0,4.0,,4.0,,,,,,6.0,3.0,5.0,6.0,11.0,,1.0,,1.0,1.0,1.0,6.0,11.0,39.0,0.6666666666666666,1.0,,,,,0.6,0.5,0.75,0.6,0.5,0.75,0.6666666666666666,0.6666666666666666,0.7857142857142857,,15.094339622641508,1.0,0.09090909090909091,0.13043478260869565,0.11627906976744186,0.10714285714285714,0.06666666666666667,0.125,,0.5,0.6,0.6,0.3,0.3333333333333333,0.5,1.0,0.2,1.0,1.0,1.0,,,,,,0.75,0.6666666666666666,0.25,1.0,,,,0.5,0.47828,0.5159,0.437975,0.4,0.55,6.09,,0.4588235294117647,,,1.0,,,,0.1,,,0.058823529411764705,0.1111111111111111,,,,2.0,1.0,0.2,0.2857142857142857,,0.25,8.0,4.0,5.0,1.0,1.0,2.0,10.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,0.3333333333333333,0.3333333333333333,0.35714285714285715,0.35714285714285715,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,1610612761,Antonio Davis,Antonio Davis,213,TOR,1793.0,30,-2.0,51,52,25.0,17.0,13.0,103,3.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,,5.0,,,,,,,5.0,12.0,,,13.0,48,2.0,2.0,4.0,1.0,6.0,,,4.0,6.0,4.0,,,,2.0,2.0,,4.0,2.0,4.0,7.0,2.0,9.0,,,,,,,2.0,4.0,25.0,0.6,0.6,,,,,0.4166666666666667,1.0,0.16666666666666666,0.4166666666666667,1.0,0.16666666666666666,0.4642857142857143,1.0,0.2857142857142857,,21.875,,0.2,0.08,0.24,0.06060606060606061,0.2222222222222222,0.3,,0.3333333333333333,0.75,0.75,0.25,0.6666666666666666,0.6666666666666666,0.5,0.4166666666666667,,,,,,,,,0.5,1.0,0.3333333333333333,0.5,,,,0.3333333333333333,0.445475,0.5606,0.45611666666666667,0.3076923076923077,0.3076923076923077,8.674999999999999,,0.49019607843137253,,,1.0,,1.0,,0.08333333333333333,,,,,,,2.0,2.0,1.0,0.4,,0.14285714285714285,0.4,3.0,,2.0,,,,4.0,,2.0,,,,,,,,0.6666666666666666,0.14285714285714285,0.14285714285714285,1.0,1.0,0.2,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,1610612761,Michael Stewart,Michael Stewart,1565,TOR,194.0,3,,7,6,7.0,,1.0,13,1.0,3.0,,2.0,1.0,3.0,,,,,,,,,,,1.0,3.0,,,2.0,7,,2.0,,1.0,3.0,,,2.0,2.0,,,,,,,,,2.0,,1.0,2.0,3.0,1.0,,,,,,,2.0,7.0,1.0,1.0,,,,,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,,33.333333333333336,,,0.6666666666666666,0.25,0.5,,,0.5,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,1.0,,1.0,0.3333333333333333,,,,1.0,0.6508666666666666,0.6205,0.6508666666666666,,1.0,1.2666666666666666,,1.0,,,,,,,,,,0.6666666666666666,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,1610612761,Jermaine Jackson,Jermaine Jackson,1983,TOR,793.0,13,9.0,23,21,16.0,5.0,5.0,44,,3.0,,,,3.0,,,,,,,,,,,,3.0,,,1.0,18,,,,,3.0,,,,,,,,,3.0,5.0,,12.0,,2.0,2.0,,2.0,,1.0,1.0,1.0,1.0,,,,16.0,,,,,,,,,,,,,0.125,,,,17.24137931034483,1.0,0.18181818181818182,,0.14285714285714285,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,0.5128333333333334,,0.5128333333333334,,,0.5,,0.6956521739130435,,,2.0,,,,0.6666666666666666,0.6666666666666666,,,0.3333333333333333,,1.0,2.0,,,,,1.0,,1.0,,,,,,2.0,,1.0,,,,,,,,,0.25,0.25,,,,,,2.0,2.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2214,1610612761,Michael Bradley,Michael Bradley,2214,TOR,522.0,9,-4.0,20,19,11.0,13.0,2.0,39,,1.0,,,,,,,,,,,,,,,,1.0,,,,19,,,,,,,,,,,,,,2.0,2.0,1.0,4.0,,1.0,3.0,,3.0,,,,,,,,,11.0,,,,,,,,,,,,,,,,,4.3478260869565215,,0.125,,0.09090909090909091,,,0.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5481,,,,,,,0.55,,,1.0,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,0.6666666666666666,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,1610612761,Vince Carter,Vince Carter,1713,TOR,46.0,1,-1.0,1,1,,1.0,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,1610612761,Keon Clark,Keon Clark,1721,TOR,1623.0,27,2.0,45,47,20.0,22.0,15.0,92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,5.0,,,,,,,4.0,11.0,,,8.0,43,2.0,2.0,4.0,2.0,4.0,,,4.0,4.0,4.0,,2.0,,,,,,2.0,2.0,4.0,2.0,6.0,1.0,2.0,1.0,2.0,,1.0,2.0,4.0,20.0,0.5,0.6666666666666666,,,,,0.36363636363636365,1.0,0.5,0.36363636363636365,1.0,0.5,0.3333333333333333,0.6666666666666666,0.5,,23.333333333333336,1.0,0.1111111111111111,0.07407407407407407,0.16666666666666666,0.0625,0.125,0.1,0.14285714285714285,0.09090909090909091,1.0,1.0,0.45454545454545453,0.2,0.2,,0.45454545454545453,0.4,0.4,1.0,,,,,,0.5,1.0,0.25,1.0,,,,0.09090909090909091,0.40889090909090914,0.5598000000000001,0.465075,0.5,0.5,11.018181818181818,,0.4444444444444444,,,,,1.0,1.0,,,,0.125,0.3333333333333333,,,,2.0,,0.3333333333333333,,,0.4,,,,1.0,,,2.0,,1.0,,,,,,,,,0.08333333333333333,0.08333333333333333,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
