EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,OffPoss,DefPoss,TotalPoss,OpponentPoints,TwoPtAssists,Assists,AtRimAssists,AssistPoints,Minutes,PlusMinus,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceCorner3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PtsAssisted2s,Fg2aBlocked,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceAtRimFGM,SecondChanceFtPoints,PtsPutbacks,FTOffRebounds,FTDefRebounds,SelfOReb,Travels,SecondChanceTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,BlockedLongMidRange,RecoveredBlocks,3SecondViolations,DefFTReboundPct,OffFTReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,DefensiveGoaltends,Clear Path Fouls,Fg3aBlocked,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,on,HeaveAttempts,Blocked3s,BlockedArc3,LongMidRangePctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,BlockedCorner3,OffensiveGoaltends
1134,1610612763,Ike Austin,Ike Austin,1134,MEM,26.0,1,1,2,2,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1715,1610612763,Jason Williams,Jason Williams,1715,MEM,3003.0,100,101,201,116,8.0,10.0,5.0,22.0,50.0,-19.0,27.0,37.0,16.0,1.0,1.0,2.0,6.0,1.0,3.0,1.0,1.0,4.0,11.0,1.0,1.0,1.0,3.0,3.0,7.0,5.0,14.0,2.0,23.0,1.0,1.0,1.0,1.0,5.0,2.0,4.0,6.0,6.0,9.0,6.0,11.0,4.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,5.0,4.0,5.0,1.0,2.0,1.0,6.0,27.0,0.6,0.35714285714285715,1.0,0.5,0.35714285714285715,0.42857142857142855,1.0,0.5,1.25,0.75,0.5227272727272727,1.25,0.75,0.6666666666666666,23.076923076923077,0.8,0.025,0.02127659574468085,0.08333333333333333,0.047619047619047616,1.0,1.0,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.3333333333333333,1.0,0.5238095238095238,0.36363636363636365,0.36363636363636365,0.5,0.5,1.0,1.0,0.25,1.0,0.75,0.3333333333333333,0.6666666666666666,0.36363636363636365,0.5052333333333333,0.474025,0.55455,0.045454545454545456,0.125,0.21739130434782608,0.2608695652173913,17.628571428571426,25.142857142857146,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1934,1610612763,Rodney Buford,Rodney Buford,1934,MEM,7624.0,247,248,495,251,2.0,4.0,1.0,10.0,127.0,1.0,93.0,69.0,42.0,3.0,12.0,5.0,15.0,,2.0,,,,1.0,,,,,14.0,38.0,,3.0,7.0,35.0,1.0,3.0,,1.0,2.0,,,13.0,2.0,,,1.0,,2.0,,2.0,,17.0,20.0,23.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,,4.0,1.0,5.0,1.0,12.0,4.0,13.0,93.0,,,,,,0.3684210526315789,0.3333333333333333,0.34146341463414637,0.25,0.5,0.3723404255319149,0.25,0.5909090909090909,0.07317073170731707,17.346938775510203,0.5,0.14166666666666666,0.14388489208633093,0.06818181818181818,0.2926829268292683,0.25,0.2727272727272727,0.36585365853658536,0.3333333333333333,0.3333333333333333,0.04878048780487805,,,,0.024390243902439025,,,,,,,,,,,0.34146341463414637,,0.46342439024390253,0.4908,0.511025,0.08888888888888889,0.09523809523809523,0.05714285714285714,0.37142857142857144,10.373684210526315,23.766666666666666,0.3765182186234818,6.0,11.0,1.0,2.0,3.0,1.0,4.0,8.0,5.0,26.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,0.9285714285714286,0.9285714285714286,0.5,0.07894736842105263,0.18181818181818182,0.08333333333333333,0.01098901098901099,0.15789473684210525,0.06666666666666667,0.024793388429752067,0.034482758620689655,0.045454545454545456,0.125,0.125,0.21153846153846154,0.08333333333333333,0.2857142857142857,0.2682926829268293,0.5454545454545454,0.6666666666666666,0.8333333333333334,1.0,1.0,0.25,0.25,0.375,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
2200,1610612763,Pau Gasol,Pau Gasol,2200,MEM,13724.0,453,447,900,451,11.0,17.0,3.0,40.0,229.0,3.0,169.0,124.0,65.0,11.0,27.0,4.0,8.0,,,,,,,,,,,39.0,68.0,,,31.0,109.0,7.0,13.0,,,20.0,,,51.0,30.0,,,,,6.0,4.0,2.0,5.0,21.0,32.0,51.0,3.0,3.0,,12.0,,8.0,7.0,4.0,19.0,5.0,9.0,1.0,40.0,13.0,51.0,169.0,,,,,,0.5735294117647058,0.5384615384615384,0.5735294117647058,0.5384615384615384,0.56,0.6337209302325582,0.5263157894736842,0.6710526315789473,,19.96197718631179,0.631578947368421,0.1099476439790576,0.12217194570135746,0.14814814814814814,0.39705882352941174,0.4074074074074074,0.44,0.11764705882352941,0.5,0.5,,,,,,,,,,,,,,,,0.4852941176470588,,0.49290441176470606,0.55259,0.5151560000000001,0.16883116883116883,0.16883116883116883,0.1834862385321101,0.46788990825688076,5.197058823529411,,0.3730684326710817,24.0,33.0,10.0,10.0,15.0,,14.0,25.0,23.0,48.0,5.0,3.0,4.0,14.0,6.0,19.0,2.0,5.0,9.0,8.0,6.0,1.0,8.0,,1.0,0.6153846153846154,0.7058823529411765,0.56,0.07352941176470588,0.09090909090909091,0.07407407407407407,0.09271523178807947,0.2,0.07547169811320754,0.08823529411764706,0.12244897959183673,0.075,0.07692307692307693,0.11363636363636363,0.08602150537634409,0.19047619047619047,0.2222222222222222,0.4852941176470588,0.7272727272727273,0.8,0.6666666666666666,0.45454545454545453,0.75,0.7692307692307693,,0.6,0.6666666666666666,5.0,6.0,10.0,1.0,5.0,2.0,2.0,2.0,1.0,4.0,1.0,6.0,2.0,0.3125,0.06666666666666667,0.075,0.08064516129032258,0.08333333333333333,0.75,0.5,0.2,,,,,,,,,,True,,,,,,,,,,
2238,1610612763,Antonis Fotsis,Antonis Fotsis,2238,MEM,19038.0,614,614,1228,620,9.0,10.0,7.0,21.0,317.0,-32.0,226.0,163.0,84.0,3.0,11.0,10.0,31.0,2.0,5.0,,,5.0,18.0,1.0,1.0,5.0,8.0,35.0,81.0,7.0,23.0,17.0,108.0,12.0,19.0,1.0,1.0,29.0,5.0,8.0,61.0,40.0,21.0,,18.0,5.0,1.0,1.0,,,34.0,37.0,62.0,9.0,6.0,3.0,13.0,,6.0,8.0,7.0,21.0,12.0,22.0,,20.0,10.0,61.0,226.0,1.0,0.30434782608695654,1.0,0.625,0.30434782608695654,0.43209876543209874,0.631578947368421,0.4375,0.675,0.7162162162162162,0.4778761061946903,0.6904761904761905,0.7261904761904762,0.22115384615384615,18.899858956276447,0.6190476190476191,0.12639405204460966,0.10897435897435898,0.07058823529411765,0.10576923076923077,0.2727272727272727,0.3,0.2980769230769231,0.3225806451612903,0.3225806451612903,0.04807692307692308,0.4,0.4,1.0,0.17307692307692307,0.2777777777777778,0.2777777777777778,1.0,0.05,1.0,1.0,,,0.21621621621621623,0.625,0.5961538461538461,0.2777777777777778,0.5086855769230769,0.5788055555555556,0.5210418918918919,0.08928571428571429,0.11235955056179775,0.26851851851851855,0.5648148148148148,8.41358024691358,25.139130434782604,0.36807817589576547,22.0,39.0,15.0,13.0,18.0,,19.0,29.0,8.0,30.0,9.0,2.0,2.0,23.0,,25.0,2.0,8.0,1.0,11.0,9.0,2.0,11.0,,5.0,0.42857142857142855,0.6,0.6551724137931034,0.1111111111111111,0.20512820512820512,0.09090909090909091,0.10900473933649289,,0.028169014084507043,0.08865248226950355,0.1076923076923077,0.038461538461538464,,0.15,0.1532258064516129,,,0.375,0.5641025641025641,0.7096774193548387,0.36363636363636365,,0.7,0.75,,0.4864864864864865,0.7222222222222222,10.0,2.0,20.0,,3.0,3.0,4.0,4.0,1.0,2.0,,5.0,,0.15,,0.15873015873015872,0.07228915662650602,0.05660377358490566,0.45454545454545453,0.6666666666666666,0.1,1.0,,,,,,,,,True,,,,,,,,,,
1510,1610612763,Brevin Knight,Brevin Knight,1510,MEM,5695.0,191,188,379,173,28.0,33.0,15.0,71.0,95.0,28.0,40.0,47.0,22.0,1.0,2.0,9.0,21.0,1.0,1.0,,,1.0,1.0,,,,,11.0,26.0,2.0,2.0,5.0,33.0,,1.0,,,,,,5.0,14.0,6.0,,1.0,1.0,5.0,4.0,1.0,2.0,10.0,10.0,11.0,10.0,4.0,6.0,1.0,1.0,1.0,5.0,,6.0,4.0,12.0,,12.0,2.0,5.0,40.0,1.0,1.0,,,1.0,0.4230769230769231,,0.5,,0.5,0.4852941176470588,,0.4166666666666667,0.07142857142857142,18.18181818181818,0.16666666666666666,0.1,0.08928571428571429,0.03571428571428571,0.07142857142857142,0.5,0.5,0.75,0.42857142857142855,0.42857142857142855,0.03571428571428571,1.0,1.0,1.0,0.03571428571428571,1.0,1.0,1.0,,,,,,,,0.17857142857142858,1.0,0.41172142857142857,0.423,0.56375,0.06666666666666667,0.07142857142857142,,0.15151515151515152,15.273076923076921,23.65,0.2094240837696335,1.0,3.0,,1.0,1.0,,1.0,2.0,3.0,8.0,2.0,11.0,,1.0,,1.0,2.0,3.0,4.0,,,,,,1.0,0.36363636363636365,0.36363636363636365,0.5,0.07692307692307693,0.6666666666666666,,0.015873015873015872,,,0.011764705882352941,,,,0.15,0.11538461538461539,,,0.10714285714285714,0.3333333333333333,1.0,,,0.4444444444444444,,,0.5,1.0,,,,,,,,,2.0,,,,,,,0.058823529411764705,,,,,,,,,,,,,,,True,,,,,,,,,,
2031,1610612763,Stromile Swift,Stromile Swift,2031,MEM,11752.0,378,379,757,357,6.0,9.0,4.0,21.0,196.0,,143.0,63.0,51.0,6.0,14.0,2.0,10.0,,,,,,,,,,,29.0,58.0,,,28.0,86.0,9.0,12.0,,,25.0,,,16.0,26.0,,,,,3.0,2.0,1.0,,27.0,37.0,59.0,7.0,4.0,3.0,7.0,2.0,4.0,9.0,3.0,16.0,5.0,14.0,,35.0,16.0,16.0,143.0,,,,,,0.5,0.75,0.5,0.75,0.13333333333333333,0.589041095890411,0.8928571428571429,0.34782608695652173,,20.506912442396313,0.4375,0.15168539325842698,0.16019417475728157,0.1,0.2413793103448276,0.42857142857142855,0.5,0.1724137931034483,0.2,0.2,,,,,,,,,,,,,,,,0.5862068965517241,,0.5048137931034481,0.5391000000000001,0.4568866666666667,0.2318840579710145,0.2318840579710145,0.29069767441860467,0.18604651162790697,4.951724137931035,,0.3783068783068783,21.0,34.0,10.0,1.0,6.0,,2.0,15.0,12.0,32.0,6.0,2.0,6.0,16.0,6.0,22.0,,2.0,4.0,12.0,8.0,3.0,12.0,1.0,2.0,0.5517241379310345,0.8,0.13333333333333333,0.10344827586206896,0.11764705882352941,0.14285714285714285,0.12403100775193798,0.21428571428571427,0.13333333333333333,0.12643678160919541,0.2631578947368421,0.15151515151515152,0.08333333333333333,0.14285714285714285,0.18604651162790697,0.25,0.125,0.5862068965517241,0.6176470588235294,0.7,0.47619047619047616,0.6666666666666666,1.0,0.8333333333333334,,0.4,0.16666666666666666,9.0,7.0,18.0,,4.0,1.0,3.0,2.0,2.0,5.0,1.0,12.0,,0.36363636363636365,,0.075,0.058823529411764705,0.045454545454545456,1.0,0.9,,,,,,,,,,,True,,,,,,,,,,
3,1610612763,Grant Long,Grant Long,3,MEM,1890.0,63,65,128,61,,1.0,,3.0,32.0,-6.0,33.0,20.0,9.0,,,1.0,6.0,,2.0,,2.0,,1.0,,1.0,,1.0,2.0,7.0,,3.0,,4.0,,1.0,,1.0,,,3.0,,2.0,,,1.0,,1.0,1.0,,,4.0,4.0,7.0,2.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,,,,,33.0,,,,,,0.2857142857142857,,0.2,,,0.2,,,0.3,14.864864864864865,1.0,0.14814814814814814,0.12903225806451613,0.16666666666666666,,,,0.6,0.16666666666666666,0.16666666666666666,0.2,,,,0.1,,,,0.5,,,0.3333333333333333,,0.16666666666666666,,0.4,,0.44210000000000005,0.3681,0.44229999999999997,,,,,16.071428571428573,24.166666666666668,0.5238095238095238,1.0,1.0,,,,,,3.0,,2.0,,,2.0,1.0,,3.0,,,,,,,,,1.0,0.5,0.5,,,,,0.047619047619047616,,0.2222222222222222,0.1,,,0.6666666666666666,0.125,0.15384615384615385,,,0.1,1.0,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.3333333333333333,,0.14285714285714285,,,,,,,,,,,,,True,,,,,,,,,,
763,1610612763,Tony Massenburg,Tony Massenburg,763,MEM,2851.0,86,91,177,117,1.0,1.0,,2.0,48.0,-44.0,30.0,36.0,11.0,2.0,3.0,2.0,2.0,,,,,,,,,,,9.0,14.0,,,4.0,22.0,3.0,5.0,,,7.0,,,1.0,8.0,,,,,,,,,6.0,7.0,11.0,1.0,1.0,,2.0,,1.0,,1.0,2.0,4.0,6.0,,6.0,3.0,1.0,30.0,,,,,,0.6428571428571429,0.6,0.6428571428571429,0.6,,0.6470588235294118,0.5833333333333334,0.125,,19.387755102040817,1.0,0.2,0.1891891891891892,0.2727272727272727,0.21428571428571427,0.6666666666666666,0.6666666666666666,0.14285714285714285,1.0,1.0,,,,,,,,,,,,,,,,0.6428571428571429,,0.49278571428571427,0.5313749999999999,0.5140333333333333,0.17647058823529413,0.17647058823529413,0.3181818181818182,0.045454545454545456,4.478571428571429,,0.3488372093023256,5.0,9.0,3.0,,3.0,,,3.0,1.0,10.0,2.0,1.0,1.0,3.0,1.0,4.0,,,,1.0,1.0,,1.0,,,0.5555555555555556,0.7142857142857143,,0.14285714285714285,0.2222222222222222,,0.09375,0.14285714285714285,0.14285714285714285,0.10256410256410256,0.125,0.2,,0.2,0.14285714285714285,,0.3333333333333333,0.6428571428571429,0.5555555555555556,0.7142857142857143,0.6,0.5,0.5,0.6,,1.0,,2.0,1.0,4.0,,,,,,,,,1.0,,,,0.1,0.07142857142857142,,1.0,0.6666666666666666,,,1.0,,,,,,,,True,,,,,,,,,,
2226,1610612763,Will Solomon,Will Solomon,2226,MEM,11085.0,364,364,728,363,15.0,18.0,8.0,39.0,185.0,-18.0,161.0,108.0,56.0,2.0,13.0,6.0,13.0,3.0,9.0,3.0,5.0,6.0,24.0,,2.0,4.0,14.0,14.0,40.0,9.0,33.0,17.0,72.0,1.0,6.0,,2.0,3.0,7.0,19.0,48.0,24.0,24.0,3.0,24.0,6.0,3.0,3.0,,3.0,12.0,14.0,15.0,8.0,7.0,1.0,11.0,1.0,7.0,4.0,4.0,15.0,5.0,12.0,,27.0,6.0,48.0,161.0,0.8888888888888888,0.2727272727272727,,0.3684210526315789,0.2727272727272727,0.35,0.16666666666666666,0.3767123287671233,0.125,0.4861111111111111,0.4166666666666667,0.16666666666666666,0.5222222222222223,0.4520547945205479,23.23943661971831,0.7333333333333333,0.075,0.07608695652173914,0.08196721311475409,0.1780821917808219,0.15384615384615385,0.18181818181818182,0.1780821917808219,0.46153846153846156,0.46153846153846156,0.1232876712328767,0.3333333333333333,0.3333333333333333,1.0,0.3287671232876712,0.25,0.2608695652173913,0.8333333333333334,0.25,,,0.1388888888888889,0.6,0.3888888888888889,0.2857142857142857,0.6438356164383562,0.25,0.4777664383561643,0.39538124999999996,0.4840666666666666,0.1,0.13043478260869565,0.041666666666666664,0.6666666666666666,8.992500000000001,24.972727272727276,0.4423076923076923,6.0,14.0,,3.0,7.0,,7.0,17.0,13.0,4.0,7.0,4.0,,1.0,2.0,1.0,,6.0,4.0,2.0,,,2.0,,1.0,0.14285714285714285,0.14285714285714285,0.4117647058823529,0.175,0.35714285714285715,0.15384615384615385,0.007633587786259542,0.08333333333333333,,0.005747126436781609,,,,0.037037037037037035,0.08333333333333333,0.16666666666666666,,0.1917808219178082,0.42857142857142855,0.6666666666666666,0.3333333333333333,,,,,0.19444444444444445,0.42857142857142855,,1.0,,,,1.0,,,2.0,,2.0,2.0,,,,0.022222222222222223,,0.025,1.0,,,,1.0,1.0,1.0,3.0,2.0,0.030303030303030304,0.041666666666666664,0.058823529411764705,True,,,,,,,,,,
