EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG3A,PtsAssisted2s,NonHeaveArc3FGA,DefThreePtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,FtPoints,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,HeaveAttempts,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Corner3FGA,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,SelfOReb,BlockedAtRim,BlockedLongMidRange,RecoveredBlocks,SecondChanceFg3Pct,PenaltyFg3Pct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,Clear Path Fouls,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,FTOffRebounds,BlockedCorner3,OffFTReboundPct,on,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,OffensiveGoaltends,Arc3PctBlocked,3pt And 1 Free Throw Trips
1134,1610612763,Ike Austin,Ike Austin,1134,MEM,520.0,9,-10,18,18,5,3,1,36,1.0,1.0,3,1.0,1.0,1.0,4,1.0,2.0,20,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1.0,1.0,0.25,0.2,0.2,0.2,30.0,1.0,0.3333333333333333,0.1,1.0,0.2,0.6,0.3333333333333333,0.3333333333333333,1.0,0.2,1.0,0.2,0.39144999999999996,0.4239,0.36585,16.875,26.9,0.2777777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1510,1610612763,Brevin Knight,Brevin Knight,1510,MEM,27196.0,453,-53,838,845,180,157,112,1683,21.0,36.0,88,3.0,3.0,61.0,139,3.0,148.0,895,7.0,3.0,38.0,,7.0,46.0,50.0,27.0,23.0,44.0,180,0.3114754098360656,0.31666666666666665,0.43884892086330934,0.4295774647887324,0.4681528662420382,0.02112676056338028,20.764462809917354,0.6136363636363636,0.08860759493670886,0.11138613861386139,0.1,0.14788732394366197,0.6197183098591549,0.4090909090909091,0.41379310344827586,0.4166666666666667,0.02112676056338028,0.10714285714285714,0.2323943661971831,0.44685107913669064,0.37744285714285714,0.4572239999999999,12.706474820143884,48.46666666666666,0.21479713603818615,14.0,30.0,6.0,8.0,11.0,26.0,5.0,3.0,13.0,13.0,25.0,15.0,41.0,84.0,2.0,3.0,10.0,115.0,14.0,129.0,10.0,4.0,48.0,22.0,45.0,272.0,1.0,3.0,38.0,1.0,4.0,28.0,12.0,16.0,7.0,17.0,2.0,4.0,2.0,2.0,10.0,20.0,49.0,1.0,4.0,34.0,2.0,2.0,8.0,9.0,1.0,1.0,1.0,1.0,2.0,41.0,3.0,0.7142857142857143,0.52,0.7142857142857143,0.4642857142857143,0.7222222222222222,0.5394736842105263,0.07194244604316546,0.2,0.14285714285714285,0.011363636363636364,0.045454545454545456,0.11692307692307692,0.00872093023255814,0.02857142857142857,0.010554089709762533,0.011627906976744186,0.0136986301369863,0.037037037037037035,0.06593406593406594,0.11827956989247312,0.14893617021276595,0.05263157894736842,0.2112676056338028,0.4666666666666667,0.5833333333333334,0.14285714285714285,0.5238095238095238,0.6111111111111112,0.18181818181818182,0.2857142857142857,0.75,0.05405405405405406,0.05517241379310345,0.08783783783783784,0.27702702702702703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1722,1610612763,Michael Dickerson,Michael Dickerson,1722,MEM,1167.0,19,-3,41,40,17,11,3,81,,,3,1.0,,,3,2.0,8.0,32,,,,1.0,,1.0,1.0,2.0,1.0,2.0,17,,,,0.3,0.5,0.4,21.73913043478261,1.0,,0.047619047619047616,,,0.6,,,,0.2,,0.4,0.44173000000000007,,0.4551,19.366666666666667,25.3,0.4146341463414634,,,,,,5.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,1.0,1.0,1.0,,,6.0,,,3.0,,,,,,,,,,,,,0.5,,,,,,,0.06666666666666667,,,,,,,,0.3333333333333333,,,,,,,,,,,,0.375,0.5,0.125,,1.0,1.0,1.0,3.0,1.0,1.0,0.5,0.5,0.2,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2203,1610612763,Shane Battier,Shane Battier,2203,MEM,55153.0,919,-157,1725,1714,398,280,251,3439,60.0,47.0,99,34.0,11.0,110.0,241,66.0,374.0,1871,48.0,21.0,136.0,32.0,15.0,59.0,120.0,32.0,24.0,51.0,398,0.6181818181818182,0.6732673267326733,0.45643153526970953,0.5,0.537463976945245,0.21498371335504887,19.693221177634832,0.6274509803921569,0.09803921568627451,0.07384230287859825,0.1,0.19543973941368079,0.32247557003257327,0.47474747474747475,0.4845360824742268,0.8297872340425532,0.11074918566775244,0.13580246913580246,0.4820846905537459,0.47192491803278674,0.484281,0.47011329113924044,9.420331950207467,24.91515151515151,0.23072463768115942,45.0,82.0,14.0,20.0,18.0,67.0,26.0,9.0,76.0,26.0,60.0,29.0,105.0,84.0,18.0,2.0,27.0,60.0,12.0,72.0,8.0,4.0,26.0,7.0,27.0,156.0,11.0,50.0,44.0,,61.0,25.0,12.0,13.0,3.0,19.0,6.0,8.0,1.0,3.0,12.0,32.0,57.0,1.0,8.0,89.0,7.0,2.0,36.0,11.0,24.0,,,6.0,24.0,105.0,3.0,0.5416666666666666,0.43333333333333335,0.5583333333333333,0.4691358024691358,0.5769230769230769,0.525,0.11203319502074689,0.23170731707317074,0.1,0.020202020202020204,,0.06811145510835913,0.06983240223463687,0.08270676691729323,0.071849234393404,0.0718232044198895,0.040955631399317405,0.06862745098039216,0.061224489795918366,0.06707317073170732,0.07342657342657342,0.09090909090909091,0.2671009771986971,0.5487804878048781,0.7142857142857143,0.4444444444444444,0.3,0.3333333333333333,0.5,0.24691358024691357,0.7,0.10714285714285714,0.13333333333333333,0.20320855614973263,0.2807486631016043,32.0,15.0,29.0,75.0,15.0,0.8620689655172413,0.4393939393939394,0.453125,0.10423452768729642,0.4411764705882353,0.4411764705882353,0.7333333333333333,0.46875,12.0,21.0,14.0,3.0,7.0,4.0,10.0,2.0,5.0,4.0,5.0,12.0,8.0,12.0,8.0,16.0,2.0,15.0,0.4166666666666667,0.38095238095238093,0.10330578512396695,0.12903225806451613,0.05755395683453238,0.625,0.4375,0.4375,1.0,0.35,0.5714285714285714,0.16666666666666666,0.11666666666666667,0.42857142857142855,1.0,0.08333333333333333,0.4,0.5,0.12345679012345678,0.4,0.36363636363636365,,,,,,,,,,True,,,,,,
763,1610612763,Tony Massenburg,Tony Massenburg,763,MEM,74698.0,1245,-316,2329,2333,539,471,305,4662,137.0,18.0,58,1.0,1.0,158.0,348,1.0,403.0,2568,74.0,1.0,190.0,1.0,36.0,224.0,324.0,38.0,10.0,65.0,539,0.6012658227848101,0.753968253968254,0.4540229885057471,0.45702005730659023,0.5024937655860349,0.0028653295128939827,17.34921816827997,0.5846153846153846,0.17307692307692307,0.18687329079307202,0.18633540372670807,0.39255014326647564,0.166189111747851,0.3103448275862069,0.3157894736842105,0.8888888888888888,0.0028653295128939827,0.014492753623188406,0.44126074498567336,0.4653422636103151,0.5110590163934428,0.4422833333333333,6.238505747126437,26.7,0.2314297981966509,92.0,153.0,16.0,31.0,48.0,84.0,41.0,26.0,108.0,23.0,68.0,24.0,73.0,126.0,64.0,,35.0,24.0,2.0,26.0,2.0,,7.0,3.0,14.0,54.0,19.0,81.0,169.0,19.0,100.0,30.0,17.0,13.0,2.0,27.0,9.0,28.0,1.0,5.0,9.0,106.0,174.0,6.0,9.0,117.0,13.0,,53.0,12.0,31.0,,,11.0,31.0,73.0,6.0,0.5540540540540541,0.3382352941176471,0.5540540540540541,0.35507246376811596,0.5934065934065934,0.4294117647058823,0.10057471264367816,0.13725490196078433,0.0948905109489051,0.017241379310344827,0.3114754098360656,0.19010123734533182,0.08635394456289978,0.10857142857142857,0.08984725965858041,0.0990990990990991,0.08354430379746836,0.1079136690647482,0.19923371647509577,0.17167381974248927,0.1949367088607595,0.1276595744680851,0.4383954154727794,0.6013071895424836,0.696969696969697,0.6086956521739131,0.35036496350364965,0.3870967741935484,0.4791666666666667,0.4492753623188406,0.5161290322580645,0.13624678663239073,0.13659793814432988,0.2679900744416873,0.18114143920595532,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,32.0,46.0,,,,,,,,1.0,,,1.0,,6.0,17.0,3.0,22.0,,1.0,0.08099688473520249,0.1111111111111111,0.03870967741935484,0.7096774193548387,,,,0.6216216216216216,0.6956521739130435,0.0625,,,,,,,,,1.0,1.0,1.0,4.0,7.0,,,,,,True,,,,,,
98,1610612763,Nick Anderson,Nick Anderson,98,MEM,4710.0,78,-14,145,141,35,34,16,286,3.0,2.0,7,12.0,3.0,2.0,11,15.0,18.0,137,,3.0,4.0,12.0,3.0,12.0,12.0,5.0,5.0,6.0,35,1.0,1.0,0.18181818181818182,0.3076923076923077,0.3333333333333333,0.5769230769230769,19.642857142857142,0.8333333333333334,0.14285714285714285,0.13924050632911392,0.06666666666666667,0.11538461538461539,0.2692307692307692,0.2857142857142857,0.2857142857142857,1.0,0.46153846153846156,0.6,0.6153846153846154,0.47234999999999994,,0.47428,14.881818181818181,24.91333333333333,0.2413793103448276,,1.0,,,,2.0,,,,1.0,2.0,2.0,4.0,,,,,6.0,1.0,7.0,,1.0,4.0,1.0,1.0,15.0,,,8.0,1.0,,2.0,1.0,1.0,1.0,1.0,,,,1.0,3.0,1.0,7.0,,,2.0,,,1.0,,4.0,,,,4.0,4.0,2.0,,0.5,,0.2,,0.3333333333333333,,,,,0.5,0.13793103448275862,,,,,,,0.19047619047619047,0.1,0.1111111111111111,0.3333333333333333,0.038461538461538464,,,,,,,,,0.037037037037037035,0.08333333333333333,,0.2222222222222222,3.0,3.0,4.0,9.0,3.0,0.75,0.26666666666666666,0.26666666666666666,0.11538461538461539,0.25,0.25,0.6666666666666666,0.25,,,1.0,,,,,,,,,,,3.0,,3.0,1.0,3.0,,,,,,0.75,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2226,1610612763,Will Solomon,Will Solomon,2226,MEM,15858.0,264,-111,483,481,160,141,61,964,9.0,9.0,31,37.0,18.0,19.0,55,46.0,93.0,565,4.0,21.0,18.0,36.0,,16.0,19.0,13.0,9.0,18.0,160,0.47368421052631576,0.47368421052631576,0.34545454545454546,0.39603960396039606,0.42201834862385323,0.45544554455445546,22.759856630824373,0.7222222222222222,,0.07476635514018691,,0.0891089108910891,0.3069306930693069,0.2903225806451613,0.3,0.5555555555555556,0.36633663366336633,0.4864864864864865,0.6039603960396039,0.4754494999999999,0.44944999999999996,0.46770694444444444,11.61818181818182,25.34130434782609,0.33126293995859213,9.0,15.0,4.0,5.0,1.0,13.0,1.0,,2.0,6.0,16.0,8.0,35.0,20.0,,1.0,5.0,23.0,3.0,26.0,1.0,2.0,10.0,6.0,7.0,55.0,,3.0,16.0,,3.0,11.0,7.0,4.0,2.0,5.0,2.0,4.0,,,6.0,8.0,21.0,,,19.0,,2.0,4.0,3.0,2.0,,,,2.0,35.0,1.0,0.25,0.375,0.2,0.36486486486486486,0.2,0.4166666666666667,0.09090909090909091,0.06666666666666667,0.3333333333333333,0.03225806451612903,,0.0903954802259887,0.015463917525773196,,0.012096774193548387,0.0392156862745098,0.013157894736842105,,0.078125,0.0975609756097561,0.09722222222222222,,0.1485148514851485,0.6,0.6428571428571429,0.4444444444444444,0.1111111111111111,0.16666666666666666,,0.13513513513513514,0.8,0.04716981132075472,0.06779661016949153,0.021505376344086023,0.3763440860215054,9.0,10.0,14.0,30.0,10.0,0.7142857142857143,0.30434782608695654,0.3111111111111111,0.0891089108910891,0.2702702702702703,0.2702702702702703,0.7,0.2777777777777778,1.0,1.0,4.0,,,1.0,3.0,,1.0,4.0,,1.0,5.0,12.0,2.0,,2.0,2.0,,0.23809523809523808,,,0.03389830508474576,1.0,0.4444444444444444,0.4444444444444444,0.75,0.2,1.0,,,,,0.2,,,0.08108108108108109,0.3333333333333333,0.2222222222222222,1.0,,,,1.0,0.02127659574468085,,,,True,,,,,,
3,1610612763,Grant Long,Grant Long,3,MEM,43325.0,722,-141,1361,1367,248,212,167,2728,17.0,40.0,95,8.0,6.0,61.0,140,9.0,158.0,1470,9.0,6.0,102.0,7.0,12.0,84.0,96.0,28.0,16.0,39.0,248,0.8360655737704918,0.85,0.4357142857142857,0.42953020134228187,0.4647058823529412,0.06040268456375839,13.510019392372334,0.717948717948718,0.096,0.12405446293494705,0.09278350515463918,0.11409395973154363,0.6375838926174496,0.42105263157894735,0.43010752688172044,0.925,0.053691275167785234,0.18181818181818182,0.2483221476510067,0.4416611486486487,0.42855,0.4642578125,13.921428571428573,27.91111111111111,0.18221895664952242,19.0,28.0,5.0,6.0,2.0,30.0,7.0,1.0,18.0,8.0,27.0,15.0,37.0,20.0,2.0,1.0,8.0,44.0,6.0,50.0,4.0,2.0,19.0,10.0,15.0,106.0,3.0,9.0,70.0,2.0,12.0,23.0,20.0,3.0,5.0,11.0,,12.0,3.0,3.0,6.0,14.0,31.0,,1.0,45.0,2.0,,14.0,9.0,7.0,,,2.0,7.0,37.0,1.0,0.7777777777777778,0.2962962962962963,0.7727272727272727,0.3333333333333333,0.75,0.43023255813953487,0.05714285714285714,0.14285714285714285,0.11764705882352941,0.021052631578947368,0.08,0.13059701492537312,0.016981132075471698,0.030927835051546393,0.019138755980861243,0.008333333333333333,0.008695652173913044,0.024691358024691357,0.08,0.16083916083916083,0.1440329218106996,0.10714285714285714,0.18791946308724833,0.6785714285714286,0.7916666666666666,0.631578947368421,0.11764705882352941,0.13333333333333333,1.0,0.18181818181818182,0.8333333333333334,0.08695652173913043,0.09210526315789473,0.11392405063291139,0.23417721518987342,1.0,2.0,2.0,6.0,2.0,1.0,0.2222222222222222,0.25,0.006711409395973154,0.25,0.25,1.0,0.2857142857142857,1.0,2.0,,,,,,1.0,2.0,2.0,1.0,2.0,2.0,,3.0,4.0,1.0,4.0,0.5,0.3333333333333333,0.03333333333333333,0.0625,0.03896103896103896,0.5714285714285714,,,,0.18181818181818182,0.5,1.0,,,,0.18181818181818182,0.5,1.0,,,0.3333333333333333,,,,,,,,,,True,,,,,,
1715,1610612763,Jason Williams,Jason Williams,1715,MEM,38577.0,643,-161,1223,1230,234,260,154,2453,23.0,48.0,126,99.0,19.0,71.0,172,115.0,271.0,1344,11.0,24.0,42.0,99.0,12.0,46.0,53.0,49.0,33.0,74.0,234,0.29577464788732394,0.3,0.4127906976744186,0.44076655052264807,0.44368600682593856,0.40069686411149824,26.102418207681364,0.6621621621621622,0.11428571428571428,0.0782608695652174,0.10843373493975904,0.08013937282229965,0.43902439024390244,0.38095238095238093,0.38095238095238093,0.3541666666666667,0.34494773519163763,0.4222222222222222,0.4808362369337979,0.4778121951219512,0.4582411764705882,0.46277333333333326,14.877325581395349,25.362608695652174,0.19133278822567457,15.0,23.0,2.0,3.0,8.0,18.0,6.0,2.0,17.0,6.0,21.0,3.0,33.0,100.0,2.0,,2.0,129.0,15.0,144.0,8.0,7.0,70.0,21.0,38.0,303.0,3.0,4.0,33.0,1.0,7.0,30.0,22.0,8.0,15.0,25.0,3.0,16.0,3.0,5.0,13.0,9.0,26.0,2.0,1.0,24.0,,12.0,4.0,2.0,3.0,,,,3.0,33.0,2.0,0.5454545454545454,0.2857142857142857,0.39473684210526316,0.3333333333333333,0.425,0.3404255319148936,0.011627906976744186,0.043478260869565216,0.043478260869565216,,0.03225806451612903,0.07021276595744681,0.008368200836820083,0.02608695652173913,0.011804384485666104,0.009433962264150943,0.004830917874396135,0.02247191011235955,0.046153846153846156,0.08870967741935484,0.07407407407407407,0.13636363636363635,0.08013937282229965,0.6521739130434783,0.6818181818181818,0.13333333333333333,0.34782608695652173,0.36363636363636365,0.25,0.06666666666666667,0.6666666666666666,0.013745704467353952,0.022727272727272728,0.06273062730627306,0.12177121771217712,16.0,29.0,37.0,57.0,29.0,0.5135135135135135,0.3217391304347826,0.3217391304347826,0.05574912891986063,0.29292929292929293,0.29292929292929293,0.41379310344827586,0.29292929292929293,2.0,2.0,8.0,1.0,2.0,2.0,5.0,,6.0,4.0,1.0,8.0,6.0,54.0,3.0,3.0,,1.0,0.125,0.25,0.012121212121212121,0.038461538461538464,0.017142857142857144,0.3333333333333333,0.5,0.5,0.875,0.10526315789473684,1.0,,0.10526315789473684,0.5,1.0,0.3157894736842105,,,0.1111111111111111,0.4,0.21052631578947367,,,,1.0,,,,,,True,,,,,,
1934,1610612763,Rodney Buford,Rodney Buford,1934,MEM,31313.0,522,-142,969,967,264,245,119,1936,42.0,36.0,80,14.0,7.0,76.0,157,16.0,181.0,1077,18.0,8.0,118.0,14.0,14.0,57.0,74.0,9.0,7.0,19.0,264,0.7763157894736842,0.7972972972972973,0.4840764331210191,0.47398843930635837,0.4891304347826087,0.09248554913294797,18.28828828828829,0.47368421052631576,0.1686746987951807,0.11965811965811966,0.19047619047619047,0.24277456647398843,0.4624277456647399,0.45,0.46153846153846156,0.9444444444444444,0.08092485549132948,0.1794871794871795,0.2947976878612717,0.4466170520231215,0.49748125,0.4623320512820512,11.805095541401274,24.687499999999996,0.2724458204334365,23.0,35.0,6.0,8.0,17.0,17.0,6.0,2.0,14.0,16.0,31.0,8.0,46.0,34.0,4.0,,11.0,16.0,1.0,17.0,1.0,,8.0,3.0,5.0,35.0,2.0,15.0,42.0,1.0,17.0,13.0,8.0,5.0,5.0,10.0,2.0,2.0,1.0,,5.0,13.0,29.0,,2.0,24.0,1.0,1.0,11.0,1.0,2.0,,,,2.0,46.0,3.0,0.3333333333333333,0.5161290322580645,0.3333333333333333,0.48717948717948717,0.34210526315789475,0.5227272727272727,0.07006369426751592,0.08571428571428572,0.14285714285714285,0.025,0.029411764705882353,0.10909090909090909,0.03787878787878788,0.03636363636363636,0.037694013303769404,0.0375,0.03428571428571429,0.02040816326530612,0.056074766355140186,0.08490566037735849,0.1569767441860465,0.1,0.2023121387283237,0.6571428571428571,0.71875,0.782608695652174,0.40476190476190477,0.4722222222222222,0.4117647058823529,0.20512820512820512,0.75,0.060109289617486336,0.0658682634730539,0.07734806629834254,0.2541436464088398,2.0,3.0,4.0,12.0,3.0,1.0,0.25,0.25,0.011560693641618497,0.21428571428571427,0.21428571428571427,1.0,0.21428571428571427,3.0,9.0,1.0,,,1.0,1.0,,,1.0,,,2.0,,3.0,1.0,1.0,1.0,,0.25,0.0425531914893617,0.16666666666666666,0.0379746835443038,0.5,0.5,0.5,1.0,0.5,0.3333333333333333,0.3333333333333333,,,,,,,0.02564102564102564,1.0,0.14285714285714285,,1.0,,,,,,,,True,,,,,,
