EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGA,PenaltyCorner3FGA,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,BlockedShortMidRange,ShortMidRangePctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,Corner3Frequency,PenaltyCorner3Frequency,SecondChanceAtRimFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFG2M,SecondChanceFtPoints,PtsPutbacks,FTOffRebounds,FTDefRebounds,SelfOReb,Clear Path Fouls,BlockedAtRim,OffensiveGoaltends,SecondChanceFg2Pct,DefFTReboundPct,OffFTReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Loose Ball Fouls,3SecondViolations,Defensive 3 Seconds Violations,DefCorner3ReboundPct,Travels,Blocked3s,BlockedArc3,LongMidRangePctBlocked,BlockedCorner3,DefensiveGoaltends,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,on,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked
1601,1610612762,Rusty LaRue,Rusty LaRue,1601,UTA,4678.0,78,-2,153,148,76,77,24,301,2.0,5,1.0,1.0,4.0,1.0,4,6.0,10.0,4.0,11.0,2.0,4.0,4.0,7.0,9.0,19,4.0,11.0,8,38,156,1.0,2.0,4.0,6.0,6.0,13.0,4.0,7.0,6,30,8.0,10.0,9.0,3.0,11.0,4.0,1,5.0,2.0,7.0,1.0,1.0,1.0,1.0,3.0,16.0,6.0,6,6,4.0,4.0,4,3.0,1.0,4,2.0,5,11,1.0,2.0,2,3,1.0,1.0,1.0,1.0,30,76,2,0.4444444444444444,0.4444444444444444,0.75,0.36363636363636365,0.5,0.5714285714285714,0.36363636363636365,0.47368421052631576,0.46153846153846156,0.5,0.6,0.6,0.5294117647058824,0.6,0.625,0.36666666666666664,0.05263157894736842,0.2,20.54054054054054,1.0,0.14285714285714285,0.10526315789473684,0.2857142857142857,0.125,0.10526315789473684,1.0,0.16666666666666666,0.4,0.5,0.5,0.13333333333333333,0.25,0.25,0.3333333333333333,0.6,0.6,0.5,0.36666666666666664,0.36363636363636365,0.36363636363636365,0.75,0.2,0.8,0.5,1.0,0.2,0.25,0.35,0.5714285714285714,0.5333333333333333,0.36363636363636365,0.46200833333333324,0.5117166666666667,0.45621999999999996,0.06451612903225806,0.1,0.15789473684210525,0.7894736842105263,12.142105263157896,24.827272727272728,0.49673202614379086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1900,1610612762,Quincy Lewis,Quincy Lewis,1900,UTA,4023.0,67,-21,136,141,65,57,11,277,2.0,3,,,,,4,1.0,5.0,,2.0,,,,1.0,3.0,12,,4.0,2,8,144,1.0,,,,,2.0,,2.0,2,2,4.0,2.0,,,2.0,,2,4.0,4.0,8.0,3.0,1.0,2.0,1.0,1.0,20.0,5.0,7,11,3.0,2.0,5,4.0,1.0,9,8.0,15,4,,,1,1,4.0,1.0,4.0,2.0,2,65,1,0.6666666666666666,0.6666666666666666,,,,,,0.25,,0.1875,,,0.2222222222222222,,0.2,0.25,0.16666666666666666,,18.0,0.5555555555555556,0.09433962264150944,0.109375,0.07142857142857142,,0.16666666666666666,0.5,0.1875,0.6666666666666666,0.6666666666666666,0.5,0.25,,,0.3125,0.2,0.2,1.0,0.125,,,,,,,,,,0.25,,0.4375,,0.470796875,,0.4391375,0.058823529411764705,0.07692307692307693,,0.25,11.133333333333333,24.325000000000003,0.47794117647058826,2.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,3.0,0.5,0.06666666666666667,0.18181818181818182,0.125,0.07547169811320754,0.07692307692307693,0.08695652173913043,0.16666666666666666,0.25,0.125,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1909,1610612762,Scott Padgett,Scott Padgett,1909,UTA,15737.0,262,-38,499,498,209,198,78,997,16.0,26,14.0,10.0,16.0,2.0,9,3.0,10.0,12.0,23.0,2.0,2.0,5.0,9.0,21.0,45,16.0,28.0,12,102,528,15.0,3.0,3.0,36.0,13.0,25.0,6.0,11.0,6,50,24.0,18.0,45.0,3.0,23.0,12.0,4,19.0,3.0,22.0,3.0,,12.0,2.0,5.0,47.0,25.0,42,72,13.0,5.0,7,3.0,4.0,13,16.0,21,16,4.0,,8,2,3.0,,3.0,1.0,50,209,2,0.5714285714285714,0.9230769230769231,0.9375,0.5714285714285714,1.0,0.5454545454545454,0.5714285714285714,0.4666666666666667,0.52,0.6164383561643836,0.8055555555555556,0.6111111111111112,0.6455696202531646,0.9,0.6410256410256411,0.3835616438356164,0.08888888888888889,0.15384615384615385,15.619694397283531,0.5384615384615384,0.1497005988023952,0.13551401869158877,0.13043478260869565,0.14,0.16901408450704225,0.3333333333333333,0.3561643835616438,0.6153846153846154,0.7272727272727273,0.5,0.1232876712328767,0.2222222222222222,0.2222222222222222,0.136986301369863,0.3,0.3,0.6666666666666666,0.3150684931506849,0.5217391304347826,0.5217391304347826,0.9166666666666666,0.7777777777777778,0.1111111111111111,1.0,1.0,0.4444444444444444,0.625,0.25,0.5555555555555556,0.7397260273972602,0.5217391304347826,0.5089349315068493,0.549490625,0.4971055555555556,0.1038961038961039,0.16326530612244897,0.35294117647058826,0.49019607843137253,5.897777777777777,24.49285714285714,0.4188376753507014,5.0,2.0,4.0,22.0,4.0,30.0,8.0,2.0,6.0,3.0,3.0,6.0,,1.0,,0.11956521739130435,0.0851063829787234,0.08,0.1111111111111111,0.10344827586206896,0.1044776119402985,0.07692307692307693,0.1,0.0684931506849315,0.05555555555555555,10.0,4.0,1.0,1.0,1.0,10.0,7.0,16.0,4.0,13.0,1.0,1.0,2.0,1.0,0.6666666666666666,0.5416666666666666,0.2,0.15254237288135594,0.09090909090909091,0.03125,1.0,0.8,0.8,1.0,0.7142857142857143,0.2,0.05555555555555555,1.0,1.0,0.5,,,,,,,,,,,,,,,True,,,
252,1610612762,Karl Malone,Karl Malone,252,UTA,15751.0,263,-110,508,507,212,228,58,1015,25.0,36,6.0,10.0,14.0,5.0,18,20.0,55.0,,,,,,,50.0,109,,,58,158,587,13.0,,,11.0,16.0,41.0,,,32,64,78.0,22.0,,,,,7,19.0,4.0,23.0,3.0,1.0,12.0,,7.0,50.0,32.0,49,56,16.0,6.0,16,15.0,1.0,23,10.0,18,71,6.0,2.0,27,10,4.0,,4.0,3.0,64,212,2,0.78,0.8125,,,,,,0.45871559633027525,0.3902439024390244,0.45871559633027525,0.3076923076923077,0.3902439024390244,0.5571428571428572,0.34375,0.5338983050847458,,0.06422018348623854,0.16666666666666666,28.151986183074264,0.6956521739130435,0.21768707482993196,0.20833333333333334,0.21052631578947367,0.23255813953488372,0.21212121212121213,0.75,0.3302752293577982,0.6944444444444444,0.8333333333333334,0.8,0.1651376146788991,0.2777777777777778,0.29411764705882354,0.5045871559633027,0.36363636363636365,0.36363636363636365,0.75,,,,,0.46153846153846156,,,,0.34146341463414637,0.7142857142857143,,,0.3302752293577982,,0.45702201834862394,0.43545999999999996,0.44462926829268284,0.2076923076923077,0.2076923076923077,0.06962025316455696,0.4050632911392405,10.87889908256881,,0.41732283464566927,,,1.0,6.0,8.0,7.0,10.0,4.0,7.0,,,7.0,2.0,2.0,0.05555555555555555,0.03,0.17777777777777778,0.04,0.03111111111111111,0.020833333333333332,0.03333333333333333,0.045454545454545456,0.20588235294117646,,,2.0,,,,,4.0,3.0,4.0,,9.0,1.0,,2.0,,0.3076923076923077,0.5,,0.03225806451612903,,0.019230769230769232,0.8,,,,0.3333333333333333,,,,,,1.0,1.0,1.0,0.09090909090909091,,,,,,,,,,,True,,,
680,1610612762,John Amaechi,John Amaechi,680,UTA,35159.0,586,-131,1115,1121,432,452,157,2236,36.0,81,15.0,10.0,25.0,9.0,52,9.0,33.0,,,,,,,54.0,166,,,67,175,1194,28.0,,,26.0,15.0,63.0,,,31,61,68.0,40.0,,,,,38,24.0,5.0,29.0,4.0,1.0,9.0,1.0,14.0,63.0,41.0,57,109,7.0,5.0,23,12.0,11.0,55,29.0,64,105,7.0,,45,11,9.0,,10.0,8.0,61,432,9,0.6296296296296297,0.68,,,,,,0.3253012048192771,0.23809523809523808,0.3253012048192771,0.2857142857142857,0.23809523809523808,0.4069767441860465,0.3611111111111111,0.3505747126436782,,0.2289156626506024,0.2839506172839506,20.657995409334355,0.41818181818181815,0.10962566844919786,0.11228813559322035,0.11320754716981132,0.10344827586206896,0.1118421052631579,0.8,0.4879518072289157,0.4444444444444444,0.6206896551724138,0.6111111111111112,0.3132530120481928,0.17307692307692307,0.23684210526315788,0.19879518072289157,0.2727272727272727,0.28125,0.8888888888888888,,,,,0.5357142857142857,,,,0.3968253968253968,0.4,,,0.4879518072289157,,0.463344578313253,0.4651166666666667,0.44867142857142855,0.22058823529411764,0.22058823529411764,0.14857142857142858,0.3485714285714286,6.25120481927711,,0.3874439461883408,,,11.0,37.0,12.0,52.0,2.0,6.0,32.0,4.0,5.0,19.0,13.0,4.0,0.2692307692307692,0.08390022675736962,0.12244897959183673,0.12359550561797752,0.09056603773584905,0.06779661016949153,0.08888888888888889,0.11428571428571428,0.13157894736842105,,,5.0,,,,,8.0,10.0,8.0,4.0,4.0,3.0,,5.0,,0.2857142857142857,0.0784313725490196,0.1,0.09090909090909091,0.15789473684210525,0.04225352112676056,0.4444444444444444,,,,0.3333333333333333,0.2,,,,,4.0,6.0,3.0,0.09090909090909091,2.0,1.0,1.0,0.030303030303030304,,,,,,,True,,,
935,1610612762,Bryon Russell,Bryon Russell,935,UTA,15079.0,251,-55,462,467,172,170,57,929,5.0,9,2.0,,,1.0,4,6.0,24.0,6.0,20.0,2.0,4.0,1.0,7.0,12.0,37,10.0,28.0,9,63,513,4.0,2.0,4.0,8.0,1.0,10.0,1.0,8.0,4,9,20.0,4.0,30.0,,20.0,6.0,2,7.0,3.0,10.0,3.0,,2.0,2.0,3.0,23.0,22.0,30,39,11.0,2.0,8,6.0,2.0,20,10.0,26,11,1.0,,4,2,2.0,,2.0,1.0,9,172,7,0.8333333333333334,0.9090909090909091,1.0,0.35714285714285715,0.5,0.125,0.35714285714285715,0.32432432432432434,0.1,0.4153846153846154,0.5,0.1388888888888889,0.45,0.5,0.225,0.4307692307692308,0.05405405405405406,0.2222222222222222,16.791044776119403,0.4,0.14965986394557823,0.14507772020725387,0.09090909090909091,0.14583333333333334,0.18181818181818182,0.5,0.13846153846153847,0.5555555555555556,0.7142857142857143,0.6,0.06153846153846154,0.25,0.25,0.36923076923076925,0.25,0.25,1.0,0.3076923076923077,0.3,0.3,1.0,0.25,0.5,0.5,1.0,,,0.3888888888888889,0.14285714285714285,0.5692307692307692,0.3,0.48549765625,0.5356083333333334,0.4519,0.058823529411764705,0.1,0.12698412698412698,0.14285714285714285,13.248648648648647,25.071428571428562,0.3722943722943723,8.0,1.0,1.0,7.0,6.0,9.0,9.0,5.0,12.0,1.0,2.0,7.0,4.0,1.0,,0.03783783783783784,0.13043478260869565,0.029411764705882353,0.0365296803652968,0.034482758620689655,0.039473684210526314,0.03333333333333333,0.12903225806451613,0.12307692307692308,0.05555555555555555,1.0,4.0,,,,1.0,,2.0,1.0,2.0,3.0,,1.0,,0.25,0.11764705882352941,0.05263157894736842,0.0392156862745098,,0.075,1.0,0.5,0.5,1.0,0.5,,,,,,1.0,,,0.13333333333333333,,,,,,,,,,,True,,,
1905,1610612762,Andrei Kirilenko,Andrei Kirilenko,1905,UTA,15000.0,250,2,479,487,181,199,65,966,22.0,36,8.0,7.0,14.0,2.0,7,5.0,15.0,3.0,9.0,,1.0,2.0,4.0,29.0,58,3.0,12.0,35,102,469,9.0,,1.0,20.0,11.0,23.0,2.0,5.0,15,43,36.0,22.0,3.0,6.0,9.0,3.0,6,5.0,2.0,7.0,1.0,1.0,3.0,,2.0,16.0,25.0,40,59,14.0,10.0,6,4.0,2.0,10,6.0,21,48,2.0,,17,8,14.0,4.0,15.0,6.0,43,181,5,0.6206896551724138,0.72,0.3333333333333333,0.25,,0.4,0.25,0.5,0.4782608695652174,0.4785714285714286,0.5,0.5,0.5483870967741935,0.625,0.5512820512820513,0.17142857142857143,0.10344827586206896,0.08333333333333333,18.19787985865724,0.6,0.15337423312883436,0.1625615763546798,0.09090909090909091,0.13725490196078433,0.20588235294117646,0.4,0.5142857142857142,0.6111111111111112,0.6666666666666666,0.5454545454545454,0.1,0.2857142857142857,0.3333333333333333,0.21428571428571427,0.3333333333333333,0.38461538461538464,1.0,0.12857142857142856,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8,0.1,,,0.5,0.5,0.14285714285714285,0.5,0.6857142857142857,0.3333333333333333,0.5049942857142857,0.5462312500000001,0.4984946428571429,0.2,0.2328767123287671,0.19607843137254902,0.4215686274509804,6.229310344827587,25.04166666666667,0.3778705636743215,3.0,1.0,6.0,11.0,8.0,19.0,4.0,2.0,4.0,,1.0,2.0,2.0,7.0,0.14285714285714285,0.06043956043956044,0.2,0.13043478260869565,0.07456140350877193,0.07142857142857142,0.028169014084507043,0.14285714285714285,0.18518518518518517,0.04285714285714286,0.03571428571428571,5.0,,,,,5.0,10.0,8.0,2.0,7.0,1.0,,3.0,,0.5555555555555556,0.2916666666666667,0.13333333333333333,0.08695652173913043,0.09090909090909091,0.03125,0.5,,,,0.625,0.2,,,,,4.0,,1.0,0.23076923076923078,,1.0,,0.13333333333333333,1.0,1.0,,,,,True,,,
2052,1610612762,DeShawn Stevenson,DeShawn Stevenson,2052,UTA,12390.0,206,-39,404,400,192,182,69,804,13.0,26,6.0,5.0,13.0,2.0,10,14.0,36.0,,7.0,,1.0,,5.0,29.0,72,,9.0,15,73,436,12.0,,1.0,12.0,14.0,39.0,,7.0,10,38,40.0,18.0,,,6.0,,7,21.0,4.0,25.0,2.0,2.0,12.0,3.0,6.0,54.0,8.0,13,26,10.0,6.0,12,8.0,4.0,17,6.0,14,16,,,7,1,5.0,2.0,5.0,4.0,38,192,4,0.6896551724137931,0.7692307692307693,,,,,,0.4027777777777778,0.358974358974359,0.35802469135802467,0.38461538461538464,0.30434782608695654,0.4101123595505618,0.42857142857142855,0.37254901960784315,0.1111111111111111,0.09722222222222222,0.07692307692307693,21.765913757700204,0.7058823529411765,0.05970149253731343,0.0755813953488372,0.07317073170731707,0.075,0.03773584905660377,0.8,0.32098765432098764,0.5,0.5416666666666666,0.46153846153846156,0.12345679012345678,0.2,0.4,0.4444444444444444,0.3888888888888889,0.3888888888888889,0.9285714285714286,0.08641975308641975,,,,0.46153846153846156,0.07692307692307693,,,0.2826086956521739,0.38461538461538464,0.10869565217391304,,0.43209876543209874,,0.4711056962025317,0.5262388888888888,0.44920568181818177,0.07954545454545454,0.08860759493670886,0.1643835616438356,0.5205479452054794,10.534722222222221,27.66666666666667,0.4752475247524752,2.0,2.0,3.0,10.0,5.0,13.0,4.0,2.0,5.0,1.0,3.0,8.0,1.0,1.0,0.5,0.0625,0.13157894736842105,0.08108108108108109,0.06598984771573604,0.046511627906976744,0.05,0.07692307692307693,0.1388888888888889,0.024691358024691357,0.043478260869565216,3.0,,,,,5.0,2.0,6.0,,,4.0,,2.0,,0.4166666666666667,,,0.08771929824561403,0.09090909090909091,0.0975609756097561,0.5,,,,0.5,,,,,,,,,,1.0,,,,,,1.0,,,,True,,,
2260,1610612762,Jarron Collins,Jarron Collins,2260,UTA,711.0,12,-3,26,25,9,4,1,51,,1,,,,,1,,,,,,,,,,2,,,3,3,26,,,,2.0,,,,,3,3,,,,,,,2,,,,,,,,,,,2,3,,,1,1.0,,1,,2,4,,,1,1,,,,,3,9,2,,,,,,,,,,,,,0.375,1.0,0.75,,1.0,1.0,17.24137931034483,1.0,,0.1,,,,,0.5,,,,0.5,,,,,,,,,,,,,,,,,,,0.5,,0.35275,,,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,6.1,,0.34615384615384615,,,,1.0,1.0,1.0,,,,,,,,,1.0,0.125,0.5,,0.08333333333333333,0.25,,,,,,,,,,,,2.0,,,1.0,,,,,,0.5,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,True,,,
923,1610612762,Donyell Marshall,Donyell Marshall,923,UTA,11555.0,193,-95,365,363,120,117,55,728,29.0,39,11.0,9.0,10.0,6.0,22,2.0,8.0,1.0,2.0,,,,,37.0,69,3.0,5.0,11,94,409,15.0,,,18.0,12.0,19.0,,,4,28,54.0,20.0,9.0,,2.0,1.0,3,10.0,1.0,11.0,1.0,,7.0,,3.0,23.0,22.0,32,47,7.0,6.0,7,5.0,2.0,12,15.0,19,20,1.0,,9,1,10.0,,11.0,8.0,28,120,2,0.7297297297297297,0.7941176470588235,1.0,0.6,,,0.6,0.5362318840579711,0.631578947368421,0.5608108108108109,0.5333333333333333,0.631578947368421,0.5662650602409639,0.5,0.6086956521739131,0.06756756756756757,0.043478260869565216,0.05128205128205128,22.300469483568076,0.5833333333333334,0.16541353383458646,0.15853658536585366,0.09523809523809523,0.2708333333333333,0.11627906976744186,0.7272727272727273,0.527027027027027,0.7435897435897436,0.7837837837837838,0.7586206896551724,0.2972972972972973,0.2727272727272727,0.2857142857142857,0.10810810810810811,0.25,0.25,1.0,0.02702702702702703,0.5,0.5,1.0,0.7333333333333333,,,,0.5263157894736842,0.9,,,0.5945945945945946,0.5,0.5023249999999999,0.5147,0.46049473684210523,0.10975609756097561,0.11688311688311688,0.19148936170212766,0.2978723404255319,4.934782608695651,23.66,0.3287671232876712,3.0,,,14.0,4.0,15.0,1.0,4.0,5.0,,1.0,4.0,,4.0,0.045454545454545456,0.09032258064516129,0.12903225806451613,,0.07954545454545454,,0.1267605633802817,,0.11538461538461539,0.04054054054054054,,8.0,2.0,,,,8.0,2.0,6.0,1.0,6.0,1.0,,6.0,,0.5333333333333333,0.35294117647058826,0.09090909090909091,0.11627906976744186,,0.03571428571428571,0.5,0.6666666666666666,0.6666666666666666,1.0,0.7272727272727273,0.5,,,,,1.0,,,0.2,1.0,1.0,,,1.0,2.0,,,,,True,,,
