EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,BlockedAtRim,SecondChanceAtRimAccuracy,FTOffRebounds,Blocked3s,BlockedArc3,BlockedLongMidRange,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,AtRimPctBlocked,OffFTReboundPct,SecondChanceAtRimPctAssisted,HeaveMakes,HeaveAttempts,LongMidRangePctBlocked,Clear Path Fouls,Technical Free Throw Trips,OffensiveGoaltends,OffCorner3ReboundPct,on,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked
147,1610612741,Jalen Rose,Jalen Rose,147,CHI,15463.0,258,50,503,490,132,184,59,993,19.0,28,2.0,9.0,9.0,10.0,23.0,23,56,3.0,10.0,1.0,1.0,1.0,3.0,7.0,16.0,1.0,2.0,1.0,4.0,52,107,10.0,26.0,33,167,502,4.0,12,2.0,3.0,1.0,15.0,19.0,28,2.0,7.0,17.0,61.0,42,62.0,27.0,3.0,2.0,16.0,7.0,3.0,21.0,7.0,28.0,5.0,2.0,12.0,3.0,6.0,63.0,1.0,4.0,7.0,16,1.0,24,5.0,29,3.0,10.0,5.0,5.0,16.0,2.0,9.0,9.0,1.0,7.0,1.0,25.0,2.0,4.0,8,28,1.0,3.0,41,3.0,18,4.0,6.0,6.0,6.0,4.0,61.0,132,4.0,0.40384615384615385,0.4117647058823529,0.9,0.38461538461538464,0.6666666666666666,0.2857142857142857,0.38461538461538464,0.48598130841121495,0.3333333333333333,0.6785714285714286,0.5037593984962406,0.4666666666666667,0.6285714285714286,0.5493421052631579,0.46875,0.6931818181818182,0.19548872180451127,0.028037383177570093,0.13043478260869565,30.998248686514888,0.64,0.05555555555555555,0.0851063829787234,0.021505376344086023,0.12727272727272726,0.0196078431372549,0.09465020576131687,0.02109704641350211,0.017857142857142856,0.02702702702702703,0.021505376344086023,0.029411764705882353,0.04,0.06976744186046512,0.11578947368421053,0.14634146341463414,0.07142857142857142,0.04477611940298507,0.6666666666666666,0.21052631578947367,0.6785714285714286,0.6785714285714286,0.47368421052631576,0.17293233082706766,0.43478260869565216,0.5,0.1,0.42105263157894735,0.4107142857142857,0.4107142857142857,0.4782608695652174,0.07518796992481203,0.3,0.3,0.6666666666666666,0.12030075187969924,0.4375,0.4375,1.0,0.13333333333333333,0.06666666666666667,1.0,1.0,0.13333333333333333,0.5,1.0,0.2571428571428571,1.0,0.08571428571428572,0.3333333333333333,0.11428571428571428,0.25,0.40601503759398494,0.4375,0.46031818181818185,0.43353749999999996,0.4746205882352941,0.12162162162162163,0.14754098360655737,0.08982035928143713,0.3652694610778443,11.354205607476635,25.234615384615385,0.2624254473161034,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1944,1610612741,Eddie Robinson,Eddie Robinson,1944,CHI,8546.0,142,-4,283,284,65,61,27,567,11.0,15,5.0,3.0,4.0,1.0,8.0,19,40,,,,,,,,2.0,,,,1.0,31,63,,2.0,7,69,277,4.0,7,,,,8.0,6.0,7,,1.0,3.0,15.0,46,16.0,,,6.0,2.0,,1.0,9.0,,9.0,,,6.0,1.0,2.0,18.0,2.0,4.0,3.0,9,1.0,13,6.0,19,1.0,9.0,7.0,2.0,6.0,,3.0,4.0,2.0,3.0,,10.0,,1.0,4,11,,1.0,9,1.0,4,1.0,4.0,2.0,4.0,2.0,15.0,65,3.0,0.7419354838709677,0.8214285714285714,,,,,,0.49206349206349204,0.5714285714285714,0.8571428571428571,0.47692307692307695,0.5714285714285714,0.75,0.5,0.5714285714285714,0.8333333333333334,0.03076923076923077,0.015873015873015872,0.125,24.764890282131663,0.6,0.08333333333333333,0.09574468085106383,0.03333333333333333,0.09375,0.13333333333333333,0.09523809523809523,0.044444444444444446,0.041666666666666664,,0.046153846153846156,0.13333333333333333,0.15384615384615385,0.08333333333333333,0.06818181818181818,0.05555555555555555,0.14285714285714285,0.030303030303030304,0.5,0.23076923076923078,0.7333333333333333,0.7333333333333333,0.6363636363636364,0.12307692307692308,0.125,0.14285714285714285,1.0,0.6153846153846154,0.475,0.475,0.7894736842105263,,,,,0.03076923076923077,,,,0.7142857142857143,,,,,,,0.5,0.75,,,0.125,,0.26153846153846155,,0.4645284615384615,0.5641,0.55476875,0.058823529411764705,0.06060606060606061,0.11594202898550725,0.21739130434782608,12.403174603174605,25.9,0.22968197879858657,3.0,2.0,0.6,,,,,,,,,,,,,,,,,,True,,,,,,
2199,1610612741,Tyson Chandler,Tyson Chandler,2199,CHI,29303.0,488,30,943,939,254,236,100,1882,42.0,65,18.0,6.0,13.0,4.0,17.0,9,22,,,,,,,,,,,,,55,104,,,52,162,918,11.0,19,,,9.0,31.0,8.0,20,,,20.0,36.0,86,24.0,,,16.0,,,6.0,21.0,2.0,23.0,,2.0,10.0,1.0,10.0,48.0,3.0,28.0,17.0,57,7.0,81,33.0,114,3.0,9.0,7.0,2.0,17.0,3.0,8.0,20.0,3.0,9.0,,37.0,2.0,9.0,38,68,6.0,11.0,92,10.0,43,8.0,28.0,7.0,29.0,20.0,36.0,254,3.0,0.7818181818181819,0.9148936170212766,,,,,,0.5288461538461539,0.5789473684210527,0.4,0.5288461538461539,0.5789473684210527,0.4,0.5586206896551724,0.5740740740740741,0.5,,0.057692307692307696,0.17647058823529413,17.31684110371075,0.4594594594594595,0.2413793103448276,0.16521739130434782,0.0851063829787234,0.1588785046728972,0.057692307692307696,0.16371681415929204,0.08136482939632546,0.1276595744680851,0.06060606060606061,0.07100591715976332,0.07317073170731707,0.11224489795918367,0.17857142857142858,0.1901840490797546,0.15492957746478872,0.16666666666666666,0.07142857142857142,0.6896551724137931,0.625,0.6461538461538462,0.6774193548387096,0.7857142857142857,0.16346153846153846,0.23529411764705882,0.2857142857142857,0.75,0.21153846153846154,0.4090909090909091,0.4090909090909091,0.7777777777777778,,,,,,,,,0.9473684210526315,,,,,,,0.65,0.46153846153846156,,,,,0.625,,0.52205,0.5681210526315791,0.5151049999999999,0.31386861313868614,0.31386861313868614,0.19135802469135801,0.2222222222222222,4.831730769230769,,0.26935312831389185,10.0,17.0,0.5555555555555556,2.0,1.0,1.0,4.0,3.0,1.0,2.0,0.046153846153846156,0.04081632653061224,0.2,,,,,,,,True,,,,,,
696,1610612741,Travis Best,Travis Best,696,CHI,14356.0,239,69,457,458,95,129,55,915,21.0,31,,8.0,11.0,3.0,6.0,17,42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,,,,2.0,41,79,2.0,6.0,16,104,452,,2,1.0,1.0,2.0,5.0,11.0,25,1.0,3.0,9.0,34.0,16,66.0,3.0,3.0,,2.0,,3.0,42.0,10.0,52.0,7.0,3.0,21.0,5.0,16.0,114.0,1.0,2.0,,21,2.0,23,3.0,26,,10.0,5.0,5.0,7.0,,3.0,2.0,,4.0,,9.0,,3.0,7,15,,2.0,17,1.0,4,5.0,1.0,1.0,1.0,1.0,34.0,95,3.0,0.1951219512195122,0.1951219512195122,0.5,0.3333333333333333,1.0,0.3333333333333333,0.25,0.5189873417721519,,0.44,0.5176470588235295,0.5,0.44642857142857145,0.5591397849462365,0.625,0.5151515151515151,0.07058823529411765,0.0379746835443038,,19.653179190751445,0.7777777777777778,0.125,0.11797752808988764,0.012422360248447204,,0.03333333333333333,0.09292035398230089,0.015706806282722512,0.045454545454545456,,,0.05263157894736842,0.10638297872340426,0.11363636363636363,0.12643678160919541,,,,1.0,0.36470588235294116,0.6774193548387096,0.7241379310344828,0.19047619047619047,0.07058823529411765,0.5,0.5,,0.49411764705882355,0.40476190476190477,0.4146341463414634,0.23529411764705882,0.011764705882352941,1.0,1.0,1.0,0.058823529411764705,0.2,0.2,,,0.3333333333333333,1.0,1.0,,,,0.39285714285714285,0.7272727272727273,0.03571428571428571,1.0,0.07142857142857142,,0.43529411764705883,,0.47178353658536576,0.4381,0.4302,0.045454545454545456,0.04878048780487805,0.04807692307692308,0.3269230769230769,10.870886075949366,32.61666666666667,0.20787746170678337,,,,,,,,,,,0.06451612903225806,,,1.0,2.0,0.023809523809523808,,,,,True,,,,,,
697,1610612741,Fred Hoiberg,Fred Hoiberg,697,CHI,84373.0,1406,-161,2638,2617,646,703,304,5255,38.0,66,5.0,8.0,10.0,6.0,15.0,53,118,4.0,15.0,,1.0,2.0,4.0,20.0,77.0,4.0,14.0,6.0,19.0,97,199,24.0,92.0,79,345,2760,7.0,15,4.0,15.0,7.0,33.0,17.0,33,8.0,23.0,33.0,91.0,162,32.0,72.0,,6.0,77.0,20.0,18.0,117.0,19.0,136.0,14.0,5.0,44.0,19.0,54.0,291.0,6.0,10.0,38.0,134,20.0,192,18.0,210,1.0,61.0,31.0,30.0,28.0,3.0,19.0,4.0,,9.0,,32.0,5.0,8.0,43,87,,1.0,94,5.0,29,11.0,5.0,1.0,5.0,3.0,91.0,646,14.0,0.8350515463917526,0.8617021276595744,1.0,0.2608695652173913,0.26666666666666666,0.34782608695652173,0.2608695652173913,0.48743718592964824,0.4666666666666667,0.5151515151515151,0.4570446735395189,0.43333333333333335,0.5178571428571429,0.5,0.47058823529411764,0.589041095890411,0.3161512027491409,0.09045226130653267,0.26666666666666666,11.957247828991315,0.875,0.20618556701030927,0.1416490486257928,0.009823182711198428,0.14232209737827714,0.02857142857142857,0.14179719703215168,0.013029315960912053,0.014652014652014652,0.012987012987012988,0.005836575875486381,0.03680981595092025,0.13857677902621723,0.12334801762114538,0.15265486725663716,0.1518324607329843,0.11842105263157894,0.006622516556291391,0.6,0.2268041237113402,0.5757575757575758,0.6909090909090909,0.6842105263157895,0.05154639175257732,0.4,0.5454545454545454,0.6666666666666666,0.4054982817869416,0.4491525423728814,0.4608695652173913,0.9622641509433962,0.05154639175257732,0.26666666666666666,0.26666666666666666,1.0,0.2646048109965636,0.2597402597402597,0.2597402597402597,1.0,0.16666666666666666,0.03333333333333333,,,0.4666666666666667,0.2857142857142857,1.0,0.17857142857142858,0.8,0.07142857142857142,0.5,0.3392857142857143,0.3157894736842105,0.5429553264604811,0.2597402597402597,0.49650051546391755,0.4942619999999999,0.5028098214285713,0.09206349206349207,0.13004484304932734,0.09565217391304348,0.263768115942029,11.899497487437186,25.04673913043477,0.244882486732373,2.0,4.0,0.4,2.0,,,,,,,0.16666666666666666,0.018691588785046728,,,,0.025423728813559324,2.0,19.0,,,True,,,,,,
2201,1610612741,Eddy Curry,Eddy Curry,2201,CHI,25305.0,422,-24,800,793,166,203,90,1593,54.0,92,26.0,9.0,14.0,11.0,37.0,2,14,,,,,,,,,,,,,67,143,,,38,172,806,16.0,30,,,3.0,35.0,13.0,27,,,11.0,37.0,96,38.0,,,26.0,,,22.0,11.0,,11.0,,,5.0,1.0,5.0,22.0,5.0,33.0,8.0,40,4.0,52,38.0,90,9.0,3.0,2.0,1.0,13.0,,5.0,17.0,1.0,8.0,1.0,30.0,4.0,5.0,37,75,8.0,13.0,58,6.0,31,1.0,22.0,2.0,22.0,9.0,37.0,166,4.0,0.7164179104477612,0.8888888888888888,,,,,,0.46853146853146854,0.5333333333333333,0.48148148148148145,0.46853146853146854,0.5333333333333333,0.48148148148148145,0.5088757396449705,0.5303030303030303,0.5441176470588235,,0.15384615384615385,0.21621621621621623,22.086570477247502,0.43333333333333335,0.16,0.13029315960912052,0.11301369863013698,0.10526315789473684,0.09615384615384616,0.12532637075718014,0.11046511627906977,0.175,0.0821917808219178,0.09352517985611511,0.12195121951219512,0.14444444444444443,0.136986301369863,0.11805555555555555,0.0851063829787234,0.13793103448275862,0.16666666666666666,0.4090909090909091,0.6433566433566433,0.5869565217391305,0.6835443037974683,0.7222222222222222,0.25874125874125875,0.2972972972972973,0.3793103448275862,0.7272727272727273,0.0979020979020979,0.14285714285714285,0.15384615384615385,0.5,,,,,,,,,0.8666666666666667,,,,,,,0.5185185185185185,0.6428571428571429,,,,,0.6433566433566433,,0.5204279720279721,0.5644192307692308,0.5177185185185185,0.18452380952380953,0.18452380952380953,0.20348837209302326,0.21511627906976744,4.0160839160839155,,0.2075,15.0,19.0,0.5769230769230769,,,,1.0,3.0,1.0,1.0,0.14130434782608695,,0.13333333333333333,,,0.07142857142857142,,,1.0,,True,,,,,,
2033,1610612741,Marcus Fizer,Marcus Fizer,2033,CHI,43468.0,724,-135,1343,1331,324,354,170,2674,59.0,116,30.0,18.0,31.0,45.0,96.0,44,107,1.0,5.0,,,,2.0,3.0,15.0,1.0,2.0,2.0,8.0,148,319,4.0,20.0,72,380,1442,18.0,48,1.0,2.0,8.0,47.0,37.0,75,2.0,10.0,16.0,96.0,190,106.0,9.0,3.0,14.0,13.0,3.0,29.0,38.0,15.0,53.0,13.0,2.0,12.0,2.0,24.0,121.0,9.0,41.0,18.0,66,18.0,102,50.0,152,7.0,19.0,10.0,9.0,28.0,5.0,11.0,31.0,3.0,17.0,3.0,59.0,7.0,15.0,26,71,5.0,17.0,117,15.0,64,2.0,10.0,4.0,11.0,5.0,96.0,324,7.0,0.6418918918918919,0.6737588652482269,0.75,0.2,0.5,0.2,0.2222222222222222,0.46394984326018807,0.375,0.49333333333333335,0.45427728613569324,0.39,0.47058823529411764,0.48717948717948717,0.42727272727272725,0.4948453608247423,0.058997050147492625,0.09090909090909091,0.125,29.023917259211377,0.4745762711864407,0.375,0.14072494669509594,0.0779467680608365,0.14173228346456693,0.07258064516129033,0.14093959731543623,0.07692307692307693,0.06802721088435375,0.1044776119402985,0.06938775510204082,0.0707070707070707,0.12686567164179105,0.168141592920354,0.13513513513513514,0.15306122448979592,0.10344827586206896,0.04666666666666667,0.45454545454545453,0.3421828908554572,0.5086206896551724,0.5841584158415841,0.5932203389830508,0.2831858407079646,0.46875,0.5357142857142857,0.4888888888888889,0.31563421828908556,0.411214953271028,0.41904761904761906,0.8636363636363636,0.014749262536873156,0.2,0.2,1.0,0.04424778761061947,0.2,0.2,0.6666666666666666,0.6,,,,0.04,0.5,,0.36470588235294116,0.5806451612903226,0.023529411764705882,,0.09411764705882353,0.25,0.40117994100294985,0.23076923076923078,0.45529791044776113,0.50962625,0.44719268292682923,0.16494845360824742,0.17391304347826086,0.12368421052631579,0.25263157894736843,8.561755485893418,29.99,0.24125093075204765,10.0,5.0,0.3333333333333333,,1.0,1.0,1.0,,1.0,2.0,0.12931034482758622,,0.2,,2.0,0.018691588785046728,,,1.0,0.08,True,,,,,,
2037,1610612741,Jamal Crawford,Jamal Crawford,2037,CHI,8885.0,148,-49,289,283,61,74,27,572,5.0,8,,,1.0,7.0,12.0,13,33,2.0,3.0,,1.0,,,6.0,17.0,,1.0,2.0,6.0,25,53,8.0,20.0,2,76,317,3.0,3,,2.0,,6.0,5.0,12,2.0,6.0,,16.0,20,30.0,21.0,3.0,4.0,16.0,6.0,3.0,13.0,2.0,15.0,2.0,,6.0,,7.0,32.0,,4.0,,6,,6,4.0,10,1.0,6.0,3.0,3.0,6.0,1.0,5.0,1.0,,1.0,,7.0,,3.0,3,6,,,2,2.0,2,,1.0,,1.0,1.0,16.0,61,1.0,0.4,0.43478260869565216,0.875,0.4,,0.3333333333333333,0.42105263157894735,0.4716981132075472,1.0,0.4166666666666667,0.5068493150684932,0.6,0.4444444444444444,0.5205479452054794,0.6,0.4444444444444444,0.273972602739726,0.05660377358490566,,24.922118380062305,0.8571428571428571,,0.06060606060606061,0.032520325203252036,,,0.046875,0.0273972602739726,,0.037037037037037035,0.04838709677419355,,0.0967741935483871,,0.06382978723404255,,,0.027777777777777776,1.0,0.1095890410958904,0.625,0.625,0.8,0.1643835616438356,0.5833333333333334,0.5833333333333334,0.14285714285714285,0.4520547945205479,0.3939393939393939,0.43333333333333335,0.38461538461538464,0.0410958904109589,0.6666666666666666,0.6666666666666666,1.0,0.2328767123287671,0.35294117647058826,0.35294117647058826,0.8333333333333334,,0.2,,,0.2,,,0.05555555555555555,,,,0.3333333333333333,0.3333333333333333,0.3835616438356164,0.375,0.4640243055555555,0.4647125,0.440464705882353,0.0273972602739726,0.03773584905660377,0.07894736842105263,0.21052631578947367,13.481132075471699,26.145,0.21107266435986158,,,,,,,1.0,,,,,,,,1.0,0.09090909090909091,,,,,True,,,,,,
2053,1610612741,Dalibor Bagaric,Dalibor Bagaric,2053,CHI,17837.0,297,-44,541,548,131,159,45,1089,15.0,27,8.0,4.0,5.0,10.0,33.0,7,18,,,,,,,,,,,,,32,78,,,22,86,583,5.0,11,,,5.0,15.0,9.0,20,,,7.0,25.0,40,24.0,,,8.0,,,6.0,5.0,4.0,9.0,4.0,,3.0,1.0,1.0,22.0,1.0,19.0,5.0,45,7.0,57,20.0,77,1.0,8.0,7.0,1.0,8.0,1.0,1.0,13.0,1.0,7.0,3.0,21.0,3.0,4.0,22,55,4.0,5.0,35,4.0,16,4.0,8.0,1.0,8.0,7.0,25.0,131,9.0,0.625,0.7142857142857143,,,,,,0.41025641025641024,0.45454545454545453,0.45,0.41025641025641024,0.45454545454545453,0.45,0.4574468085106383,0.5,0.46296296296296297,,0.07692307692307693,0.09090909090909091,19.095477386934675,0.38095238095238093,0.3333333333333333,0.21428571428571427,0.08878504672897196,0.08620689655172414,0.02702702702702703,0.1865671641791045,0.0796812749003984,0.19148936170212766,0.08333333333333333,0.05042016806722689,,0.2033898305084746,0.21951219512195122,0.21818181818181817,0.05263157894736842,0.15,0.025,0.875,0.34615384615384615,0.5555555555555556,0.625,0.5333333333333333,0.4230769230769231,0.30303030303030304,0.3333333333333333,0.6,0.23076923076923078,0.3888888888888889,0.3888888888888889,0.8571428571428571,,,,,,,,,0.7272727272727273,,,,,,,0.25,0.8,,,,,0.34615384615384615,,0.437071794871795,0.4979272727272727,0.41678499999999996,0.17777777777777778,0.17777777777777778,0.1744186046511628,0.29069767441860467,7.755128205128205,,0.24214417744916822,5.0,7.0,0.625,,,,,5.0,3.0,1.0,0.1111111111111111,,,,,,,,,0.1,True,,,,,,
2239,1610612741,Trenton Hassell,Trenton Hassell,2239,CHI,34158.0,569,-115,1057,1047,291,291,122,2104,20.0,32,8.0,6.0,11.0,5.0,18.0,29,63,2.0,7.0,,,,1.0,22.0,51.0,,3.0,3.0,15.0,54,113,24.0,58.0,21,201,1180,6.0,15,,3.0,8.0,20.0,14.0,29,3.0,16.0,7.0,44.0,70,38.0,66.0,6.0,6.0,48.0,22.0,5.0,30.0,7.0,37.0,4.0,3.0,16.0,3.0,11.0,81.0,3.0,13.0,10.0,25,1.0,36,17.0,53,1.0,14.0,10.0,4.0,20.0,3.0,15.0,11.0,1.0,5.0,1.0,31.0,1.0,7.0,17,56,3.0,4.0,29,3.0,12,4.0,4.0,1.0,4.0,3.0,44.0,291,13.0,0.6481481481481481,0.6862745098039216,0.9166666666666666,0.41379310344827586,,0.1875,0.43636363636363634,0.4778761061946903,0.4,0.4827586206896552,0.5263157894736842,0.3333333333333333,0.4111111111111111,0.5461956521739131,0.45454545454545453,0.44,0.3391812865497076,0.04424778761061947,0.16666666666666666,17.892976588628763,0.6451612903225806,0.024390243902439025,0.06648936170212766,0.03412073490813648,0.11627906976744186,0.03571428571428571,0.07575757575757576,0.034408602150537634,0.01904761904761905,0.044444444444444446,0.03763440860215054,0.047619047619047616,0.02830188679245283,0.05555555555555555,0.09444444444444444,0.08571428571428572,0.25,0.012345679012345678,0.75,0.1871345029239766,0.625,0.6666666666666666,0.5,0.10526315789473684,0.2777777777777778,0.3333333333333333,0.4,0.3684210526315789,0.4603174603174603,0.4603174603174603,0.7931034482758621,0.04093567251461988,0.2857142857142857,0.2857142857142857,1.0,0.2982456140350877,0.43137254901960786,0.43137254901960786,0.9090909090909091,0.4444444444444444,,,,0.16666666666666666,,,0.24444444444444444,0.5454545454545454,0.022222222222222223,,0.3333333333333333,0.2,0.5263157894736842,0.4583333333333333,0.46439196428571444,0.47751923076923075,0.4596130952380952,0.06666666666666667,0.09836065573770492,0.09950248756218906,0.21890547263681592,11.85929203539823,26.82758620689655,0.2753074739829707,4.0,1.0,0.5,1.0,,,2.0,,,,0.0625,0.02,0.25,,3.0,,,,,,True,,,,,,
