EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Travels,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,HeaveAttempts,FTOffRebounds,BadPassOutOfBoundsTurnovers,OffFTReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PtsUnassisted3s,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3SecondViolations,Defensive 3 Seconds Violations,DefensiveGoaltends,Clear Path Fouls,on,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedCorner3,Corner3PctBlocked,HeaveMakes,FoulsDrawn,Offensive Fouls Drawn
1035,1610612743,Shawnelle Scott,Shawnelle Scott,1035,DEN,777.0,13,-4.0,27,26,5,7,5.0,53,3.0,5.0,1.0,2.0,3.0,5.0,6.0,28,1.0,2.0,2.0,4.0,2.0,2.0,5.0,2.0,2.0,5.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,2.0,5,0.6666666666666666,1.0,0.6,0.5,0.6,0.5,0.4285714285714285,0.25,22.22222222222222,0.25,0.2631578947368421,0.2222222222222222,0.25,0.6,0.1818181818181818,1.0,0.2,0.5,1.0,0.6,0.6,0.6666666666666666,1.0,0.5,1.0,0.55896,0.53545,0.2857142857142857,0.2857142857142857,0.3333333333333333,0.1851851851851851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1505,1610612743,Tariq Abdul-Wahad,Tariq Abdul-Wahad,1505,DEN,25114.0,419,-53.0,785,785,170,245,114.0,1570,33.0,59.0,10.0,24.0,54.0,143.0,135.0,850,13.0,36.0,33.0,72.0,36.0,16.0,34.0,24.0,39.0,39.0,78.0,4.0,8.0,1.0,24.0,2.0,23.0,51.0,32.0,17.0,170,0.6666666666666666,0.782608695652174,0.3776223776223776,0.3611111111111111,0.3827586206896551,0.3918918918918919,0.4272151898734177,0.4230769230769231,19.527896995708154,0.0836236933797909,0.0979827089337175,0.0952380952380952,0.0911214953271028,0.1348314606741573,0.0862068965517241,0.0898876404494382,0.0695652173913043,0.0555555555555555,0.4068965517241379,0.559322033898305,0.66,0.696969696969697,0.6486486486486487,0.4166666666666667,0.4206896551724138,0.4848424137931034,0.5412318181818181,0.10828025477707,0.1096774193548387,0.2444444444444444,0.2165605095541401,8.0,18.0,16.0,41.0,5.0,43.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,24.0,1.0,1.0,4.0,14.0,30.0,1.0,2.0,7.0,38.0,3.0,2.0,1.0,17.0,1.0,18.0,4.0,22.0,1.0,3.0,10.0,3.0,5.0,48.0,5.0,10.0,5.0,18.0,11.0,7.0,16.0,8.0,8.0,1.0,5.0,4.0,5.0,5.0,1.0,1.0,9.0,3.0,1.0,5.0,9.0,6.0,1.0,38.0,9.0,1.0,0.5,1.0,0.5,0.5,0.4666666666666667,0.484375,0.5277777777777778,0.0137931034482758,0.5,0.1188811188811188,0.1525423728813559,0.1707317073170731,0.0232558139534883,0.5,0.6666666666666666,0.1724137931034483,0.1428571428571428,0.0617283950617283,0.0833333333333333,0.0666666666666666,0.0476190476190476,0.0963855421686747,0.1320754716981132,0.1764705882352941,0.6666666666666666,0.2827586206896552,0.3902439024390244,0.4705882352941176,0.5625,0.296551724137931,0.1162790697674418,0.119047619047619,0.8,0.0137931034482758,0.5,1.0,1.0,0.3,0.027027027027027,1.0,1.0,0.5625,0.4444444444444444,0.0625,0.5,0.5,0.4975328125,0.2814814814814815,7.760839160839159,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1899,1610612743,James Posey,James Posey,1899,DEN,15562.0,259,-1.0,481,478,109,125,73.0,959,7.0,13.0,2.0,4.0,29.0,60.0,86.0,528,5.0,10.0,11.0,42.0,16.0,4.0,12.0,31.0,39.0,19.0,58.0,2.0,5.0,,9.0,1.0,12.0,33.0,27.0,11.0,109,0.7241379310344828,0.7777777777777778,0.4833333333333333,0.5,0.4527027027027027,0.5,0.4885057471264368,0.5,16.695652173913043,0.1693989071038251,0.0571428571428571,0.1622807017543859,0.0684410646387832,0.0434782608695652,0.05,0.1206896551724138,0.2297297297297297,0.0555555555555555,0.1756756756756756,0.5384615384615384,0.5833333333333334,0.8571428571428571,0.4,0.5,0.3648648648648648,0.4571554794520548,0.4892625,0.1294117647058823,0.1549295774647887,0.127906976744186,0.2266112266112266,3.0,3.0,7.0,12.0,15.0,35.0,1.0,6.0,,,,4.0,3.0,14.0,19.0,,,1.0,8.0,13.0,,5.0,7.0,23.0,9.0,5.0,1.0,4.0,,21.0,12.0,33.0,9.0,3.0,7.0,3.0,11.0,78.0,6.0,6.0,2.0,13.0,10.0,3.0,4.0,3.0,1.0,1.0,1.0,5.0,3.0,,1.0,2.0,2.0,2.0,,,2.0,1.0,,23.0,5.0,1.0,0.2142857142857142,,,0.2307692307692307,0.6153846153846154,0.4444444444444444,0.5227272727272727,0.1891891891891892,,0.0666666666666666,0.0769230769230769,0.1666666666666666,0.0285714285714285,,0.4444444444444444,0.1538461538461538,0.1333333333333333,0.1132075471698113,0.0909090909090909,0.125,0.0769230769230769,0.1372549019607843,0.1578947368421052,,0.5,0.1621621621621621,0.5833333333333334,0.7,0.4285714285714285,0.4729729729729729,0.4285714285714285,0.4411764705882353,0.8,0.081081081081081,0.1666666666666666,0.1666666666666666,1.0,0.5,,,,0.1666666666666666,1.0,0.2222222222222222,,0.2,0.42865,0.2674418604651162,12.879999999999995,26.03571428571428,2.0,8.0,1.0,1.0,1.0,1.0,0.0555555555555555,0.1081081081081081,0.25,0.25,1.0,0.0555555555555555,,,,,,,,,,,,,,,True,,,,,,,,
422,1610612743,Avery Johnson,Avery Johnson,422,DEN,8360.0,139,-39.0,269,266,73,149,35.0,535,8.0,17.0,2.0,2.0,19.0,44.0,48.0,309,2.0,4.0,6.0,10.0,28.0,,1.0,4.0,4.0,2.0,6.0,,1.0,,6.0,1.0,1.0,5.0,14.0,7.0,73,0.2631578947368421,0.2631578947368421,0.4318181818181818,0.5,0.4318181818181818,0.5,0.48,0.6,18.241042345276878,0.0408163265306122,0.009090909090909,0.0347826086956521,0.0150375939849624,0.0344827586206896,,0.032258064516129,0.0277777777777777,,0.3863636363636363,0.4705882352941176,0.6153846153846154,0.25,0.5,1.0,0.3863636363636363,0.445765909090909,0.5633999999999999,0.1428571428571428,0.1428571428571428,0.125,0.2713754646840148,2.0,5.0,6.0,16.0,5.0,11.0,,,,,,,,,10.0,,,2.0,4.0,11.0,,,4.0,12.0,,,,6.0,,18.0,8.0,26.0,5.0,3.0,11.0,,7.0,60.0,1.0,,,7.0,4.0,3.0,5.0,4.0,1.0,,1.0,,1.0,2.0,,1.0,1.0,,1.0,,1.0,,,12.0,1.0,,,,,,0.3636363636363636,0.3636363636363636,0.4615384615384615,,,0.1363636363636363,0.2352941176470588,0.125,,,0.8333333333333334,,,0.0434782608695652,,0.0555555555555555,,0.064516129032258,,,,0.3636363636363636,0.375,0.4285714285714285,0.1666666666666666,0.25,0.4545454545454545,0.4545454545454545,0.4,,,,,0.5,,,,0.4545454545454545,0.4,,,,0.4707363636363637,0.25,7.356818181818181,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
89,1610612743,Nick Van Exel,Nick Van Exel,89,DEN,18067.0,301,-20.0,560,566,126,148,85.0,1126,10.0,16.0,,,50.0,110.0,190.0,605,4.0,10.0,17.0,26.0,74.0,,,23.0,32.0,,32.0,,4.0,,19.0,1.0,5.0,15.0,30.0,10.0,126,0.26,0.26,0.4545454545454545,0.4,0.4766081871345029,0.4473684210526316,0.5082417582417582,0.4473684210526316,29.866270430906383,0.1100478468899521,,0.1156716417910447,,,,0.0735294117647058,0.1764705882352941,,0.0935672514619883,0.625,0.6666666666666666,0.2,,,0.4502923976608187,0.4656314705882354,0.4602368421052631,0.0558659217877094,0.0847457627118644,0.0894736842105263,0.225,1.0,2.0,21.0,40.0,19.0,54.0,15.0,46.0,2.0,4.0,4.0,10.0,21.0,61.0,27.0,3.0,9.0,,7.0,25.0,8.0,16.0,11.0,49.0,42.0,45.0,15.0,2.0,1.0,58.0,5.0,63.0,3.0,2.0,24.0,8.0,26.0,131.0,,8.0,1.0,4.0,4.0,,15.0,10.0,5.0,1.0,4.0,,,2.0,6.0,3.0,,,,,,,,49.0,3.0,0.6666666666666666,0.3442622950819672,0.3333333333333333,0.5,0.35,0.28,0.4634146341463415,0.5108695652173914,0.3567251461988304,0.0163934426229508,0.0181818181818181,0.0625,0.025,,0.0217391304347826,0.7894736842105263,0.0588235294117647,0.135593220338983,,,,,0.0535714285714285,0.1666666666666666,0.0588235294117647,,0.2339181286549707,0.525,0.5384615384615384,0.1904761904761904,0.3157894736842105,0.3518518518518518,0.3518518518518518,0.3684210526315789,0.2690058479532163,0.3260869565217391,0.3333333333333333,0.6666666666666666,,0.2105263157894736,0.5,0.5,0.048780487804878,0.5,0.2439024390243902,0.4,0.3333333333333333,0.4388599999999999,0.2578947368421053,11.748181818181818,25.30491803278688,6.0,15.0,6.0,1.0,,2.0,,0.087719298245614,0.4,0.4,0.6666666666666666,0.1463414634146341,1.0,5.0,4.0,21.0,0.2631578947368421,0.2,1.0,0.6666666666666666,,,,,,,True,,,,,,,,
45,1610612743,George McCloud,George McCloud,45,DEN,15133.0,252,-70.0,476,469,126,179,69.0,945,9.0,18.0,,1.0,23.0,54.0,88.0,532,2.0,4.0,21.0,32.0,14.0,4.0,9.0,20.0,30.0,10.0,40.0,,4.0,,15.0,1.0,14.0,28.0,29.0,11.0,126,0.6956521739130435,0.7619047619047619,0.4259259259259259,0.5,0.4155844155844156,0.625,0.4775280898876404,0.8333333333333334,18.47246891651865,0.1183431952662721,0.0428571428571428,0.1226415094339622,0.0378787878787878,0.0350877192982456,0.0467289719626168,0.0625,0.1428571428571428,,0.2337662337662337,0.5,0.6923076923076923,0.6666666666666666,0.125,,0.5324675324675324,0.4843203947368421,0.53023125,0.1363636363636363,0.171875,0.2386363636363636,0.2647058823529412,3.0,6.0,3.0,7.0,11.0,29.0,3.0,17.0,,2.0,,4.0,6.0,23.0,24.0,2.0,4.0,11.0,4.0,15.0,,5.0,12.0,20.0,18.0,16.0,3.0,7.0,,14.0,5.0,19.0,4.0,1.0,6.0,6.0,2.0,43.0,1.0,6.0,4.0,10.0,6.0,4.0,11.0,7.0,4.0,,3.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,,1.0,2.0,1.0,,20.0,1.0,1.0,0.2608695652173913,0.5,,0.2727272727272727,0.2666666666666666,0.2,0.38,0.2987012987012987,,0.1296296296296296,0.2777777777777778,0.2857142857142857,,,0.7333333333333333,0.2222222222222222,0.1395348837209302,0.0185185185185185,0.0434782608695652,0.025,,0.1372549019607843,0.0909090909090909,0.3,0.5,0.0909090909090909,0.4285714285714285,0.6,,0.3766233766233766,0.3793103448275862,0.3793103448275862,0.9090909090909092,0.2207792207792207,0.1764705882352941,0.1764705882352941,1.0,,0.25,,,0.3,0.5,0.2,,0.1875,0.4635026315789474,0.2272727272727272,11.16111111111111,26.043478260869566,3.0,6.0,1.0,1.0,,3.0,,0.0779220779220779,0.5,0.5,1.0,0.05,2.0,2.0,,,0.25,1.0,1.0,,1.0,0.0416666666666666,,,,,True,,,,,,,,
281,1610612743,Scott Williams,Scott Williams,281,DEN,8556.0,143,-41.0,260,264,58,87,39.0,524,6.0,12.0,2.0,7.0,13.0,39.0,32.0,301,3.0,12.0,6.0,22.0,4.0,4.0,12.0,19.0,29.0,13.0,42.0,1.0,1.0,,5.0,1.0,10.0,18.0,8.0,3.0,58,0.8461538461538461,1.0,0.3333333333333333,0.25,0.3333333333333333,0.25,0.3604651162790697,0.25,15.112540192926046,0.1938775510204081,0.0930232558139534,0.1916666666666666,0.0844155844155844,0.1724137931034483,0.03125,0.2424242424242424,0.1627906976744186,0.0434782608695652,0.3076923076923077,0.5,0.5454545454545454,0.8333333333333334,0.5833333333333334,0.2857142857142857,0.3076923076923077,0.4651692307692309,0.51171,0.0714285714285714,0.0714285714285714,0.1875,0.2230769230769231,3.0,6.0,1.0,4.0,6.0,23.0,,,,,,,,,6.0,,,,3.0,13.0,,,,6.0,,,,3.0,,2.0,,2.0,,,,,2.0,4.0,1.0,4.0,6.0,3.0,3.0,,4.0,2.0,2.0,,2.0,1.0,,,1.0,1.0,3.0,2.0,,1.0,3.0,1.0,,6.0,4.0,,,,,,0.2307692307692307,0.2307692307692307,0.2307692307692307,,,0.0769230769230769,0.0833333333333333,0.5,,,0.8,0.5,0.1818181818181818,0.04,0.1388888888888889,0.0526315789473684,,0.1818181818181818,0.1578947368421052,0.3333333333333333,0.3333333333333333,0.1025641025641025,0.25,0.5,,0.5897435897435898,0.2608695652173913,0.2608695652173913,1.0,,,,,0.5,,,,0.4615384615384615,0.5,,,,0.4939076923076924,0.1875,11.417948717948716,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,True,,,,,,,,
375,1610612743,Isaiah Rider,Isaiah Rider,375,DEN,2688.0,45,-5.0,86,89,21,42,14.0,175,3.0,5.0,,,8.0,18.0,23.0,90,,,2.0,10.0,6.0,,1.0,4.0,5.0,2.0,7.0,,,,4.0,,2.0,3.0,5.0,1.0,21,0.625,0.625,0.4444444444444444,,0.4523809523809524,,0.4782608695652174,1.0,25.96153846153846,0.1666666666666666,0.0263157894736842,0.15625,0.0408163265306122,,,0.25,0.0909090909090909,,0.238095238095238,0.6,0.75,1.0,,,0.3809523809523809,0.456047619047619,,0.0454545454545454,0.0526315789473684,0.0869565217391304,0.2441860465116279,2.0,3.0,2.0,6.0,3.0,7.0,,2.0,,,,,1.0,3.0,4.0,,,2.0,2.0,4.0,,,2.0,6.0,3.0,2.0,,1.0,,3.0,,3.0,,,2.0,,1.0,6.0,1.0,1.0,,,,,4.0,1.0,3.0,,1.0,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,,6.0,1.0,1.0,0.3333333333333333,,,0.3333333333333333,0.5,0.5,0.5,0.1428571428571428,,0.0555555555555555,0.2,,,,1.0,,0.125,0.0909090909090909,0.0909090909090909,0.1,,0.2,0.25,,1.0,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.4285714285714285,0.4285714285714285,0.3333333333333333,0.0952380952380952,,,,,,,,0.75,0.6666666666666666,,,,0.55025,0.2608695652173913,10.449999999999998,24.433333333333334,1.0,1.0,,,,,,0.0476190476190476,1.0,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,
702,1610612743,Voshon Lenard,Voshon Lenard,702,DEN,3719.0,62,-26.0,117,114,18,45,18.0,231,2.0,3.0,,,9.0,22.0,21.0,118,,,,6.0,12.0,,1.0,5.0,5.0,1.0,6.0,1.0,2.0,,3.0,,1.0,4.0,,,18,0.3333333333333333,0.3333333333333333,0.4090909090909091,,0.3620689655172414,,0.3620689655172414,,22.53521126760564,0.131578947368421,0.0153846153846153,0.1136363636363636,0.0133333333333333,,0.04,0.0769230769230769,0.3076923076923077,0.0666666666666666,0.1034482758620689,0.6666666666666666,1.0,0.5,,,0.3448275862068966,0.4251931034482759,,,,,0.1538461538461538,,,2.0,5.0,5.0,14.0,1.0,6.0,,,,1.0,1.0,7.0,,,,,,3.0,,1.0,,,3.0,6.0,1.0,2.0,,3.0,1.0,4.0,,1.0,2.0,1.0,,9.0,,,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,,,,1.0,0.1428571428571428,,,0.1428571428571428,,,,0.2413793103448276,,0.0909090909090909,0.3333333333333333,,0.0714285714285714,,0.3333333333333333,,,,,,,,,,1.0,0.1724137931034483,0.4,0.4,,0.4827586206896552,0.3571428571428571,0.3846153846153846,0.4,0.2068965517241379,0.1666666666666666,0.1666666666666666,1.0,,,,,,,0.25,,0.1666666666666666,0.2614625,,13.509090909090908,26.5,,1.0,,,,1.0,,0.0344827586206896,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1711,1610612743,Raef LaFrentz,Raef LaFrentz,1711,DEN,17088.0,285,5.0,536,538,97,126,77.0,1074,27.0,42.0,7.0,14.0,44.0,91.0,138.0,567,10.0,19.0,26.0,68.0,20.0,12.0,18.0,25.0,32.0,21.0,53.0,4.0,6.0,2.0,10.0,3.0,14.0,29.0,27.0,10.0,97,0.7727272727272727,0.8947368421052632,0.4835164835164835,0.5263157894736842,0.5353982300884956,0.575,0.552,0.5909090909090909,21.3946117274168,0.125,0.0818181818181818,0.1164658634538152,0.075812274368231,0.1272727272727272,0.0608695652173913,0.1639344262295081,0.1,0.0816326530612244,0.3716814159292035,0.6428571428571429,0.75,0.7037037037037037,0.7,0.5,0.5663716814159292,0.4897907079646018,0.4823111111111111,0.0833333333333333,0.1020408163265306,0.1884057971014492,0.1809701492537313,4.0,6.0,7.0,15.0,10.0,34.0,8.0,17.0,1.0,1.0,2.0,4.0,11.0,22.0,17.0,1.0,1.0,3.0,5.0,11.0,3.0,5.0,8.0,27.0,33.0,17.0,8.0,8.0,,9.0,,9.0,,,7.0,2.0,,18.0,3.0,4.0,3.0,6.0,5.0,1.0,4.0,1.0,3.0,,2.0,5.0,3.0,3.0,,5.0,17.0,11.0,1.0,5.0,17.0,13.0,,27.0,3.0,1.0,0.5,1.0,0.6,0.5,0.4545454545454545,0.59375,0.5869565217391305,0.1946902654867256,,0.0879120879120879,0.1428571428571428,0.0666666666666666,0.0294117647058823,,0.4,0.1875,0.0816326530612244,0.0526315789473684,0.08,0.0476190476190476,0.0666666666666666,0.1186440677966101,0.0277777777777777,0.2307692307692307,0.7647058823529411,0.1327433628318584,0.4666666666666667,0.5,0.7142857142857143,0.3008849557522124,0.2941176470588235,0.303030303030303,1.0,0.1504424778761062,0.4705882352941176,0.4705882352941176,1.0,0.1428571428571428,0.05,1.0,1.0,0.375,0.6666666666666666,0.25,0.5,0.4705882352941176,0.477178125,0.1956521739130435,7.8890109890109885,25.227272727272723,3.0,5.0,1.0,,,1.0,,0.0442477876106194,0.6,0.6,1.0,0.0625,,,1.0,,,,,1.0,,,,2.0,1.0,,True,,,,,,,,
