EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsAssisted2s,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,ShortMidRangeFGM,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,AtRimAssists,DefThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefThreePtReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsPutbacks,OffThreePtRebounds,OffRebounds,PenaltyTurnovers,Loose Ball Fouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffThreePtReboundPct,OffFGReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyArc3FGA,PenaltyFG3A,Fg2aBlocked,OffTwoPtRebounds,SelfOReb,Steals,LostBallSteals,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffShortMidRangeReboundPct,SelfORebPct,PenaltyArc3Frequency,SecondChanceShotQualityAvg,HeaveAttempts,ShortMidRangeAssists,LostBallTurnovers,ShootingFouls,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,ShortMidRangePctAssisted,Corner3FGA,PenaltyCorner3FGA,BadPassSteals,Corner3Frequency,PenaltyCorner3Frequency,SecondChanceCorner3FGA,PenaltyFtPoints,PtsUnassisted3s,Technical Free Throw Trips,NonShootingFoulsDrawn,SecondChanceCorner3Frequency,BlockedAtRim,DefCorner3ReboundPct,FTDefRebounds,BadPassOutOfBoundsTurnovers,Defensive 3 Seconds Violations,DefFTReboundPct,OffAtRimReboundPct,SecondChanceTurnovers,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,on,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceFtPoints,Corner3Assists,LostBallOutOfBoundsTurnovers,Travels,Blocked3s,BlockedCorner3,BlockedLongMidRange,DefensiveGoaltends,LongMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,FTOffRebounds,OffFTReboundPct,3SecondViolations,Fg3aBlocked,BlockedArc3,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,FoulsDrawn,Offensive Fouls Drawn,OffensiveGoaltends
147,1610612754,Jalen Rose,Jalen Rose,147,IND,793.0,13,2.0,25,29,5.0,7,1,54,1.0,3.0,5.0,3.0,6.0,6.0,21,6.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,2.0,2.0,5.0,1.0,1.0,0.5,0.5,0.5,23.076923076923077,0.11764705882352941,0.1,0.25,0.16666666666666666,0.8333333333333334,0.6,0.6,1.0,0.40173333333333333,16.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,1610612754,Austin Croshere,Austin Croshere,1506,IND,1426.0,24,,46,47,,6,6,93,2.0,1.0,5.0,3.0,8.0,10.0,41,4.0,1.0,,1.0,,,2.0,2.0,3.0,3.0,,0.6666666666666666,0.6666666666666666,0.375,0.5,0.5555555555555556,20.0,0.11764705882352941,0.13636363636363635,,0.2222222222222222,0.5555555555555556,0.2,0.2,1.0,0.4032833333333333,14.2875,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,0.1111111111111111,0.5,0.2,0.25,0.2,0.1111111111111111,1.0,1.0,1.0,0.5,0.5,0.1111111111111111,1.0,1.0,1.0,1.0,1.0,1.0,0.2222222222222222,1.0,0.1111111111111111,0.125,0.3,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,1610612754,Al Harrington,Al Harrington,1733,IND,892.0,15,-3.0,29,34,9.0,9,1,63,1.0,,3.0,1.0,5.0,3.0,28,,1.0,,1.0,,1.0,2.0,2.0,2.0,3.0,9.0,,,0.2,0.2,0.25,23.333333333333336,0.125,0.1,0.25,0.2,0.6,,,,0.4029400000000001,11.76,0.3103448275862069,1.0,1.0,,,,,,,,1.0,,,2.0,2.0,,,,,,1.0,1.0,,1.0,2.0,,2.0,,1.0,,,,,1.0,1.0,,1.0,,,,0.2,1.0,1.0,,,,,,,,,,,0.2,,0.16666666666666666,0.16666666666666666,0.6666666666666666,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.07142857142857142,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.4230666666666667,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,1610612754,Jonathan Bender,Jonathan Bender,1886,IND,2281.0,38,6.0,78,80,13.0,29,8,158,4.0,,3.0,1.0,9.0,10.0,67,,2.0,,2.0,,1.0,4.0,3.0,4.0,5.0,13.0,,,0.1111111111111111,0.2857142857142857,0.3125,19.10112359550562,0.10714285714285714,0.1111111111111111,0.23076923076923078,0.2857142857142857,0.21428571428571427,,,,0.44562142857142856,9.733333333333333,0.16666666666666666,1.0,2.0,,2.0,5.0,,,2.0,5.0,2.0,,,,2.0,6.0,5.0,2.0,1.0,1.0,,,1.0,1.0,2.0,1.0,4.0,,2.0,1.0,0.4,,0.4,,,0.35714285714285715,,0.125,,0.125,0.14285714285714285,0.5,1.0,,,,0.35714285714285715,0.4,0.4,1.0,,,,0.5,0.4,0.125,0.18181818181818182,,25.44,,1.0,1.0,1.0,,1.0,1.0,4.0,2.0,,,1.0,,1.0,2.0,2.0,2.0,1.0,2.0,,,0.25,0.2,0.2,,0.024390243902439025,,0.5,1.0,,0.2,1.0,0.38625,0.2,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.2222222222222222,0.5,0.25,0.029411764705882353,0.07142857142857142,0.125,0.2,0.6271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2249,1610612754,Jamison Brewer,Jamison Brewer,2249,IND,2484.0,41,1.0,84,89,19.0,38,9,173,2.0,,,2.0,4.0,4.0,77,4.0,7.0,2.0,9.0,2.0,5.0,20.0,6.0,6.0,8.0,19.0,1.0,1.0,0.5,0.4,0.4,8.333333333333334,0.2,0.14634146341463414,0.23076923076923078,0.4,,,,,0.469975,3.0,0.2261904761904762,1.0,2.0,1.0,,1.0,,,,1.0,,,,,,,,,1.0,,3.0,1.0,,3.0,3.0,,,,,,,,,,,0.2,1.0,,0.16666666666666666,,0.4,0.5,0.5,1.0,0.5,1.0,0.2,,,,,,,0.6,,,,,72.6,,1.0,,,,1.0,,,,,1.0,2.0,,,,,,,,,,,,,0.14285714285714285,0.047619047619047616,,,1.0,,,,,,,,1.0,1.0,,2.0,2.0,0.25,,0.5,0.02857142857142857,,,,0.5405,1.0,1.0,2.0,2.0,0.058823529411764705,0.25,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,1610612754,Jeff Foster,Jeff Foster,1902,IND,399.0,7,-14.0,16,16,7.0,3,2,32,1.0,,,,1.0,,20,,,,,,,,2.0,2.0,2.0,7.0,,,,,,16.666666666666668,0.5,0.2857142857142857,,0.5,,,,,0.397175,12.1,0.4375,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,2.0,1.0,,,,,,,,,,0.5,,,0.5,,,,,,,,,,,,,,,0.5,,,,,24.7,,,,,,,,,,,,,,,2.0,2.0,2.0,1.0,,,,,,,,,,0.5,,,,,0.46995,,,1.0,1.0,,,1.0,,1.0,,1.0,,,,,,,,,1.0,,,,,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,1610612754,Reggie Miller,Reggie Miller,397,IND,428.0,7,-13.0,12,16,3.0,9,1,28,,1.0,1.0,1.0,1.0,8.0,25,2.0,,,,,,,,,1.0,3.0,1.0,1.0,1.0,0.625,0.7,33.333333333333336,,,,,0.25,1.0,1.0,1.0,0.5166499999999999,16.1,0.25,,,,1.0,2.0,,,1.0,3.0,3.0,,1.0,,,,2.0,1.0,,,,,,,1.0,,3.0,,,,0.3333333333333333,,0.3333333333333333,,,0.75,,,,,,,,,,,0.5,0.5,0.5,,,,,0.75,0.5,,,,24.833333333333332,,,,,,,,,2.0,,1.0,1.0,,,,,,,2.0,,,,,1.0,0.5,0.16666666666666666,1.0,,,,,,,0.25,,,,,1.0,,,,,,,,0.5,,0.5919,,,,1.0,,,,,1.0,,,0.25,,1.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,1610612754,Jermaine O'Neal,Jermaine O'Neal,979,IND,443.0,7,-4.0,13,14,5.0,5,1,27,1.0,,,2.0,2.0,4.0,18,4.0,,,,,,,,2.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,18.75,,0.2857142857142857,,0.5,,,,,0.47485,5.05,0.38461538461538464,1.0,1.0,1.0,,,,,,,,,,2.0,,,,,,2.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,,,,,,,0.5,,0.5,0.5,0.5,,,,,,1.0,1.0,,,,,,1.0,1.0,,2.0,,2.0,,,,1.0,,,,,0.2,,,,,,,,,,,,1.0,,,,,,,0.5,,,,0.3523,,,,,0.5,,,1.0,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,1610612754,Bruno Sundov,Bruno Sundov,1743,IND,1414.0,24,11.0,51,50,10.0,28,7,101,4.0,3.0,6.0,8.0,14.0,16.0,36,14.0,2.0,,2.0,,,4.0,1.0,3.0,5.0,10.0,0.875,1.0,0.5714285714285714,0.5333333333333333,0.5333333333333333,28.8135593220339,0.07142857142857142,0.09523809523809523,,0.26666666666666666,0.4,0.5,0.5,1.0,0.4106433333333333,11.528571428571428,0.19607843137254902,4.0,4.0,1.0,,1.0,,,,1.0,,,,2.0,2.0,,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,6.0,,,,,,,,,0.5,0.5,0.06666666666666667,0.5,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.26666666666666666,1.0,1.0,0.75,0.25,0.25,0.06666666666666667,,,,,,,0.3333333333333333,,,,0.125,24.7,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,2.0,,2.0,,,1.0,,1.0,,4.0,2.0,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,,0.08,,,0.5,1.0,0.3333333333333333,1.0,0.3822666666666667,0.25,,,,2.0,1.0,,,,,,0.09090909090909091,,0.14285714285714285,,0.43245,,1.0,,3.0,0.125,,,1.0,,,,,,,,,,,,1.0,,1.0,1.0,1.0,0.3333333333333333,0.25,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2056,1610612754,Primoz Brezec,Primoz Brezec,2056,IND,254.0,4,2.0,8,8,3.0,8,1,16,,,,,,1.0,5,,2.0,,2.0,,,4.0,1.0,1.0,1.0,3.0,,,,,0.25,22.22222222222222,0.5,0.3333333333333333,1.0,,,,,,,,0.375,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
