EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,FG2A,FG3A,OpponentPoints,SecondChanceFG3A,PenaltyFG2A,PenaltyFG3A,Fg2aBlocked,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,PenaltyOffPossExcludingTakeFouls,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGA,ShortMidRangeFGM,FG2M,FtPoints,Points,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,AtRimAssists,LongMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,Fouls,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,AtRimFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyPointsPct,AtRimFGM,Blocked2s,BlockedAtRim,Blocks,DefLongMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFGM,PenaltyAtRimFGA,PtsUnassisted2s,Steals,BadPassSteals,TwoPtShootingFoulsDrawn,LongMidRangePctBlocked,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,LongMidRangeFGM,Arc3FGA,NonHeaveArc3FGA,BlockedLongMidRange,RecoveredBlocks,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,LongMidRangePctAssisted,BadPassTurnovers,ShootingFouls,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,on,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFtPoints,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedShortMidRange,3SecondViolations,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,AtRimPctBlocked,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,Fg3aBlocked,Clear Path Fouls,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,HeaveMakes,OffensiveGoaltends
109,1610612747,Robert Horry,Robert Horry,109,LAL,168.0,3.0,2.0,6,6,6.0,6,1.0,12,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,0.3333333333333333,0.5,1.0,42.857142857142854,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.40408333333333335,0.53805,0.40408333333333335,11.95,23.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,1610612747,Jelani McCoy,Jelani McCoy,1741,LAL,592.0,10.0,-3.0,22,22,8.0,12,2.0,44,1.0,,,,,2.0,,24.0,,1.0,,,2.0,2.0,,4.0,8.0,,,,16.666666666666668,0.5,,,,,0.5,0.54225,,0.3936,4.3,,0.36363636363636365,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.75,1.0,0.1111111111111111,0.14285714285714285,0.3333333333333333,0.16666666666666666,0.125,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,1610612747,Devean George,Devean George,1904,LAL,713.0,12.0,-2.0,26,26,12.0,16,3.0,52,,2.0,,,,3.0,,26.0,,,,,,,,,12.0,,,,10.344827586206897,,0.6666666666666666,,,,0.3333333333333333,0.4705333333333333,,,12.733333333333334,,0.46153846153846156,1.0,,1.0,,2.0,,,,2.0,,,,,1.0,1.0,,1.0,,,,,,,,,,1.0,1.0,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,0.09090909090909091,,,0.07142857142857142,,,,,0.3333333333333333,,,,,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2130,1610612747,Mike Penberthy,Mike Penberthy,2130,LAL,713.0,12.0,-2.0,26,26,12.0,16,3.0,52,,1.0,,,,2.0,,26.0,,1.0,,1.0,2.0,2.0,,4.0,12.0,,0.5,,13.793103448275863,,0.5,,,,0.5,0.47695,,0.5486,9.2,,0.46153846153846156,1.0,,1.0,3.0,5.0,1.0,1.0,3.0,,1.0,1.0,,1.0,1.0,2.0,,2.0,,,,,,4.0,1.0,3.0,,,,0.5,1.0,0.5,1.0,0.625,0.75,,0.09090909090909091,,0.3333333333333333,0.14285714285714285,,,,0.3333333333333333,0.5,,,,0.6,1.0,,,,0.2,1.0,1.0,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,1610612747,Mitch Richmond,Mitch Richmond,782,LAL,572.0,10.0,-1.0,20,20,12.0,12,2.0,40,,2.0,,,,2.0,1.0,21.0,,1.0,,,,,,,12.0,0.3333333333333333,,,18.181818181818183,,0.6666666666666666,,,,0.3333333333333333,0.4223666666666666,,0.3443,16.6,25.4,0.6,,,2.0,2.0,6.0,1.0,2.0,4.0,,,,,,,,,,,,,,,2.0,,4.0,,,,1.0,1.0,0.6666666666666666,1.0,0.75,1.0,,,,,,,,,,,,,,0.6666666666666666,,1.0,,1.0,,,,,,,4.0,1.0,1.0,1.0,,,,0.25,0.3333333333333333,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,1610612747,Shaquille O'Neal,Shaquille O'Neal,406,LAL,26.0,,1.0,1,1,1.0,1,,2,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,1610612747,Samaki Walker,Samaki Walker,955,LAL,95.0,2.0,,3,3,3.0,3,1.0,6,,1.0,,,,1.0,,2.0,,1.0,,,,,,,3.0,,,,25.0,,1.0,,,,,0.3867,,0.3867,17.9,,1.0,,,1.0,,2.0,1.0,,2.0,2.0,,,,,1.0,1.0,,1.0,,,,,,,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2098,1610612747,Slava Medvedenko,Slava Medvedenko,2098,LAL,545.0,9.0,-4.0,20,20,6.0,10,2.0,40,3.0,1.0,,,,5.0,,21.0,,2.0,,,,,,,6.0,,,,27.272727272727273,0.6,0.2,,,,0.2,0.42408,,0.46455,9.98,,0.3,1.0,,2.0,,4.0,1.0,,2.0,4.0,,,,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,2.0,,1.0,1.0,0.4,0.5,0.4,0.5,0.4,0.5,1.0,0.1111111111111111,,,0.08333333333333333,,,,,0.2,,,,0.5,1.0,2.0,2.0,2.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,,,,,,0.5,1.0,,,1.0,,,,1.0,0.5,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,1610612747,Brian Shaw,Brian Shaw,216,LAL,141.0,2.0,-1.0,6,6,,4,1.0,12,,,,,,1.0,,5.0,,,,,,,,,,,,,42.857142857142854,,,,,,1.0,0.603,0.603,,,,,1.0,,1.0,,2.0,,,,,,,1.0,,1.0,1.0,1.0,2.0,2.0,,2.0,,1.0,,,,,,,1.0,,1.0,,1.0,,1.0,0.25,0.3333333333333333,,0.25,0.3333333333333333,1.0,,,1.0,,,,,1.0,,,,0.5,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,1610612747,Robert Horry,Robert Horry,109,LAL,128393.0,2140.0,359.0,4121,4101,1514.0,1421,528.0,8222,50.0,110.0,75.0,3.0,25.0,255.0,202.0,4143.0,17.0,59.0,69.0,11.0,186.0,231.0,32.0,507.0,1514.0,0.4420131291028446,0.043137254901960784,0.08,12.92027912877987,0.10940919037199125,0.24070021881838075,0.16411378555798686,0.041666666666666664,0.1953125,0.649890590809628,0.5007048245614034,0.5312166666666667,0.5004535433070866,9.699607843137253,25.094059405940595,0.3673865566610046,95.0,13.0,107.0,108.0,550.0,20.0,74.0,207.0,134.0,102.0,52.0,90.0,66.0,256.0,349.0,130.0,479.0,55.0,14.0,88.0,5.0,208.0,138.0,35.0,207.0,37.0,0.6261682242990654,0.7444444444444445,0.4196078431372549,0.3389830508474576,0.48358862144420134,0.51953125,0.5248565965583174,0.5948275862068966,0.625,0.16070307595731326,0.06419400855920114,0.14473684210526316,0.15714982918496828,0.06424870466321243,0.0649895178197065,0.1590909090909091,0.12569832402234637,0.20787746170678337,0.26,0.2826086956521739,0.6923076923076923,0.37636363636363634,54.0,89.0,38.0,89.0,0.1510574018126888,0.5684210526315789,0.6067415730337079,0.5370370370370371,12.0,25.0,80.0,77.0,39.0,34.0,0.00909090909090909,0.1953125,0.48,0.07172131147540983,0.11929824561403508,40.0,127.0,126.0,13.0,48.0,0.5393258426966292,0.36363636363636365,0.3669724770642202,0.2778993435448578,0.725,41.0,86.0,19.0,39.0,22.0,55.0,76.0,34.0,0.4,0.4305555555555556,0.4634146341463415,0.5416666666666666,0.48717948717948717,0.13818181818181818,False,29.0,2.0,12.0,47.0,4.0,14.0,19.0,44.0,76.0,6.0,14.0,31.0,216.0,12.0,1.0,47.0,45.0,36.0,9.0,34.0,6.0,27.0,5.0,38.0,13.0,33.0,7.0,4.0,31.0,18.0,8.0,4.0,1.0,1.0,38.0,1.0,2.0,0.9473684210526315,0.37623762376237624,0.35294117647058826,0.4492753623188406,0.3781094527363184,0.06315789473684211,0.1956521739130435,0.03,0.06439393939393939,0.05232558139534884,0.07056798623063683,0.06770833333333333,0.05555555555555555,0.17383177570093458,0.21428571428571427,0.01968503937007874,0.38666666666666666,0.38666666666666666,1.0,0.3700787401574803,0.3700787401574803,0.9148936170212766,0.10526315789473684,0.6666666666666666,1.0,0.19444444444444445,0.2857142857142857,1.0,0.48,0.34375,0.4318181818181818,0.373015873015873,0.0049261083743842365,,,,,,,,,,,
