EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,LongMidRangeFGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,AtRimAssists,OffTwoPtRebounds,OffRebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,FG3APct,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,Steals,BadPassSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Technical Free Throw Trips,DefThreePtRebounds,SelfOReb,Blocked2s,BlockedShortMidRange,Blocks,LongMidRangePctBlocked,DefThreePtReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,SelfORebPct,LongMidRangePctAssisted,OffThreePtRebounds,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,Arc3FGM,FG3M,PtsUnassisted3s,NonHeaveArc3FGM,LostBallSteals,Fg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,RecoveredBlocks,BlocksRecoveredPct,ShortMidRangeAssists,AtRimPctBlocked,DefCorner3ReboundPct,on,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsPutbacks,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,BadPassOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Offensive Fouls,BlockedAtRim,Defensive 3 Seconds Violations,Assisted3sPct,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,HeaveAttempts,FTOffRebounds,Blocked3s,BlockedArc3,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,OffFTReboundPct,Clear Path Fouls,3SecondViolations,ThreePtShootingFoulsDrawn,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,HeaveMakes,BlockedCorner3,3pt And 1 Free Throw Trips,FoulsDrawn,Offensive Fouls Drawn
146,1610612756,Jud Buechler,Jud Buechler,146,PHX,617.0,10.0,-4.0,21,21,6,6,2.0,42,20.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,6,1.0,0.1,0.1,0.3333333333333333,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2054,1610612756,Jake Tsakalidis,Jake Tsakalidis,2054,PHX,1035.0,17.0,-9.0,33,32,10,14,4.0,65,46.0,,,,,1.0,,1.0,1.0,1.0,1.0,10,,0.1,0.0909090909090909,0.2,0.303030303030303,3.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,4.0,7.0,2.0,10.0,1.0,3.0,1.0,3.0,2.0,4.0,1.0,5.0,6.0,2.0,2.0,3.0,1.0,2.0,5.0,0.75,0.75,0.5714285714285714,0.3333333333333333,0.5,0.5714285714285714,0.3333333333333333,0.5,0.625,0.5,0.625,0.2857142857142857,0.6666666666666666,20.0,0.4285714285714285,1.0,1.0,1.0,0.4285714285714285,0.3333333333333333,1.0,0.1428571428571428,0.3333333333333333,1.0,1.0,0.5,1.0,0.4285714285714285,0.4327142857142857,0.3926666666666666,0.4501,0.25,0.25,0.3,0.5,4.871428571428572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294,1610612756,Charlie Bell,Charlie Bell,2294,PHX,2481.0,41.0,-17.0,80,83,25,32,8.0,163,98.0,2.0,2.0,1.0,4.0,2.0,,2.0,4.0,1.0,3.0,25,,0.0666666666666666,0.0571428571428571,,0.3125,,,,,,,1.0,1.0,4.0,3.0,5.0,2.0,8.0,1.0,3.0,,2.0,,,2.0,2.0,2.0,4.0,,2.0,,,2.0,0.3333333333333333,0.3333333333333333,0.6,0.3333333333333333,,0.2727272727272727,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,18.68131868131868,,,,,0.0909090909090909,1.0,1.0,0.3636363636363636,,,,,,0.5454545454545454,0.4606727272727272,0.382,0.551925,,,0.25,0.25,17.2,2.0,1.0,1.0,5.0,1.0,6.0,2.0,5.0,1.0,2.0,2.0,5.0,3.0,2.0,5.0,2.0,1.0,1.0,0.5454545454545454,1.0,0.08,0.0571428571428571,1.0,0.0666666666666666,0.25,1.0,0.5,0.5,0.0909090909090909,0.4545454545454545,0.5,0.5,24.83333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,1610612756,Anfernee Hardaway,Anfernee Hardaway,358,PHX,822.0,14.0,-5.0,27,27,5,12,2.0,54,34.0,1.0,1.0,,2.0,1.0,,1.0,1.0,,1.0,5,,0.1,0.0769230769230769,0.25,0.1851851851851851,1.0,1.0,,,,,1.0,1.0,5.0,3.0,7.0,5.0,11.0,,1.0,,,,,,,,6.0,,5.0,,2.0,,,,0.4285714285714285,,,0.4285714285714285,,,0.5555555555555556,,,,,41.37931034482759,0.1428571428571428,1.0,1.0,,0.1428571428571428,1.0,1.0,0.7142857142857143,,,,,,0.1428571428571428,0.4137142857142857,0.3898,,0.2222222222222222,0.2222222222222222,,,15.128571428571428,1.0,,,,,,,,1.0,,,2.0,1.0,1.0,3.0,,,1.0,,0.6666666666666666,,,,,,,0.2,0.2,,,,,,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,1610612756,John Wallace,John Wallace,961,PHX,1886.0,31.0,-4.0,61,62,14,15,5.0,123,63.0,,,,,5.0,1.0,8.0,10.0,3.0,3.0,14,0.25,0.217391304347826,0.2592592592592592,0.1666666666666666,0.2295081967213114,3.0,3.0,,,2.0,2.0,,1.0,6.0,6.0,10.0,2.0,14.0,,2.0,2.0,2.0,2.0,3.0,,4.0,10.0,2.0,1.0,2.0,,1.0,4.0,0.8333333333333334,0.8333333333333334,0.6,,0.6666666666666666,0.5454545454545454,,0.5,0.5833333333333334,0.3333333333333333,0.5,0.1,,18.84057971014493,0.2727272727272727,1.0,1.0,1.0,0.0909090909090909,,,0.5454545454545454,,,,0.5,1.0,0.3636363636363636,0.4631318181818181,,0.5557375,0.0833333333333333,0.0909090909090909,0.1428571428571428,0.2857142857142857,10.330000000000002,3.0,,,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,1.0,,1.0,1.0,,,,0.0909090909090909,1.0,0.1,0.0714285714285714,,0.1666666666666666,0.4285714285714285,,0.5,0.6,,0.0909090909090909,,0.25,26.5,,,,,,,2.0,1.0,1.0,1.0,1.0,0.1666666666666666,0.5,0.1,0.6666666666666666,0.25,0.6666666666666666,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,1610612756,Jake Voskuhl,Jake Voskuhl,2063,PHX,423.0,7.0,,16,15,11,8,2.0,31,14.0,,,,,,,,2.0,1.0,2.0,11,,,,,0.6875,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,,,,2.0,,,1.0,,,,,,,,,0.5,,0.5,,,5.555555555555555,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,2.0,,,,,,1.0,1.0,,,0.2,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,0.5,0.5,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2228,1610612756,Alton Ford,Alton Ford,2228,PHX,469.0,8.0,-5.0,16,17,7,7,1.0,33,15.0,,,,,2.0,,2.0,2.0,,,7,,0.2222222222222222,0.2222222222222222,0.6666666666666666,0.4375,1.0,1.0,,,,,,2.0,1.0,2.0,4.0,,4.0,,,,,1.0,2.0,,2.0,2.0,2.0,,,,,2.0,0.5,0.5,0.5,,0.5,0.5,,0.5,0.5,,0.5,,,23.52941176470588,0.25,1.0,1.0,,0.5,,,0.25,,,,,,0.25,0.4356,,0.3598,,,,0.5,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,1610612756,Tony Delk,Tony Delk,960,PHX,964.0,16.0,,31,33,7,5,2.0,64,30.0,4.0,4.0,1.0,8.0,2.0,,2.0,2.0,,,7,,0.1333333333333333,0.1333333333333333,,0.2258064516129032,3.0,3.0,,,1.0,1.0,,,3.0,4.0,6.0,5.0,16.0,,1.0,,,1.0,1.0,2.0,4.0,2.0,6.0,,5.0,1.0,2.0,4.0,0.25,0.25,0.6666666666666666,,1.0,0.55,,1.0,0.6666666666666666,,1.0,,,39.39393939393939,0.3,1.0,1.0,,,,,0.3,,,,1.0,1.0,0.7,0.5002500000000001,0.3972,0.8645,0.1818181818181818,0.2857142857142857,,0.25,9.533333333333331,1.0,,,4.0,,4.0,,4.0,3.0,,,1.0,1.0,,1.0,1.0,1.0,,0.4,1.0,,,,,0.1666666666666666,,0.3333333333333333,0.3333333333333333,,0.4,,,26.325,1.0,,,,,,,,,,,,,0.1428571428571428,,,1.0,,,,,1.0,1.0,3.0,1.0,1.0,0.25,0.25,0.25,0.25,0.25,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,1610612756,Shawn Marion,Shawn Marion,1890,PHX,1408.0,23.0,-14.0,45,48,18,21,4.0,93,65.0,1.0,1.0,,2.0,3.0,2.0,5.0,6.0,2.0,2.0,18,0.6666666666666666,0.2,0.1764705882352941,0.2,0.4,2.0,2.0,,,1.0,1.0,1.0,4.0,2.0,4.0,8.0,1.0,9.0,,,,,1.0,4.0,1.0,3.0,6.0,2.0,2.0,3.0,,,3.0,0.75,0.75,0.5,,0.25,0.5,,0.25,0.5,,0.3,0.25,0.5,19.607843137254903,0.25,1.0,1.0,1.0,0.5,0.25,0.5,0.25,,,,0.25,1.0,0.25,0.47345,,0.42505,,,,0.3333333333333333,10.3125,1.0,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,1.0,,0.0588235294117647,,,0.4,1.0,0.5,0.5,,,,,,1.0,1.0,,,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,0.1666666666666666,,0.2,,,,,,,,,,,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,1610612756,Tom Gugliotta,Tom Gugliotta,339,PHX,920.0,15.0,-3.0,29,32,4,15,2.0,61,37.0,2.0,2.0,1.0,4.0,1.0,,1.0,2.0,,,4,,0.1111111111111111,0.0769230769230769,,0.1379310344827586,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2258064516129035,,,,,,,,1.0,,,,,,,0.3462,,,,,,,19.0,,,,,,,,,,1.0,1.0,,,,,,,,,,0.1666666666666666,0.1111111111111111,,0.2,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
