EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,DefensiveGoaltends,Defensive 3 Seconds Violations,LongMidRangePctBlocked,HeaveAttempts,PtsUnassisted3s,Clear Path Fouls,Technical Free Throw Trips,Blocked3s,BlockedArc3,Corner3PctBlocked,on,SecondChanceCorner3FGM,ThreePtShootingFoulsDrawn,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,BlockedCorner3,HeaveMakes
111,1610612748,LaPhonso Ellis,LaPhonso Ellis,111,MIA,35745.0,596,-154.0,1078,1083,255,307,134.0,2161,23.0,30.0,11.0,13.0,6.0,6.0,12.0,31.0,24.0,56.0,5.0,10.0,1.0,2.0,4.0,10.0,28.0,3.0,4.0,1.0,8.0,59.0,117,15.0,38.0,23.0,186.0,1140,14.0,23.0,3.0,5.0,6.0,43.0,8.0,23.0,3.0,12.0,5.0,30.0,72.0,46.0,45.0,12.0,28.0,10.0,2.0,1.0,18.0,4.0,22.0,3.0,1.0,4.0,2.0,12.0,48.0,4.0,27.0,2.0,10.0,41,6.0,57,33.0,90,5.0,11.0,6.0,5.0,14.0,1.0,6.0,12.0,1.0,8.0,2.0,26.0,1.0,9.0,26.0,61.0,3.0,4.0,31.0,3.0,13.0,4.0,15.0,10.0,1.0,4.0,15.0,10.0,3.0,30.0,255,8.0,0.6101694915254238,0.6792452830188679,1.0,0.39473684210526316,0.6,0.25,0.39473684210526316,0.5042735042735043,0.6086956521739131,0.34782608695652173,0.5258064516129032,0.6607142857142857,0.35714285714285715,0.5502958579881657,0.6935483870967742,0.375,0.24516129032258063,0.02631578947368421,0.017094017094017096,0.03333333333333333,0.03225806451612903,0.03571428571428571,15.84967320261438,0.5384615384615384,0.16666666666666666,0.05714285714285714,0.09579439252336448,0.060133630289532294,0.11363636363636363,0.04878048780487805,0.09883720930232558,0.0583804143126177,0.011764705882352941,0.078125,0.06779661016949153,0.03571428571428571,0.07692307692307693,0.07216494845360824,0.08496732026143791,0.11797752808988764,0.11688311688311688,0.09090909090909091,0.06578947368421052,0.6666666666666666,0.1935483870967742,0.7666666666666667,0.7931034482758621,0.5652173913043478,0.2,0.3870967741935484,0.4,0.3333333333333333,0.36129032258064514,0.42857142857142855,0.42857142857142855,0.7916666666666666,0.06451612903225806,0.5,0.5,1.0,0.18064516129032257,0.35714285714285715,0.37037037037037035,1.0,0.4642857142857143,0.8461538461538461,0.18181818181818182,0.03571428571428571,0.14285714285714285,0.75,1.0,0.17142857142857143,1.0,0.11428571428571428,0.5,0.22857142857142856,0.125,0.43870967741935485,0.35714285714285715,0.45356806451612913,0.5111958333333332,0.43610714285714286,0.07878787878787878,0.10236220472440945,0.23118279569892472,0.16129032258064516,11.016239316239316,24.773684210526316,0.23654916512059368,,,,,,,,,,,True,,,,,,,
1735,1610612748,Vladimir Stepania,Vladimir Stepania,1735,MIA,21005.0,350,-86.0,638,649,187,234,76.0,1287,31.0,49.0,6.0,13.0,7.0,14.0,8.0,23.0,10.0,32.0,1.0,1.0,,1.0,1.0,,1.0,,,,,49.0,104,1.0,2.0,20.0,121.0,659,9.0,18.0,,,5.0,23.0,8.0,20.0,1.0,1.0,5.0,24.0,54.0,44.0,3.0,12.0,1.0,,10.0,,4.0,,4.0,,,2.0,,2.0,8.0,4.0,26.0,2.0,13.0,59,11.0,83,32.0,115,5.0,6.0,6.0,,10.0,2.0,5.0,13.0,2.0,5.0,3.0,23.0,3.0,8.0,14.0,41.0,11.0,5.0,39.0,5.0,19.0,3.0,19.0,12.0,2.0,5.0,19.0,10.0,1.0,24.0,187,4.0,0.5510204081632653,0.627906976744186,1.0,0.5,,1.0,0.5,0.47115384615384615,0.5,0.4,0.47641509433962265,0.5,0.4523809523809524,0.491869918699187,0.5,0.4444444444444444,0.018867924528301886,,0.09615384615384616,0.10204081632653061,0.17391304347826086,,20.193637621023512,0.43478260869565216,0.3793103448275862,0.125,0.24380165289256198,0.09558823529411764,0.21666666666666667,0.09090909090909091,0.23841059602649006,0.0949367088607595,0.14285714285714285,0.11940298507462686,0.06711409395973154,0.038461538461538464,0.16666666666666666,0.23880597014925373,0.24324324324324326,0.24752475247524752,0.18,0.4,0.1111111111111111,0.5263157894736842,0.46226415094339623,0.6326530612244898,0.7045454545454546,0.5161290322580645,0.2169811320754717,0.34782608695652173,0.42105263157894735,0.375,0.3018867924528302,0.3125,0.3225806451612903,0.8,0.009433962264150943,1.0,1.0,1.0,0.009433962264150943,,,,0.7222222222222222,0.46153846153846156,,,,,,0.6666666666666666,0.5,0.047619047619047616,1.0,,,0.4811320754716981,,0.47790754716981126,0.5172733333333334,0.4903095238095238,0.15833333333333333,0.16101694915254236,0.19008264462809918,0.19834710743801653,7.535576923076921,24.549999999999997,0.29310344827586204,2.0,1.0,0.03125,,,,,,,,True,,,,,,,
1752,1610612748,Sean Marks,Sean Marks,1752,MIA,12038.0,201,-53.0,365,374,74,125,36.0,739,14.0,23.0,2.0,4.0,1.0,3.0,4.0,9.0,6.0,21.0,,,,,,,,,,,,24.0,53,,,14.0,62.0,377,3.0,5.0,,,,6.0,1.0,8.0,,,5.0,7.0,28.0,20.0,,4.0,,,4.0,,5.0,,5.0,,,2.0,1.0,2.0,10.0,2.0,8.0,,5.0,25,3.0,33,10.0,43,,4.0,3.0,1.0,3.0,2.0,1.0,11.0,2.0,2.0,3.0,14.0,1.0,6.0,9.0,24.0,2.0,1.0,20.0,2.0,10.0,1.0,4.0,2.0,1.0,1.0,4.0,2.0,1.0,7.0,74,5.0,0.5833333333333334,0.6363636363636364,,,,,,0.4528301886792453,0.6,0.125,0.4528301886792453,0.6,0.125,0.5,0.6,0.3181818181818182,,,0.07547169811320754,0.08695652173913043,0.2222222222222222,,18.67321867321867,0.21428571428571427,0.2,,0.16233766233766234,0.05442176870748299,0.20833333333333334,0.06896551724137931,0.16853932584269662,0.056818181818181816,0.04,0.16216216216216217,0.011764705882352941,,0.18181818181818182,0.18421052631578946,0.18518518518518517,0.12903225806451613,0.21052631578947367,0.2,,0.5,0.4339622641509434,0.6086956521739131,0.6666666666666666,0.5,0.16981132075471697,0.4444444444444444,0.5714285714285714,0.25,0.39622641509433965,0.2857142857142857,0.2857142857142857,1.0,,,,,,,,,0.8,0.5,,,,,,0.375,0.3333333333333333,,,,,0.4339622641509434,,0.47775849056603775,0.51265,0.4568375,0.16393442622950818,0.16393442622950818,0.0967741935483871,0.11290322580645161,9.064150943396227,,0.20273972602739726,1.0,,,,,,,,,,True,,,,,,,
1853,1610612748,Anthony Carter,Anthony Carter,1853,MIA,63028.0,1050,-187.0,1906,1925,502,575,229.0,3831,30.0,52.0,3.0,4.0,4.0,7.0,8.0,38.0,50.0,151.0,,2.0,,,1.0,1.0,17.0,1.0,1.0,,13.0,88.0,241,1.0,19.0,19.0,198.0,1966,8.0,23.0,1.0,1.0,1.0,20.0,14.0,54.0,,14.0,10.0,38.0,78.0,98.0,3.0,2.0,9.0,1.0,10.0,1.0,165.0,49.0,214.0,27.0,22.0,64.0,25.0,76.0,477.0,,17.0,2.0,24.0,72,2.0,98,19.0,117,5.0,50.0,33.0,17.0,43.0,15.0,29.0,29.0,4.0,14.0,2.0,72.0,3.0,19.0,47.0,85.0,3.0,6.0,36.0,4.0,14.0,6.0,3.0,3.0,,,3.0,1.0,,38.0,502,7.0,0.4431818181818182,0.4482758620689655,1.0,0.05263157894736842,1.0,,0.09090909090909091,0.3651452282157676,0.34782608695652173,0.25925925925925924,0.34423076923076923,0.3958333333333333,0.20588235294117646,0.358695652173913,0.4,0.25675675675675674,0.07307692307692308,0.05263157894736842,0.04149377593360996,0.15384615384615385,,0.058823529411764705,16.096207215541163,0.5972222222222222,0.02857142857142857,0.03389830508474576,0.09587217043941411,0.021065675340768277,0.13559322033898305,,0.10344827586206896,0.018259935553168637,0.024691358024691357,0.028169014084507043,0.016203703703703703,,,0.07027027027027027,0.09623430962343096,0.11009174311926606,0.11333333333333333,0.25925925925925924,0.03424657534246575,0.3333333333333333,0.2,0.5769230769230769,0.6818181818181818,0.26666666666666666,0.14615384615384616,0.21052631578947367,0.21052631578947367,0.25,0.5807692307692308,0.33112582781456956,0.33557046979865773,0.58,0.007692307692307693,,,,0.06538461538461539,0.058823529411764705,0.0625,1.0,0.16666666666666666,0.75,0.3333333333333333,,0.041666666666666664,1.0,1.0,0.10294117647058823,0.5714285714285714,0.014705882352941176,,0.19117647058823528,,0.27307692307692305,0.1111111111111111,0.4345272,0.41589999999999994,0.4084083333333334,0.05185185185185185,0.055776892430278883,0.10101010101010101,0.1919191919191919,13.139004149377588,37.08421052631579,0.2633788037775446,,,0.013245033112582781,8.0,,,,,,,True,,,,,,,
2067,1610612748,Eddie House,Eddie House,2067,MIA,18886.0,315,-36.0,576,580,165,187,68.0,1156,4.0,13.0,,1.0,,3.0,5.0,13.0,32.0,70.0,10.0,18.0,2.0,1.0,3.0,7.0,22.0,3.0,4.0,,7.0,41.0,96,17.0,40.0,13.0,146.0,605,1.0,7.0,3.0,6.0,,11.0,9.0,20.0,1.0,10.0,6.0,27.0,46.0,36.0,45.0,,21.0,7.0,4.0,,21.0,,21.0,,,9.0,2.0,10.0,42.0,1.0,4.0,,6.0,17,,23,5.0,28,2.0,6.0,5.0,1.0,11.0,3.0,7.0,9.0,,4.0,2.0,20.0,,8.0,7.0,18.0,1.0,1.0,15.0,1.0,6.0,1.0,,,,,,,,27.0,165,3.0,0.5609756097560976,0.5609756097560976,0.8823529411764706,0.425,0.5,0.1,0.4358974358974359,0.4270833333333333,0.14285714285714285,0.45,0.4889705882352941,0.4230769230769231,0.35,0.5105633802816901,0.4230769230769231,0.3939393939393939,0.29411764705882354,,0.041666666666666664,0.3076923076923077,,,24.923076923076923,0.55,,,0.07906976744186046,0.018604651162790697,0.13043478260869565,0.017857142857142856,0.08812260536398467,0.01845018450184502,0.02564102564102564,,0.0234375,0.030303030303030304,,0.08163265306122448,0.06451612903225806,0.08653846153846154,0.15384615384615385,,0.027777777777777776,,0.09558823529411764,0.3076923076923077,0.4444444444444444,0.25,0.09558823529411764,0.38461538461538464,0.38461538461538464,0.4,0.5147058823529411,0.45714285714285713,0.45714285714285713,0.625,0.1323529411764706,0.5555555555555556,0.5555555555555556,1.0,0.16176470588235295,0.3181818181818182,0.3181818181818182,0.7142857142857143,0.07692307692307693,,,0.15384615384615385,0.3076923076923077,0.75,0.6666666666666666,0.1,,0.1,0.3333333333333333,0.23333333333333334,,0.3897058823529412,0.3333333333333333,0.4611111111111111,0.45410769230769227,0.439446551724138,0.0425531914893617,0.0594059405940594,0.07534246575342465,0.18493150684931506,14.947916666666666,25.059999999999995,0.2864583333333333,,,,1.0,6.0,1.0,2.0,,,,True,,,,,,,
224,1610612748,Eddie Jones,Eddie Jones,224,MIA,43575.0,726,-124.0,1312,1328,334,344,152.0,2640,36.0,57.0,2.0,5.0,7.0,11.0,15.0,43.0,32.0,102.0,14.0,32.0,1.0,4.0,9.0,24.0,57.0,3.0,9.0,12.0,17.0,83.0,202,38.0,89.0,62.0,342.0,1364,5.0,14.0,3.0,10.0,3.0,22.0,19.0,42.0,16.0,26.0,30.0,116.0,78.0,88.0,96.0,2.0,57.0,24.0,10.0,2.0,50.0,9.0,59.0,3.0,6.0,15.0,9.0,26.0,127.0,,10.0,,15.0,59,5.0,79,10.0,89,2.0,28.0,22.0,6.0,18.0,6.0,13.0,16.0,5.0,5.0,1.0,34.0,4.0,7.0,28.0,63.0,3.0,1.0,78.0,5.0,24.0,11.0,17.0,7.0,4.0,6.0,18.0,9.0,,116.0,334,14.0,0.46987951807228917,0.47560975609756095,0.8421052631578947,0.42696629213483145,0.3,0.6153846153846154,0.42696629213483145,0.41089108910891087,0.35714285714285715,0.4523809523809524,0.48109965635738833,0.3958333333333333,0.6323529411764706,0.5171339563862928,0.4230769230769231,0.6746987951807228,0.30584192439862545,0.02247191011235955,0.04950495049504951,0.08771929824561403,0.06976744186046512,,23.905723905723907,0.5294117647058824,0.11363636363636363,,0.11302681992337164,0.018018018018018018,0.13157894736842105,,0.11635220125786164,0.015503875968992248,0.017699115044247787,0.0136986301369863,0.02027027027027027,,,0.08,0.10795454545454546,0.13574660633484162,0.1368421052631579,0.10526315789473684,0.012738853503184714,0.5,0.1958762886597938,0.631578947368421,0.6923076923076923,0.5277777777777778,0.14776632302405499,0.3488372093023256,0.375,0.2,0.35051546391752575,0.3137254901960784,0.32,0.53125,0.10996563573883161,0.4375,0.4666666666666667,1.0,0.1958762886597938,0.42105263157894735,0.42105263157894735,0.75,0.20833333333333334,0.4,,0.041666666666666664,0.375,0.3333333333333333,1.0,0.16176470588235295,0.6363636363636364,0.1323529411764706,0.4444444444444444,0.25,0.7058823529411765,0.5017182130584192,0.42105263157894735,0.4783810996563575,0.4862673913043479,0.4754264705882354,0.07741935483870968,0.1085972850678733,0.06432748538011696,0.3391812865497076,11.570297029702974,24.594382022471912,0.2545731707317073,,,0.0196078431372549,,18.0,,13.0,1.0,1.0,0.0625,True,,,,,,,
258,1610612748,Brian Grant,Brian Grant,258,MIA,23851.0,398,-100.0,705,720,164,192,85.0,1425,21.0,34.0,5.0,9.0,2.0,4.0,11.0,31.0,19.0,41.0,,,,,,,,,,,,51.0,106,,,17.0,119.0,750,7.0,14.0,,,4.0,18.0,10.0,18.0,,,5.0,25.0,76.0,26.0,,10.0,,,8.0,,11.0,5.0,16.0,4.0,1.0,5.0,1.0,5.0,37.0,6.0,19.0,,7.0,42,6.0,55,25.0,80,1.0,9.0,5.0,4.0,16.0,1.0,10.0,13.0,5.0,6.0,1.0,29.0,1.0,6.0,22.0,44.0,4.0,3.0,23.0,5.0,12.0,2.0,5.0,2.0,,3.0,5.0,2.0,3.0,25.0,164,2.0,0.7450980392156863,0.8260869565217391,,,,,,0.4811320754716981,0.5,0.5555555555555556,0.4811320754716981,0.5,0.5555555555555556,0.5173913043478261,0.5294117647058824,0.5952380952380952,,,0.07547169811320754,0.17647058823529413,0.06451612903225806,,17.97752808988764,0.5517241379310345,0.23076923076923078,,0.1510791366906475,0.0627062706270627,0.08860759493670886,0.1276595744680851,0.13725490196078433,0.07142857142857142,0.0784313725490196,0.024390243902439025,0.07647058823529412,0.13333333333333333,0.11764705882352941,0.14285714285714285,0.17582417582417584,0.13709677419354838,0.1076923076923077,,0.021739130434782608,0.4,0.32075471698113206,0.6176470588235294,0.75,0.6666666666666666,0.29245283018867924,0.3548387096774194,0.3793103448275862,0.5454545454545454,0.3867924528301887,0.4634146341463415,0.4634146341463415,0.9473684210526315,,,,,,,,,0.6428571428571429,0.5555555555555556,,,,,,0.2222222222222222,0.5,,,,,0.32075471698113206,,0.4456367924528302,0.4856909090909092,0.4244944444444444,0.10619469026548672,0.10619469026548672,0.15126050420168066,0.21008403361344538,9.702830188679247,,0.2326241134751773,,3.0,,,,,,,,,True,,,,,,,
297,1610612748,Alonzo Mourning,Alonzo Mourning,297,MIA,29216.0,487,-40.0,890,889,210,221,113.0,1779,35.0,58.0,8.0,16.0,12.0,17.0,27.0,72.0,15.0,43.0,,,,,,,,,,,,77.0,173,,,43.0,197.0,913,12.0,25.0,,,11.0,35.0,20.0,33.0,,,16.0,56.0,90.0,64.0,,14.0,,,14.0,,12.0,2.0,14.0,1.0,1.0,3.0,1.0,8.0,30.0,1.0,32.0,4.0,18.0,61,10.0,89,37.0,126,8.0,5.0,4.0,1.0,19.0,3.0,10.0,20.0,1.0,9.0,2.0,39.0,5.0,10.0,20.0,50.0,5.0,7.0,66.0,11.0,31.0,8.0,34.0,23.0,,11.0,34.0,22.0,6.0,56.0,210,5.0,0.5844155844155844,0.6428571428571429,,,,,,0.44508670520231214,0.48,0.6060606060606061,0.44508670520231214,0.48,0.6060606060606061,0.4900497512437811,0.5645161290322581,0.6222222222222222,,,0.08092485549132948,0.10344827586206896,0.1111111111111111,,23.593287265547875,0.48717948717948717,0.3448275862068966,0.12121212121212122,0.17478510028653296,0.08443271767810026,0.21951219512195122,0.0196078431372549,0.18329466357308585,0.07674418604651163,0.1728395061728395,0.07339449541284404,0.05291005291005291,,0.07142857142857142,0.19101123595505617,0.1346153846153846,0.19230769230769232,0.2318840579710145,0.15384615384615385,0.09876543209876543,0.6470588235294118,0.3352601156069364,0.603448275862069,0.6730769230769231,0.5428571428571428,0.4161849710982659,0.375,0.421875,0.6666666666666666,0.24855491329479767,0.3488372093023256,0.3488372093023256,0.5333333333333333,,,,,,,,,0.64,0.5,0.125,,,,,0.5151515151515151,0.7058823529411765,,,,,0.3352601156069364,,0.45757341040462424,0.4990833333333334,0.48998787878787886,0.16062176165803108,0.16062176165803108,0.17766497461928935,0.28426395939086296,7.969942196531794,,0.23595505617977527,3.0,4.0,,,,,,,,,True,,,,,,,
423,1610612748,Chris Gatling,Chris Gatling,423,MIA,16765.0,279,-8.0,507,510,186,188,66.0,1017,20.0,30.0,5.0,7.0,7.0,9.0,12.0,26.0,7.0,32.0,,4.0,1.0,,3.0,,,,,,,39.0,88,,4.0,31.0,109.0,478,7.0,12.0,,1.0,10.0,24.0,13.0,27.0,,3.0,13.0,39.0,46.0,32.0,,8.0,,,2.0,,3.0,4.0,7.0,1.0,3.0,2.0,,1.0,18.0,4.0,12.0,3.0,7.0,37,7.0,51,19.0,70,3.0,10.0,5.0,5.0,14.0,5.0,8.0,12.0,2.0,6.0,,26.0,3.0,9.0,11.0,36.0,4.0,5.0,38.0,3.0,14.0,7.0,5.0,3.0,1.0,1.0,5.0,1.0,,39.0,186,8.0,0.5897435897435898,0.6571428571428571,,,,,,0.4431818181818182,0.5833333333333334,0.48148148148148145,0.42391304347826086,0.5384615384615384,0.43333333333333335,0.4954545454545455,0.6666666666666666,0.5,0.043478260869565216,,0.022727272727272728,0.03333333333333333,0.038461538461538464,,23.20819112627986,0.5384615384615384,0.3888888888888889,0.15,0.1796116504854369,0.05286343612334802,0.1590909090909091,0.14285714285714285,0.176,0.06274509803921569,0.057692307692307696,0.03508771929824561,0.059322033898305086,0.125,0.16666666666666666,0.12280701754385964,0.27586206896551724,0.15384615384615385,0.175,,0.058823529411764705,0.2,0.32608695652173914,0.6666666666666666,0.6896551724137931,0.55,0.2826086956521739,0.46153846153846156,0.48,0.5833333333333334,0.34782608695652173,0.21875,0.21875,0.7142857142857143,0.043478260869565216,,,,,,,,0.5384615384615384,0.7142857142857143,,0.07692307692307693,,,,0.3,0.7777777777777778,0.1,,,,0.3695652173913043,,0.44046304347826093,0.48029999999999995,0.42834000000000005,0.13592233009708737,0.1414141414141414,0.22018348623853212,0.3577981651376147,9.178409090909092,23.875,0.3668639053254438,1.0,5.0,,,,,,,,,True,,,,,,,
694,1610612748,Sam Mack,Sam Mack,694,MIA,4529.0,75,-3.0,147,137,54,60,14.0,284,,1.0,,,,,1.0,2.0,2.0,8.0,2.0,7.0,,1.0,3.0,3.0,11.0,,1.0,2.0,4.0,3.0,11,5.0,18.0,1.0,22.0,142,,1.0,,1.0,,,1.0,4.0,3.0,7.0,,11.0,2.0,4.0,12.0,,11.0,3.0,1.0,,1.0,,1.0,,,1.0,,,2.0,,,1.0,,3,,3,1.0,4,,2.0,2.0,,1.0,,1.0,2.0,,,,3.0,,3.0,5.0,9.0,,,2.0,,1.0,,1.0,,,1.0,1.0,1.0,,11.0,54,2.0,0.3333333333333333,0.3333333333333333,0.8,0.2777777777777778,,0.42857142857142855,0.2777777777777778,0.2727272727272727,,0.25,0.3620689655172414,,0.5,0.36666666666666664,,0.5,0.6206896551724138,,0.09090909090909091,,,,20.496894409937887,0.3333333333333333,,0.09090909090909091,0.05555555555555555,,,,0.04225352112676056,,,,,,,,0.041666666666666664,0.10526315789473684,,,,1.0,0.034482758620689655,,,,0.06896551724137931,0.5,0.5,,0.27586206896551724,0.25,0.2857142857142857,0.5,0.2413793103448276,0.2857142857142857,0.2857142857142857,1.0,0.3793103448275862,0.2727272727272727,0.2727272727272727,0.6666666666666666,,,,,0.5,,,,,0.2727272727272727,0.3333333333333333,0.36363636363636365,0.5,0.6551724137931034,0.2727272727272727,0.49043103448275854,0.53655,0.47485,0.03333333333333333,0.08333333333333333,,0.5,15.281818181818181,24.62222222222222,0.3673469387755102,,,0.125,,3.0,,,,,,True,,,,,,,
