EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,OffThreePtRebounds,FTOffRebounds,Offensive Fouls,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,Corner3PctBlocked,HeaveAttempts,on
1731,1610612764,Tyronn Lue,Tyronn Lue,1731,WAS,34345.0,572,16,1046,1052,307,345,140,2098,17,29,1.0,1.0,4.0,6,8,37,25.0,61.0,3.0,7.0,1.0,2.0,3.0,4.0,19.0,50.0,1.0,5.0,3.0,12.0,50,127,22.0,57.0,20,186,1108,5,10,2.0,7.0,16,11,28,6.0,16.0,10.0,50,28,72,48.0,18.0,2.0,50.0,19.0,8,1.0,71,11.0,82,9.0,2.0,22.0,12.0,37.0,175,4,15,29,1.0,45,4,49,1.0,16,8.0,8.0,13,2.0,7.0,10,4.0,6.0,2.0,23,1.0,6,15,59,2.0,28,3.0,1.0,8,7.0,50,307,12,0.28,0.2857142857142857,0.7272727272727273,0.38596491228070173,0.2857142857142857,0.375,0.38596491228070173,0.3937007874015748,0.5,0.39285714285714285,0.45108695652173914,0.47058823529411764,0.45454545454545453,0.4719387755102041,0.47058823529411764,0.4803921568627451,0.30978260869565216,0.017543859649122806,0.06299212598425197,0.10344827586206896,0.10810810810810811,0.01639344262295082,0.02,18.295739348370926,0.5652173913043478,0.02631578947368421,0.06621004566210045,0.009070294784580499,0.1282051282051282,0.07927927927927927,0.007889546351084813,0.015873015873015872,0.012738853503184714,0.004524886877828055,0.036585365853658534,0.05755395683453238,0.08294930875576037,0.13095238095238096,0.12121212121212122,0.010101010101010102,0.15760869565217392,0.5862068965517241,0.6538461538461539,0.11764705882352941,0.20108695652173914,0.21621621621621623,0.24242424242424243,0.125,0.33152173913043476,0.4098360655737705,0.4166666666666667,0.44,0.03804347826086957,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.2717391304347826,0.38,0.3877551020408163,0.7368421052631579,0.058823529411764705,1.0,0.11764705882352941,0.5,1.0,0.29411764705882354,0.2,0.13636363636363635,0.6666666666666666,0.09090909090909091,0.75,0.2727272727272727,0.25,0.4673913043478261,0.38,0.45596222826086963,0.48587857142857144,0.4415215909090909,0.042328042328042326,0.06060606060606061,0.08602150537634409,0.26881720430107525,11.618897637795275,25.335087719298244,0.29349904397705545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1751,1610612764,Jahidi White,Jahidi White,1751,WAS,53795.0,897,-12,1634,1638,227,197,242,3272,105,160,50.0,77.0,13.0,22,5,25,,1.0,,,,,,,,,,,,,110,186,,,54,274,1796,51,79,,,123,14,24,,,12.0,40,116,104,,,88.0,,,15,,6,4.0,10,4.0,,4.0,1.0,1.0,24,102,25,136,18.0,179,114,293,11.0,14,10.0,4.0,19,,7.0,18,6.0,12.0,2.0,37,3.0,6,49,100,18.0,92,14.0,,47,6.0,40,227,1,0.5272727272727272,0.8787878787878788,,,,,,0.5913978494623656,0.6455696202531646,0.5833333333333334,0.5913978494623656,0.6455696202531646,0.5833333333333334,0.6088888888888889,0.6473684210526316,0.6060606060606061,,,0.08064516129032258,0.05625,0.24,,,13.674321503131523,0.5135135135135135,0.4186046511627907,0.21656050955414013,0.1356382978723404,0.1893939393939394,0.2118421052631579,0.13191990577149587,0.19631901840490798,0.13122171945701358,0.11141304347826086,0.232,0.2,0.2222222222222222,0.21428571428571427,0.11764705882352941,0.18032786885245902,0.8602150537634409,0.65625,0.695364238410596,0.5333333333333333,0.13440860215053763,0.2,0.2631578947368421,0.4,0.005376344086021506,,,,,,,,,,,,0.9746835443037974,0.6493506493506493,,,,,,0.9166666666666666,0.5909090909090909,,,,,0.8602150537634409,,0.5526881720430107,0.5924250000000001,0.5387333333333334,0.2146118721461187,0.2146118721461187,0.4489051094890511,0.145985401459854,1.8650537634408604,,0.13892288861689106,21.0,10.0,2.0,6.0,38.0,20.0,1.0,17.0,38.0,22.0,3.0,1.0,3.0,1.0,0.0625,0.10309278350515463,0.11392405063291139,0.05555555555555555,0.5789473684210527,0.1,,,,,,,,,True
1838,1610612764,Tyrone Nesby,Tyrone Nesby,1838,WAS,32403.0,540,3,994,996,287,309,146,1990,32,57,11.0,18.0,13.0,20,7,15,21.0,52.0,1.0,5.0,,,,1.0,4.0,16.0,1.0,2.0,3.0,6.0,60,124,5.0,21.0,20,155,1058,11,24,1.0,2.0,29,16,32,3.0,7.0,7.0,48,72,48,12.0,3.0,20.0,16.0,4.0,6,,31,5.0,36,3.0,2.0,5.0,6.0,20.0,77,36,18,51,9.0,78,42,120,4.0,17,12.0,5.0,6,,4.0,8,,2.0,,14,3.0,5,22,66,3.0,26,2.0,,13,1.0,48,287,12,0.6,0.72,0.8,0.23809523809523808,0.5,0.42857142857142855,0.23809523809523808,0.4838709677419355,0.4583333333333333,0.5,0.46551724137931033,0.4807692307692308,0.5256410256410257,0.49363057324840764,0.48333333333333334,0.5454545454545454,0.14482758620689656,,0.04838709677419355,0.05263157894736842,0.13333333333333333,0.019230769230769232,,14.678111587982832,0.42857142857142855,0.32142857142857145,0.14285714285714285,0.08200455580865604,0.1836734693877551,0.15164835164835164,0.08086785009861933,0.10526315789473684,0.10416666666666667,0.0593607305936073,0.1527777777777778,0.1349206349206349,0.14465408805031446,0.22535211267605634,0.07407407407407407,0.05405405405405406,0.3931034482758621,0.5614035087719298,0.5925925925925926,0.5625,0.10344827586206896,0.4666666666666667,0.5384615384615384,0.2857142857142857,0.3586206896551724,0.40384615384615385,0.4117647058823529,0.7619047619047619,0.034482758620689655,0.2,0.2,1.0,0.1103448275862069,0.25,0.25,0.75,0.6923076923076923,0.6111111111111112,,,,0.07692307692307693,0.5,0.5128205128205128,0.65,0.02564102564102564,,0.15384615384615385,0.5,0.5379310344827586,0.25,0.49126319444444433,0.5186229166666668,0.5125410256410257,0.08333333333333333,0.0962962962962963,0.1870967741935484,0.3096774193548387,9.14516129032258,24.652380952380955,0.2887323943661972,4.0,5.0,1.0,7.0,8.0,2.0,1.0,5.0,8.0,5.0,,,,,0.03225806451612903,0.07352941176470588,0.07272727272727272,0.07692307692307693,0.625,,1.0,,,,,,,,True
1888,1610612764,Richard Hamilton,Richard Hamilton,1888,WAS,60897.0,1015,18,1895,1888,482,484,267,3783,46,92,11.0,13.0,12.0,23,60,151,80.0,188.0,3.0,5.0,,,,2.0,5.0,13.0,1.0,3.0,2.0,4.0,186,431,8.0,18.0,116,512,2036,25,53,1.0,3.0,62,38,92,2.0,6.0,42.0,124,220,152,24.0,,10.0,13.0,5.0,39,,71,8.0,79,6.0,2.0,19.0,16.0,36.0,166,33,18,46,2.0,66,36,102,10.0,17,14.0,3.0,30,4.0,18.0,16,1.0,12.0,3.0,46,5.0,12,20,63,3.0,129,5.0,11.0,40,21.0,124,482,13,0.5913978494623656,0.6077348066298343,1.0,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.43155452436194897,0.4716981132075472,0.41304347826086957,0.44097995545657015,0.4732142857142857,0.41836734693877553,0.499009900990099,0.5084745762711864,0.5126050420168067,0.0400890868596882,,0.09048723897911833,0.18478260869565216,0.11920529801324503,0.02127659574468085,,24.977334542157752,0.6521739130434783,0.03571428571428571,0.06424581005586592,0.03806228373702422,0.10112359550561797,0.07158836689038031,0.03699897225077081,0.023529411764705882,0.05555555555555555,0.03278688524590164,0.04861111111111111,0.08461538461538462,0.05448717948717949,0.10294117647058823,0.09523809523809523,0.046511627906976744,0.20489977728285078,0.5,0.6133333333333333,0.5434782608695652,0.3363028953229399,0.3973509933774834,0.45112781954887216,0.48333333333333334,0.41870824053452116,0.425531914893617,0.43478260869565216,0.7,0.011135857461024499,0.6,0.6,1.0,0.028953229398663696,0.38461538461538464,0.38461538461538464,1.0,0.23214285714285715,0.8461538461538461,,,,0.05357142857142857,0.3333333333333333,0.23469387755102042,0.5217391304347826,0.02040816326530612,,0.04081632653061224,0.5,0.24498886414253898,0.38461538461538464,0.4449566815144768,0.44965700000000003,0.4465566326530611,0.08264462809917356,0.08583690987124463,0.12109375,0.2421875,10.938515081206498,24.37777777777778,0.25435356200527703,9.0,3.0,,6.0,5.0,2.0,1.0,2.0,5.0,2.0,,,1.0,,,0.02830188679245283,0.033707865168539325,,0.4,0.5454545454545454,1.0,,,,,,,,True
893,1610612764,Michael Jordan,Michael Jordan,893,WAS,125345.0,2089,17,3846,3840,935,1005,564,7686,104,181,14.0,23.0,21.0,40,123,343,314.0,747.0,1.0,2.0,,,1.0,2.0,9.0,51.0,2.0,9.0,2.0,17.0,541,1271,10.0,53.0,263,1375,4125,46,96,2.0,9.0,115,114,285,3.0,19.0,109.0,346,478,604,21.0,9.0,14.0,51.0,9.0,51,1.0,245,65.0,310,46.0,19.0,86.0,45.0,114.0,685,40,59,210,20.0,289,50,339,14.0,85,47.0,38.0,114,15.0,73.0,48,18.0,41.0,5.0,162,10.0,42,58,119,,333,29.0,10.0,138,36.0,346,935,10,0.4417744916820702,0.44756554307116103,0.7,0.18867924528301888,0.2222222222222222,0.15789473684210525,0.18867924528301888,0.42564909520062943,0.4791666666666667,0.4,0.4199395770392749,0.4666666666666667,0.38980263157894735,0.46564625850340136,0.4956896551724138,0.4726775956284153,0.04003021148036254,0.018867924528301886,0.04012588512981904,0.07734806629834254,0.0728862973760933,0.01606425702811245,0.0196078431372549,36.29086057371581,0.7037037037037037,0.17094017094017094,0.14198782961460446,0.02336448598130841,0.15775401069518716,0.14516999460334593,0.024365482233502538,0.024539877300613498,0.022058823529411766,0.023752969121140142,0.07191780821917808,0.126,0.18340611353711792,0.17153284671532848,0.12,0.019635343618513323,0.13670694864048338,0.574585635359116,0.6227544910179641,0.4230769230769231,0.2590634441087613,0.358600583090379,0.3867924528301887,0.43089430894308944,0.5641993957703928,0.4203480589022758,0.4272108843537415,0.45222929936305734,0.0015105740181268882,0.5,0.5,,0.03851963746223565,0.17647058823529413,0.18,0.7777777777777778,0.21904761904761905,0.6086956521739131,,,,0.08571428571428572,0.2222222222222222,0.13157894736842105,0.525,0.006578947368421052,0.5,0.05592105263157895,0.11764705882352941,0.17673716012084592,0.17647058823529413,0.4212546863189719,0.4505558510638298,0.405586798679868,0.09693165969316597,0.1,0.08363636363636363,0.25163636363636366,13.150039339103074,25.649056603773584,0.24310972438897555,17.0,8.0,2.0,10.0,25.0,6.0,5.0,14.0,26.0,12.0,,,,,0.023255813953488372,0.031007751937984496,0.03773584905660377,,0.46153846153846156,0.21428571428571427,0.5,1.0,1.0,1.0,0.018518518518518517,,,,True
2198,1610612764,Kwame Brown,Kwame Brown,2198,WAS,15441.0,257,-47,483,491,166,176,72,974,16,26,8.0,11.0,5.0,6,6,25,2.0,11.0,,,,,,,,,,,,,24,62,,,23,71,551,8,12,,,23,7,19,,,11.0,25,26,22,,,10.0,,,7,,14,1.0,15,1.0,,7.0,2.0,5.0,31,16,5,31,5.0,41,17,58,2.0,2,2.0,,4,,2.0,4,,2.0,1.0,8,1.0,2,18,26,3.0,32,4.0,,15,3.0,25,166,3,0.5416666666666666,0.6842105263157895,,,,,,0.3870967741935484,0.6666666666666666,0.3684210526315789,0.3870967741935484,0.6666666666666666,0.3684210526315789,0.46710526315789475,0.71875,0.5208333333333334,,,0.11290322580645161,0.07692307692307693,0.16,0.09090909090909091,,15.000000000000002,0.5,0.25,0.1751412429378531,0.07655502392344497,0.13513513513513514,0.16822429906542055,0.07112970711297072,0.025,0.09333333333333334,0.0851063829787234,0.17073170731707318,0.16666666666666666,0.18292682926829268,0.11538461538461539,0.18181818181818182,0.06896551724137931,0.41935483870967744,0.6153846153846154,0.6666666666666666,0.5,0.4032258064516129,0.24,0.2857142857142857,0.5,0.1774193548387097,0.18181818181818182,0.2,1.0,,,,,,,,,0.9166666666666666,0.7272727272727273,,,,,,0.3157894736842105,0.8333333333333334,,,,,0.41935483870967744,,0.4729193548387097,0.5784363636363636,0.43291578947368425,0.2054794520547945,0.2054794520547945,0.323943661971831,0.352112676056338,6.9306451612903235,,0.34368530020703936,7.0,1.0,,,10.0,6.0,,4.0,10.0,2.0,,1.0,2.0,,,0.03333333333333333,0.041666666666666664,,0.2,0.125,,,,,,,,,True
2217,1610612764,Brendan Haywood,Brendan Haywood,2217,WAS,38377.0,640,3,1149,1149,306,348,169,2298,38,54,17.0,26.0,14.0,16,4,31,,3.0,,,,,,,,,,,,,42,88,,,50,134,1175,19,31,,,58,14,19,,,16.0,44,44,40,,,30.0,,,15,,11,3.0,14,3.0,,1.0,3.0,7.0,31,58,17,62,8.0,87,67,154,3.0,9,6.0,3.0,5,2.0,1.0,14,1.0,4.0,2.0,19,5.0,4,34,79,4.0,79,4.0,,35,7.0,44,306,10,0.5238095238095238,0.8148148148148148,,,,,,0.4772727272727273,0.6129032258064516,0.7368421052631579,0.4772727272727273,0.6129032258064516,0.7368421052631579,0.5317460317460317,0.6041666666666666,0.7096774193548387,,,0.17045454545454544,0.12962962962962962,0.25806451612903225,,,10.67457375833951,0.2631578947368421,0.21621621621621623,0.1297071129707113,0.11026615969581749,0.1328125,0.13036303630363036,0.11092715231788079,0.18518518518518517,0.11702127659574468,0.08171206225680934,0.15476190476190477,0.1509433962264151,0.10638297872340426,0.1134020618556701,0.1935483870967742,0.1,0.6136363636363636,0.7037037037037037,0.8085106382978723,0.5263157894736842,0.3522727272727273,0.12903225806451613,0.17391304347826086,0.5,0.03409090909090909,,,,,,,,,,,,0.8387096774193549,0.6538461538461539,,,,,,0.8421052631578947,0.875,,,,,0.6136363636363636,,0.49567159090909085,0.5490827586206897,0.5504947368421053,0.29411764705882354,0.29411764705882354,0.43283582089552236,0.3283582089552239,3.9375000000000004,,0.26631853785900783,20.0,9.0,,7.0,43.0,17.0,,26.0,43.0,26.0,1.0,1.0,,2.0,,0.11538461538461539,0.11290322580645161,0.125,0.6046511627906976,0.11764705882352941,,,,,,1.0,,,True
43,1610612764,Chris Whitney,Chris Whitney,43,WAS,74142.0,1236,75,2287,2264,473,500,337,4551,5,15,1.0,1.0,,3,7,26,63.0,138.0,23.0,49.0,1.0,4.0,5.0,8.0,60.0,135.0,12.0,20.0,16.0,34.0,75,179,83.0,184.0,85,484,2448,5,16,13.0,24.0,55,9,29,21.0,42.0,48.0,129,114,36,219.0,30.0,,135.0,60.0,8,1.0,144,16.0,160,14.0,2.0,38.0,26.0,80.0,336,4,16,53,3.0,72,8,80,2.0,38,19.0,19.0,28,7.0,19.0,11,2.0,9.0,,39,2.0,7,52,96,,90,3.0,10.0,18,19.0,129,473,9,0.76,0.76,0.8795180722891566,0.45108695652173914,0.5416666666666666,0.5,0.45108695652173914,0.41899441340782123,0.3125,0.3103448275862069,0.5495867768595041,0.6125,0.5704225352112676,0.5925,0.6463414634146342,0.6631578947368421,0.5068870523415978,0.005434782608695652,0.0446927374301676,0.4,0.07692307692307693,,,16.337187616560986,0.717948717948718,0.046875,0.06206088992974239,0.004,0.07655502392344497,0.06491063029162747,0.006831767719897523,,0.006802721088435374,0.004,0.05714285714285714,0.05555555555555555,0.06905370843989769,0.08441558441558442,0.05454545454545454,0.010256410256410256,0.04132231404958678,0.3333333333333333,0.5555555555555556,0.6,0.07162534435261708,0.2692307692307692,0.2916666666666667,0.7142857142857143,0.38016528925619836,0.45652173913043476,0.45652173913043476,0.7777777777777778,0.1349862258953168,0.46938775510204084,0.4791666666666667,1.0,0.371900826446281,0.4444444444444444,0.4444444444444444,0.8333333333333334,0.025,1.0,0.1,0.25,1.0,0.5,0.6,0.04225352112676056,,0.11267605633802817,0.625,0.4788732394366197,0.47058823529411764,0.5482093663911846,0.4444444444444444,0.48313415977961416,0.49649374999999996,0.4629774647887324,0.05511811023622047,0.09278350515463918,0.11363636363636363,0.2665289256198347,16.139106145251393,25.069021739130434,0.20682116309575863,6.0,4.0,,2.0,6.0,1.0,1.0,4.0,6.0,3.0,,,,,,0.023391812865497075,0.014285714285714285,0.06451612903225806,0.5,1.0,0.9166666666666666,3.0,,,0.016042780748663103,1.0,0.02040816326530612,,True
461,1610612764,Popeye Jones,Popeye Jones,461,WAS,70594.0,1177,37,2156,2152,494,554,342,4308,47,92,23.0,53.0,8.0,20,38,83,40.0,88.0,2.0,2.0,,,,,1.0,5.0,,,1.0,4.0,125,263,3.0,7.0,72,331,2315,31,76,,,89,16,39,1.0,4.0,23.0,58,184,66,9.0,,44.0,3.0,1.0,13,,53,13.0,66,11.0,2.0,25.0,7.0,21.0,145,127,33,157,13.0,203,146,349,6.0,22,12.0,10.0,21,1.0,17.0,30,6.0,4.0,1.0,51,8.0,10,37,121,18.0,83,8.0,,35,11.0,58,494,19,0.736,0.8932038834951457,1.0,0.42857142857142855,,0.25,0.6,0.4752851711026616,0.40789473684210525,0.41025641025641024,0.47962962962962963,0.40789473684210525,0.4069767441860465,0.5373376623376623,0.489010989010989,0.5178571428571429,0.025925925925925925,,0.049429657794676805,0.10869565217391304,0.03614457831325301,,,14.022718370544457,0.4117647058823529,0.20967741935483872,0.18870192307692307,0.13039014373716631,0.15492957746478872,0.18181818181818182,0.12654867256637167,0.16666666666666666,0.1597444089456869,0.09503239740820735,0.23076923076923078,0.23550724637681159,0.14,0.15723270440251572,0.14814814814814814,0.047619047619047616,0.34074074074074073,0.5108695652173914,0.573170731707317,0.48936170212765956,0.3074074074074074,0.4578313253012048,0.475,0.7894736842105263,0.32592592592592595,0.45454545454545453,0.45454545454545453,0.975,0.007407407407407408,1.0,1.0,1.0,0.018518518518518517,0.2,0.2,1.0,0.6973684210526315,0.4339622641509434,,,,,,0.46511627906976744,0.4,,,0.09302325581395349,0.25,0.36666666666666664,0.3333333333333333,0.45185522388059696,0.5075605633802817,0.4827219512195123,0.11784511784511785,0.1206896551724138,0.2688821752265861,0.17522658610271905,9.300000000000002,37.4,0.22912801484230055,27.0,16.0,3.0,16.0,13.0,7.0,,6.0,14.0,11.0,,,4.0,,0.06,0.10256410256410256,0.1111111111111111,0.06666666666666667,0.7857142857142857,0.043478260869565216,,,1.0,1.0,,,,2.0,True
363,1610612764,Christian Laettner,Christian Laettner,363,WAS,39812.0,664,-9,1233,1230,264,337,155,2463,32,47,15.0,20.0,4.0,6,7,24,41.0,81.0,,,,,,,2.0,4.0,,,1.0,2.0,80,152,2.0,4.0,29,195,1301,18,28,,,41,15,33,1.0,2.0,11.0,44,112,48,6.0,,22.0,4.0,2.0,7,,51,9.0,60,8.0,1.0,18.0,9.0,24.0,129,34,14,65,9.0,88,42,130,1.0,25,12.0,13.0,13,4.0,9.0,15,2.0,4.0,3.0,28,2.0,9,23,63,6.0,35,3.0,4.0,10,7.0,44,264,10,0.7,0.8115942028985508,1.0,0.5,,0.5,0.5,0.5263157894736842,0.6428571428571429,0.45454545454545453,0.532051282051282,0.6428571428571429,0.4714285714285714,0.5647058823529412,0.6612903225806451,0.5238095238095238,0.02564102564102564,,0.046052631578947366,0.10638297872340426,0.08333333333333333,,,14.012738853503183,0.4642857142857143,0.2727272727272727,0.13569937369519833,0.061930783242258654,0.11290322580645161,0.1310116086235489,0.06230031948881789,0.0660377358490566,0.05128205128205128,0.06620209059233449,0.13725490196078433,0.12903225806451613,0.13963963963963963,0.09782608695652174,0.15625,0.014925373134328358,0.30128205128205127,0.6808510638297872,0.7619047619047619,0.53125,0.15384615384615385,0.2916666666666667,0.3181818181818182,0.8571428571428571,0.5192307692307693,0.5061728395061729,0.5061728395061729,0.8048780487804879,,,,,0.02564102564102564,0.5,0.5,1.0,0.7142857142857143,0.75,,,,,,0.17142857142857143,0.6666666666666666,,,0.05714285714285714,0.5,0.3269230769230769,0.5,0.4551211538461538,0.541475,0.43524571428571424,0.06134969325153374,0.06289308176100629,0.21025641025641026,0.22564102564102564,11.281578947368422,25.0,0.2141119221411192,5.0,5.0,3.0,5.0,15.0,5.0,1.0,9.0,15.0,9.0,,1.0,,1.0,0.15,0.06493506493506493,0.05970149253731343,0.1,0.6,0.2,,,,,,,,,True
