EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3Assists,FTOffRebounds,FTDefRebounds,Travels,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,DefFTReboundPct,OffFTReboundPct,Blocked3s,BlockedArc3,HeaveAttempts,Clear Path Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedCorner3,on
15,1610612746,Eric Piatkowski,Eric Piatkowski,15,LAC,85954.0,1433,-25,2690,2691,530,414,382,5381,33.0,60.0,7.0,16.0,7.0,17.0,17.0,50.0,32.0,93.0,15.0,35.0,4.0,5.0,2.0,7.0,73.0,163.0,8.0,16.0,10.0,23.0,82.0,203,88.0,198.0,79.0,507.0,2903,15.0,41.0,12.0,21.0,4.0,70.0,16.0,35.0,12.0,30.0,27.0,95.0,100.0,64.0,249.0,15.0,12.0,163.0,73.0,14.0,5.0,90.0,4.0,94.0,4.0,31.0,43.0,16.0,192.0,11.0,27.0,19.0,100.0,119.0,38.0,157.0,10.0,33.0,17.0,16.0,33.0,7.0,26.0,22.0,5.0,7.0,55.0,10.0,15.0,46.0,90.0,4.0,8.0,90.0,3.0,37.0,23.0,5.0,12.0,4.0,3.0,5.0,12.0,8.0,95.0,530,10.0,0.6097560975609756,0.6578947368421053,0.9431818181818182,0.4444444444444444,0.5714285714285714,0.4,0.4444444444444444,0.4039408866995074,0.36585365853658536,0.45714285714285713,0.5336658354114713,0.532258064516129,0.5230769230769231,0.5563380281690141,0.5396825396825397,0.581081081081081,0.4937655860349127,0.025252525252525252,0.06896551724137931,0.1,0.06,0.053763440860215055,0.02857142857142857,0.024539877300613498,15.308720560152768,0.6,0.08888888888888889,0.025233644859813085,0.0979381443298969,0.043137254901960784,0.09021986353297953,0.028679245283018868,0.03139013452914798,0.01876172607879925,0.03184713375796178,0.04424778761061947,0.034482758620689655,0.0599250936329588,0.09259259259259259,0.10328638497652583,0.09554140127388536,0.10810810810810811,0.047619047619047616,0.6666666666666666,0.14962593516209477,0.55,0.6111111111111112,0.5454545454545454,0.12468827930174564,0.34,0.3617021276595745,0.47058823529411764,0.23192019950124687,0.34408602150537637,0.36363636363636365,0.75,0.08728179551122195,0.42857142857142855,0.4411764705882353,1.0,0.40648379052369077,0.44785276073619634,0.4591194968553459,0.9315068493150684,0.25806451612903225,0.4375,0.2857142857142857,0.08064516129032258,0.8,1.0,0.25806451612903225,0.5,0.625,0.26153846153846155,0.4117647058823529,0.1076923076923077,0.2857142857142857,0.35384615384615387,0.43478260869565216,0.6433915211970075,0.44785276073619634,0.5086583541147133,0.49130300000000005,0.5085576923076923,0.05463182897862233,0.1031390134529148,0.13806706114398423,0.1873767258382643,11.092118226600986,25.357575757575763,0.1970260223048327,,,,,,,,,,,,,,,,,,True
1709,1610612746,Michael Olowokandi,Michael Olowokandi,1709,LAC,120689.0,2011,-30,3712,3717,780,572,558,7429,78.0,125.0,28.0,43.0,12.0,19.0,211.0,509.0,9.0,53.0,,,,,,,,,,,,,298.0,687,,,88.0,684.0,3956,49.0,84.0,,,9.0,107.0,51.0,116.0,,,31.0,133.0,324.0,272.0,,,56.0,,,37.0,,38.0,33.0,71.0,31.0,13.0,9.0,16.0,175.0,26.0,98.0,56.0,326.0,418.0,130.0,548.0,11.0,40.0,32.0,8.0,52.0,6.0,31.0,81.0,7.0,21.0,133.0,13.0,24.0,70.0,170.0,18.0,29.0,139.0,13.0,,61.0,15.0,107.0,54.0,2.0,51.0,107.0,68.0,133.0,780,19.0,0.5436241610738255,0.6,,,,,,0.43377001455604075,0.5833333333333334,0.4396551724137931,0.43377001455604075,0.5833333333333334,0.4396551724137931,0.456,0.5879120879120879,0.46830985915492956,,,0.053857350800582245,0.128,0.0412573673870334,,,,20.219830547286467,0.39097744360902253,0.207511139401655,0.06438896189224705,0.19444444444444445,0.08201892744479496,0.20548682087143624,0.0674279499728113,0.07213114754098361,0.05710659898477157,0.07226107226107226,0.08865248226950355,0.02857142857142857,0.19060773480662985,0.1951219512195122,0.23063973063973064,0.21973094170403587,0.1076923076923077,0.03142857142857143,0.6355140186915887,0.1819505094614265,0.624,0.7155963302752294,0.6538461538461539,0.7409024745269287,0.41453831041257366,0.4323770491803279,0.5023696682464455,0.07714701601164484,0.16981132075471697,0.16981132075471697,0.5555555555555556,,,,,,,,,0.5119047619047619,0.6511627906976745,0.14285714285714285,,,,,,,0.16379310344827586,0.631578947368421,,,,,0.1819505094614265,,0.4167247452692867,0.4848805970149254,0.4110905172413793,0.08299319727891157,0.08299319727891157,0.1564327485380117,0.19444444444444445,7.703930131004367,,0.2101293103448276,2.0,6.0,36.0,25.0,5.0,3.0,7.0,12.0,0.4186046511627907,0.05405405405405406,,,,,,,,True
1762,1610612746,Tremaine Fowlkes,Tremaine Fowlkes,1762,LAC,18573.0,310,-26,558,567,70,43,101,1125,15.0,26.0,11.0,18.0,1.0,3.0,3.0,14.0,6.0,19.0,,,,,,,,,,,,,24.0,59,,,21.0,69.0,621,12.0,25.0,,,9.0,33.0,2.0,6.0,,,5.0,9.0,20.0,28.0,,,20.0,,,7.0,,12.0,4.0,16.0,4.0,1.0,6.0,5.0,36.0,5.0,27.0,4.0,21.0,27.0,32.0,59.0,1.0,11.0,6.0,5.0,7.0,1.0,3.0,4.0,,4.0,11.0,1.0,1.0,15.0,32.0,1.0,3.0,25.0,1.0,,11.0,2.0,1.0,,1.0,,1.0,,9.0,70,,0.4166666666666667,0.7142857142857143,,,,,,0.4067796610169492,0.48,0.3333333333333333,0.4067796610169492,0.48,0.3333333333333333,0.4859154929577465,0.532258064516129,0.5,,,0.11864406779661017,0.11538461538461539,0.21428571428571427,0.05263157894736842,,,12.005856515373353,0.6363636363636364,0.08936170212765958,0.0989010989010989,0.13793103448275862,0.15151515151515152,0.0946969696969697,0.10457516339869281,0.05172413793103448,0.0916030534351145,0.14285714285714285,0.16129032258064516,,0.06451612903225806,0.14457831325301204,0.05555555555555555,0.17391304347826086,,0.03571428571428571,,0.4406779661016949,0.5769230769230769,0.6521739130434783,0.26666666666666666,0.23728813559322035,0.21428571428571427,0.2727272727272727,,0.3220338983050847,0.3157894736842105,0.3333333333333333,1.0,,,,,,,,,0.72,0.6111111111111112,,,,,,,,0.5,0.3333333333333333,,,,,0.4406779661016949,,0.4718694915254238,0.5333727272727273,0.46303333333333335,0.15942028985507245,0.15942028985507245,0.4782608695652174,0.13043478260869565,7.983050847457627,,0.12544802867383512,,,2.0,,,,,,0.14285714285714285,,,,,,,,,True
1882,1610612746,Elton Brand,Elton Brand,1882,LAC,180989.0,3016,4,5622,5639,1514,1282,840,11261,291.0,419.0,115.0,168.0,72.0,97.0,193.0,471.0,48.0,120.0,,,,,,,,,,,,,532.0,1010,,,389.0,1453.0,6035,138.0,234.0,,,141.0,417.0,112.0,219.0,,,137.0,361.0,542.0,522.0,,,206.0,,,72.0,,126.0,65.0,191.0,59.0,54.0,32.0,40.0,447.0,52.0,338.0,81.0,414.0,529.0,396.0,925.0,22.0,80.0,53.0,27.0,86.0,17.0,32.0,87.0,10.0,54.0,173.0,28.0,50.0,122.0,254.0,25.0,26.0,524.0,73.0,,245.0,54.0,159.0,66.0,11.0,82.0,163.0,103.0,361.0,1514,29.0,0.5093984962406015,0.6317016317016317,,,,,,0.5267326732673268,0.5897435897435898,0.5114155251141552,0.5267326732673268,0.5897435897435898,0.5114155251141552,0.5877831715210357,0.6725806451612903,0.586038961038961,,,0.07128712871287128,0.07637231503579953,0.08067940552016985,0.016666666666666666,,,21.262458471760798,0.49710982658959535,0.17992177314211213,0.15384615384615385,0.16598360655737704,0.1001926782273603,0.17748296880602366,0.14359351988217967,0.2,0.15972894482090996,0.11061285500747384,0.09740259740259741,0.12280701754385964,0.16928446771378708,0.1886574074074074,0.17824074074074073,0.17989417989417988,0.11818181818181818,0.05486284289276808,0.6319018404907976,0.41485148514851483,0.6945107398568019,0.751937984496124,0.4570446735395189,0.46633663366336636,0.40976645435244163,0.4457274826789838,0.5077720207253886,0.1188118811881188,0.4,0.4067796610169492,0.8333333333333334,,,,,,,,,0.717948717948718,0.6845238095238095,0.0782608695652174,,,,,,,0.4429223744292237,0.7422680412371134,,,,,0.41485148514851483,,0.4691612871287129,0.5122877358490566,0.46073196347031975,0.20727580372250423,0.20727580372250423,0.2869924294562973,0.24845147969717826,6.063762376237623,,0.26929918178584134,6.0,6.0,34.0,17.0,1.0,1.0,7.0,,0.21794871794871795,0.03333333333333333,4.0,4.0,,,,,,True
2039,1610612746,Keyon Dooling,Keyon Dooling,2039,LAC,4306.0,72,11,144,148,59,58,25,292,2.0,7.0,1.0,2.0,2.0,3.0,3.0,6.0,1.0,9.0,1.0,2.0,,,1.0,2.0,2.0,4.0,,,1.0,2.0,6.0,22,3.0,6.0,3.0,24.0,154,2.0,3.0,,,,4.0,3.0,7.0,2.0,4.0,,12.0,6.0,6.0,9.0,,,4.0,2.0,1.0,,4.0,,4.0,,1.0,1.0,2.0,8.0,,,,,,,,,2.0,,2.0,2.0,1.0,1.0,1.0,,1.0,3.0,1.0,1.0,5.0,13.0,1.0,,4.0,,,2.0,,2.0,,,2.0,2.0,1.0,12.0,59,3.0,0.5,0.5,1.0,0.5,,0.5,0.5,0.2727272727272727,0.6666666666666666,0.42857142857142855,0.375,0.6666666666666666,0.5454545454545454,0.4,0.6666666666666666,0.5454545454545454,0.21428571428571427,,0.045454545454545456,0.14285714285714285,,,,,19.526627218934912,0.6666666666666666,,,,,,,,,,,,,,,,,,0.5,0.25,0.2857142857142857,0.3333333333333333,0.5,0.21428571428571427,0.5,0.5,0.3333333333333333,0.32142857142857145,0.1111111111111111,0.1111111111111111,1.0,0.07142857142857142,0.5,0.5,1.0,0.14285714285714285,0.5,0.5,1.0,0.6666666666666666,0.5,1.0,,,,,,,0.2727272727272727,0.6666666666666666,0.18181818181818182,0.5,0.18181818181818182,0.5,0.4642857142857143,0.5,0.4801803571428572,0.5074,0.5016772727272727,0.06666666666666667,0.08333333333333333,0.16666666666666666,0.5,9.4,25.55,0.4097222222222222,,,,,,,,,,,,,,,,,,True
77,1610612746,Doug Overton,Doug Overton,77,LAC,4815.0,80,15,150,148,61,49,26,298,1.0,1.0,,,,,3.0,5.0,1.0,5.0,,1.0,,,,,5.0,17.0,,1.0,2.0,6.0,5.0,11,5.0,18.0,4.0,29.0,146,,1.0,,1.0,,,2.0,3.0,2.0,6.0,2.0,12.0,4.0,6.0,12.0,3.0,,17.0,5.0,,,5.0,3.0,8.0,3.0,2.0,2.0,1.0,19.0,1.0,,1.0,4.0,5.0,1.0,6.0,,1.0,,1.0,5.0,3.0,2.0,5.0,1.0,3.0,10.0,1.0,3.0,1.0,5.0,,1.0,7.0,2.0,1.0,3.0,1.0,,,,,,,12.0,61,1.0,0.4,0.4,0.8,0.2777777777777778,,0.3333333333333333,0.2777777777777778,0.45454545454545453,,0.6666666666666666,0.43103448275862066,,0.5555555555555556,0.46774193548387094,,0.5454545454545454,0.6206896551724138,,,,,,,,22.77777777777778,0.5,0.06896551724137931,,0.07692307692307693,0.05555555555555555,0.07042253521126761,0.014492753623188406,,,,0.058823529411764705,,,0.09523809523809523,0.1,0.1,,,,0.034482758620689655,1.0,1.0,,0.1724137931034483,0.6,0.6,0.3333333333333333,0.1724137931034483,0.2,0.2,1.0,0.034482758620689655,,,,0.5862068965517241,0.29411764705882354,0.29411764705882354,0.8,,,,,,,0.5,,,,,,,0.6666666666666666,0.3333333333333333,0.6551724137931034,0.29411764705882354,0.4736803571428571,0.391,0.46868125000000005,0.1,0.25,,0.41379310344827586,13.854545454545455,26.461111111111116,0.4066666666666667,,,,,,,,,,,,,,,,,,True
976,1610612746,Jeff McInnis,Jeff McInnis,976,LAC,148543.0,2476,-40,4624,4630,1243,997,683,9254,52.0,100.0,6.0,8.0,13.0,30.0,157.0,348.0,112.0,284.0,3.0,7.0,,,1.0,2.0,59.0,178.0,4.0,24.0,23.0,67.0,321.0,732,62.0,185.0,144.0,972.0,4983,30.0,62.0,4.0,24.0,14.0,86.0,91.0,198.0,24.0,69.0,71.0,325.0,260.0,382.0,162.0,24.0,16.0,172.0,59.0,39.0,2.0,344.0,72.0,416.0,66.0,158.0,102.0,84.0,904.0,11.0,21.0,27.0,105.0,135.0,34.0,169.0,12.0,52.0,35.0,17.0,75.0,12.0,56.0,40.0,9.0,19.0,115.0,6.0,26.0,54.0,164.0,3.0,10.0,172.0,8.0,27.0,44.0,30.0,4.0,,3.0,1.0,5.0,2.0,325.0,1243,24.0,0.40498442367601245,0.41533546325878595,0.8709677419354839,0.33513513513513515,0.16666666666666666,0.34782608695652173,0.3463687150837989,0.4385245901639344,0.4838709677419355,0.4595959595959596,0.4514721919302072,0.4186046511627907,0.4756554307116105,0.48323170731707316,0.4521276595744681,0.5213815789473685,0.20174482006543076,0.010810810810810811,0.05327868852459016,0.16,0.05172413793103448,0.017605633802816902,,0.011235955056179775,20.213352951995585,0.6521739130434783,0.05511811023622047,0.011444141689373298,0.06633906633906633,0.027093596059113302,0.05709342560553633,0.0142793395805444,0.004914004914004914,0.012401352874859075,0.014787430683918669,0.02717391304347826,0.02631578947368421,0.039045553145336226,0.05110497237569061,0.06944444444444445,0.051118210862619806,0.11702127659574468,0.025052192066805846,0.4,0.10905125408942203,0.52,0.6190476190476191,0.21153846153846154,0.37949836423118866,0.4511494252873563,0.47575757575757577,0.4012738853503185,0.30970556161395857,0.39436619718309857,0.4014336917562724,0.5,0.007633587786259542,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.1941112322791712,0.33146067415730335,0.3352272727272727,0.8813559322033898,0.09302325581395349,0.75,,,,,0.27906976744186046,0.16666666666666666,1.0,0.11235955056179775,0.43333333333333335,0.00749063670411985,0.5,0.250936329588015,0.34328358208955223,0.3107960741548528,0.3430232558139535,0.4358934615384616,0.455614,0.4201958015267176,0.04716981132075472,0.057291666666666664,0.08847736625514403,0.3343621399176955,11.212431693989071,26.139999999999993,0.2688148788927336,6.0,2.0,3.0,4.0,,,,,0.023809523809523808,0.013422818791946308,1.0,1.0,6.0,1.0,1.0,0.005376344086021506,,True
1863,1610612746,Earl Boykins,Earl Boykins,1863,LAC,27164.0,453,17,832,835,239,236,130,1667,13.0,21.0,1.0,1.0,2.0,4.0,23.0,50.0,26.0,69.0,,4.0,,2.0,,1.0,8.0,24.0,1.0,1.0,2.0,8.0,62.0,140,8.0,28.0,31.0,179.0,899,5.0,10.0,1.0,3.0,,13.0,19.0,44.0,2.0,9.0,22.0,66.0,40.0,84.0,24.0,,2.0,24.0,8.0,6.0,,72.0,10.0,82.0,7.0,31.0,17.0,24.0,174.0,3.0,11.0,3.0,7.0,12.0,14.0,26.0,4.0,16.0,11.0,5.0,18.0,6.0,12.0,9.0,1.0,6.0,27.0,3.0,6.0,7.0,27.0,,1.0,39.0,1.0,4.0,6.0,12.0,1.0,,,1.0,1.0,,66.0,239,4.0,0.3225806451612903,0.32786885245901637,1.0,0.2857142857142857,0.3333333333333333,0.2222222222222222,0.2857142857142857,0.44285714285714284,0.5,0.4318181818181818,0.44047619047619047,0.5,0.41509433962264153,0.4783783783783784,0.5,0.5,0.16666666666666666,,0.04285714285714286,,0.1,0.014492753623188406,,,21.34944612286002,0.6666666666666666,0.0219435736677116,0.037162162162162164,0.04285714285714286,0.03,0.02570694087403599,0.03535353535353535,0.013333333333333334,0.05555555555555555,0.035398230088495575,0.036585365853658534,,0.021505376344086023,0.017857142857142856,0.02631578947368421,0.05660377358490566,,0.0449438202247191,,0.125,0.6190476190476191,0.6190476190476191,0.23076923076923078,0.2976190476190476,0.46,0.5111111111111111,0.34782608695652173,0.4107142857142857,0.37681159420289856,0.38235294117647056,0.34615384615384615,0.023809523809523808,,,,0.14285714285714285,0.3333333333333333,0.3333333333333333,1.0,0.07692307692307693,1.0,,0.15384615384615385,,,0.07692307692307693,1.0,1.0,0.07547169811320754,0.5,0.018867924528301886,,0.1509433962264151,0.25,0.2916666666666667,0.3333333333333333,0.4331119047619049,0.42424000000000006,0.40539433962264154,0.03468208092485549,0.041379310344827586,0.07262569832402235,0.3687150837988827,11.963571428571427,25.803571428571427,0.28725961538461536,3.0,,2.0,,,,,,0.08333333333333333,,,,,,,,,True
1885,1610612746,Lamar Odom,Lamar Odom,1885,LAC,47826.0,797,8,1483,1482,358,300,219,2965,46.0,75.0,10.0,15.0,10.0,15.0,37.0,76.0,18.0,55.0,,1.0,,,,,11.0,65.0,1.0,8.0,2.0,15.0,101.0,206,11.0,66.0,49.0,284.0,1516,16.0,26.0,1.0,8.0,4.0,39.0,20.0,50.0,2.0,15.0,16.0,62.0,74.0,128.0,24.0,9.0,10.0,65.0,11.0,11.0,,111.0,23.0,134.0,21.0,43.0,44.0,24.0,291.0,2.0,18.0,19.0,90.0,117.0,21.0,138.0,3.0,17.0,9.0,8.0,44.0,14.0,34.0,37.0,1.0,10.0,81.0,7.0,18.0,35.0,71.0,3.0,10.0,71.0,7.0,,33.0,6.0,30.0,13.0,2.0,15.0,32.0,23.0,62.0,358,5.0,0.36633663366336633,0.3854166666666667,0.7272727272727273,0.16666666666666666,0.125,0.13333333333333333,0.16666666666666666,0.49029126213592233,0.6153846153846154,0.4,0.4319852941176471,0.5147058823529411,0.35384615384615387,0.46710526315789475,0.5,0.3974358974358974,0.2426470588235294,,0.05339805825242718,0.08,0.039473684210526314,0.03636363636363636,,,22.202998846597463,0.5432098765432098,0.1382488479262673,0.03125,0.11949685534591195,0.015748031496062992,0.1345679012345679,0.02844950213371266,0.06716417910447761,0.022388059701492536,0.017241379310344827,0.008620689655172414,0.09090909090909091,0.15432098765432098,0.14396887159533073,0.1206896551724138,0.11016949152542373,0.14634146341463414,0.02054794520547945,0.71875,0.2757352941176471,0.6133333333333333,0.6666666666666666,0.41304347826086957,0.27941176470588236,0.4868421052631579,0.5068493150684932,0.2702702702702703,0.20220588235294118,0.32727272727272727,0.33962264150943394,0.4444444444444444,0.003676470588235294,,,,0.23897058823529413,0.16923076923076924,0.16923076923076924,0.7272727272727273,0.4411764705882353,0.6666666666666666,0.3,,,,0.23529411764705882,0.125,1.0,0.23076923076923078,0.6666666666666666,,,0.23076923076923078,0.13333333333333333,0.5183823529411765,0.16923076923076924,0.47828088235294125,0.4927887096774194,0.4717830769230769,0.11073825503355705,0.14224137931034483,0.13732394366197184,0.21830985915492956,8.12135922330097,25.94242424242424,0.24140256237356708,2.0,1.0,8.0,8.0,,,,3.0,0.18181818181818182,0.017857142857142856,2.0,2.0,,,,,,True
1894,1610612746,Corey Maggette,Corey Maggette,1894,LAC,72951.0,1216,-68,2289,2300,501,457,308,4589,83.0,140.0,13.0,27.0,21.0,30.0,16.0,54.0,54.0,118.0,8.0,24.0,,1.0,2.0,5.0,27.0,84.0,2.0,10.0,9.0,22.0,153.0,312,35.0,108.0,131.0,542.0,2507,20.0,46.0,2.0,11.0,10.0,56.0,42.0,73.0,11.0,27.0,52.0,169.0,210.0,96.0,105.0,,22.0,84.0,27.0,45.0,3.0,80.0,14.0,94.0,10.0,34.0,27.0,19.0,202.0,4.0,26.0,24.0,93.0,125.0,31.0,156.0,9.0,27.0,21.0,6.0,52.0,4.0,30.0,43.0,8.0,22.0,95.0,5.0,16.0,42.0,117.0,2.0,21.0,163.0,8.0,4.0,68.0,15.0,15.0,10.0,1.0,4.0,16.0,8.0,169.0,501,11.0,0.6862745098039216,0.7394366197183099,1.0,0.32407407407407407,0.18181818181818182,0.4074074074074074,0.32407407407407407,0.49038461538461536,0.43478260869565216,0.5753424657534246,0.48928571428571427,0.40350877192982454,0.585,0.5454545454545454,0.45161290322580644,0.65,0.2571428571428571,0.027777777777777776,0.14423076923076922,0.18571428571428572,0.25925925925925924,0.0423728813559322,0.041666666666666664,0.023809523809523808,22.188792779240316,0.5473684210526316,0.09904153354632587,0.02905027932960894,0.12371134020618557,0.018867924528301886,0.10326566637246248,0.02710027100271003,0.05472636815920398,0.02528735632183908,0.015444015444015444,0.0223463687150838,,0.04017857142857143,0.0921409214092141,0.14450867052023122,0.12987012987012986,0.1,0.04945054945054945,0.5,0.3333333333333333,0.5928571428571429,0.7280701754385965,0.6867469879518072,0.12857142857142856,0.2962962962962963,0.4,0.375,0.28095238095238095,0.4576271186440678,0.4778761061946903,0.7777777777777778,0.05714285714285714,0.3333333333333333,0.34782608695652173,1.0,0.2,0.32142857142857145,0.32926829268292684,1.0,0.47368421052631576,0.48148148148148145,0.15384615384615385,0.017543859649122806,,,0.17543859649122806,0.2,1.0,0.3,0.7,0.05,0.4,0.22,0.4090909090909091,0.5904761904761905,0.32142857142857145,0.5117459523809524,0.5147352941176472,0.48579550000000005,0.14166666666666666,0.1827956989247312,0.1033210332103321,0.3118081180811808,8.527564102564103,24.991666666666674,0.21887287024901703,4.0,1.0,8.0,5.0,4.0,,1.0,,0.12698412698412698,0.01694915254237288,1.0,1.0,,,,,,True
