EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,PtsUnassisted3s,Technical Free Throw Trips,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,Blocked3s,BlockedArc3,BlockedCorner3,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,HeaveMakes,on,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Clear Path Fouls
111,1610612748,LaPhonso Ellis,LaPhonso Ellis,111,MIA,44724.0,745,-34,1336,1351,352,463,187,2687,28.0,50.0,11.0,20.0,11.0,14.0,19.0,50.0,16.0,55,6.0,21.0,1.0,1.0,3.0,9.0,39.0,1.0,3.0,4.0,13.0,63.0,155,15.0,60.0,21.0,192.0,1330,14.0,32.0,1.0,4.0,4.0,35.0,16.0,39.0,5.0,16.0,6.0,53.0,70.0,56.0,45.0,22.0,1.0,38.0,9.0,13.0,21.0,4.0,25.0,2.0,2.0,7.0,1.0,13.0,54.0,4.0,53.0,2.0,16.0,54,13.0,83,59.0,142,5.0,14.0,7.0,7.0,7.0,5.0,3.0,21.0,1.0,4.0,4.0,28.0,6.0,9.0,37.0,92,11.0,7.0,35.0,3.0,15.0,4.0,21.0,15.0,1.0,5.0,21.0,10.0,1.0,2.0,2.0,53.0,352,17.0,0.5555555555555556,0.6730769230769231,1.0,0.25,0.25,0.3125,0.2542372881355932,0.4064516129032258,0.4375,0.41025641025641024,0.39767441860465114,0.4305555555555556,0.42727272727272725,0.4155844155844156,0.4605263157894737,0.4344262295081967,0.27906976744186046,0.08387096774193549,0.12,0.12,0.01818181818181818,16.677398583386992,0.25,0.20634920634920634,0.058823529411764705,0.10567514677103718,0.09814814814814815,0.11347517730496454,0.03007518796992481,0.10736196319018405,0.08469539375928678,0.09433962264150944,0.08947368421052632,0.10655737704918032,0.010869565217391304,0.07317073170731707,0.09836065573770492,0.07650273224043716,0.13592233009708737,0.10434782608695652,0.15384615384615385,0.0423728813559322,0.47619047619047616,0.23255813953488372,0.56,0.6363636363636364,0.5714285714285714,0.23255813953488372,0.38,0.4318181818181818,0.3157894736842105,0.2558139534883721,0.2909090909090909,0.2962962962962963,0.8125,0.09767441860465116,0.2857142857142857,0.2857142857142857,1.0,0.1813953488372093,0.23076923076923078,0.23076923076923078,1.0,0.5555555555555556,0.55,0.027777777777777776,0.08333333333333333,0.3333333333333333,1.0,0.2545454545454545,0.7857142857142857,0.05454545454545454,0.3333333333333333,0.23636363636363636,0.3076923076923077,0.5116279069767442,0.23684210526315788,0.46474579439252334,0.5105181818181819,0.43089181818181815,0.06607929515418502,0.08982035928143713,0.18229166666666666,0.2760416666666667,9.21225806451613,25.401666666666667,0.2634730538922156,,,,,,,,,,,,,,,True,,,
1735,1610612748,Vladimir Stepania,Vladimir Stepania,1735,MIA,24637.0,411,16,741,753,256,303,110,1494,27.0,42.0,11.0,18.0,9.0,14.0,11.0,29.0,8.0,28,1.0,1.0,,1.0,1.0,,,,,,,46.0,99,1.0,1.0,27.0,122.0,722,16.0,29.0,,,9.0,41.0,11.0,23.0,1.0,1.0,10.0,35.0,50.0,42.0,3.0,22.0,,,,11.0,4.0,2.0,6.0,2.0,,2.0,,2.0,14.0,7.0,38.0,2.0,5.0,60,12.0,77,47.0,124,3.0,13.0,9.0,4.0,11.0,1.0,5.0,19.0,4.0,6.0,3.0,30.0,4.0,10.0,21.0,58,13.0,8.0,51.0,3.0,22.0,5.0,20.0,15.0,1.0,4.0,20.0,12.0,1.0,3.0,3.0,35.0,256,7.0,0.5434782608695652,0.7142857142857143,1.0,1.0,,1.0,1.0,0.46464646464646464,0.5517241379310345,0.4782608695652174,0.475,0.5517241379310345,0.5208333333333334,0.49193548387096775,0.5256410256410257,0.5147058823529411,0.01,0.1111111111111111,0.16666666666666666,0.10344827586206896,0.03571428571428571,17.865429234338748,0.36666666666666664,0.2926829268292683,0.10526315789473684,0.22304832713754646,0.12709030100334448,0.09615384615384616,0.13725490196078433,0.20249221183800623,0.12857142857142856,0.1724137931034483,0.16483516483516483,0.08666666666666667,0.14634146341463414,0.1,0.15151515151515152,0.3010752688172043,0.2,0.1,0.08333333333333333,0.07142857142857142,0.6,0.42,0.6428571428571429,0.7714285714285715,0.48148148148148145,0.29,0.3793103448275862,0.4230769230769231,0.45454545454545453,0.28,0.2857142857142857,0.2962962962962963,0.875,0.01,1.0,1.0,1.0,,,,,0.6206896551724138,0.6111111111111112,,,,,0.5833333333333334,0.6428571428571429,0.041666666666666664,1.0,,,0.43,,0.46607299999999996,0.5082375,0.49267500000000003,0.18487394957983194,0.1864406779661017,0.3360655737704918,0.28688524590163933,7.51919191919192,23.2,0.34547908232118757,,,,,,,,,,,,,,,True,,,
1853,1610612748,Anthony Carter,Anthony Carter,1853,MIA,19711.0,329,-27,591,597,190,209,86,1188,11.0,16.0,2.0,2.0,,2.0,1.0,9.0,16.0,53,,,,,,1.0,12.0,1.0,1.0,,9.0,28.0,78,1.0,12.0,6.0,65.0,591,5.0,11.0,1.0,1.0,,13.0,4.0,19.0,,9.0,5.0,13.0,20.0,36.0,3.0,,5.0,7.0,1.0,2.0,40.0,13.0,53.0,7.0,6.0,16.0,7.0,17.0,119.0,,5.0,,9.0,24,,33,5.0,38,1.0,16.0,10.0,6.0,13.0,6.0,9.0,8.0,1.0,4.0,,21.0,1.0,8.0,15.0,27,2.0,1.0,9.0,1.0,2.0,3.0,,,,,,,,,,13.0,190,5.0,0.35714285714285715,0.35714285714285715,1.0,0.08333333333333333,1.0,,0.14285714285714285,0.358974358974359,0.45454545454545453,0.21052631578947367,0.3277777777777778,0.5416666666666666,0.14285714285714285,0.34574468085106386,0.5416666666666666,0.20967741935483872,0.13333333333333333,0.02564102564102564,0.0625,,0.018867924528301886,16.837481698389457,0.6190476190476191,,,0.10526315789473684,0.019011406844106463,0.14516129032258066,,0.11379310344827587,0.017482517482517484,0.017543859649122806,0.012987012987012988,0.023255813953488372,,,0.08771929824561403,0.05970149253731343,0.14423076923076922,0.12,0.25,0.020833333333333332,,0.17777777777777778,0.6875,0.7333333333333333,0.09090909090909091,0.1,0.1111111111111111,0.1111111111111111,,0.5888888888888889,0.3018867924528302,0.3076923076923077,0.5625,,,,,0.13333333333333333,0.08333333333333333,0.08333333333333333,1.0,0.16666666666666666,1.0,,0.08333333333333333,1.0,1.0,0.07142857142857142,,,,0.32142857142857145,,0.3111111111111111,0.14285714285714285,0.4309963855421688,0.40686363636363637,0.382625,0.02197802197802198,0.02531645569620253,0.2,0.2,14.298717948717949,39.24166666666666,0.32148900169204736,0.5,,,,,,,,,,,,,,True,,,
2229,1610612748,Mike James,Mike James,2229,MIA,3738.0,62,-15,116,117,40,32,13,233,1.0,2.0,,,,1.0,,4.0,2.0,7,1.0,3.0,,1.0,2.0,3.0,10.0,1.0,1.0,,4.0,3.0,13,4.0,13.0,3.0,21.0,125,,,1.0,1.0,,3.0,,5.0,1.0,6.0,3.0,6.0,6.0,,12.0,,1.0,9.0,3.0,1.0,11.0,3.0,14.0,2.0,1.0,5.0,1.0,5.0,31.0,1.0,1.0,,,3,,3,2.0,5,1.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,,,,5.0,,,2.0,11,1.0,,4.0,,1.0,1.0,,,,,,,,,,6.0,40,3.0,1.0,1.0,1.0,0.3076923076923077,1.0,0.16666666666666666,0.3333333333333333,0.23076923076923078,,,0.34615384615384615,1.5,0.13636363636363635,0.375,1.5,0.23076923076923078,0.5,0.07692307692307693,,0.25,,25.384615384615383,0.6,,,0.075,0.02564102564102564,,0.058823529411764705,0.061224489795918366,0.03571428571428571,,,0.047619047619047616,0.08333333333333333,,0.14285714285714285,,0.1,,,0.058823529411764705,,0.07692307692307693,0.5,0.5,1.0,0.15384615384615385,,,,0.2692307692307692,0.2857142857142857,0.2857142857142857,1.0,0.11538461538461539,0.3333333333333333,0.3333333333333333,1.0,0.38461538461538464,0.3,0.3,1.0,,,,1.0,1.0,1.0,0.09090909090909091,,0.18181818181818182,0.5,0.36363636363636365,,0.5769230769230769,0.3333333333333333,0.44220200000000004,0.459,0.42928999999999995,0.037037037037037035,0.07142857142857142,0.14285714285714285,0.2857142857142857,13.215384615384616,27.65384615384615,0.3448275862068966,,,,,,,,,,,,,,,True,,,
754,1610612748,Jim Jackson,Jim Jackson,754,MIA,109408.0,1823,-12,3302,3325,933,1111,451,6627,60.0,103.0,15.0,22.0,9.0,20.0,60.0,135.0,80.0,219,18.0,37.0,3.0,6.0,16.0,20.0,44.0,4.0,8.0,8.0,12.0,200.0,457,38.0,81.0,75.0,589.0,3322,31.0,49.0,5.0,11.0,9.0,86.0,37.0,96.0,14.0,28.0,36.0,152.0,164.0,236.0,108.0,24.0,2.0,42.0,20.0,31.0,122.0,18.0,140.0,10.0,8.0,41.0,21.0,60.0,298.0,5.0,47.0,2.0,34.0,178,24.0,236,54.0,290,7.0,42.0,22.0,20.0,58.0,17.0,38.0,48.0,9.0,20.0,3.0,106.0,9.0,40.0,81.0,145,4.0,12.0,87.0,6.0,21.0,20.0,14.0,9.0,,5.0,14.0,6.0,,1.0,,152.0,933,18.0,0.41,0.43617021276595747,0.9473684210526315,0.4691358024691358,0.45454545454545453,0.5,0.4810126582278481,0.437636761487965,0.6326530612244898,0.3854166666666667,0.47769516728624534,0.6416666666666667,0.46774193548387094,0.506108202443281,0.65625,0.5243055555555556,0.15055762081784388,0.06783369803063458,0.20388349514563106,0.05925925925925926,0.0091324200913242,17.816845972185778,0.5471698113207547,0.1643835616438356,0.022222222222222223,0.14082278481012658,0.035338345864661655,0.10179640718562874,0.02032520325203252,0.13266583229036297,0.03299492385786802,0.04905660377358491,0.02926829268292683,0.03358778625954199,0.01764705882352941,0.02631578947368421,0.13230769230769232,0.1347517730496454,0.1511627906976744,0.11153846153846154,0.06756756756756757,0.026615969581749048,0.42857142857142855,0.19144981412639406,0.5825242718446602,0.7317073170731707,0.4,0.25092936802973975,0.4444444444444444,0.47244094488188976,0.15,0.4070631970260223,0.365296803652968,0.3686635944700461,0.6125,0.0687732342007435,0.4864864864864865,0.4864864864864865,1.0,0.08178438661710037,0.45454545454545453,0.45454545454545453,0.9,0.36666666666666664,0.6818181818181818,0.05,0.13333333333333333,0.5,0.5,0.16129032258064516,0.45,0.12903225806451613,0.375,0.0967741935483871,0.6666666666666666,0.3420074349442379,0.47619047619047616,0.44177621268656736,0.473926923076923,0.4377711382113821,0.0379746835443038,0.04449152542372881,0.1460101867572156,0.25806451612903225,11.892341356673956,24.63703703703704,0.2825560266505148,0.06666666666666667,1.0,6.0,10.0,0.3333333333333333,1.0,,,,,,,,,True,,,
224,1610612748,Eddie Jones,Eddie Jones,224,MIA,76014.0,1267,138,2312,2303,689,798,314,4615,65.0,103.0,6.0,13.0,20.0,29.0,25.0,77.0,59.0,174,25.0,49.0,1.0,7.0,13.0,38.0,109.0,4.0,9.0,14.0,34.0,149.0,354,63.0,158.0,129.0,616.0,2248,12.0,32.0,5.0,10.0,9.0,48.0,41.0,98.0,21.0,47.0,63.0,208.0,148.0,150.0,174.0,8.0,2.0,107.0,38.0,15.0,83.0,11.0,94.0,8.0,3.0,33.0,21.0,29.0,199.0,7.0,20.0,,26.0,99,9.0,134,27.0,161,3.0,56.0,48.0,8.0,32.0,10.0,16.0,24.0,2.0,16.0,3.0,56.0,7.0,14.0,52.0,108,6.0,7.0,150.0,12.0,48.0,22.0,24.0,9.0,6.0,9.0,31.0,20.0,,,,208.0,689,20.0,0.4966442953020134,0.5103448275862069,0.9206349206349206,0.3987341772151899,0.5,0.44680851063829785,0.40384615384615385,0.4209039548022599,0.375,0.41836734693877553,0.4755859375,0.4642857142857143,0.5,0.5236842105263158,0.4895833333333333,0.576271186440678,0.30859375,0.0423728813559322,0.07766990291262135,0.06493506493506493,0.011494252873563218,23.44569288389513,0.5714285714285714,0.09,,0.1111111111111111,0.02178649237472767,0.1078838174273859,0.041176470588235294,0.11042402826855123,0.024816176470588234,0.021505376344086023,0.010752688172043012,0.02869757174392936,0.05084745762711865,0.019230769230769232,0.11065573770491803,0.09342560553633218,0.12569832402234637,0.10270270270270271,0.125,0.010752688172043012,0.6451612903225806,0.201171875,0.6310679611650486,0.6842105263157895,0.5538461538461539,0.150390625,0.3246753246753247,0.3472222222222222,0.4,0.33984375,0.3390804597701149,0.3430232558139535,0.4745762711864407,0.095703125,0.5102040816326531,0.5208333333333334,0.96,0.212890625,0.3486238532110092,0.3486238532110092,0.8947368421052632,0.30952380952380953,0.46153846153846156,0.023809523809523808,0.21428571428571427,0.4444444444444444,1.0,0.2,0.6896551724137931,0.0896551724137931,0.5384615384615384,0.23448275862068965,0.4117647058823529,0.509765625,0.35514018691588783,0.4717945098039216,0.46155810810810816,0.4528356643356644,0.08759124087591241,0.12307692307692308,0.07792207792207792,0.33766233766233766,11.319209039548024,24.719620253164553,0.29801038062283736,0.16666666666666666,1.0,15.0,22.0,1.0,1.0,1.0,7.0,5.0,2.0,0.006329113924050633,0.02040816326530612,,,True,,,
383,1610612748,Kendall Gill,Kendall Gill,383,MIA,21416.0,357,-73,651,674,204,203,91,1325,13.0,19.0,,2.0,6.0,8.0,6.0,12.0,20.0,55,,4.0,1.0,,3.0,,6.0,,1.0,,2.0,39.0,86,,10.0,20.0,98.0,698,2.0,9.0,,2.0,,4.0,12.0,25.0,,5.0,15.0,39.0,48.0,30.0,,,1.0,5.0,,4.0,21.0,5.0,26.0,2.0,3.0,10.0,4.0,7.0,57.0,1.0,7.0,,10.0,18,6.0,34,8.0,42,2.0,8.0,6.0,2.0,6.0,4.0,2.0,9.0,,4.0,1.0,15.0,1.0,7.0,13.0,37,,2.0,25.0,1.0,6.0,7.0,2.0,1.0,1.0,,2.0,2.0,,,,39.0,204,6.0,0.6153846153846154,0.6153846153846154,,,,,,0.45348837209302323,0.2222222222222222,0.48,0.40625,0.18181818181818182,0.4,0.4537037037037037,0.18181818181818182,0.5,0.10416666666666667,0.046511627906976744,0.05263157894736842,,0.05454545454545454,16.465863453815263,0.4,0.15,,0.07171314741035857,0.02681992337164751,0.14285714285714285,0.022222222222222223,0.08722741433021806,0.026143790849673203,,0.027777777777777776,0.03816793893129771,,0.058823529411764705,0.09836065573770492,0.060240963855421686,0.06542056074766354,0.14545454545454545,0.13333333333333333,0.04081632653061224,1.0,0.19791666666666666,0.6842105263157895,0.7222222222222222,0.6923076923076923,0.125,0.5,0.5,0.16666666666666666,0.5729166666666666,0.36363636363636365,0.38461538461538464,0.7,0.041666666666666664,,,,0.0625,,,,0.18181818181818182,,0.09090909090909091,0.09090909090909091,,,0.26666666666666666,0.75,0.1,,0.06666666666666667,,0.3020833333333333,,0.45519736842105263,0.43462499999999993,0.48273793103448276,0.0594059405940594,0.06593406593406594,0.04081632653061224,0.3979591836734694,13.643023255813956,26.439999999999998,0.31336405529953915,,,,,,,2.0,,,,0.2,0.25,0.16666666666666666,,True,,,
423,1610612748,Chris Gatling,Chris Gatling,423,MIA,24985.0,416,-28,753,771,235,327,100,1524,37.0,64.0,7.0,16.0,9.0,17.0,12.0,37.0,20.0,49,,2.0,,,2.0,,,,,,,69.0,150,,2.0,45.0,183.0,779,9.0,24.0,,,17.0,35.0,14.0,38.0,,2.0,21.0,49.0,90.0,48.0,,12.0,,,,12.0,10.0,7.0,17.0,3.0,4.0,6.0,,4.0,41.0,5.0,27.0,3.0,7.0,53,10.0,70,35.0,105,4.0,10.0,5.0,5.0,17.0,4.0,9.0,17.0,3.0,8.0,2.0,34.0,2.0,12.0,19.0,62,6.0,8.0,63.0,5.0,23.0,11.0,5.0,4.0,,1.0,5.0,1.0,1.0,,3.0,49.0,235,8.0,0.6521739130434783,0.7142857142857143,,,,,,0.46,0.375,0.3684210526315789,0.45394736842105265,0.375,0.35,0.505524861878453,0.5303030303030303,0.46226415094339623,0.013157894736842105,0.08,0.0625,0.1891891891891892,0.02040816326530612,24.59954233409611,0.5,0.29411764705882354,0.12,0.1906474820143885,0.084375,0.1,0.12195121951219512,0.1724137931034483,0.0886426592797784,0.08333333333333333,0.09090909090909091,0.08053691275167785,0.13793103448275862,0.08333333333333333,0.19402985074626866,0.1276595744680851,0.23931623931623933,0.07547169811320754,0.17647058823529413,0.056338028169014086,0.2,0.42105263157894735,0.578125,0.6166666666666667,0.6216216216216216,0.24342105263157895,0.32432432432432434,0.4,0.3333333333333333,0.3223684210526316,0.40816326530612246,0.4166666666666667,0.9,0.013157894736842105,,,,,,,,0.6666666666666666,0.4375,,,,,0.425,0.5294117647058824,0.05,,,,0.4342105263157895,,0.4583674342105263,0.49097272727272734,0.45722625000000006,0.13529411764705881,0.13690476190476192,0.1912568306010929,0.2677595628415301,8.136,23.85,0.31208499335989376,,,,,,,,,,,,,,,True,,,
2067,1610612748,Eddie House,Eddie House,2067,MIA,25682.0,428,1,778,793,175,270,109,1571,5.0,10.0,,,,1.0,8.0,22.0,48.0,87,5.0,13.0,1.0,1.0,1.0,12.0,56.0,2.0,6.0,3.0,25.0,61.0,119,17.0,69.0,12.0,185.0,789,4.0,9.0,3.0,7.0,2.0,19.0,11.0,22.0,4.0,26.0,5.0,39.0,48.0,74.0,36.0,,4.0,52.0,12.0,2.0,37.0,18.0,55.0,11.0,7.0,14.0,4.0,19.0,128.0,,5.0,,5.0,27,,32,5.0,37,,9.0,4.0,5.0,21.0,5.0,14.0,11.0,,7.0,,32.0,1.0,6.0,13.0,38,2.0,4.0,13.0,1.0,5.0,2.0,,,,,1.0,,,,,39.0,175,9.0,0.39344262295081966,0.39344262295081966,0.7058823529411765,0.2463768115942029,0.42857142857142855,0.15384615384615385,0.26153846153846155,0.5126050420168067,0.4444444444444444,0.5,0.4601063829787234,0.53125,0.3541666666666667,0.47680412371134023,0.5588235294117647,0.38235294117647056,0.3670212765957447,0.01680672268907563,,0.09090909090909091,,24.972375690607734,0.65625,,,0.09507042253521127,0.017482517482517484,0.0684931506849315,,0.0896358543417367,0.013227513227513227,0.05263157894736842,0.022727272727272728,,,,0.06060606060606061,0.09900990099009901,0.1111111111111111,0.07272727272727272,0.05555555555555555,,,0.05319148936170213,0.5,0.5,0.4,0.11702127659574468,0.36363636363636365,0.4,0.5,0.4627659574468085,0.5517241379310345,0.5517241379310345,0.375,0.06914893617021277,0.38461538461538464,0.38461538461538464,1.0,0.2978723404255319,0.21428571428571427,0.22641509433962265,0.5833333333333334,,,0.0625,0.375,0.3333333333333333,0.5,0.020833333333333332,,0.020833333333333332,1.0,0.5208333333333334,0.12,0.42021276595744683,0.23076923076923078,0.45370916666666666,0.453725,0.4312095238095238,0.026041666666666668,0.04065040650406504,0.10270270270270271,0.21081081081081082,15.82268907563026,27.26231884057971,0.2249357326478149,,1.0,15.0,,1.0,1.0,3.0,1.0,1.0,,0.043478260869565216,,0.05357142857142857,,True,,,
258,1610612748,Brian Grant,Brian Grant,258,MIA,62845.0,1047,-39,1870,1874,488,519,257,3744,45.0,85.0,15.0,24.0,10.0,16.0,32.0,77.0,61.0,124,,1.0,,,,,1.0,,,,1.0,138.0,286,,2.0,47.0,323.0,1925,31.0,51.0,,,8.0,70.0,27.0,52.0,,1.0,13.0,67.0,210.0,66.0,,30.0,1.0,,,29.0,50.0,5.0,55.0,5.0,,24.0,10.0,16.0,115.0,15.0,64.0,2.0,28.0,130,20.0,178,81.0,259,2.0,21.0,12.0,9.0,29.0,3.0,21.0,29.0,5.0,8.0,3.0,58.0,5.0,11.0,46.0,114,12.0,11.0,53.0,5.0,24.0,5.0,14.0,10.0,,4.0,14.0,8.0,,6.0,3.0,67.0,488,14.0,0.7608695652173914,0.8536585365853658,,,,,,0.4825174825174825,0.6078431372549019,0.5192307692307693,0.4791666666666667,0.6078431372549019,0.5094339622641509,0.5176282051282052,0.625,0.5583333333333333,0.006944444444444444,0.10139860139860139,0.21176470588235294,0.11688311688311688,0.016129032258064516,17.145505097312327,0.5,0.29850746268656714,0.043478260869565216,0.18544935805991442,0.08432147562582346,0.14432989690721648,0.12295081967213115,0.17653631284916202,0.08967082860385925,0.0958904109589041,0.07296137339055794,0.0868421052631579,0.13580246913580246,0.0975609756097561,0.16184971098265896,0.20425531914893616,0.18430034129692832,0.16326530612244897,0.0851063829787234,0.016666666666666666,0.5714285714285714,0.2951388888888889,0.5294117647058824,0.6716417910447762,0.6,0.2673611111111111,0.4155844155844156,0.47058823529411764,0.5625,0.4305555555555556,0.49193548387096775,0.5,0.9836065573770492,0.003472222222222222,,,,0.003472222222222222,,,,0.47058823529411764,0.625,,,,,0.3018867924528302,0.625,,,0.018867924528301886,,0.3020833333333333,,0.43867491289198607,0.46242340425531914,0.43165384615384617,0.0781758957654723,0.07868852459016394,0.21671826625386997,0.20743034055727555,10.176223776223775,50.699999999999996,0.2609625668449198,0.2,,,,,,,,,,,,,,True,,,
