EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,2pt And 1 Free Throw Trips,BlockedLongMidRange,DefensiveGoaltends,SecondChanceAtRimPctAssisted,HeaveAttempts,BadPassOutOfBoundsTurnovers,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,3SecondViolations,on,Clear Path Fouls,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,Corner3PctBlocked,HeaveMakes,OffensiveGoaltends
109,1610612747,Robert Horry,Robert Horry,109,LAL,20488.0,341.0,19.0,633.0,631.0,231.0,215.0,98.0,1264.0,6.0,14.0,3.0,8.0,3.0,5.0,2.0,10.0,6.0,16.0,8.0,20.0,1.0,2.0,4.0,10.0,8.0,20.0,2.0,4.0,3.0,5.0,14.0,40.0,16.0,40.0,22.0,98.0,658.0,3.0,11.0,3.0,6.0,4.0,19.0,3.0,12.0,7.0,15.0,10.0,37.0,12.0,16.0,45.0,3.0,4.0,20.0,8.0,4.0,26.0,9.0,35.0,5.0,4.0,14.0,8.0,4.0,79.0,9.0,16.0,2.0,11.0,35.0,5.0,51.0,27.0,78.0,1.0,6.0,2.0,4.0,5.0,4.0,4.0,2.0,1.0,1.0,9.0,3.0,5.0,17.0,42.0,7.0,1.0,23.0,1.0,7.0,4.0,12.0,8.0,4.0,12.0,4.0,1.0,37.0,231.0,6.0,0.42857142857142855,0.5,0.9375,0.4,0.5,0.4666666666666667,0.4,0.35,0.2727272727272727,0.25,0.475,0.4411764705882353,0.5,0.532967032967033,0.5,0.578125,0.5,0.1,0.07142857142857142,0.2,0.0625,13.440860215053762,0.5555555555555556,0.2,0.05263157894736842,0.15151515151515152,0.06986899563318777,0.14102564102564102,0.08823529411764706,0.1488673139158576,0.0755287009063444,0.041666666666666664,0.07894736842105263,0.08641975308641975,0.06944444444444445,0.13333333333333333,0.09836065573770492,0.1891891891891892,0.15625,0.13559322033898305,0.15789473684210525,0.021739130434782608,0.3333333333333333,0.175,0.42857142857142855,0.46153846153846156,0.3333333333333333,0.125,0.2,0.25,0.5,0.2,0.375,0.4,0.5,0.25,0.4,0.4,1.0,0.25,0.4,0.4,0.875,0.47058823529411764,0.375,0.11764705882352941,0.5,1.0,0.23529411764705882,0.5,1.0,0.18518518518518517,0.6,0.37037037037037035,0.4,0.18518518518518517,0.6,0.675,0.4,0.5076050000000001,0.5491136363636362,0.5171833333333334,0.08045977011494253,0.14893617021276595,0.19387755102040816,0.37755102040816324,9.545000000000002,24.770000000000003,0.36492890995260663,,,,,,,,,,,,,True,,,,,,,
1741,1610612747,Jelani McCoy,Jelani McCoy,1741,LAL,1856.0,31.0,-13.0,59.0,60.0,27.0,31.0,7.0,119.0,1.0,4.0,,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,2.0,6.0,,,1.0,5.0,63.0,1.0,2.0,,,1.0,3.0,2.0,3.0,,,,4.0,2.0,2.0,,,,,,,2.0,,2.0,,,2.0,,,4.0,,4.0,,3.0,4.0,2.0,9.0,4.0,13.0,2.0,,,,,,1.0,,,,1.0,,,3.0,6.0,,1.0,4.0,,2.0,,1.0,,1.0,1.0,1.0,1.0,4.0,27.0,,0.5,0.5,,,,,,0.3333333333333333,0.5,0.6666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.3125,0.375,0.5,,,,,,13.432835820895521,,0.3333333333333333,,0.19047619047619047,0.18181818181818182,0.3333333333333333,,0.23333333333333334,0.12903225806451613,0.5714285714285714,,,,,0.6666666666666666,,0.15384615384615385,0.42857142857142855,,0.5,1.0,0.6666666666666666,0.25,0.25,1.0,0.3333333333333333,0.5,0.5,,,,,,,,,,,,,,0.5,,,,,,,,0.6666666666666666,0.5,,,,,0.6666666666666666,,0.5243666666666668,0.49365000000000003,0.5386333333333333,0.25,0.25,0.6,0.8,2.4333333333333336,,0.4576271186440678,,,,,,,,,,,,,True,,,,,,,
1904,1610612747,Devean George,Devean George,1904,LAL,27444.0,457.0,78.0,876.0,874.0,297.0,277.0,131.0,1750.0,17.0,35.0,5.0,10.0,4.0,9.0,4.0,16.0,16.0,38.0,7.0,19.0,,1.0,3.0,7.0,11.0,30.0,,1.0,4.0,10.0,37.0,89.0,18.0,49.0,19.0,147.0,863.0,10.0,20.0,,2.0,,20.0,11.0,23.0,7.0,17.0,11.0,54.0,46.0,28.0,51.0,3.0,6.0,30.0,11.0,5.0,21.0,5.0,26.0,5.0,,11.0,3.0,7.0,57.0,6.0,10.0,4.0,19.0,37.0,6.0,62.0,20.0,82.0,3.0,13.0,9.0,4.0,8.0,5.0,4.0,,3.0,,12.0,1.0,4.0,23.0,45.0,2.0,3.0,33.0,,9.0,8.0,13.0,8.0,4.0,13.0,10.0,1.0,54.0,297.0,5.0,0.6216216216216216,0.6764705882352942,0.9444444444444444,0.3673469387755102,,0.4117647058823529,0.3673469387755102,0.4157303370786517,0.5,0.4782608695652174,0.463768115942029,0.45454545454545453,0.5375,0.4772727272727273,0.45454545454545453,0.5625,0.35507246376811596,0.056179775280898875,0.08571428571428572,0.125,,16.085271317829456,0.6666666666666666,0.15789473684210525,0.10526315789473684,0.11526479750778816,0.03184713375796178,0.17117117117117117,0.044444444444444446,0.12962962962962962,0.035634743875278395,0.044444444444444446,0.028037383177570093,0.02564102564102564,0.0297029702970297,0.08823529411764706,0.16455696202531644,0.10377358490566038,0.09558823529411764,0.16091954022988506,0.20833333333333334,0.038461538461538464,0.7692307692307693,0.2536231884057971,0.4857142857142857,0.53125,0.6470588235294118,0.11594202898550725,0.25,0.2857142857142857,0.25,0.2753623188405797,0.42105263157894735,0.42105263157894735,0.6875,0.13768115942028986,0.3684210526315789,0.3684210526315789,1.0,0.21739130434782608,0.36666666666666664,0.36666666666666664,0.9090909090909091,0.45454545454545453,0.5,0.045454545454545456,,,0.045454545454545456,,,0.225,0.4444444444444444,0.175,0.42857142857142855,0.25,0.4,0.6086956521739131,0.36666666666666664,0.4993597826086956,0.49803846153846154,0.5008524999999999,0.06164383561643835,0.09278350515463918,0.1360544217687075,0.3673469387755102,8.98426966292135,24.83877551020408,0.339041095890411,1.0,1.0,2.0,0.6,,,,,,,,,True,,,,,,,
216,1610612747,Brian Shaw,Brian Shaw,216,LAL,37682.0,628.0,97.0,1214.0,1217.0,488.0,475.0,179.0,2431.0,16.0,31.0,4.0,9.0,3.0,11.0,8.0,28.0,8.0,26.0,4.0,13.0,1.0,3.0,,2.0,25.0,75.0,2.0,7.0,11.0,28.0,32.0,85.0,29.0,88.0,18.0,169.0,1221.0,6.0,16.0,3.0,10.0,2.0,23.0,12.0,31.0,11.0,30.0,11.0,68.0,36.0,28.0,78.0,9.0,6.0,73.0,25.0,7.0,66.0,23.0,89.0,12.0,11.0,31.0,17.0,18.0,201.0,4.0,14.0,1.0,26.0,57.0,10.0,93.0,19.0,112.0,3.0,25.0,13.0,12.0,25.0,21.0,7.0,1.0,4.0,,32.0,2.0,13.0,15.0,43.0,2.0,4.0,26.0,,5.0,8.0,3.0,1.0,1.0,3.0,1.0,,68.0,488.0,12.0,0.5625,0.6206896551724138,0.896551724137931,0.32954545454545453,0.3,0.36666666666666664,0.3372093023255814,0.3764705882352941,0.375,0.3870967741935484,0.43641618497109824,0.40384615384615385,0.4672131147540984,0.4543010752688172,0.42592592592592593,0.4927536231884058,0.5086705202312138,0.08235294117647059,,0.21428571428571427,0.038461538461538464,15.3737658674189,0.78125,0.2,0.01639344262295082,0.12751677852348994,0.03255813953488372,0.18840579710144928,0.022857142857142857,0.14188034188034188,0.02975206611570248,0.031746031746031744,0.0364963503649635,0.029940119760479042,0.03007518796992481,,0.07079646017699115,0.1267605633802817,0.16145833333333334,0.21296296296296297,0.1,0.02912621359223301,0.3333333333333333,0.1791907514450867,0.5161290322580645,0.5161290322580645,0.625,0.16184971098265896,0.2857142857142857,0.36363636363636365,0.25,0.15028901734104047,0.3076923076923077,0.32,0.75,0.07514450867052024,0.3076923076923077,0.3076923076923077,0.75,0.43352601156069365,0.3333333333333333,0.3333333333333333,0.92,0.34615384615384615,0.4444444444444444,0.11538461538461539,0.3333333333333333,1.0,0.2692307692307692,0.2857142857142857,1.0,0.18032786885245902,0.2727272727272727,0.03278688524590164,,0.45901639344262296,0.39285714285714285,0.6878612716763006,0.3424657534246575,0.48839201183431963,0.5119719999999999,0.46568189655172415,0.028089887640449437,0.05555555555555555,0.13609467455621302,0.40236686390532544,8.501176470588236,26.519318181818186,0.40197693574958815,,1.0,,0.5,2.0,2.0,,,,,,,True,,,,,,,
782,1610612747,Mitch Richmond,Mitch Richmond,782,LAL,7011.0,117.0,8.0,231.0,232.0,78.0,125.0,26.0,463.0,5.0,8.0,,,3.0,3.0,2.0,3.0,11.0,23.0,,1.0,,1.0,,1.0,4.0,8.0,,,,2.0,18.0,34.0,4.0,9.0,6.0,54.0,237.0,3.0,4.0,,1.0,3.0,9.0,6.0,10.0,,3.0,,12.0,24.0,12.0,9.0,3.0,2.0,8.0,4.0,1.0,6.0,3.0,9.0,1.0,2.0,3.0,1.0,2.0,21.0,2.0,2.0,,5.0,6.0,,11.0,4.0,15.0,1.0,,,,6.0,3.0,6.0,1.0,3.0,,12.0,,3.0,4.0,10.0,1.0,3.0,6.0,1.0,1.0,,,,,,,,12.0,78.0,1.0,0.6666666666666666,0.7058823529411765,0.75,0.4444444444444444,,,0.4444444444444444,0.5294117647058824,0.75,0.6,0.5581395348837209,0.6,0.46153846153846156,0.5888888888888889,0.75,0.46153846153846156,0.20930232558139536,0.029411764705882353,0.125,,,21.923076923076923,0.5,,,0.07317073170731707,0.024691358024691357,0.14705882352941177,0.06666666666666667,0.09482758620689655,0.036036036036036036,0.1,,,0.08695652173913043,,0.043478260869565216,,0.14285714285714285,0.14285714285714285,0.16666666666666666,0.05263157894736842,,0.18604651162790697,0.625,0.7142857142857143,0.6,0.06976744186046512,0.6666666666666666,0.6666666666666666,,0.5348837209302325,0.4782608695652174,0.4782608695652174,0.8181818181818182,0.023255813953488372,,,,0.18604651162790697,0.5,0.5714285714285714,0.75,,,0.2,,,,,,0.23076923076923078,1.0,0.07692307692307693,,0.15384615384615385,,0.3953488372093023,0.5,0.4675337209302326,0.53625,0.4949461538461538,0.044444444444444446,0.02857142857142857,0.16666666666666666,0.2222222222222222,13.27941176470588,25.455555555555556,0.33766233766233766,,,,,,1.0,1.0,1.0,0.1111111111111111,0.125,0.1,,True,,,,,,,
965,1610612747,Derek Fisher,Derek Fisher,965,LAL,12549.0,209.0,31.0,418.0,418.0,188.0,184.0,59.0,836.0,4.0,8.0,1.0,1.0,2.0,4.0,2.0,3.0,14.0,29.0,8.0,12.0,,,2.0,4.0,6.0,24.0,,2.0,2.0,12.0,20.0,40.0,14.0,36.0,9.0,91.0,426.0,1.0,1.0,,2.0,1.0,3.0,8.0,13.0,4.0,16.0,6.0,34.0,18.0,22.0,39.0,3.0,2.0,24.0,6.0,1.0,11.0,4.0,15.0,4.0,,8.0,,3.0,34.0,1.0,,,2.0,7.0,1.0,10.0,1.0,11.0,,7.0,5.0,2.0,5.0,5.0,3.0,1.0,,,8.0,,5.0,4.0,6.0,,,12.0,,3.0,3.0,,,,,,,34.0,188.0,1.0,0.45,0.47368421052631576,0.9285714285714286,0.3888888888888889,,0.25,0.3888888888888889,0.5,1.0,0.6153846153846154,0.5394736842105263,0.3333333333333333,0.4827586206896552,0.5548780487804879,0.375,0.5151515151515151,0.47368421052631576,0.025,0.125,,,18.404907975460123,0.625,0.041666666666666664,,0.046357615894039736,,0.043478260869565216,0.017857142857142856,0.04568527918781726,0.005,,,,0.023809523809523808,,,0.06382978723404255,0.0547945205479452,0.05263157894736842,,,,0.10526315789473684,0.5,0.5714285714285714,0.25,0.039473684210526314,0.6666666666666666,0.6666666666666666,0.5,0.3815789473684211,0.4827586206896552,0.4827586206896552,0.5,0.15789473684210525,0.6666666666666666,0.6666666666666666,0.875,0.3157894736842105,0.25,0.25,1.0,0.3333333333333333,1.0,,,,0.6666666666666666,,,0.13793103448275862,0.5,0.13793103448275862,0.5,0.41379310344827586,0.16666666666666666,0.5789473684210527,0.25,0.45775921052631585,0.5277000000000001,0.4518,0.0379746835443038,0.06976744186046512,0.03296703296703297,0.37362637362637363,14.527499999999998,25.402777777777775,0.44976076555023925,,,,,,2.0,,,,,,,True,,,,,,,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,13718.0,229.0,71.0,439.0,439.0,194.0,162.0,67.0,878.0,17.0,38.0,4.0,8.0,9.0,19.0,17.0,33.0,25.0,63.0,,,,,,,2.0,11.0,,1.0,2.0,6.0,59.0,134.0,2.0,11.0,52.0,176.0,447.0,11.0,16.0,,1.0,4.0,26.0,22.0,52.0,2.0,6.0,30.0,80.0,46.0,72.0,,6.0,8.0,11.0,2.0,7.0,16.0,14.0,30.0,10.0,4.0,7.0,5.0,4.0,74.0,,10.0,,1.0,22.0,,23.0,10.0,33.0,3.0,11.0,5.0,6.0,11.0,6.0,1.0,,5.0,,12.0,3.0,6.0,4.0,15.0,,1.0,60.0,2.0,24.0,7.0,2.0,1.0,,2.0,2.0,1.0,80.0,194.0,1.0,0.3898305084745763,0.41818181818181815,,0.18181818181818182,,0.3333333333333333,0.18181818181818182,0.44029850746268656,0.6875,0.4230769230769231,0.42758620689655175,0.6470588235294118,0.43103448275862066,0.5058139534883721,0.6842105263157895,0.5333333333333333,0.07586206896551724,0.05223880597014925,0.07894736842105263,0.06060606060606061,0.031746031746031744,35.5899419729207,0.9166666666666666,,,0.1286549707602339,0.06535947712418301,0.022222222222222223,,0.10648148148148148,0.04807692307692308,0.1276595744680851,0.06818181818181818,0.016129032258064516,,,0.10344827586206896,0.07547169811320754,0.2,0.02564102564102564,,0.0410958904109589,1.0,0.2620689655172414,0.4473684210526316,0.4857142857142857,0.47058823529411764,0.22758620689655173,0.5151515151515151,0.5483870967741935,0.29411764705882354,0.43448275862068964,0.3968253968253968,0.4098360655737705,0.4,,,,,0.07586206896551724,0.18181818181818182,0.2,,0.47058823529411764,0.5,,,,0.058823529411764705,,,0.3275862068965517,0.47368421052631576,,,0.10344827586206896,0.3333333333333333,0.33793103448275863,0.18181818181818182,0.44596631944444454,0.4741205882352941,0.46000614035087706,0.14545454545454545,0.15584415584415584,0.14772727272727273,0.45454545454545453,10.76044776119403,26.663636363636364,0.4419134396355353,4.0,1.0,,0.25,,,1.0,,0.09090909090909091,0.09090909090909091,,,True,,,,,,,
283,1610612747,Lindsey Hunter,Lindsey Hunter,283,LAL,10598.0,177.0,-1.0,330.0,330.0,115.0,98.0,58.0,660.0,1.0,3.0,,,,1.0,3.0,8.0,9.0,24.0,1.0,2.0,1.0,1.0,,1.0,7.0,25.0,,2.0,3.0,6.0,13.0,35.0,8.0,27.0,,50.0,334.0,1.0,2.0,1.0,3.0,,5.0,5.0,10.0,3.0,7.0,,19.0,16.0,10.0,18.0,6.0,,25.0,7.0,1.0,7.0,3.0,10.0,2.0,1.0,1.0,3.0,3.0,23.0,,1.0,,5.0,6.0,,11.0,1.0,12.0,,6.0,2.0,4.0,5.0,2.0,3.0,1.0,3.0,,8.0,,2.0,8.0,15.0,,,,,,,1.0,,1.0,1.0,,,19.0,115.0,1.0,0.6153846153846154,0.6153846153846154,0.75,0.2962962962962963,0.3333333333333333,0.42857142857142855,0.2962962962962963,0.37142857142857144,0.5,0.5,0.4032258064516129,0.5,0.5588235294117647,0.4032258064516129,0.5,0.5588235294117647,0.43548387096774194,0.02857142857142857,,0.125,,17.94871794871795,0.625,,,0.05084745762711865,0.008,0.15151515151515152,,0.0728476821192053,0.005555555555555556,0.02857142857142857,,,,,,0.05405405405405406,0.0784313725490196,0.09523809523809523,0.25,,,0.04838709677419355,0.3333333333333333,0.3333333333333333,,0.12903225806451613,0.375,0.42857142857142855,0.3333333333333333,0.3870967741935484,0.375,0.375,0.7777777777777778,0.03225806451612903,0.5,0.5,1.0,0.4032258064516129,0.28,0.28,0.7142857142857143,,,0.2,1.0,1.0,0.4,,,0.058823529411764705,,0.058823529411764705,,0.35294117647058826,0.5,0.4838709677419355,0.28,0.4504427419354839,0.4730600000000001,0.4339205882352941,,,0.1,0.38,14.982857142857142,25.57777777777778,0.3484848484848485,,,,,,2.0,,,,,,,True,,,,,,,
296,1610612747,Rick Fox,Rick Fox,296,LAL,7277.0,121.0,14.0,241.0,247.0,143.0,143.0,33.0,488.0,5.0,5.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,13.0,2.0,5.0,,,,2.0,3.0,11.0,,,2.0,7.0,10.0,21.0,5.0,16.0,3.0,38.0,258.0,1.0,1.0,,,,2.0,6.0,12.0,2.0,9.0,3.0,21.0,12.0,8.0,15.0,,2.0,9.0,3.0,,7.0,5.0,12.0,2.0,3.0,4.0,1.0,2.0,29.0,,2.0,,1.0,8.0,,9.0,2.0,11.0,,,,,3.0,2.0,1.0,,1.0,,4.0,,1.0,6.0,18.0,1.0,,4.0,,,2.0,,,,,,,21.0,143.0,8.0,0.6,0.6666666666666666,1.0,0.3125,,0.2222222222222222,0.35714285714285715,0.47619047619047616,1.0,0.5,0.47297297297297297,1.0,0.42857142857142855,0.48717948717948717,1.0,0.45652173913043476,0.43243243243243246,,,,,15.750915750915752,0.75,,,0.08888888888888889,0.024390243902439025,0.043478260869565216,,0.07964601769911504,0.017543859649122806,0.041666666666666664,,0.03333333333333333,,,,0.047619047619047616,0.1590909090909091,0.05263157894736842,,,,0.13513513513513514,1.0,1.0,0.6,0.08108108108108109,0.3333333333333333,0.3333333333333333,,0.35135135135135137,0.3076923076923077,0.3076923076923077,0.75,0.13513513513513514,0.4,0.4,1.0,0.2972972972972973,0.2727272727272727,0.3,1.0,1.0,1.0,,,,,,,0.09523809523809523,1.0,0.09523809523809523,,0.3333333333333333,0.2857142857142857,0.5675675675675675,0.3333333333333333,0.5001971428571428,0.6999,0.496321052631579,,,0.05263157894736842,0.5526315789473685,13.385714285714284,28.53125,0.5933609958506224,,,,,2.0,1.0,1.0,,0.0625,0.09090909090909091,,,True,,,,,,,
2058,1610612747,Mark Madsen,Mark Madsen,2058,LAL,9932.0,166.0,41.0,326.0,325.0,161.0,157.0,53.0,651.0,16.0,25.0,5.0,8.0,8.0,11.0,5.0,16.0,,2.0,,,,,,,,,,,,,21.0,43.0,,,17.0,59.0,321.0,6.0,11.0,,,4.0,16.0,11.0,19.0,,,11.0,33.0,18.0,24.0,,,12.0,,,4.0,10.0,4.0,14.0,2.0,2.0,5.0,,5.0,32.0,3.0,21.0,,2.0,15.0,2.0,19.0,24.0,43.0,5.0,7.0,3.0,4.0,2.0,,5.0,1.0,2.0,,7.0,1.0,3.0,11.0,27.0,3.0,1.0,23.0,,7.0,6.0,4.0,2.0,2.0,4.0,4.0,,33.0,161.0,6.0,0.42857142857142855,0.6,,,,,,0.4883720930232558,0.5454545454545454,0.5789473684210527,0.4883720930232558,0.5454545454545454,0.5789473684210527,0.5462962962962963,0.6153846153846154,0.6111111111111112,,0.09302325581395349,0.08,0.125,,15.762273901808785,0.2857142857142857,0.16666666666666666,,0.14285714285714285,0.17647058823529413,0.05555555555555555,0.06666666666666667,0.12056737588652482,0.14634146341463414,0.1891891891891892,0.07894736842105263,0.25,0.02702702702702703,0.25,0.28,0.08823529411764706,0.10869565217391304,0.03571428571428571,0.125,0.2777777777777778,1.0,0.5813953488372093,0.64,0.6956521739130435,0.5625,0.37209302325581395,0.3125,0.35714285714285715,,0.046511627906976744,,,,,,,,,,,,0.7272727272727273,0.625,,,,,,,0.5789473684210527,0.7272727272727273,,,,,0.5813953488372093,,0.5071,0.52093,0.5053736842105262,0.14583333333333334,0.14583333333333334,0.2711864406779661,0.559322033898305,3.9581395348837214,,0.4938650306748466,2.0,,,,,1.0,,,,,,1.0,True,,,,,,,
