EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,FTOffRebounds,FTDefRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,Offensive Fouls,2pt And 1 Free Throw Trips,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Technical Free Throw Trips,Defensive 3 Seconds Violations,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,3SecondViolations,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,PenaltyCorner3FGA,PenaltyCorner3Frequency,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,SecondChanceArc3PctAssisted,on,Corner3PctBlocked,HeaveMakes,3pt And 1 Free Throw Trips,BlockedCorner3
1720,1610612739,Michael Doleac,Michael Doleac,1720,CLE,4600.0,77.0,-14.0,149.0,149,41.0,34.0,21.0,298,3.0,8.0,1.0,4.0,1.0,2.0,1.0,3.0,3.0,7.0,7.0,18.0,3.0,17.0,149.0,2.0,5.0,4.0,4.0,8.0,1.0,9.0,12.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,6.0,4.0,8.0,12.0,7.0,19.0,2.0,2.0,5.0,3.0,2.0,5.0,3.0,2.0,6.0,7.0,1.0,4.0,1.0,1.0,9.0,41.0,0.8571428571428571,1.0,0.3888888888888889,0.4,0.5,0.3888888888888889,0.4,0.5,0.425,0.4,0.5,0.1111111111111111,0.25,14.367816091954023,1.0,0.14545454545454545,0.11764705882352941,0.2857142857142857,0.07692307692307693,0.17391304347826086,0.109375,0.18181818181818182,0.125,0.08333333333333333,0.2,0.125,0.13333333333333333,0.16666666666666666,0.2,0.5,0.4444444444444444,0.375,0.5,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.3888888888888889,0.42857142857142855,0.42857142857142855,1.0,0.8,0.25,0.25,0.5,0.4444444444444444,0.4729777777777778,0.48084000000000005,0.42627499999999996,0.05263157894736842,0.05263157894736842,0.23529411764705882,0.5294117647058824,9.477777777777778,0.2751677852348993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1729,1610612739,Ricky Davis,Ricky Davis,1729,CLE,20709.0,345.0,,672.0,673,248.0,183.0,90.0,1345,25.0,43.0,4.0,8.0,10.0,13.0,9.0,21.0,28.0,58.0,62.0,122.0,49.0,188.0,733.0,6.0,17.0,14.0,20.0,38.0,26.0,69.0,74.0,50.0,6.0,6.0,21.0,31.0,9.0,72.0,1.0,8.0,7.0,27.0,35.0,10.0,45.0,11.0,9.0,20.0,14.0,6.0,32.0,2.0,11.0,15.0,34.0,,56.0,20.0,9.0,69.0,248.0,0.5967741935483871,0.6271186440677966,0.5081967213114754,0.35294117647058826,0.5263157894736842,0.5225563909774437,0.35294117647058826,0.5512820512820513,0.5875,0.3888888888888889,0.6388888888888888,0.04918032786885246,0.11627906976744186,24.30379746835443,0.625,0.11392405063291139,0.03347280334728033,0.10606060606060606,0.0196078431372549,0.11221122112211221,0.03103448275862069,0.03409090909090909,0.03125,0.034482758620689655,,0.07058823529411765,0.17647058823529413,0.10714285714285714,0.10204081632653061,0.11764705882352941,0.3233082706766917,0.5813953488372093,0.6578947368421053,0.64,0.15789473684210525,0.42857142857142855,0.45,0.2222222222222222,0.43609022556390975,0.4827586206896552,0.4827586206896552,0.6785714285714286,0.47058823529411764,0.5,0.3333333333333333,0.7692307692307693,0.40601503759398494,0.46955871212121225,0.500225,0.45536666666666664,0.13245033112582782,0.14285714285714285,0.07446808510638298,0.3670212765957447,10.346721311475413,0.36904761904761907,2.0,5.0,9.0,1.0,1.0,5.0,11.0,2.0,1.0,1.0,12.0,3.0,1.0,8.0,5.0,10.0,5.0,5.0,8.0,4.0,1.0,1.0,3.0,2.0,3.0,12.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,3.0,0.8,0.45454545454545453,1.0,0.5,0.08270676691729323,0.047619047619047616,0.03333333333333333,0.038461538461538464,0.02631578947368421,0.05263157894736842,1.0,0.015037593984962405,0.06766917293233082,0.5555555555555556,0.5555555555555556,0.8,0.25,0.02564102564102564,1.0,0.625,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
179,1610612739,Bryant Stith,Bryant Stith,179,CLE,2352.0,39.0,-22.0,75.0,72,29.0,20.0,14.0,147,1.0,2.0,,,,,,1.0,1.0,2.0,2.0,5.0,2.0,9.0,79.0,,,2.0,,,,3.0,2.0,2.0,,1.0,5.0,5.0,3.0,10.0,1.0,1.0,,3.0,3.0,2.0,5.0,,,,,,,,,,1.0,1.0,2.0,1.0,,3.0,29.0,0.5,0.5,0.4,,,0.4375,,0.75,0.5,1.0,0.75,0.2,0.5,10.0,,0.10714285714285714,0.02857142857142857,,0.09090909090909091,0.0967741935483871,0.043478260869565216,,,0.058823529411764705,,,0.14285714285714285,0.2,,,0.25,0.5,1.0,1.0,0.125,,,,0.25,0.5,0.5,,,,,,0.625,0.5020375,,0.51585,0.1111111111111111,0.16666666666666666,0.2222222222222222,0.3333333333333333,9.080000000000002,0.38666666666666666,,1.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,,,3.0,1.0,,,,1.0,1.0,,,,,,,,,,,1.0,,,1.0,,,1.0,1.0,,,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.375,,,,0.1111111111111111,,1.0,,0.375,0.3333333333333333,0.3333333333333333,1.0,,1.0,0.5,0.3333333333333333,25.26666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1889,1610612739,Andre Miller,Andre Miller,1889,CLE,43337.0,722.0,-16.0,1353.0,1352,378.0,257.0,179.0,2705,29.0,53.0,,1.0,7.0,10.0,38.0,82.0,40.0,87.0,107.0,222.0,83.0,309.0,1482.0,9.0,21.0,23.0,31.0,61.0,39.0,104.0,48.0,166.0,2.0,17.0,164.0,199.0,77.0,433.0,3.0,16.0,14.0,41.0,57.0,20.0,77.0,30.0,20.0,35.0,26.0,9.0,55.0,4.0,11.0,18.0,50.0,3.0,95.0,36.0,15.0,104.0,378.0,0.22429906542056074,0.22641509433962265,0.481981981981982,0.42857142857142855,0.5081967213114754,0.4669421487603306,0.4375,0.48507462686567165,0.5403508771929825,0.46,0.5852272727272727,0.07657657657657657,0.20754716981132076,21.532615579480684,0.6363636363636364,0.08282828282828283,0.029684601113172542,0.0979020979020979,0.030303030303030304,0.08620689655172414,0.029780564263322883,0.01694915254237288,0.03333333333333333,0.03773584905660377,,0.05844155844155844,0.03731343283582089,0.13043478260869565,0.1,0.09433962264150944,0.2190082644628099,0.5471698113207547,0.6904761904761905,0.3448275862068966,0.33884297520661155,0.4634146341463415,0.48717948717948717,0.15789473684210525,0.359504132231405,0.45977011494252873,0.47058823529411764,0.2,0.041666666666666664,,0.14925373134328357,0.7,0.30165289256198347,0.4377383333333333,0.42699761904761907,0.42806287878787874,0.13333333333333333,0.144,0.0744336569579288,0.3365695792880259,10.704954954954955,0.2793791574279379,1.0,4.0,19.0,1.0,6.0,4.0,20.0,2.0,1.0,6.0,9.0,3.0,2.0,17.0,4.0,35.0,27.0,8.0,58.0,29.0,1.0,2.0,5.0,10.0,7.0,20.0,3.0,2.0,8.0,8.0,7.0,,,4.0,1.0,2.0,7.0,5.0,,,3.0,0.75,0.2,0.16666666666666666,0.2222222222222222,0.08264462809917356,0.04878048780487805,0.046511627906976744,0.022727272727272728,0.04225352112676056,0.045454545454545456,0.7142857142857143,0.004132231404958678,0.07851239669421488,0.21052631578947367,0.21052631578947367,0.75,,0.08955223880597014,0.16666666666666666,0.23529411764705882,29.440000000000005,1.0,3.0,1.0,3.0,1.0,1.0,0.3333333333333333,0.022988505747126436,0.125,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,True,,,,
238,1610612739,Tyrone Hill,Tyrone Hill,238,CLE,48560.0,809.0,-42.0,1526.0,1526,426.0,304.0,202.0,3052,44.0,112.0,14.0,35.0,10.0,20.0,15.0,42.0,12.0,27.0,71.0,181.0,67.0,209.0,1673.0,19.0,45.0,58.0,15.0,40.0,25.0,55.0,94.0,48.0,30.0,31.0,20.0,23.0,6.0,49.0,9.0,66.0,35.0,140.0,196.0,78.0,274.0,17.0,11.0,19.0,11.0,8.0,48.0,8.0,14.0,54.0,102.0,13.0,103.0,43.0,14.0,55.0,426.0,0.6619718309859155,0.8392857142857143,0.39226519337016574,0.4222222222222222,0.375,0.3901098901098901,0.4222222222222222,0.36585365853658536,0.4543478260869565,0.4915254237288136,0.4583333333333333,0.1712707182320442,0.23214285714285715,15.42316258351893,0.3958333333333333,0.2513464991023339,0.10628019323671498,0.23178807947019867,0.07964601769911504,0.24717514124293785,0.10217983651226158,0.12135922330097088,0.10404624277456648,0.09504132231404959,0.07142857142857142,0.24858757062146894,0.26143790849673204,0.24669603524229075,0.24742268041237114,0.2037037037037037,0.6153846153846154,0.39285714285714285,0.5116279069767442,0.5454545454545454,0.23076923076923078,0.35714285714285715,0.40540540540540543,0.7333333333333333,0.14835164835164835,0.4444444444444444,0.4444444444444444,1.0,0.7777777777777778,0.4,0.4878048780487805,0.5,0.6208791208791209,0.5050197802197802,0.5442439024390244,0.46450487804878043,0.19907407407407407,0.2,0.27751196172248804,0.2631578947368421,5.056353591160221,0.27916120576671033,,,1.0,,1.0,,1.0,20.0,,1.0,,,,1.0,,3.0,3.0,,11.0,3.0,3.0,21.0,5.0,6.0,5.0,29.0,3.0,6.0,12.0,9.0,13.0,,,10.0,1.0,2.0,13.0,6.0,,,6.0,,,,,0.005494505494505495,0.11904761904761904,0.45652173913043476,0.06,0.08235294117647059,0.0625,0.46153846153846156,,0.005494505494505495,,,,,0.024390243902439025,,,25.0,,,,,,5.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,True,,,,
1892,1610612739,Trajan Langdon,Trajan Langdon,1892,CLE,4096.0,68.0,-12.0,140.0,133,44.0,35.0,19.0,273,3.0,6.0,,1.0,,1.0,,3.0,4.0,8.0,7.0,17.0,8.0,25.0,134.0,,1.0,,3.0,6.0,6.0,12.0,2.0,12.0,,2.0,8.0,11.0,5.0,25.0,2.0,,,2.0,2.0,2.0,4.0,,,4.0,3.0,1.0,5.0,,1.0,1.0,5.0,,10.0,2.0,3.0,12.0,44.0,0.14285714285714285,0.14285714285714285,0.4117647058823529,,0.5,0.3541666666666667,,0.375,0.42857142857142855,,0.5,0.11764705882352941,0.3333333333333333,19.642857142857142,0.8,0.0392156862745098,,,0.2222222222222222,0.03333333333333333,0.025974025974025976,,,,,,0.06666666666666667,0.058823529411764705,,,0.25,0.5,0.75,0.3333333333333333,0.125,,,,0.3333333333333333,0.5,0.5,,0.5,,0.125,,0.5416666666666666,0.4637,0.44205,0.3813,0.08,0.1111111111111111,,0.48,11.458823529411765,0.3142857142857143,1.0,1.0,6.0,,2.0,1.0,7.0,,,2.0,3.0,,,6.0,1.0,3.0,2.0,1.0,3.0,,,,,,,1.0,,1.0,,1.0,1.0,,,1.0,,,1.0,,,,,1.0,0.14285714285714285,,0.14285714285714285,0.2916666666666667,,,,0.25,,,0.041666666666666664,0.25,0.16666666666666666,0.16666666666666666,1.0,,0.25,,0.16666666666666666,24.914285714285715,,,,1.0,1.0,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,True,,,,
1908,1610612739,Jumaine Jones,Jumaine Jones,1908,CLE,10910.0,182.0,-20.0,337.0,345,120.0,104.0,44.0,682,15.0,20.0,5.0,5.0,6.0,10.0,2.0,7.0,9.0,25.0,26.0,52.0,,52.0,400.0,5.0,9.0,10.0,9.0,21.0,,18.0,38.0,14.0,8.0,2.0,7.0,7.0,,14.0,4.0,12.0,6.0,16.0,24.0,16.0,40.0,8.0,7.0,1.0,1.0,,3.0,1.0,,14.0,23.0,2.0,3.0,2.0,,18.0,120.0,0.7307692307692307,0.8636363636363636,0.5,0.5555555555555556,0.42857142857142855,0.43333333333333335,0.5,0.375,0.4262295081967213,0.45454545454545453,0.36,0.038461538461538464,0.05,16.243654822335024,0.3333333333333333,0.14678899082568808,0.1,0.14634146341463414,0.12121212121212122,0.14666666666666667,0.10457516339869281,0.14285714285714285,0.12903225806451613,0.05555555555555555,,0.04081632653061224,0.22580645161290322,0.2413793103448276,0.11538461538461539,0.2,0.3333333333333333,0.75,0.7894736842105263,0.6,0.11666666666666667,0.2857142857142857,0.2857142857142857,1.0,0.4166666666666667,0.36,0.375,0.8888888888888888,0.5,1.0,0.4166666666666667,0.6,0.4666666666666667,0.49282999999999993,0.54466,0.5042645833333333,0.03278688524590164,0.03773584905660377,0.19230769230769232,0.34615384615384615,10.276923076923076,0.3560830860534125,2.0,,6.0,,2.0,,8.0,,,3.0,,,,6.0,,,,,5.0,2.0,,2.0,5.0,1.0,,2.0,1.0,,1.0,1.0,3.0,,,3.0,,,3.0,,,,4.0,,,,,0.13333333333333333,,0.2222222222222222,,0.16,0.16129032258064516,,0.03333333333333333,0.1,,,,,0.08333333333333333,,,25.025000000000002,,1.0,,1.0,,,,0.04,0.1,,,,,1.0,0.041666666666666664,,,,,,,,,,,,,,,,,True,,,,
441,1610612739,Lamond Murray,Lamond Murray,441,CLE,36894.0,615.0,-9.0,1145.0,1148,268.0,195.0,153.0,2293,20.0,46.0,2.0,5.0,9.0,18.0,24.0,47.0,38.0,98.0,82.0,191.0,53.0,325.0,1244.0,5.0,13.0,25.0,19.0,44.0,12.0,65.0,100.0,64.0,2.0,15.0,26.0,31.0,6.0,67.0,,17.0,9.0,55.0,71.0,19.0,90.0,15.0,6.0,14.0,7.0,7.0,34.0,2.0,9.0,16.0,43.0,3.0,68.0,28.0,4.0,65.0,268.0,0.6097560975609756,0.6172839506172839,0.4293193717277487,0.38461538461538464,0.4318181818181818,0.5291828793774319,0.5,0.45689655172413796,0.5625,0.5681818181818182,0.5,0.07853403141361257,0.2608695652173913,23.693892568064754,0.4117647058823529,0.12415349887133183,0.034,0.08571428571428572,,0.11678832116788321,0.029259896729776247,0.04242424242424243,0.02097902097902098,0.036458333333333336,,0.15942028985507245,0.11864406779661017,0.10160427807486631,0.07692307692307693,0.1,0.17898832684824903,0.43478260869565216,0.5882352941176471,0.7,0.1828793774319066,0.5106382978723404,0.5454545454545454,0.5,0.38132295719844356,0.3877551020408163,0.3877551020408163,0.631578947368421,0.2631578947368421,0.4,0.3103448275862069,0.5,0.4357976653696498,0.4707906614785992,0.5146638888888888,0.4807327586206896,0.1056338028169014,0.12962962962962962,0.07692307692307693,0.2,11.806806282722512,0.23406113537117904,17.0,26.0,49.0,4.0,12.0,36.0,66.0,6.0,5.0,14.0,93.0,15.0,,49.0,26.0,5.0,3.0,2.0,12.0,8.0,2.0,7.0,5.0,9.0,5.0,20.0,2.0,1.0,10.0,3.0,7.0,,,5.0,,2.0,7.0,5.0,,,7.0,0.8611111111111112,0.5454545454545454,0.35714285714285715,0.5454545454545454,0.25680933852140075,0.06382978723404255,0.25,0.05714285714285714,,0.040983606557377046,0.7142857142857143,0.06614785992217899,0.19066147859922178,0.5306122448979592,0.5416666666666666,0.8461538461538461,0.5,0.20689655172413793,0.3333333333333333,0.5306122448979592,24.956060606060603,1.0,3.0,3.0,6.0,1.0,,0.5,,0.15789473684210525,0.3333333333333333,1.0,3.0,0.15789473684210525,2.0,0.034482758620689655,10.0,2.0,1.0,1.0,2.0,0.015151515151515152,0.02040816326530612,0.5882352941176471,0.5882352941176471,0.9,0.6666666666666666,1.0,0.5,0.029411764705882353,,,True,,,,
445,1610612739,Wesley Person,Wesley Person,445,CLE,40135.0,669.0,-3.0,1267.0,1266,361.0,237.0,159.0,2533,21.0,35.0,4.0,6.0,4.0,6.0,13.0,31.0,43.0,89.0,77.0,155.0,27.0,265.0,1383.0,16.0,29.0,46.0,17.0,33.0,13.0,74.0,126.0,28.0,8.0,8.0,31.0,35.0,10.0,74.0,5.0,10.0,11.0,36.0,49.0,15.0,64.0,15.0,14.0,11.0,7.0,4.0,19.0,6.0,4.0,8.0,18.0,,34.0,7.0,5.0,74.0,361.0,0.8181818181818182,0.863013698630137,0.4967741935483871,0.5517241379310345,0.5151515151515151,0.5107296137339056,0.5945945945945946,0.5083333333333333,0.5268595041322314,0.5897435897435898,0.5378787878787878,0.05161290322580645,0.11428571428571428,17.599460552933245,0.5789473684210527,0.0784313725490196,0.01968503937007874,0.08270676691729323,0.05434782608695652,0.07939189189189189,0.025,0.043478260869565216,,0.014778325123152709,,0.03496503496503497,0.078125,0.11170212765957446,0.0963855421686747,0.06,0.15021459227467812,0.6,0.6774193548387096,0.7619047619047619,0.13304721030042918,0.41935483870967744,0.4642857142857143,0.6923076923076923,0.38197424892703863,0.48314606741573035,0.48863636363636365,0.8837209302325582,0.16216216216216217,0.6666666666666666,0.1,0.6666666666666666,0.48497854077253216,0.5014167381974249,0.4769484375,0.4979883333333333,0.03375527426160337,0.04430379746835443,0.17358490566037735,0.2792452830188679,12.174193548387096,0.2849250197316496,25.0,18.0,53.0,4.0,16.0,28.0,78.0,2.0,9.0,27.0,84.0,,,53.0,18.0,4.0,2.0,2.0,11.0,10.0,,2.0,1.0,1.0,4.0,8.0,1.0,,3.0,4.0,12.0,,,6.0,3.0,3.0,12.0,8.0,,,2.0,1.0,0.358974358974359,0.3333333333333333,0.358974358974359,0.33476394849785407,0.0967741935483871,0.0625,,0.06944444444444445,0.00847457627118644,0.6666666666666666,0.1072961373390558,0.22746781115879827,0.33962264150943394,0.34615384615384615,1.0,0.25,0.26666666666666666,0.25,0.33962264150943394,24.887179487179484,2.0,4.0,4.0,8.0,11.0,,0.5,0.011235955056179775,0.10810810810810811,0.5,,4.0,0.10810810810810811,11.0,0.18333333333333332,10.0,2.0,5.0,1.0,1.0,0.01282051282051282,0.018867924528301886,0.4,0.4,1.0,0.5,1.0,0.45454545454545453,0.012658227848101266,1.0,1.0,True,,,,
1730,1610612739,Brian Skinner,Brian Skinner,1730,CLE,1310.0,22.0,-2.0,37.0,39,11.0,14.0,6.0,76,3.0,3.0,2.0,2.0,,,,,,,3.0,3.0,3.0,9.0,48.0,2.0,2.0,6.0,,,,,2.0,4.0,4.0,,,,,,1.0,3.0,,5.0,5.0,4.0,9.0,,,,,,,,,1.0,2.0,,3.0,2.0,,,11.0,0.3333333333333333,1.0,1.0,1.0,,1.0,1.0,,1.125,1.0,,,,8.88888888888889,,0.29411764705882354,0.2,,0.2,0.2777777777777778,0.2,0.2857142857142857,0.5,,1.0,0.4,,0.375,,,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,1.0,1.0,,,1.0,0.6883,0.649,,0.5,0.5,0.6666666666666666,,0.7333333333333334,0.2972972972972973,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
