EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,PenaltyTurnovers,Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,HeaveAttempts,Fg3aBlocked,Arc3Assists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,BadPassSteals,ShootingFouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FG3APctBlocked,Arc3PctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,PtsPutbacks,FTDefRebounds,BadPassTurnovers,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,SecondChanceFtPoints,FTOffRebounds,SelfOReb,DefensiveGoaltends,OffFTReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,SecondChanceTurnovers,Loose Ball Fouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,3SecondViolations,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,Technical Free Throw Trips,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ShortMidRangePctBlocked,OffCorner3ReboundPct,on,Defensive 3 Seconds Violations,Corner3PctBlocked
101144,1610612745,Von Wafer,Von Wafer,101144,HOU,7322.0,122,18,226,226,42.0,37.0,21,452,7.0,11.0,1.0,1.0,6.0,17.0,7.0,22.0,5.0,11.0,1.0,1.0,1.0,2.0,20.0,50.0,5.0,11.0,16.0,71.0,217,2.0,4.0,1.0,1.0,7.0,3.0,8.0,1.0,2.0,3.0,12.0,14.0,26.0,12.0,3.0,11.0,5.0,5.0,5.0,3.0,8.0,3.0,1.0,2.0,2.0,19.0,3.0,8.0,11.0,11.0,1.0,1.0,2.0,1.0,8.0,1.0,2.0,1.0,1.0,10.0,3.0,7.0,4.0,16.0,18.0,1.0,7.0,1.0,1.0,12.0,42.0,1.0,0.35,0.35,0.8,0.45454545454545453,1.0,0.5,0.45454545454545453,0.4,0.5,0.375,0.45081967213114754,0.7,0.45,0.5144927536231884,0.7,0.5,0.18032786885245902,0.1,0.2727272727272727,0.09090909090909091,31.85483870967742,0.2,0.08791208791208792,0.1111111111111111,0.09322033898305085,0.1,0.08333333333333333,0.08571428571428572,0.09523809523809523,0.16666666666666666,0.18032786885245902,0.6363636363636364,0.875,0.5714285714285714,0.2786885245901639,0.35294117647058826,0.35294117647058826,0.16666666666666666,0.36065573770491804,0.3181818181818182,0.35,0.2857142857142857,0.18032786885245902,0.45454545454545453,0.45454545454545453,0.8,0.2,0.2,1.0,1.0,0.1,0.2,0.5,0.36065573770491804,0.45454545454545453,0.46870163934426234,0.44084999999999996,0.41289999999999993,0.11764705882352941,0.125,0.08333333333333333,0.09859154929577464,0.16901408450704225,11.318,25.518181818181816,0.18584070796460178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
101236,1610612745,Chuck Hayes,Chuck Hayes,101236,HOU,3635.0,61,30,110,110,31.0,14.0,13,220,,,,,2.0,3.0,,,,1.0,,,,1.0,2.0,3.0,,1.0,,4.0,104,,,,,,1.0,2.0,,1.0,,2.0,2.0,2.0,,,,,,3.0,3.0,6.0,,3.0,,,15.0,4.0,9.0,13.0,18.0,5.0,2.0,,,1.0,,,,1.0,1.0,,10.0,,2.0,,,,,,2.0,31.0,,0.5,0.5,,,,,,0.6666666666666666,,0.5,0.5,,0.3333333333333333,0.5,,0.3333333333333333,0.25,,,,4.065040650406504,,0.25,0.2222222222222222,0.24074074074074073,0.375,0.13333333333333333,0.3076923076923077,0.3333333333333333,,,,,,0.75,0.6666666666666666,0.6666666666666666,0.5,,,,,0.25,,,,,,,,,0.3333333333333333,,0.25,,0.34170000000000006,,0.37205,,,,,0.5,7.533333333333334,57.3,0.2818181818181818,1.0,1.0,3.0,1.0,4.0,5.0,3.0,5.0,1.0,1.0,1.0,1.0,0.12903225806451613,0.09090909090909091,0.11904761904761904,0.1111111111111111,0.1111111111111111,0.15384615384615385,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1897,1610612745,Metta World Peace,Metta World Peace,1897,HOU,8361.0,139,21,243,243,83.0,97.0,30,486,7.0,14.0,3.0,4.0,2.0,5.0,6.0,16.0,7.0,26.0,2.0,3.0,3.0,10.0,15.0,35.0,7.0,26.0,4.0,55.0,255,4.0,5.0,2.0,3.0,14.0,8.0,12.0,3.0,10.0,4.0,29.0,4.0,26.0,9.0,12.0,26.0,7.0,4.0,12.0,5.0,17.0,3.0,5.0,3.0,4.0,39.0,5.0,8.0,16.0,20.0,2.0,1.0,5.0,,3.0,,2.0,,2.0,8.0,1.0,9.0,1.0,12.0,6.0,,1.0,,2.0,29.0,83.0,2.0,0.13333333333333333,0.14285714285714285,0.42857142857142855,0.2692307692307692,0.6666666666666666,0.3,0.2692307692307692,0.42857142857142855,0.8,0.6666666666666666,0.4180327868852459,0.875,0.5681818181818182,0.4296875,0.875,0.58,0.4262295081967213,0.11428571428571428,0.21428571428571427,0.0625,26.181818181818183,0.625,0.0963855421686747,0.1724137931034483,0.11607142857142858,0.13636363636363635,0.10344827586206896,0.0625,0.18181818181818182,0.14285714285714285,0.22950819672131148,0.5,0.6363636363636364,0.2857142857142857,0.08196721311475409,0.4,0.4,,0.26229508196721313,0.375,0.4,,0.4262295081967213,0.2692307692307692,0.2692307692307692,0.42857142857142855,0.375,0.375,0.6666666666666666,,0.18181818181818182,0.45454545454545453,0.3,0.6557377049180327,0.2692307692307692,0.48392459016393446,0.5004928571428572,0.4746886363636364,0.016129032258064516,0.027777777777777776,,0.2545454545454545,0.5272727272727272,9.76,25.696153846153848,0.34156378600823045,,,2.0,,4.0,4.0,1.0,3.0,,,,,0.05714285714285714,,0.0380952380952381,0.12,0.058823529411764705,,,3.0,3.0,2.0,3.0,3.0,2.0,0.3333333333333333,1.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
200768,1610612745,Kyle Lowry,Kyle Lowry,200768,HOU,10467.0,174,24,315,314,72.0,78.0,37,629,8.0,23.0,3.0,4.0,2.0,3.0,5.0,10.0,1.0,6.0,,1.0,,2.0,15.0,36.0,3.0,12.0,18.0,57.0,310,1.0,3.0,,1.0,4.0,2.0,6.0,,3.0,5.0,9.0,8.0,22.0,9.0,,6.0,1.0,5.0,18.0,7.0,25.0,1.0,12.0,5.0,1.0,57.0,1.0,16.0,17.0,23.0,8.0,4.0,7.0,2.0,3.0,,2.0,,1.0,10.0,1.0,9.0,,28.0,22.0,2.0,11.0,,1.0,9.0,72.0,1.0,0.26666666666666666,0.26666666666666666,1.0,0.25,,,0.25,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.40625,0.25,0.2222222222222222,0.49137931034482757,0.4,0.375,0.25,0.1388888888888889,0.21739130434782608,,19.10112359550562,0.7,0.12213740458015267,0.029411764705882353,0.10303030303030303,0.034482758620689655,0.058823529411764705,0.23529411764705882,0.03571428571428571,,0.4791666666666667,0.34782608695652173,0.4444444444444444,0.375,0.0625,0.6666666666666666,0.6666666666666666,,0.20833333333333334,0.5,0.5,0.2,0.125,0.16666666666666666,0.16666666666666666,1.0,0.75,0.25,,,0.4444444444444444,0.2222222222222222,,0.7291666666666666,0.16666666666666666,0.5158697916666667,0.5651124999999999,0.43328888888888895,0.19298245614035087,0.24444444444444444,,0.07017543859649122,0.15789473684210525,6.008333333333334,25.316666666666666,0.22857142857142856,,,6.0,1.0,4.0,6.0,4.0,5.0,,6.0,,,0.038834951456310676,0.02702702702702703,0.03571428571428571,0.075,,0.024390243902439025,0.034482758620689655,1.0,1.0,,,5.0,,,0.3333333333333333,0.25,2.0,6.0,1.0,2.0,1.0,1.0,1.0,0.07142857142857142,0.041666666666666664,0.125,0.3333333333333333,0.3333333333333333,1.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,True,,
201171,1610612745,Carl Landry,Carl Landry,201171,HOU,14383.0,240,18,434,436,117.0,148.0,51,870,25.0,41.0,13.0,11.0,9.0,10.0,5.0,17.0,,1.0,,,,1.0,39.0,68.0,,2.0,19.0,97.0,448,13.0,16.0,,,27.0,7.0,15.0,,1.0,8.0,22.0,56.0,22.0,,,,,9.0,1.0,2.0,3.0,,1.0,,,8.0,7.0,23.0,35.0,51.0,4.0,2.0,6.0,,8.0,,5.0,,2.0,14.0,3.0,27.0,3.0,25.0,33.0,3.0,13.0,,5.0,22.0,117.0,5.0,0.717948717948718,0.875,,,,,,0.5735294117647058,0.8125,0.4666666666666667,0.5571428571428572,0.8125,0.4375,0.5705882352941176,0.84375,0.4782608695652174,0.02857142857142857,0.1323529411764706,0.21951219512195122,,20.245398773006137,0.42857142857142855,0.14556962025316456,0.12962962962962962,0.14150943396226415,0.15789473684210525,0.15789473684210525,0.12698412698412698,0.13953488372093023,0.09090909090909091,0.5857142857142857,0.6097560975609756,0.78125,0.64,0.14285714285714285,0.9,0.9,0.7777777777777778,0.24285714285714285,0.29411764705882354,0.29411764705882354,1.0,0.014285714285714285,,,,0.8125,,,,0.6875,0.0625,,0.6142857142857143,,0.5049731884057971,0.5373299999999999,0.5391733333333334,0.1625,0.16666666666666666,,0.27835051546391754,0.2268041237113402,5.951470588235293,47.05,0.2695852534562212,1.0,1.0,2.0,6.0,10.0,16.0,2.0,11.0,1.0,1.0,0.5,1.0,0.07518796992481203,0.10344827586206896,0.08376963350785341,0.125,0.12903225806451613,,0.12244897959183673,11.0,4.0,14.0,5.0,1.0,2.0,0.35714285714285715,0.8461538461538461,0.36363636363636365,,1.0,,1.0,,,1.0,,,0.014285714285714285,,,,,2.0,3.0,5.0,4.0,1.0,5.0,3.0,1.0,1.0,0.6,0.36363636363636365,,,,,,,,,,,True,,
201166,1610612745,Aaron Brooks,Aaron Brooks,201166,HOU,6187.0,103,-10,190,191,73.0,92.0,23,381,7.0,9.0,,3.0,1.0,4.0,5.0,9.0,5.0,15.0,1.0,2.0,4.0,10.0,13.0,22.0,7.0,18.0,13.0,60.0,213,1.0,1.0,1.0,2.0,7.0,3.0,5.0,5.0,11.0,9.0,30.0,4.0,22.0,6.0,15.0,14.0,5.0,2.0,8.0,2.0,10.0,1.0,3.0,1.0,4.0,22.0,4.0,3.0,7.0,7.0,,,4.0,2.0,2.0,,1.0,,,6.0,1.0,4.0,,10.0,15.0,,5.0,,2.0,30.0,73.0,2.0,0.15384615384615385,0.15384615384615385,0.2857142857142857,0.3888888888888889,0.5,0.45454545454545453,0.4117647058823529,0.5909090909090909,1.0,0.6,0.5875,0.8333333333333334,0.65625,0.6276595744680851,0.875,0.7142857142857143,0.45,0.09090909090909091,0.2222222222222222,,24.882629107981224,0.6666666666666666,0.05454545454545454,0.125,0.08045977011494253,0.11764705882352941,0.09090909090909091,,0.11538461538461539,0.16666666666666666,0.225,0.7777777777777778,1.0,0.2857142857142857,0.1,0.25,0.25,,0.225,0.5555555555555556,0.5555555555555556,,0.375,0.3333333333333333,0.35714285714285715,0.2,,0.6666666666666666,0.5,,0.1875,0.625,0.4,0.675,0.35714285714285715,0.47914078947368416,0.44715000000000005,0.46804999999999997,0.1111111111111111,0.18518518518518517,,0.11666666666666667,0.5,9.895454545454545,27.727777777777778,0.38421052631578945,1.0,1.0,1.0,,,,,1.0,,,0.05555555555555555,0.06666666666666667,,,,,,,,,2.0,,,3.0,1.0,,,0.6666666666666666,2.0,3.0,1.0,2.0,,,,,,0.075,0.6666666666666666,0.6666666666666666,0.5,0.0625,,1.0,1.0,1.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,True,,
2203,1610612745,Shane Battier,Shane Battier,2203,HOU,9060.0,151,-11,266,270,77.0,99.0,31,536,5.0,5.0,2.0,2.0,,1.0,,,4.0,10.0,1.0,2.0,,2.0,5.0,6.0,9.0,17.0,2.0,39.0,295,2.0,2.0,3.0,4.0,13.0,2.0,2.0,2.0,4.0,1.0,11.0,6.0,4.0,27.0,,10.0,4.0,,6.0,1.0,7.0,,4.0,2.0,,15.0,3.0,3.0,7.0,11.0,5.0,2.0,2.0,,,,1.0,,,2.0,,11.0,,4.0,3.0,,,,1.0,11.0,77.0,1.0,0.6,1.0,1.0,0.5294117647058824,0.75,0.5,0.5294117647058824,0.8333333333333334,1.0,1.0,0.8043478260869565,1.0833333333333333,0.8333333333333334,0.7916666666666666,1.0833333333333333,0.7857142857142857,0.7391304347826086,,,,8.637873754152825,1.0,0.030927835051546393,0.08108108108108109,0.04477611940298507,,0.08571428571428572,,0.06896551724137931,0.125,0.21739130434782608,1.0,1.0,0.6,0.043478260869565216,,,,,,,,0.43478260869565216,0.4,0.4,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,0.3333333333333333,0.3333333333333333,,0.9565217391304348,0.4,0.5347652173913043,0.55405,0.569325,,,,0.3333333333333333,0.28205128205128205,1.9000000000000001,24.82352941176471,0.2894736842105263,,,1.0,3.0,1.0,4.0,3.0,8.0,1.0,1.0,,,0.0125,0.08333333333333333,0.034482758620689655,,,0.03125,0.0967741935483871,2.0,2.0,4.0,1.0,1.0,,0.1111111111111111,1.0,1.0,5.0,7.0,2.0,,,1.0,,,0.1111111111111111,0.30434782608695654,0.7142857142857143,0.7142857142857143,1.0,0.3333333333333333,,1.0,,,,,,,,,,2.0,1.0,1.0,2.0,2.0,0.3333333333333333,1.0,1.0,,,True,,
2397,1610612745,Yao Ming,Yao Ming,2397,HOU,4868.0,81,-3,141,143,56.0,40.0,22,284,3.0,4.0,3.0,1.0,5.0,11.0,,2.0,,,,,,,8.0,17.0,,,17.0,33.0,142,2.0,3.0,,,6.0,4.0,6.0,,,14.0,22.0,6.0,10.0,,,,,1.0,1.0,,1.0,,1.0,,,2.0,5.0,18.0,23.0,28.0,1.0,,6.0,,2.0,,2.0,,,8.0,3.0,8.0,2.0,16.0,20.0,,5.0,,4.0,22.0,56.0,4.0,0.375,0.5,,,,,,0.47058823529411764,0.6666666666666666,0.6666666666666666,0.47058823529411764,0.6666666666666666,0.6666666666666666,0.5961538461538461,0.75,0.75,,0.058823529411764705,,,20.731707317073173,0.75,0.2727272727272727,0.35714285714285715,0.2875,0.13333333333333333,0.25925925925925924,0.375,0.4166666666666667,,0.23529411764705882,0.75,0.75,0.3333333333333333,0.6470588235294118,0.45454545454545453,0.5,0.4,0.11764705882352941,,,,,,,,1.0,,,,0.16666666666666666,,,0.23529411764705882,,0.41788823529411767,0.5550333333333334,0.4125666666666667,0.22727272727272727,0.22727272727272727,,0.18181818181818182,0.6666666666666666,7.917647058823529,,0.3971631205673759,,,,1.0,4.0,5.0,1.0,3.0,1.0,,,,0.08695652173913043,0.05,0.07575757575757576,0.09090909090909091,0.09090909090909091,0.07692307692307693,,2.0,1.0,4.0,,4.0,,,0.6666666666666666,1.0,,,,2.0,,,,,,,,,,,2.0,,3.0,1.0,2.0,3.0,3.0,,,1.0,,,2.0,,,,,,,0.09090909090909091,0.3333333333333333,True,,
2449,1610612745,Luis Scola,Luis Scola,2449,HOU,3812.0,64,11,115,114,14.0,47.0,6,229,5.0,6.0,,,2.0,4.0,4.0,7.0,,,,,,,11.0,17.0,,,6.0,28.0,127,,,,,,1.0,1.0,,,2.0,4.0,16.0,6.0,,,,,2.0,4.0,1.0,5.0,,3.0,,1.0,11.0,3.0,6.0,11.0,12.0,1.0,1.0,1.0,,,,1.0,,,1.0,,7.0,,8.0,7.0,1.0,3.0,,1.0,4.0,14.0,,0.7272727272727273,0.7272727272727273,,,,,,0.6470588235294118,,1.0,0.6470588235294118,,1.0,0.7,,1.0,,0.11764705882352941,0.16666666666666666,0.14285714285714285,17.21311475409836,1.0,0.14285714285714285,0.2,0.15789473684210525,0.09090909090909091,0.1,0.19047619047619047,0.23076923076923078,,0.35294117647058826,0.8333333333333334,1.0,0.6,0.23529411764705882,0.5,0.5,0.5,0.4117647058823529,0.5714285714285714,0.6666666666666666,1.0,,,,,,,,,,,,0.35294117647058826,,0.44747647058823525,,0.4069,0.15789473684210525,0.15789473684210525,,,0.14285714285714285,9.476470588235296,,0.12173913043478261,,,1.0,1.0,,1.0,,2.0,1.0,1.0,,,,0.07142857142857142,0.021739130434782608,,,,0.07692307692307693,,,,2.0,,1.0,0.4,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,True,,
2567,1610612745,Brian Cook,Brian Cook,2567,HOU,1571.0,26,-15,53,54,13.0,39.0,9,107,1.0,1.0,,,,2.0,,1.0,1.0,7.0,,,,4.0,1.0,4.0,1.0,7.0,,5.0,60,,,,,,,1.0,,4.0,,,2.0,,3.0,,7.0,1.0,,3.0,,3.0,,2.0,,1.0,6.0,2.0,3.0,6.0,8.0,2.0,1.0,2.0,1.0,2.0,,1.0,1.0,,4.0,3.0,4.0,,1.0,,,,,,,13.0,,1.0,1.0,1.0,0.14285714285714285,,,0.14285714285714285,0.25,,,0.22727272727272727,,,0.22727272727272727,,,0.6363636363636364,,,,23.4375,0.5,0.3,0.5,0.35714285714285715,0.3333333333333333,0.25,0.3333333333333333,0.6666666666666666,,0.09090909090909091,1.0,1.0,1.0,0.18181818181818182,,,,0.09090909090909091,,,,0.6363636363636364,0.14285714285714285,0.14285714285714285,1.0,,,,,,0.8,,0.7272727272727273,0.14285714285714285,0.5066681818181817,,0.48323,,,,,,8.899999999999999,25.571428571428573,0.24528301886792453,,,,1.0,1.0,2.0,1.0,3.0,,1.0,,,0.05263157894736842,0.08333333333333333,0.06451612903225806,,0.14285714285714285,,,,,,1.0,1.0,,0.3333333333333333,,,,,,,,1.0,,,0.1111111111111111,,,,,,2.0,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,0.3333333333333333,True,,
