EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,LongMidRangeFGM,Corner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsPutbacks,ThreePtAssists,Arc3Assists,Corner3Assists,DefTwoPtRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,BadPassTurnovers,Technical Free Throw Trips,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,Assisted3sPct,SecondChanceFg3Pct,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,DefTwoPtReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,HeaveAttempts,FTOffRebounds,Travels,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,OffFTReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Fg3aBlocked,Blocked3s,BlockedArc3,FG3APctBlocked,Arc3PctBlocked,on,BlockedLongMidRange,LongMidRangePctBlocked
101107,1610612737,Marvin Williams,Marvin Williams,101107,ATL,4596.0,77,-7,141,137,27.0,24.0,14.0,278,4.0,8.0,1.0,2.0,1.0,2.0,6.0,4.0,3.0,1.0,2.0,6.0,18.0,1.0,5.0,6.0,21.0,136,1.0,2.0,2.0,1.0,2.0,2.0,8.0,4.0,3.0,2.0,1.0,4.0,5.0,5.0,1.0,2.0,2.0,10.0,1.0,2.0,2.0,3.0,5.0,3.0,8.0,4.0,2.0,2.0,2.0,4.0,1.0,2.0,6.0,1.0,2.0,2.0,8.0,1.0,3.0,8.0,1.0,1.0,9.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,27.0,1.0,0.6666666666666666,0.6666666666666666,0.2,0.2,0.3333333333333333,0.5,0.32608695652173914,0.5,0.3888888888888889,0.5,0.5,0.21739130434782608,0.2222222222222222,0.25,0.3333333333333333,21.153846153846153,0.3333333333333333,0.42857142857142855,0.0392156862745098,0.09090909090909091,0.08333333333333333,0.030303030303030304,0.047619047619047616,0.07142857142857142,0.043478260869565216,0.14285714285714285,0.125,1.0,0.34782608695652173,0.5,0.6666666666666666,0.75,0.2608695652173913,0.3333333333333333,0.5,0.5,0.17391304347826086,0.13043478260869565,0.08695652173913043,0.5,0.5,1.0,0.5,1.0,0.5652173913043478,0.5,0.4984586956521739,0.5841000000000001,0.6196,0.15384615384615385,0.19047619047619047,0.09523809523809523,0.09523809523809523,6.961111111111112,24.060000000000002,0.19148936170212766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1710,1610612737,Mike Bibby,Mike Bibby,1710,ATL,20155.0,336,-36,577,582,121.0,120.0,75.0,1159,5.0,9.0,,,1.0,2.0,8.0,30.0,5.0,19.0,34.0,18.0,47.0,20.0,39.0,16.0,112.0,628,1.0,3.0,13.0,4.0,8.0,17.0,14.0,22.0,6.0,34.0,19.0,2.0,31.0,39.0,20.0,7.0,4.0,86.0,2.0,3.0,10.0,,28.0,5.0,33.0,8.0,4.0,4.0,16.0,5.0,,5.0,21.0,3.0,4.0,10.0,25.0,,3.0,28.0,1.0,8.0,17.0,2.0,5.0,4.0,2.0,1.0,2.0,1.0,17.0,121.0,4.0,0.3888888888888889,0.4117647058823529,0.5128205128205128,0.5128205128205128,0.3829787234042553,0.3333333333333333,0.5581395348837209,0.55,0.5967741935483871,0.5909090909090909,0.7083333333333334,0.45348837209302323,0.0425531914893617,0.2222222222222222,,17.298937784522003,0.7619047619047619,,0.014285714285714285,0.11904761904761904,0.0273972602739726,0.10687022900763359,0.0176678445229682,,,0.022727272727272728,0.109375,0.5,0.10465116279069768,0.5555555555555556,0.7142857142857143,0.2,0.09302325581395349,0.25,0.25,,0.3488372093023256,0.05813953488372093,0.3953488372093023,0.5588235294117647,0.5588235294117647,,,0.125,0.5581395348837209,0.5588235294117647,0.4824063953488372,0.5264166666666666,0.48201875000000005,0.056179775280898875,0.1,0.11607142857142858,0.15178571428571427,13.868085106382978,25.28717948717949,0.2097053726169844,1.0,11.0,1.0,1.0,3.0,7.0,1.0,3.0,3.0,7.0,2.0,3.0,1.0,4.0,54.0,2.0,8.0,3.0,5.0,18.0,2.0,2.0,11.0,1.0,1.0,3.0,0.9,0.42857142857142855,0.25,0.75,0.5625,0.10112359550561797,0.04477611940298507,0.034482758620689655,0.09090909090909091,0.0425531914893617,0.14473684210526316,0.15,0.043478260869565216,0.36666666666666664,0.36666666666666664,0.5454545454545454,0.2,0.2,1.0,0.8947368421052632,0.7,0.42857142857142855,0.6666666666666666,1.0,0.125,0.375,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,True,,
200780,1610612737,Solomon Jones,Solomon Jones,200780,ATL,1325.0,22,-15,40,39,6.0,13.0,10.0,79,3.0,3.0,2.0,2.0,,,,,,,,3.0,3.0,,,,6.0,48,2.0,2.0,4.0,,,,2.0,4.0,,,,,,1.0,,,,3.0,,4.0,1.0,,4.0,4.0,8.0,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,6.0,,0.3333333333333333,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,6.122448979591836,,,0.2,0.16666666666666666,,0.23529411764705882,0.16,0.3,0.16666666666666666,,,,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,1.0,1.0,,1.0,,0.5573,0.546,,,,0.6666666666666666,,,,0.15,,,,,,,,,,,,,,,,4.0,1.0,1.0,,3.0,,,,,,,,,,,,0.2727272727272727,,,0.25,,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
201238,1610612737,Mario West,Mario West,201238,ATL,769.0,13,-13,23,23,8.0,12.0,7.0,46,1.0,2.0,,,,,1.0,,,,1.0,1.0,3.0,,1.0,,2.0,32,,,,,,,,2.0,,,,2.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,8.0,,,,,,0.3333333333333333,,0.25,,0.25,,,0.25,0.6666666666666666,0.5,1.0,13.333333333333334,,,,,,0.2,,,,,,,0.5,0.5,1.0,,0.25,,,,,,0.25,,,,,,0.75,,0.5052333333333333,,,,,,,1.9666666666666668,44.0,0.34782608695652173,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,0.3333333333333333,,,,,0.3333333333333333,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,True,,
2746,1610612737,Josh Smith,Josh Smith,2746,ATL,24630.0,410,-52,707,705,141.0,148.0,93.0,1412,42.0,60.0,8.0,12.0,9.0,11.0,45.0,39.0,4.0,2.0,11.0,65.0,144.0,2.0,15.0,52.0,188.0,765,9.0,17.0,20.0,25.0,20.0,38.0,96.0,34.0,,11.0,2.0,11.0,20.0,24.0,12.0,1.0,7.0,52.0,4.0,19.0,19.0,5.0,58.0,24.0,82.0,12.0,9.0,3.0,11.0,10.0,1.0,5.0,21.0,1.0,4.0,17.0,36.0,2.0,2.0,54.0,5.0,4.0,71.0,7.0,34.0,5.0,17.0,13.0,17.0,13.0,38.0,141.0,5.0,0.7384615384615385,0.7868852459016393,0.13333333333333333,0.13333333333333333,0.4513888888888889,0.5294117647058824,0.4276729559748428,0.5,0.49214659685863876,0.47619047619047616,0.4634146341463415,0.09433962264150944,0.0763888888888889,0.1,0.1111111111111111,26.20519159456119,0.5238095238095238,0.25,0.07142857142857142,0.18269230769230768,0.04597701149425287,0.16408668730650156,0.06515580736543909,0.0963855421686747,0.039603960396039604,0.03773584905660377,0.20253164556962025,0.7647058823529411,0.37735849056603776,0.7,0.7777777777777778,0.7619047619047619,0.2830188679245283,0.24444444444444444,0.275,0.7272727272727273,0.24528301886792453,0.025157232704402517,0.06918238993710692,0.18181818181818182,0.18181818181818182,0.6666666666666666,0.6666666666666666,0.32142857142857145,0.4716981132075472,0.18181818181818182,0.4832446540880504,0.549590625,0.49527678571428574,0.1827956989247312,0.19883040935672514,0.10638297872340426,0.20212765957446807,7.852777777777779,24.733333333333334,0.19943422913719944,6.0,12.0,,2.0,,1.0,,1.0,,1.0,2.0,9.0,,3.0,6.0,8.0,4.0,4.0,,34.0,2.0,3.0,6.0,,4.0,1.0,1.0,,,0.36,0.32142857142857145,0.1552511415525114,0.08536585365853659,0.058823529411764705,0.14285714285714285,0.19642857142857142,0.13978494623655913,0.12,0.025,0.3076923076923077,0.3076923076923077,0.6666666666666666,,,,1.0,0.05555555555555555,,,0.6666666666666666,0.07142857142857142,0.03571428571428571,,,1.0,3.0,1.0,1.0,1.0,0.037037037037037035,0.375,,,,,,,,,,,,,True,,
201143,1610612737,Al Horford,Al Horford,201143,ATL,12105.0,202,-30,353,355,61.0,57.0,35.0,708,11.0,14.0,5.0,5.0,3.0,4.0,15.0,12.0,,,1.0,19.0,41.0,,1.0,9.0,47.0,383,6.0,7.0,12.0,6.0,1.0,11.0,24.0,14.0,,1.0,,2.0,8.0,14.0,4.0,1.0,3.0,34.0,2.0,9.0,10.0,3.0,34.0,11.0,45.0,6.0,5.0,1.0,2.0,2.0,,1.0,4.0,,1.0,15.0,22.0,3.0,1.0,14.0,1.0,1.0,14.0,,7.0,,5.0,2.0,5.0,4.0,11.0,61.0,,0.631578947368421,0.9230769230769231,,,0.4634146341463415,0.8571428571428571,0.4523809523809524,0.8571428571428571,0.47959183673469385,0.8571428571428571,0.7857142857142857,0.023809523809523808,0.04878048780487805,0.14285714285714285,,13.520408163265307,0.5,0.2727272727272727,0.0703125,0.18867924528301888,0.05,0.20261437908496732,0.06547619047619048,0.1875,0.03773584905660377,0.045454545454545456,0.19047619047619047,0.8,0.3333333333333333,0.7857142857142857,0.9166666666666666,0.5454545454545454,0.35714285714285715,0.26666666666666666,0.26666666666666666,0.5,0.2857142857142857,,0.023809523809523808,,,0.7142857142857143,1.0,0.5,0.35714285714285715,,0.44326309523809515,0.5233833333333333,0.4656,0.14285714285714285,0.14583333333333334,0.2553191489361702,0.23404255319148937,8.612195121951222,26.4,0.17280453257790368,3.0,4.0,,,,,,,,,,5.0,,,,12.0,6.0,5.0,1.0,21.0,,,1.0,,3.0,,,,,0.8333333333333334,0.8333333333333334,0.21,0.023255813953488372,0.05555555555555555,0.13793103448275862,0.2692307692307692,0.2222222222222222,0.18181818181818182,,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,
2207,1610612737,Joe Johnson,Joe Johnson,2207,ATL,21647.0,361,-26,623,616,118.0,127.0,84.0,1239,18.0,39.0,3.0,4.0,7.0,18.0,41.0,32.0,12.0,6.0,15.0,48.0,112.0,10.0,27.0,24.0,150.0,654,5.0,10.0,19.0,18.0,10.0,33.0,16.0,80.0,12.0,15.0,6.0,11.0,25.0,37.0,14.0,4.0,7.0,86.0,4.0,11.0,7.0,1.0,27.0,15.0,42.0,11.0,6.0,5.0,20.0,8.0,,9.0,28.0,5.0,6.0,7.0,19.0,,3.0,31.0,1.0,3.0,37.0,4.0,15.0,3.0,,,,,33.0,118.0,3.0,0.16666666666666666,0.17777777777777778,0.37037037037037035,0.37037037037037035,0.42857142857142855,0.5,0.45323741007194246,0.5,0.4803921568627451,0.5588235294117647,0.4852941176470588,0.19424460431654678,0.09821428571428571,0.20512820512820512,0.07317073170731707,25.35014005602241,0.7142857142857143,0.05555555555555555,0.04721030042918455,0.07777777777777778,0.04938271604938271,0.08996539792387544,0.04777070063694268,0.0684931506849315,0.023809523809523808,0.04,0.08955223880597014,,0.2805755395683453,0.46153846153846156,0.5806451612903226,0.16666666666666666,0.2949640287769784,0.43902439024390244,0.47368421052631576,0.16666666666666666,0.2302158273381295,0.08633093525179857,0.1079136690647482,0.4,0.4,0.25,0.75,0.25925925925925924,0.4748201438848921,0.4,0.4628276978417267,0.4795249999999999,0.4711833333333334,0.1,0.12195121951219512,0.12666666666666668,0.22,8.994642857142857,24.996296296296297,0.18940609951845908,3.0,12.0,4.0,2.0,1.0,4.0,1.0,7.0,2.0,6.0,3.0,7.0,3.0,9.0,18.0,6.0,12.0,10.0,2.0,19.0,8.0,3.0,11.0,5.0,,1.0,0.6,0.3333333333333333,0.3333333333333333,0.3888888888888889,0.42592592592592593,0.09547738693467336,0.05263157894736842,0.06451612903225806,0.09523809523809523,0.14583333333333334,0.06818181818181818,0.043478260869565216,0.11594202898550725,0.375,0.375,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.25,0.25,,0.42857142857142855,0.07407407407407407,0.25925925925925924,0.14285714285714285,,,2.0,,,,,,1.0,2.0,2.0,0.125,0.5,1.0,1.0,,,,,,True,,
2230,1610612737,Maurice Evans,Maurice Evans,2230,ATL,12330.0,206,-64,349,348,37.0,40.0,41.0,697,7.0,14.0,2.0,2.0,2.0,,,12.0,11.0,3.0,9.0,14.0,26.0,5.0,20.0,2.0,45.0,409,3.0,4.0,6.0,3.0,1.0,10.0,20.0,8.0,3.0,9.0,3.0,3.0,3.0,5.0,1.0,,2.0,12.0,2.0,3.0,1.0,,6.0,5.0,11.0,4.0,3.0,1.0,,3.0,,,3.0,,,7.0,23.0,2.0,2.0,3.0,,1.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,10.0,37.0,,0.7142857142857143,0.8333333333333334,0.25,0.25,0.5384615384615384,0.75,0.4673913043478261,0.42857142857142855,0.4787234042553192,0.42857142857142855,1.25,0.43478260869565216,0.11538461538461539,0.21428571428571427,,12.626262626262626,,,0.022388059701492536,0.021739130434782608,0.044444444444444446,0.0392156862745098,0.027932960893854747,,0.043478260869565216,0.038461538461538464,0.02702702702702703,0.3333333333333333,0.30434782608695654,0.5,0.6363636363636364,0.7142857142857143,,,,,0.2608695652173913,0.2391304347826087,0.1956521739130435,0.3333333333333333,0.3333333333333333,0.2857142857142857,1.0,0.5,0.7391304347826086,0.3333333333333333,0.5584902173913044,0.5775375,0.6037125,0.021739130434782608,0.038461538461538464,0.13333333333333333,0.2222222222222222,8.330769230769231,23.974999999999998,0.10601719197707736,2.0,7.0,2.0,,,2.0,1.0,1.0,,3.0,,3.0,1.0,1.0,12.0,4.0,2.0,2.0,,5.0,,,,,1.0,3.0,0.8,,1.0,1.0,1.125,0.04672897196261682,0.024390243902439025,0.05263157894736842,,,0.11363636363636363,,,0.5833333333333334,0.5833333333333334,0.7142857142857143,0.18181818181818182,0.18181818181818182,1.0,0.6666666666666666,0.2857142857142857,,,1.0,,0.25,1.0,,,1.0,,,1.0,,,,1.0,,0.14285714285714285,,,,,,,,,True,,
2436,1610612737,Flip Murray,Flip Murray,2436,ATL,14545.0,242,-9,415,415,108.0,117.0,58.0,830,12.0,26.0,2.0,2.0,8.0,7.0,10.0,18.0,9.0,5.0,20.0,22.0,54.0,8.0,29.0,21.0,89.0,440,4.0,5.0,22.0,11.0,12.0,31.0,18.0,26.0,3.0,19.0,5.0,5.0,13.0,18.0,12.0,,1.0,41.0,1.0,3.0,6.0,,17.0,4.0,21.0,9.0,4.0,5.0,4.0,5.0,2.0,,9.0,,,5.0,14.0,1.0,2.0,17.0,,1.0,25.0,2.0,10.0,3.0,1.0,1.0,2.0,1.0,31.0,108.0,3.0,0.4090909090909091,0.42857142857142855,0.27586206896551724,0.2857142857142857,0.4074074074074074,0.8,0.40963855421686746,0.7727272727272727,0.46808510638297873,0.8461538461538461,0.5,0.3493975903614458,0.09259259259259259,0.19230769230769232,,21.50313152400835,0.4444444444444444,,0.01875,0.08695652173913043,0.020833333333333332,0.08717948717948718,0.019230769230769232,0.018518518518518517,0.03333333333333333,0.03333333333333333,0.11538461538461539,0.5,0.3132530120481928,0.46153846153846156,0.5714285714285714,0.4166666666666667,0.12048192771084337,0.7,0.7,0.42857142857142855,0.21686746987951808,0.10843373493975904,0.24096385542168675,0.25,0.2631578947368421,0.18181818181818182,1.0,0.3333333333333333,0.6626506024096386,0.2631578947368421,0.4889774390243903,0.5630722222222222,0.5050652173913044,0.10989010989010989,0.16129032258064516,0.24719101123595505,0.34831460674157305,8.24074074074074,26.620689655172413,0.26024096385542167,2.0,3.0,3.0,5.0,1.0,4.0,1.0,8.0,3.0,6.0,5.0,5.0,3.0,13.0,21.0,2.0,5.0,4.0,1.0,11.0,2.0,1.0,4.0,1.0,,2.0,0.875,0.5,0.23076923076923078,0.45454545454545453,0.3958333333333333,0.0873015873015873,,,0.06818181818181818,0.06896551724137931,0.11320754716981132,,0.045454545454545456,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.36363636363636365,0.25,1.0,0.25,0.20833333333333334,0.3333333333333333,0.125,1.0,,,,,,,1.0,2.0,2.0,2.0,0.18181818181818182,1.0,0.5,0.4,1.0,1.0,1.0,0.034482758620689655,0.05,True,,
2585,1610612737,Zaza Pachulia,Zaza Pachulia,2585,ATL,10768.0,179,-4,300,298,72.0,77.0,47.0,598,12.0,23.0,5.0,7.0,2.0,1.0,3.0,4.0,,,,13.0,30.0,,,24.0,50.0,319,6.0,9.0,15.0,4.0,10.0,14.0,16.0,10.0,,,,4.0,2.0,2.0,,2.0,,4.0,3.0,15.0,11.0,4.0,32.0,18.0,50.0,3.0,1.0,2.0,3.0,7.0,2.0,2.0,10.0,,1.0,16.0,28.0,2.0,3.0,29.0,4.0,2.0,28.0,,11.0,3.0,1.0,1.0,1.0,1.0,14.0,72.0,2.0,0.6153846153846154,0.8888888888888888,,,0.43333333333333335,0.6666666666666666,0.43333333333333335,0.6666666666666666,0.5681818181818182,0.6818181818181818,0.7,,0.13333333333333333,0.13043478260869565,0.3333333333333333,15.29745042492918,0.3,0.5,0.13274336283185842,0.2558139534883721,0.075,0.18666666666666668,0.11764705882352941,0.15789473684210525,0.11904761904761904,0.07407407407407407,0.3225806451612903,1.0,0.7666666666666667,0.5217391304347826,0.6,0.6666666666666666,0.1,0.3333333333333333,0.5,,0.13333333333333333,,,,,0.7777777777777778,0.7142857142857143,0.5,0.7666666666666667,,0.5164966666666667,0.5665777777777777,0.559825,0.2682926829268293,0.2682926829268293,0.3,0.28,3.4,,0.24,2.0,,,,,,,,,,3.0,2.0,,,,8.0,,,,17.0,1.0,1.0,1.0,,,1.0,,,,0.5,0.5,0.1588785046728972,0.12121212121212122,0.07692307692307693,0.16666666666666666,0.13793103448275862,0.16666666666666666,0.08333333333333333,0.07692307692307693,,,,,,,,,,,1.0,,,,,,1.0,,,,,0.2,,,,,,,,,,,,,True,,
