EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGA,PenaltyFtPoints,Steals,LostBallSteals,LongMidRangeFrequency,SecondChanceAtRimFGM,ShortMidRangeFGM,LongMidRangeFGM,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,Fg2aBlocked,SelfOReb,BadPassSteals,DeadBallTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,BlockedShortMidRange,3SecondViolations,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChancePointsPct,SecondChanceCorner3FGA,SecondChanceFG3A,SecondChanceCorner3Frequency,PtsUnassisted3s,HeaveAttempts,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,BlockedLongMidRange,Defensive 3 Seconds Violations,LongMidRangePctBlocked,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,OffFTReboundPct,Offensive Fouls,StepOutOfBoundsTurnovers,on,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,OffensiveGoaltends
101120,1610612742,Antoine Wright,Antoine Wright,101120,DAL,4338.0,72,7,127,127,32,31,12.0,254,6.0,9.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,3.0,1.0,2.0,6.0,10.0,3.0,8.0,4.0,25.0,144,1.0,1.0,1.0,1.0,2.0,5.0,4.0,8.0,9.0,3.0,1.0,4.0,3.0,7.0,2.0,1.0,2.0,1.0,1.0,17.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,6.0,1.0,1.0,1.0,1.0,9.0,15.0,1.0,5.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,32,1.0,0.3333333333333333,0.3333333333333333,1.0,0.375,0.5,0.375,0.6,1.0,0.5833333333333334,0.8333333333333334,0.6578947368421053,0.8333333333333334,0.4444444444444444,14.285714285714286,1.0,0.16666666666666666,0.046511627906976744,0.02702702702702703,0.041666666666666664,0.05,0.04477611940298507,0.03508771929824561,0.07142857142857142,0.07142857142857142,0.07692307692307693,0.08333333333333333,0.058823529411764705,1.0,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.05555555555555555,0.2777777777777778,0.4,0.4,1.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.5,0.9444444444444444,0.3333333333333333,0.5484222222222221,0.5835,0.44765000000000005,0.15789473684210525,0.2727272727272727,0.2,1.23,23.937499999999996,0.25196850393700787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
101123,1610612742,Gerald Green,Gerald Green,101123,DAL,585.0,10,8,19,20,16,20,3.0,39,1.0,1.0,,1.0,1.0,,,,1.0,2.0,1.0,2.0,1.0,5.0,1.0,2.0,2.0,7.0,13,1.0,1.0,4.0,1.0,2.0,7.0,2.0,,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,4.0,,2.0,,,,,7.0,16,,1.0,1.0,1.0,0.5,0.5,0.5,0.2,0.25,0.35714285714285715,0.4166666666666667,0.3888888888888889,0.4375,0.2857142857142857,40.90909090909091,,,,,,,,,,,,,,,0.14285714285714285,1.0,1.0,1.0,,,,,,0.2857142857142857,0.5,0.5,1.0,,0.16666666666666666,1.0,0.3333333333333333,0.5,0.42857142857142855,0.5,0.45090714285714284,0.3643,0.4653416666666666,0.2222222222222222,0.2857142857142857,1.0,13.7,24.9,0.8421052631578947,4.0,2.0,1.0,1.0,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
101138,1610612742,Brandon Bass,Brandon Bass,101138,DAL,11508.0,192,13,357,357,187,155,40.0,714,13.0,20.0,5.0,5.0,7.0,25.0,,,,,,,33.0,60.0,,,28.0,94.0,406,8.0,11.0,22.0,,,36.0,48.0,18.0,,,,4.0,3.0,7.0,3.0,,2.0,,2.0,17.0,5.0,8.0,6.0,17.0,5.0,28.0,13.0,41.0,2.0,1.0,4.0,,8.0,22.0,2.0,23.0,,31.0,3.0,15.0,4.0,1.0,4.0,3.0,36.0,187,7.0,0.7272727272727273,0.7741935483870968,,,,,0.55,0.5,0.55,0.5,0.6351351351351351,0.6206896551724138,,19.548872180451127,0.5,0.3125,0.16037735849056603,0.07547169811320754,0.12244897959183673,0.09090909090909091,0.14838709677419354,0.08074534161490683,0.10810810810810811,0.075,0.1891891891891892,0.21428571428571427,0.13157894736842105,0.75,0.3333333333333333,0.65,0.7647058823529411,0.8461538461538461,0.4166666666666667,,,,,,,,,0.625,0.3181818181818182,0.7142857142857143,,,0.3333333333333333,,0.4537366666666667,0.52832,0.4587,0.20833333333333334,0.20833333333333334,0.3829787234042553,8.336666666666666,,0.5238095238095238,15.0,14.0,7.0,2.0,0.25,3.0,12.0,8.0,4.0,6.0,14.0,4.0,6.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,0.5,0.5,0.7,0.1,0.15,0.12,0.07142857142857142,0.04878048780487805,0.13333333333333333,0.0975609756097561,0.09090909090909091,0.047619047619047616,0.48,0.5454545454545454,0.5,0.5333333333333333,0.5333333333333333,0.875,0.6,0.3333333333333333,0.14893617021276595,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
101189,1610612742,James Singleton,James Singleton,101189,DAL,1212.0,20,-14,37,38,24,21,5.0,75,,1.0,,,,,1.0,2.0,,,,,1.0,2.0,1.0,2.0,,5.0,53,,1.0,1.0,,,2.0,2.0,,3.0,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,1.0,,5.0,6.0,,,,,,,1.0,1.0,1.0,1.0,2.0,24,,1.0,1.0,1.0,0.5,,0.5,0.5,1.0,0.625,1.0,0.625,1.0,0.5,12.195121951219512,,,,,,0.14285714285714285,,0.0625,,,,,,1.0,0.25,,,,,0.5,0.5,0.5,1.0,,,,,,,,,,0.75,,0.5577875,0.60015,0.3616,,,0.4,9.75,22.65,0.6486486486486487,1.0,,,,0.25,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
200826,1610612742,J.J. Barea,J.J. Barea,200826,DAL,6030.0,100,21,184,179,68,65,16.0,363,10.0,15.0,,5.0,7.0,4.0,1.0,1.0,1.0,7.0,1.0,3.0,14.0,24.0,2.0,8.0,4.0,38.0,206,,6.0,9.0,1.0,3.0,15.0,2.0,26.0,3.0,6.0,1.0,11.0,7.0,18.0,2.0,5.0,5.0,2.0,4.0,43.0,,3.0,4.0,1.0,1.0,6.0,3.0,9.0,1.0,1.0,1.0,1.0,4.0,9.0,,8.0,1.0,8.0,,3.0,,,,,15.0,68,1.0,0.07142857142857142,0.07142857142857142,0.5,0.25,0.3333333333333333,0.2857142857142857,0.5833333333333334,0.6666666666666666,0.53125,0.625,0.5277777777777778,0.5769230769230769,0.25,18.09045226130653,1.0,0.125,0.018518518518518517,0.057692307692307696,0.13333333333333333,,0.05952380952380952,0.038461538461538464,0.06666666666666667,,,0.05555555555555555,0.15,,0.46875,0.6666666666666666,0.7692307692307693,0.1,0.125,0.03125,1.0,1.0,1.0,0.21875,0.14285714285714285,0.14285714285714285,,,0.5833333333333334,0.7142857142857143,0.25,0.3333333333333333,0.71875,0.16666666666666666,0.5145129032258065,,0.5154727272727273,0.08571428571428572,0.1111111111111111,0.39473684210526316,5.295833333333333,26.987500000000004,0.3695652173913043,5.0,,,,0.15625,,1.0,3.0,,,,,2.0,,,,,,,,1.0,,,,,,,0.08333333333333333,0.13333333333333333,,0.058823529411764705,0.05,,,0.1,,0.25,0.25,,0.6,0.6,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1891,1610612742,Jason Terry,Jason Terry,1891,DAL,9373.0,156,2,291,289,147,111,33.0,580,1.0,5.0,1.0,,3.0,5.0,5.0,10.0,4.0,15.0,2.0,10.0,10.0,26.0,9.0,25.0,11.0,58.0,328,1.0,5.0,12.0,5.0,16.0,31.0,10.0,10.0,21.0,15.0,4.0,9.0,1.0,10.0,,1.0,2.0,3.0,4.0,21.0,,,5.0,5.0,,10.0,,10.0,3.0,1.0,6.0,2.0,4.0,9.0,,10.0,,15.0,,5.0,2.0,1.0,2.0,1.0,31.0,147,2.0,0.5,0.5,0.7777777777777778,0.36,0.3125,0.36,0.38461538461538464,0.4166666666666667,0.46078431372549017,0.44642857142857145,0.49137931034482757,0.484375,0.49019607843137253,19.631901840490798,0.5,,0.05813953488372093,,0.13157894736842105,,0.08064516129032258,,,,0.03571428571428571,0.045454545454545456,0.13333333333333333,0.5,0.09803921568627451,0.2,0.3333333333333333,,0.09803921568627451,0.19607843137254902,0.5,0.5,1.0,0.29411764705882354,0.26666666666666666,0.26666666666666666,0.5,0.25,0.10714285714285714,,0.35714285714285715,0.2,0.5882352941176471,0.26666666666666666,0.4942249999999999,0.48185,0.5059351851851852,0.08928571428571429,0.16129032258064516,0.5344827586206896,13.046153846153846,24.656000000000002,0.5051546391752577,16.0,6.0,1.0,,0.3137254901960784,1.0,3.0,6.0,1.0,1.0,3.0,,3.0,,1.0,3.0,2.0,1.0,,,2.0,,,2.0,1.0,0.25,0.25,0.11538461538461539,0.4,,,,,0.08333333333333333,0.125,,0.6,0.6,0.6666666666666666,0.375,0.4,0.5,1.0,,0.05172413793103448,,3.0,,6.0,,3.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0625,0.75,0.21428571428571427,0.5,,,,,,,,,,True,,,,,,,
467,1610612742,Jason Kidd,Jason Kidd,467,DAL,8277.0,138,-2,259,264,159,128,32.0,523,2.0,3.0,,1.0,2.0,2.0,3.0,4.0,5.0,15.0,2.0,7.0,6.0,13.0,8.0,19.0,14.0,50.0,307,1.0,4.0,8.0,4.0,10.0,30.0,2.0,10.0,21.0,15.0,5.0,18.0,3.0,21.0,,3.0,5.0,5.0,8.0,45.0,2.0,1.0,6.0,12.0,4.0,22.0,3.0,25.0,3.0,1.0,5.0,2.0,8.0,9.0,,9.0,,16.0,,4.0,1.0,1.0,1.0,,30.0,159,,0.16666666666666666,0.16666666666666666,0.875,0.42105263157894735,0.4,0.42105263157894735,0.46153846153846156,0.5,0.5625,0.5555555555555556,0.625,0.625,0.59375,15.306122448979592,0.6,0.3333333333333333,0.15584415584415584,0.013513513513513514,0.18181818181818182,0.04878048780487805,0.16363636363636364,0.02608695652173913,,0.06451612903225806,0.03571428571428571,0.15789473684210525,0.21428571428571427,,0.09375,0.6666666666666666,0.6666666666666666,,0.0625,0.125,0.75,0.75,1.0,0.46875,0.3333333333333333,0.3333333333333333,0.8,,0.1111111111111111,0.5,0.3888888888888889,0.2857142857142857,0.6875,0.3333333333333333,0.49430625000000006,0.4497,0.5185166666666666,0.1111111111111111,0.23529411764705882,0.6,12.600000000000001,24.721052631578946,0.6138996138996139,8.0,10.0,8.0,4.0,0.25,,1.0,3.0,1.0,,5.0,,1.0,1.0,4.0,2.0,2.0,,,,4.0,,,4.0,1.0,0.8333333333333334,0.8333333333333334,0.07692307692307693,,,,0.034482758620689655,,0.26666666666666666,,0.058823529411764705,0.5,0.5,,0.375,0.42857142857142855,0.3333333333333333,,,0.1,,2.0,,3.0,,2.0,3.0,2.0,1.0,,,,,0.125,0.6666666666666666,0.16666666666666666,0.6666666666666666,1.0,1.0,0.5,0.5,1.0,,,,,True,,,,,,,
2572,1610612742,Josh Howard,Josh Howard,2572,DAL,5437.0,91,-1,177,178,134,105,24.0,355,4.0,7.0,1.0,3.0,4.0,12.0,,5.0,,4.0,,3.0,16.0,28.0,,9.0,15.0,47.0,203,5.0,13.0,20.0,,7.0,38.0,20.0,12.0,,4.0,,1.0,,1.0,,,1.0,,,2.0,1.0,4.0,4.0,6.0,1.0,11.0,6.0,17.0,5.0,1.0,5.0,4.0,1.0,9.0,1.0,13.0,1.0,17.0,1.0,4.0,1.0,1.0,1.0,1.0,38.0,134,3.0,0.625,0.625,,,,,0.5714285714285714,0.65,0.43243243243243246,0.48148148148148145,0.5222222222222223,0.5757575757575758,0.24324324324324326,24.752475247524753,1.0,0.14285714285714285,0.12244897959183673,0.07547169811320754,0.25,0.034482758620689655,0.15384615384615385,0.06097560975609756,0.15789473684210525,0.05263157894736842,0.17647058823529413,,0.2,1.0,0.1891891891891892,0.5714285714285714,0.8,1.0,0.32432432432432434,0.13513513513513514,,,,0.10810810810810811,,,,0.16666666666666666,0.14814814814814814,0.75,0.1111111111111111,,0.43243243243243246,,0.47072432432432426,0.45342499999999997,0.46929629629629627,0.1,0.12903225806451613,0.8085106382978723,9.992857142857144,24.055555555555557,0.7570621468926554,9.0,12.0,5.0,,0.24324324324324326,1.0,7.0,5.0,5.0,5.0,15.0,,2.0,1.0,5.0,,4.0,,1.0,1.0,5.0,,,5.0,1.0,0.8333333333333334,0.8333333333333334,0.07142857142857142,0.2857142857142857,,,0.05,,0.15,1.0,0.05263157894736842,0.5833333333333334,0.5833333333333334,0.2857142857142857,0.5555555555555556,0.5555555555555556,0.8,1.0,1.0,0.3191489361702128,1.0,1.0,0.16666666666666666,,,,4.0,,,,,,,,,0.14814814814814814,,,,,,,1.0,0.25,,,True,,,,,,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,7430.0,124,29,237,233,118,92,22.0,470,10.0,13.0,3.0,4.0,6.0,14.0,,,2.0,12.0,,7.0,20.0,42.0,2.0,12.0,37.0,83.0,255,4.0,11.0,25.0,,7.0,46.0,16.0,24.0,6.0,12.0,2.0,6.0,5.0,11.0,3.0,2.0,4.0,1.0,1.0,27.0,2.0,2.0,9.0,23.0,3.0,35.0,4.0,39.0,3.0,1.0,8.0,6.0,1.0,5.0,,30.0,,39.0,5.0,15.0,1.0,1.0,1.0,1.0,46.0,118,,0.4,0.47058823529411764,1.0,0.16666666666666666,,0.16666666666666666,0.47619047619047616,0.44,0.42592592592592593,0.34375,0.5785714285714286,0.5357142857142857,0.2222222222222222,30.0,0.375,0.375,0.359375,0.030303030303030304,0.24324324324324326,0.05555555555555555,0.31683168316831684,0.0392156862745098,0.045454545454545456,0.03571428571428571,0.43478260869565216,0.2,0.21428571428571427,1.0,0.24074074074074073,0.7692307692307693,0.7692307692307693,0.3,0.25925925925925924,,,,,0.2222222222222222,0.16666666666666666,0.16666666666666666,1.0,0.6,0.1875,0.6666666666666666,0.21875,,0.46296296296296297,0.16666666666666666,0.46110740740740747,0.5477333333333333,0.4350734375,0.234375,0.28846153846153844,0.5542168674698795,9.7,25.291666666666668,0.4978902953586498,15.0,24.0,3.0,,0.2777777777777778,3.0,5.0,5.0,4.0,3.0,14.0,6.0,,1.0,3.0,5.0,2.0,,,3.0,6.0,,,6.0,1.0,1.1,1.1666666666666667,,,,0.05,,0.125,0.38461538461538464,0.3333333333333333,0.03333333333333333,0.35714285714285715,0.35714285714285715,0.2,0.3333333333333333,0.3333333333333333,0.8,1.0,0.3333333333333333,0.1686746987951807,,1.0,,,,,,1.0,2.0,,2.0,,,,0.2,,,1.0,1.0,1.0,1.0,1.0,,,3.0,,True,,,,,,,
200797,1610612742,Ryan Hollins,Ryan Hollins,200797,DAL,883.0,15,-5,27,26,15,19,4.0,53,1.0,1.0,1.0,,,1.0,,,,,,,1.0,2.0,,,2.0,4.0,31,1.0,,1.0,,,2.0,,2.0,,,,1.0,,1.0,,,1.0,,,2.0,1.0,2.0,,2.0,,2.0,3.0,5.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,3.0,,4.0,,1.0,1.0,1.0,1.0,,2.0,15,1.0,,,,,,,0.5,,0.5,,0.5,0.3333333333333333,,19.35483870967742,0.5,,0.14285714285714285,0.16666666666666666,,0.25,0.10526315789473684,0.1875,,0.25,0.4,,,,0.5,1.0,1.0,,0.5,,,,,,,,,1.0,,,,,0.5,,0.39875,0.5212,0.2763,0.3333333333333333,0.3333333333333333,0.5,2.2,,0.5555555555555556,,2.0,,,,1.0,,,1.0,,2.0,,1.0,,,1.0,,,1.0,,1.0,,,1.0,1.0,1.0,1.0,0.5,,1.0,0.3333333333333333,0.25,,,,,,,,,,,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,
